Date,MAHABANK.NS
2015-08-21,30.857765197753906
2015-08-24,29.88933753967285
2015-08-25,29.9333553314209
2015-08-26,30.197473526000977
2015-08-27,30.68168830871582
2015-08-28,31.077865600585938
2015-08-31,30.813751220703125
2015-09-01,30.549631118774414
2015-09-02,30.68168830871582
2015-09-03,30.857765197753906
2015-09-04,29.9333553314209
2015-09-07,29.801294326782227
2015-09-08,30.10943603515625
2015-09-09,30.373550415039062
2015-09-10,29.977375030517578
2015-09-11,30.329530715942383
2015-09-14,30.94580841064453
2015-09-15,31.03384780883789
2015-09-16,30.637670516967773
2015-09-18,30.549631118774414
2015-09-21,30.329530715942383
2015-09-22,29.977375030517578
2015-09-23,30.021394729614258
2015-09-24,30.10943603515625
2015-09-28,29.977375030517578
2015-09-29,29.801294326782227
2015-09-30,29.9333553314209
2015-10-01,29.801294326782227
2015-10-05,30.021394729614258
2015-10-06,30.197473526000977
2015-10-07,30.417570114135742
2015-10-08,30.549631118774414
2015-10-09,30.637670516967773
2015-10-12,30.417570114135742
2015-10-13,30.373550415039062
2015-10-14,30.329530715942383
2015-10-15,30.505611419677734
2015-10-16,30.769729614257812
2015-10-19,30.461589813232422
2015-10-20,30.373550415039062
2015-10-21,30.241493225097656
2015-10-23,30.241493225097656
2015-10-26,29.845314025878906
2015-10-27,29.845314025878906
2015-10-28,29.58119773864746
2015-10-29,29.58119773864746
2015-10-30,29.537179946899414
2015-11-02,29.14100456237793
2015-11-03,29.096981048583984
2015-11-04,29.405120849609375
2015-11-05,28.612768173217773
2015-11-06,28.26060676574707
2015-11-09,28.524728775024414
2015-11-10,28.304628372192383
2015-11-13,28.392667770385742
2015-11-16,28.436687469482422
2015-11-17,28.26060676574707
2015-11-18,27.9084529876709
2015-11-19,28.26060676574707
2015-11-20,28.172571182250977
2015-11-23,28.26060676574707
2015-11-24,28.128549575805664
2015-11-26,28.084529876708984
2015-11-27,28.348649978637695
2015-11-30,28.876882553100586
2015-12-01,29.449138641357422
2015-12-02,29.88933753967285
2015-12-03,29.75727653503418
2015-12-04,29.18502426147461
2015-12-07,28.524728775024414
2015-12-08,28.216588973999023
2015-12-09,27.952472686767578
2015-12-10,28.304628372192383
2015-12-11,27.77639389038086
2015-12-14,27.688352584838867
2015-12-15,27.732372283935547
2015-12-16,27.77639389038086
2015-12-17,28.084529876708984
2015-12-18,28.128549575805664
2015-12-21,28.084529876708984
2015-12-22,27.9084529876709
2015-12-23,27.952472686767578
2015-12-24,28.524728775024414
2015-12-28,28.656787872314453
2015-12-29,28.304628372192383
2015-12-30,28.128549575805664
2015-12-31,27.9084529876709
2016-01-01,28.392667770385742
2016-01-04,27.9084529876709
2016-01-05,28.216588973999023
2016-01-06,28.040512084960938
2016-01-07,27.424236297607422
2016-01-08,27.688352584838867
2016-01-11,27.60031509399414
2016-01-12,27.072080612182617
2016-01-13,26.58786392211914
2016-01-14,26.49982452392578
2016-01-15,25.971588134765625
2016-01-18,25.267274856567383
2016-01-19,25.44335174560547
2016-01-20,24.827077865600586
2016-01-21,24.915115356445312
2016-01-22,25.267274856567383
2016-01-25,25.751487731933594
2016-01-27,26.19168472290039
2016-01-28,26.36776351928711
2016-01-29,26.147668838500977
2016-02-01,26.103649139404297
2016-02-02,26.103649139404297
2016-02-03,25.311294555664062
2016-02-04,25.091196060180664
2016-02-05,26.27972412109375
2016-02-08,26.27972412109375
2016-02-09,25.971588134765625
2016-02-10,28.084529876708984
2016-02-11,25.839529037475586
2016-02-12,24.827077865600586
2016-02-15,26.36776351928711
2016-02-16,25.48737335205078
2016-02-17,25.531391143798828
2016-02-18,25.135215759277344
2016-02-19,25.311294555664062
2016-02-22,25.707469940185547
2016-02-23,25.267274856567383
2016-02-24,25.311294555664062
2016-02-25,25.267274856567383
2016-02-26,24.959135055541992
2016-02-29,25.267274856567383
2016-03-01,25.48737335205078
2016-03-02,26.54384422302246
2016-03-03,26.103649139404297
2016-03-04,26.32374382019043
2016-03-08,26.059629440307617
2016-03-09,25.795507431030273
2016-03-10,25.751487731933594
2016-03-11,25.39933204650879
2016-03-14,25.531391143798828
2016-03-15,25.6634521484375
2016-03-16,25.39933204650879
2016-03-17,25.575410842895508
2016-03-18,25.44335174560547
2016-03-21,25.839529037475586
2016-03-22,25.619430541992188
2016-03-23,25.6634521484375
2016-03-28,25.311294555664062
2016-03-29,25.135215759277344
2016-03-30,25.44335174560547
2016-03-31,25.48737335205078
2016-04-01,26.103649139404297
2016-04-04,26.411785125732422
2016-04-05,26.19168472290039
2016-04-06,25.883548736572266
2016-04-07,25.839529037475586
2016-04-08,25.707469940185547
2016-04-11,26.059629440307617
2016-04-12,26.015607833862305
2016-04-13,25.883548736572266
2016-04-18,25.751487731933594
2016-04-20,25.927568435668945
2016-04-21,26.411785125732422
2016-04-22,26.851980209350586
2016-04-25,26.63188362121582
2016-04-26,26.63188362121582
2016-04-27,26.49982452392578
2016-04-28,26.411785125732422
2016-04-29,26.059629440307617
2016-05-02,25.839529037475586
2016-05-03,25.795507431030273
2016-05-04,25.619430541992188
2016-05-05,25.48737335205078
2016-05-06,26.147668838500977
2016-05-09,26.23570442199707
2016-05-10,26.63188362121582
2016-05-11,26.147668838500977
2016-05-12,26.147668838500977
2016-05-13,25.531391143798828
2016-05-16,25.179235458374023
2016-05-17,25.179235458374023
2016-05-18,25.091196060180664
2016-05-19,24.695018768310547
2016-05-20,24.650999069213867
2016-05-23,24.43090057373047
2016-05-24,24.21080207824707
2016-05-25,24.29884147644043
2016-05-26,24.34286117553711
2016-05-27,24.562959671020508
2016-05-30,24.739038467407227
2016-05-31,24.783058166503906
2016-06-01,24.518939971923828
2016-06-02,25.135215759277344
2016-06-03,24.959135055541992
2016-06-06,25.003154754638672
2016-06-07,25.135215759277344
2016-06-08,25.22325325012207
2016-06-09,25.927568435668945
2016-06-10,25.6634521484375
2016-06-13,25.44335174560547
2016-06-14,25.707469940185547
2016-06-15,26.19168472290039
2016-06-16,27.028060913085938
2016-06-17,29.229042053222656
2016-06-20,29.66923713684082
2016-06-21,29.096981048583984
2016-06-22,29.405120849609375
2016-06-23,29.052963256835938
2016-06-24,27.996492385864258
2016-06-27,28.920902252197266
2016-06-28,29.273059844970703
2016-06-29,29.096981048583984
2016-06-30,28.74482536315918
2016-07-01,29.096981048583984
2016-07-04,29.845314025878906
2016-07-05,30.28551483154297
2016-07-07,30.7257080078125
2016-07-08,30.10943603515625
2016-07-11,30.68168830871582
2016-07-12,30.417570114135742
2016-07-13,29.75727653503418
2016-07-14,30.373550415039062
2016-07-15,30.241493225097656
2016-07-18,29.66923713684082
2016-07-19,29.625219345092773
2016-07-20,29.75727653503418
2016-07-21,29.14100456237793
2016-07-22,29.052963256835938
2016-07-25,29.361099243164062
2016-07-26,29.14100456237793
2016-07-27,29.052963256835938
2016-07-28,28.876882553100586
2016-07-29,28.568748474121094
2016-08-01,28.348649978637695
2016-08-02,28.040512084960938
2016-08-03,27.82041358947754
2016-08-04,27.82041358947754
2016-08-05,28.084529876708984
2016-08-08,27.996492385864258
2016-08-09,27.9084529876709
2016-08-10,27.64433479309082
2016-08-11,27.336196899414062
2016-08-12,27.86443328857422
2016-08-16,27.248157501220703
2016-08-17,27.028060913085938
2016-08-18,27.60031509399414
2016-08-19,27.77639389038086
2016-08-22,27.64433479309082
2016-08-23,27.4682559967041
2016-08-24,27.424236297607422
2016-08-25,27.116098403930664
2016-08-26,26.895999908447266
2016-08-29,26.6759033203125
2016-08-30,27.160118103027344
2016-08-31,27.82041358947754
2016-09-01,27.336196899414062
2016-09-02,27.248157501220703
2016-09-06,27.424236297607422
2016-09-07,28.304628372192383
2016-09-08,29.00894546508789
2016-09-09,28.78884506225586
2016-09-12,27.732372283935547
2016-09-14,27.82041358947754
2016-09-15,27.952472686767578
2016-09-16,27.60031509399414
2016-09-19,27.424236297607422
2016-09-20,27.336196899414062
2016-09-21,27.380216598510742
2016-09-22,27.64433479309082
