Date,NSC
2015-08-03,66.5555191040039
2015-08-04,66.69182586669922
2015-08-05,66.68373107910156
2015-08-06,65.89238739013672
2015-08-07,65.49671936035156
2015-08-10,66.71601867675781
2015-08-11,65.3917236328125
2015-08-12,65.68243408203125
2015-08-13,65.42401885986328
2015-08-14,66.00541687011719
2015-08-17,66.3365249633789
2015-08-18,66.49801635742188
2015-08-19,65.81166076660156
2015-08-20,64.55999755859375
2015-08-21,62.9692268371582
2015-08-24,60.352901458740234
2015-08-25,58.49563980102539
2015-08-26,59.85225296020508
2015-08-27,62.92075729370117
2015-08-28,63.954368591308594
2015-08-31,62.91267776489258
2015-09-01,61.13619613647461
2015-09-02,61.806392669677734
2015-09-03,62.30706024169922
2015-09-04,61.798336029052734
2015-09-08,63.54253005981445
2015-09-09,63.74441146850586
2015-09-10,63.825157165527344
2015-09-11,63.93012619018555
2015-09-14,63.54253005981445
2015-09-15,65.02027893066406
2015-09-16,65.96503448486328
2015-09-17,65.49671936035156
2015-09-18,63.75248336791992
2015-09-21,64.25314331054688
2015-09-22,62.52506637573242
2015-09-23,61.64491271972656
2015-09-24,61.12001419067383
2015-09-25,61.06351089477539
2015-09-28,60.28828811645508
2015-09-29,60.49014663696289
2015-09-30,61.693355560302734
2015-10-01,62.4443359375
2015-10-02,63.80093765258789
2015-10-05,64.58423614501953
2015-10-06,64.14009857177734
2015-10-07,65.56938171386719
2015-10-08,67.00674438476562
2015-10-09,66.95021057128906
2015-10-12,65.3917236328125
2015-10-13,64.02703094482422
2015-10-14,63.17108154296875
2015-10-15,64.16431427001953
2015-10-16,63.27606964111328
2015-10-19,62.79962921142578
2015-10-20,63.663665771484375
2015-10-21,63.55061721801758
2015-10-22,65.02027893066406
2015-10-23,65.40790557861328
2015-10-26,64.82648468017578
2015-10-27,62.53315353393555
2015-10-28,65.89238739013672
2015-10-29,65.48055267333984
2015-10-30,64.62461853027344
2015-11-02,64.90723419189453
2015-11-03,65.14947509765625
2015-11-04,65.36095428466797
2015-11-05,65.19828796386719
2015-11-06,64.97051239013672
2015-11-09,72.0882339477539
2015-11-10,72.04756164550781
2015-11-11,72.307861328125
2015-11-12,72.1939926147461
2015-11-13,72.36483764648438
2015-11-16,71.82792663574219
2015-11-17,70.74603271484375
2015-11-18,75.23629760742188
2015-11-19,78.782958984375
2015-11-20,79.36050415039062
2015-11-23,77.73359680175781
2015-11-24,76.9120101928711
2015-11-25,77.6034927368164
2015-11-27,77.587158203125
2015-11-30,77.32687377929688
2015-12-01,77.12348175048828
2015-12-02,74.959716796875
2015-12-03,75.74064636230469
2015-12-04,74.8864974975586
2015-12-07,74.44722747802734
2015-12-08,70.21729278564453
2015-12-09,71.21784210205078
2015-12-10,71.32359313964844
2015-12-11,72.75526428222656
2015-12-14,72.68203735351562
2015-12-15,74.04053497314453
2015-12-16,73.03997039794922
2015-12-17,69.19233703613281
2015-12-18,68.5497055053711
2015-12-21,68.3951644897461
2015-12-22,70.01393127441406
2015-12-23,70.64842224121094
2015-12-24,70.59147644042969
2015-12-28,69.62347412109375
2015-12-29,69.59906768798828
2015-12-30,69.02964782714844
2015-12-31,68.80998992919922
2016-01-04,66.54861450195312
2016-01-05,66.92280578613281
2016-01-06,64.65327453613281
2016-01-07,63.44934844970703
2016-01-08,63.27854537963867
2016-01-11,61.798057556152344
2016-01-12,61.765525817871094
2016-01-13,58.113101959228516
2016-01-14,58.69065856933594
2016-01-15,58.38152313232422
2016-01-19,58.446632385253906
2016-01-20,57.9015998840332
2016-01-21,56.99867630004883
2016-01-22,55.794761657714844
2016-01-25,55.09519577026367
2016-01-26,56.04691696166992
2016-01-27,56.85225296020508
2016-01-28,57.031211853027344
2016-01-29,57.34844970703125
2016-02-01,57.096290588378906
2016-02-02,54.175987243652344
2016-02-03,55.25114822387695
2016-02-04,56.933616638183594
2016-02-05,57.56559371948242
2016-02-08,57.85283279418945
2016-02-09,58.61610794067383
2016-02-10,59.929264068603516
2016-02-11,58.821292877197266
2016-02-12,59.55174255371094
2016-02-16,60.725372314453125
2016-02-17,62.186256408691406
2016-02-18,61.41477584838867
2016-02-19,61.5543098449707
2016-02-22,62.34220886230469
2016-02-23,60.62688064575195
2016-02-24,60.684326171875
2016-02-25,60.46273422241211
2016-02-26,61.308082580566406
2016-02-29,60.05237579345703
2016-03-01,61.8087158203125
2016-03-02,62.70330810546875
2016-03-03,63.19572830200195
2016-03-04,63.52404022216797
2016-03-07,65.42813110351562
2016-03-08,62.67048263549805
2016-03-09,62.169822692871094
2016-03-10,62.178070068359375
2016-03-11,64.84541320800781
2016-03-14,64.81259155273438
2016-03-15,64.83718872070312
2016-03-16,66.47044372558594
2016-03-17,67.95596313476562
2016-03-18,68.95722198486328
2016-03-21,68.97364044189453
2016-03-22,69.18704223632812
2016-03-23,68.00518798828125
2016-03-24,68.83414459228516
2016-03-28,67.09417724609375
2016-03-29,67.95596313476562
2016-03-30,69.5563735961914
2016-03-31,68.32527923583984
2016-04-01,68.095458984375
2016-04-04,67.70152282714844
2016-04-05,66.64277648925781
2016-04-06,66.60174560546875
2016-04-07,65.7399673461914
2016-04-08,66.88080596923828
2016-04-11,65.06700897216797
2016-04-12,64.60738372802734
2016-04-13,66.59354400634766
2016-04-14,67.4142837524414
2016-04-15,66.99568939208984
2016-04-18,66.9218521118164
2016-04-19,67.93132019042969
2016-04-20,68.25141143798828
2016-04-21,67.81641387939453
2016-04-22,74.95671844482422
2016-04-25,74.98954772949219
2016-04-26,76.3683853149414
2016-04-27,76.51608276367188
2016-04-28,75.49019622802734
2016-04-29,73.95542907714844
2016-05-02,74.45609283447266
2016-05-03,73.15933227539062
2016-05-04,73.42371368408203
2016-05-05,73.48979949951172
2016-05-06,74.07640838623047
2016-05-09,72.93627166748047
2016-05-10,74.6134262084961
2016-05-11,73.3824234008789
2016-05-12,72.85365295410156
2016-05-13,71.02774810791016
2016-05-16,71.2508316040039
2016-05-17,70.93688201904297
2016-05-18,70.647705078125
2016-05-19,69.67280578613281
2016-05-20,70.58987426757812
2016-05-23,69.97023010253906
2016-05-24,67.93780517578125
2016-05-25,68.830078125
2016-05-26,69.25970458984375
2016-05-27,69.40017700195312
2016-05-31,69.44972229003906
2016-06-01,68.58224487304688
2016-06-02,68.71440124511719
2016-06-03,68.66484069824219
2016-06-06,68.79705047607422
2016-06-07,69.18534851074219
2016-06-08,71.01124572753906
2016-06-09,70.7220687866211
2016-06-10,69.4745101928711
2016-06-13,68.76399230957031
2016-06-14,68.40873718261719
2016-06-15,68.98703002929688
2016-06-16,69.55714416503906
2016-06-17,70.38333129882812
2016-06-20,70.76336669921875
2016-06-21,70.23460388183594
2016-06-22,71.09386444091797
2016-06-23,71.87874603271484
2016-06-24,68.27654266357422
2016-06-27,65.83100891113281
2016-06-28,67.93780517578125
2016-06-29,69.19361877441406
2016-06-30,70.33375549316406
2016-07-01,70.39161682128906
2016-07-05,69.31754302978516
2016-07-06,70.18506622314453
2016-07-07,69.43319702148438
2016-07-08,71.39955139160156
2016-07-11,71.83741760253906
2016-07-12,73.05194854736328
2016-07-13,74.99347686767578
2016-07-14,75.83619689941406
2016-07-15,75.58832550048828
2016-07-18,75.68745422363281
2016-07-19,75.51399230957031
2016-07-20,75.80313873291016
2016-07-21,75.64618682861328
2016-07-22,76.01795959472656
2016-07-25,75.97663879394531
2016-07-26,76.62932586669922
2016-07-27,74.47296142578125
2016-07-28,74.37384033203125
2016-07-29,74.17554473876953
2016-08-01,73.15933227539062
2016-08-02,72.01919555664062
2016-08-03,72.97756958007812
2016-08-04,72.86946105957031
2016-08-05,73.9257583618164
2016-08-08,74.45808410644531
2016-08-09,74.23351287841797
2016-08-10,73.66791534423828
2016-08-11,74.42483520507812
2016-08-12,73.49325561523438
2016-08-15,73.95903015136719
2016-08-16,74.12538146972656
2016-08-17,74.70758819580078
2016-08-18,76.246337890625
2016-08-19,76.1714859008789
2016-08-22,75.98847961425781
2016-08-23,76.54576110839844
2016-08-24,76.60398864746094
2016-08-25,76.58736419677734
2016-08-26,76.74539947509766
2016-08-29,78.19264221191406
2016-08-30,78.49205780029297
2016-08-31,78.10116577148438
2016-09-01,78.0179672241211
2016-09-02,78.31741333007812
2016-09-06,79.14081573486328
2016-09-07,78.13440704345703
2016-09-08,78.17597198486328
2016-09-09,75.506103515625
2016-09-12,76.83686828613281
2016-09-13,75.47281646728516
2016-09-14,75.41458129882812
2016-09-15,76.11327362060547
2016-09-16,75.98017120361328
2016-09-19,76.54576110839844
2016-09-20,76.45428466796875
2016-09-21,77.44406127929688
2016-09-22,78.10944366455078
2016-09-23,77.86824798583984
2016-09-26,77.58544158935547
2016-09-27,78.58354949951172
2016-09-28,79.45690155029297
2016-09-29,79.14081573486328
2016-09-30,80.7294692993164
2016-10-03,80.60470581054688
2016-10-04,79.67314147949219
2016-10-05,80.71284484863281
2016-10-06,81.05382537841797
2016-10-07,80.49656677246094
2016-10-10,79.7064437866211
2016-10-11,78.74160766601562
2016-10-12,77.70191955566406
2016-10-13,78.86634063720703
2016-10-14,78.96615600585938
2016-10-17,78.88298034667969
2016-10-18,78.99942779541016
2016-10-19,79.54837799072266
2016-10-20,77.46068572998047
2016-10-21,77.28601837158203
2016-10-24,77.31098175048828
2016-10-25,77.57711791992188
2016-10-26,74.88227844238281
2016-10-27,75.98017120361328
2016-10-28,76.74539947509766
2016-10-31,77.35255432128906
2016-11-01,76.18811798095703
2016-11-02,77.00851440429688
2016-11-03,76.81596374511719
2016-11-04,76.69876861572266
2016-11-07,79.48644256591797
2016-11-08,80.36543273925781
2016-11-09,82.70942687988281
2016-11-10,84.13257598876953
2016-11-11,84.4758071899414
2016-11-14,87.05418395996094
2016-11-15,87.54812622070312
2016-11-16,86.22543334960938
2016-11-17,86.34261322021484
2016-11-18,86.60212707519531
2016-11-21,87.56486511230469
2016-11-22,86.99559020996094
2016-11-23,87.09608459472656
2016-11-25,87.34720611572266
2016-11-28,87.05418395996094
2016-11-29,87.372314453125
2016-11-30,89.1219482421875
2016-12-01,89.43167114257812
2016-12-02,88.4019775390625
2016-12-05,88.70337677001953
2016-12-06,88.91265106201172
2016-12-07,91.87613677978516
2016-12-08,92.10214233398438
2016-12-09,92.58769989013672
2016-12-12,92.66304016113281
2016-12-13,91.94310760498047
2016-12-14,90.05953979492188
2016-12-15,90.50321960449219
2016-12-16,89.29772186279297
2016-12-19,89.515380859375
2016-12-20,90.55343627929688
2016-12-21,90.45299530029297
2016-12-22,91.06412506103516
2016-12-23,91.48265075683594
2016-12-27,91.62498474121094
2016-12-28,91.01390075683594
2016-12-29,91.09759521484375
2016-12-30,90.4697265625
2017-01-03,89.56562042236328
2017-01-04,92.62117004394531
2017-01-05,92.32816314697266
2017-01-06,93.47506713867188
2017-01-09,91.39894104003906
2017-01-10,91.46593475341797
2017-01-11,92.54584503173828
2017-01-12,92.93092346191406
2017-01-13,93.41645050048828
2017-01-17,91.16455841064453
2017-01-18,92.06029510498047
2017-01-19,95.78557586669922
2017-01-20,95.0907211303711
2017-01-23,95.05726623535156
2017-01-24,97.62728881835938
2017-01-25,100.90049743652344
2017-01-26,100.04661560058594
2017-01-27,100.74982452392578
2017-01-30,100.1470718383789
2017-01-31,98.3304672241211
2017-02-01,100.92230224609375
2017-02-02,100.53522491455078
2017-02-03,101.3683090209961
2017-02-06,100.8718490600586
2017-02-07,101.72177124023438
2017-02-08,101.77226257324219
2017-02-09,101.52821350097656
2017-02-10,101.9237060546875
2017-02-13,102.84095001220703
2017-02-14,103.07658386230469
2017-02-15,103.26174926757812
2017-02-16,103.44685363769531
2017-02-17,103.32061004638672
2017-02-21,103.95176696777344
2017-02-22,102.93354034423828
2017-02-23,101.0064468383789
2017-02-24,101.04853057861328
2017-02-27,101.9237060546875
2017-02-28,101.84798431396484
2017-03-01,103.80028533935547
2017-03-02,102.47069549560547
2017-03-03,103.00086212158203
2017-03-06,103.44685363769531
2017-03-07,102.66425323486328
2017-03-08,100.8718490600586
2017-03-09,100.476318359375
2017-03-10,100.69513702392578
2017-03-13,100.58570098876953
2017-03-14,99.5927505493164
2017-03-15,98.8858642578125
2017-03-16,97.06822204589844
2017-03-17,96.52964782714844
2017-03-20,96.63902282714844
2017-03-21,93.82838439941406
2017-03-22,94.05558776855469
2017-03-23,93.02896118164062
2017-03-24,93.12152099609375
2017-03-27,93.51704406738281
