Date,SRG.MI
2015-08-24,2.379892587661743
2015-08-25,2.525193929672241
2015-08-26,2.507617950439453
2015-08-27,2.5814402103424072
2015-08-28,2.5814402103424072
2015-08-31,2.5556604862213135
2015-09-01,2.5193355083465576
2015-09-02,2.529881238937378
2015-09-03,2.5790958404541016
2015-09-04,2.5275375843048096
2015-09-07,2.531052827835083
2015-09-08,2.5673787593841553
2015-09-09,2.5919857025146484
2015-09-10,2.5662074089050293
2015-09-11,2.573237180709839
2015-09-14,2.5779247283935547
2015-09-15,2.5966732501983643
2015-09-16,2.6400294303894043
2015-09-17,2.636514186859131
2015-09-18,2.593158006668091
2015-09-21,2.6130783557891846
2015-09-22,2.536912202835083
2015-09-23,2.5638630390167236
2015-09-24,2.5263659954071045
2015-09-25,2.6224524974823
2015-09-28,2.5837833881378174
2015-09-29,2.601360321044922
2015-09-30,2.691587448120117
2015-10-01,2.6435446739196777
2015-10-02,2.662292957305908
2015-10-05,2.666980504989624
2015-10-06,2.6716673374176025
2015-10-07,2.6376850605010986
2015-10-08,2.6400294303894043
2015-10-09,2.6329987049102783
2015-10-12,2.6376850605010986
2015-10-13,2.636514186859131
2015-10-14,2.630654811859131
2015-10-15,2.659949779510498
2015-10-16,2.670494794845581
2015-10-19,2.682213068008423
2015-10-20,2.676353931427002
2015-10-21,2.672839403152466
2015-10-22,2.7290849685668945
2015-10-23,2.761894941329956
2015-10-26,2.753692626953125
2015-10-27,2.7337722778320312
2015-10-28,2.759551525115967
2015-10-29,2.7372870445251465
2015-10-30,2.759551525115967
2015-11-02,2.849778413772583
2015-11-03,2.843919038772583
2015-11-04,2.8532936573028564
2015-11-05,2.8544657230377197
2015-11-06,2.843919038772583
2015-11-09,2.7888457775115967
2015-11-10,2.8157966136932373
2015-11-11,2.7806434631347656
2015-11-12,2.746661424636841
2015-11-13,2.732599973678589
2015-11-16,2.753692626953125
2015-11-17,2.7993922233581543
2015-11-18,2.782987117767334
2015-11-19,2.7911884784698486
2015-11-20,2.7900168895721436
2015-11-23,2.7935330867767334
2015-11-24,2.771268606185913
2015-11-25,2.8005638122558594
2015-11-26,2.8157966136932373
2015-11-27,2.8298580646514893
2015-11-30,2.8181395530700684
2015-12-01,2.8111095428466797
2015-12-02,2.7900168895721436
2015-12-03,2.886103630065918
2015-12-04,2.8696980476379395
2015-12-07,2.862668514251709
2015-12-08,2.842747211456299
2015-12-09,2.8298580646514893
2015-12-10,2.8322017192840576
2015-12-11,2.7876741886138916
2015-12-14,2.732599973678589
2015-12-15,2.747833251953125
2015-12-16,2.712679862976074
2015-12-17,2.812281608581543
2015-12-18,2.812281608581543
2015-12-21,2.782987117767334
2015-12-22,2.746661424636841
2015-12-23,2.778299570083618
2015-12-28,2.782987117767334
2015-12-29,2.843919038772583
2015-12-30,2.8298580646514893
2015-12-31,2.8298580646514893
2016-01-04,2.828686237335205
2016-01-05,2.900165319442749
2016-01-06,2.8743858337402344
2016-01-07,2.8767292499542236
2016-01-08,2.8884477615356445
2016-01-11,2.918914318084717
2016-01-12,2.949965238571167
2016-01-13,2.9470365047454834
2016-01-14,2.9353187084198
2016-01-15,2.893134355545044
2016-01-18,2.862668514251709
2016-01-19,2.916569709777832
2016-01-20,2.8404042720794678
2016-01-21,2.9107112884521484
2016-01-22,2.929459810256958
2016-01-25,2.9411773681640625
2016-01-26,2.990978240966797
2016-01-27,3.017343282699585
2016-01-28,2.9675426483154297
2016-01-29,3.0261316299438477
2016-02-01,3.0378501415252686
2016-02-02,3.017343282699585
2016-02-03,2.9704718589782715
2016-02-04,2.964613676071167
2016-02-05,2.893134355545044
2016-02-08,2.83571720123291
2016-02-09,2.8075950145721436
2016-02-10,2.81931209564209
2016-02-11,2.7665815353393555
2016-02-12,2.8111095428466797
2016-02-15,2.880244731903076
2016-02-16,2.8532936573028564
2016-02-17,2.870870590209961
2016-02-18,2.8814172744750977
2016-02-19,2.8755576610565186
2016-02-22,2.917741537094116
2016-02-23,2.8896191120147705
2016-02-24,2.862668514251709
2016-02-25,2.915397882461548
2016-02-26,2.916569709777832
2016-02-29,2.916569709777832
2016-03-01,2.949965238571167
2016-03-02,2.9247729778289795
2016-03-03,2.900165319442749
2016-03-04,2.8966500759124756
2016-03-07,2.8720428943634033
2016-03-08,2.8755576610565186
2016-03-09,2.87907338142395
2016-03-10,2.928288221359253
2016-03-11,2.9968371391296387
2016-03-14,2.9675426483154297
2016-03-15,2.982189416885376
2016-03-16,2.9470365047454834
2016-03-17,3.0319907665252686
2016-03-18,3.058356523513794
2016-03-21,3.0817909240722656
2016-03-22,3.1052279472351074
2016-03-23,3.1052279472351074
2016-03-24,3.140380859375
2016-03-29,3.149169683456421
2016-03-30,3.239983081817627
2016-03-31,3.225335121154785
2016-04-01,3.169675350189209
2016-04-04,3.175534725189209
2016-04-05,3.163815975189209
2016-04-06,3.2311947345733643
2016-04-07,3.198970079421997
2016-04-08,3.228264570236206
2016-04-11,3.2136166095733643
2016-04-12,3.1872520446777344
2016-04-13,3.2136166095733643
2016-04-14,3.2224059104919434
2016-04-15,3.1726040840148926
2016-04-18,3.198970079421997
2016-04-19,3.1843230724334717
2016-04-20,3.1960411071777344
2016-04-21,3.0671441555023193
2016-04-22,3.0612857341766357
2016-04-25,3.0700740814208984
2016-04-26,3.0700740814208984
2016-04-27,3.1052279472351074
2016-04-28,3.116945266723633
2016-04-29,3.1228039264678955
2016-05-02,3.1286628246307373
2016-05-03,3.1257331371307373
2016-05-04,3.1228039264678955
2016-05-05,3.137451410293579
2016-05-06,3.1257331371307373
2016-05-09,3.1198740005493164
2016-05-10,3.137451410293579
2016-05-11,3.0964388847351074
2016-05-12,3.0026960372924805
2016-05-13,3.046638011932373
2016-05-16,3.0144143104553223
2016-05-17,2.990978240966797
2016-05-18,3.0349202156066895
2016-05-19,3.011483669281006
2016-05-20,3.046638011932373
2016-05-23,3.0305633544921875
2016-05-24,3.1406874656677246
2016-05-25,3.1314589977264404
2016-05-26,3.1345348358154297
2016-05-27,3.1222305297851562
2016-05-30,3.1468393802642822
2016-05-31,3.1652960777282715
2016-06-01,3.137610912322998
2016-06-02,3.082242250442505
2016-06-03,3.088393211364746
2016-06-06,3.113002300262451
2016-06-07,3.149916172027588
2016-06-08,3.159144401550293
2016-06-09,3.1068501472473145
2016-06-10,3.025641679763794
2016-06-13,3.042867660522461
2016-06-14,3.028102397918701
2016-06-15,3.082242250442505
2016-06-16,3.051481008529663
2016-06-17,3.088393211364746
2016-06-20,3.1806769371032715
2016-06-21,3.1652960777282715
2016-06-22,3.113002300262451
2016-06-23,3.1745245456695557
2016-06-24,2.9555065631866455
2016-06-27,2.9456627368927
2016-06-28,3.062554121017456
2016-06-29,3.2083616256713867
2016-06-30,3.29756760597229
2016-07-01,3.325251579284668
2016-07-04,3.294491767883301
2016-07-05,3.288339614868164
2016-07-06,3.245274066925049
2016-07-07,3.2145135402679443
2016-07-08,3.2237417697906494
2016-07-11,3.2175893783569336
2016-07-12,3.2329697608947754
2016-07-13,3.202208995819092
2016-07-14,3.186828374862671
2016-07-15,3.2083616256713867
2016-07-18,3.1806769371032715
2016-07-19,3.196056842803955
2016-07-20,3.2052857875823975
