Date,HOLM-B.ST
2015-12-07,103.73368072509766
2015-12-08,103.73368072509766
2015-12-09,103.45830535888672
2015-12-10,103.45830535888672
2015-12-11,103.53700256347656
2015-12-14,103.53700256347656
2015-12-15,103.14361572265625
2015-12-16,104.59910583496094
2015-12-17,104.59910583496094
2015-12-18,103.379638671875
2015-12-21,103.379638671875
2015-12-22,103.81236267089844
2015-12-23,104.55976867675781
2015-12-28,104.55976867675781
2015-12-29,103.379638671875
2015-12-30,102.90758514404297
2016-01-04,100.15393829345703
2016-01-05,99.48519134521484
2016-01-07,96.81023406982422
2016-01-08,96.53487396240234
2016-01-11,97.83301544189453
2016-01-12,98.61976623535156
2016-01-13,98.42308044433594
2016-01-14,96.37751007080078
2016-01-15,93.38784790039062
2016-01-18,91.34227752685547
2016-01-19,91.89300537109375
2016-01-20,89.45406341552734
2016-01-21,90.79154968261719
2016-01-22,93.9779052734375
2016-01-25,93.19114685058594
2016-01-26,96.57421112060547
2016-01-27,98.06903839111328
2016-01-28,96.33817291259766
2016-01-29,96.61354064941406
2016-02-01,97.20361328125
2016-02-02,96.33817291259766
2016-02-03,94.52864074707031
2016-02-04,95.1973876953125
2016-02-05,93.38784790039062
2016-02-08,91.9323501586914
2016-02-09,91.46029663085938
2016-02-10,92.52242279052734
2016-02-11,90.94889068603516
2016-02-12,92.99446105957031
2016-02-15,95.1973876953125
2016-02-16,94.72533416748047
2016-02-17,97.32161712646484
2016-02-18,97.79366302490234
2016-02-19,97.12492370605469
2016-02-22,98.2657241821289
2016-02-23,96.29883575439453
2016-02-24,95.51207733154297
2016-02-25,96.65287780761719
2016-02-26,96.88890075683594
2016-02-29,98.73777770996094
2016-03-01,100.42930603027344
2016-03-02,99.72122955322266
2016-03-03,100.1146011352539
2016-03-04,100.54732513427734
2016-03-07,99.4065170288086
2016-03-08,98.2657241821289
2016-03-09,98.69844818115234
2016-03-10,97.32161712646484
2016-03-11,98.65910339355469
2016-03-14,100.03592681884766
2016-03-15,99.17049407958984
2016-03-16,100.1146011352539
2016-03-17,101.0586929321289
2016-03-18,101.29473114013672
2016-03-21,100.9406967163086
2016-03-22,101.57011413574219
2016-03-23,102.98625183105469
2016-03-24,103.06492614746094
2016-03-29,102.67155456542969
2016-03-30,104.7564468383789
2016-03-31,104.55976867675781
2016-04-01,104.009033203125
2016-04-04,105.03182220458984
2016-04-05,103.96968841552734
2016-04-06,104.24506378173828
2016-04-07,102.98625183105469
2016-04-08,105.14981842041016
2016-04-11,105.77923583984375
2016-04-12,105.46454620361328
2016-04-13,106.52665710449219
2016-04-14,107.38606262207031
2016-04-15,105.4626235961914
2016-04-18,105.70816802978516
2016-04-19,106.36295318603516
2016-04-20,107.18144989013672
2016-04-21,105.7900161743164
2016-04-22,104.11209869384766
2016-04-25,103.58008575439453
2016-04-26,109.06396484375
2016-04-27,116.14392852783203
2016-04-28,116.26670837402344
2016-04-29,113.27922821044922
2016-05-02,113.97493743896484
2016-05-03,111.23298645019531
2016-05-04,110.74188995361328
2016-05-06,110.70096588134766
2016-05-09,109.92340850830078
2016-05-10,110.90559387207031
2016-05-11,110.9874496459961
2016-05-12,111.02835083007812
2016-05-13,110.6600341796875
2016-05-16,112.54256439208984
2016-05-17,112.6244125366211
2016-05-18,112.6244125366211
2016-05-19,110.7828140258789
2016-05-20,113.32012939453125
2016-05-23,113.5247573852539
2016-05-24,114.95711517333984
2016-05-25,115.4891357421875
2016-05-26,116.34854888916016
2016-05-27,116.55318450927734
2016-05-30,116.26670837402344
2016-05-31,116.79871368408203
2016-06-01,115.81651306152344
2016-06-02,116.63502502441406
2016-06-03,113.03366088867188
2016-06-07,115.12081909179688
2016-06-08,115.03895568847656
2016-06-09,113.6884536743164
2016-06-10,113.32012939453125
2016-06-13,109.63692474365234
2016-06-14,107.83624267578125
2016-06-15,108.08179473876953
2016-06-16,107.6316146850586
2016-06-17,108.28640747070312
2016-06-20,112.01055908203125
2016-06-21,111.68315887451172
2016-06-22,112.17425537109375
2016-06-23,112.4607162475586
2016-06-27,103.78471374511719
2016-06-28,105.33983612060547
2016-06-29,107.6316146850586
2016-06-30,110.41448211669922
2016-07-01,112.4197998046875
2016-07-04,112.70626831054688
2016-07-05,111.31482696533203
2016-07-06,110.12801361083984
2016-07-07,110.20987701416016
2016-07-08,111.88776397705078
2016-07-11,114.09768676757812
2016-07-12,114.26140594482422
2016-07-13,113.64752960205078
2016-07-14,114.99805450439453
2016-07-15,114.91617584228516
2016-07-18,115.2845230102539
2016-07-19,114.71156311035156
2016-07-20,115.73468017578125
2016-07-21,114.58879852294922
2016-07-22,116.18486022949219
2016-07-25,115.98021697998047
2016-07-26,117.00334930419922
2016-07-27,119.04956817626953
2016-07-28,118.23108673095703
2016-07-29,118.59938049316406
2016-08-01,117.98554229736328
2016-08-02,117.53536224365234
2016-08-03,116.51224517822266
2016-08-04,118.14923095703125
2016-08-05,119.74528503417969
2016-08-08,119.45880889892578
2016-08-09,121.30042266845703
2016-08-10,121.05488586425781
2016-08-11,121.7505874633789
2016-08-12,120.19548034667969
2016-08-15,120.31824493408203
2016-08-16,118.96772766113281
2016-08-17,117.49445343017578
2016-08-18,117.2898178100586
2016-08-19,116.55318450927734
2016-08-22,116.38945007324219
2016-08-23,116.75779724121094
2016-08-24,123.55127716064453
2016-08-25,124.98360443115234
2016-08-26,127.15264129638672
2016-08-29,125.4338150024414
2016-08-30,124.81993103027344
2016-08-31,122.44633483886719
2016-09-01,123.42850494384766
2016-09-02,124.41069030761719
2016-09-05,124.41069030761719
2016-09-06,123.96053314208984
2016-09-07,126.4569091796875
2016-09-08,128.17576599121094
2016-09-09,124.28791046142578
2016-09-12,123.18295288085938
2016-09-13,121.70966339111328
2016-09-14,122.40538024902344
2016-09-15,122.93739318847656
2016-09-16,121.05488586425781
2016-09-19,123.91959381103516
2016-09-20,124.04236602783203
2016-09-21,122.81460571289062
2016-09-22,127.97114562988281
2016-09-23,128.1348114013672
2016-09-26,126.25228118896484
2016-09-27,126.4569091796875
2016-09-28,126.57969665527344
2016-09-29,125.31101989746094
2016-09-30,125.06547546386719
2016-10-03,126.4569091796875
2016-10-04,125.76119995117188
2016-10-05,125.67936706542969
2016-10-06,126.49784088134766
2016-10-07,126.0067138671875
2016-10-10,125.88396453857422
2016-10-11,125.67936706542969
2016-10-12,125.31101989746094
2016-10-13,124.2060546875
2016-10-14,123.91959381103516
2016-10-17,123.1010971069336
2016-10-18,125.88396453857422
2016-10-19,127.56190490722656
2016-10-20,127.64371490478516
2016-10-21,128.33946228027344
2016-10-24,127.31634521484375
2016-10-25,129.9764404296875
2016-10-26,126.57969665527344
2016-10-27,126.57969665527344
2016-10-28,128.58502197265625
2016-10-31,126.53881072998047
2016-11-01,124.61531066894531
2016-11-02,124.16514587402344
2016-11-03,123.87870025634766
2016-11-04,123.18295288085938
2016-11-07,124.45161437988281
2016-11-08,124.04236602783203
2016-11-09,124.77901458740234
2016-11-10,124.98360443115234
2016-11-11,123.22388458251953
2016-11-14,121.9552230834961
2016-11-15,123.06019592285156
2016-11-16,122.40538024902344
2016-11-17,123.42850494384766
2016-11-18,125.14734649658203
2016-11-21,125.88396453857422
2016-11-22,125.84305572509766
2016-11-23,126.25228118896484
2016-11-24,127.39818572998047
2016-11-25,127.6028060913086
2016-11-28,126.33415985107422
2016-11-29,127.72560119628906
2016-11-30,127.6028060913086
2016-12-01,126.04769134521484
2016-12-02,124.86087036132812
2016-12-05,124.41069030761719
2016-12-06,124.61531066894531
2016-12-07,125.88396453857422
2016-12-08,127.27540588378906
2016-12-09,128.58502197265625
2016-12-12,127.48004150390625
2016-12-13,130.34474182128906
2016-12-14,129.812744140625
2016-12-15,129.608154296875
2016-12-16,130.22198486328125
2016-12-19,131.98175048828125
2016-12-20,131.8180389404297
2016-12-21,131.7771453857422
2016-12-22,130.99954223632812
2016-12-23,132.1863555908203
2016-12-27,133.12762451171875
2016-12-28,132.75929260253906
2016-12-29,133.0867156982422
2016-12-30,133.74148559570312
2017-01-02,134.15074157714844
2017-01-03,133.86427307128906
2017-01-04,132.9639434814453
2017-01-05,132.71836853027344
2017-01-09,130.54937744140625
2017-01-10,130.54937744140625
2017-01-11,130.01736450195312
2017-01-12,130.30384826660156
2017-01-13,130.9586181640625
2017-01-16,128.58502197265625
2017-01-17,128.74868774414062
2017-01-18,128.7896270751953
2017-01-19,130.34474182128906
2017-01-20,132.677490234375
2017-01-23,131.69525146484375
2017-01-24,131.57249450683594
2017-01-25,133.16856384277344
2017-01-26,132.4728546142578
2017-01-27,132.1863555908203
2017-01-30,131.20416259765625
2017-01-31,130.8358612060547
2017-02-01,132.2682342529297
2017-02-02,135.21478271484375
2017-02-03,133.37318420410156
2017-02-06,132.1044921875
2017-02-07,133.12762451171875
2017-02-08,138.73428344726562
2017-02-09,139.92108154296875
2017-02-10,139.4300079345703
2017-02-13,140.00296020507812
2017-02-14,140.00296020507812
2017-02-15,141.63995361328125
2017-02-16,140.780517578125
2017-02-17,140.12570190429688
2017-02-20,140.16664123535156
2017-02-21,145.2003936767578
2017-02-22,144.66836547851562
2017-02-23,143.645263671875
2017-02-24,142.6630401611328
2017-02-27,142.540283203125
2017-02-28,143.07229614257812
2017-03-01,144.2591094970703
2017-03-02,144.42282104492188
2017-03-03,144.17724609375
2017-03-06,144.5865020751953
2017-03-07,143.68614196777344
2017-03-08,143.44061279296875
2017-03-09,144.70928955078125
2017-03-10,144.13632202148438
2017-03-13,144.50466918945312
2017-03-14,144.83206176757812
2017-03-15,145.2003936767578
2017-03-16,145.32315063476562
2017-03-17,146.4281005859375
2017-03-20,146.30535888671875
2017-03-21,146.83737182617188
2017-03-22,146.67367553710938
2017-03-23,146.1825714111328
2017-03-24,147.16476440429688
2017-03-27,144.300048828125
2017-03-28,144.85076904296875
2017-03-29,145.65574645996094
2017-03-30,147.51988220214844
2017-03-31,147.9011688232422
2017-04-03,148.07064819335938
2017-04-04,148.28248596191406
2017-04-05,149.34161376953125
2017-04-06,148.11302185058594
2017-04-07,150.5702667236328
2017-04-10,149.93478393554688
2017-04-11,148.53668212890625
2017-04-12,150.273681640625
2017-04-13,149.21453857421875
2017-04-18,149.1721649169922
2017-04-19,150.35842895507812
2017-04-20,151.5023193359375
2017-04-21,154.6798095703125
2017-04-24,156.3744659423828
2017-04-25,158.8317413330078
2017-04-26,159.97560119628906
2017-04-27,157.89967346191406
2017-04-28,158.19622802734375
2017-05-02,158.9588165283203
2017-05-03,158.40805053710938
2017-05-04,164.8900909423828
2017-05-05,165.31378173828125
2017-05-08,164.424072265625
2017-05-09,167.05079650878906
2017-05-10,167.3473663330078
2017-05-11,166.37295532226562
2017-05-12,165.0595703125
2017-05-15,165.35614013671875
2017-05-16,165.52561950683594
2017-05-17,162.89889526367188
2017-05-18,161.6702880859375
2017-05-19,162.51759338378906
2017-05-22,162.94125366210938
2017-05-23,163.91567993164062
2017-05-24,163.4920196533203
2017-05-26,165.10195922851562
2017-05-29,163.3225555419922
2017-05-30,164.8900909423828
2017-05-31,165.52561950683594
2017-06-01,165.27142333984375
2017-06-02,165.99163818359375
2017-06-05,164.29698181152344
2017-06-06,164.29698181152344
2017-06-07,162.8141632080078
2017-06-08,159.76376342773438
2017-06-09,164.80535888671875
2017-06-12,161.24659729003906
2017-06-13,162.89889526367188
2017-06-14,161.5855255126953
2017-06-15,160.0603485107422
2017-06-16,162.1786651611328
2017-06-19,164.6359100341797
2017-06-20,164.7630157470703
2017-06-21,164.3817138671875
2017-06-22,162.94125366210938
2017-06-23,162.94125366210938
2017-06-26,161.6702880859375
2017-06-27,160.27215576171875
2017-06-28,160.10269165039062
2017-06-29,154.4679718017578
2017-06-30,154.9340057373047
2017-07-03,156.2473907470703
2017-07-04,156.5863037109375
2017-07-05,156.5439453125
2017-07-06,155.99317932128906
2017-07-07,156.0355224609375
2017-07-10,157.22178649902344
2017-07-11,156.20498657226562
2017-07-12,159.50958251953125
2017-07-13,161.83975219726562
2017-07-14,161.16188049316406
2017-07-17,162.94125366210938
2017-07-18,159.25537109375
2017-07-19,159.84849548339844
2017-07-20,159.50958251953125
2017-07-21,157.7725372314453
2017-07-24,157.22178649902344
2017-07-25,156.5439453125
2017-07-26,157.73019409179688
2017-07-27,158.02674865722656
2017-07-28,155.90843200683594
2017-07-31,154.4679718017578
2017-08-01,156.4591827392578
2017-08-02,154.9340057373047
2017-08-03,155.99317932128906
2017-08-04,156.28970336914062
2017-08-07,155.7813262939453
2017-08-08,157.51834106445312
2017-08-09,156.5439453125
2017-08-10,156.5439453125
2017-08-11,157.34889221191406
2017-08-14,157.64544677734375
2017-08-15,155.65423583984375
2017-08-16,157.3065185546875
2017-08-17,156.28970336914062
2017-08-18,153.02749633789062
2017-08-21,151.29049682617188
2017-08-22,152.94277954101562
2017-08-23,153.70538330078125
2017-08-24,151.79885864257812
2017-08-25,152.81568908691406
2017-08-28,146.1641387939453
2017-08-29,144.85076904296875
2017-08-30,146.88438415527344
2017-08-31,147.18093872070312
2017-09-01,148.15536499023438
2017-09-04,147.09620666503906
2017-09-05,148.74850463867188
2017-09-06,150.69735717773438
2017-09-07,152.5191192626953
2017-09-08,152.73094177246094
2017-09-11,155.90843200683594
2017-09-12,155.4423828125
2017-09-13,155.35769653320312
2017-09-14,155.65423583984375
2017-09-15,154.80690002441406
2017-09-18,155.99317932128906
2017-09-19,156.3744659423828
2017-09-20,156.8828582763672
2017-09-21,159.12828063964844
2017-09-22,158.36570739746094
2017-09-25,159.04354858398438
2017-09-26,158.5775146484375
2017-09-27,158.66224670410156
2017-09-28,159.0011749267578
2017-09-29,161.5431671142578
2017-10-02,162.47523498535156
2017-10-03,165.0595703125
2017-10-04,165.9492950439453
2017-10-05,166.16111755371094
2017-10-06,163.78858947753906
2017-10-09,164.7630157470703
2017-10-10,165.27142333984375
2017-10-11,165.7374267578125
2017-10-12,165.7374267578125
2017-10-13,166.20347595214844
2017-10-16,165.52561950683594
2017-10-17,164.67828369140625
2017-10-18,166.33056640625
2017-10-19,166.7118682861328
2017-10-20,168.61834716796875
2017-10-23,169.4656982421875
2017-10-24,171.1603546142578
2017-10-25,170.69432067871094
2017-10-26,174.2954559326172
2017-10-27,174.42257690429688
2017-10-30,173.9989013671875
2017-10-31,174.33779907226562
2017-11-01,175.0580596923828
2017-11-02,175.01568603515625
2017-11-03,176.87982177734375
2017-11-06,174.80384826660156
2017-11-07,174.210693359375
2017-11-08,174.08363342285156
2017-11-09,172.05003356933594
2017-11-10,171.66876220703125
2017-11-13,170.14356994628906
2017-11-14,170.48248291015625
2017-11-15,168.5759735107422
2017-11-16,170.94851684570312
2017-11-17,169.8046112060547
2017-11-20,171.8805694580078
2017-11-21,173.10919189453125
2017-11-22,171.8382110595703
2017-11-23,172.21949768066406
2017-11-24,171.1603546142578
2017-11-27,168.6607208251953
2017-11-28,171.32980346679688
2017-11-29,173.9989013671875
2017-11-30,175.43936157226562
2017-12-01,171.9229278564453
2017-12-04,173.0668487548828
2017-12-05,173.7447052001953
2017-12-06,172.5584259033203
2017-12-07,172.13478088378906
2017-12-08,174.33779907226562
2017-12-11,176.2019500732422
2017-12-12,177.0916290283203
2017-12-13,179.125244140625
2017-12-14,178.8286590576172
2017-12-15,180.1844024658203
2017-12-18,182.13323974609375
2017-12-19,181.58248901367188
2017-12-20,182.13323974609375
2017-12-21,182.00613403320312
2017-12-22,184.50576782226562
2017-12-27,183.2771453857422
2017-12-28,183.7431640625
2017-12-29,184.7176055908203
2018-01-02,183.2771453857422
2018-01-03,183.87026977539062
2018-01-04,183.7008056640625
2018-01-05,184.2091827392578
2018-01-08,184.46337890625
2018-01-09,187.76797485351562
2018-01-10,186.75119018554688
2018-01-11,186.83592224121094
2018-01-12,187.85272216796875
2018-01-15,190.22523498535156
2018-01-16,189.12368774414062
2018-01-17,189.7168426513672
2018-01-18,190.05575561523438
2018-01-19,190.64891052246094
2018-01-22,192.25880432128906
2018-01-23,191.2420196533203
2018-01-24,189.54737854003906
2018-01-25,186.3275146484375
2018-01-26,187.1748504638672
2018-01-29,186.41226196289062
2018-01-30,169.3809356689453
2018-01-31,175.82066345214844
2018-02-01,181.2435760498047
2018-02-02,178.19317626953125
2018-02-05,175.5664520263672
2018-02-06,173.87179565429688
2018-02-07,179.2099609375
2018-02-08,172.68551635742188
2018-02-09,169.3809356689453
2018-02-12,171.499267578125
2018-02-13,170.48248291015625
2018-02-14,172.34657287597656
2018-02-15,173.95654296875
2018-02-16,177.17637634277344
2018-02-19,176.15956115722656
2018-02-20,179.71836853027344
2018-02-21,180.22674560546875
2018-02-22,179.80308532714844
2018-02-23,180.56568908691406
2018-02-26,180.65040588378906
2018-02-27,182.0908660888672
2018-02-28,182.42984008789062
2018-03-01,179.2099609375
2018-03-02,177.17637634277344
2018-03-05,178.7015380859375
2018-03-06,180.73516845703125
2018-03-07,182.0908660888672
2018-03-08,185.14125061035156
2018-03-09,185.81912231445312
2018-03-12,186.49697875976562
2018-03-13,185.31072998046875
2018-03-14,186.66647338867188
2018-03-15,189.97103881835938
2018-03-16,190.818359375
2018-03-19,190.47943115234375
2018-03-20,189.12368774414062
2018-03-21,190.733642578125
2018-03-22,188.36111450195312
2018-03-23,188.70004272460938
2018-03-26,186.41226196289062
2018-03-27,187.76797485351562
2018-03-28,189.54737854003906
2018-03-29,191.9198760986328
2018-04-03,190.47943115234375
2018-04-04,187.51377868652344
2018-04-05,192.08937072753906
2018-04-06,191.6656951904297
2018-04-09,190.64891052246094
2018-04-10,193.3603515625
2018-04-11,193.0987091064453
2018-04-12,195.9768524169922
2018-04-13,197.4595489501953
2018-04-16,197.4595489501953
2018-04-17,204.17527770996094
2018-04-18,205.3963165283203
2018-04-19,206.7917938232422
2018-04-20,206.9662322998047
2018-04-23,208.187255859375
2018-04-24,209.1466522216797
2018-04-25,202.43093872070312
2018-04-26,186.12132263183594
2018-04-27,188.1273193359375
2018-04-30,188.91229248046875
2018-05-02,186.64463806152344
2018-05-03,185.8160858154297
2018-05-04,184.94390869140625
2018-05-07,186.60101318359375
2018-05-08,185.9905242919922
2018-05-09,184.9003143310547
2018-05-11,185.0311279296875
2018-05-14,184.5078125
2018-05-15,185.90328979492188
2018-05-16,189.217529296875
2018-05-17,187.6476287841797
2018-05-18,186.07772827148438
2018-05-21,187.6912384033203
2018-05-22,187.6912384033203
2018-05-23,184.856689453125
2018-05-24,182.5018310546875
2018-05-25,181.45521545410156
2018-05-28,183.28677368164062
2018-05-29,185.0311279296875
2018-05-30,186.77545166015625
2018-05-31,181.3679962158203
2018-06-01,188.04010009765625
2018-06-04,186.90628051757812
2018-06-05,186.90628051757812
2018-06-06,186.90628051757812
2018-06-07,184.2025604248047
2018-06-08,187.03709411621094
2018-06-11,188.08372497558594
2018-06-12,185.94688415527344
2018-06-13,189.2611541748047
2018-06-14,188.95590209960938
2018-06-15,185.42359924316406
2018-06-18,183.7228546142578
2018-06-19,182.28378295898438
2018-06-20,181.49884033203125
2018-06-21,179.31838989257812
2018-06-22,179.31838989257812
2018-06-25,175.13198852539062
2018-06-26,177.9229278564453
2018-06-27,177.6612548828125
2018-06-28,175.8297119140625
2018-06-29,177.53045654296875
2018-07-02,176.83270263671875
2018-07-03,177.7484893798828
2018-07-04,175.4808349609375
2018-07-05,175.13198852539062
2018-07-06,177.53045654296875
2018-07-09,179.798095703125
2018-07-10,182.71987915039062
2018-07-11,179.31838989257812
2018-07-12,179.66726684570312
2018-07-13,179.49282836914062
2018-07-16,180.10336303710938
2018-07-17,183.4612274169922
2018-07-18,178.7078857421875
2018-07-19,177.0943603515625
2018-07-20,165.67764282226562
2018-07-23,166.68934631347656
2018-07-24,170.78855895996094
2018-07-25,170.14315795898438
2018-07-26,171.52120971679688
2018-07-27,171.83517456054688
2018-07-30,171.01531982421875
2018-07-31,170.8408966064453
2018-08-01,171.69561767578125
2018-08-02,170.36990356445312
2018-08-03,172.21893310546875
2018-08-06,172.60267639160156
2018-08-07,173.474853515625
2018-08-08,174.4778289794922
2018-08-09,174.25979614257812
2018-08-10,173.91094970703125
2018-08-13,172.42825317382812
2018-08-14,170.09085083007812
2018-08-15,180.27777099609375
2018-08-16,195.80242919921875
2018-08-17,200.42494201660156
2018-08-20,201.77682495117188
2018-08-21,198.68060302734375
2018-08-22,197.503173828125
2018-08-23,197.9828643798828
2018-08-24,199.90162658691406
2018-08-27,201.16627502441406
2018-08-28,204.21888732910156
2018-08-29,203.0414581298828
2018-08-30,205.65794372558594
2018-08-31,205.2655029296875
2018-09-03,204.6113739013672
2018-09-04,203.60836791992188
2018-09-05,202.91062927246094
2018-09-06,201.77682495117188
2018-09-07,202.77980041503906
2018-09-10,200.7738037109375
2018-09-11,200.90464782714844
2018-09-12,202.16928100585938
2018-09-13,201.07907104492188
2018-09-14,201.64596557617188
2018-09-17,203.3903045654297
2018-09-18,203.08506774902344
2018-09-19,203.65196228027344
2018-09-20,202.56175231933594
2018-09-21,205.48353576660156
2018-09-24,203.82640075683594
2018-09-25,206.3120880126953
2018-09-26,201.0354766845703
2018-09-27,202.21290588378906
2018-09-28,201.73318481445312
2018-10-01,201.73318481445312
2018-10-02,201.0354766845703
2018-10-03,201.9076385498047
2018-10-04,200.59938049316406
2018-10-05,201.99485778808594
2018-10-08,202.34373474121094
2018-10-09,200.4685516357422
2018-10-10,193.4475555419922
2018-10-11,193.88365173339844
2018-10-12,189.95887756347656
2018-10-15,191.52879333496094
2018-10-16,192.0520782470703
2018-10-17,190.22056579589844
2018-10-18,187.73484802246094
2018-10-19,187.8656768798828
2018-10-22,185.55442810058594
2018-10-23,182.89430236816406
2018-10-24,179.798095703125
2018-10-25,174.91392517089844
2018-10-26,177.1379852294922
2018-10-29,176.74549865722656
2018-10-30,179.10037231445312
2018-10-31,182.89430236816406
2018-11-01,179.10037231445312
2018-11-02,182.02212524414062
2018-11-05,176.09136962890625
2018-11-06,177.61766052246094
2018-11-07,177.53045654296875
2018-11-08,178.79510498046875
2018-11-09,178.14097595214844
2018-11-12,175.6116943359375
2018-11-13,174.25979614257812
2018-11-14,175.3936309814453
2018-11-15,175.30641174316406
2018-11-16,174.4342498779297
2018-11-19,170.75369262695312
2018-11-20,166.4102783203125
2018-11-21,169.20120239257812
2018-11-22,165.99163818359375
2018-11-23,166.35792541503906
2018-11-26,165.4334259033203
2018-11-27,160.8806915283203
2018-11-28,160.37484741210938
2018-11-29,164.12515258789062
2018-11-30,167.24754333496094
2018-12-03,166.63702392578125
2018-12-04,162.5029296875
2018-12-05,162.93902587890625
2018-12-06,157.13037109375
2018-12-07,156.97335815429688
2018-12-10,157.44436645507812
2018-12-11,161.96218872070312
2018-12-12,165.71250915527344
2018-12-13,165.71250915527344
2018-12-14,164.7880096435547
2018-12-17,164.92759704589844
2018-12-18,162.74716186523438
2018-12-19,165.72998046875
2018-12-20,158.5432891845703
2018-12-21,157.8978729248047
2018-12-27,155.70001220703125
2018-12-28,152.57762145996094
2019-01-02,153.97311401367188
2019-01-03,150.41465759277344
2019-01-04,153.25791931152344
2019-01-07,153.69400024414062
2019-01-08,154.49642944335938
2019-01-09,156.7640380859375
2019-01-10,157.81063842773438
2019-01-11,156.7291717529297
2019-01-14,156.11865234375
2019-01-15,159.60733032226562
2019-01-16,163.86354064941406
2019-01-17,165.57298278808594
2019-01-18,167.8406219482422
2019-01-21,166.6544647216797
2019-01-22,166.06138610839844
2019-01-23,166.9684600830078
2019-01-24,167.36964416503906
2019-01-25,170.9281005859375
2019-01-28,169.6198272705078
2019-01-29,172.51547241210938
2019-01-30,174.91392517089844
2019-01-31,168.81744384765625
2019-02-01,165.5380859375
2019-02-04,166.1486053466797
2019-02-05,165.76486206054688
2019-02-06,166.28817749023438
2019-02-07,162.38082885742188
2019-02-08,161.17724609375
2019-02-11,161.9098663330078
2019-02-12,163.65420532226562
2019-02-13,163.1134490966797
2019-02-14,162.9215850830078
2019-02-15,163.61932373046875
2019-02-18,163.5844268798828
2019-02-19,164.1600799560547
2019-02-20,168.78256225585938
2019-02-21,168.32904052734375
2019-02-22,169.98617553710938
2019-02-25,170.94557189941406
2019-02-26,172.27125549316406
2019-02-27,172.7422332763672
2019-02-28,170.24781799316406
2019-03-01,172.21893310546875
2019-03-04,174.08535766601562
2019-03-05,171.41653442382812
2019-03-06,172.06192016601562
2019-03-07,168.31158447265625
2019-03-08,169.60243225097656
2019-03-11,169.1663360595703
2019-03-12,169.82916259765625
2019-03-13,169.68963623046875
2019-03-14,171.08511352539062
2019-03-15,171.92237854003906
2019-03-18,174.3819122314453
2019-03-19,176.87632751464844
2019-03-20,175.6116943359375
2019-03-21,174.73951721191406
2019-03-22,173.61439514160156
2019-03-25,169.58497619628906
2019-03-26,169.0267791748047
2019-03-27,171.71307373046875
2019-03-28,173.70162963867188
2019-03-29,175.74249267578125
2019-04-01,179.49282836914062
2019-04-02,182.8070831298828
2019-04-03,187.16795349121094
2019-04-04,186.99349975585938
2019-04-05,187.3423614501953
2019-04-08,186.29579162597656
2019-04-09,184.2025604248047
2019-04-10,187.8656768798828
2019-04-11,186.99349975585938
2019-04-12,188.74952697753906
2019-04-15,189.1097412109375
2019-04-16,186.94850158691406
2019-04-17,183.88670349121094
2019-04-18,182.4458770751953
2019-04-23,183.16627502441406
2019-04-24,183.16627502441406
2019-04-25,184.0668182373047
2019-04-26,181.9055633544922
2019-04-29,181.00503540039062
2019-04-30,179.8343505859375
2019-05-02,179.9243927001953
2019-05-03,181.00503540039062
2019-05-06,179.0238800048828
