Date,SUZLON.NS
2015-08-21,22.45033073425293
2015-08-24,19.55795669555664
2015-08-25,20.06297492980957
2015-08-26,19.83342170715332
2015-08-27,20.476171493530273
2015-08-28,20.29252815246582
2015-08-31,20.29252815246582
2015-09-01,19.649778366088867
2015-09-02,19.695688247680664
2015-09-03,20.200706481933594
2015-09-04,19.144760131835938
2015-09-07,18.226547241210938
2015-09-08,18.456100463867188
2015-09-09,20.108884811401367
2015-09-10,19.925243377685547
2015-09-11,20.246618270874023
2015-09-14,20.430259704589844
2015-09-15,19.55795669555664
2015-09-16,19.466136932373047
2015-09-18,19.60386848449707
2015-09-21,19.879331588745117
2015-09-22,19.007028579711914
2015-09-23,18.63974380493164
2015-09-24,18.731563568115234
2015-09-28,18.547922134399414
2015-09-29,18.547922134399414
2015-09-30,19.144760131835938
2015-10-01,19.512046813964844
2015-10-05,19.925243377685547
2015-10-06,20.430259704589844
2015-10-07,20.659814834594727
2015-10-08,20.33843994140625
2015-10-09,21.9453125
2015-10-12,21.76167106628418
2015-10-13,21.623937606811523
2015-10-14,21.899402618408203
2015-10-15,22.771705627441406
2015-10-16,22.083044052124023
2015-10-19,21.899402618408203
2015-10-20,22.49624252319336
2015-10-21,21.99122428894043
2015-10-23,21.210742950439453
2015-10-26,21.899402618408203
2015-10-27,21.578027725219727
2015-10-28,21.394384384155273
2015-10-29,22.083044052124023
2015-10-30,22.588062286376953
2015-11-02,22.312599182128906
2015-11-03,21.118921279907227
2015-11-04,20.75163459777832
2015-11-05,19.879331588745117
2015-11-06,19.83342170715332
2015-11-09,19.879331588745117
2015-11-10,19.695688247680664
2015-11-13,20.52208137512207
2015-11-16,20.384349822998047
2015-11-17,20.01706314086914
2015-11-18,19.83342170715332
2015-11-19,19.925243377685547
2015-11-20,20.29252815246582
2015-11-23,20.200706481933594
2015-11-24,20.33843994140625
2015-11-26,20.154796600341797
2015-11-27,19.879331588745117
2015-11-30,19.925243377685547
2015-12-01,20.843456268310547
2015-12-02,20.430259704589844
2015-12-03,20.430259704589844
2015-12-04,20.430259704589844
2015-12-07,20.108884811401367
2015-12-08,19.60386848449707
2015-12-09,19.007028579711914
2015-12-10,19.420225143432617
2015-12-11,19.144760131835938
2015-12-14,19.282493591308594
2015-12-15,19.007028579711914
2015-12-16,18.82338523864746
2015-12-17,19.374313354492188
2015-12-18,19.512046813964844
2015-12-21,19.55795669555664
2015-12-22,19.282493591308594
2015-12-23,19.05293846130371
2015-12-24,19.144760131835938
2015-12-28,19.32840347290039
2015-12-29,19.09885025024414
2015-12-30,19.05293846130371
2015-12-31,19.144760131835938
2016-01-01,20.06297492980957
2016-01-04,20.889366149902344
2016-01-05,21.027099609375
2016-01-06,20.29252815246582
2016-01-07,19.236581802368164
2016-01-08,19.83342170715332
2016-01-11,19.420225143432617
2016-01-12,19.007028579711914
2016-01-13,19.05293846130371
2016-01-14,18.547922134399414
2016-01-15,18.13472557067871
2016-01-18,17.308332443237305
2016-01-19,17.951082229614258
2016-01-20,17.262422561645508
2016-01-21,17.032869338989258
2016-01-22,17.308332443237305
2016-01-25,16.895137786865234
2016-01-27,16.66558265686035
2016-01-28,17.308332443237305
2016-01-29,18.63974380493164
2016-02-01,17.078779220581055
2016-02-02,15.563726425170898
2016-02-03,13.72729778289795
2016-02-04,13.222281455993652
2016-02-05,14.461870193481445
2016-02-08,14.461870193481445
2016-02-09,13.865030288696289
2016-02-10,12.487709045410156
2016-02-11,11.84496021270752
2016-02-12,12.44179916381836
2016-02-15,13.0386381149292
2016-02-16,12.579530715942383
2016-02-17,12.212244987487793
2016-02-18,12.212244987487793
2016-02-19,12.07451343536377
2016-02-22,12.258155822753906
2016-02-23,12.120424270629883
2016-02-24,12.166335105895996
2016-02-25,12.07451343536377
2016-02-26,12.258155822753906
2016-02-29,12.395888328552246
2016-03-01,12.349976539611816
2016-03-02,12.67135238647461
2016-03-03,13.773208618164062
2016-03-04,13.72729778289795
2016-03-08,13.314102172851562
2016-03-09,13.314102172851562
2016-03-10,13.0386381149292
2016-03-11,12.946816444396973
2016-03-14,13.0386381149292
2016-03-15,12.625441551208496
2016-03-16,12.395888328552246
2016-03-17,12.258155822753906
2016-03-18,11.93678092956543
2016-03-21,11.93678092956543
2016-03-22,12.30406665802002
2016-03-23,12.349976539611816
2016-03-28,11.890870094299316
2016-03-29,11.799049377441406
2016-03-30,12.763174057006836
2016-03-31,13.0386381149292
2016-04-01,12.992727279663086
2016-04-04,13.084548950195312
2016-04-05,12.625441551208496
2016-04-06,12.90090560913086
2016-04-07,13.0386381149292
2016-04-08,12.946816444396973
2016-04-11,13.176369667053223
2016-04-12,13.26819133758545
2016-04-13,13.360013008117676
2016-04-18,14.002762794494629
2016-04-20,14.278226852416992
2016-04-21,13.865030288696289
2016-04-22,13.589566230773926
2016-04-25,13.405922889709473
