Date,MKTX
2015-08-03,89.88497924804688
2015-08-04,89.18592071533203
2015-08-05,91.29232788085938
2015-08-06,90.07815551757812
2015-08-07,89.74701690673828
2015-08-10,89.59984588623047
2015-08-11,88.45003509521484
2015-08-12,87.72341918945312
2015-08-13,86.95994567871094
2015-08-14,88.65241241455078
2015-08-17,89.710205078125
2015-08-18,89.67342376708984
2015-08-19,90.1977310180664
2015-08-20,88.82716369628906
2015-08-21,86.42646026611328
2015-08-24,82.42523193359375
2015-08-25,81.78136444091797
2015-08-26,83.6761703491211
2015-08-27,84.46721649169922
2015-08-28,84.11770629882812
2015-08-31,83.1702651977539
2015-09-01,84.3568344116211
2015-09-02,88.88237762451172
2015-09-03,88.48685455322266
2015-09-04,87.24510192871094
2015-09-08,88.76280212402344
2015-09-09,88.87317657470703
2015-09-10,89.35149383544922
2015-09-11,89.54463958740234
2015-09-14,89.18592071533203
2015-09-15,89.49864959716797
2015-09-16,89.68260955810547
2015-09-17,88.76280212402344
2015-09-18,88.59721374511719
2015-09-21,89.2594985961914
2015-09-22,88.22929382324219
2015-09-23,91.0531234741211
2015-09-24,89.3606948852539
2015-09-25,91.5406723022461
2015-09-28,87.10713195800781
2015-09-29,83.53820037841797
2015-09-30,85.43304443359375
2015-10-01,86.48163604736328
2015-10-02,87.39226531982422
2015-10-05,89.1583023071289
2015-10-06,85.84697723388672
2015-10-07,87.23590087890625
2015-10-08,87.84297943115234
2015-10-09,87.10713195800781
2015-10-12,89.18592071533203
2015-10-13,86.97833251953125
2015-10-14,86.68399810791016
2015-10-15,88.76280212402344
2015-10-16,88.97435760498047
2015-10-19,88.2477035522461
2015-10-20,88.39485168457031
2015-10-21,79.8957290649414
2015-10-22,82.37004852294922
2015-10-23,82.79313659667969
2015-10-26,88.17411041259766
2015-10-27,87.62223815917969
2015-10-28,92.16613006591797
2015-10-29,94.64047241210938
2015-10-30,93.18714141845703
2015-11-02,91.24246978759766
2015-11-03,91.13188934326172
2015-11-04,90.8277359008789
2015-11-05,91.22406768798828
2015-11-06,91.99823760986328
2015-11-09,91.38994598388672
2015-11-10,92.13648223876953
2015-11-11,93.25164031982422
2015-11-12,92.17333221435547
2015-11-13,90.8553695678711
2015-11-16,92.8553695678711
2015-11-17,93.75859069824219
2015-11-18,95.49124145507812
2015-11-19,95.38065338134766
2015-11-20,98.32067108154297
2015-11-23,98.93817901611328
2015-11-24,96.95667266845703
2015-11-25,97.69395446777344
2015-11-27,99.22389221191406
2015-11-30,98.41284942626953
2015-12-01,98.33912658691406
2015-12-02,98.09947204589844
2015-12-03,100.91970825195312
2015-12-04,104.95648193359375
2015-12-07,104.66156768798828
2015-12-08,104.07174682617188
2015-12-09,100.9289321899414
2015-12-10,100.62477111816406
2015-12-11,98.29302978515625
2015-12-14,99.78610229492188
2015-12-15,99.53723907470703
2015-12-16,100.66166687011719
2015-12-17,99.46350860595703
2015-12-18,96.6617431640625
2015-12-21,97.34375762939453
2015-12-22,96.5880126953125
2015-12-23,96.55113983154297
2015-12-24,102.42198944091797
2015-12-28,103.86895751953125
2015-12-29,105.28827667236328
2015-12-30,104.10857391357422
2015-12-31,102.845947265625
2016-01-04,100.7169418334961
2016-01-05,101.4634780883789
2016-01-06,100.23770904541016
2016-01-07,98.67091369628906
2016-01-08,97.44512939453125
2016-01-11,98.1732177734375
2016-01-12,97.95201110839844
2016-01-13,94.8368911743164
2016-01-14,96.2562026977539
2016-01-15,93.79541778564453
2016-01-19,94.35765075683594
2016-01-20,95.21475219726562
2016-01-21,93.92444610595703
2016-01-22,95.20552062988281
2016-01-25,93.97972869873047
2016-01-26,96.20091247558594
2016-01-27,99.79532623291016
2016-01-28,103.19617462158203
2016-01-29,107.12237548828125
2016-02-01,106.68919372558594
2016-02-02,105.64771270751953
2016-02-03,104.91963195800781
2016-02-04,102.77222442626953
2016-02-05,98.24695587158203
2016-02-08,97.085693359375
2016-02-09,98.84115600585938
2016-02-10,97.27970886230469
2016-02-11,98.04656219482422
2016-02-12,100.5411605834961
2016-02-16,102.36127471923828
2016-02-17,105.46562957763672
2016-02-18,103.39608001708984
2016-02-19,105.44717407226562
2016-02-22,102.7862777709961
2016-02-23,106.48197174072266
2016-02-24,107.17488861083984
2016-02-25,110.17766571044922
2016-02-26,110.77819061279297
2016-02-29,109.44775390625
