Date,SCCO.LM
2015-08-24,19.556110382080078
2015-08-25,20.202655792236328
2015-08-26,19.3166446685791
2015-08-27,20.817277908325195
2015-08-28,20.817277908325195
2015-08-31,21.471803665161133
2015-09-01,20.59377670288086
2015-09-02,20.59377670288086
2015-09-03,20.59377670288086
2015-09-04,20.992881774902344
2015-09-08,20.992881774902344
2015-09-09,20.992881774902344
2015-09-10,22.190195083618164
2015-09-11,22.190195083618164
2015-09-14,22.190195083618164
2015-09-15,22.150287628173828
2015-09-16,22.45360565185547
2015-09-17,22.45360565185547
2015-09-18,22.190195083618164
2015-09-21,22.190195083618164
2015-09-22,20.833242416381836
2015-09-23,20.833242416381836
2015-09-24,21.391984939575195
2015-09-25,21.391984939575195
2015-09-28,20.673601150512695
2015-09-29,20.673601150512695
2015-09-30,20.673601150512695
2015-10-01,20.673601150512695
2015-10-02,21.799074172973633
2015-10-05,22.365802764892578
2015-10-06,22.74894142150879
2015-10-07,22.74894142150879
2015-10-08,22.74894142150879
2015-10-09,22.74894142150879
2015-10-12,23.347599029541016
2015-10-13,23.347599029541016
2015-10-14,23.30768394470215
2015-10-15,23.387508392333984
2015-10-16,22.876651763916016
2015-10-19,22.589296340942383
2015-10-20,22.74894142150879
2015-10-21,22.50948143005371
2015-10-22,22.629209518432617
2015-10-23,23.323652267456055
2015-10-26,22.764904022216797
2015-10-27,22.764904022216797
2015-10-28,22.309926986694336
2015-10-29,22.50948143005371
2015-10-30,21.551626205444336
2015-11-02,22.11037254333496
2015-11-03,22.11037254333496
2015-11-04,22.11037254333496
2015-11-05,22.11037254333496
2015-11-06,21.5812931060791
2015-11-09,21.46139907836914
2015-11-10,21.46139907836914
2015-11-11,21.341508865356445
2015-11-12,21.085725784301758
2015-11-13,20.82195472717285
2015-11-16,20.845932006835938
2015-11-17,20.845932006835938
2015-11-18,20.366350173950195
2015-11-19,21.5812931060791
2015-11-20,21.5812931060791
2015-11-23,20.941848754882812
2015-11-24,20.941848754882812
2015-11-25,20.901884078979492
2015-11-27,20.462263107299805
2015-11-30,20.78199005126953
2015-12-01,20.78199005126953
2015-12-02,20.622129440307617
2015-12-03,20.64610481262207
2015-12-04,20.470258712768555
2015-12-07,20.662094116210938
2015-12-08,20.662094116210938
2015-12-09,20.382339477539062
2015-12-10,20.382339477539062
2015-12-11,20.19849395751953
2015-12-14,19.62299346923828
2015-12-15,19.62299346923828
2015-12-16,20.238454818725586
2015-12-17,20.446279525756836
2015-12-18,19.74289321899414
2015-12-21,19.583024978637695
2015-12-22,19.583024978637695
2015-12-23,19.942712783813477
2015-12-24,21.22160530090332
2015-12-28,20.86191749572754
2015-12-29,20.86191749572754
2015-12-30,20.86191749572754
2015-12-31,20.86191749572754
2016-01-04,20.86191749572754
2016-01-05,20.606138229370117
2016-01-06,20.606138229370117
2016-01-07,20.606138229370117
2016-01-08,19.423158645629883
2016-01-11,18.711782455444336
2016-01-12,18.711782455444336
2016-01-13,18.599878311157227
2016-01-14,18.064342498779297
2016-01-15,18.064342498779297
2016-01-19,17.880504608154297
2016-01-20,17.880504608154297
2016-01-21,18.384065628051758
2016-01-22,18.384065628051758
2016-01-25,18.623855590820312
2016-01-26,18.623855590820312
2016-01-27,19.982681274414062
2016-01-28,19.90275001525879
2016-01-29,20.382339477539062
2016-02-01,20.382339477539062
2016-02-02,19.263303756713867
2016-02-03,19.263303756713867
2016-02-04,19.82282066345215
2016-02-05,21.101709365844727
2016-02-08,20.662094116210938
2016-02-09,20.662094116210938
2016-02-10,19.74289321899414
2016-02-11,20.086299896240234
2016-02-12,20.48642349243164
2016-02-16,21.44672966003418
2016-02-17,21.44672966003418
2016-02-18,20.246349334716797
2016-02-19,19.486116409301758
2016-02-22,19.84622573852539
2016-02-23,19.84622573852539
2016-02-24,19.84622573852539
2016-02-25,19.84622573852539
2016-02-26,19.84622573852539
2016-02-29,19.182018280029297
2016-03-01,19.182018280029297
2016-03-02,20.422409057617188
2016-03-03,20.422409057617188
2016-03-04,20.806528091430664
2016-03-07,21.60677719116211
2016-03-08,21.60677719116211
2016-03-09,21.60677719116211
2016-03-10,21.60677719116211
2016-03-11,21.60677719116211
2016-03-14,21.20665168762207
2016-03-15,21.20665168762207
2016-03-16,21.006587982177734
2016-03-17,22.63909912109375
2016-03-18,22.63909912109375
2016-03-21,22.48705291748047
2016-03-22,22.48705291748047
2016-03-23,22.166954040527344
2016-03-24,22.166954040527344
2016-03-28,22.166954040527344
2016-03-29,21.9268798828125
2016-03-30,21.9268798828125
2016-03-31,22.647104263305664
2016-04-01,21.886865615844727
2016-04-04,21.486740112304688
2016-04-05,21.486740112304688
2016-04-06,21.486740112304688
2016-04-07,21.486740112304688
2016-04-08,20.5024356842041
2016-04-11,21.406713485717773
2016-04-12,21.406713485717773
2016-04-13,21.68680191040039
2016-04-14,22.198963165283203
2016-04-15,22.198963165283203
2016-04-18,22.62309455871582
2016-04-19,22.62309455871582
2016-04-20,23.127256393432617
2016-04-21,23.503376007080078
2016-04-22,23.36733055114746
2016-04-25,23.36733055114746
2016-04-26,23.263294219970703
2016-04-27,23.263294219970703
2016-04-28,24.00752830505371
2016-04-29,23.687429428100586
2016-05-02,23.463359832763672
2016-05-03,23.463359832763672
2016-05-04,23.463359832763672
2016-05-05,22.52706527709961
2016-05-06,22.52706527709961
2016-05-09,22.126941680908203
2016-05-10,22.126941680908203
2016-05-11,22.246980667114258
2016-05-12,22.567079544067383
2016-05-13,22.2869930267334
2016-05-16,21.72681999206543
2016-05-17,21.72681999206543
2016-05-18,21.72681999206543
2016-05-19,21.72681999206543
2016-05-20,21.56676483154297
2016-05-23,21.56676483154297
2016-05-24,21.50274658203125
2016-05-25,21.44672966003418
2016-05-26,21.366708755493164
2016-05-27,21.366708755493164
2016-05-31,21.366708755493164
2016-06-01,21.20665168762207
2016-06-02,21.20665168762207
2016-06-03,21.12662696838379
2016-06-06,21.12662696838379
2016-06-07,21.342695236206055
2016-06-08,21.342695236206055
2016-06-09,21.60677719116211
2016-06-10,21.006587982177734
2016-06-13,20.926565170288086
2016-06-14,20.48642349243164
2016-06-15,21.174640655517578
2016-06-16,20.782516479492188
2016-06-17,20.782516479492188
2016-06-20,21.542757034301758
2016-06-21,21.766828536987305
2016-06-22,21.846851348876953
2016-06-23,22.48705291748047
2016-06-24,20.526439666748047
2016-06-27,20.246349334716797
2016-06-28,20.6464786529541
2016-06-29,20.6464786529541
2016-06-30,21.44672966003418
2016-07-01,21.12662696838379
2016-07-05,20.318374633789062
2016-07-06,20.310365676879883
2016-07-07,20.166324615478516
2016-07-08,20.48642349243164
2016-07-11,20.806528091430664
2016-07-12,21.046598434448242
2016-07-13,21.238662719726562
2016-07-14,21.238662719726562
2016-07-15,21.12662696838379
2016-07-18,21.046598434448242
2016-07-19,20.966575622558594
2016-07-20,20.806528091430664
2016-07-21,20.926565170288086
2016-07-22,20.990585327148438
2016-07-25,20.886550903320312
2016-07-26,21.214651107788086
2016-07-27,21.20665168762207
2016-07-28,21.20665168762207
2016-07-29,21.20665168762207
2016-08-01,20.246349334716797
2016-08-02,20.246349334716797
2016-08-03,21.12662696838379
2016-08-04,21.20665168762207
2016-08-05,21.20665168762207
2016-08-08,21.08661651611328
2016-08-09,20.683835983276367
2016-08-10,20.780040740966797
2016-08-11,20.844175338745117
2016-08-12,20.683835983276367
2016-08-15,20.96442985534668
2016-08-16,21.044601440429688
2016-08-17,21.084686279296875
2016-08-18,20.683835983276367
2016-08-19,20.91632843017578
2016-08-22,20.884260177612305
2016-08-23,21.132789611816406
2016-08-24,20.683835983276367
2016-08-25,20.764005661010742
2016-08-26,20.900297164916992
2016-08-29,20.900297164916992
2016-08-30,20.900297164916992
2016-08-31,20.764005661010742
2016-09-01,20.764005661010742
2016-09-02,21.068649291992188
2016-09-06,21.044601440429688
2016-09-07,20.62771987915039
2016-09-08,20.62771987915039
2016-09-09,20.363157272338867
2016-09-12,20.603666305541992
2016-09-13,20.282989501953125
2016-09-14,20.202817916870117
2016-09-15,20.483409881591797
2016-09-16,20.282989501953125
2016-09-19,20.459362030029297
2016-09-20,20.467374801635742
2016-09-21,20.683835983276367
2016-09-22,21.148822784423828
2016-09-23,21.06063461303711
2016-09-26,21.06063461303711
2016-09-27,20.44332504272461
2016-09-28,21.293123245239258
2016-09-29,21.325197219848633
2016-09-30,21.220975875854492
2016-10-03,21.06063461303711
2016-10-04,20.900297164916992
2016-10-05,21.325197219848633
2016-10-06,21.148822784423828
2016-10-07,20.860210418701172
2016-10-10,20.860210418701172
2016-10-11,21.068649291992188
2016-10-12,21.341230392456055
2016-10-13,21.341230392456055
2016-10-14,21.341230392456055
2016-10-17,21.06063461303711
2016-10-18,21.18088722229004
2016-10-19,21.701997756958008
2016-10-20,22.158960342407227
2016-10-21,22.11086082458496
2016-10-24,22.207063674926758
2016-10-25,22.447574615478516
2016-10-26,22.567827224731445
2016-10-27,22.575849533081055
2016-10-28,22.575849533081055
2016-10-31,22.68808364868164
2016-11-01,22.68808364868164
2016-11-02,21.50157356262207
2016-11-03,21.493549346923828
2016-11-04,21.493549346923828
2016-11-07,22.32731819152832
2016-11-08,23.03281593322754
2016-11-09,23.690204620361328
2016-11-10,27.081396102905273
2016-11-11,26.279695510864258
2016-11-14,26.528217315673828
2016-11-15,25.934961318969727
2016-11-16,25.542133331298828
2016-11-17,25.542133331298828
2016-11-18,25.542133331298828
2016-11-21,25.598247528076172
2016-11-22,26.055221557617188
2016-11-23,26.752704620361328
2016-11-25,26.88096809387207
2016-11-28,26.576330184936523
2016-11-29,25.87082862854004
2016-11-30,26.295730590820312
2016-12-01,26.456064224243164
2016-12-02,26.424001693725586
2016-12-05,27.097434997558594
2016-12-06,27.193634033203125
2016-12-07,27.434141159057617
2016-12-08,27.434141159057617
2016-12-09,27.8670654296875
2016-12-12,27.85904312133789
2016-12-13,26.696578979492188
2016-12-14,27.025270462036133
2016-12-15,26.656492233276367
2016-12-16,26.24763298034668
2016-12-19,26.24763298034668
2016-12-20,26.015134811401367
2016-12-21,26.023151397705078
2016-12-22,25.542133331298828
2016-12-23,25.542133331298828
2016-12-27,25.975053787231445
2016-12-28,25.886865615844727
2016-12-29,25.886865615844727
2016-12-30,25.886865615844727
2017-01-03,25.87082862854004
2017-01-04,26.488134384155273
2017-01-05,26.929073333740234
2017-01-06,26.784767150878906
2017-01-09,26.784767150878906
2017-01-10,27.56241226196289
2017-01-11,26.961145401000977
2017-01-12,28.083513259887695
2017-01-13,28.54048728942871
2017-01-17,28.1636905670166
2017-01-18,28.949356079101562
2017-01-19,28.77298355102539
2017-01-20,28.909273147583008
2017-01-23,28.909273147583008
2017-01-24,30.392412185668945
2017-01-25,30.913509368896484
2017-01-26,30.424474716186523
2017-01-27,30.873430252075195
2017-01-30,30.66499137878418
