Date,SKA-B.ST
2015-12-09,117.35255432128906
2015-12-10,117.35255432128906
2015-12-11,114.50047302246094
2015-12-14,111.92662811279297
2015-12-15,111.57881927490234
2015-12-16,112.48313903808594
2015-12-17,113.73527526855469
2015-12-18,112.5527114868164
2015-12-21,111.43970489501953
2015-12-22,111.78751373291016
2015-12-23,114.50047302246094
2015-12-28,113.10920715332031
2015-12-29,114.57003021240234
2015-12-30,114.63958740234375
2016-01-04,109.8397445678711
2016-01-05,108.58761596679688
2016-01-07,106.08335876464844
2016-01-08,106.01380920410156
2016-01-11,107.26593017578125
2016-01-12,107.544189453125
2016-01-13,108.23980712890625
2016-01-14,107.26593017578125
2016-01-15,105.66598510742188
2016-01-18,105.45730590820312
2016-01-19,107.12679290771484
2016-01-20,103.78779602050781
2016-01-21,105.31817626953125
2016-01-22,108.93544006347656
2016-01-25,108.86587524414062
2016-01-26,111.3701400756836
2016-01-27,111.71796417236328
2016-01-28,111.99620819091797
2016-01-29,114.57003021240234
2016-02-01,114.63958740234375
2016-02-02,113.03962707519531
2016-02-03,111.43970489501953
2016-02-04,111.64839935302734
2016-02-05,110.67450714111328
2016-02-08,108.72675323486328
2016-02-09,110.1180191040039
2016-02-10,113.38745880126953
2016-02-11,111.50926971435547
2016-02-12,113.80484008789062
2016-02-15,118.18729400634766
2016-02-16,117.56124114990234
2016-02-17,121.38717651367188
2016-02-18,121.38717651367188
2016-02-19,119.71768188476562
2016-02-22,122.22195434570312
2016-02-23,120.20462799072266
2016-02-24,118.04815673828125
2016-02-25,124.7957763671875
2016-02-26,125.42182922363281
2016-02-29,127.3000717163086
2016-03-01,128.76084899902344
2016-03-02,128.55215454101562
2016-03-03,127.50873565673828
2016-03-04,129.10867309570312
2016-03-07,127.3000717163086
2016-03-08,126.32615661621094
2016-03-09,127.50873565673828
2016-03-10,126.04789733886719
2016-03-11,129.5260467529297
2016-03-14,126.60440063476562
2016-03-15,127.02179718017578
2016-03-16,124.65666961669922
2016-03-17,125.14360046386719
2016-03-18,126.25657653808594
2016-03-21,126.60440063476562
2016-03-22,128.27391052246094
2016-03-23,126.81309509277344
2016-03-24,127.3000717163086
2016-03-29,127.99566650390625
2016-03-30,130.15211486816406
2016-03-31,128.8999786376953
2016-04-01,130.29124450683594
2016-04-04,128.13479614257812
2016-04-05,126.04789733886719
2016-04-06,126.95221710205078
2016-04-07,120.93107604980469
2016-04-08,122.59957885742188
2016-04-11,123.4701156616211
2016-04-12,123.76026916503906
2016-04-13,124.55825805664062
2016-04-14,126.00914001464844
2016-04-15,126.29932403564453
2016-04-18,126.95221710205078
2016-04-19,128.4756622314453
2016-04-20,128.40309143066406
2016-04-21,128.40309143066406
2016-04-22,127.6051254272461
2016-04-25,128.33056640625
2016-04-26,129.56381225585938
2016-04-27,129.78143310546875
2016-04-28,130.6519775390625
2016-04-29,128.11294555664062
2016-05-02,127.09730529785156
2016-05-03,127.82273864746094
2016-05-04,128.4756622314453
2016-05-06,127.7502212524414
2016-05-09,128.98345947265625
2016-05-10,128.98345947265625
2016-05-11,130.72451782226562
2016-05-12,126.29932403564453
2016-05-13,128.33056640625
2016-05-16,129.12855529785156
2016-05-17,127.31494140625
2016-05-18,127.6051254272461
2016-05-19,125.35625457763672
2016-05-20,127.82273864746094
2016-05-23,127.6051254272461
2016-05-24,129.92654418945312
2016-05-25,129.7089080810547
2016-05-26,130.0716094970703
2016-05-27,130.0716094970703
2016-05-30,130.28924560546875
2016-05-31,132.90081787109375
2016-06-01,132.90081787109375
2016-06-02,132.3204803466797
2016-06-03,129.85398864746094
2016-06-07,132.75576782226562
2016-06-08,132.68319702148438
2016-06-09,131.01470947265625
2016-06-10,127.46004486083984
2016-06-13,125.5013656616211
2016-06-14,123.32501983642578
2016-06-15,124.84845733642578
2016-06-16,122.67212677001953
2016-06-17,123.76026916503906
2016-06-20,128.1854705810547
2016-06-21,128.1854705810547
2016-06-22,129.56381225585938
2016-06-23,132.39303588867188
2016-06-27,118.2469253540039
2016-06-28,120.56835174560547
2016-06-29,124.99353790283203
2016-06-30,127.24238586425781
2016-07-01,130.43434143066406
2016-07-04,128.54818725585938
2016-07-05,125.5013656616211
2016-07-06,125.64640808105469
2016-07-07,127.6051254272461
2016-07-08,129.78143310546875
2016-07-11,133.77137756347656
2016-07-12,132.53811645507812
2016-07-13,132.68319702148438
2016-07-14,133.6262664794922
2016-07-15,133.48118591308594
2016-07-18,133.55374145507812
2016-07-19,133.6262664794922
2016-07-20,134.7144317626953
2016-07-21,135.00460815429688
2016-07-22,128.4756622314453
2016-07-25,129.56381225585938
2016-07-26,130.2167205810547
2016-07-27,130.72451782226562
2016-07-28,131.30487060546875
2016-07-29,131.957763671875
2016-08-01,130.94215393066406
2016-08-02,128.98345947265625
2016-08-03,128.25802612304688
2016-08-04,128.98345947265625
2016-08-05,129.41873168945312
2016-08-08,129.99908447265625
2016-08-09,132.1754150390625
2016-08-10,131.15980529785156
2016-08-11,132.6106719970703
2016-08-12,132.6106719970703
2016-08-15,132.90081787109375
2016-08-16,130.28924560546875
2016-08-17,129.12855529785156
2016-08-18,132.90081787109375
2016-08-19,131.957763671875
2016-08-22,132.10284423828125
2016-08-23,133.55374145507812
2016-08-24,134.06153869628906
2016-08-25,133.1910400390625
2016-08-26,134.8595428466797
2016-08-29,137.76129150390625
2016-08-30,137.39857482910156
2016-08-31,136.1653289794922
2016-09-01,136.38294982910156
2016-09-02,137.39857482910156
2016-09-05,138.4867401123047
2016-09-06,138.9945526123047
2016-09-07,139.21217346191406
2016-09-08,139.64744567871094
2016-09-09,138.55929565429688
2016-09-12,136.81822204589844
2016-09-13,137.32603454589844
2016-09-14,137.6162109375
2016-09-15,138.55929565429688
2016-09-16,140.73562622070312
2016-09-19,142.47666931152344
2016-09-20,142.04141235351562
2016-09-21,142.1139373779297
2016-09-22,144.50790405273438
2016-09-23,144.07264709472656
2016-09-26,142.54922485351562
2016-09-27,143.27464294433594
2016-09-28,145.5960693359375
2016-09-29,144.5804443359375
2016-09-30,145.30587768554688
2016-10-03,144.43533325195312
2016-10-04,145.23333740234375
2016-10-05,144.36282348632812
2016-10-06,143.85498046875
2016-10-07,142.69430541992188
2016-10-10,144.5804443359375
2016-10-11,142.25904846191406
2016-10-12,142.91192626953125
2016-10-13,142.25904846191406
2016-10-14,146.1764373779297
2016-10-17,145.66859436035156
2016-10-18,147.40966796875
2016-10-19,147.1920166015625
2016-10-20,147.99002075195312
2016-10-21,148.7154541015625
2016-10-24,149.5859832763672
2016-10-25,148.7880096435547
2016-10-26,149.51345825195312
2016-10-27,148.7880096435547
2016-10-28,140.8081512451172
2016-10-31,142.33155822753906
2016-11-01,141.02578735351562
2016-11-02,140.01016235351562
2016-11-03,140.15524291992188
2016-11-04,138.92201232910156
2016-11-07,141.09832763671875
2016-11-08,141.38848876953125
2016-11-09,147.84494018554688
2016-11-10,148.13510131835938
2016-11-11,147.04693603515625
2016-11-14,146.46658325195312
2016-11-15,149.8036346435547
2016-11-16,148.42527770996094
2016-11-17,149.51345825195312
2016-11-18,150.45652770996094
2016-11-21,149.51345825195312
2016-11-22,150.31143188476562
2016-11-23,150.3839874267578
2016-11-24,151.03688049316406
2016-11-25,152.77792358398438
2016-11-28,151.97996520996094
2016-11-29,151.54469299316406
2016-11-30,153.79354858398438
2016-12-01,154.30137634277344
2016-12-02,152.70538330078125
2016-12-05,154.15625
2016-12-06,156.33261108398438
2016-12-07,157.13058471679688
2016-12-08,158.50892639160156
2016-12-09,158.6540069580078
2016-12-12,155.9698944091797
2016-12-13,156.91294860839844
2016-12-14,156.47767639160156
2016-12-15,158.21875
2016-12-16,157.92855834960938
2016-12-19,158.4363555908203
2016-12-20,157.49331665039062
2016-12-21,157.13058471679688
2016-12-22,156.40513610839844
2016-12-23,157.49331665039062
2016-12-27,158.00111389160156
2016-12-28,157.13058471679688
2016-12-29,156.55026245117188
2016-12-30,156.0424346923828
2017-01-02,157.42074584960938
2017-01-03,156.98548889160156
2017-01-04,155.9698944091797
2017-01-05,153.8660888671875
2017-01-09,154.30137634277344
2017-01-10,155.9698944091797
2017-01-11,156.6227569580078
2017-01-12,153.93865966796875
2017-01-13,155.5345916748047
2017-01-16,154.88172912597656
2017-01-17,153.575927734375
2017-01-18,155.5345916748047
2017-01-19,154.08372497558594
2017-01-20,156.47767639160156
2017-01-23,156.6953125
2017-01-24,158.00111389160156
2017-01-25,159.74217224121094
2017-01-26,159.66961669921875
2017-01-27,159.74217224121094
2017-01-30,158.00111389160156
2017-01-31,155.2444305419922
2017-02-01,156.33261108398438
2017-02-02,155.82479858398438
2017-02-03,164.38497924804688
2017-02-06,158.72657775878906
2017-02-07,158.79908752441406
2017-02-08,158.72657775878906
2017-02-09,157.6383819580078
2017-02-10,156.91294860839844
2017-02-13,158.6540069580078
2017-02-14,158.21875
2017-02-15,158.94418334960938
2017-02-16,157.05804443359375
2017-02-17,157.27566528320312
2017-02-20,157.7109375
2017-02-21,158.79908752441406
2017-02-22,158.79908752441406
2017-02-23,157.7834930419922
2017-02-24,155.60714721679688
2017-02-27,156.0424346923828
2017-02-28,156.1149444580078
2017-03-01,158.6540069580078
2017-03-02,157.6383819580078
2017-03-03,156.98548889160156
2017-03-06,156.55026245117188
2017-03-07,155.5345916748047
2017-03-08,155.82479858398438
2017-03-09,156.18748474121094
2017-03-10,155.38951110839844
2017-03-13,154.51901245117188
2017-03-14,152.63282775878906
2017-03-15,152.70538330078125
2017-03-16,153.43081665039062
2017-03-17,154.2288055419922
2017-03-20,155.09934997558594
2017-03-21,153.28573608398438
2017-03-22,152.48777770996094
2017-03-23,153.575927734375
2017-03-24,151.76229858398438
2017-03-27,150.09378051757812
2017-03-28,150.8917999267578
2017-03-29,151.18194580078125
2017-03-30,152.48777770996094
2017-03-31,153.068115234375
2017-04-03,151.61721801757812
2017-04-04,152.560302734375
2017-04-05,151.69198608398438
2017-04-06,154.78773498535156
2017-04-07,155.16525268554688
2017-04-10,155.92031860351562
2017-04-11,157.656982421875
2017-04-12,157.95899963378906
2017-04-13,156.67539978027344
2017-04-18,156.52438354492188
2017-04-19,155.92031860351562
2017-04-20,155.61830139160156
2017-04-21,158.11000061035156
2017-04-24,160.75271606445312
2017-04-25,160.60171508789062
2017-04-26,159.4691162109375
2017-04-27,160.9037322998047
2017-04-28,159.9976806640625
2017-05-02,160.60171508789062
2017-05-03,159.54461669921875
2017-05-04,160.3751983642578
2017-05-05,160.2996826171875
2017-05-08,160.14866638183594
2017-05-09,163.47096252441406
2017-05-10,162.94241333007812
2017-05-11,163.77297973632812
2017-05-12,162.7913818359375
2017-05-15,162.33836364746094
2017-05-16,161.7343292236328
2017-05-17,158.11000061035156
2017-05-18,155.01425170898438
2017-05-19,155.39181518554688
2017-05-22,155.01425170898438
2017-05-23,155.16525268554688
2017-05-24,155.01425170898438
2017-05-26,155.08975219726562
2017-05-29,156.14683532714844
2017-05-30,156.59988403320312
2017-05-31,156.22235107421875
2017-06-01,156.52438354492188
2017-06-02,157.73248291015625
2017-06-05,157.27944946289062
2017-06-06,157.27944946289062
2017-06-07,155.01425170898438
2017-06-08,154.93875122070312
2017-06-09,156.7509002685547
2017-06-12,155.84481811523438
2017-06-13,156.14683532714844
2017-06-14,155.92031860351562
2017-06-15,155.24078369140625
2017-06-16,156.82640075683594
2017-06-19,159.69564819335938
2017-06-20,160.9037322998047
2017-06-21,159.09158325195312
2017-06-22,157.12843322753906
2017-06-23,157.12843322753906
2017-06-26,156.67539978027344
2017-06-27,154.63673400878906
2017-06-28,154.41021728515625
2017-06-29,150.93690490722656
2017-06-30,150.93690490722656
2017-07-03,154.41021728515625
2017-07-04,154.0326690673828
2017-07-05,155.08975219726562
2017-07-06,154.10816955566406
2017-07-07,154.10816955566406
2017-07-10,154.78773498535156
2017-07-11,154.0326690673828
2017-07-12,156.07135009765625
2017-07-13,155.92031860351562
2017-07-14,146.33103942871094
2017-07-17,148.21868896484375
2017-07-18,145.9534912109375
2017-07-19,146.33103942871094
2017-07-20,144.97193908691406
2017-07-21,143.00875854492188
2017-07-24,141.1966094970703
2017-07-25,141.57415771484375
2017-07-26,141.57415771484375
2017-07-27,141.649658203125
2017-07-28,139.988525390625
2017-07-31,138.62942504882812
2017-08-01,139.3844757080078
2017-08-02,137.8743438720703
2017-08-03,138.02537536621094
2017-08-04,138.4783935546875
2017-08-07,138.70492553710938
2017-08-08,139.988525390625
2017-08-09,139.61097717285156
2017-08-10,138.62942504882812
2017-08-11,137.27029418945312
2017-08-14,138.32736206054688
2017-08-15,137.1947784423828
2017-08-16,137.6478271484375
2017-08-17,135.15611267089844
2017-08-18,134.40106201171875
2017-08-21,132.51339721679688
2017-08-22,133.7969970703125
2017-08-23,132.7399139404297
2017-08-24,131.38079833984375
2017-08-25,132.43788146972656
2017-08-28,131.154296875
2017-08-29,130.02171325683594
2017-08-30,133.64599609375
2017-08-31,135.53366088867188
2017-09-01,135.45814514160156
2017-09-04,135.15611267089844
2017-09-05,134.85409545898438
2017-09-06,133.49497985839844
2017-09-07,134.92959594726562
2017-09-08,135.00511169433594
2017-09-11,137.42129516601562
2017-09-12,137.5723114013672
2017-09-13,136.13771057128906
2017-09-14,135.60916137695312
2017-09-15,134.25006103515625
2017-09-18,136.2132110595703
2017-09-19,135.60916137695312
2017-09-20,134.85409545898438
2017-09-21,136.51524353027344
2017-09-22,137.496826171875
2017-09-25,135.60916137695312
2017-09-26,136.28872680664062
2017-09-27,141.12110900878906
2017-09-28,141.649658203125
2017-09-29,142.480224609375
2017-10-02,141.95167541503906
2017-10-03,143.68832397460938
2017-10-04,144.29238891601562
2017-10-05,143.61282348632812
2017-10-06,141.0456085205078
2017-10-09,139.8375244140625
2017-10-10,139.3844757080078
2017-10-11,139.9130096435547
2017-10-12,140.1395263671875
2017-10-13,140.74359130859375
2017-10-16,139.8375244140625
2017-10-17,137.1947784423828
2017-10-18,137.72332763671875
2017-10-19,138.62942504882812
2017-10-20,138.70492553710938
2017-10-23,138.40289306640625
2017-10-24,138.40289306640625
2017-10-25,137.8743438720703
2017-10-26,139.8375244140625
2017-10-27,132.21141052246094
2017-10-30,137.1192626953125
2017-10-31,138.70492553710938
2017-11-01,137.1947784423828
2017-11-02,137.6478271484375
2017-11-03,139.3844757080078
2017-11-06,140.8946075439453
2017-11-07,140.51705932617188
2017-11-08,139.8375244140625
2017-11-09,138.5539093017578
2017-11-10,137.94984436035156
2017-11-13,137.1947784423828
2017-11-14,137.94984436035156
2017-11-15,137.798828125
2017-11-16,139.08242797851562
2017-11-17,136.8927764892578
2017-11-20,136.8927764892578
2017-11-21,137.0437774658203
2017-11-22,136.2132110595703
2017-11-23,136.74176025390625
2017-11-24,135.9111785888672
2017-11-27,134.3255615234375
2017-11-28,136.28872680664062
2017-11-29,137.6478271484375
2017-11-30,138.62942504882812
2017-12-01,135.08058166503906
2017-12-04,139.8375244140625
2017-12-05,138.93142700195312
2017-12-06,136.96826171875
2017-12-07,136.96826171875
2017-12-08,137.94984436035156
2017-12-11,138.40289306640625
2017-12-12,138.17636108398438
2017-12-13,137.6478271484375
2017-12-14,136.8172607421875
2017-12-15,129.795166015625
2017-12-18,129.7196807861328
2017-12-19,129.49314880371094
2017-12-20,129.0401153564453
2017-12-21,129.11561584472656
2017-12-22,129.11561584472656
2017-12-27,128.51156616210938
2017-12-28,128.66259765625
2017-12-29,128.3605499267578
2018-01-02,126.77490997314453
2018-01-03,126.09538269042969
2018-01-04,127.41674041748047
2018-01-05,128.09628295898438
2018-01-08,128.58706665039062
2018-01-09,131.04104614257812
2018-01-10,131.83384704589844
2018-01-11,130.43698120117188
2018-01-12,131.04104614257812
2018-01-15,131.04104614257812
2018-01-16,130.7012481689453
2018-01-17,120.13038635253906
2018-01-18,121.94253540039062
2018-01-19,120.99871063232422
2018-01-22,122.47107696533203
2018-01-23,123.07514190673828
2018-01-24,121.60276794433594
2018-01-25,120.96095275878906
2018-01-26,122.1690444946289
2018-01-29,122.320068359375
2018-01-30,120.77217864990234
2018-01-31,120.9231948852539
2018-02-01,119.97935485839844
2018-02-02,123.26387786865234
2018-02-05,120.54566955566406
2018-02-06,119.75285339355469
2018-02-07,122.7730941772461
2018-02-08,120.50789642333984
2018-02-09,120.09263610839844
2018-02-12,122.20681762695312
2018-02-13,121.45175170898438
2018-02-14,124.13220977783203
2018-02-15,124.05670166015625
2018-02-16,124.35873413085938
2018-02-19,122.58435821533203
2018-02-20,123.0373764038086
2018-02-21,122.9996337890625
2018-02-22,123.79241943359375
2018-02-23,125.98211669921875
2018-02-26,125.30255126953125
2018-02-27,124.88728332519531
2018-02-28,125.0760269165039
2018-03-01,123.56591033935547
2018-03-02,121.6405258178711
2018-03-05,123.45265197753906
2018-03-06,124.13220977783203
2018-03-07,122.96188354492188
2018-03-08,126.81269073486328
2018-03-09,128.62484741210938
2018-03-12,129.19113159179688
2018-03-13,127.52998352050781
2018-03-14,127.41674041748047
2018-03-15,129.37989807128906
2018-03-16,129.68191528320312
2018-03-19,128.2095489501953
2018-03-20,127.8697738647461
2018-03-21,127.6810302734375
2018-03-22,126.28414916992188
2018-03-23,125.79335021972656
2018-03-26,125.18930053710938
2018-03-27,127.07694244384766
2018-03-28,126.32189178466797
2018-03-29,128.85133361816406
2018-04-03,124.2832260131836
2018-04-04,123.60369873046875
2018-04-05,125.98211669921875
2018-04-06,125.75559997558594
2018-04-09,126.28414916992188
2018-04-10,124.2454833984375
2018-04-11,122.96188354492188
2018-04-12,123.8301773071289
2018-04-13,125.98211669921875
2018-04-16,125.9027099609375
2018-04-17,127.61050415039062
2018-04-18,127.33251190185547
2018-04-19,127.41191101074219
2018-04-20,127.8885498046875
2018-04-23,128.6431427001953
2018-04-24,129.91407775878906
2018-04-25,132.41627502441406
2018-04-26,134.16380310058594
2018-04-27,134.48153686523438
2018-04-30,136.07022094726562
2018-05-02,135.39503479003906
2018-05-03,133.13116455078125
2018-05-04,133.9652099609375
2018-05-07,136.7454071044922
2018-05-08,137.6191864013672
2018-05-09,132.21768188476562
2018-05-11,131.10562133789062
2018-05-14,133.60775756835938
2018-05-15,132.9722900390625
2018-05-16,133.09144592285156
2018-05-17,133.68719482421875
2018-05-18,134.75955200195312
2018-05-21,135.71278381347656
2018-05-22,135.35531616210938
2018-05-23,133.84608459472656
2018-05-24,133.7269287109375
2018-05-25,133.13116455078125
2018-05-28,132.93258666992188
2018-05-29,132.17796325683594
2018-05-30,130.5892791748047
2018-05-31,128.96092224121094
2018-06-01,129.83465576171875
2018-06-04,129.04031372070312
2018-06-05,128.6431427001953
2018-06-06,128.6431427001953
2018-06-07,127.61050415039062
2018-06-08,126.73676300048828
2018-06-11,126.41899108886719
2018-06-12,125.54524993896484
2018-06-13,124.83033752441406
2018-06-14,127.29278564453125
2018-06-15,125.54524993896484
2018-06-18,125.62466430664062
2018-06-19,125.98211669921875
2018-06-20,127.17362213134766
2018-06-21,125.38636779785156
2018-06-22,125.38636779785156
2018-06-25,123.83740234375
2018-06-26,124.59202575683594
2018-06-27,125.18778228759766
2018-06-28,124.27429962158203
2018-06-29,129.31834411621094
2018-07-02,125.62466430664062
2018-07-03,124.79061889648438
2018-07-04,124.03598022460938
2018-07-05,124.03598022460938
2018-07-06,125.74381256103516
2018-07-09,127.0544662475586
2018-07-10,128.28570556640625
2018-07-11,126.73676300048828
2018-07-12,127.96797943115234
2018-07-13,129.2786407470703
2018-07-16,132.21768188476562
2018-07-17,131.97935485839844
2018-07-18,130.94674682617188
2018-07-19,131.5821990966797
2018-07-20,125.50553894042969
2018-07-23,125.38636779785156
2018-07-24,126.73676300048828
2018-07-25,127.33251190185547
2018-07-26,129.1197509765625
2018-07-27,130.94674682617188
2018-07-30,131.0261688232422
2018-07-31,131.54249572753906
2018-08-01,130.70843505859375
2018-08-02,130.74815368652344
2018-08-03,131.30416870117188
2018-08-06,131.10562133789062
2018-08-07,131.93966674804688
2018-08-08,132.81341552734375
2018-08-09,133.56805419921875
2018-08-10,132.3368377685547
2018-08-13,131.86024475097656
2018-08-14,131.5821990966797
2018-08-15,130.3509979248047
2018-08-16,130.90699768066406
2018-08-17,131.4630584716797
2018-08-20,132.17796325683594
2018-08-21,133.2900390625
2018-08-22,133.92550659179688
2018-08-23,134.00494384765625
2018-08-24,135.07730102539062
2018-08-27,135.91134643554688
2018-08-28,136.3085174560547
2018-08-29,136.98370361328125
2018-08-30,137.06314086914062
2018-08-31,136.38796997070312
2018-09-03,136.54681396484375
2018-09-04,133.76663208007812
2018-09-05,132.85316467285156
2018-09-06,133.84608459472656
2018-09-07,134.00494384765625
2018-09-10,135.4347381591797
2018-09-11,135.87164306640625
2018-09-12,139.80360412597656
2018-09-13,140.71710205078125
2018-09-14,142.62353515625
2018-09-17,142.4646453857422
2018-09-18,141.39227294921875
2018-09-19,141.78944396972656
2018-09-20,142.22634887695312
2018-09-21,142.74266052246094
2018-09-24,139.68446350097656
2018-09-25,138.92984008789062
2018-09-26,138.4532470703125
2018-09-27,139.5255889892578
2018-09-28,138.65182495117188
2018-10-01,139.64474487304688
2018-10-02,139.4064483642578
2018-10-03,141.23342895507812
2018-10-04,139.16815185546875
2018-10-05,138.21493530273438
2018-10-08,137.26171875
2018-10-09,139.00927734375
2018-10-10,137.77806091308594
2018-10-11,132.25741577148438
2018-10-12,130.15240478515625
2018-10-15,129.31834411621094
2018-10-16,130.31126403808594
2018-10-17,128.88145446777344
2018-10-18,128.20626831054688
2018-10-19,114.58336639404297
2018-10-22,114.78194427490234
2018-10-23,112.3194808959961
2018-10-24,108.82440185546875
2018-10-25,108.94354248046875
2018-10-26,109.34070587158203
2018-10-29,111.80317687988281
2018-10-30,113.11383819580078
2018-10-31,114.42448425292969
2018-11-01,113.55071258544922
2018-11-02,115.09966278076172
2018-11-05,114.14647674560547
2018-11-06,114.46419525146484
2018-11-07,114.10675811767578
2018-11-08,113.51100158691406
2018-11-09,116.92665100097656
2018-11-12,117.00609588623047
2018-11-13,116.76779174804688
2018-11-14,115.33799743652344
2018-11-15,114.18619537353516
2018-11-16,115.05995178222656
2018-11-19,113.51100158691406
2018-11-20,111.64431762695312
2018-11-21,113.23298645019531
2018-11-22,112.95496368408203
2018-11-23,113.43156433105469
2018-11-26,115.29827117919922
2018-11-27,113.82872772216797
2018-11-28,113.59044647216797
2018-11-29,114.82166290283203
2018-11-30,113.63015747070312
2018-12-03,114.82166290283203
2018-12-04,113.27269744873047
2018-12-05,111.08826446533203
2018-12-06,108.66553497314453
2018-12-07,109.26128387451172
2018-12-10,107.11658477783203
2018-12-11,110.09535217285156
2018-12-12,114.30534362792969
2018-12-13,114.34505462646484
2018-12-14,114.50391387939453
2018-12-17,113.70957946777344
2018-12-18,112.4783706665039
2018-12-19,114.42448425292969
2018-12-20,112.08118438720703
2018-12-21,111.64431762695312
2018-12-27,110.05562591552734
2018-12-28,112.00175476074219
2019-01-02,111.96204376220703
2019-01-03,111.88260650634766
2019-01-04,114.86137390136719
2019-01-07,116.17203521728516
2019-01-08,117.40327453613281
2019-01-09,119.26995086669922
2019-01-10,120.54090118408203
2019-01-11,122.2884292602539
2019-01-14,121.45437622070312
2019-01-15,120.6203384399414
2019-01-16,122.52674865722656
2019-01-17,123.16222381591797
2019-01-18,125.66437530517578
2019-01-21,125.74381256103516
2019-01-22,125.86296844482422
2019-01-23,126.53815460205078
2019-01-24,126.29985046386719
2019-01-25,128.1268310546875
2019-01-28,127.37220001220703
2019-01-29,129.04031372070312
2019-01-30,127.09420776367188
2019-01-31,125.62466430664062
2019-02-01,126.697021484375
2019-02-04,126.73676300048828
2019-02-05,129.91407775878906
2019-02-06,130.03326416015625
2019-02-07,127.96797943115234
2019-02-08,119.46853637695312
2019-02-11,126.0615463256836
2019-02-12,127.92826080322266
2019-02-13,129.0006103515625
2019-02-14,129.3977813720703
2019-02-15,129.1594696044922
2019-02-18,128.48428344726562
2019-02-19,128.2459716796875
2019-02-20,130.4701385498047
2019-02-21,130.54957580566406
2019-02-22,132.25741577148438
2019-02-25,131.66165161132812
2019-02-26,132.17796325683594
2019-02-27,132.05880737304688
2019-02-28,132.3368377685547
2019-03-01,132.0190887451172
2019-03-04,132.9722900390625
2019-03-05,133.17086791992188
2019-03-06,133.05172729492188
2019-03-07,131.5821990966797
2019-03-08,130.5892791748047
2019-03-11,132.3368377685547
2019-03-12,132.8928680419922
2019-03-13,132.09852600097656
2019-03-14,134.95816040039062
2019-03-15,136.50709533691406
2019-03-18,138.61212158203125
2019-03-19,139.32699584960938
2019-03-20,139.20785522460938
2019-03-21,135.8319091796875
2019-03-22,135.4347381591797
2019-03-25,136.82485961914062
2019-03-26,136.90426635742188
2019-03-27,138.09579467773438
2019-03-28,138.65182495117188
2019-03-29,138.93972778320312
2019-04-01,142.84715270996094
2019-04-02,141.98341369628906
2019-04-03,143.6697540283203
2019-04-04,142.8060302734375
2019-04-05,143.42300415039062
2019-04-08,143.34072875976562
2019-04-09,141.6132354736328
2019-04-10,143.75204467773438
2019-04-11,144.82144165039062
2019-04-12,145.35614013671875
2019-04-15,144.45126342773438
2019-04-16,143.25845336914062
2019-04-17,143.9988250732422
2019-04-18,144.36898803710938
2019-04-23,144.36898803710938
2019-04-24,144.65692138671875
2019-04-25,146.13760375976562
2019-04-26,139.5155792236328
2019-04-29,139.92686462402344
2019-04-30,135.9783172607422
2019-05-02,136.30735778808594
2019-05-03,135.03231811523438
2019-05-06,133.7572479248047
