Date,NEE
2015-08-03,20.82754135131836
2015-08-04,20.601295471191406
2015-08-05,20.48914909362793
2015-08-06,20.448545455932617
2015-08-07,20.69025421142578
2015-08-10,20.599369049072266
2015-08-11,20.61870574951172
2015-08-12,20.960956573486328
2015-08-13,21.061513900756836
2015-08-14,21.0847225189209
2015-08-17,21.179466247558594
2015-08-18,21.175601959228516
2015-08-19,21.090518951416016
2015-08-20,20.931962966918945
2015-08-21,20.682514190673828
2015-08-24,19.924518585205078
2015-08-25,19.435304641723633
2015-08-26,19.80943489074707
2015-08-27,19.926342010498047
2015-08-28,19.84061050415039
2015-08-31,19.176137924194336
2015-09-01,18.57986068725586
2015-09-02,18.51946258544922
2015-09-03,18.544790267944336
2015-09-04,18.4376163482666
2015-09-08,18.918922424316406
2015-09-09,18.570117950439453
2015-09-10,18.57986068725586
2015-09-11,18.677295684814453
2015-09-14,18.731863021850586
2015-09-15,18.7513427734375
2015-09-16,19.000764846801758
2015-09-17,19.232650756835938
2015-09-18,18.95789337158203
2015-09-21,19.105981826782227
2015-09-22,18.911128997802734
2015-09-23,18.89748764038086
2015-09-24,19.002710342407227
2015-09-25,19.215106964111328
2015-09-28,19.008560180664062
2015-09-29,18.86046600341797
2015-09-30,19.008560180664062
2015-10-01,18.813695907592773
2015-10-02,19.20146942138672
2015-10-05,19.62626838684082
2015-10-06,19.456735610961914
2015-10-07,19.47232437133789
2015-10-08,19.65159034729004
2015-10-09,19.690563201904297
2015-10-12,19.768510818481445
2015-10-13,19.727588653564453
2015-10-14,19.667186737060547
2015-10-15,20.109516143798828
2015-10-16,20.19915008544922
2015-10-19,20.22058868408203
2015-10-20,20.253704071044922
2015-10-21,20.304372787475586
2015-10-22,20.59861183166504
2015-10-23,20.374523162841797
2015-10-26,20.23617172241211
2015-10-27,20.28488540649414
2015-10-28,20.0607967376709
2015-10-29,19.832813262939453
2015-10-30,20.004289627075195
2015-11-02,19.920499801635742
2015-11-03,19.93608283996582
2015-11-04,20.1134090423584
2015-11-05,19.89516830444336
2015-11-06,19.259925842285156
2015-11-09,19.273571014404297
2015-11-10,19.29110336303711
2015-11-11,19.431400299072266
2015-11-12,19.628211975097656
2015-11-13,19.569753646850586
2015-11-16,19.899072647094727
2015-11-17,19.632110595703125
2015-11-18,19.42750358581543
2015-11-19,19.678869247436523
2015-11-20,19.684720993041992
2015-11-23,19.581438064575195
2015-11-24,19.520570755004883
2015-11-25,19.4164981842041
2015-11-27,19.512720108032227
2015-11-30,19.608938217163086
2015-12-01,19.74835777282715
2015-12-02,19.24173355102539
2015-12-03,18.933443069458008
2015-12-04,19.271190643310547
2015-12-07,19.35562515258789
2015-12-08,19.506820678710938
2015-12-09,19.392934799194336
2015-12-10,19.16514778137207
2015-12-11,19.127843856811523
2015-12-14,19.239768981933594
2015-12-15,19.38507843017578
2015-12-16,20.353158950805664
2015-12-17,20.306034088134766
2015-12-18,20.05075454711914
2015-12-21,20.08806037902832
2015-12-22,20.20784568786621
2015-12-23,20.4179630279541
2015-12-24,20.40813446044922
2015-12-28,20.41991424560547
2015-12-29,20.549522399902344
2015-12-30,20.600574493408203
2015-12-31,20.400287628173828
2016-01-04,20.337446212768555
2016-01-05,20.535778045654297
2016-01-06,20.46901512145996
2016-01-07,20.55933952331543
2016-01-08,20.651628494262695
2016-01-11,20.73213768005371
2016-01-12,20.692867279052734
2016-01-13,20.543630599975586
2016-01-14,20.753740310668945
2016-01-15,20.669301986694336
2016-01-19,21.17003059387207
2016-01-20,20.679122924804688
2016-01-21,20.6261043548584
2016-01-22,20.932430267333984
2016-01-25,20.897083282470703
2016-01-26,20.924571990966797
2016-01-27,20.95796012878418
2016-01-28,21.266246795654297
2016-01-29,21.93585777282715
2016-02-01,22.185237884521484
2016-02-02,22.36785888671875
2016-02-03,22.532806396484375
2016-02-04,22.291275024414062
2016-02-05,22.30894660949707
2016-02-08,22.41891098022461
2016-02-09,22.650615692138672
2016-02-10,22.33447265625
2016-02-11,21.97316551208496
2016-02-12,21.92799949645996
2016-02-16,22.0615291595459
2016-02-17,21.88087272644043
2016-02-18,22.450328826904297
2016-02-19,22.532806396484375
2016-02-22,22.71934700012207
2016-02-23,22.801815032958984
2016-02-24,22.950206756591797
2016-02-25,22.918546676635742
2016-02-26,22.261699676513672
2016-02-29,22.321054458618164
2016-03-01,22.277524948120117
2016-03-02,22.23003578186035
2016-03-03,22.083635330200195
2016-03-04,22.611892700195312
2016-03-07,22.643545150756836
2016-03-08,22.841388702392578
2016-03-09,23.001649856567383
2016-03-10,22.888864517211914
2016-03-11,22.91459083557129
2016-03-14,22.918546676635742
2016-03-15,22.871061325073242
2016-03-16,23.171789169311523
2016-03-17,23.41119384765625
2016-03-18,23.444820404052734
2016-03-21,23.260820388793945
2016-03-22,23.155969619750977
2016-03-23,23.284561157226562
2016-03-24,23.44085693359375
2016-03-28,23.262800216674805
2016-03-29,23.545717239379883
2016-03-30,23.444820404052734
2016-03-31,23.41316795349121
2016-04-01,23.48636817932129
2016-04-04,23.488344192504883
2016-04-05,23.01944923400879
2016-04-06,23.09067153930664
2016-04-07,22.98779296875
2016-04-08,23.110456466674805
2016-04-11,22.995710372924805
2016-04-12,23.157941818237305
2016-04-13,23.0451717376709
2016-04-14,22.97987937927246
2016-04-15,23.233129501342773
2016-04-18,23.300392150878906
2016-04-19,23.365678787231445
2016-04-20,22.85325813293457
2016-04-21,22.338863372802734
2016-04-22,22.64156723022461
2016-04-25,22.64750099182129
2016-04-26,22.855243682861328
2016-04-27,23.126283645629883
2016-04-28,23.043193817138672
2016-04-29,23.262800216674805
2016-05-02,23.357770919799805
2016-05-03,23.42899513244629
2016-05-04,23.63475227355957
2016-05-05,23.51406478881836
2016-05-06,23.442842483520508
2016-05-09,23.5219783782959
