Date,APLAPOLLO.NS
2015-08-21,41.31684875488281
2015-08-24,38.98994064331055
2015-08-25,40.048492431640625
2015-08-26,38.81352233886719
2015-08-27,42.837913513183594
2015-08-28,40.8734016418457
2015-08-31,41.15949630737305
2015-09-01,40.91154479980469
2015-09-02,44.09674072265625
2015-09-03,47.37251281738281
2015-09-04,45.76561737060547
2015-09-07,45.71793746948242
2015-09-08,44.578330993652344
2015-09-09,45.79899978637695
2015-09-10,45.39369583129883
2015-09-11,44.368526458740234
2015-09-14,43.89169692993164
2015-09-15,43.67713165283203
2015-09-16,45.27449035644531
2015-09-18,48.230804443359375
2015-09-21,47.84933853149414
2015-09-22,47.25331497192383
2015-09-23,47.68246078491211
2015-09-24,47.60615921020508
2015-09-28,47.63954162597656
2015-09-29,47.615699768066406
2015-09-30,47.68722152709961
2015-10-01,47.16748046875
2015-10-05,47.315303802490234
2015-10-06,49.52299499511719
2015-10-07,49.99028015136719
2015-10-08,49.57067108154297
2015-10-09,51.29201889038086
2015-10-12,52.10261535644531
2015-10-13,51.75930404663086
2015-10-14,51.816524505615234
2015-10-15,51.94049835205078
2015-10-16,51.954803466796875
2015-10-19,52.465003967285156
2015-10-20,51.377845764160156
2015-10-21,53.08964157104492
2015-10-23,51.60672378540039
2015-10-26,51.18711471557617
2015-10-27,50.45756912231445
2015-10-28,50.309757232666016
2015-10-29,49.64220428466797
2015-10-30,48.788692474365234
2015-11-02,48.27371597290039
2015-11-03,48.56935501098633
2015-11-04,49.646976470947266
2015-11-05,48.831600189208984
2015-11-06,49.99028015136719
2015-11-09,50.54817199707031
2015-11-10,49.52299499511719
2015-11-13,50.786582946777344
2015-11-16,50.54817199707031
2015-11-17,51.02976608276367
2015-11-18,51.020225524902344
2015-11-19,51.587650299072266
2015-11-20,51.644859313964844
2015-11-23,51.49705505371094
2015-11-24,52.54129409790039
2015-11-26,53.51878356933594
2015-11-27,53.66183090209961
2015-11-30,55.57390213012695
2015-12-01,56.96622848510742
2015-12-02,57.247554779052734
2015-12-03,56.61814498901367
2015-12-04,56.96622848510742
2015-12-07,56.21284103393555
2015-12-08,56.48940658569336
2015-12-09,55.61681365966797
2015-12-10,57.51457595825195
2015-12-11,58.44438552856445
2015-12-14,65.02933502197266
2015-12-15,65.85900115966797
2015-12-16,70.05506134033203
2015-12-17,72.88739776611328
2015-12-18,72.73004913330078
2015-12-21,72.81111145019531
2015-12-22,75.91046905517578
2015-12-23,75.52424621582031
2015-12-24,74.14620971679688
2015-12-28,72.97799682617188
2015-12-29,72.56793975830078
2015-12-30,72.09587097167969
2015-12-31,71.51414489746094
2016-01-01,71.45692443847656
2016-01-04,71.84314727783203
2016-01-05,75.28582000732422
2016-01-06,74.39894104003906
2016-01-07,71.6858139038086
2016-01-08,73.91256713867188
2016-01-11,73.8696517944336
2016-01-12,75.65298461914062
2016-01-13,73.53111267089844
2016-01-14,73.65986633300781
2016-01-15,69.95492553710938
2016-01-18,66.7029800415039
2016-01-19,65.60627746582031
2016-01-20,65.51568603515625
2016-01-21,65.37741088867188
2016-01-22,66.483642578125
2016-01-25,67.19410705566406
2016-01-27,65.87330627441406
2016-01-28,65.42986297607422
2016-01-29,64.75753784179688
2016-02-01,64.87673950195312
2016-02-02,65.3917236328125
2016-02-03,62.71672439575195
2016-02-04,63.61316680908203
2016-02-05,65.07701110839844
2016-02-08,66.70774841308594
2016-02-09,63.92787551879883
2016-02-10,62.28282165527344
2016-02-11,58.802001953125
2016-02-12,62.783477783203125
2016-02-15,64.32839965820312
2016-02-16,61.60095977783203
2016-02-17,63.184024810791016
2016-02-18,62.64999008178711
2016-02-19,62.12546157836914
2016-02-22,61.209964752197266
2016-02-23,60.599632263183594
2016-02-24,56.85179138183594
2016-02-25,56.241455078125
2016-02-26,53.95747375488281
2016-02-29,53.637996673583984
2016-03-01,57.12358093261719
2016-03-02,59.73180389404297
2016-03-03,62.80732345581055
2016-03-04,62.34004592895508
2016-03-08,63.49396896362305
2016-03-09,62.19699478149414
2016-03-10,63.03621292114258
2016-03-11,62.530765533447266
2016-03-14,62.57845687866211
2016-03-15,62.93608093261719
2016-03-16,61.438846588134766
2016-03-17,62.92176055908203
2016-03-18,61.97764587402344
2016-03-21,65.08179473876953
2016-03-22,64.58588409423828
2016-03-23,65.21052551269531
2016-03-28,63.265079498291016
2016-03-29,61.2862663269043
2016-03-30,64.72416687011719
2016-03-31,63.99462127685547
2016-04-01,65.42032623291016
2016-04-04,65.38695526123047
2016-04-05,66.51225280761719
2016-04-06,66.58854675292969
2016-04-07,68.99652099609375
2016-04-08,70.30301666259766
2016-04-11,70.49373626708984
2016-04-12,73.697998046875
2016-04-13,76.4063720703125
2016-04-18,77.38385009765625
2016-04-20,76.8116683959961
2016-04-21,76.02490234375
2016-04-22,76.88319396972656
2016-04-25,78.5663833618164
2016-04-26,77.6651840209961
2016-04-27,78.0228042602539
2016-04-28,75.7006607055664
2016-04-29,75.60054016113281
2016-05-02,76.22517395019531
2016-05-03,77.07868194580078
2016-05-04,76.53987884521484
2016-05-05,75.8818588256836
2016-05-06,76.4874267578125
2016-05-09,77.85591125488281
2016-05-10,77.73192596435547
2016-05-11,79.30545043945312
2016-05-12,80.80744934082031
2016-05-13,80.57381439208984
2016-05-16,82.38097381591797
2016-05-17,83.00560760498047
2016-05-18,83.88774108886719
2016-05-19,81.298583984375
2016-05-20,81.51791381835938
2016-05-23,81.57991790771484
2016-05-24,81.18415069580078
2016-05-25,83.68746948242188
2016-05-26,83.12005615234375
2016-05-27,84.11184692382812
2016-05-30,84.92721557617188
2016-05-31,84.15953826904297
2016-06-01,83.82098388671875
2016-06-02,83.92589569091797
2016-06-03,85.7378158569336
2016-06-06,86.65333557128906
2016-06-07,87.91692352294922
2016-06-08,86.38630676269531
2016-06-09,85.70921325683594
2016-06-10,85.61385345458984
2016-06-13,86.47212982177734
2016-06-14,86.8202133178711
2016-06-15,86.38153076171875
2016-06-16,85.95716857910156
2016-06-17,86.52935028076172
2016-06-20,86.95849609375
2016-06-21,87.23982238769531
2016-06-22,85.83319091796875
2016-06-23,86.45782470703125
2016-06-24,88.09810638427734
2016-06-27,89.31400299072266
2016-06-28,89.42367553710938
2016-06-29,90.29625701904297
2016-06-30,90.16752624511719
2016-07-01,89.2901611328125
2016-07-04,90.55851745605469
2016-07-05,92.04144287109375
2016-07-07,91.6123046875
2016-07-08,91.65998077392578
2016-07-11,90.48699188232422
2016-07-12,89.97679901123047
2016-07-13,89.23771667480469
2016-07-14,90.0530776977539
2016-07-15,90.3773193359375
2016-07-18,89.91957092285156
2016-07-19,90.32010650634766
2016-07-20,89.65255737304688
2016-07-21,89.83851623535156
2016-07-22,89.2997055053711
2016-07-25,89.91480255126953
2016-07-26,89.4618148803711
2016-07-27,87.30657196044922
2016-07-28,87.47823333740234
2016-07-29,89.17095184326172
2016-08-01,89.18048858642578
2016-08-02,88.85624694824219
2016-08-03,87.69280242919922
2016-08-04,88.78949737548828
2016-08-05,88.7322769165039
2016-08-08,88.72750854492188
2016-08-09,89.17095184326172
2016-08-10,89.68115997314453
2016-08-11,89.45706176757812
2016-08-12,89.50474548339844
2016-08-16,91.60753631591797
2016-08-17,94.93099975585938
2016-08-18,95.4745864868164
2016-08-19,93.46714782714844
2016-08-22,92.90449523925781
2016-08-23,92.59456634521484
2016-08-24,93.83429718017578
2016-08-25,93.36225128173828
2016-08-26,92.3275375366211
2016-08-29,92.3656997680664
