Date,STJ.L
2016-05-03,858.5558471679688
2016-05-04,854.569580078125
2016-05-05,852.0780639648438
2016-05-06,857.559326171875
2016-05-09,868.0234375
2016-05-10,868.0234375
2016-05-11,864.0371704101562
2016-05-12,855.0678100585938
2016-05-13,860.0507202148438
2016-05-16,868.5216064453125
2016-05-17,878.487548828125
2016-05-18,895.927734375
2016-05-19,881.9754638671875
2016-05-20,892.93798828125
2016-05-23,897.9207763671875
2016-05-24,940.2757568359375
2016-05-25,924.82861328125
2016-05-26,923.333740234375
2016-05-27,928.81494140625
2016-05-31,924.3302612304688
2016-06-01,911.873046875
2016-06-02,905.8935546875
2016-06-03,900.91064453125
2016-06-06,892.439697265625
2016-06-07,887.9551391601562
2016-06-08,890.446533203125
2016-06-09,879.484130859375
2016-06-10,859.0541381835938
2016-06-13,837.6276245117188
2016-06-14,807.2318115234375
2016-06-15,813.2113647460938
2016-06-16,802.7471923828125
2016-06-17,821.1839599609375
2016-06-20,874.9994506835938
2016-06-21,884.467041015625
2016-06-22,905.8935546875
2016-06-23,920.8424072265625
2016-06-24,771.8531494140625
2016-06-27,713.5531005859375
2016-06-28,756.9044799804688
2016-06-29,782.8155517578125
2016-06-30,782.317138671875
2016-07-01,817.1976928710938
2016-07-04,789.7918090820312
2016-07-05,763.38232421875
2016-07-06,742.4539794921875
2016-07-07,754.9114379882812
2016-07-08,768.8634643554688
2016-07-11,786.802001953125
2016-07-12,822.6788330078125
2016-07-13,834.1395874023438
2016-07-14,862.5421752929688
2016-07-15,844.10546875
2016-07-18,850.5833129882812
2016-07-19,856.064453125
2016-07-20,894.93115234375
2016-07-21,877.4909057617188
2016-07-22,867.5250854492188
2016-07-25,884.96533203125
2016-07-26,880.97900390625
2016-07-27,914.3646240234375
2016-07-28,916.8560791015625
2016-07-29,922.8353881835938
2016-08-01,912.86962890625
2016-08-02,911.873046875
2016-08-03,904.398681640625
2016-08-04,920.8424072265625
2016-08-05,941.7706298828125
2016-08-08,944.76025390625
2016-08-09,949.2448120117188
2016-08-10,961.7021484375
2016-08-11,967.681640625
2016-08-12,975.6542358398438
2016-08-15,976.1525268554688
2016-08-16,955.7227172851562
2016-08-17,951.2379760742188
2016-08-18,959.2107543945312
2016-08-19,948.2483520507812
2016-08-22,949.7433471679688
2016-08-23,964.6919555664062
2016-08-24,962.2005004882812
2016-08-25,959.2107543945312
2016-08-26,957.7160034179688
2016-08-30,970.1729736328125
2016-08-31,978.6441040039062
2016-09-01,964.8131103515625
2016-09-02,980.2620239257812
2016-09-05,972.7867431640625
2016-09-06,968.7999267578125
2016-09-07,968.3016967773438
2016-09-08,982.2554321289062
2016-09-09,966.3081665039062
2016-09-12,941.3905029296875
2016-09-13,928.9315185546875
2016-09-14,935.90869140625
2016-09-15,940.89208984375
2016-09-16,927.9349365234375
2016-09-19,950.3607788085938
2016-09-20,959.8295288085938
2016-09-21,967.80322265625
2016-09-22,972.7867431640625
2016-09-23,969.2982177734375
2016-09-26,949.8624877929688
2016-09-27,947.869140625
2016-09-28,958.33447265625
2016-09-29,961.8228759765625
2016-09-30,944.8788452148438
2016-10-03,966.3081665039062
2016-10-04,967.304931640625
2016-10-05,975.7767333984375
2016-10-06,965.8098754882812
2016-10-07,959.8295288085938
2016-10-10,945.8756713867188
2016-10-11,939.3970336914062
2016-10-12,942.8855590820312
2016-10-13,928.4332885742188
2016-10-14,922.4530029296875
2016-10-17,913.98095703125
2016-10-18,929.429931640625
2016-10-19,930.4265747070312
2016-10-20,924.4464111328125
2016-10-21,935.90869140625
2016-10-24,945.8756713867188
2016-10-25,960.8263549804688
2016-10-26,956.8392944335938
2016-10-27,957.3378295898438
2016-10-28,949.8624877929688
2016-10-31,941.8887329101562
2016-11-01,942.8855590820312
2016-11-02,920.9580078125
2016-11-03,935.90869140625
2016-11-04,905.5089721679688
2016-11-07,920.9580078125
2016-11-08,930.4265747070312
2016-11-09,952.8525390625
2016-11-10,950.8591918945312
2016-11-11,934.4137573242188
2016-11-14,937.4036254882812
2016-11-15,950.3607788085938
2016-11-16,941.3905029296875
2016-11-17,943.3837890625
2016-11-18,948.86572265625
2016-11-21,929.429931640625
2016-11-22,940.89208984375
2016-11-23,936.9050903320312
2016-11-24,939.3970336914062
2016-11-25,933.9151000976562
2016-11-28,935.90869140625
2016-11-29,943.8822021484375
2016-11-30,936.9050903320312
2016-12-01,939.3970336914062
2016-12-02,936.4069213867188
2016-12-05,936.9050903320312
2016-12-06,940.393798828125
2016-12-07,981.757080078125
2016-12-08,984.2489624023438
2016-12-09,996.20947265625
2016-12-12,976.275146484375
2016-12-13,985.7438354492188
2016-12-14,1006.6749267578125
2016-12-15,996.70751953125
2016-12-16,995.7109985351562
2016-12-19,987.2388916015625
2016-12-20,988.7340087890625
2016-12-21,984.2489624023438
2016-12-22,990.22900390625
2016-12-23,995.212646484375
2016-12-28,997.7044067382812
2016-12-29,1000.6945190429688
2016-12-30,1010.66162109375
2017-01-03,1032.5889892578125
2017-01-04,1043.5531005859375
2017-01-05,1046.54296875
2017-01-06,1056.5103759765625
2017-01-09,1053.52001953125
2017-01-10,1060.4969482421875
2017-01-11,1069.46728515625
2017-01-12,1055.5133056640625
2017-01-13,1081.427978515625
2017-01-16,1063.487060546875
2017-01-17,1054.516845703125
2017-01-18,1048.536376953125
2017-01-19,1049.5333251953125
2017-01-20,1056.5103759765625
2017-01-23,1054.516845703125
2017-01-24,1056.5103759765625
2017-01-25,1089.401611328125
2017-01-26,1069.46728515625
2017-01-27,1079.4345703125
2017-01-30,1065.4805908203125
2017-01-31,1067.4737548828125
2017-02-01,1074.4508056640625
2017-02-02,1067.4737548828125
2017-02-03,1076.4443359375
2017-02-06,1060.4969482421875
2017-02-07,1064.48388671875
2017-02-08,1061.4937744140625
2017-02-09,1078.43798828125
2017-02-10,1079.4345703125
2017-02-13,1088.405029296875
2017-02-14,1093.388427734375
2017-02-15,1102.358642578125
2017-02-16,1091.39501953125
2017-02-17,1086.4114990234375
2017-02-20,1098.3720703125
2017-02-21,1086.4114990234375
2017-02-22,1083.4212646484375
2017-02-23,1083.4212646484375
2017-02-24,1081.427978515625
2017-02-27,1084.41796875
2017-02-28,1051.526611328125
2017-03-01,1072.45751953125
2017-03-02,1078.43798828125
2017-03-03,1076.4443359375
2017-03-06,1082.4248046875
2017-03-07,1075.447509765625
2017-03-08,1078.43798828125
2017-03-09,1081.427978515625
2017-03-10,1079.4345703125
2017-03-13,1089.401611328125
2017-03-14,1081.427978515625
2017-03-15,1079.4345703125
2017-03-16,1076.4443359375
2017-03-17,1068.470947265625
2017-03-20,1073.4542236328125
2017-03-21,1053.52001953125
2017-03-22,1037.572998046875
2017-03-23,1052.5235595703125
2017-03-24,1057.5068359375
2017-03-27,1053.52001953125
2017-03-28,1052.5235595703125
2017-03-29,1057.5068359375
2017-03-30,1058.503662109375
2017-03-31,1058.503662109375
2017-04-03,1051.526611328125
2017-04-04,1061.4937744140625
2017-04-05,1049.5333251953125
2017-04-06,1030.79833984375
2017-04-07,1026.810546875
2017-04-10,1043.7579345703125
2017-04-11,1049.7393798828125
2017-04-12,1054.723876953125
2017-04-13,1062.6990966796875
2017-04-18,1057.7144775390625
2017-04-19,1054.723876953125
2017-04-20,1074.6617431640625
2017-04-21,1082.6373291015625
2017-04-24,1111.5474853515625
2017-04-25,1124.5068359375
2017-04-26,1127.497802734375
2017-04-27,1135.4730224609375
2017-04-28,1144.44482421875
2017-05-02,1148.4329833984375
2017-05-03,1148.4329833984375
2017-05-04,1155.4110107421875
2017-05-05,1165.3800048828125
2017-05-08,1159.3988037109375
2017-05-09,1170.36474609375
2017-05-10,1168.3707275390625
2017-05-11,1162.38916015625
2017-05-12,1176.3460693359375
2017-05-15,1174.352294921875
2017-05-16,1166.3770751953125
2017-05-17,1151.4232177734375
2017-05-18,1164.3829345703125
2017-05-19,1165.3800048828125
2017-05-22,1161.3927001953125
2017-05-23,1173.355224609375
2017-05-24,1176.3460693359375
2017-05-25,1173.355224609375
2017-05-26,1168.3707275390625
2017-05-30,1179.3367919921875
2017-05-31,1169.3677978515625
2017-06-01,1182.3275146484375
2017-06-02,1189.305908203125
2017-06-05,1169.3677978515625
2017-06-06,1155.4110107421875
2017-06-07,1159.3988037109375
2017-06-08,1152.420166015625
2017-06-09,1181.33056640625
2017-06-12,1175.34912109375
2017-06-13,1192.29638671875
2017-06-14,1198.2779541015625
2017-06-15,1182.3275146484375
2017-06-16,1232.172607421875
2017-06-19,1234.1663818359375
2017-06-20,1223.200439453125
2017-06-21,1201.268798828125
2017-06-22,1191.2996826171875
2017-06-23,1191.2996826171875
2017-06-26,1192.6634521484375
2017-06-27,1178.374755859375
2017-06-28,1179.3367919921875
2017-06-29,1167.373779296875
2017-06-30,1178.3399658203125
2017-07-03,1191.2996826171875
2017-07-04,1191.2996826171875
2017-07-05,1192.29638671875
2017-07-06,1181.33056640625
2017-07-07,1190.302490234375
2017-07-10,1190.302490234375
2017-07-11,1190.302490234375
2017-07-12,1170.36474609375
2017-07-13,1172.3585205078125
2017-07-14,1167.373779296875
2017-07-17,1181.33056640625
2017-07-18,1205.256591796875
2017-07-19,1219.2130126953125
2017-07-20,1227.1881103515625
2017-07-21,1215.225341796875
2017-07-24,1180.3338623046875
2017-07-25,1200.271484375
2017-07-26,1216.22216796875
2017-07-27,1223.200439453125
2017-07-28,1207.25
2017-07-31,1213.2314453125
2017-08-01,1213.2314453125
2017-08-02,1216.22216796875
2017-08-03,1218.216064453125
2017-08-04,1221.206787109375
2017-08-07,1225.194091796875
2017-08-08,1224.1973876953125
2017-08-09,1206.2530517578125
2017-08-10,1181.33056640625
2017-08-11,1162.38916015625
2017-08-14,1175.34912109375
2017-08-15,1179.3367919921875
2017-08-16,1196.2840576171875
2017-08-17,1187.31201171875
2017-08-18,1185.3182373046875
2017-08-21,1169.3677978515625
2017-08-22,1175.34912109375
2017-08-23,1174.352294921875
2017-08-24,1175.34912109375
2017-08-25,1185.3182373046875
2017-08-29,1168.3707275390625
2017-08-30,1166.3770751953125
2017-08-31,1149.5810546875
2017-09-01,1154.5660400390625
2017-09-04,1144.5955810546875
2017-09-05,1137.6165771484375
2017-09-06,1123.6580810546875
2017-09-07,1114.6849365234375
2017-09-08,1138.61376953125
2017-09-11,1146.590087890625
2017-09-12,1131.634521484375
2017-09-13,1123.6580810546875
2017-09-14,1111.6939697265625
2017-09-15,1104.71435546875
2017-09-18,1122.6610107421875
2017-09-19,1132.6314697265625
2017-09-20,1119.6702880859375
2017-09-21,1119.6702880859375
2017-09-22,1116.6787109375
2017-09-25,1114.6849365234375
2017-09-26,1106.70849609375
2017-09-27,1129.640380859375
2017-09-28,1139.6107177734375
2017-09-29,1142.6019287109375
2017-10-02,1137.6165771484375
2017-10-03,1127.6463623046875
2017-10-04,1121.664306640625
2017-10-05,1125.652099609375
2017-10-06,1128.643310546875
2017-10-09,1120.6668701171875
2017-10-10,1112.690673828125
2017-10-11,1126.6492919921875
2017-10-12,1172.512939453125
2017-10-13,1173.509765625
2017-10-16,1179.4921875
2017-10-17,1153.5692138671875
2017-10-18,1160.5484619140625
2017-10-19,1163.5394287109375
2017-10-20,1172.512939453125
2017-10-23,1166.53076171875
2017-10-24,1189.462646484375
2017-10-25,1161.545654296875
2017-10-26,1180.4893798828125
2017-10-27,1172.512939453125
2017-10-30,1169.5218505859375
2017-10-31,1173.509765625
2017-11-01,1178.4952392578125
2017-11-02,1196.441650390625
2017-11-03,1178.4952392578125
2017-11-06,1178.4952392578125
2017-11-07,1175.50390625
2017-11-08,1161.545654296875
2017-11-09,1142.6019287109375
2017-11-10,1142.6019287109375
2017-11-13,1124.655029296875
2017-11-14,1139.6107177734375
2017-11-15,1131.634521484375
2017-11-16,1138.61376953125
2017-11-17,1151.574951171875
2017-11-20,1154.5660400390625
2017-11-21,1146.590087890625
2017-11-22,1166.53076171875
2017-11-23,1175.50390625
2017-11-24,1182.4832763671875
2017-11-27,1186.471435546875
2017-11-28,1202.4237060546875
2017-11-29,1208.40625
2017-11-30,1210.400146484375
2017-12-01,1192.4534912109375
2017-12-04,1196.441650390625
2017-12-05,1171.515625
2017-12-06,1165.5335693359375
2017-12-07,1148.584228515625
2017-12-08,1153.5692138671875
2017-12-11,1158.5545654296875
2017-12-12,1159.551513671875
2017-12-13,1156.5604248046875
2017-12-14,1168.524658203125
2017-12-15,1180.4893798828125
2017-12-18,1190.4593505859375
2017-12-19,1197.438720703125
2017-12-20,1187.4683837890625
2017-12-21,1197.438720703125
2017-12-22,1198.435791015625
2017-12-27,1206.4119873046875
2017-12-28,1212.3941650390625
2017-12-29,1222.364501953125
2018-01-02,1233.33203125
2018-01-03,1233.33203125
2018-01-04,1240.311279296875
2018-01-05,1247.29052734375
2018-01-08,1240.311279296875
2018-01-09,1251.77734375
2018-01-10,1253.7711181640625
2018-01-11,1235.8245849609375
2018-01-12,1238.8155517578125
2018-01-15,1239.3140869140625
2018-01-16,1242.30517578125
2018-01-17,1248.7860107421875
2018-01-18,1252.7740478515625
2018-01-19,1266.732421875
2018-01-22,1247.7889404296875
2018-01-23,1240.809814453125
2018-01-24,1235.8245849609375
2018-01-25,1217.3795166015625
2018-01-26,1220.3704833984375
2018-01-29,1209.9014892578125
2018-01-30,1198.435791015625
2018-01-31,1184.9757080078125
2018-02-01,1193.9493408203125
2018-02-02,1184.9757080078125
2018-02-05,1169.5218505859375
2018-02-06,1128.643310546875
2018-02-07,1161.545654296875
2018-02-08,1124.655029296875
2018-02-09,1101.723388671875
2018-02-12,1111.1953125
2018-02-13,1119.17138671875
2018-02-14,1116.6787109375
2018-02-15,1113.687744140625
2018-02-16,1121.664306640625
2018-02-19,1111.1953125
2018-02-20,1130.1387939453125
2018-02-21,1139.1123046875
2018-02-22,1140.109375
2018-02-23,1119.17138671875
2018-02-26,1140.607666015625
2018-02-27,1122.162353515625
2018-02-28,1151.07666015625
2018-03-01,1125.652099609375
2018-03-02,1105.2130126953125
2018-03-05,1118.17431640625
2018-03-06,1125.652099609375
2018-03-07,1137.1181640625
2018-03-08,1151.574951171875
2018-03-09,1149.5810546875
2018-03-12,1146.590087890625
2018-03-13,1109.6995849609375
2018-03-14,1118.673095703125
2018-03-15,1137.1181640625
2018-03-16,1138.1151123046875
2018-03-19,1114.1864013671875
2018-03-20,1131.135986328125
2018-03-21,1121.165771484375
2018-03-22,1105.2130126953125
2018-03-23,1088.263671875
2018-03-26,1076.2991943359375
2018-03-27,1088.7620849609375
2018-03-28,1086.7679443359375
2018-03-29,1083.2784423828125
2018-04-03,1069.319580078125
2018-04-04,1067.3258056640625
2018-04-05,1056.6290283203125
2018-04-06,1049.1495361328125
2018-04-09,1057.6265869140625
2018-04-10,1069.5938720703125
2018-04-11,1072.0872802734375
2018-04-12,1079.566650390625
2018-04-13,1079.566650390625
2018-04-16,1069.5938720703125
2018-04-17,1097.01953125
2018-04-18,1092.032958984375
2018-04-19,1104.00048828125
2018-04-20,1106.4935302734375
2018-04-23,1143.3934326171875
2018-04-24,1119.957275390625
2018-04-25,1113.973388671875
2018-04-26,1123.447998046875
2018-04-27,1127.9354248046875
2018-04-30,1133.4207763671875
2018-05-01,1147.382568359375
2018-05-02,1158.8515625
2018-05-03,1147.8814697265625
2018-05-04,1155.85986328125
2018-05-08,1171.3177490234375
2018-05-09,1171.81640625
2018-05-10,1175.8056640625
2018-05-11,1183.28515625
2018-05-14,1171.3177490234375
2018-05-15,1178.2984619140625
2018-05-16,1182.287841796875
2018-05-17,1190.7647705078125
2018-05-18,1201.236328125
2018-05-21,1214.2012939453125
2018-05-22,1219.6864013671875
2018-05-23,1196.7486572265625
2018-05-24,1206.721435546875
2018-05-25,1204.7266845703125
2018-05-29,1166.8297119140625
2018-05-30,1174.8082275390625
2018-05-31,1188.7701416015625
2018-06-01,1192.75927734375
2018-06-04,1199.24169921875
2018-06-05,1187.274169921875
2018-06-06,1195.751220703125
2018-06-07,1201.236328125
2018-06-08,1189.767578125
2018-06-11,1210.710693359375
2018-06-12,1212.705078125
2018-06-13,1226.6673583984375
2018-06-14,1237.1390380859375
2018-06-15,1201.236328125
2018-06-18,1193.75634765625
2018-06-19,1186.2769775390625
2018-06-20,1178.2984619140625
2018-06-21,1164.8349609375
2018-06-22,1179.296142578125
2018-06-25,1148.8787841796875
2018-06-26,1150.8731689453125
2018-06-27,1150.8731689453125
2018-06-28,1139.404296875
2018-06-29,1144.390869140625
2018-07-02,1129.431396484375
2018-07-03,1147.8814697265625
2018-07-04,1160.34765625
2018-07-05,1163.837890625
2018-07-06,1167.8271484375
2018-07-09,1181.29052734375
2018-07-10,1178.2984619140625
2018-07-11,1170.3204345703125
2018-07-12,1173.3125
2018-07-13,1175.3070068359375
2018-07-16,1170.650390625
2018-07-17,1188.271484375
2018-07-18,1204.7266845703125
2018-07-19,1206.2227783203125
2018-07-20,1208.217529296875
2018-07-23,1194.7542724609375
2018-07-24,1206.2227783203125
2018-07-25,1185.7781982421875
2018-07-26,1184.781005859375
2018-07-27,1185.279541015625
2018-07-30,1213.203857421875
2018-07-31,1202.2337646484375
2018-08-01,1162.3419189453125
2018-08-02,1138.90576171875
2018-08-03,1159.8487548828125
2018-08-06,1150.3746337890625
2018-08-07,1148.8787841796875
2018-08-08,1161.3447265625
2018-08-09,1167.8271484375
2018-08-10,1152.867919921875
2018-08-13,1153.366455078125
2018-08-14,1130.9273681640625
2018-08-15,1113.474609375
2018-08-16,1124.445068359375
2018-08-17,1123.447998046875
2018-08-20,1144.390869140625
2018-08-21,1146.385498046875
2018-08-22,1153.8651123046875
2018-08-23,1153.8651123046875
2018-08-24,1153.8651123046875
2018-08-28,1161.3447265625
2018-08-29,1150.8731689453125
2018-08-30,1129.1138916015625
2018-08-31,1128.6151123046875
2018-09-03,1138.0904541015625
2018-09-04,1132.604736328125
2018-09-05,1124.625244140625
2018-09-06,1120.635498046875
2018-09-07,1098.192626953125
2018-09-10,1102.6815185546875
2018-09-11,1097.6942138671875
2018-09-12,1093.20556640625
2018-09-13,1090.7119140625
2018-09-14,1097.1953125
2018-09-17,1094.70166015625
2018-09-18,1093.20556640625
2018-09-19,1108.665771484375
2018-09-20,1135.5970458984375
2018-09-21,1139.5869140625
2018-09-24,1128.1162109375
2018-09-25,1131.607421875
2018-09-26,1132.106201171875
2018-09-27,1151.556396484375
2018-09-28,1141.0830078125
2018-10-01,1147.0679931640625
2018-10-02,1138.0904541015625
2018-10-03,1147.56640625
2018-10-04,1137.093505859375
2018-10-05,1123.6280517578125
2018-10-08,1097.1953125
2018-10-09,1097.6942138671875
2018-10-10,1081.236083984375
2018-10-11,1054.304931640625
2018-10-12,1052.310302734375
2018-10-15,1036.3509521484375
2018-10-16,1049.816650390625
2018-10-17,1057.29736328125
2018-10-18,1041.8367919921875
2018-10-19,1032.85986328125
2018-10-22,1031.8619384765625
2018-10-23,977.700927734375
2018-10-24,967.726318359375
2018-10-25,981.092041015625
2018-10-26,967.3273315429688
2018-10-29,980.0946655273438
2018-10-30,991.2661743164062
2018-10-31,1010.915771484375
2018-11-01,1013.908203125
2018-11-02,1036.3509521484375
2018-11-05,1012.412109375
2018-11-06,1019.8929443359375
2018-11-07,1031.36376953125
2018-11-08,1048.3201904296875
2018-11-09,1059.7908935546875
2018-11-12,1033.3585205078125
2018-11-13,1059.7908935546875
2018-11-14,1057.7960205078125
2018-11-15,1022.88525390625
2018-11-16,1012.91064453125
2018-11-19,1005.928466796875
2018-11-20,993.8595581054688
2018-11-21,993.46044921875
2018-11-22,998.9464721679688
2018-11-23,1023.3839721679688
2018-11-26,1052.310302734375
2018-11-27,1058.79345703125
2018-11-28,1051.3125
2018-11-29,1030.864990234375
2018-11-30,1002.9361572265625
2018-12-03,1032.3612060546875
2018-12-04,1025.3787841796875
2018-12-05,991.465576171875
2018-12-06,948.5752563476562
2018-12-07,945.5828857421875
2018-12-10,926.8307495117188
2018-12-11,931.2196044921875
2018-12-12,942.1915283203125
2018-12-13,938.6007080078125
2018-12-14,933.8128662109375
2018-12-17,923.8384399414062
2018-12-18,923.439453125
2018-12-19,924.43701171875
2018-12-20,925.434326171875
2018-12-21,935.4088745117188
2018-12-24,933.0150756835938
2018-12-27,911.6696166992188
2018-12-28,941.1940307617188
2018-12-31,941.5930786132812
2019-01-02,952.5650024414062
2019-01-03,937.6031494140625
2019-01-04,968.524169921875
2019-01-07,968.1251831054688
2019-01-08,982.4884643554688
2019-01-09,982.6880493164062
2019-01-10,983.8849487304688
2019-01-11,986.27880859375
2019-01-14,972.5140380859375
2019-01-15,967.5267944335938
2019-01-16,967.5267944335938
2019-01-17,957.9512939453125
2019-01-18,980.6931762695312
2019-01-21,981.4910888671875
2019-01-22,965.531982421875
2019-01-23,938.9996948242188
2019-01-24,959.5471801757812
2019-01-25,948.5752563476562
2019-01-28,936.2067260742188
2019-01-29,942.5904541015625
2019-01-30,949.57275390625
2019-01-31,935.6082763671875
2019-02-01,945.183837890625
2019-02-04,944.1864624023438
2019-02-05,952.7645874023438
2019-02-06,961.741455078125
2019-02-07,940.196533203125
2019-02-08,921.0455322265625
2019-02-11,942.1915283203125
2019-02-12,942.5904541015625
2019-02-13,949.57275390625
2019-02-14,939.797607421875
2019-02-15,946.77978515625
2019-02-18,945.3833618164062
2019-02-19,925.0355224609375
2019-02-20,945.183837890625
2019-02-21,953.96142578125
2019-02-22,954.1608276367188
2019-02-25,967.3273315429688
2019-02-26,974.3094482421875
2019-02-27,938.80029296875
2019-02-28,969.920654296875
2019-03-01,993.46044921875
2019-03-04,1002.4375
2019-03-05,1007.4249267578125
2019-03-06,1017.3992919921875
2019-03-07,1005.928466796875
2019-03-08,992.8621215820312
2019-03-11,996.851806640625
2019-03-12,1014.9057006835938
2019-03-13,1015.9031982421875
2019-03-14,1036.849609375
2019-03-15,1059.7908935546875
2019-03-18,1067.271728515625
2019-03-19,1062.28466796875
2019-03-20,1039.8419189453125
2019-03-21,1025.8775634765625
2019-03-22,1004.4324340820312
2019-03-25,989.8696899414062
2019-03-26,998.9464721679688
2019-03-27,1004.4324340820312
2019-03-28,1015.9031982421875
2019-03-29,1025.3787841796875
2019-04-01,1042.3355712890625
2019-04-02,1058.79345703125
2019-04-03,1074.254150390625
2019-04-04,1040.6278076171875
2019-04-05,1057.0902099609375
2019-04-08,1050.6053466796875
2019-04-09,1053.5986328125
2019-04-10,1045.616455078125
2019-04-11,1080.037841796875
2019-04-12,1089.017578125
2019-04-15,1084.52783203125
2019-04-16,1114.45947265625
2019-04-17,1118.9490966796875
2019-04-18,1110.9674072265625
2019-04-23,1125.4345703125
2019-04-24,1123.439208984375
