Date,DBREALTY.NS
2015-08-21,57.79999923706055
2015-08-24,50.75
2015-08-25,54.79999923706055
2015-08-26,54.29999923706055
2015-08-27,56.349998474121094
2015-08-28,55.599998474121094
2015-08-31,54.900001525878906
2015-09-01,53.150001525878906
2015-09-02,52.95000076293945
2015-09-03,55.150001525878906
2015-09-04,52.349998474121094
2015-09-07,53.150001525878906
2015-09-08,54.150001525878906
2015-09-09,55.25
2015-09-10,55.20000076293945
2015-09-11,53.54999923706055
2015-09-14,53.95000076293945
2015-09-15,54.45000076293945
2015-09-16,53.349998474121094
2015-09-18,54.150001525878906
2015-09-21,55.099998474121094
2015-09-22,54.099998474121094
2015-09-23,55.099998474121094
2015-09-24,55.400001525878906
2015-09-28,56.900001525878906
2015-09-29,58.849998474121094
2015-09-30,60.349998474121094
2015-10-01,60.20000076293945
2015-10-05,59.95000076293945
2015-10-06,60.650001525878906
2015-10-07,63.25
2015-10-08,63.599998474121094
2015-10-09,63.75
2015-10-12,63.0
2015-10-13,70.0999984741211
2015-10-14,66.3499984741211
2015-10-15,66.30000305175781
2015-10-16,65.25
2015-10-19,66.94999694824219
2015-10-20,67.4000015258789
2015-10-21,65.75
2015-10-23,68.80000305175781
2015-10-26,64.6500015258789
2015-10-27,63.75
2015-10-28,62.5
2015-10-29,62.900001525878906
2015-10-30,61.79999923706055
2015-11-02,61.20000076293945
2015-11-03,62.0
2015-11-04,61.29999923706055
2015-11-05,60.5
2015-11-06,59.599998474121094
2015-11-09,60.0
2015-11-10,59.45000076293945
2015-11-13,59.650001525878906
2015-11-16,59.0
2015-11-17,50.150001525878906
2015-11-18,54.5
2015-11-19,54.54999923706055
2015-11-20,54.099998474121094
2015-11-23,53.70000076293945
2015-11-24,52.95000076293945
2015-11-26,53.599998474121094
2015-11-27,53.54999923706055
2015-11-30,53.45000076293945
2015-12-01,53.29999923706055
2015-12-02,54.45000076293945
2015-12-03,54.900001525878906
2015-12-04,55.0
2015-12-07,56.099998474121094
2015-12-08,52.400001525878906
2015-12-09,52.70000076293945
2015-12-10,53.0
2015-12-11,51.45000076293945
2015-12-14,51.849998474121094
2015-12-15,51.95000076293945
2015-12-16,52.099998474121094
2015-12-17,52.599998474121094
2015-12-18,52.04999923706055
2015-12-21,53.400001525878906
2015-12-22,53.75
2015-12-23,53.349998474121094
2015-12-24,56.150001525878906
2015-12-28,55.599998474121094
2015-12-29,54.79999923706055
2015-12-30,54.400001525878906
2015-12-31,56.20000076293945
2016-01-01,56.349998474121094
2016-01-04,57.70000076293945
2016-01-05,58.0
2016-01-06,56.349998474121094
2016-01-07,53.599998474121094
2016-01-08,54.150001525878906
2016-01-11,53.95000076293945
2016-01-12,53.29999923706055
2016-01-13,52.29999923706055
2016-01-14,51.650001525878906
2016-01-15,50.0
2016-01-18,50.29999923706055
2016-01-19,52.650001525878906
2016-01-20,48.5
2016-01-21,48.400001525878906
2016-01-22,49.900001525878906
2016-01-25,50.349998474121094
2016-01-27,49.900001525878906
2016-01-28,50.04999923706055
2016-01-29,50.650001525878906
2016-02-01,51.099998474121094
2016-02-02,50.45000076293945
2016-02-03,48.25
2016-02-04,48.150001525878906
2016-02-05,47.45000076293945
2016-02-08,47.150001525878906
2016-02-09,46.650001525878906
2016-02-10,46.70000076293945
2016-02-11,43.900001525878906
2016-02-12,39.900001525878906
2016-02-15,39.849998474121094
2016-02-16,39.20000076293945
2016-02-17,39.20000076293945
2016-02-18,39.849998474121094
2016-02-19,39.650001525878906
2016-02-22,40.849998474121094
2016-02-23,39.599998474121094
2016-02-24,38.75
2016-02-25,38.599998474121094
2016-02-26,37.099998474121094
2016-02-29,37.25
2016-03-01,37.54999923706055
2016-03-02,39.54999923706055
2016-03-03,38.900001525878906
2016-03-04,39.650001525878906
2016-03-08,42.75
2016-03-09,44.0
2016-03-10,42.79999923706055
2016-03-11,44.29999923706055
2016-03-14,45.20000076293945
2016-03-15,43.900001525878906
2016-03-16,43.20000076293945
2016-03-17,43.25
2016-03-18,43.849998474121094
2016-03-21,43.849998474121094
2016-03-22,46.0
2016-03-23,46.150001525878906
2016-03-28,44.25
2016-03-29,41.849998474121094
2016-03-30,42.95000076293945
2016-03-31,42.75
2016-04-01,44.150001525878906
2016-04-04,44.95000076293945
2016-04-05,43.75
2016-04-06,43.79999923706055
2016-04-07,43.650001525878906
2016-04-08,47.79999923706055
2016-04-11,46.79999923706055
2016-04-12,47.25
2016-04-13,47.79999923706055
2016-04-18,50.150001525878906
2016-04-20,48.75
2016-04-21,47.79999923706055
2016-04-22,46.900001525878906
2016-04-25,47.04999923706055
2016-04-26,47.150001525878906
2016-04-27,46.75
2016-04-28,50.099998474121094
2016-04-29,50.900001525878906
2016-05-02,49.650001525878906
2016-05-03,50.599998474121094
2016-05-04,48.900001525878906
2016-05-05,49.20000076293945
2016-05-06,49.849998474121094
2016-05-09,49.79999923706055
2016-05-10,49.0
2016-05-11,47.150001525878906
2016-05-12,48.349998474121094
2016-05-13,47.650001525878906
2016-05-16,46.900001525878906
2016-05-17,49.650001525878906
2016-05-18,50.0
2016-05-19,48.650001525878906
2016-05-20,47.70000076293945
2016-05-23,51.75
2016-05-24,52.95000076293945
2016-05-25,54.0
2016-05-26,54.04999923706055
2016-05-27,52.75
2016-05-30,50.650001525878906
2016-05-31,49.349998474121094
2016-06-01,49.70000076293945
2016-06-02,48.650001525878906
2016-06-03,49.70000076293945
2016-06-06,49.599998474121094
2016-06-07,49.45000076293945
2016-06-08,49.400001525878906
2016-06-09,48.849998474121094
2016-06-10,47.900001525878906
2016-06-13,46.900001525878906
2016-06-14,47.349998474121094
2016-06-15,47.349998474121094
2016-06-16,46.650001525878906
2016-06-17,48.400001525878906
2016-06-20,49.150001525878906
2016-06-21,48.29999923706055
2016-06-22,51.54999923706055
2016-06-23,49.349998474121094
2016-06-24,46.79999923706055
2016-06-27,47.599998474121094
2016-06-28,47.70000076293945
2016-06-29,48.75
2016-06-30,51.349998474121094
2016-07-01,52.349998474121094
2016-07-04,58.900001525878906
2016-07-05,56.75
2016-07-07,57.900001525878906
2016-07-08,55.75
2016-07-11,56.400001525878906
2016-07-12,56.400001525878906
2016-07-13,55.349998474121094
2016-07-14,55.650001525878906
2016-07-15,54.04999923706055
2016-07-18,54.20000076293945
2016-07-19,53.75
2016-07-20,56.20000076293945
2016-07-21,56.650001525878906
2016-07-22,57.45000076293945
2016-07-25,57.099998474121094
2016-07-26,55.349998474121094
