Date,WPP.L
2016-01-21,1418.32861328125
2016-01-22,1461.1571044921875
2016-01-25,1457.173095703125
2016-01-26,1457.173095703125
2016-01-27,1475.1015625
2016-01-28,1460.1614990234375
2016-01-29,1510.958251953125
2016-02-01,1509.9622802734375
2016-02-02,1492.0340576171875
2016-02-03,1467.1334228515625
2016-02-04,1459.165283203125
2016-02-05,1411.3560791015625
2016-02-08,1332.6710205078125
2016-02-09,1377.4918212890625
2016-02-10,1379.48388671875
2016-02-11,1362.551513671875
2016-02-12,1385.4599609375
2016-02-15,1426.296630859375
2016-02-16,1436.2567138671875
2016-02-17,1475.1015625
2016-02-18,1465.1414794921875
2016-02-19,1462.1534423828125
2016-02-22,1482.0736083984375
2016-02-23,1482.0736083984375
2016-02-24,1457.173095703125
2016-02-25,1495.021728515625
2016-02-26,1508.9664306640625
2016-02-29,1516.934326171875
2016-03-01,1549.802490234375
2016-03-02,1529.882568359375
2016-03-03,1532.8704833984375
2016-03-04,1524.9022216796875
2016-03-07,1541.834716796875
2016-03-08,1540.83837890625
2016-03-09,1555.778564453125
2016-03-10,1537.8507080078125
2016-03-11,1558.7666015625
2016-03-14,1568.72705078125
2016-03-15,1586.6551513671875
2016-03-16,1590.6395263671875
2016-03-17,1584.66357421875
2016-03-18,1581.675048828125
2016-03-21,1577.69091796875
2016-03-22,1588.6475830078125
2016-03-23,1617.5318603515625
2016-03-24,1589.6435546875
2016-03-29,1603.587890625
2016-03-30,1628.4881591796875
2016-03-31,1620.5198974609375
2016-04-01,1620.5198974609375
2016-04-04,1645.42041015625
2016-04-05,1646.4163818359375
2016-04-06,1651.396728515625
2016-04-07,1640.4404296875
2016-04-08,1632.472412109375
2016-04-11,1639.4442138671875
2016-04-12,1641.436279296875
2016-04-13,1658.3687744140625
2016-04-14,1649.4046630859375
2016-04-15,1652.392578125
2016-04-18,1655.380615234375
2016-04-19,1671.31689453125
2016-04-20,1654.3846435546875
2016-04-21,1618.528076171875
2016-04-22,1605.579833984375
2016-04-25,1597.6116943359375
2016-04-26,1598.6072998046875
2016-04-27,1609.5640869140625
2016-04-28,1621.515869140625
2016-04-29,1589.6435546875
2016-05-03,1584.66357421875
2016-05-04,1579.6832275390625
2016-05-05,1579.6832275390625
2016-05-06,1594.62353515625
2016-05-09,1604.583740234375
2016-05-10,1610.5596923828125
2016-05-11,1594.62353515625
2016-05-12,1589.6435546875
2016-05-13,1584.66357421875
2016-05-16,1588.6475830078125
2016-05-17,1581.675048828125
2016-05-18,1569.722900390625
2016-05-19,1553.7869873046875
2016-05-20,1576.6954345703125
2016-05-23,1576.6954345703125
2016-05-24,1607.5718994140625
2016-05-25,1579.6832275390625
2016-05-26,1578.6875
2016-05-27,1576.6954345703125
2016-05-31,1585.6593017578125
2016-06-01,1583.6673583984375
2016-06-02,1590.6395263671875
2016-06-03,1574.703125
2016-06-06,1581.675048828125
2016-06-07,1592.6317138671875
2016-06-08,1593.6273193359375
2016-06-09,1568.013427734375
2016-06-10,1537.131103515625
2016-06-13,1511.2301025390625
2016-06-14,1480.3477783203125
2016-06-15,1489.313720703125
2016-06-16,1497.282958984375
2016-06-17,1498.2794189453125
2016-06-20,1539.123291015625
2016-06-21,1553.0703125
2016-06-22,1568.013427734375
2016-06-23,1583.952392578125
2016-06-24,1519.19970703125
2016-06-27,1470.3858642578125
2016-06-28,1516.2105712890625
2016-06-29,1547.093017578125
2016-06-30,1546.0968017578125
2016-07-01,1623.800048828125
2016-07-04,1594.9105224609375
2016-07-05,1610.8494873046875
2016-07-06,1606.86474609375
2016-07-07,1630.7735595703125
2016-07-08,1649.7012939453125
2016-07-11,1667.6328125
2016-07-12,1673.60986328125
2016-07-13,1677.594970703125
2016-07-14,1648.7052001953125
2016-07-15,1659.6630859375
2016-07-18,1650.697509765625
2016-07-19,1647.7088623046875
2016-07-20,1689.549072265625
2016-07-21,1684.568115234375
2016-07-22,1688.5528564453125
2016-07-25,1688.5528564453125
2016-07-26,1685.5643310546875
2016-07-27,1685.5643310546875
2016-07-28,1688.5528564453125
2016-07-29,1691.54150390625
2016-08-01,1690.5452880859375
2016-08-02,1680.5833740234375
2016-08-03,1670.62158203125
2016-08-04,1693.5338134765625
2016-08-05,1738.36279296875
2016-08-08,1727.4046630859375
2016-08-09,1745.3360595703125
2016-08-10,1762.271240234375
2016-08-11,1773.2296142578125
2016-08-12,1770.240966796875
2016-08-15,1777.2144775390625
2016-08-16,1757.2906494140625
2016-08-17,1753.3055419921875
2016-08-18,1757.2906494140625
2016-08-19,1753.3055419921875
2016-08-22,1732.3857421875
2016-08-23,1740.35498046875
2016-08-24,1773.2296142578125
2016-08-25,1796.1422119140625
2016-08-26,1789.1688232421875
2016-08-30,1783.1915283203125
2016-08-31,1749.3209228515625
2016-09-01,1757.2906494140625
2016-09-02,1775.2220458984375
2016-09-05,1783.1915283203125
2016-09-06,1790.1649169921875
2016-09-07,1802.119384765625
2016-09-08,1783.1915283203125
2016-09-09,1763.2677001953125
2016-09-12,1742.3475341796875
2016-09-13,1747.3284912109375
2016-09-14,1750.31689453125
2016-09-15,1769.244873046875
2016-09-16,1752.309326171875
2016-09-19,1791.1612548828125
2016-09-20,1797.13818359375
2016-09-21,1803.115478515625
2016-09-22,1825.03173828125
2016-09-23,1815.0699462890625
2016-09-26,1770.240966796875
2016-09-27,1780.203125
2016-09-28,1812.081298828125
2016-09-29,1816.0660400390625
2016-09-30,1807.1005859375
2016-10-03,1825.03173828125
2016-10-04,1842.963623046875
2016-10-05,1812.081298828125
2016-10-06,1797.331787109375
2016-10-07,1799.3240966796875
2016-10-10,1829.2135009765625
2016-10-11,1821.2425537109375
2016-10-12,1813.2724609375
2016-10-13,1809.287109375
2016-10-14,1820.24658203125
2016-10-17,1798.32763671875
2016-10-18,1795.3387451171875
2016-10-19,1813.2724609375
2016-10-20,1748.5128173828125
2016-10-21,1742.5350341796875
2016-10-24,1714.638427734375
2016-10-25,1697.7012939453125
2016-10-26,1686.7418212890625
2016-10-27,1702.682861328125
2016-10-28,1701.686279296875
2016-10-31,1771.42724609375
2016-11-01,1751.5013427734375
2016-11-02,1731.5753173828125
2016-11-03,1700.6900634765625
2016-11-04,1688.7342529296875
2016-11-07,1721.6124267578125
2016-11-08,1720.615966796875
2016-11-09,1678.771484375
2016-11-10,1646.8897705078125
2016-11-11,1636.9266357421875
2016-11-14,1656.8526611328125
2016-11-15,1636.9266357421875
2016-11-16,1666.816162109375
2016-11-17,1675.782470703125
2016-11-18,1692.7193603515625
2016-11-21,1689.730712890625
2016-11-22,1699.69384765625
2016-11-23,1695.7081298828125
2016-11-24,1705.6715087890625
2016-11-25,1716.6309814453125
2016-11-28,1699.69384765625
2016-11-29,1713.64208984375
2016-11-30,1702.682861328125
2016-12-01,1653.8638916015625
2016-12-02,1663.8267822265625
2016-12-05,1679.7674560546875
2016-12-06,1687.73828125
2016-12-07,1640.911865234375
2016-12-08,1716.6309814453125
2016-12-09,1764.453369140625
2016-12-12,1743.531005859375
2016-12-13,1753.494140625
2016-12-14,1768.438720703125
2016-12-15,1786.3720703125
2016-12-16,1774.4163818359375
2016-12-19,1775.412841796875
2016-12-20,1785.3759765625
2016-12-21,1785.3759765625
2016-12-22,1794.3426513671875
2016-12-23,1788.36474609375
2016-12-28,1810.283935546875
2016-12-29,1797.331787109375
2016-12-30,1809.287109375
2017-01-03,1818.2537841796875
2017-01-04,1805.302001953125
2017-01-05,1823.2352294921875
2017-01-06,1833.1983642578125
2017-01-09,1858.10595703125
2017-01-10,1871.05810546875
2017-01-11,1872.0543212890625
2017-01-12,1861.0948486328125
2017-01-13,1881.0211181640625
2017-01-16,1885.006103515625
2017-01-17,1856.1136474609375
2017-01-18,1851.1318359375
2017-01-19,1844.1575927734375
2017-01-20,1836.1871337890625
2017-01-23,1836.1871337890625
2017-01-24,1847.146728515625
2017-01-25,1846.150634765625
2017-01-26,1840.1724853515625
2017-01-27,1871.05810546875
2017-01-30,1870.0615234375
2017-01-31,1837.1837158203125
2017-02-01,1829.2135009765625
2017-02-02,1832.2020263671875
2017-02-03,1839.1761474609375
2017-02-06,1824.2314453125
2017-02-07,1831.2060546875
2017-02-08,1850.1356201171875
2017-02-09,1852.128173828125
2017-02-10,1868.0692138671875
2017-02-13,1893.9727783203125
2017-02-14,1880.024658203125
2017-02-15,1884.010009765625
2017-02-16,1883.0135498046875
2017-02-17,1892.976806640625
2017-02-20,1882.017333984375
2017-02-21,1873.050537109375
2017-02-22,1873.050537109375
2017-02-23,1865.080078125
2017-02-24,1865.080078125
2017-02-27,1883.0135498046875
2017-02-28,1889.9876708984375
2017-03-01,1913.8988037109375
2017-03-02,1903.93603515625
2017-03-03,1752.4976806640625
2017-03-06,1713.64208984375
2017-03-07,1716.6309814453125
2017-03-08,1716.6309814453125
2017-03-09,1715.6343994140625
2017-03-10,1694.7122802734375
2017-03-13,1704.6754150390625
2017-03-14,1700.6900634765625
2017-03-15,1693.7158203125
2017-03-16,1692.7193603515625
2017-03-17,1679.7674560546875
2017-03-20,1674.7862548828125
2017-03-21,1662.830322265625
2017-03-22,1639.91552734375
2017-03-23,1663.8267822265625
2017-03-24,1678.771484375
2017-03-27,1686.7418212890625
2017-03-28,1696.7049560546875
2017-03-29,1708.660400390625
2017-03-30,1728.58642578125
2017-03-31,1745.5235595703125
2017-04-03,1725.5977783203125
2017-04-04,1744.5277099609375
2017-04-05,1732.5718994140625
2017-04-06,1709.6566162109375
2017-04-07,1724.60107421875
2017-04-10,1718.62353515625
2017-04-11,1723.6053466796875
2017-04-12,1730.5789794921875
2017-04-13,1731.5753173828125
2017-04-18,1695.7081298828125
2017-04-19,1679.7674560546875
2017-04-20,1694.7122802734375
2017-04-21,1687.73828125
2017-04-24,1712.6456298828125
2017-04-25,1715.6343994140625
2017-04-26,1715.6343994140625
2017-04-27,1673.7899169921875
2017-04-28,1646.8897705078125
2017-05-02,1675.782470703125
2017-05-03,1667.811767578125
2017-05-04,1684.7490234375
2017-05-05,1670.801025390625
2017-05-08,1674.7862548828125
2017-05-09,1694.7122802734375
2017-05-10,1692.7193603515625
2017-05-11,1698.6973876953125
2017-05-12,1699.69384765625
2017-05-15,1704.6754150390625
2017-05-16,1710.653076171875
2017-05-17,1704.6754150390625
2017-05-18,1691.7232666015625
2017-05-19,1710.653076171875
2017-05-22,1703.6788330078125
2017-05-23,1666.816162109375
2017-05-24,1694.7122802734375
2017-05-25,1704.6754150390625
2017-05-26,1730.5789794921875
2017-05-30,1744.5277099609375
2017-05-31,1737.5533447265625
2017-06-01,1740.5423583984375
2017-06-02,1747.51611328125
2017-06-05,1727.5902099609375
2017-06-06,1714.638427734375
2017-06-07,1669.8045654296875
2017-06-08,1625.3302001953125
2017-06-09,1667.1845703125
2017-06-12,1663.1981201171875
2017-06-13,1682.1322021484375
2017-06-14,1678.14599609375
2017-06-15,1660.2086181640625
2017-06-16,1650.2435302734375
2017-06-19,1670.1737060546875
2017-06-20,1667.1845703125
2017-06-21,1661.2052001953125
2017-06-22,1657.218994140625
2017-06-23,1653.2330322265625
2017-06-26,1657.6505126953125
2017-06-27,1632.5540771484375
2017-06-28,1644.2646484375
2017-06-29,1622.3406982421875
2017-06-30,1608.3892822265625
2017-07-03,1607.392822265625
2017-07-04,1610.3824462890625
2017-07-05,1608.3892822265625
2017-07-06,1604.4034423828125
2017-07-07,1563.5458984375
2017-07-10,1561.552978515625
2017-07-11,1561.552978515625
2017-07-12,1570.5213623046875
2017-07-13,1558.5633544921875
2017-07-14,1547.601318359375
2017-07-17,1546.60498046875
2017-07-18,1530.66064453125
2017-07-19,1554.5767822265625
2017-07-20,1586.466064453125
2017-07-21,1594.4381103515625
2017-07-24,1587.4622802734375
2017-07-25,1555.57373046875
2017-07-26,1543.6153564453125
2017-07-27,1543.6153564453125
2017-07-28,1545.608154296875
2017-07-31,1540.6259765625
2017-08-01,1545.608154296875
2017-08-02,1542.6185302734375
2017-08-03,1563.5458984375
2017-08-04,1564.54248046875
2017-08-07,1574.5076904296875
2017-08-08,1585.4693603515625
2017-08-09,1556.5701904296875
2017-08-10,1575.504150390625
2017-08-11,1565.5389404296875
2017-08-14,1574.5076904296875
2017-08-15,1592.44482421875
2017-08-16,1597.4276123046875
2017-08-17,1590.4517822265625
2017-08-18,1558.5633544921875
2017-08-21,1555.57373046875
2017-08-22,1588.4588623046875
2017-08-23,1415.0635986328125
2017-08-24,1456.917724609375
2017-08-25,1432.0045166015625
2017-08-29,1416.0601806640625
2017-08-30,1409.0845947265625
2017-08-31,1415.0635986328125
2017-09-01,1409.0845947265625
2017-09-04,1412.073974609375
2017-09-05,1404.101806640625
2017-09-06,1398.1229248046875
2017-09-07,1391.1470947265625
2017-09-08,1388.15771484375
2017-09-11,1390.1507568359375
2017-09-12,1380.1854248046875
2017-09-13,1388.15771484375
2017-09-14,1387.160888671875
2017-09-15,1361.25146484375
2017-09-18,1352.282958984375
2017-09-19,1343.314208984375
2017-09-20,1377.1961669921875
2017-09-21,1382.178466796875
2017-09-22,1409.0845947265625
2017-09-25,1418.0533447265625
2017-09-26,1394.136962890625
2017-09-27,1377.1961669921875
2017-09-28,1363.2445068359375
2017-09-29,1380.1854248046875
2017-10-02,1388.15771484375
2017-10-03,1359.25830078125
2017-10-04,1398.1229248046875
2017-10-05,1379.412109375
2017-10-06,1402.3363037109375
2017-10-09,1397.352294921875
2017-10-10,1394.362548828125
2017-10-11,1367.4517822265625
2017-10-12,1370.4417724609375
2017-10-13,1373.4320068359375
2017-10-16,1372.4354248046875
2017-10-17,1396.355712890625
2017-10-18,1403.332275390625
2017-10-19,1361.4716796875
2017-10-20,1368.448486328125
2017-10-23,1361.4716796875
2017-10-24,1319.611083984375
2017-10-25,1321.6041259765625
2017-10-26,1321.6041259765625
2017-10-27,1295.6905517578125
2017-10-30,1290.70703125
2017-10-31,1329.578125
2017-11-01,1317.617431640625
2017-11-02,1318.6142578125
2017-11-03,1313.6309814453125
2017-11-06,1314.6275634765625
2017-11-07,1299.6773681640625
2017-11-08,1299.6773681640625
2017-11-09,1290.70703125
2017-11-10,1299.6773681640625
2017-11-13,1283.72998046875
2017-11-14,1285.7237548828125
2017-11-15,1248.846435546875
2017-11-16,1260.806640625
2017-11-17,1262.7998046875
2017-11-20,1261.80322265625
2017-11-21,1262.7998046875
2017-11-22,1265.7901611328125
2017-11-23,1269.7767333984375
2017-11-24,1251.83642578125
2017-11-27,1263.7967529296875
2017-11-28,1296.6871337890625
2017-11-29,1305.6573486328125
2017-11-30,1302.6671142578125
2017-12-01,1300.6737060546875
2017-12-04,1304.66064453125
2017-12-05,1306.654052734375
2017-12-06,1318.6142578125
2017-12-07,1321.6041259765625
2017-12-08,1336.5545654296875
2017-12-11,1371.4384765625
2017-12-12,1364.4617919921875
2017-12-13,1358.4818115234375
2017-12-14,1349.5115966796875
2017-12-15,1384.3955078125
2017-12-18,1360.47509765625
2017-12-19,1350.5084228515625
2017-12-20,1348.5147705078125
2017-12-21,1337.5513916015625
2017-12-22,1340.5413818359375
2017-12-27,1336.5545654296875
2017-12-28,1346.5216064453125
2017-12-29,1336.5545654296875
2018-01-02,1332.0694580078125
2018-01-03,1298.6807861328125
2018-01-04,1314.6275634765625
2018-01-05,1335.0595703125
2018-01-08,1324.5943603515625
2018-01-09,1335.5579833984375
2018-01-10,1322.6011962890625
2018-01-11,1319.611083984375
2018-01-12,1350.0098876953125
2018-01-15,1387.3853759765625
2018-01-16,1376.421875
2018-01-17,1358.9801025390625
2018-01-18,1368.448486328125
2018-01-19,1378.91357421875
2018-01-22,1353.9964599609375
2018-01-23,1325.5908203125
2018-01-24,1298.1820068359375
2018-01-25,1297.185546875
2018-01-26,1288.2154541015625
2018-01-29,1286.221923828125
2018-01-30,1289.7103271484375
2018-01-31,1273.763427734375
2018-02-01,1298.6807861328125
2018-02-02,1288.7137451171875
2018-02-05,1253.3314208984375
2018-02-06,1222.9322509765625
2018-02-07,1257.3179931640625
2018-02-08,1296.6871337890625
2018-02-09,1276.753662109375
2018-02-12,1285.2255859375
2018-02-13,1331.0728759765625
2018-02-14,1379.412109375
2018-02-15,1407.3192138671875
2018-02-16,1466.123779296875
2018-02-19,1430.7413330078125
2018-02-20,1395.35888671875
2018-02-21,1374.9268798828125
2018-02-22,1356.488525390625
2018-02-23,1351.00634765625
2018-02-26,1376.9202880859375
2018-02-27,1369.4454345703125
2018-02-28,1389.37890625
2018-03-01,1275.7568359375
2018-03-02,1261.80322265625
2018-03-05,1255.8231201171875
2018-03-06,1255.324951171875
2018-03-07,1206.4873046875
2018-03-08,1226.4210205078125
2018-03-09,1200.507080078125
2018-03-12,1191.03857421875
2018-03-13,1155.157958984375
2018-03-14,1152.1680908203125
2018-03-15,1151.66943359375
2018-03-16,1165.124755859375
2018-03-19,1167.1181640625
2018-03-20,1142.200927734375
2018-03-21,1106.3203125
2018-03-22,1094.360107421875
2018-03-23,1091.369873046875
2018-03-26,1090.3734130859375
2018-03-27,1110.3072509765625
2018-03-28,1134.7259521484375
2018-03-29,1128.7459716796875
2018-04-03,1113.79541015625
2018-04-04,1091.369873046875
2018-04-05,1134.7259521484375
2018-04-06,1158.6461181640625
2018-04-09,1184.5601806640625
2018-04-10,1195.523681640625
2018-04-11,1195.025390625
2018-04-12,1183.0650634765625
2018-04-13,1184.061767578125
2018-04-16,1107.3172607421875
2018-04-17,1100.3402099609375
2018-04-18,1112.300537109375
2018-04-19,1152.1680908203125
2018-04-20,1142.6993408203125
2018-04-23,1114.2939453125
2018-04-24,1112.7989501953125
2018-04-25,1112.7989501953125
2018-04-26,1126.254150390625
2018-04-27,1144.692626953125
2018-04-30,1243.36474609375
2018-05-01,1263.7967529296875
2018-05-02,1273.763427734375
2018-05-03,1269.7767333984375
2018-05-04,1276.753662109375
2018-05-08,1255.324951171875
2018-05-09,1266.2884521484375
2018-05-10,1301.6707763671875
2018-05-11,1306.654052734375
2018-05-14,1293.1988525390625
2018-05-15,1273.26513671875
2018-05-16,1284.72705078125
2018-05-17,1319.611083984375
2018-05-18,1320.607666015625
2018-05-21,1355.989990234375
2018-05-22,1355.4915771484375
2018-05-23,1298.1820068359375
2018-05-24,1268.77978515625
2018-05-25,1273.26513671875
2018-05-29,1230.9058837890625
2018-05-30,1228.4141845703125
2018-05-31,1228.4141845703125
2018-06-01,1237.3843994140625
2018-06-04,1246.3548583984375
2018-06-05,1208.97900390625
2018-06-06,1206.985595703125
2018-06-07,1215.45751953125
2018-06-08,1211.9688720703125
2018-06-11,1233.896240234375
2018-06-12,1242.3677978515625
2018-06-13,1230.9058837890625
2018-06-14,1226.29296875
2018-06-15,1195.386474609375
2018-06-18,1201.866943359375
2018-06-19,1204.85791015625
2018-06-20,1219.3138427734375
2018-06-21,1204.85791015625
2018-06-22,1216.8214111328125
2018-06-25,1200.8699951171875
2018-06-26,1196.38330078125
2018-06-27,1204.85791015625
2018-06-28,1191.89697265625
2018-06-29,1189.4046630859375
2018-07-02,1156.50390625
2018-07-03,1155.5068359375
2018-07-04,1169.9630126953125
2018-07-05,1166.4737548828125
2018-07-06,1186.41357421875
2018-07-09,1206.8516845703125
2018-07-10,1224.299072265625
2018-07-11,1199.374267578125
2018-07-12,1222.3050537109375
2018-07-13,1241.2476806640625
2018-07-16,1208.2215576171875
2018-07-17,1176.443359375
2018-07-18,1171.9571533203125
2018-07-19,1137.561279296875
2018-07-20,1151.51904296875
2018-07-23,1187.41064453125
2018-07-24,1189.4046630859375
2018-07-25,1172.4556884765625
2018-07-26,1173.951171875
2018-07-27,1184.4195556640625
2018-07-30,1179.4344482421875
2018-07-31,1188.4073486328125
2018-08-01,1172.954345703125
2018-08-02,1162.984375
2018-08-03,1173.45263671875
2018-08-06,1179.933349609375
2018-08-07,1206.353271484375
2018-08-08,1226.7911376953125
2018-08-09,1213.8306884765625
2018-08-10,1231.2779541015625
2018-08-13,1229.782470703125
2018-08-14,1219.812744140625
2018-08-15,1241.2476806640625
2018-08-16,1277.6376953125
2018-08-17,1272.1544189453125
2018-08-20,1294.088134765625
2018-08-21,1296.0821533203125
2018-08-22,1293.091064453125
2018-08-23,1292.09423828125
2018-08-24,1289.10302734375
2018-08-28,1297.078857421875
2018-08-29,1293.091064453125
2018-08-30,1274.1483154296875
2018-08-31,1274.646728515625
2018-09-03,1272.6527099609375
2018-09-04,1192.89404296875
2018-09-05,1144.041748046875
2018-09-06,1141.0504150390625
2018-09-07,1161.489013671875
2018-09-10,1175.945068359375
2018-09-11,1160.4918212890625
2018-09-12,1148.029541015625
2018-09-13,1121.6094970703125
2018-09-14,1121.1109619140625
2018-09-17,1144.540283203125
2018-09-18,1131.5792236328125
2018-09-19,1135.5672607421875
2018-09-20,1130.582275390625
2018-09-21,1143.044677734375
2018-09-24,1139.55517578125
2018-09-25,1142.0477294921875
2018-09-26,1142.546142578125
2018-09-27,1143.54296875
2018-09-28,1121.1109619140625
2018-10-01,1140.552001953125
2018-10-02,1139.056640625
2018-10-03,1152.5159912109375
2018-10-04,1134.29443359375
2018-10-05,1129.80712890625
2018-10-08,1106.8719482421875
2018-10-09,1091.9141845703125
2018-10-10,1072.9677734375
2018-10-11,1061.998779296875
2018-10-12,1055.516845703125
2018-10-15,1045.0467529296875
2018-10-16,1060.00439453125
2018-10-17,1025.601318359375
2018-10-18,1030.0889892578125
2018-10-19,1030.58740234375
2018-10-22,1040.0606689453125
2018-10-23,1038.5650634765625
2018-10-24,1053.024169921875
2018-10-25,908.2332153320312
2018-10-26,871.5370483398438
2018-10-29,866.7505493164062
2018-10-30,877.320556640625
2018-10-31,886.0958251953125
2018-11-01,890.4835205078125
2018-11-02,911.224853515625
2018-11-05,891.2811889648438
2018-11-06,878.5172729492188
2018-11-07,887.6913452148438
2018-11-08,870.9385986328125
2018-11-09,854.5848999023438
2018-11-12,848.8012084960938
2018-11-13,853.18896484375
2018-11-14,859.1719360351562
2018-11-15,862.9612426757812
2018-11-16,864.9556884765625
2018-11-19,853.9867553710938
2018-11-20,844.0148315429688
2018-11-21,860.5679321289062
2018-11-22,829.8549194335938
2018-11-23,850.1972045898438
2018-11-26,876.52294921875
2018-11-27,870.5397338867188
2018-11-28,865.9528198242188
2018-11-29,865.5540161132812
2018-11-30,863.3600463867188
2018-12-03,877.7195434570312
2018-12-04,848.40234375
2018-12-05,834.8406372070312
2018-12-06,812.10498046875
2018-12-07,813.5009765625
2018-12-10,802.7314453125
2018-12-11,841.6214599609375
2018-12-12,879.115478515625
2018-12-13,868.3460693359375
2018-12-14,866.9498901367188
2018-12-17,868.3460693359375
2018-12-18,868.146484375
2018-12-19,889.6857299804688
2018-12-20,864.3572998046875
2018-12-21,862.5623779296875
2018-12-24,847.6046142578125
2018-12-27,827.8604125976562
2018-12-28,850.5961303710938
2018-12-31,844.214111328125
2019-01-02,847.6046142578125
2019-01-03,839.82666015625
2019-01-04,850.1972045898438
2019-01-07,863.5595703125
2019-01-08,871.9359130859375
2019-01-09,878.5172729492188
2019-01-10,877.5200805664062
2019-01-11,876.9216918945312
2019-01-14,881.3095092773438
2019-01-15,878.1182250976562
2019-01-16,874.3291015625
2019-01-17,860.966796875
2019-01-18,873.3318481445312
2019-01-21,871.337646484375
2019-01-22,876.9216918945312
2019-01-23,864.3572998046875
2019-01-24,866.9498901367188
2019-01-25,870.5397338867188
2019-01-28,869.5426635742188
2019-01-29,876.1240234375
2019-01-30,877.5200805664062
2019-01-31,867.348876953125
2019-02-01,874.5285034179688
2019-02-04,860.5679321289062
2019-02-05,879.5144653320312
2019-02-06,871.1381225585938
2019-02-07,798.1444091796875
2019-02-08,800.5376586914062
2019-02-11,822.87451171875
2019-02-12,817.2902221679688
2019-02-13,829.8549194335938
2019-02-14,836.8349609375
2019-02-15,843.8153686523438
2019-02-18,848.6018676757812
2019-02-19,843.2169799804688
2019-02-20,846.2086181640625
2019-02-21,844.214111328125
2019-02-22,842.6187744140625
2019-02-25,852.590576171875
2019-02-26,840.4249267578125
2019-02-27,830.253662109375
2019-02-28,823.4728393554688
2019-03-01,863.759033203125
2019-03-04,870.9385986328125
2019-03-05,870.3403930664062
2019-03-06,873.3318481445312
2019-03-07,864.9556884765625
2019-03-08,850.9951171875
2019-03-11,852.590576171875
2019-03-12,850.5961303710938
2019-03-13,853.7871704101562
2019-03-14,853.7871704101562
2019-03-15,849.598876953125
2019-03-18,861.166259765625
2019-03-19,871.5370483398438
2019-03-20,861.7647094726562
2019-03-21,845.0121459960938
2019-03-22,821.6777954101562
2019-03-25,802.7314453125
2019-03-26,798.7427368164062
