Date,STZ
2016-01-05,124.84829711914062
2016-01-06,124.41364288330078
2016-01-07,130.05540466308594
2016-01-08,127.78655242919922
2016-01-11,127.83003234863281
2016-01-12,127.82134246826172
2016-01-13,125.29167938232422
2016-01-14,124.52665710449219
2016-01-15,124.092041015625
2016-01-19,126.5869140625
2016-01-20,126.16963958740234
2016-01-21,124.70054626464844
2016-01-22,129.31651306152344
2016-01-25,128.87315368652344
2016-01-26,128.98619079589844
2016-01-27,127.01290130615234
2016-01-28,131.9766082763672
2016-01-29,132.55026245117188
2016-02-01,134.1846160888672
2016-02-02,132.57638549804688
2016-02-03,130.74212646484375
2016-02-04,127.74307250976562
2016-02-05,120.17292022705078
2016-02-08,117.55953979492188
2016-02-09,118.55260467529297
2016-02-10,120.91339874267578
2016-02-11,118.13446807861328
2016-02-12,120.24259185791016
2016-02-16,121.34025573730469
2016-02-17,123.7096939086914
2016-02-18,122.24620056152344
2016-02-19,121.53189849853516
2016-02-22,122.48143768310547
2016-02-23,121.49703216552734
2016-02-24,121.15728759765625
2016-02-25,125.12969970703125
2016-02-26,123.74458312988281
2016-02-29,123.20443725585938
2016-03-01,125.89627838134766
2016-03-02,125.25161743164062
2016-03-03,125.8353271484375
2016-03-04,125.35620880126953
2016-03-07,120.83499145507812
2016-03-08,121.93265533447266
2016-03-09,122.20263671875
2016-03-10,122.39430236816406
2016-03-11,123.7532730102539
2016-03-14,123.61387634277344
2016-03-15,125.55654907226562
2016-03-16,125.9137191772461
2016-03-17,127.91726684570312
2016-03-18,128.09156799316406
2016-03-21,128.2309112548828
2016-03-22,130.1648712158203
2016-03-23,130.7659149169922
2016-03-24,130.58299255371094
2016-03-28,130.15609741210938
2016-03-29,130.41746520996094
2016-03-30,132.0638885498047
2016-03-31,131.61964416503906
2016-04-01,133.00469970703125
2016-04-04,131.9506378173828
2016-04-05,131.85482788085938
2016-04-06,139.6776123046875
2016-04-07,137.09033203125
2016-04-08,138.51902770996094
2016-04-11,137.1774444580078
2016-04-12,136.72442626953125
2016-04-13,135.94041442871094
2016-04-14,136.62869262695312
2016-04-15,136.5154266357422
2016-04-18,137.68272399902344
2016-04-19,137.0293731689453
2016-04-20,135.90562438964844
2016-04-21,135.16514587402344
2016-04-22,134.89511108398438
2016-04-25,136.62869262695312
2016-04-26,136.11468505859375
2016-04-27,136.4544677734375
2016-04-28,135.53097534179688
2016-04-29,135.94918823242188
2016-05-02,137.43878173828125
2016-05-03,138.06600952148438
2016-05-04,138.3622283935547
2016-05-05,138.6758270263672
2016-05-06,139.37449645996094
2016-05-09,140.70188903808594
2016-05-10,142.8066864013672
2016-05-11,142.3001251220703
2016-05-12,141.3918914794922
2016-05-13,141.01629638671875
2016-05-16,141.94207763671875
2016-05-17,138.11685180664062
2016-05-18,134.91175842285156
2016-05-19,136.3177947998047
2016-05-20,134.5798797607422
2016-05-23,134.7458038330078
2016-05-24,137.72389221191406
2016-05-25,137.0252227783203
2016-05-26,137.9422149658203
2016-05-27,137.83746337890625
2016-05-31,133.750244140625
2016-06-01,134.32664489746094
2016-06-02,134.62359619140625
2016-06-03,133.9685821533203
2016-06-06,135.45321655273438
2016-06-07,131.96868896484375
2016-06-08,134.54495239257812
2016-06-09,134.5798797607422
2016-06-10,133.9685821533203
2016-06-13,133.51449584960938
2016-06-14,137.21734619140625
2016-06-15,136.4488525390625
2016-06-16,136.9029541015625
2016-06-17,134.5362548828125
2016-06-20,134.78073120117188
2016-06-21,135.22618103027344
2016-06-22,134.18685913085938
2016-06-23,136.23052978515625
2016-06-24,133.20880126953125
2016-06-27,133.70657348632812
2016-06-28,137.68019104003906
2016-06-29,139.19979858398438
2016-06-30,144.448486328125
2016-07-01,142.88526916503906
2016-07-05,144.8852081298828
2016-07-06,144.3961181640625
2016-07-07,144.98121643066406
2016-07-08,144.96372985839844
2016-07-11,143.4092559814453
2016-07-12,142.9900360107422
2016-07-13,142.8066864013672
2016-07-14,142.2739715576172
2016-07-15,142.43115234375
2016-07-18,142.45729064941406
2016-07-19,143.23463439941406
2016-07-20,145.26942443847656
2016-07-21,144.4397735595703
2016-07-22,146.4222412109375
2016-07-25,145.25198364257812
2016-07-26,144.4397735595703
2016-07-27,142.32630920410156
2016-07-28,142.8677978515625
2016-07-29,143.7760467529297
2016-08-01,143.16477966308594
2016-08-02,142.02940368652344
2016-08-03,142.09046936035156
2016-08-04,142.8939666748047
2016-08-05,142.42242431640625
2016-08-08,142.3961639404297
2016-08-09,144.1470489501953
2016-08-10,145.42529296875
2016-08-11,144.57606506347656
2016-08-12,144.8999481201172
2016-08-15,144.45350646972656
2016-08-16,143.98948669433594
2016-08-17,144.7073974609375
2016-08-18,144.68988037109375
2016-08-19,144.89122009277344
2016-08-22,145.1363983154297
2016-08-23,145.65289306640625
2016-08-24,145.86302185058594
2016-08-25,145.9330291748047
2016-08-26,144.9700164794922
2016-08-29,146.02935791015625
2016-08-30,145.4602813720703
2016-08-31,143.62181091308594
2016-09-01,144.27838134765625
2016-09-02,146.2044677734375
2016-09-06,146.0730743408203
2016-09-07,145.32020568847656
2016-09-08,144.93499755859375
2016-09-09,142.13351440429688
2016-09-12,144.33969116210938
2016-09-13,141.2229461669922
2016-09-14,142.3698272705078
2016-09-15,145.74041748046875
2016-09-16,144.11204528808594
2016-09-19,142.42239379882812
2016-09-20,142.5712127685547
2016-09-21,145.14512634277344
2016-09-22,145.3464813232422
2016-09-23,145.88055419921875
2016-09-26,144.9612579345703
2016-09-27,145.29393005371094
2016-09-28,144.71612548828125
2016-09-29,143.28912353515625
2016-09-30,145.75796508789062
2016-10-03,144.8999481201172
2016-10-04,145.19766235351562
2016-10-05,147.605224609375
2016-10-06,149.73260498046875
2016-10-07,147.81527709960938
2016-10-10,149.9164581298828
2016-10-11,148.57701110839844
2016-10-12,148.83087158203125
2016-10-13,147.9029083251953
2016-10-14,148.35813903808594
2016-10-17,146.3183135986328
2016-10-18,146.37957763671875
2016-10-19,146.5108642578125
2016-10-20,146.17816162109375
2016-10-21,146.5633544921875
2016-10-24,148.45440673828125
2016-10-25,147.20249938964844
2016-10-26,145.77548217773438
2016-10-27,145.0050811767578
2016-10-28,145.3464813232422
2016-10-31,146.3094482421875
2016-11-01,143.09652709960938
2016-11-02,143.31539916992188
2016-11-03,140.1373748779297
2016-11-04,140.06723022460938
2016-11-07,145.6316375732422
2016-11-08,146.17578125
2016-11-09,135.08204650878906
2016-11-10,134.16925048828125
2016-11-11,133.74798583984375
2016-11-14,129.8423309326172
2016-11-15,133.7830810546875
2016-11-16,134.58172607421875
2016-11-17,135.8631591796875
2016-11-18,136.17910766601562
2016-11-21,138.13629150390625
2016-11-22,137.36392211914062
2016-11-23,135.66134643554688
2016-11-25,137.28497314453125
2016-11-28,137.15330505371094
2016-11-29,136.74082946777344
2016-11-30,132.65087890625
2016-12-01,127.56037139892578
2016-12-02,128.15721130371094
2016-12-05,130.66732788085938
2016-12-06,129.87742614746094
2016-12-07,131.5625457763672
2016-12-08,132.6069793701172
2016-12-09,134.12538146972656
2016-12-12,134.64315795898438
2016-12-13,136.22299194335938
2016-12-14,136.5564727783203
2016-12-15,137.1269989013672
2016-12-16,138.46981811523438
2016-12-19,137.59217834472656
2016-12-20,132.04531860351562
2016-12-21,133.15115356445312
2016-12-22,130.5444793701172
2016-12-23,132.3437042236328
2016-12-27,132.65087890625
2016-12-28,133.74798583984375
2016-12-29,134.93280029296875
2016-12-30,134.5554656982422
2017-01-03,135.8192596435547
2017-01-04,138.6629180908203
2017-01-05,128.79795837402344
2017-01-06,131.15884399414062
2017-01-09,131.88726806640625
2017-01-10,130.98329162597656
2017-01-11,130.77272033691406
2017-01-12,129.48248291015625
2017-01-13,131.01841735839844
2017-01-17,134.92404174804688
2017-01-18,132.07162475585938
2017-01-19,131.2904815673828
2017-01-20,131.72056579589844
2017-01-23,133.01072692871094
2017-01-24,134.3271942138672
2017-01-25,135.2400360107422
2017-01-26,131.6240234375
2017-01-27,130.7024383544922
2017-01-30,130.19342041015625
2017-01-31,131.43972778320312
2017-02-01,131.51870727539062
2017-02-02,131.00965881347656
2017-02-03,130.83409118652344
2017-02-06,131.44850158691406
2017-02-07,133.762939453125
2017-02-08,136.0333709716797
2017-02-09,137.04537963867188
2017-02-10,136.7989959716797
2017-02-13,136.83421325683594
2017-02-14,137.1861572265625
2017-02-15,137.46783447265625
2017-02-16,139.49185180664062
2017-02-17,141.96469116210938
2017-02-21,140.8822784423828
2017-02-22,140.9790802001953
2017-02-23,135.1709747314453
2017-02-24,139.791015625
2017-02-27,138.8670196533203
2017-02-28,139.755859375
2017-03-01,140.45986938476562
2017-03-02,139.4214324951172
2017-03-03,139.7118682861328
2017-03-06,138.8670196533203
2017-03-07,138.34783935546875
2017-03-08,137.61744689941406
2017-03-09,137.09820556640625
2017-03-10,138.65582275390625
2017-03-13,139.38626098632812
2017-03-14,140.02867126464844
2017-03-15,142.66873168945312
2017-03-16,142.59832763671875
2017-03-17,142.3430938720703
2017-03-20,143.04710388183594
2017-03-21,144.86000061035156
2017-03-22,144.49916076660156
2017-03-23,143.19671630859375
2017-03-24,144.37594604492188
2017-03-27,144.0415802001953
2017-03-28,142.94155883789062
2017-03-29,144.0503692626953
2017-03-30,142.95030212402344
2017-03-31,142.6247100830078
2017-04-03,142.26393127441406
2017-04-04,142.1318817138672
2017-04-05,142.0351104736328
2017-04-06,151.16091918945312
2017-04-07,149.92889404296875
2017-04-10,150.7209014892578
2017-04-11,149.91131591796875
2017-04-12,149.56809997558594
2017-04-13,148.67922973632812
2017-04-17,149.70887756347656
2017-04-18,151.5481414794922
2017-04-19,151.31051635742188
2017-04-20,152.19937133789062
2017-04-21,151.44248962402344
2017-04-24,152.26968383789062
2017-04-25,151.8385009765625
2017-04-26,150.02566528320312
2017-04-27,150.53610229492188
2017-04-28,151.8385009765625
2017-05-01,151.42489624023438
2017-05-02,153.63375854492188
2017-05-03,152.8946075439453
2017-05-04,155.939453125
2017-05-05,157.0922393798828
2017-05-08,158.4425811767578
2017-05-09,156.89808654785156
2017-05-10,156.7215576171875
2017-05-11,157.35702514648438
2017-05-12,157.60415649414062
2017-05-15,159.1133575439453
2017-05-16,160.81674194335938
2017-05-17,159.4663848876953
2017-05-18,159.60765075683594
2017-05-19,161.4610595703125
2017-05-22,162.52015686035156
2017-05-23,159.6252899169922
2017-05-24,157.83363342285156
2017-05-25,158.98980712890625
2017-05-26,159.68702697753906
2017-05-30,159.31631469726562
2017-05-31,161.29335021972656
2017-06-01,163.00558471679688
2017-06-02,163.07623291015625
2017-06-05,162.8467254638672
2017-06-06,164.01173400878906
2017-06-07,162.87319946289062
2017-06-08,161.91119384765625
2017-06-09,159.74879455566406
2017-06-12,158.10720825195312
2017-06-13,158.46913146972656
2017-06-14,158.7779541015625
2017-06-15,159.13101196289062
2017-06-16,159.64292907714844
2017-06-19,161.76113891601562
2017-06-20,162.88209533691406
2017-06-21,162.83790588378906
2017-06-22,162.49371337890625
2017-06-23,162.89968872070312
2017-06-26,161.04624938964844
2017-06-27,160.87857055664062
2017-06-28,162.11419677734375
2017-06-29,170.15460205078125
2017-06-30,170.98422241210938
2017-07-03,169.21902465820312
2017-07-05,171.1519012451172
2017-07-06,171.01068115234375
2017-07-07,170.79884338378906
2017-07-10,171.06369018554688
2017-07-11,171.12538146972656
2017-07-12,173.9585418701172
2017-07-13,173.2083282470703
2017-07-14,175.03530883789062
2017-07-17,173.51722717285156
2017-07-18,174.0291748046875
2017-07-19,175.01766967773438
2017-07-20,174.85874938964844
2017-07-21,175.21182250976562
2017-07-24,172.98768615722656
2017-07-25,170.93125915527344
2017-07-26,170.67532348632812
2017-07-27,171.62850952148438
2017-07-28,171.7432403564453
2017-07-31,170.6488037109375
2017-08-01,171.88446044921875
2017-08-02,170.7900390625
2017-08-03,170.37521362304688
2017-08-04,171.06369018554688
2017-08-07,172.54151916503906
2017-08-08,172.28485107421875
2017-08-09,172.91323852539062
2017-08-10,172.29371643066406
2017-08-11,173.14332580566406
2017-08-14,174.5061798095703
2017-08-15,175.84243774414062
2017-08-16,175.7274627685547
2017-08-17,174.40879821777344
2017-08-18,175.11676025390625
2017-08-21,175.32916259765625
2017-08-22,174.10792541503906
2017-08-23,174.09902954101562
2017-08-24,174.2318115234375
2017-08-25,175.50619506835938
2017-08-28,175.11676025390625
2017-08-29,175.57696533203125
2017-08-30,176.58583068847656
2017-08-31,177.08145141601562
2017-09-01,177.19642639160156
2017-09-05,177.95748901367188
2017-09-06,179.22303771972656
2017-09-07,178.9486846923828
2017-09-08,179.10800170898438
2017-09-11,180.2672882080078
2017-09-12,181.08145141601562
2017-09-13,180.93099975585938
2017-09-14,180.86907958984375
2017-09-15,180.00177001953125
2017-09-18,180.4442138671875
2017-09-19,179.05482482910156
2017-09-20,178.559326171875
2017-09-21,177.89559936523438
2017-09-22,178.5946807861328
2017-09-25,177.53274536132812
2017-09-26,177.39120483398438
2017-09-27,176.81593322753906
2017-09-28,176.37344360351562
2017-09-29,176.5061798095703
2017-10-02,176.417724609375
2017-10-03,176.1787872314453
2017-10-04,178.0371551513672
2017-10-05,185.17886352539062
2017-10-06,185.9398651123047
2017-10-09,184.24073791503906
2017-10-10,184.03721618652344
2017-10-11,183.84251403808594
2017-10-12,183.54168701171875
2017-10-13,184.56825256347656
2017-10-16,186.24078369140625
2017-10-17,189.0638427734375
2017-10-18,187.42669677734375
2017-10-19,187.59475708007812
2017-10-20,186.94871520996094
2017-10-23,187.3558807373047
2017-10-24,188.18768310546875
2017-10-25,188.0372314453125
2017-10-26,187.38238525390625
2017-10-27,187.5240478515625
2017-10-30,188.49745178222656
2017-10-31,193.88690185546875
2017-11-01,191.15234375
2017-11-02,189.6655731201172
2017-11-03,191.07273864746094
2017-11-06,191.4364013671875
2017-11-07,191.1525421142578
2017-11-08,193.059814453125
2017-11-09,193.5033721923828
2017-11-10,193.98236083984375
2017-11-13,195.83644104003906
2017-11-14,193.4678497314453
2017-11-15,192.64283752441406
2017-11-16,192.8025360107422
2017-11-17,191.8710479736328
2017-11-20,193.01541137695312
2017-11-21,194.94927978515625
2017-11-22,195.56143188476562
2017-11-24,196.82997131347656
2017-11-27,195.26866149902344
2017-11-28,195.1799774169922
2017-11-29,190.15899658203125
2017-11-30,193.02426147460938
2017-12-01,193.92031860351562
2017-12-04,191.91543579101562
2017-12-05,192.34127807617188
2017-12-06,192.4387969970703
2017-12-07,192.36785888671875
2017-12-08,193.37026977539062
2017-12-11,194.60333251953125
2017-12-12,195.17108154296875
2017-12-13,193.90257263183594
2017-12-14,197.6017608642578
2017-12-15,199.10093688964844
2017-12-18,197.30905151367188
2017-12-19,198.027587890625
2017-12-20,198.27593994140625
2017-12-21,199.24290466308594
2017-12-22,198.54209899902344
2017-12-26,200.05020141601562
2017-12-27,200.4671173095703
2017-12-28,202.24124145507812
2017-12-29,202.76470947265625
2018-01-02,200.98158264160156
2018-01-03,201.81549072265625
2018-01-04,200.29856872558594
2018-01-05,195.05577087402344
2018-01-08,192.35897827148438
2018-01-09,197.0074005126953
2018-01-10,194.5944366455078
2018-01-11,194.31948852539062
2018-01-12,192.9622039794922
2018-01-16,193.17510986328125
2018-01-17,194.47030639648438
2018-01-18,192.75814819335938
2018-01-19,193.63641357421875
2018-01-22,194.5590057373047
2018-01-23,195.8542022705078
2018-01-24,196.96302795410156
2018-01-25,196.3243408203125
2018-01-26,198.39129638671875
2018-01-29,195.81866455078125
2018-01-30,195.2065887451172
2018-01-31,194.6920928955078
2018-02-01,195.77432250976562
2018-02-02,191.5162353515625
2018-02-05,187.17831420898438
2018-02-06,191.8710479736328
2018-02-07,189.9727020263672
2018-02-08,185.6153106689453
2018-02-09,186.97589111328125
2018-02-12,189.42132568359375
2018-02-13,189.83042907714844
2018-02-14,190.30174255371094
2018-02-15,192.80052185058594
2018-02-16,195.14813232421875
2018-02-20,193.2629852294922
2018-02-21,190.11497497558594
2018-02-22,189.5102996826172
2018-02-23,193.37855529785156
2018-02-26,193.8943634033203
2018-02-27,193.90321350097656
2018-02-28,191.61781311035156
2018-03-01,192.03578186035156
2018-03-02,195.49497985839844
2018-03-05,195.21043395996094
2018-03-06,197.913818359375
2018-03-07,199.11427307128906
2018-03-08,202.48463439941406
2018-03-09,204.83221435546875
2018-03-12,204.6632843017578
2018-03-13,202.69801330566406
2018-03-14,202.20889282226562
2018-03-15,201.76431274414062
2018-03-16,203.23153686523438
2018-03-19,201.28408813476562
2018-03-20,202.40452575683594
2018-03-21,201.03514099121094
2018-03-22,199.3988494873047
2018-03-23,196.45541381835938
2018-03-26,195.9485321044922
2018-03-27,194.27671813964844
2018-03-28,196.0730438232422
2018-03-29,202.68020629882812
2018-04-02,202.8936004638672
2018-04-03,200.16363525390625
2018-04-04,201.37303161621094
2018-04-05,204.4676513671875
2018-04-06,202.03106689453125
2018-04-09,201.15957641601562
2018-04-10,201.03514099121094
2018-04-11,200.4838104248047
2018-04-12,199.38995361328125
2018-04-13,199.09646606445312
2018-04-16,201.87991333007812
2018-04-17,205.77487182617188
2018-04-18,206.45069885253906
2018-04-19,204.19198608398438
2018-04-20,202.37786865234375
2018-04-23,202.9825897216797
2018-04-24,201.17739868164062
2018-04-25,201.7465057373047
2018-04-26,203.40052795410156
2018-04-27,208.28253173828125
2018-04-30,207.3133087158203
2018-05-01,204.245361328125
2018-05-02,201.68426513671875
2018-05-03,199.25657653808594
2018-05-04,196.77549743652344
2018-05-07,199.0164337158203
2018-05-08,196.9355926513672
2018-05-09,198.0509033203125
2018-05-10,196.64112854003906
2018-05-11,196.49839782714844
2018-05-14,197.91708374023438
2018-05-15,197.87242126464844
2018-05-16,197.59585571289062
2018-05-17,198.21151733398438
2018-05-18,196.56088256835938
2018-05-21,195.7042999267578
2018-05-22,192.65284729003906
2018-05-23,193.24176025390625
2018-05-24,193.5807342529297
2018-05-25,193.4469451904297
2018-05-29,196.0612335205078
2018-05-30,200.6116180419922
2018-05-31,199.04132080078125
2018-06-01,198.74684143066406
2018-06-04,201.49496459960938
2018-06-05,200.99530029296875
2018-06-06,200.183349609375
2018-06-07,199.4427947998047
2018-06-08,202.7886962890625
2018-06-11,201.7269287109375
2018-06-12,204.95684814453125
2018-06-13,204.5286102294922
2018-06-14,207.16065979003906
2018-06-15,207.91018676757812
2018-06-18,207.2320556640625
2018-06-19,206.86627197265625
2018-06-20,206.553955078125
2018-06-21,206.42906188964844
2018-06-22,206.5718231201172
2018-06-25,203.46682739257812
2018-06-26,204.90333557128906
2018-06-27,204.68919372558594
2018-06-28,207.2945556640625
2018-06-29,195.2849578857422
2018-07-02,192.64390563964844
2018-07-03,191.82308959960938
2018-07-05,192.49221801757812
2018-07-06,191.81411743164062
2018-07-09,194.7763671875
2018-07-10,194.49082946777344
2018-07-11,193.92872619628906
2018-07-12,194.08045959472656
2018-07-13,192.278076171875
2018-07-16,190.44900512695312
2018-07-17,190.80589294433594
2018-07-18,191.2609405517578
2018-07-19,192.56358337402344
2018-07-20,192.6885528564453
2018-07-23,191.8319854736328
2018-07-24,191.47509765625
2018-07-25,191.9657745361328
2018-07-26,191.5018768310547
2018-07-27,190.89511108398438
2018-07-30,187.07635498046875
2018-07-31,187.57601928710938
2018-08-01,185.99668884277344
2018-08-02,185.53273010253906
2018-08-03,190.94863891601562
2018-08-06,189.61917114257812
2018-08-07,193.7324676513672
2018-08-08,191.3055419921875
2018-08-09,192.29931640625
2018-08-10,190.97430419921875
2018-08-13,191.44879150390625
2018-08-14,198.59356689453125
2018-08-15,186.47071838378906
2018-08-16,181.2867889404297
2018-08-17,182.58499145507812
2018-08-20,181.66281127929688
2018-08-21,179.50506591796875
2018-08-22,182.07469177246094
2018-08-23,183.43560791015625
2018-08-24,185.87086486816406
2018-08-27,188.25245666503906
2018-08-28,185.4858856201172
2018-08-29,187.3481903076172
2018-08-30,186.9094696044922
2018-08-31,186.40805053710938
2018-09-04,189.01351928710938
2018-09-05,187.79583740234375
2018-09-06,186.78411865234375
2018-09-07,189.5596923828125
2018-09-10,189.86407470703125
2018-09-11,192.72915649414062
2018-09-12,193.38272094726562
2018-09-13,192.34413146972656
2018-09-14,189.85516357421875
2018-09-17,190.1058349609375
2018-09-18,191.1712188720703
2018-09-19,192.64852905273438
2018-09-20,195.6927032470703
2018-09-21,194.23326110839844
2018-09-24,193.67819213867188
2018-09-25,192.05764770507812
2018-09-26,191.38613891601562
2018-09-27,192.44261169433594
2018-09-28,193.05145263671875
2018-10-01,190.99220275878906
2018-10-02,190.46395874023438
2018-10-03,188.70018005371094
2018-10-04,198.8532257080078
2018-10-05,199.82020568847656
2018-10-08,204.73550415039062
2018-10-09,202.5867462158203
2018-10-10,198.4145050048828
2018-10-11,194.9764404296875
2018-10-12,202.0674285888672
2018-10-15,200.29466247558594
2018-10-16,203.20452880859375
2018-10-17,203.4193878173828
2018-10-18,201.53021240234375
2018-10-19,199.59632873535156
2018-10-22,196.22091674804688
2018-10-23,192.38893127441406
2018-10-24,189.9715118408203
2018-10-25,190.83995056152344
2018-10-26,187.98390197753906
2018-10-29,181.5285186767578
2018-10-30,177.69654846191406
2018-10-31,178.37698364257812
2018-11-01,179.8542938232422
2018-11-02,180.24819946289062
2018-11-05,179.99659729003906
2018-11-06,183.32156372070312
2018-11-07,185.79278564453125
2018-11-08,183.9685516357422
2018-11-09,182.5397186279297
2018-11-12,181.49732971191406
2018-11-13,179.40345764160156
2018-11-14,177.3096466064453
2018-11-15,177.42652893066406
2018-11-16,176.6087646484375
2018-11-19,173.78700256347656
2018-11-20,171.38768005371094
2018-11-21,174.52394104003906
2018-11-23,173.292724609375
2018-11-26,174.43405151367188
2018-11-27,175.9527587890625
2018-11-28,180.91319274902344
2018-11-29,176.32115173339844
2018-11-30,175.91676330566406
2018-12-03,178.118408203125
2018-12-04,171.79202270507812
2018-12-06,171.38768005371094
2018-12-07,169.49154663085938
2018-12-10,168.3143768310547
2018-12-11,169.63531494140625
2018-12-12,167.8021240234375
2018-12-13,164.1177520751953
2018-12-14,162.8955535888672
2018-12-17,158.2046661376953
2018-12-18,155.1223602294922
2018-12-19,154.64608764648438
2018-12-20,149.9641876220703
2018-12-21,145.74061584472656
2018-12-24,141.04074096679688
2018-12-26,146.8549041748047
2018-12-27,146.92681884765625
2018-12-28,146.3516845703125
2018-12-31,144.51853942871094
2019-01-02,147.41207885742188
2019-01-03,145.21942138671875
2019-01-04,149.7305145263672
2019-01-07,152.8757781982422
2019-01-08,154.87075805664062
2019-01-09,135.63995361328125
2019-01-10,143.71871948242188
2019-01-11,143.0717010498047
2019-01-14,144.554443359375
2019-01-15,144.2578887939453
2019-01-16,143.67376708984375
2019-01-17,144.1051483154297
2019-01-18,147.51092529296875
2019-01-22,148.0321502685547
2019-01-23,148.8049774169922
2019-01-24,148.08602905273438
2019-01-25,149.892333984375
2019-01-28,150.8808135986328
2019-01-29,151.10545349121094
2019-01-30,153.3160858154297
2019-01-31,156.0569610595703
2019-02-01,156.13783264160156
2019-02-04,155.29312133789062
2019-02-05,157.00950622558594
2019-02-06,154.8258056640625
2019-02-07,156.40745544433594
2019-02-08,157.45883178710938
2019-02-11,155.91567993164062
2019-02-12,155.16659545898438
2019-02-13,157.72056579589844
2019-02-14,156.9895477294922
2019-02-15,157.84686279296875
2019-02-19,157.6754150390625
2019-02-20,150.6905059814453
2019-02-21,149.49024963378906
2019-02-22,152.56759643554688
2019-02-25,150.84390258789062
2019-02-26,152.88345336914062
2019-02-27,152.73899841308594
2019-02-28,152.65780639648438
2019-03-01,155.16659545898438
2019-03-04,153.98440551757812
2019-03-05,151.13267517089844
2019-03-06,149.8602752685547
2019-03-07,151.28611755371094
2019-03-08,149.9775390625
2019-03-11,151.90878295898438
2019-03-12,152.34193420410156
2019-03-13,154.01148986816406
2019-03-14,153.96632385253906
2019-03-15,153.8219757080078
2019-03-18,154.3905029296875
2019-03-19,151.00633239746094
2019-03-20,148.5426788330078
2019-03-21,152.86538696289062
2019-03-22,152.99171447753906
2019-03-25,151.6470947265625
2019-03-26,154.95904541015625
2019-03-27,153.52415466308594
2019-03-28,155.67198181152344
2019-03-29,158.2259063720703
2019-04-01,160.26548767089844
2019-04-02,159.47132873535156
2019-04-03,162.16055297851562
2019-04-04,172.7733612060547
2019-04-05,174.44284057617188
2019-04-08,173.5765380859375
2019-04-09,172.26795959472656
2019-04-10,171.5550537109375
2019-04-11,172.52061462402344
2019-04-12,171.94305419921875
2019-04-15,172.2950439453125
2019-04-16,171.47381591796875
2019-04-17,172.89065551757812
2019-04-18,179.40634155273438
