Date,AZN.L
2016-05-04,3821.9814453125
2016-05-05,3799.044189453125
2016-05-06,3788.0751953125
2016-05-09,3933.6728515625
2016-05-10,3917.219482421875
2016-05-11,3921.706298828125
2016-05-12,3869.35107421875
2016-05-13,3929.186279296875
2016-05-16,3904.254638671875
2016-05-17,3919.712158203125
2016-05-18,3889.794921875
2016-05-19,3801.53759765625
2016-05-20,3883.8115234375
2016-05-23,3889.794921875
2016-05-24,3947.635986328125
2016-05-25,4003.481689453125
2016-05-26,4000.490478515625
2016-05-27,4011.459716796875
2016-05-31,4016.944580078125
2016-06-01,4004.47900390625
2016-06-02,4030.90625
2016-06-03,4027.914794921875
2016-06-06,4056.336669921875
2016-06-07,4042.873291015625
2016-06-08,4021.432373046875
2016-06-09,3942.150390625
2016-06-10,3841.42822265625
2016-06-13,3814.501708984375
2016-06-14,3763.641845703125
2016-06-15,3801.53759765625
2016-06-16,3800.5400390625
2016-06-17,3782.58984375
2016-06-20,3837.438720703125
2016-06-21,3861.871826171875
2016-06-22,3876.33154296875
2016-06-23,3887.7998046875
2016-06-24,4020.43505859375
2016-06-27,4114.6748046875
2016-06-28,4261.77099609375
2016-06-29,4368.4775390625
2016-06-30,4454.740234375
2016-07-01,4490.14208984375
2016-07-04,4461.72021484375
2016-07-05,4541.99951171875
2016-07-06,4540.00537109375
2016-07-07,4580.892578125
2016-07-08,4561.44580078125
2016-07-11,4543.49560546875
2016-07-12,4463.71533203125
2016-07-13,4486.65283203125
2016-07-14,4457.2333984375
2016-07-15,4489.642578125
2016-07-18,4514.5751953125
2016-07-19,4521.05810546875
2016-07-20,4566.43212890625
2016-07-21,4511.0859375
2016-07-22,4599.84130859375
2016-07-25,4640.72802734375
2016-07-26,4625.76904296875
2016-07-27,4677.1279296875
2016-07-28,5013.20263671875
2016-07-29,5034.1455078125
2016-08-01,5052.09716796875
2016-08-02,4988.271484375
2016-08-03,5002.23291015625
2016-08-04,5138.85693359375
2016-08-05,5205.67333984375
2016-08-08,5175.7568359375
2016-08-09,5162.791015625
2016-08-10,5145.83837890625
2016-08-11,5147.52099609375
2016-08-12,5091.66650390625
2016-08-15,5130.56494140625
2016-08-16,5083.6875
2016-08-17,5055.76123046875
2016-08-18,5032.81982421875
2016-08-19,5044.7890625
2016-08-22,5077.703125
2016-08-23,5048.77880859375
2016-08-24,5066.73291015625
2016-08-25,4997.91259765625
2016-08-26,4942.05810546875
2016-08-30,4988.935546875
2016-08-31,4896.17822265625
2016-09-01,4808.4091796875
2016-09-02,4925.6015625
2016-09-05,4890.1943359375
2016-09-06,4853.29150390625
2016-09-07,4864.26171875
2016-09-08,4853.7900390625
2016-09-09,4806.4130859375
2016-09-12,4845.3134765625
2016-09-13,4854.28759765625
2016-09-14,4939.06689453125
2016-09-15,4980.95703125
2016-09-16,5081.69287109375
2016-09-19,5065.73486328125
2016-09-20,5098.6484375
2016-09-21,5052.76953125
2016-09-22,5143.53076171875
2016-09-23,5156.4970703125
2016-09-26,5085.68310546875
2016-09-27,5044.7890625
2016-09-28,5108.62158203125
2016-09-29,5012.873046875
2016-09-30,4990.9306640625
2016-10-03,5027.833984375
2016-10-04,5011.87646484375
2016-10-05,5028.83203125
2016-10-06,5012.873046875
2016-10-07,5072.71728515625
2016-10-10,5082.689453125
2016-10-11,5037.80810546875
2016-10-12,4945.54931640625
2016-10-13,4937.5703125
2016-10-14,4934.07861328125
2016-10-17,4961.5078125
2016-10-18,4988.935546875
2016-10-19,4927.59521484375
2016-10-20,4964.49951171875
2016-10-21,4939.06689453125
2016-10-24,4838.3310546875
2016-10-25,4798.9326171875
2016-10-26,4764.52197265625
2016-10-27,4602.44775390625
2016-10-28,4604.9404296875
2016-10-31,4576.017578125
2016-11-01,4500.21533203125
2016-11-02,4513.6796875
2016-11-03,4422.91845703125
2016-11-04,4356.59130859375
2016-11-07,4418.9287109375
2016-11-08,4438.8759765625
2016-11-09,4563.5498046875
2016-11-10,4392.99609375
2016-11-11,4314.7021484375
2016-11-14,4354.09814453125
2016-11-15,4350.10791015625
2016-11-16,4342.12890625
2016-11-17,4328.66552734375
2016-11-18,4312.2080078125
2016-11-21,4314.203125
2016-11-22,4194.51611328125
2016-11-23,4157.11376953125
2016-11-24,4199.00439453125
2016-11-25,4290.26416015625
2016-11-28,4237.404296875
2016-11-29,4234.91064453125
2016-11-30,4138.6630859375
2016-12-01,4069.343505859375
2016-12-02,4044.4091796875
2016-12-05,4022.96533203125
2016-12-06,4026.955078125
2016-12-07,3996.534912109375
2016-12-08,4105.25
2016-12-09,4268.8212890625
2016-12-12,4195.01513671875
2016-12-13,4304.72802734375
2016-12-14,4293.75634765625
2016-12-15,4388.50830078125
2016-12-16,4389.505859375
2016-12-19,4292.26123046875
2016-12-20,4320.18701171875
2016-12-21,4301.23583984375
2016-12-22,4331.158203125
2016-12-23,4395.490234375
2016-12-28,4405.4638671875
2016-12-29,4415.4384765625
2016-12-30,4425.90869140625
2017-01-03,4427.40576171875
2017-01-04,4464.80859375
2017-01-05,4538.115234375
2017-01-06,4538.61474609375
2017-01-09,4595.46630859375
2017-01-10,4647.8291015625
2017-01-11,4565.04638671875
2017-01-12,4543.60205078125
2017-01-13,4596.96240234375
2017-01-16,4563.5498046875
2017-01-17,4518.66796875
2017-01-18,4568.53662109375
2017-01-19,4456.830078125
2017-01-20,4307.220703125
2017-01-23,4244.3857421875
2017-01-24,4203.99072265625
2017-01-25,4251.36669921875
2017-01-26,4286.77392578125
2017-01-27,4227.92822265625
2017-01-30,4249.373046875
2017-01-31,4183.046875
2017-02-01,4235.908203125
2017-02-02,4261.3408203125
2017-02-03,4346.6181640625
2017-02-06,4376.04052734375
2017-02-07,4437.87939453125
2017-02-08,4472.7880859375
2017-02-09,4563.0517578125
2017-02-10,4614.41650390625
2017-02-13,4638.353515625
2017-02-14,4613.91748046875
2017-02-15,4671.76611328125
2017-02-16,4514.13037109375
2017-02-17,4584.46923828125
2017-02-20,4559.5263671875
2017-02-21,4551.54541015625
2017-02-22,4545.55859375
2017-02-23,4589.95751953125
2017-02-24,4598.4365234375
2017-02-27,4597.9365234375
2017-02-28,4633.35693359375
2017-03-01,4665.78271484375
2017-03-02,4736.12109375
2017-03-03,4769.54443359375
2017-03-06,4751.0859375
2017-03-07,4705.6904296875
2017-03-08,4744.6005859375
2017-03-09,4753.58056640625
2017-03-10,4748.5927734375
2017-03-13,4803.96435546875
2017-03-14,4843.37353515625
2017-03-15,4838.884765625
2017-03-16,4854.8486328125
2017-03-17,4885.77734375
2017-03-20,4888.7705078125
2017-03-21,4815.43798828125
2017-03-22,4841.37841796875
2017-03-23,4948.13232421875
2017-03-24,4917.20361328125
2017-03-27,4963.09912109375
2017-03-28,4948.63134765625
2017-03-29,4943.14599609375
2017-03-30,4915.70849609375
2017-03-31,4901.2412109375
2017-04-03,4898.74658203125
2017-04-04,4943.64404296875
2017-04-05,4846.36767578125
2017-04-06,4784.01123046875
2017-04-07,4782.51416015625
2017-04-10,4727.14013671875
2017-04-11,4734.1259765625
2017-04-12,4723.64892578125
2017-04-13,4732.12939453125
2017-04-18,4575.98876953125
2017-04-19,4582.97265625
2017-04-20,4583.970703125
2017-04-21,4555.5341796875
2017-04-24,4651.814453125
2017-04-25,4677.255859375
2017-04-26,4675.75927734375
2017-04-27,4687.2333984375
2017-04-28,4626.87158203125
2017-05-02,4645.328125
2017-05-03,4652.81201171875
2017-05-04,4638.3447265625
2017-05-05,4594.94482421875
2017-05-08,4594.94482421875
2017-05-09,4699.7041015625
2017-05-10,4701.69970703125
2017-05-11,4736.6201171875
2017-05-12,5164.13818359375
2017-05-15,5182.0966796875
2017-05-16,5235.97216796875
2017-05-17,5242.9560546875
2017-05-18,5128.2197265625
2017-05-19,5107.26806640625
2017-05-22,5118.24267578125
2017-05-23,5129.2177734375
2017-05-24,5173.1171875
2017-05-25,5197.06103515625
2017-05-26,5215.0205078125
2017-05-30,5203.0478515625
2017-05-31,5222.00390625
2017-06-01,5315.78857421875
2017-06-02,5351.70654296875
2017-06-05,5330.75390625
2017-06-06,5342.7265625
2017-06-07,5289.8486328125
2017-06-08,5297.83056640625
2017-06-09,5324.76806640625
2017-06-12,5272.88671875
2017-06-13,5248.94189453125
2017-06-14,5288.85009765625
2017-06-15,5270.89208984375
2017-06-16,5271.89013671875
2017-06-19,5331.75244140625
2017-06-20,5403.58642578125
2017-06-21,5387.6240234375
2017-06-22,5495.375
2017-06-23,5388.6220703125
2017-06-26,5424.8251953125
2017-06-27,5351.73681640625
2017-06-28,5227.990234375
2017-06-29,5158.1513671875
2017-06-30,5123.23095703125
2017-07-03,5151.16796875
2017-07-04,5099.2861328125
2017-07-05,5170.1240234375
2017-07-06,5093.29931640625
2017-07-07,5118.24267578125
2017-07-10,5118.24267578125
2017-07-11,5118.24267578125
2017-07-12,5180.1005859375
2017-07-13,5001.51025390625
2017-07-14,4987.0439453125
2017-07-17,5028.44873046875
2017-07-18,5057.38330078125
2017-07-19,5058.380859375
2017-07-20,5111.25830078125
2017-07-21,5140.1923828125
2017-07-24,5077.3359375
2017-07-25,5075.34130859375
2017-07-26,5101.28173828125
2017-07-27,4315.087890625
2017-07-28,4471.22900390625
2017-07-31,4558.52978515625
2017-08-01,4479.7099609375
2017-08-02,4489.6875
2017-08-03,4551.54541015625
2017-08-04,4523.6083984375
2017-08-07,4520.11669921875
2017-08-08,4553.5400390625
2017-08-09,4495.6728515625
2017-08-10,4417.0302734375
2017-08-11,4374.62109375
2017-08-14,4400.56494140625
2017-08-15,4446.9658203125
2017-08-16,4457.94287109375
2017-08-17,4471.4130859375
2017-08-18,4437.486328125
2017-08-21,4408.54833984375
2017-08-22,4424.5146484375
2017-08-23,4485.3828125
2017-08-24,4529.78955078125
2017-08-25,4488.87646484375
2017-08-29,4481.8916015625
2017-08-30,4443.47412109375
2017-08-31,4531.28564453125
2017-09-01,4582.6748046875
2017-09-04,4571.69921875
2017-09-05,4563.71533203125
2017-09-06,4566.7099609375
2017-09-07,4763.7880859375
2017-09-08,4779.75244140625
2017-09-11,4879.5380859375
2017-09-12,4914.46337890625
2017-09-13,4835.13427734375
2017-09-14,4795.71826171875
2017-09-15,4709.4033203125
2017-09-18,4699.923828125
2017-09-19,4763.7880859375
2017-09-20,4741.8349609375
2017-09-21,4758.29833984375
2017-09-22,4901.4921875
2017-09-25,4919.453125
2017-09-26,4877.54345703125
2017-09-27,4872.05517578125
2017-09-28,4898.498046875
2017-09-29,4944.3994140625
2017-10-02,5050.1728515625
2017-10-03,5065.14208984375
2017-10-04,5068.134765625
2017-10-05,5090.0869140625
2017-10-06,5142.974609375
2017-10-09,5160.935546875
2017-10-10,5156.94384765625
2017-10-11,5136.9873046875
2017-10-12,5142.974609375
2017-10-13,5116.0322265625
2017-10-16,5143.9736328125
2017-10-17,5154.94775390625
2017-10-18,5164.9287109375
2017-10-19,5163.93017578125
2017-10-20,5150.95849609375
2017-10-23,5129.00390625
2017-10-24,5068.134765625
2017-10-25,5064.1435546875
2017-10-26,5039.19677734375
2017-10-27,5011.255859375
2017-10-30,5012.25439453125
2017-10-31,5021.23388671875
2017-11-01,5143.9736328125
2017-11-02,5140.978515625
2017-11-03,5168.9189453125
2017-11-06,5120.0234375
2017-11-07,5013.25244140625
2017-11-08,4983.31640625
2017-11-09,4951.38623046875
2017-11-10,4859.58203125
2017-11-13,4919.453125
2017-11-14,4948.88916015625
2017-11-15,4980.82177734375
2017-11-16,5000.279296875
2017-11-17,4964.3564453125
2017-11-20,4949.88818359375
2017-11-21,5025.2265625
2017-11-22,4996.2880859375
2017-11-23,4988.80517578125
2017-11-24,4972.33984375
2017-11-27,4957.87109375
2017-11-28,4952.8818359375
2017-11-29,4889.5185546875
2017-11-30,4766.77978515625
2017-12-01,4756.80224609375
2017-12-04,4734.84912109375
2017-12-05,4711.89794921875
2017-12-06,4713.39599609375
2017-12-07,4694.935546875
2017-12-08,4773.765625
2017-12-11,4866.5654296875
2017-12-12,4924.44189453125
2017-12-13,4902.98876953125
2017-12-14,4874.05126953125
2017-12-15,4870.55810546875
2017-12-18,4900.9931640625
2017-12-19,4877.0439453125
2017-12-20,4849.60302734375
2017-12-21,4911.96923828125
2017-12-22,4931.42724609375
2017-12-27,4934.919921875
2017-12-28,4987.80615234375
2017-12-29,5110.04443359375
2018-01-02,5094.078125
2018-01-03,5154.94775390625
2018-01-04,5159.9375
2018-01-05,5192.8671875
2018-01-08,5141.9755859375
2018-01-09,5152.95166015625
2018-01-10,5125.01220703125
2018-01-11,5121.02197265625
2018-01-12,5121.02197265625
2018-01-15,5119.02587890625
2018-01-16,5038.1982421875
2018-01-17,4979.8232421875
2018-01-18,4969.84423828125
2018-01-19,5032.21142578125
2018-01-22,5043.18701171875
2018-01-23,5090.0869140625
2018-01-24,4960.3662109375
2018-01-25,4987.80615234375
2018-01-26,5084.099609375
2018-01-29,5075.1201171875
2018-01-30,5003.2734375
2018-01-31,4876.044921875
2018-02-01,4875.54833984375
2018-02-02,5025.2265625
2018-02-05,4876.044921875
2018-02-06,4718.3837890625
2018-02-07,4779.25390625
2018-02-08,4834.63525390625
2018-02-09,4759.79541015625
2018-02-12,4849.60302734375
2018-02-13,4820.1669921875
2018-02-14,4819.6669921875
2018-02-15,4704.71826171875
2018-02-16,4730.669921875
2018-02-19,4703.7197265625
2018-02-20,4713.20166015625
2018-02-21,4790.5576171875
2018-02-22,4763.109375
2018-02-23,4743.146484375
2018-02-26,4804.53271484375
2018-02-27,4786.06640625
2018-02-28,4766.10400390625
2018-03-01,4756.62109375
2018-03-02,4727.17578125
2018-03-05,4791.056640625
2018-03-06,4786.56591796875
2018-03-07,4747.1376953125
2018-03-08,4806.0283203125
2018-03-09,4776.5830078125
2018-03-12,4791.056640625
2018-03-13,4774.087890625
2018-03-14,4756.12255859375
2018-03-15,4790.05859375
2018-03-16,4857.93212890625
2018-03-19,4838.46875
2018-03-20,4858.9296875
2018-03-21,4848.44970703125
2018-03-22,4824.49462890625
2018-03-23,4779.07958984375
2018-03-26,4751.1318359375
2018-03-27,4856.93408203125
2018-03-28,4934.7880859375
2018-03-29,4886.37841796875
2018-04-03,4916.82177734375
2018-04-04,4857.93212890625
2018-04-05,4997.67138671875
2018-04-06,4981.2021484375
2018-04-09,4985.693359375
2018-04-10,5067.5400390625
2018-04-11,5060.55419921875
2018-04-12,5035.6005859375
2018-04-13,5000.66552734375
2018-04-16,4906.341796875
2018-04-17,4917.82080078125
2018-04-18,4955.25
2018-04-19,4946.26708984375
2018-04-20,4966.72900390625
2018-04-23,5005.65576171875
2018-04-24,4980.20361328125
2018-04-25,4981.7001953125
2018-04-26,4982.69873046875
2018-04-27,5073.5283203125
2018-04-30,5093.4921875
2018-05-01,5203.2861328125
2018-05-02,5192.3076171875
2018-05-03,5190.31103515625
2018-05-04,5195.30224609375
2018-05-08,5229.23974609375
2018-05-09,5247.205078125
2018-05-10,5242.21533203125
2018-05-11,5269.1640625
2018-05-14,5285.1337890625
2018-05-15,5282.14013671875
2018-05-16,5308.0908203125
2018-05-17,5335.04248046875
2018-05-18,5231.23486328125
2018-05-21,5406.90673828125
2018-05-22,5443.837890625
2018-05-23,5443.837890625
2018-05-24,5417.88623046875
2018-05-25,5467.79345703125
2018-05-29,5391.9345703125
2018-05-30,5454.81787109375
2018-05-31,5455.81591796875
2018-06-01,5410.89990234375
2018-06-04,5409.9013671875
2018-06-05,5367.97998046875
2018-06-06,5362.98876953125
2018-06-07,5330.0498046875
2018-06-08,5343.02587890625
2018-06-11,5357.99853515625
2018-06-12,5323.0634765625
2018-06-13,5349.01513671875
2018-06-14,5437.84912109375
2018-06-15,5387.94287109375
2018-06-18,5372.97021484375
2018-06-19,5353.00830078125
2018-06-20,5368.97802734375
2018-06-21,5245.20849609375
2018-06-22,5219.2578125
2018-06-25,5191.30908203125
2018-06-26,5199.294921875
2018-06-27,5229.23974609375
2018-06-28,5214.26806640625
2018-06-29,5243.21337890625
2018-07-02,5172.34423828125
2018-07-03,5193.30615234375
2018-07-04,5172.34423828125
2018-07-05,5173.34375
2018-07-06,5191.30908203125
2018-07-09,5245.20849609375
2018-07-10,5271.16015625
2018-07-11,5240.2177734375
2018-07-12,5423.87451171875
2018-07-13,5491.74853515625
2018-07-16,5460.0205078125
2018-07-17,5540.65771484375
2018-07-18,5595.55419921875
2018-07-19,5598.54931640625
2018-07-20,5578.5869140625
2018-07-23,5574.59326171875
2018-07-24,5592.560546875
2018-07-25,5552.63623046875
2018-07-26,5785.201171875
2018-07-27,5723.31591796875
2018-07-30,5738.28857421875
2018-07-31,5854.0732421875
2018-08-01,5795.181640625
2018-08-02,5799.17578125
2018-08-03,5835.10791015625
2018-08-06,5810.154296875
2018-08-07,5923.94189453125
2018-08-08,5977.84130859375
2018-08-09,6065.3720703125
2018-08-10,6096.3173828125
2018-08-13,6041.4140625
2018-08-14,6004.478515625
2018-08-15,5931.60693359375
2018-08-16,5925.6162109375
2018-08-17,5919.6279296875
2018-08-20,5968.541015625
2018-08-21,5945.58154296875
2018-08-22,5926.61572265625
2018-08-23,5870.71337890625
2018-08-24,5875.70458984375
2018-08-28,5904.6533203125
2018-08-29,5878.69921875
2018-08-30,5899.66259765625
2018-08-31,5784.86328125
2018-09-03,5878.69921875
2018-09-04,5789.8544921875
2018-09-05,5691.02783203125
2018-09-06,5625.142578125
2018-09-07,5640.11767578125
2018-09-10,5693.0244140625
2018-09-11,5721.97412109375
2018-09-12,5707.0009765625
2018-09-13,5620.15283203125
2018-09-14,5635.125
2018-09-17,5612.1650390625
2018-09-18,5599.1884765625
2018-09-19,5591.203125
2018-09-20,5562.25341796875
2018-09-21,5660.08154296875
2018-09-24,5642.1123046875
2018-09-25,5782.86767578125
2018-09-26,5832.779296875
2018-09-27,5948.576171875
2018-09-28,5952.56982421875
2018-10-01,5979.5224609375
2018-10-02,5989.50439453125
2018-10-03,6067.36865234375
2018-10-04,5992.4990234375
2018-10-05,5871.7119140625
2018-10-08,5757.91064453125
2018-10-09,5707.99755859375
2018-10-10,5692.0263671875
2018-10-11,5606.1767578125
2018-10-12,5536.298828125
2018-10-15,5609.1708984375
2018-10-16,5752.91943359375
2018-10-17,5849.74951171875
2018-10-18,5867.71826171875
2018-10-19,5923.6201171875
2018-10-22,5964.54833984375
2018-10-23,5920.62548828125
2018-10-24,5920.62548828125
2018-10-25,5801.8330078125
2018-10-26,5744.93310546875
2018-10-29,5853.74267578125
2018-10-30,5930.607421875
2018-10-31,5979.5224609375
2018-11-01,5816.80712890625
2018-11-02,5721.97412109375
2018-11-05,5866.72021484375
2018-11-06,5747.927734375
2018-11-07,5846.7548828125
2018-11-08,6082.34228515625
2018-11-09,6161.205078125
2018-11-12,6240.0654296875
2018-11-13,6299.96044921875
2018-11-14,6262.02783203125
2018-11-15,6305.9501953125
2018-11-16,6193.14794921875
2018-11-19,6163.2001953125
2018-11-20,6238.0703125
2018-11-21,6189.154296875
2018-11-22,6074.35498046875
2018-11-23,6180.1708984375
2018-11-26,6127.263671875
2018-11-27,6080.34423828125
2018-11-28,6104.3037109375
2018-11-29,6143.23486328125
2018-11-30,6106.30029296875
2018-12-03,6141.2392578125
2018-12-04,6200.13623046875
2018-12-05,6041.4140625
2018-12-06,5944.5830078125
2018-12-07,5916.6328125
2018-12-10,5996.49267578125
2018-12-11,6093.3232421875
2018-12-12,6083.34033203125
2018-12-13,6091.32666015625
2018-12-14,6119.27734375
2018-12-17,6032.42919921875
2018-12-18,5974.53173828125
2018-12-19,5957.5615234375
2018-12-20,5935.5986328125
2018-12-21,5890.6787109375
2018-12-24,5950.5732421875
2018-12-27,5709.99462890625
2018-12-28,5843.76025390625
2018-12-31,5862.72705078125
2019-01-02,5892.67333984375
2019-01-03,5999.4873046875
2019-01-04,6078.349609375
2019-01-07,5994.49658203125
2019-01-08,5887.6826171875
2019-01-09,5899.66259765625
2019-01-10,5912.6396484375
2019-01-11,5702.0078125
2019-01-14,5499.36328125
2019-01-15,5547.27978515625
2019-01-16,5486.38671875
2019-01-17,5500.36181640625
2019-01-18,5560.2568359375
2019-01-21,5630.134765625
2019-01-22,5546.28173828125
2019-01-23,5559.259765625
2019-01-24,5470.4140625
2019-01-25,5361.60498046875
2019-01-28,5315.68505859375
2019-01-29,5354.61669921875
2019-01-30,5454.44287109375
2019-01-31,5522.3232421875
2019-02-01,5571.23828125
2019-02-04,5558.26123046875
2019-02-05,5699.013671875
2019-02-06,5680.046875
2019-02-07,5642.1123046875
2019-02-08,5686.0361328125
2019-02-11,5671.06298828125
2019-02-12,5713.98828125
2019-02-13,5710.99267578125
2019-02-14,6138.24365234375
2019-02-15,6230.083984375
2019-02-18,6145.23095703125
2019-02-19,6082.34228515625
2019-02-20,6132.2548828125
2019-02-21,6085.33740234375
2019-02-22,6148.2265625
2019-02-25,6278.99755859375
2019-02-26,6260.03125
2019-02-27,6272.009765625
2019-02-28,6129.693359375
2019-03-01,6176.623046875
2019-03-04,6202.5830078125
2019-03-05,6287.45458984375
2019-03-06,6296.43994140625
2019-03-07,6248.513671875
2019-03-08,6261.494140625
2019-03-11,6305.42724609375
2019-03-12,6273.4755859375
2019-03-13,6283.4609375
2019-03-14,6299.4365234375
2019-03-15,6264.48974609375
2019-03-18,6340.375
2019-03-19,6358.3466796875
2019-03-20,6391.29638671875
2019-03-21,6515.109375
2019-03-22,6341.37255859375
2019-03-25,6366.3349609375
2019-03-26,6402.27978515625
2019-03-27,6346.365234375
2019-03-28,6486.15283203125
2019-03-29,6125.70068359375
2019-04-01,6159.6484375
2019-04-02,6255.50341796875
2019-04-03,6155.65478515625
2019-04-04,6108.7255859375
2019-04-05,6135.6845703125
2019-04-08,6176.623046875
2019-04-09,6141.67578125
2019-04-10,6110.72314453125
2019-04-11,6008.87744140625
2019-04-12,5978.92236328125
2019-04-15,5984.91357421875
2019-04-16,6005.88134765625
2019-04-17,5905.03564453125
2019-04-18,5806.18505859375
2019-04-23,5906.03369140625
2019-04-24,5899.0439453125
2019-04-25,5880.07275390625
2019-04-26,5786.21533203125
2019-04-29,5831.14794921875
2019-04-30,5717.31982421875
2019-05-01,5635.4443359375
2019-05-02,5679.37744140625
2019-05-03,5732.2978515625
2019-05-07,5754.263671875
2019-05-08,5826.1533203125
2019-05-09,5817.1689453125
2019-05-10,5683.3720703125
2019-05-13,5667.39501953125
2019-05-14,5794.20361328125
2019-05-15,5812.17626953125
2019-05-16,5871.08642578125
2019-05-17,5866.09375
2019-05-20,5815.17138671875
2019-05-21,5859.1044921875
2019-05-22,5928.99951171875
2019-05-23,6003.8857421875
2019-05-24,6079.7705078125
