Date,AGRO3.SA
2015-08-24,5.258313179016113
2015-08-25,5.263164520263672
2015-08-26,5.234059810638428
2015-08-27,5.001218795776367
2015-08-28,5.088533878326416
2015-08-31,5.083682537078857
2015-09-01,5.088533878326416
2015-09-02,5.122489929199219
2015-09-03,5.234059810638428
2015-09-04,5.423242568969727
2015-09-08,5.432943820953369
2015-09-09,5.432943820953369
2015-09-10,5.432943820953369
2015-09-11,5.432943820953369
2015-09-14,5.432943820953369
2015-09-15,5.398987293243408
2015-09-16,5.428093433380127
2015-09-17,5.432943820953369
2015-09-18,5.384435653686523
2015-09-21,5.428093433380127
2015-09-22,5.384435653686523
2015-09-23,5.394135475158691
2015-09-24,5.384435653686523
2015-09-25,5.394135475158691
2015-09-28,5.3747334480285645
2015-09-29,5.384435653686523
2015-09-30,5.437794208526611
2015-10-01,5.384435653686523
2015-10-02,5.423242568969727
2015-10-05,5.496004104614258
2015-10-06,5.481452465057373
2015-10-07,5.72884464263916
2015-10-08,5.903475284576416
2015-10-09,5.981088638305664
2015-10-13,5.932580471038818
2015-10-14,5.990790367126465
2015-10-15,6.03444766998291
2015-10-16,6.0635528564453125
2015-10-19,6.2818403244018555
2015-10-20,6.286692142486572
2015-10-21,6.301243305206299
2015-10-22,6.306094646453857
2015-10-23,6.2818403244018555
2015-10-26,6.301243305206299
2015-10-27,6.441919326782227
2015-10-28,6.451620578765869
2015-10-29,6.184769630432129
2015-10-30,5.799915790557861
2015-11-03,5.908324718475342
2015-11-04,6.065519332885742
2015-11-05,6.163087368011475
2015-11-06,6.282339096069336
2015-11-09,6.304020404815674
2015-11-10,6.260656833648682
2015-11-11,6.163087368011475
2015-11-12,6.20103120803833
2015-11-13,6.238974571228027
2015-11-16,6.163087368011475
2015-11-17,6.125144958496094
2015-11-18,6.125144958496094
2015-11-19,6.119724273681641
2015-11-23,6.087201118469238
2015-11-24,5.995052337646484
2015-11-25,5.95168924331665
2015-11-26,5.875802516937256
2015-11-27,5.837859153747559
2015-11-30,5.713188171386719
2015-12-01,5.718608856201172
2015-12-02,5.664403438568115
2015-12-03,5.664403438568115
2015-12-04,5.675243854522705
2015-12-07,5.827017784118652
2015-12-08,5.827017784118652
2015-12-09,5.919166088104248
2015-12-10,5.935428142547607
2015-12-11,5.962530612945557
2015-12-14,5.962530612945557
2015-12-15,5.962530612945557
2015-12-16,6.016735553741455
2015-12-17,6.01131534576416
2015-12-18,6.016735553741455
2015-12-21,5.9896321296691895
2015-12-22,6.005893707275391
2015-12-23,5.995052337646484
2015-12-28,5.962530612945557
2015-12-29,5.940848350524902
2015-12-30,5.978790760040283
2016-01-04,5.935428142547607
2016-01-05,5.957110404968262
2016-01-06,5.908324718475342
2016-01-07,5.85412073135376
2016-01-08,5.919166088104248
2016-01-11,5.79449462890625
2016-01-12,5.772812366485596
2016-01-13,5.664403438568115
2016-01-14,5.664403438568115
2016-01-15,5.637300968170166
2016-01-18,5.637300968170166
2016-01-19,5.555994033813477
2016-01-20,5.453004837036133
2016-01-21,5.4150614738464355
2016-01-22,5.382538318634033
2016-01-26,5.013945579528809
2016-01-27,4.742921829223633
2016-01-28,4.981423377990723
2016-01-29,5.1494574546813965
2016-02-01,5.165719032287598
2016-02-02,5.111514091491699
2016-02-03,4.981423377990723
2016-02-04,4.889275550842285
2016-02-05,4.965161323547363
2016-02-10,5.041048526763916
2016-02-11,5.290390491485596
2016-02-12,5.501788139343262
2016-02-15,5.588517189025879
2016-02-16,5.751131057739258
2016-02-17,6.016735553741455
2016-02-18,5.9896321296691895
2016-02-19,5.9896321296691895
2016-02-22,6.054677963256836
2016-02-23,6.04383659362793
2016-02-24,5.962530612945557
2016-02-25,5.908324718475342
2016-02-26,5.913745403289795
2016-02-29,6.04383659362793
2016-03-01,5.962530612945557
2016-03-02,5.9896321296691895
2016-03-03,5.962530612945557
2016-03-04,5.930006980895996
2016-03-07,5.978790760040283
2016-03-08,6.04383659362793
2016-03-09,6.070939540863037
2016-03-10,6.09262228012085
2016-03-11,6.103463172912598
2016-03-14,6.125144958496094
2016-03-15,6.060099124908447
2016-03-16,6.038416385650635
2016-03-17,5.984212398529053
2016-03-18,5.984212398529053
2016-03-21,6.060099124908447
2016-03-22,6.032997131347656
2016-03-23,6.060099124908447
2016-03-24,6.060099124908447
2016-03-28,6.070939540863037
2016-03-29,5.962530612945557
2016-03-30,6.016735553741455
2016-03-31,6.125144958496094
2016-04-01,6.146826267242432
2016-04-04,6.173929214477539
2016-04-05,6.1576666831970215
2016-04-06,6.146826267242432
2016-04-07,6.125144958496094
2016-04-08,6.206450939178467
2016-04-11,6.195611476898193
2016-04-12,6.195611476898193
2016-04-13,6.282339096069336
2016-04-14,6.42869234085083
2016-04-15,6.585885524749756
2016-04-18,6.667193412780762
2016-04-19,6.818965911865234
2016-04-20,6.781023979187012
2016-04-22,6.6292500495910645
2016-04-25,6.585885524749756
2016-04-26,6.412429332733154
2016-04-27,6.347384929656982
2016-04-28,6.43953275680542
2016-04-29,6.50457763671875
2016-05-02,6.461214065551758
2016-05-03,6.461214065551758
2016-05-04,6.461214065551758
2016-05-05,6.4720563888549805
2016-05-06,6.477476596832275
2016-05-09,6.287758827209473
2016-05-10,6.396169185638428
2016-05-11,6.423271656036377
2016-05-12,6.423271656036377
