Date,GILD
2015-08-03,84.52702331542969
2015-08-04,84.01107025146484
2015-08-05,83.86267852783203
2015-08-06,81.48799133300781
2015-08-07,80.88019561767578
2015-08-10,82.39264678955078
2015-08-11,81.70709228515625
2015-08-12,82.15943145751953
2015-08-13,81.41732025146484
2015-08-14,81.70001220703125
2015-08-17,82.27955627441406
2015-08-18,82.73188018798828
2015-08-19,82.13114929199219
2015-08-20,79.43134307861328
2015-08-21,74.44174194335938
2015-08-24,71.14120483398438
2015-08-25,72.48403930664062
2015-08-26,75.59371185302734
2015-08-27,76.32164764404297
2015-08-28,76.17325592041016
2015-08-31,74.25797271728516
2015-09-01,71.72784423828125
2015-09-02,73.69255065917969
2015-09-03,72.02465057373047
2015-09-04,72.13066101074219
2015-09-08,74.13784790039062
2015-09-09,73.37454986572266
2015-09-10,75.79866027832031
2015-09-11,77.48075103759766
2015-09-14,77.58716583251953
2015-09-15,78.79337310791016
2015-09-16,78.77919006347656
2015-09-17,79.19070434570312
2015-09-18,76.94149017333984
2015-09-21,75.0257568359375
2015-09-22,75.57209777832031
2015-09-23,74.848388671875
2015-09-24,72.7339859008789
2015-09-25,71.05238342285156
2015-09-28,67.26351165771484
2015-09-29,68.11490631103516
2015-09-30,69.6688232421875
2015-10-01,69.72555541992188
2015-10-02,69.73265838623047
2015-10-05,70.42800903320312
2015-10-06,69.20761108398438
2015-10-07,71.1446304321289
2015-10-08,71.52777099609375
2015-10-09,71.41426086425781
2015-10-12,70.60540771484375
2015-10-13,69.6688232421875
2015-10-14,69.81072235107422
2015-10-15,72.11666870117188
2015-10-16,72.96102142333984
2015-10-19,73.51446533203125
2015-10-20,72.13086700439453
2015-10-21,72.18053436279297
2015-10-22,76.34549713134766
2015-10-23,76.62220001220703
2015-10-26,77.07630920410156
2015-10-27,78.7295150756836
2015-10-28,76.7215576171875
2015-10-29,77.48783111572266
2015-10-30,76.7215576171875
2015-11-02,77.76454162597656
2015-11-03,77.40978240966797
2015-11-04,77.32465362548828
2015-11-05,76.50868225097656
2015-11-06,76.87055206298828
2015-11-09,76.70735168457031
2015-11-10,77.23240661621094
2015-11-11,76.05458068847656
2015-11-12,73.95438385009766
2015-11-13,72.77655792236328
2015-11-16,73.65635681152344
2015-11-17,74.167236328125
2015-11-18,76.7215576171875
2015-11-19,75.57209777832031
2015-11-20,75.59337615966797
2015-11-23,75.46569061279297
2015-11-24,75.61466217041016
2015-11-25,76.47320556640625
2015-11-27,76.62931823730469
2015-11-30,75.181884765625
2015-12-01,75.10380554199219
2015-12-02,74.10338592529297
2015-12-03,71.93223571777344
2015-12-04,73.8408432006836
2015-12-07,73.0177993774414
2015-12-08,73.45768737792969
2015-12-09,72.33663940429688
2015-12-10,72.81201934814453
2015-12-11,70.97434997558594
2015-12-14,71.60856628417969
2015-12-15,72.66320037841797
2015-12-16,73.6394271850586
2015-12-17,72.94110870361328
2015-12-18,72.3995132446289
2015-12-21,73.13350677490234
2015-12-22,73.29740142822266
2015-12-23,73.4969253540039
2015-12-24,73.81047058105469
2015-12-28,72.45655059814453
2015-12-29,73.65367126464844
2015-12-30,72.79859924316406
2015-12-31,72.10738372802734
2016-01-04,69.84131622314453
2016-01-05,70.73206329345703
2016-01-06,71.47315979003906
2016-01-07,68.58716583251953
2016-01-08,68.72968292236328
2016-01-11,68.7652816772461
2016-01-12,69.19287109375
2016-01-13,65.94344329833984
2016-01-14,66.28546142578125
2016-01-15,65.44461059570312
2016-01-19,64.06217956542969
2016-01-20,64.52537536621094
2016-01-21,63.32820510864258
2016-01-22,65.43749237060547
2016-01-25,64.56812286376953
2016-01-26,65.70826721191406
2016-01-27,63.86977767944336
2016-01-28,62.373321533203125
2016-01-29,59.1452751159668
2016-02-01,59.89352035522461
2016-02-02,58.93864822387695
2016-02-03,61.560951232910156
2016-02-04,61.767635345458984
2016-02-05,60.67023849487305
2016-02-08,60.7557258605957
2016-02-09,62.173828125
2016-02-10,62.56574249267578
2016-02-11,62.252201080322266
2016-02-12,63.73436737060547
2016-02-16,64.95293426513672
2016-02-17,63.67739486694336
2016-02-18,63.413726806640625
2016-02-19,62.30918884277344
2016-02-22,63.49211502075195
2016-02-23,62.95764923095703
2016-02-24,63.67739486694336
2016-02-25,64.2474594116211
2016-02-26,62.779518127441406
2016-02-29,62.173828125
2016-03-01,63.912559509277344
2016-03-02,63.27833557128906
2016-03-03,62.58711242675781
2016-03-04,62.14528274536133
2016-03-07,63.884033203125
2016-03-08,63.17855453491211
2016-03-09,62.58711242675781
2016-03-10,63.16431427001953
2016-03-11,63.884033203125
2016-03-14,64.77191925048828
2016-03-15,64.04155731201172
2016-03-16,64.64302825927734
2016-03-17,64.10601043701172
2016-03-18,64.63587951660156
2016-03-21,66.35431671142578
2016-03-22,67.10615539550781
2016-03-23,64.49983978271484
2016-03-24,65.3876953125
2016-03-28,66.2039566040039
2016-03-29,66.0177993774414
2016-03-30,65.85311126708984
2016-03-31,65.77433776855469
2016-04-01,67.392578125
2016-04-04,67.47850036621094
2016-04-05,68.43081665039062
2016-04-06,69.769775390625
2016-04-07,68.43081665039062
2016-04-08,68.80314636230469
2016-04-11,68.6169662475586
2016-04-12,69.62657165527344
2016-04-13,69.59078979492188
2016-04-14,70.30682373046875
2016-04-15,70.37843322753906
2016-04-18,71.02999877929688
2016-04-19,71.20185852050781
2016-04-20,71.68158721923828
2016-04-21,72.84872436523438
2016-04-22,72.98474884033203
2016-04-25,73.24252319335938
2016-04-26,72.55513000488281
2016-04-27,72.11836242675781
2016-04-28,69.45472717285156
2016-04-29,63.16083908081055
2016-05-02,63.72650909423828
2016-05-03,62.416175842285156
2016-05-04,61.29201889038086
2016-05-05,61.478187561035156
2016-05-06,60.633277893066406
2016-05-09,61.34214782714844
2016-05-10,61.707313537597656
2016-05-11,60.07477951049805
2016-05-12,59.25851058959961
2016-05-13,59.215518951416016
2016-05-16,59.86711502075195
2016-05-17,59.25851058959961
2016-05-18,59.344390869140625
2016-05-19,58.81454849243164
2016-05-20,59.17257308959961
2016-05-23,59.6666259765625
2016-05-24,61.7359504699707
2016-05-25,61.943599700927734
2016-05-26,61.07005310058594
2016-05-27,61.44954299926758
2016-05-31,62.33742904663086
2016-06-01,61.993736267089844
2016-06-02,62.093971252441406
2016-06-03,61.68584442138672
2016-06-06,62.724063873291016
2016-06-07,62.65248107910156
2016-06-08,62.595184326171875
2016-06-09,61.41371536254883
2016-06-10,60.468589782714844
2016-06-13,60.13204574584961
2016-06-14,60.17524719238281
2016-06-15,59.79360580444336
2016-06-16,60.132057189941406
2016-06-17,59.512813568115234
2016-06-20,59.75761413574219
2016-06-21,58.8935432434082
2016-06-22,59.3687744140625
2016-06-23,60.03125
2016-06-24,57.94306564331055
2016-06-27,56.34453582763672
2016-06-28,59.267982482910156
2016-06-29,59.239166259765625
2016-06-30,60.067264556884766
2016-07-01,61.104129791259766
2016-07-05,60.40565872192383
2016-07-06,61.7305793762207
2016-07-07,61.5433464050293
2016-07-08,62.32099914550781
2016-07-11,62.10499572753906
2016-07-12,62.37861633300781
2016-07-13,61.7449836730957
2016-07-14,61.59376525878906
2016-07-15,62.40742874145508
2016-07-18,62.59464645385742
2016-07-19,61.52177810668945
2016-07-20,62.400238037109375
2016-07-21,62.81787109375
2016-07-22,62.32099914550781
2016-07-25,63.761138916015625
2016-07-26,58.360713958740234
2016-07-27,58.8935432434082
2016-07-28,58.497528076171875
2016-07-29,57.222999572753906
2016-08-01,57.93586349487305
2016-08-02,57.29500961303711
2016-08-03,57.66944885253906
2016-08-04,57.439029693603516
2016-08-05,57.899871826171875
2016-08-08,57.41743087768555
2016-08-09,57.12221145629883
2016-08-10,56.812591552734375
2016-08-11,57.29500961303711
2016-08-12,57.359840393066406
2016-08-15,57.352630615234375
2016-08-16,57.064605712890625
2016-08-17,58.10868835449219
2016-08-18,58.02948760986328
2016-08-19,58.32468795776367
2016-08-22,58.26708984375
2016-08-23,58.66313934326172
2016-08-24,57.964656829833984
2016-08-25,57.6622428894043
2016-08-26,57.439029693603516
2016-08-29,56.28691864013672
2016-08-30,56.106937408447266
2016-08-31,56.43815994262695
2016-09-01,55.746891021728516
2016-09-02,55.36526107788086
2016-09-06,56.0781364440918
2016-09-07,56.32294464111328
2016-09-08,56.877384185791016
2016-09-09,56.20054626464844
2016-09-12,56.776588439941406
2016-09-13,56.20774841308594
2016-09-14,56.229469299316406
2016-09-15,57.113243103027344
2016-09-16,57.08427047729492
2016-09-19,57.221920013427734
2016-09-20,59.2430419921875
2016-09-21,59.18510055541992
2016-09-22,59.0546989440918
2016-09-23,58.94602966308594
2016-09-26,58.402740478515625
2016-09-27,57.4102783203125
2016-09-28,57.20744323730469
2016-09-29,56.403324127197266
2016-09-30,57.31610107421875
2016-10-03,56.52648162841797
2016-10-04,55.95418930053711
2016-10-05,56.19324493408203
2016-10-06,55.208038330078125
2016-10-07,54.505348205566406
2016-10-10,54.68645477294922
2016-10-11,53.47666549682617
2016-10-12,52.90438461303711
2016-10-13,52.926116943359375
2016-10-14,52.7015380859375
2016-10-17,52.621849060058594
2016-10-18,53.179664611816406
2016-10-19,53.12895965576172
2016-10-20,53.831634521484375
2016-10-21,53.8171501159668
2016-10-24,53.715728759765625
2016-10-25,53.904083251953125
2016-10-26,54.60676193237305
2016-10-27,54.9327507019043
2016-10-28,53.520137786865234
2016-10-31,53.33903503417969
2016-11-01,53.65778350830078
2016-11-02,52.52767562866211
2016-11-03,51.98436737060547
2016-11-04,52.469730377197266
2016-11-07,53.60706329345703
2016-11-08,53.636043548583984
2016-11-09,56.8452262878418
2016-11-10,56.38882064819336
2016-11-11,55.36014938354492
2016-11-14,55.59922790527344
2016-11-15,55.309444427490234
2016-11-16,55.055912017822266
2016-11-17,54.751651763916016
2016-11-18,54.056209564208984
2016-11-21,54.3170051574707
2016-11-22,53.94028091430664
2016-11-23,54.548824310302734
2016-11-25,54.65021896362305
2016-11-28,53.99825668334961
2016-11-29,54.2373161315918
2016-11-30,53.38974380493164
2016-12-01,52.7667350769043
2016-12-02,52.46247100830078
2016-12-05,52.41901779174805
2016-12-06,52.49871063232422
2016-12-07,52.72327423095703
2016-12-08,52.172706604003906
2016-12-09,52.66532897949219
2016-12-12,53.223121643066406
2016-12-13,54.56462478637695
2016-12-14,55.19894027709961
2016-12-15,55.08229446411133
2016-12-16,54.025123596191406
2016-12-19,54.24384689331055
2016-12-20,53.988670349121094
2016-12-21,53.923038482666016
2016-12-22,53.441856384277344
2016-12-23,53.68974304199219
2016-12-27,53.75537109375
2016-12-28,53.0554313659668
2016-12-29,52.588809967041016
2016-12-30,52.209693908691406
2017-01-03,54.068878173828125
2017-01-04,55.68742370605469
2017-01-05,55.41767120361328
2017-01-06,55.03855895996094
2017-01-09,55.2937126159668
2017-01-10,54.68858337402344
2017-01-11,53.78451919555664
2017-01-12,53.48558807373047
2017-01-13,53.274166107177734
2017-01-17,52.42842483520508
