Date,CPG.L
2016-05-13,1327.1065673828125
2016-05-16,1329.1834716796875
2016-05-17,1318.7994384765625
2016-05-18,1325.02978515625
2016-05-19,1300.107421875
2016-05-20,1329.1834716796875
2016-05-23,1325.02978515625
2016-05-24,1344.760009765625
2016-05-25,1339.5677490234375
2016-05-26,1336.4525146484375
2016-05-27,1337.4908447265625
2016-05-31,1336.4525146484375
2016-06-01,1344.760009765625
2016-06-02,1343.7213134765625
2016-06-03,1349.9517822265625
2016-06-06,1361.37451171875
2016-06-07,1354.105712890625
2016-06-08,1349.9517822265625
2016-06-09,1348.91357421875
2016-06-10,1328.1451416015625
2016-06-13,1327.1065673828125
2016-06-14,1292.83837890625
2016-06-15,1317.7607421875
2016-06-16,1308.414794921875
2016-06-17,1331.260498046875
2016-06-20,1365.5283203125
2016-06-21,1356.1824951171875
2016-06-22,1350.9906005859375
2016-06-23,1349.0235595703125
2016-06-24,1401.987548828125
2016-06-27,1396.7950439453125
2016-06-28,1414.4495849609375
2016-06-29,1466.3751220703125
2016-06-30,1476.760009765625
2016-07-01,1494.41455078125
2016-07-04,1492.337646484375
2016-07-05,1500.6455078125
2016-07-06,1490.2606201171875
2016-07-07,1501.684326171875
2016-07-08,1496.4915771484375
2016-07-11,1514.1463623046875
2016-07-12,1518.30029296875
2016-07-13,1518.30029296875
2016-07-14,1498.5687255859375
2016-07-15,1502.7225341796875
2016-07-18,1506.876953125
2016-07-19,1508.9534912109375
2016-07-20,1520.37744140625
2016-07-21,1511.031005859375
2016-07-22,1518.30029296875
2016-07-25,1520.37744140625
2016-07-26,1532.8394775390625
2016-07-27,1522.454345703125
2016-07-28,1489.22216796875
2016-07-29,1491.2989501953125
2016-08-01,1501.684326171875
2016-08-02,1491.2989501953125
2016-08-03,1479.875732421875
2016-08-04,1504.7996826171875
2016-08-05,1523.492919921875
2016-08-08,1499.6070556640625
2016-08-09,1523.492919921875
2016-08-10,1529.7237548828125
2016-08-11,1562.956298828125
2016-08-12,1562.956298828125
2016-08-15,1573.34130859375
2016-08-16,1554.6480712890625
2016-08-17,1547.3782958984375
2016-08-18,1557.763671875
2016-08-19,1560.8792724609375
2016-08-22,1552.57080078125
2016-08-23,1553.6094970703125
2016-08-24,1525.5699462890625
2016-08-25,1516.223388671875
2016-08-26,1515.184814453125
2016-08-30,1505.8380126953125
2016-08-31,1497.5301513671875
2016-09-01,1506.876953125
2016-09-02,1538.0318603515625
2016-09-05,1530.762451171875
2016-09-06,1516.223388671875
2016-09-07,1519.3388671875
2016-09-08,1511.031005859375
2016-09-09,1485.068115234375
2016-09-12,1470.5286865234375
2016-09-13,1479.875732421875
2016-09-14,1495.4530029296875
2016-09-15,1526.6082763671875
2016-09-16,1526.6082763671875
2016-09-19,1535.9549560546875
2016-09-20,1550.4940185546875
2016-09-21,1538.0318603515625
2016-09-22,1548.4173583984375
2016-09-23,1552.57080078125
2016-09-26,1527.6470947265625
2016-09-27,1534.91650390625
2016-09-28,1550.4940185546875
2016-09-29,1553.6094970703125
2016-09-30,1552.57080078125
2016-10-03,1581.6492919921875
2016-10-04,1607.61181640625
2016-10-05,1554.6480712890625
2016-10-06,1539.0703125
2016-10-07,1550.4940185546875
2016-10-10,1555.6866455078125
2016-10-11,1553.6094970703125
2016-10-12,1533.8779296875
2016-10-13,1549.4554443359375
2016-10-14,1553.6094970703125
2016-10-17,1534.91650390625
2016-10-18,1534.91650390625
2016-10-19,1559.84033203125
2016-10-20,1550.4940185546875
2016-10-21,1542.185791015625
2016-10-24,1524.5313720703125
2016-10-25,1526.6082763671875
2016-10-26,1516.223388671875
2016-10-27,1516.223388671875
2016-10-28,1530.762451171875
2016-10-31,1538.0318603515625
2016-11-01,1521.415771484375
2016-11-02,1513.1077880859375
2016-11-03,1475.721435546875
2016-11-04,1444.566162109375
2016-11-07,1465.3363037109375
2016-11-08,1476.760009765625
2016-11-09,1451.8355712890625
2016-11-10,1386.4097900390625
2016-11-11,1380.1788330078125
2016-11-14,1378.1015625
2016-11-15,1399.910400390625
2016-11-16,1409.2569580078125
2016-11-17,1408.21826171875
2016-11-18,1434.1810302734375
2016-11-21,1444.566162109375
2016-11-22,1377.0634765625
2016-11-23,1407.179931640625
2016-11-24,1418.603759765625
2016-11-25,1427.9500732421875
2016-11-28,1433.1424560546875
2016-11-29,1445.6046142578125
2016-11-30,1423.7958984375
2016-12-01,1380.1788330078125
2016-12-02,1392.6407470703125
2016-12-05,1372.908935546875
2016-12-06,1368.7547607421875
2016-12-07,1384.3330078125
2016-12-08,1406.141357421875
2016-12-09,1430.0267333984375
2016-12-12,1405.1029052734375
2016-12-13,1442.489013671875
2016-12-14,1431.065673828125
2016-12-15,1464.2978515625
2016-12-16,1469.4906005859375
2016-12-19,1486.106689453125
2016-12-20,1490.2606201171875
2016-12-21,1499.6070556640625
2016-12-22,1513.1077880859375
2016-12-23,1512.0692138671875
2016-12-28,1526.6082763671875
2016-12-29,1536.99365234375
2016-12-30,1558.8023681640625
2017-01-03,1532.8394775390625
2017-01-04,1529.7237548828125
2017-01-05,1517.26171875
2017-01-06,1514.1463623046875
2017-01-09,1512.0692138671875
2017-01-10,1520.37744140625
2017-01-11,1514.1463623046875
2017-01-12,1522.454345703125
2017-01-13,1516.223388671875
2017-01-16,1521.415771484375
2017-01-17,1479.875732421875
2017-01-18,1504.7996826171875
2017-01-19,1470.742919921875
2017-01-20,1462.433837890625
2017-01-23,1460.3565673828125
2017-01-24,1466.588623046875
2017-01-25,1456.2017822265625
2017-01-26,1445.815185546875
2017-01-27,1471.78173828125
2017-01-30,1461.39501953125
2017-01-31,1466.588623046875
2017-02-01,1451.008544921875
2017-02-02,1494.6322021484375
2017-02-03,1499.825439453125
2017-02-06,1484.2457275390625
2017-02-07,1493.5933837890625
2017-02-08,1506.0572509765625
2017-02-09,1496.7095947265625
2017-02-10,1500.864013671875
2017-02-13,1501.903076171875
2017-02-14,1482.168212890625
2017-02-15,1487.3614501953125
2017-02-16,1503.9801025390625
2017-02-17,1529.9466552734375
2017-02-20,1532.0240478515625
2017-02-21,1523.7147216796875
2017-02-22,1524.7535400390625
2017-02-23,1519.56005859375
2017-02-24,1523.7147216796875
2017-02-27,1534.101318359375
2017-02-28,1555.913330078125
2017-03-01,1551.758544921875
2017-03-02,1569.416015625
2017-03-03,1556.9517822265625
2017-03-06,1550.719970703125
2017-03-07,1542.4105224609375
2017-03-08,1554.87451171875
2017-03-09,1565.2611083984375
2017-03-10,1568.377197265625
2017-03-13,1571.4931640625
2017-03-14,1578.7637939453125
2017-03-15,1575.64794921875
2017-03-16,1562.145263671875
2017-03-17,1572.53173828125
2017-03-20,1573.5704345703125
2017-03-21,1571.4931640625
2017-03-22,1546.5653076171875
2017-03-23,1556.9517822265625
2017-03-24,1569.416015625
2017-03-27,1566.2998046875
2017-03-28,1565.2611083984375
2017-03-29,1568.377197265625
2017-03-30,1567.338623046875
2017-03-31,1564.2225341796875
2017-04-03,1566.2998046875
2017-04-04,1570.4544677734375
2017-04-05,1568.377197265625
2017-04-06,1566.2998046875
2017-04-07,1586.0343017578125
2017-04-10,1575.64794921875
2017-04-11,1592.2662353515625
2017-04-12,1607.8460693359375
2017-04-13,1610.962158203125
2017-04-18,1578.7637939453125
2017-04-19,1551.758544921875
2017-04-20,1562.145263671875
2017-04-21,1572.53173828125
2017-04-24,1591.2276611328125
2017-04-25,1591.2276611328125
2017-04-26,1598.4979248046875
2017-04-27,1609.923583984375
2017-04-28,1618.2327880859375
2017-05-02,1620.310302734375
2017-05-03,1633.8126220703125
2017-05-04,1631.7354736328125
2017-05-05,1629.658203125
2017-05-08,1641.0833740234375
2017-05-09,1656.6632080078125
2017-05-10,1662.89501953125
2017-05-11,1655.62451171875
2017-05-12,1662.89501953125
2017-05-15,1650.4310302734375
2017-05-16,1673.281982421875
2017-05-17,1671.2047119140625
2017-05-18,1663.0107421875
2017-05-19,1661.9722900390625
2017-05-22,1682.7470703125
2017-05-23,1669.2435302734375
2017-05-24,1678.5919189453125
2017-05-25,1682.7470703125
2017-05-26,1706.6378173828125
2017-05-30,1725.3348388671875
2017-05-31,1734.6837158203125
2017-06-01,1745.0709228515625
2017-06-02,1755.458251953125
2017-06-05,1739.8773193359375
2017-06-06,1742.9935302734375
2017-06-07,1735.722412109375
2017-06-08,1717.0255126953125
2017-06-09,1733.6446533203125
2017-06-12,1714.9478759765625
2017-06-13,1728.4510498046875
2017-06-14,1728.4510498046875
2017-06-15,1710.7928466796875
2017-06-16,1724.29638671875
2017-06-19,1733.6446533203125
2017-06-20,1742.9935302734375
2017-06-21,1731.5673828125
2017-06-22,1724.29638671875
2017-06-23,1732.606201171875
2017-06-26,1746.973876953125
2017-06-27,1657.276123046875
2017-06-28,1644.9920654296875
2017-06-29,1622.0201416015625
2017-06-30,1618.025146484375
2017-07-03,1605.0408935546875
2017-07-04,1606.039794921875
2017-07-05,1605.0408935546875
2017-07-06,1575.0775146484375
2017-07-07,1575.0775146484375
2017-07-10,1579.072998046875
2017-07-11,1557.0994873046875
2017-07-12,1592.0567626953125
2017-07-13,1592.0567626953125
2017-07-14,1585.0653076171875
2017-07-17,1605.0408935546875
2017-07-18,1594.0543212890625
2017-07-19,1606.039794921875
2017-07-20,1625.0167236328125
2017-07-21,1608.037353515625
2017-07-24,1585.0653076171875
2017-07-25,1597.05078125
2017-07-26,1625.0167236328125
2017-07-27,1612.032470703125
2017-07-28,1602.044677734375
2017-07-31,1615.0286865234375
2017-08-01,1616.02783203125
2017-08-02,1605.0408935546875
2017-08-03,1614.0303955078125
2017-08-04,1629.01171875
2017-08-07,1630.0107421875
2017-08-08,1621.0216064453125
2017-08-09,1621.0216064453125
2017-08-10,1612.032470703125
2017-08-11,1617.0263671875
2017-08-14,1631.00927734375
2017-08-15,1644.9920654296875
2017-08-16,1664.9681396484375
2017-08-17,1648.9874267578125
2017-08-18,1628.012939453125
2017-08-21,1628.012939453125
2017-08-22,1651.983642578125
2017-08-23,1637.001953125
2017-08-24,1640.9971923828125
2017-08-25,1636.003173828125
2017-08-29,1626.0152587890625
2017-08-30,1623.019287109375
2017-08-31,1649.986328125
2017-09-01,1645.9910888671875
2017-09-04,1647.9888916015625
2017-09-05,1636.003173828125
2017-09-06,1623.019287109375
2017-09-07,1640.9971923828125
2017-09-08,1638.0008544921875
2017-09-11,1643.993408203125
2017-09-12,1634.005615234375
2017-09-13,1632.0084228515625
2017-09-14,1601.0460205078125
2017-09-15,1589.060546875
2017-09-18,1618.025146484375
2017-09-19,1609.0361328125
2017-09-20,1610.0347900390625
2017-09-21,1569.0849609375
2017-09-22,1586.064208984375
2017-09-25,1585.0653076171875
2017-09-26,1580.0716552734375
2017-09-27,1574.0789794921875
2017-09-28,1576.0762939453125
2017-09-29,1581.0704345703125
2017-10-02,1597.05078125
2017-10-03,1591.0579833984375
2017-10-04,1605.0408935546875
2017-10-05,1603.0435791015625
2017-10-06,1619.02392578125
2017-10-09,1616.02783203125
2017-10-10,1609.0361328125
2017-10-11,1608.037353515625
2017-10-12,1633.0069580078125
2017-10-13,1618.025146484375
2017-10-16,1601.0460205078125
2017-10-17,1596.05224609375
2017-10-18,1617.0263671875
2017-10-19,1604.042236328125
2017-10-20,1582.069091796875
2017-10-23,1582.069091796875
2017-10-24,1576.0762939453125
2017-10-25,1574.0789794921875
2017-10-26,1598.0499267578125
2017-10-27,1636.003173828125
2017-10-30,1643.993408203125
2017-10-31,1650.9849853515625
2017-11-01,1628.012939453125
2017-11-02,1648.9874267578125
2017-11-03,1662.97021484375
2017-11-06,1650.9849853515625
2017-11-07,1643.993408203125
2017-11-08,1639.9984130859375
2017-11-09,1636.003173828125
2017-11-10,1633.0069580078125
2017-11-13,1641.9957275390625
2017-11-14,1635.0045166015625
2017-11-15,1609.0361328125
2017-11-16,1620.0225830078125
2017-11-17,1596.05224609375
2017-11-20,1589.060546875
2017-11-21,1536.125
2017-11-22,1519.1458740234375
2017-11-23,1510.156982421875
2017-11-24,1508.1593017578125
2017-11-27,1519.1458740234375
2017-11-28,1530.132568359375
2017-11-29,1513.1533203125
2017-11-30,1497.1727294921875
2017-12-01,1494.176513671875
2017-12-04,1506.1614990234375
2017-12-05,1505.162841796875
2017-12-06,1503.165283203125
2017-12-07,1483.189697265625
2017-12-08,1489.182373046875
2017-12-11,1509.1578369140625
2017-12-12,1508.1593017578125
2017-12-13,1530.132568359375
2017-12-14,1522.142333984375
2017-12-15,1532.130126953125
2017-12-18,1539.1214599609375
2017-12-19,1564.0909423828125
2017-12-20,1551.1068115234375
2017-12-21,1572.0814208984375
2017-12-22,1567.087158203125
2017-12-27,1570.0836181640625
2017-12-28,1575.0775146484375
2017-12-29,1598.0499267578125
2018-01-02,1578.073974609375
2018-01-03,1560.5955810546875
2018-01-04,1563.09228515625
2018-01-05,1566.0885009765625
2018-01-08,1544.6146240234375
2018-01-09,1549.608642578125
2018-01-10,1544.6146240234375
2018-01-11,1540.6197509765625
2018-01-12,1548.6099853515625
2018-01-15,1529.6331787109375
2018-01-16,1527.635498046875
2018-01-17,1524.1395263671875
2018-01-18,1507.8802490234375
2018-01-19,1525.361572265625
2018-01-22,1528.3582763671875
2018-01-23,1543.342041015625
2018-01-24,1504.8836669921875
2018-01-25,1494.894287109375
2018-01-26,1503.884521484375
2018-01-29,1491.8973388671875
2018-01-30,1482.9071044921875
2018-01-31,1480.9090576171875
2018-02-01,1478.411865234375
2018-02-02,1463.4278564453125
2018-02-05,1441.4515380859375
2018-02-06,1423.4710693359375
2018-02-07,1435.4581298828125
2018-02-08,1511.8763427734375
2018-02-09,1504.8836669921875
2018-02-12,1514.3734130859375
2018-02-13,1515.372314453125
2018-02-14,1546.8385009765625
2018-02-15,1549.3355712890625
2018-02-16,1545.8394775390625
2018-02-19,1544.840576171875
2018-02-20,1550.3348388671875
2018-02-21,1551.333740234375
2018-02-22,1538.84716796875
2018-02-23,1524.8619384765625
2018-02-26,1550.8341064453125
2018-02-27,1548.3369140625
2018-02-28,1544.341064453125
2018-03-01,1536.84912109375
2018-03-02,1522.36474609375
2018-03-05,1523.86328125
2018-03-06,1520.8663330078125
2018-03-07,1512.875
2018-03-08,1542.8426513671875
2018-03-09,1549.8353271484375
2018-03-12,1552.33251953125
2018-03-13,1534.851318359375
2018-03-14,1519.867431640625
2018-03-15,1521.865234375
2018-03-16,1538.3475341796875
2018-03-19,1530.8555908203125
2018-03-20,1526.3602294921875
2018-03-21,1512.3751220703125
2018-03-22,1487.9019775390625
2018-03-23,1464.92626953125
2018-03-26,1458.433349609375
2018-03-27,1472.4183349609375
2018-03-28,1483.406494140625
2018-03-29,1453.9383544921875
2018-04-03,1438.4547119140625
2018-04-04,1444.94775390625
2018-04-05,1479.9102783203125
2018-04-06,1482.9071044921875
2018-04-09,1492.896240234375
2018-04-10,1500.3885498046875
2018-04-11,1483.906005859375
2018-04-12,1459.931640625
2018-04-13,1458.433349609375
2018-04-16,1447.9447021484375
2018-04-17,1451.9403076171875
2018-04-18,1469.921142578125
2018-04-19,1488.401123046875
2018-04-20,1501.387451171875
2018-04-23,1484.9049072265625
2018-04-24,1487.9019775390625
2018-04-25,1493.895263671875
2018-04-26,1527.8590087890625
2018-04-27,1552.831787109375
2018-04-30,1558.326171875
2018-05-01,1569.314453125
2018-05-02,1568.3153076171875
2018-05-03,1556.82763671875
2018-05-04,1558.326171875
2018-05-08,1581.8009033203125
2018-05-09,1506.3818359375
2018-05-10,1514.3734130859375
2018-05-11,1506.3818359375
2018-05-14,1523.86328125
2018-05-15,1557.3272705078125
2018-05-16,1549.8353271484375
2018-05-17,1571.3121337890625
2018-05-18,1589.2928466796875
2018-05-21,1602.7783203125
2018-05-22,1610.769775390625
2018-05-23,1596.784912109375
2018-05-24,1607.7730712890625
2018-05-25,1628.2509765625
2018-05-29,1602.7783203125
2018-05-30,1611.269287109375
2018-05-31,1615.7645263671875
2018-06-01,1594.786865234375
2018-06-04,1610.769775390625
2018-06-05,1607.2734375
2018-06-06,1598.2830810546875
2018-06-07,1560.323974609375
2018-06-08,1577.3057861328125
2018-06-11,1580.802001953125
2018-06-12,1582.30029296875
2018-06-13,1585.297119140625
2018-06-14,1613.2669677734375
2018-06-15,1612.767578125
2018-06-18,1600.7803955078125
2018-06-19,1606.7740478515625
2018-06-20,1613.7666015625
2018-06-21,1601.402099609375
2018-06-22,1620.3829345703125
2018-06-25,1614.88818359375
2018-06-26,1578.4249267578125
2018-06-27,1608.89453125
2018-06-28,1617.8853759765625
2018-06-29,1616.8863525390625
2018-07-02,1611.8912353515625
2018-07-03,1620.3829345703125
2018-07-04,1592.410888671875
2018-07-05,1582.420654296875
2018-07-06,1589.413818359375
2018-07-09,1587.416015625
2018-07-10,1597.40576171875
2018-07-11,1597.40576171875
2018-07-12,1647.35595703125
2018-07-13,1664.3388671875
2018-07-16,1639.6705322265625
2018-07-17,1663.8397216796875
2018-07-18,1650.8526611328125
2018-07-19,1643.8594970703125
2018-07-20,1651.3519287109375
2018-07-23,1645.35791015625
2018-07-24,1638.3651123046875
2018-07-25,1641.8614501953125
2018-07-26,1604.3990478515625
2018-07-27,1614.3887939453125
2018-07-30,1627.3758544921875
2018-07-31,1637.865234375
2018-08-01,1625.8773193359375
2018-08-02,1631.371826171875
2018-08-03,1635.3680419921875
2018-08-06,1637.3660888671875
2018-08-07,1642.8604736328125
2018-08-08,1662.84033203125
2018-08-09,1677.326171875
2018-08-10,1665.3380126953125
2018-08-13,1661.342041015625
2018-08-14,1653.3502197265625
2018-08-15,1638.3651123046875
2018-08-16,1673.330078125
2018-08-17,1695.8076171875
2018-08-20,1706.796630859375
2018-08-21,1679.82373046875
2018-08-22,1684.8187255859375
2018-08-23,1667.83544921875
2018-08-24,1674.3292236328125
2018-08-28,1690.3133544921875
2018-08-29,1673.330078125
2018-08-30,1671.33203125
2018-08-31,1656.8465576171875
2018-09-03,1675.82763671875
2018-09-04,1669.334228515625
2018-09-05,1647.8555908203125
2018-09-06,1633.869384765625
2018-09-07,1625.377685546875
2018-09-10,1632.870361328125
2018-09-11,1628.8743896484375
2018-09-12,1643.35986328125
2018-09-13,1623.8792724609375
2018-09-14,1632.370849609375
2018-09-17,1639.8634033203125
2018-09-18,1626.8763427734375
2018-09-19,1604.898193359375
2018-09-20,1606.896484375
2018-09-21,1626.8763427734375
2018-09-24,1631.8714599609375
2018-09-25,1667.3360595703125
2018-09-26,1669.334228515625
2018-09-27,1686.816650390625
2018-09-28,1704.2991943359375
2018-10-01,1707.795654296875
2018-10-02,1707.2960205078125
2018-10-03,1677.326171875
2018-10-04,1621.382080078125
2018-10-05,1593.40966796875
2018-10-08,1607.3958740234375
2018-10-09,1601.402099609375
2018-10-10,1541.461669921875
2018-10-11,1553.449951171875
2018-10-12,1544.9581298828125
2018-10-15,1562.440673828125
2018-10-16,1570.4326171875
2018-10-17,1515.487548828125
2018-10-18,1513.4896240234375
2018-10-19,1492.010986328125
2018-10-22,1483.51953125
2018-10-23,1481.521728515625
2018-10-24,1503.49951171875
2018-10-25,1541.9613037109375
2018-10-26,1527.9752197265625
2018-10-29,1544.4586181640625
2018-10-30,1542.960205078125
2018-10-31,1538.4647216796875
2018-11-01,1550.4527587890625
2018-11-02,1535.9669189453125
2018-11-05,1535.9669189453125
2018-11-06,1530.97216796875
2018-11-07,1517.985107421875
2018-11-08,1513.4896240234375
2018-11-09,1535.9669189453125
2018-11-12,1549.953125
2018-11-13,1564.4385986328125
2018-11-14,1574.9281005859375
2018-11-15,1604.898193359375
2018-11-16,1585.4178466796875
2018-11-19,1585.917236328125
2018-11-20,1671.33203125
2018-11-21,1695.30810546875
2018-11-22,1680.3231201171875
2018-11-23,1692.8104248046875
2018-11-26,1692.311279296875
2018-11-27,1685.318115234375
2018-11-28,1656.3470458984375
2018-11-29,1668.834716796875
2018-11-30,1676.826416015625
2018-12-03,1692.311279296875
2018-12-04,1690.3133544921875
2018-12-05,1669.334228515625
2018-12-06,1636.3670654296875
2018-12-07,1666.836669921875
2018-12-10,1667.3360595703125
2018-12-11,1675.3280029296875
2018-12-12,1661.342041015625
2018-12-13,1682.8206787109375
2018-12-14,1681.322265625
2018-12-17,1661.8416748046875
2018-12-18,1663.340087890625
2018-12-19,1668.834716796875
2018-12-20,1638.3651123046875
2018-12-21,1632.870361328125
2018-12-24,1629.3739013671875
2018-12-27,1615.3878173828125
2018-12-28,1640.3629150390625
2018-12-31,1648.3548583984375
2019-01-02,1633.3699951171875
2019-01-03,1627.3758544921875
2019-01-04,1635.3680419921875
2019-01-07,1643.8594970703125
2019-01-08,1655.3480224609375
2019-01-09,1652.8504638671875
2019-01-10,1673.82958984375
2019-01-11,1665.3380126953125
2019-01-14,1651.8514404296875
2019-01-15,1654.8485107421875
2019-01-16,1629.3739013671875
2019-01-17,1610.1441650390625
2019-01-18,1617.637939453125
2019-01-21,1624.1322021484375
2019-01-22,1626.130615234375
2019-01-23,1623.13330078125
2019-01-24,1611.642822265625
2019-01-25,1585.1651611328125
2019-01-28,1581.6680908203125
2019-01-29,1608.145751953125
2019-01-30,1640.118896484375
2019-01-31,1629.128173828125
2019-02-01,1630.6268310546875
2019-02-04,1652.6083984375
2019-02-05,1690.57666015625
2019-02-06,1694.572998046875
2019-02-07,1756.5211181640625
2019-02-08,1747.528564453125
2019-02-11,1744.531005859375
2019-02-12,1744.0313720703125
2019-02-13,1757.0203857421875
2019-02-14,1754.5225830078125
2019-02-15,1742.0330810546875
2019-02-18,1729.0439453125
2019-02-19,1714.5560302734375
2019-02-20,1729.5438232421875
2019-02-21,1733.0406494140625
2019-02-22,1724.5478515625
2019-02-25,1711.558837890625
2019-02-26,1693.0740966796875
2019-02-27,1665.597412109375
2019-02-28,1663.59912109375
2019-03-01,1686.0802001953125
2019-03-04,1681.08447265625
2019-03-05,1698.569580078125
2019-03-06,1698.569580078125
2019-03-07,1700.5679931640625
2019-03-08,1696.5714111328125
2019-03-11,1708.561279296875
2019-03-12,1710.06005859375
2019-03-13,1728.5443115234375
2019-03-14,1729.0439453125
2019-03-15,1730.542724609375
2019-03-18,1741.533447265625
2019-03-19,1738.5362548828125
2019-03-20,1744.0313720703125
