Date,TECHM.NS
2015-08-03,441.35174560546875
2015-08-04,456.9035949707031
2015-08-05,464.11053466796875
2015-08-06,450.0338134765625
2015-08-07,451.0874328613281
2015-08-10,447.5472412109375
2015-08-11,455.7234802246094
2015-08-12,469.9688720703125
2015-08-13,464.7005310058594
2015-08-14,467.86151123046875
2015-08-17,465.20635986328125
2015-08-18,474.0990905761719
2015-08-19,472.2867736816406
2015-08-20,471.1068115234375
2015-08-21,474.6048278808594
2015-08-24,441.39398193359375
2015-08-25,445.06060791015625
2015-08-26,427.6121826171875
2015-08-27,437.9379577636719
2015-08-28,435.19842529296875
2015-08-31,434.1026611328125
2015-09-01,431.8267822265625
2015-09-02,451.8039245605469
2015-09-03,455.5128173828125
2015-09-04,446.15643310546875
2015-09-07,453.48980712890625
2015-09-08,452.8153991699219
2015-09-09,449.61236572265625
2015-09-10,449.9495544433594
2015-09-11,442.573974609375
2015-09-14,443.2062072753906
2015-09-15,455.934326171875
2015-09-16,458.6737365722656
2015-09-18,473.2983093261719
2015-09-21,478.3559265136719
2015-09-22,470.1795349121094
2015-09-23,468.7466125488281
2015-09-24,478.2293701171875
2015-09-28,483.3290710449219
2015-09-29,480.80035400390625
2015-09-30,469.8002014160156
2015-10-01,474.562744140625
2015-10-05,480.3788757324219
2015-10-06,476.0378112792969
2015-10-07,477.3443298339844
2015-10-08,474.562744140625
2015-10-09,473.0455017089844
2015-10-12,474.3520202636719
2015-10-13,472.87689208984375
2015-10-14,461.9610900878906
2015-10-15,459.64312744140625
2015-10-16,460.06451416015625
2015-10-19,456.5242919921875
2015-10-20,462.00323486328125
2015-10-21,454.7120056152344
2015-10-23,455.2598876953125
2015-10-26,457.40936279296875
2015-10-27,454.16412353515625
2015-10-28,463.22552490234375
2015-10-29,462.76190185546875
2015-10-30,454.45916748046875
2015-11-02,468.70440673828125
2015-11-03,469.29443359375
2015-11-04,457.62005615234375
2015-11-05,450.91888427734375
2015-11-06,449.6545104980469
2015-11-09,448.7695007324219
2015-11-10,442.48968505859375
2015-11-13,438.3594055175781
2015-11-16,434.9034729003906
2015-11-17,441.2674560546875
2015-11-18,435.53564453125
2015-11-19,450.455322265625
2015-11-20,450.87677001953125
2015-11-23,454.33270263671875
2015-11-24,453.11041259765625
2015-11-26,446.4091796875
2015-11-27,450.37103271484375
2015-11-30,449.6545104980469
2015-12-01,456.9879150390625
2015-12-02,455.17559814453125
2015-12-03,457.3671569824219
2015-12-04,452.09893798828125
2015-12-07,459.09521484375
2015-12-08,447.3365478515625
2015-12-09,444.5126647949219
2015-12-10,454.1219482421875
2015-12-11,452.604736328125
2015-12-14,458.2522277832031
2015-12-15,438.275146484375
2015-12-16,441.14105224609375
2015-12-17,446.7464599609375
2015-12-18,441.0567321777344
2015-12-21,439.87664794921875
2015-12-22,437.9379577636719
2015-12-23,436.6735534667969
2015-12-24,435.746337890625
2015-12-28,437.3057556152344
2015-12-29,437.43218994140625
2015-12-30,442.6583251953125
2015-12-31,439.7081298828125
2016-01-01,438.3594055175781
2016-01-04,435.28277587890625
2016-01-05,439.9188537597656
2016-01-06,442.6160888671875
2016-01-07,430.5623779296875
2016-01-08,440.12957763671875
2016-01-11,427.6121826171875
2016-01-12,427.69647216796875
2016-01-13,425.2099304199219
2016-01-14,433.259765625
2016-01-15,438.78082275390625
2016-01-18,436.1256408691406
2016-01-19,431.9953918457031
2016-01-20,427.35931396484375
2016-01-21,427.6543273925781
2016-01-22,433.4704895019531
2016-01-25,433.72332763671875
2016-01-27,424.0298156738281
2016-01-28,421.5010070800781
2016-01-29,422.63897705078125
2016-02-01,419.4359130859375
2016-02-02,399.9223937988281
2016-02-03,398.0257873535156
2016-02-04,395.7077331542969
2016-02-05,400.47027587890625
2016-02-08,396.71923828125
2016-02-09,377.8379211425781
2016-02-10,371.22100830078125
2016-02-11,364.098388671875
2016-02-12,362.4546813964844
2016-02-15,362.7074890136719
2016-02-16,356.42779541015625
2016-02-17,362.0753173828125
2016-02-18,361.94891357421875
2016-02-19,371.3052673339844
2016-02-22,363.8876037597656
2016-02-23,361.2745666503906
2016-02-24,355.75341796875
2016-02-25,350.9067077636719
2016-02-26,352.12890625
2016-02-29,350.27447509765625
2016-03-01,364.3512268066406
2016-03-02,383.9911804199219
2016-03-03,389.21728515625
2016-03-04,380.3666687011719
2016-03-08,378.3436279296875
2016-03-09,391.2403259277344
2016-03-10,392.9261169433594
2016-03-11,386.0985107421875
2016-03-14,396.3399658203125
2016-03-15,387.9950866699219
2016-03-16,392.6311340332031
2016-03-17,410.2902526855469
2016-03-18,415.0948791503906
2016-03-21,413.114013671875
2016-03-22,408.1408386230469
2016-03-23,404.5162353515625
2016-03-28,400.1330871582031
2016-03-29,394.1484069824219
2016-03-30,398.57366943359375
2016-03-31,400.3438415527344
2016-04-01,390.355224609375
2016-04-04,396.635009765625
2016-04-05,389.6387634277344
2016-04-06,381.84173583984375
2016-04-07,374.63482666015625
2016-04-08,384.24407958984375
2016-04-11,395.834228515625
2016-04-12,391.4931640625
2016-04-13,397.3514709472656
2016-04-18,401.8189392089844
2016-04-20,407.5928649902344
2016-04-21,401.52392578125
2016-04-22,404.5162353515625
2016-04-25,397.8572082519531
2016-04-26,400.807373046875
2016-04-27,403.9683532714844
2016-04-28,404.72698974609375
2016-04-29,409.78448486328125
2016-05-02,402.2403869628906
2016-05-03,393.81121826171875
2016-05-04,393.6004638671875
2016-05-05,404.05267333984375
2016-05-06,398.74224853515625
2016-05-09,403.4205017089844
2016-05-10,406.87646484375
2016-05-11,399.4587707519531
2016-05-12,405.6120300292969
2016-05-13,404.43194580078125
2016-05-16,410.45880126953125
2016-05-17,407.8036193847656
2016-05-18,408.6044006347656
2016-05-19,407.97222900390625
2016-05-20,401.1024169921875
2016-05-23,401.60821533203125
2016-05-24,404.8113098144531
2016-05-25,445.4820251464844
2016-05-26,457.1142883300781
2016-05-27,451.71966552734375
2016-05-30,458.1679992675781
2016-05-31,455.47064208984375
2016-06-01,455.17559814453125
2016-06-02,460.3595886230469
2016-06-03,465.03778076171875
2016-06-06,454.8384704589844
2016-06-07,452.05682373046875
2016-06-08,451.5088806152344
2016-06-09,450.49737548828125
2016-06-10,453.11041259765625
2016-06-13,450.20233154296875
2016-06-14,449.5281066894531
2016-06-15,455.934326171875
2016-06-16,449.3594665527344
2016-06-17,451.17181396484375
2016-06-20,458.8001403808594
2016-06-21,450.9610290527344
2016-06-22,449.0644836425781
2016-06-23,447.8843994140625
2016-06-24,427.4013977050781
2016-06-27,425.37847900390625
2016-06-28,422.30181884765625
2016-06-29,425.6313781738281
2016-06-30,426.3056640625
2016-07-01,431.06817626953125
2016-07-04,437.55859375
2016-07-05,434.31341552734375
2016-07-07,425.2941589355469
2016-07-08,423.9455261230469
2016-07-11,428.5394287109375
2016-07-12,427.5279235839844
2016-07-13,426.9800109863281
2016-07-14,436.7579040527344
2016-07-15,424.8726806640625
2016-07-18,427.0221862792969
2016-07-19,427.8651428222656
2016-07-20,425.96856689453125
2016-07-21,425.92633056640625
2016-07-22,425.5892028808594
2016-07-25,428.5394287109375
2016-07-26,423.56622314453125
2016-07-27,425.04132080078125
2016-07-28,409.27874755859375
2016-07-29,411.3017578125
2016-08-01,413.1561584472656
2016-08-02,420.7845458984375
2016-08-03,418.8458251953125
2016-08-04,421.4167785644531
2016-08-05,417.2864990234375
2016-08-08,424.53558349609375
2016-08-09,423.56622314453125
2016-08-10,419.0987548828125
2016-08-11,421.543212890625
2016-08-12,415.853515625
2016-08-16,407.08721923828125
2016-08-17,400.0909423828125
2016-08-18,395.7499084472656
2016-08-19,398.8687438964844
2016-08-22,393.0947265625
2016-08-23,392.6311340332031
2016-08-24,393.68475341796875
2016-08-25,386.140625
2016-08-26,387.7000427246094
2016-08-29,378.9336853027344
2016-08-30,390.22882080078125
2016-08-31,395.1598205566406
2016-09-01,395.45489501953125
2016-09-02,397.7308349609375
2016-09-06,404.6426696777344
2016-09-07,397.7308349609375
2016-09-08,386.9413757324219
2016-09-09,386.3092346191406
2016-09-12,390.9874267578125
2016-09-14,393.3897399902344
2016-09-15,390.0601806640625
2016-09-16,392.2096252441406
2016-09-19,393.305419921875
2016-09-20,389.5965881347656
2016-09-21,388.7115478515625
2016-09-22,383.3168029785156
2016-09-23,383.1904602050781
2016-09-26,378.4279479980469
2016-09-27,377.5007629394531
2016-09-28,371.3052673339844
2016-09-29,360.05230712890625
2016-09-30,353.8990478515625
2016-10-03,354.61553955078125
2016-10-04,361.35888671875
2016-10-05,358.4929504394531
2016-10-06,354.65765380859375
2016-10-07,353.81475830078125
2016-10-10,355.5849304199219
2016-10-13,355.87994384765625
2016-10-14,353.2668151855469
2016-10-17,344.37408447265625
2016-10-18,358.3243408203125
2016-10-19,358.15576171875
2016-10-20,358.24005126953125
2016-10-21,365.9106140136719
2016-10-24,361.7381896972656
2016-10-25,365.8684387207031
2016-10-26,356.59637451171875
2016-10-27,349.0523376464844
2016-10-28,367.2171630859375
2016-11-01,365.447021484375
2016-11-02,362.28607177734375
2016-11-03,360.7688293457031
2016-11-04,362.4967956542969
2016-11-07,374.9720458984375
2016-11-08,382.8110656738281
2016-11-09,366.247802734375
2016-11-10,372.7803955078125
2016-11-11,361.94891357421875
2016-11-15,363.25543212890625
2016-11-16,373.9183349609375
2016-11-17,372.4432678222656
2016-11-18,375.35125732421875
2016-11-21,376.91070556640625
2016-11-22,382.1789855957031
2016-11-23,381.92608642578125
2016-11-24,386.6042175292969
2016-11-25,410.7117004394531
2016-11-28,412.4818115234375
2016-11-29,407.8457946777344
2016-11-30,408.9837951660156
2016-12-01,400.4281005859375
2016-12-02,399.0372619628906
2016-12-05,389.7651672363281
2016-12-06,392.3360900878906
2016-12-07,384.0333557128906
2016-12-08,390.9031677246094
2016-12-09,397.6043395996094
2016-12-12,395.6656188964844
2016-12-13,408.4358215332031
2016-12-14,401.7767639160156
2016-12-15,402.45111083984375
2016-12-16,402.1982421875
2016-12-19,398.99517822265625
2016-12-20,401.8610534667969
2016-12-21,399.9223937988281
2016-12-22,399.5008850097656
2016-12-23,393.7269287109375
2016-12-26,390.7767028808594
2016-12-27,394.65411376953125
2016-12-28,399.66949462890625
2016-12-29,406.87646484375
2016-12-30,412.1025085449219
2017-01-02,411.34393310546875
2017-01-03,414.33624267578125
2017-01-04,421.96466064453125
2017-01-05,411.42816162109375
2017-01-06,395.96063232421875
2017-01-09,399.0794372558594
2017-01-10,399.12158203125
2017-01-11,399.5851745605469
2017-01-12,405.6120300292969
2017-01-13,411.765380859375
2017-01-16,410.6274108886719
2017-01-17,410.2902526855469
2017-01-18,407.6772155761719
2017-01-19,405.7806701660156
2017-01-20,395.033447265625
2017-01-23,395.91851806640625
2017-01-24,396.0870666503906
2017-01-25,392.504638671875
2017-01-27,393.7269287109375
2017-01-30,397.5200500488281
2017-01-31,381.1674499511719
2017-02-01,379.0602111816406
2017-02-02,388.6694641113281
2017-02-03,404.9798583984375
2017-02-06,402.4932556152344
2017-02-07,396.88787841796875
2017-02-08,400.0487976074219
2017-02-09,408.81512451171875
2017-02-10,421.3746337890625
2017-02-13,421.16387939453125
2017-02-14,425.3363342285156
2017-02-15,417.79217529296875
2017-02-16,425.2520446777344
2017-02-17,424.40911865234375
2017-02-20,421.4167785644531
2017-02-21,428.1179504394531
2017-02-22,428.16015625
2017-02-23,424.53558349609375
2017-02-27,421.290283203125
2017-02-28,420.9531555175781
2017-03-01,421.2481689453125
2017-03-02,421.3746337890625
2017-03-03,424.57769775390625
2017-03-06,421.4167785644531
2017-03-07,421.4167785644531
2017-03-08,414.63128662109375
2017-03-09,412.1446838378906
2017-03-10,401.06024169921875
2017-03-14,404.47412109375
2017-03-15,404.3055114746094
2017-03-16,405.52777099609375
2017-03-17,408.1829528808594
2017-03-20,406.20208740234375
2017-03-21,402.0296630859375
2017-03-22,400.72314453125
2017-03-23,406.4128112792969
2017-03-24,399.66949462890625
2017-03-27,395.1598205566406
2017-03-28,384.1176452636719
2017-03-29,386.2670593261719
2017-03-30,388.753662109375
2017-03-31,387.0257263183594
2017-04-03,381.92608642578125
2017-04-05,376.74212646484375
2017-04-06,376.699951171875
2017-04-07,373.5811767578125
2017-04-10,373.4547119140625
2017-04-11,375.26702880859375
2017-04-12,368.9029541015625
2017-04-13,362.41253662109375
2017-04-17,355.669189453125
2017-04-18,353.0982360839844
2017-04-19,349.2208251953125
2017-04-20,354.4469299316406
2017-04-21,360.4737854003906
2017-04-24,361.82244873046875
2017-04-25,369.324462890625
2017-04-26,359.9680480957031
2017-04-27,358.19793701171875
2017-04-28,351.4545593261719
2017-05-02,352.4660949707031
2017-05-03,353.8990478515625
2017-05-04,353.2668151855469
2017-05-05,348.1250305175781
2017-05-08,354.9948425292969
2017-05-09,359.2516174316406
