Date,INGA.AS
2015-08-24,7.374378681182861
2015-08-25,7.897737503051758
2015-08-26,7.806077480316162
2015-08-27,8.1135892868042
2015-08-28,8.081063270568848
2015-08-31,8.06923770904541
2015-09-01,7.823817729949951
2015-09-02,7.81494665145874
2015-09-03,8.033754348754883
2015-09-04,7.746939659118652
2015-09-07,7.850429534912109
2015-09-08,7.930263996124268
2015-09-09,8.054451942443848
2015-09-10,7.959832668304443
2015-09-11,7.83564567565918
2015-09-14,7.738069534301758
2015-09-15,7.862258434295654
2015-09-16,7.83564567565918
2015-09-17,7.877041339874268
2015-09-18,7.545871734619141
2015-09-21,7.678932189941406
2015-09-22,7.439428329467773
2015-09-23,7.409859657287598
2015-09-24,7.32115364074707
2015-09-25,7.607969284057617
2015-09-28,7.347766399383545
2015-09-29,7.344809055328369
2015-09-30,7.480822563171387
2015-10-01,7.516305923461914
2015-10-02,7.495608806610107
2015-10-05,7.785381317138672
2015-10-06,7.797206878662109
2015-10-07,7.7498979568481445
2015-10-08,7.605010509490967
2015-10-09,7.525177478790283
2015-10-12,7.409859657287598
2015-10-13,7.409859657287598
2015-10-14,7.403947353363037
2015-10-15,7.548831462860107
2015-10-16,7.67006254196167
2015-10-19,7.684846878051758
2015-10-20,7.607969284057617
2015-10-21,7.628666400909424
2015-10-22,7.7025885581970215
2015-10-23,7.903652191162109
2015-10-26,7.962790012359619
2015-10-27,7.877041339874268
2015-10-28,7.93322229385376
2015-10-29,7.859302520751953
2015-10-30,7.8267741203308105
2015-11-02,7.903652191162109
2015-11-03,7.773550510406494
2015-11-04,7.930263996124268
2015-11-05,7.820859432220459
2015-11-06,8.125414848327637
2015-11-09,8.018969535827637
2015-11-10,8.066279411315918
2015-11-11,8.101763725280762
2015-11-12,7.956874847412109
2015-11-13,7.844518661499023
2015-11-16,7.785381317138672
2015-11-17,7.948005676269531
2015-11-18,7.865213871002197
2015-11-19,7.859302520751953
2015-11-20,7.758767604827881
2015-11-23,7.714415073394775
2015-11-24,7.687802314758301
2015-11-25,7.678932189941406
2015-11-26,7.6996307373046875
2015-11-27,7.791293144226074
2015-11-30,7.684846878051758
2015-12-01,7.6582350730896
2015-12-02,7.599097728729248
2015-12-03,7.439428329467773
2015-12-04,7.4571685791015625
2015-12-07,7.46012544631958
2015-12-08,7.259059429168701
2015-12-09,7.291585922241211
2015-12-10,7.217663764953613
2015-12-11,7.143742561340332
2015-12-14,7.0491251945495605
2015-12-15,7.309326171875
2015-12-16,7.250190734863281
2015-12-17,7.386203765869141
2015-12-18,7.32115364074707
2015-12-21,7.182183265686035
2015-12-22,7.241318702697754
2015-12-23,7.421687602996826
2015-12-24,7.421687602996826
2015-12-28,7.403947353363037
2015-12-29,7.495608806610107
2015-12-30,7.46012544631958
2016-01-04,7.214707374572754
2016-01-05,7.223576545715332
2016-01-06,7.10530424118042
2016-01-07,6.963376045227051
2016-01-08,6.815532684326172
2016-01-11,6.794834613800049
2016-01-12,6.848057746887207
2016-01-13,6.862841606140137
2016-01-14,6.717957019805908
2016-01-15,6.510978698730469
2016-01-18,6.383832931518555
2016-01-19,6.416359901428223
2016-01-20,6.176853656768799
2016-01-21,6.224164009094238
2016-01-22,6.442970275878906
2016-01-25,6.295127868652344
2016-01-26,6.309912204742432
2016-01-27,6.295127868652344
2016-01-28,6.073364734649658
2016-01-29,6.265560150146484
2016-02-01,6.20937967300415
2016-02-02,5.89713716506958
2016-02-03,5.719134330749512
2016-02-04,6.2271199226379395
2016-02-05,6.21529483795166
2016-02-08,5.846870422363281
2016-02-09,5.565969467163086
2016-02-10,5.812570571899414
2016-02-11,5.500919342041016
2016-02-12,5.779453754425049
2016-02-15,6.108846187591553
2016-02-16,6.03492546081543
2016-02-17,6.238948345184326
2016-02-18,6.170941352844238
2016-02-19,6.102933406829834
2016-02-22,6.292171001434326
2016-02-23,6.14432954788208
2016-02-24,5.981701374053955
2016-02-25,6.15911340713501
2016-02-26,6.389747142791748
2016-02-29,6.442970275878906
2016-03-01,6.614468574523926
2016-03-02,6.797791481018066
2016-03-03,6.7386555671691895
2016-03-04,6.77117919921875
2016-03-07,6.638123035430908
2016-03-08,6.605597019195557
2016-03-09,6.602640151977539
2016-03-10,6.605597019195557
2016-03-11,6.984073638916016
2016-03-14,6.960419654846191
2016-03-15,6.859886646270752
2016-03-16,6.753439426422119
2016-03-17,6.6203813552856445
2016-03-18,6.67951774597168
2016-03-21,6.688390731811523
2016-03-22,6.6469926834106445
2016-03-23,6.549417018890381
2016-03-24,6.434098720550537
2016-03-29,6.422272682189941
2016-03-30,6.425228118896484
2016-03-31,6.286256790161133
2016-04-01,6.156156063079834
2016-04-04,6.18572473526001
2016-04-05,5.990572929382324
2016-04-06,6.040838718414307
2016-04-07,5.90778112411499
2016-04-08,6.0083136558532715
2016-04-11,6.13250207901001
2016-04-12,6.129544258117676
2016-04-13,6.448884963989258
2016-04-14,6.531675338745117
2016-04-15,6.546459674835205
2016-04-18,6.570114612579346
2016-04-19,6.608554840087891
2016-04-20,6.611512660980225
2016-04-21,6.762310028076172
2016-04-22,6.783007621765137
2016-04-25,6.6469926834106445
2016-04-26,6.694301128387451
2016-04-27,6.749526500701904
2016-04-28,6.813952445983887
2016-04-29,6.562379837036133
2016-05-02,6.586923122406006
2016-05-03,6.369098663330078
2016-05-04,6.264786243438721
2016-05-05,6.2064948081970215
2016-05-06,6.258650779724121
2016-05-09,6.258650779724121
2016-05-10,6.424320220947266
2016-05-11,6.412048816680908
2016-05-12,6.350689888000488
2016-05-13,6.39670991897583
2016-05-16,6.273990631103516
2016-05-17,6.212631702423096
2016-05-18,6.338417053222656
2016-05-19,6.307738304138184
2016-05-20,6.436594486236572
2016-05-23,6.424320220947266
2016-05-24,6.675893306732178
2016-05-25,6.896787643432617
2016-05-26,6.948943138122559
2016-05-27,6.982691287994385
2016-05-30,7.0010986328125
2016-05-31,6.869176387786865
2016-06-01,6.767932891845703
2016-06-02,6.774069786071777
2016-06-03,6.651350498199463
2016-06-06,6.654418468475342
2016-06-07,6.740322113037109
2016-06-08,6.663622856140137
2016-06-09,6.586923122406006
2016-06-10,6.310807228088379
2016-06-13,6.115070819854736
2016-06-14,6.024871826171875
2016-06-15,5.9825334548950195
2016-06-16,5.943877220153809
2016-06-17,6.124887466430664
2016-06-20,6.375234603881836
2016-06-21,6.439660549163818
2016-06-22,6.494884490966797
2016-06-23,6.734186172485352
2016-06-24,5.727893352508545
2016-06-27,5.2811970710754395
2016-06-28,5.405757427215576
2016-06-29,5.529702186584473
2016-06-30,5.632172584533691
2016-07-01,5.620513916015625
2016-07-04,5.537679195404053
2016-07-05,5.386734962463379
2016-07-06,5.245608806610107
2016-07-07,5.295310020446777
2016-07-08,5.596583843231201
2016-07-11,5.727893352508545
2016-07-12,5.914424419403076
2016-07-13,5.85736083984375
2016-07-14,6.009532451629639
2016-07-15,6.002169609069824
2016-07-18,5.999715328216553
2016-07-19,6.0089192390441895
2016-07-20,6.1015706062316895
2016-07-21,6.1788835525512695
2016-07-22,6.2249040603637695
2016-07-25,6.120593070983887
2016-07-26,6.093594551086426
2016-07-27,6.104639530181885
2016-07-28,6.000942230224609
2016-07-29,6.135931968688965
2016-08-01,6.0512566566467285
2016-08-02,5.7702317237854
2016-08-03,6.243310928344727
2016-08-04,6.338417053222656
2016-08-05,6.470337867736816
2016-08-08,6.564565658569336
2016-08-09,6.646230697631836
2016-08-10,6.592833995819092
2016-08-11,6.665074825286865
2016-08-12,6.649371147155762
2016-08-15,6.652512073516846
2016-08-16,6.58341121673584
2016-08-17,6.5677080154418945
2016-08-18,6.639947891235352
2016-08-19,6.561424732208252
2016-08-22,6.589694499969482
2016-08-23,6.765586853027344
2016-08-24,6.831545829772949
2016-08-25,6.8221235275268555
2016-08-26,6.834685802459717
2016-08-29,6.790713787078857
2016-08-30,6.932055473327637
2016-08-31,7.048271179199219
2016-09-01,7.079679012298584
2016-09-02,7.192752838134766
2016-09-05,7.183331489562988
2016-09-06,7.098525524139404
2016-09-07,7.104809284210205
2016-09-08,7.155062675476074
2016-09-09,7.111088752746582
2016-09-12,6.969748020172119
2016-09-13,6.866097927093506
2016-09-14,6.803276538848877
2016-09-15,6.847249984741211
2016-09-16,6.712189674377441
2016-09-19,6.7718682289123535
2016-09-20,6.721611976623535
2016-09-21,6.9383368492126465
2016-09-22,7.004298686981201
2016-09-23,6.947760581970215
2016-09-26,6.793852806091309
2016-09-27,6.803276538848877
2016-09-28,6.840968132019043
2016-09-29,6.818981170654297
2016-09-30,6.903787136077881
2016-10-03,6.834685802459717
2016-10-04,6.878659725189209
2016-10-05,6.994875907897949
2016-10-06,7.085962295532227
2016-10-07,7.063973426818848
2016-10-10,7.067117214202881
2016-10-11,7.057692050933838
2016-10-12,7.114230155944824
2016-10-13,6.957184791564941
2016-10-14,7.0891032218933105
2016-10-17,7.117371559143066
2016-10-18,7.239867210388184
2016-10-19,7.312109470367432
2016-10-20,7.444028854370117
2016-10-21,7.406338691711426
2016-10-24,7.525692939758301
2016-10-25,7.506847858428955
2016-10-26,7.509987831115723
2016-10-27,7.585372447967529
2016-10-28,7.582230567932129
2016-10-31,7.535115718841553
2016-11-01,7.415761947631836
2016-11-02,7.26499605178833
2016-11-03,7.431464672088623
2016-11-04,7.506847858428955
2016-11-07,7.717291355133057
2016-11-08,7.754983425140381
2016-11-09,8.109908103942871
2016-11-10,8.153881072998047
2016-11-11,8.072216987609863
2016-11-14,8.260673522949219
2016-11-15,8.241829872131348
2016-11-16,8.084781646728516
2016-11-17,8.09420394897461
2016-11-18,8.028244018554688
2016-11-21,8.025102615356445
2016-11-22,8.141318321228027
2016-11-23,8.043950080871582
2016-11-24,8.040807723999023
2016-11-25,8.009398460388184
2016-11-28,7.86491584777832
2016-11-29,7.930875778198242
2016-11-30,8.072216987609863
2016-12-01,8.141318321228027
2016-12-02,7.921451091766357
2016-12-05,8.113049507141113
2016-12-06,8.471115112304688
2016-12-07,8.471115112304688
2016-12-08,8.621883392333984
2016-12-09,8.55592155456543
2016-12-12,8.571627616882324
2016-12-13,8.55592155456543
2016-12-14,8.408296585083008
2016-12-15,8.612459182739258
2016-12-16,8.543357849121094
2016-12-19,8.467974662780762
2016-12-20,8.568485260009766
2016-12-21,8.56220531463623
2016-12-22,8.577908515930176
2016-12-23,8.559062004089355
2016-12-27,8.505667686462402
2016-12-28,8.49624252319336
2016-12-29,8.37060546875
2016-12-30,8.39887523651123
2017-01-02,8.467974662780762
2017-01-03,8.681559562683105
2017-01-04,8.731815338134766
2017-01-05,8.700407028198242
2017-01-06,8.734953880310059
2017-01-09,8.609318733215332
2017-01-10,8.568485260009766
2017-01-11,8.571627616882324
2017-01-12,8.480539321899414
2017-01-13,8.653290748596191
2017-01-16,8.486821174621582
2017-01-17,8.455410957336426
2017-01-18,8.361184120178223
2017-01-19,8.339198112487793
2017-01-20,8.395733833312988
2017-01-23,8.292082786560059
2017-01-24,8.323493003845215
2017-01-25,8.577908515930176
2017-01-26,8.603036880493164
2017-01-27,8.581050872802734
2017-01-30,8.39887523651123
2017-01-31,8.323493003845215
2017-02-01,8.47425651550293
2017-02-02,8.55278205871582
2017-02-03,8.675277709960938
2017-02-06,8.56534481048584
2017-02-07,8.581050872802734
2017-02-08,8.386310577392578
2017-02-09,8.543357849121094
2017-02-10,8.433424949645996
2017-02-13,8.518231391906738
2017-02-14,8.587332725524902
2017-02-15,8.631302833557129
2017-02-16,8.587332725524902
2017-02-17,8.452269554138184
2017-02-20,8.452269554138184
2017-02-21,8.424001693725586
2017-02-22,8.376887321472168
2017-02-23,8.2952241897583
2017-02-24,8.185291290283203
2017-02-27,8.122472763061523
2017-02-28,8.175867080688477
2017-03-01,8.49310302734375
2017-03-02,8.477398872375488
2017-03-03,8.71925163269043
2017-03-06,8.659574508666992
2017-03-07,8.678418159484863
2017-03-08,8.813478469848633
2017-03-09,9.001935958862305
2017-03-10,9.184112548828125
2017-03-13,9.136996269226074
2017-03-14,8.998794555664062
2017-03-15,9.049050331115723
2017-03-16,9.058472633361816
2017-03-17,9.036484718322754
2017-03-20,8.970525741577148
2017-03-21,9.045907974243164
2017-03-22,8.681559562683105
2017-03-23,8.756942749023438
2017-03-24,8.647008895874023
2017-03-27,8.621883392333984
2017-03-28,8.738097190856934
2017-03-29,8.744379043579102
2017-03-30,8.813478469848633
2017-03-31,8.901424407958984
2017-04-03,8.785211563110352
2017-04-04,8.763224601745605
2017-04-05,8.7726469039917
2017-04-06,8.841747283935547
2017-04-07,8.838606834411621
2017-04-10,8.826044082641602
2017-04-11,8.804056167602539
2017-04-12,8.734953880310059
2017-04-13,8.675277709960938
2017-04-18,8.577908515930176
