Date,CF
2015-08-03,44.41082763671875
2015-08-04,45.547061920166016
2015-08-05,46.367252349853516
2015-08-06,47.40565490722656
2015-08-07,44.35063552856445
2015-08-10,45.863094329833984
2015-08-11,43.09400177001953
2015-08-12,46.62653732299805
2015-08-13,47.821712493896484
2015-08-14,48.283145904541016
2015-08-17,48.434417724609375
2015-08-18,48.010826110839844
2015-08-19,46.845909118652344
2015-08-20,46.19538116455078
2015-08-21,45.02290725708008
2015-08-24,42.284610748291016
2015-08-25,42.201412200927734
2015-08-26,42.44346237182617
2015-08-27,43.7823600769043
2015-08-28,43.47220993041992
2015-08-31,43.40413284301758
2015-09-01,41.48279571533203
2015-09-02,42.019866943359375
2015-09-03,43.0940055847168
2015-09-04,41.96691131591797
2015-09-08,43.04861068725586
2015-09-09,43.0864372253418
2015-09-10,42.662837982177734
2015-09-11,42.269493103027344
2015-09-14,40.73392868041992
2015-09-15,41.43741226196289
2015-09-16,41.43741226196289
2015-09-17,40.73392868041992
2015-09-18,39.35721969604492
2015-09-21,39.12273025512695
2015-09-22,38.65373229980469
2015-09-23,36.11211395263672
2015-09-24,35.1136360168457
2015-09-25,35.075801849365234
2015-09-28,33.328453063964844
2015-09-29,33.42677688598633
2015-09-30,33.96384811401367
2015-10-01,33.888214111328125
2015-10-02,35.635581970214844
2015-10-05,37.095489501953125
2015-10-06,37.481266021728516
2015-10-07,39.50094223022461
2015-10-08,39.98506164550781
2015-10-09,38.41167449951172
2015-10-12,38.10911178588867
2015-10-13,38.638607025146484
2015-10-14,39.735435485839844
2015-10-15,40.40110397338867
2015-10-16,39.57658004760742
2015-10-19,38.94118118286133
2015-10-20,39.16054916381836
2015-10-21,39.49337387084961
2015-10-22,40.620460510253906
2015-10-23,40.93817138671875
2015-10-26,40.16661071777344
2015-10-27,39.00926208496094
2015-10-28,39.53120422363281
2015-10-29,38.80502700805664
2015-10-30,38.404117584228516
2015-11-02,39.59927749633789
2015-11-03,39.30427169799805
2015-11-04,39.152976989746094
2015-11-05,35.43132781982422
2015-11-06,35.189273834228516
2015-11-09,36.437381744384766
2015-11-10,35.809547424316406
2015-11-11,36.013790130615234
2015-11-12,35.86154556274414
2015-11-13,36.57708740234375
2015-11-16,36.516197204589844
2015-11-17,37.67326736450195
2015-11-18,37.74177932739258
2015-11-19,35.450469970703125
2015-11-20,33.41800308227539
2015-11-23,34.255332946777344
2015-11-24,34.86433029174805
2015-11-25,34.5369987487793
2015-11-27,34.33909225463867
2015-11-30,35.12315368652344
2015-12-01,34.255332946777344
2015-12-02,34.30101013183594
2015-12-03,34.91000747680664
2015-12-04,33.82905578613281
2015-12-07,32.923194885253906
2015-12-08,32.03254699707031
2015-12-09,32.82423400878906
2015-12-10,32.154354095458984
2015-12-11,31.294164657592773
2015-12-14,30.502490997314453
2015-12-15,31.065786361694336
2015-12-16,31.537750244140625
2015-12-17,31.39312171936035
2015-12-18,31.67477035522461
2015-12-21,31.454011917114258
2015-12-22,32.53495788574219
2015-12-23,33.623512268066406
2015-12-24,32.923194885253906
2015-12-28,32.154354095458984
2015-12-29,32.458839416503906
2015-12-30,31.332233428955078
2015-12-31,31.065786361694336
2016-01-04,30.829809188842773
2016-01-05,29.863056182861328
2016-01-06,27.282482147216797
2016-01-07,25.988386154174805
2016-01-08,25.74479103088379
2016-01-11,24.701915740966797
2016-01-12,24.770418167114258
2016-01-13,24.176664352416992
2016-01-14,24.83132553100586
2016-01-15,24.032026290893555
2016-01-19,23.027206420898438
2016-01-20,22.243133544921875
2016-01-21,23.04242706298828
2016-01-22,22.80644989013672
2016-01-25,21.771175384521484
2016-01-26,22.44866943359375
2016-01-27,22.88257598876953
2016-01-28,23.088098526000977
2016-01-29,22.83689308166504
2016-02-01,23.01959228515625
2016-02-02,22.41822052001953
2016-02-03,22.874958038330078
2016-02-04,23.286022186279297
2016-02-05,22.814058303833008
2016-02-08,21.32204818725586
2016-02-09,21.67221450805664
2016-02-10,21.410640716552734
2016-02-11,22.341535568237305
2016-02-12,23.080102920532227
2016-02-16,23.95714569091797
2016-02-17,24.387971878051758
2016-02-18,26.44209098815918
2016-02-19,25.388111114501953
2016-02-22,25.803552627563477
2016-02-23,24.71878433227539
2016-02-24,24.42643928527832
2016-02-25,25.51120376586914
2016-02-26,26.88831901550293
2016-02-29,28.05000877380371
2016-03-01,27.888456344604492
2016-03-02,26.72675323486328
2016-03-03,27.842288970947266
2016-03-04,26.611360549926758
2016-03-07,28.37313461303711
2016-03-08,27.126813888549805
2016-03-09,27.249906539916992
2016-03-10,25.8804931640625
2016-03-11,27.419158935546875
2016-03-14,27.34222984313965
2016-03-15,25.872798919677734
2016-03-16,26.272851943969727
2016-03-17,26.965251922607422
2016-03-18,26.919097900390625
2016-03-21,26.972946166992188
2016-03-22,26.103595733642578
2016-03-23,25.36503028869629
2016-03-24,24.572608947753906
2016-03-28,24.45721435546875
2016-03-29,24.549537658691406
2016-03-30,24.6033878326416
2016-03-31,24.111013412475586
2016-04-01,24.71878433227539
2016-04-04,24.011003494262695
2016-04-05,23.16472816467285
2016-04-06,22.556949615478516
2016-04-07,22.456933975219727
2016-04-08,22.90315055847168
2016-04-11,23.195505142211914
2016-04-12,23.495540618896484
2016-04-13,24.018692016601562
2016-04-14,23.53400993347168
2016-04-15,23.872516632080078
2016-04-18,24.13408851623535
2016-04-19,25.926647186279297
2016-04-20,26.826770782470703
2016-04-21,26.34208869934082
2016-04-22,25.57275390625
2016-04-25,25.518898010253906
2016-04-26,25.9189510345459
2016-04-27,25.995887756347656
2016-04-28,26.403635025024414
2016-04-29,25.441970825195312
2016-05-02,25.649686813354492
2016-05-03,24.364891052246094
2016-05-04,24.703401565551758
2016-05-05,23.687877655029297
2016-05-06,23.849437713623047
2016-05-09,23.395530700683594
2016-05-10,23.464763641357422
2016-05-11,22.889802932739258
2016-05-12,21.638872146606445
2016-05-13,21.48346710205078
2016-05-16,22.237140655517578
2016-05-17,22.625633239746094
2016-05-18,22.20606231689453
2016-05-19,22.33037567138672
2016-05-20,22.213834762573242
2016-05-23,23.192829132080078
2016-05-24,21.452394485473633
2016-05-25,22.93642234802246
2016-05-26,22.501314163208008
2016-05-27,21.522321701049805
2016-05-31,21.49124526977539
2016-06-01,21.4757022857666
2016-06-02,21.739877700805664
2016-06-03,22.2293758392334
2016-06-06,24.202892303466797
2016-06-07,24.832250595092773
2016-06-08,24.14851188659668
2016-06-09,23.146207809448242
2016-06-10,22.71109962463379
2016-06-13,22.237140655517578
2016-06-14,21.545631408691406
2016-06-15,21.50678253173828
2016-06-16,21.43685531616211
2016-06-17,22.027359008789062
2016-06-20,21.724334716796875
2016-06-21,21.21929931640625
2016-06-22,20.993974685668945
2016-06-23,21.4757022857666
2016-06-24,19.758577346801758
2016-06-27,18.24346923828125
2016-06-28,18.694120407104492
2016-06-29,18.911672592163086
2016-06-30,18.72519302368164
2016-07-01,18.818435668945312
2016-07-05,18.29008674621582
2016-07-06,18.453248977661133
2016-07-07,18.259008407592773
2016-07-08,19.315698623657227
2016-07-11,19.168073654174805
2016-07-12,20.224767684936523
2016-07-13,20.91628074645996
2016-07-14,21.65441131591797
2016-07-15,21.320308685302734
2016-07-18,21.514549255371094
2016-07-19,20.628795623779297
2016-07-20,20.675413131713867
2016-07-21,20.426780700683594
2016-07-22,19.56433868408203
2016-07-25,19.68088150024414
2016-07-26,20.046064376831055
2016-07-27,19.743040084838867
2016-07-28,19.16030502319336
2016-07-29,19.17584228515625
2016-08-01,18.97382926940918
