Date,INTC
2015-08-03,22.610198974609375
2015-08-04,22.672468185424805
2015-08-05,22.852968215942383
2015-08-06,22.766643524169922
2015-08-07,22.664623260498047
2015-08-10,23.261056900024414
2015-08-11,22.735246658325195
2015-08-12,23.119796752929688
2015-08-13,22.656774520874023
2015-08-14,22.774490356445312
2015-08-17,22.821571350097656
2015-08-18,22.68816566467285
2015-08-19,22.25652503967285
2015-08-20,21.60515785217285
2015-08-21,20.843917846679688
2015-08-24,20.600635528564453
2015-08-25,20.302412033081055
2015-08-26,21.424654006958008
2015-08-27,21.7542667388916
2015-08-28,22.303613662719727
2015-08-31,22.397790908813477
2015-09-01,21.832744598388672
2015-09-02,22.444873809814453
2015-09-03,22.821571350097656
2015-09-04,22.382095336914062
2015-09-08,23.151187896728516
2015-09-09,22.947134017944336
2015-09-10,22.97068214416504
2015-09-11,23.12763786315918
2015-09-14,23.06485366821289
2015-09-15,23.331684112548828
2015-09-16,23.363075256347656
2015-09-17,23.31599235534668
2015-09-18,22.774490356445312
2015-09-21,22.88435935974121
2015-09-22,22.49980926513672
2015-09-23,22.554750442504883
2015-09-24,22.350704193115234
2015-09-25,22.609683990478516
2015-09-28,22.5704402923584
2015-09-29,22.947134017944336
2015-09-30,23.65345001220703
2015-10-01,23.543582916259766
2015-10-02,23.943817138671875
2015-10-05,24.493165969848633
2015-10-06,24.90910530090332
2015-10-07,25.36428451538086
2015-10-08,25.521242141723633
2015-10-09,25.2230224609375
2015-10-12,25.277950286865234
2015-10-13,25.14454460144043
2015-10-14,25.74098014831543
2015-10-15,25.701736450195312
2015-10-16,25.929330825805664
2015-10-19,26.360965728759766
2015-10-20,26.243240356445312
2015-10-21,26.188302993774414
2015-10-22,26.99664306640625
2015-10-23,27.38902473449707
2015-10-26,27.145751953125
2015-10-27,27.05157470703125
2015-10-28,27.23992347717285
2015-10-29,26.706270217895508
2015-10-30,26.572853088378906
2015-11-02,26.769046783447266
2015-11-03,26.92601203918457
2015-11-04,26.989227294921875
2015-11-05,26.870681762695312
2015-11-06,26.744239807128906
2015-11-09,26.356975555419922
2015-11-10,26.246337890625
2015-11-11,25.969724655151367
2015-11-12,25.60618019104004
2015-11-13,25.376991271972656
2015-11-16,25.36908721923828
2015-11-17,25.79585838317871
2015-11-18,26.20682144165039
2015-11-19,27.107772827148438
2015-11-20,27.392295837402344
2015-11-23,27.250032424926758
2015-11-24,27.155187606811523
2015-11-25,27.22632598876953
2015-11-27,27.234224319458008
2015-11-30,27.479232788085938
2015-12-01,27.732131958007812
2015-12-02,27.526647567749023
2015-12-03,26.902294158935547
2015-12-04,27.61357879638672
2015-12-07,27.653087615966797
2015-12-08,27.46342658996582
2015-12-09,27.510845184326172
2015-12-10,27.479232788085938
2015-12-11,27.08406639099121
2015-12-14,27.242137908935547
2015-12-15,27.803251266479492
2015-12-16,27.898094177246094
2015-12-17,27.58987045288086
2015-12-18,26.767946243286133
2015-12-21,27.06036376953125
2015-12-22,27.447616577148438
2015-12-23,27.660999298095703
2015-12-24,27.645191192626953
2015-12-28,27.605674743652344
2015-12-29,28.00874137878418
2015-12-30,27.653087615966797
2015-12-31,27.22632598876953
2016-01-04,26.862781524658203
2016-01-05,26.7363338470459
2016-01-06,26.143592834472656
2016-01-07,25.16360855102539
2016-01-08,24.90279769897461
2016-01-11,25.337472915649414
2016-01-12,25.82746696472168
2016-01-13,25.218917846679688
2016-01-14,25.87489128112793
2016-01-15,23.519752502441406
2016-01-19,23.551362991333008
2016-01-20,23.38539695739746
2016-01-21,23.440719604492188
2016-01-22,23.654102325439453
2016-01-25,23.3933048248291
2016-01-26,23.662010192871094
2016-01-27,23.55926513671875
2016-01-28,23.685718536376953
2016-01-29,24.515544891357422
2016-02-01,24.357484817504883
2016-02-02,23.551362991333008
2016-02-03,23.39190673828125
2016-02-04,23.73473358154297
2016-02-05,23.152729034423828
2016-02-08,22.977325439453125
2016-02-09,22.9693546295166
2016-02-10,22.50693702697754
2016-02-11,22.498964309692383
2016-02-12,22.833818435668945
2016-02-16,22.9454402923584
2016-02-17,23.495555877685547
2016-02-18,23.4556884765625
2016-02-19,22.88962745666504
2016-02-22,23.39988136291504
2016-02-23,22.961381912231445
2016-02-24,23.272319793701172
2016-02-25,23.615144729614258
2016-02-26,23.75865364074707
2016-02-29,23.591228485107422
2016-03-01,24.21310043334961
2016-03-02,24.3486385345459
2016-03-03,24.380525588989258
2016-03-04,24.42038345336914
2016-03-07,24.667539596557617
2016-03-08,24.364580154418945
2016-03-09,24.61173439025879
2016-03-10,24.91469955444336
2016-03-11,25.321306228637695
2016-03-14,25.05820655822754
2016-03-15,25.233604431152344
2016-03-16,25.2654972076416
2016-03-17,25.496700286865234
2016-03-18,26.05478858947754
2016-03-21,25.783714294433594
2016-03-22,25.767778396606445
2016-03-23,25.512645721435547
2016-03-24,25.416976928710938
2016-03-28,25.43291664123535
2016-03-29,25.815614700317383
2016-03-30,26.078710556030273
2016-03-31,25.791688919067383
2016-04-01,25.87142562866211
2016-04-04,25.512645721435547
2016-04-05,25.43291664123535
2016-04-06,25.57642936706543
2016-04-07,25.15387535095215
2016-04-08,25.217655181884766
2016-04-11,25.249549865722656
2016-04-12,25.401025772094727
2016-04-13,25.616294860839844
2016-04-14,25.35319709777832
2016-04-15,25.082120895385742
2016-04-18,25.233604431152344
2016-04-19,25.193742752075195
2016-04-20,25.512645721435547
