Date,ULVR.L
2016-07-19,3558.398681640625
2016-07-20,3563.88134765625
2016-07-21,3523.00830078125
2016-07-22,3547.432373046875
2016-07-25,3519.021728515625
2016-07-26,3544.9404296875
2016-07-27,3514.036865234375
2016-07-28,3515.53271484375
2016-07-29,3522.510498046875
2016-08-01,3523.00830078125
2016-08-02,3521.015625
2016-08-03,3467.183837890625
2016-08-04,3506.333251953125
2016-08-05,3530.7587890625
2016-08-08,3508.8251953125
2016-08-09,3560.668212890625
2016-08-10,3542.72119140625
2016-08-11,3630.455078125
2016-08-12,3617.992919921875
2016-08-15,3630.455078125
2016-08-16,3599.55029296875
2016-08-17,3603.0390625
2016-08-18,3587.585693359375
2016-08-19,3595.5615234375
2016-08-22,3554.68603515625
2016-08-23,3552.193603515625
2016-08-24,3515.804443359375
2016-08-25,3548.704345703125
2016-08-26,3558.17529296875
2016-08-30,3558.673828125
2016-08-31,3518.296630859375
2016-09-01,3516.801513671875
2016-09-02,3651.889892578125
2016-09-05,3638.43115234375
2016-09-06,3605.032958984375
2016-09-07,3610.017578125
2016-09-08,3576.61962890625
2016-09-09,3519.2939453125
2016-09-12,3494.369873046875
2016-09-13,3510.819580078125
2016-09-14,3503.342529296875
2016-09-15,3535.744384765625
2016-09-16,3505.834716796875
2016-09-19,3572.631103515625
2016-09-20,3568.145751953125
2016-09-21,3538.236328125
2016-09-22,3614.503662109375
2016-09-23,3620.485107421875
2016-09-26,3588.583251953125
2016-09-27,3629.458984375
2016-09-28,3644.413330078125
2016-09-29,3640.425048828125
2016-09-30,3643.415771484375
2016-10-03,3696.753662109375
2016-10-04,3752.085205078125
2016-10-05,3677.3125
2016-10-06,3682.795654296875
2016-10-07,3708.218994140625
2016-10-10,3740.12158203125
2016-10-11,3742.6142578125
2016-10-12,3712.206787109375
2016-10-13,3585.592041015625
2016-10-14,3536.74072265625
2016-10-17,3493.871337890625
2016-10-18,3484.89794921875
2016-10-19,3456.98291015625
2016-10-20,3478.417724609375
2016-10-21,3475.92529296875
2016-10-24,3460.970947265625
2016-10-25,3466.95263671875
2016-10-26,3442.527587890625
2016-10-27,3428.35791015625
2016-10-28,3432.34716796875
2016-10-31,3407.918701171875
2016-11-01,3433.342041015625
2016-11-02,3403.9296875
2016-11-03,3345.103759765625
2016-11-04,3308.2138671875
2016-11-07,3350.587890625
2016-11-08,3372.0244140625
2016-11-09,3301.23388671875
2016-11-10,3171.6171875
2016-11-11,3154.16943359375
2016-11-14,3122.264404296875
2016-11-15,3165.13720703125
2016-11-16,3119.27294921875
2016-11-17,3110.79736328125
2016-11-18,3110.79736328125
2016-11-21,3097.8359375
2016-11-22,3117.2783203125
2016-11-23,3112.292724609375
2016-11-24,3110.79736328125
2016-11-25,3163.640869140625
2016-11-28,3137.218994140625
2016-11-29,3120.767578125
2016-11-30,3186.57373046875
2016-12-01,3087.86572265625
2016-12-02,3101.326171875
2016-12-05,3112.79248046875
2016-12-06,3125.752685546875
2016-12-07,3101.823974609375
2016-12-08,3082.8798828125
2016-12-09,3115.283935546875
2016-12-12,3102.821044921875
2016-12-13,3184.0810546875
2016-12-14,3161.1484375
2016-12-15,3148.187255859375
2016-12-16,3142.702880859375
2016-12-19,3209.006591796875
2016-12-20,3235.42822265625
2016-12-21,3224.4609375
2016-12-22,3251.879638671875
2016-12-23,3262.847900390625
2016-12-28,3268.331298828125
2016-12-29,3279.7978515625
2016-12-30,3282.789306640625
2017-01-03,3265.340576171875
2017-01-04,3277.803466796875
2017-01-05,3289.26953125
2017-01-06,3284.28369140625
2017-01-09,3334.635009765625
2017-01-10,3325.163330078125
2017-01-11,3343.1103515625
2017-01-12,3361.05712890625
2017-01-13,3373.022216796875
2017-01-16,3392.464111328125
2017-01-17,3310.70654296875
2017-01-18,3345.60302734375
2017-01-19,3330.6474609375
2017-01-20,3351.086669921875
2017-01-23,3339.122314453125
2017-01-24,3343.1103515625
2017-01-25,3338.62353515625
2017-01-26,3181.587890625
2017-01-27,3223.962646484375
2017-01-30,3214.49072265625
2017-01-31,3217.980224609375
2017-02-01,3194.050537109375
2017-02-02,3237.921630859375
2017-02-03,3258.859130859375
2017-02-06,3253.375732421875
2017-02-07,3279.29931640625
2017-02-08,3333.14013671875
2017-02-09,3320.45263671875
2017-02-10,3301.008056640625
2017-02-13,3289.54150390625
2017-02-14,3276.079833984375
2017-02-15,3303.003662109375
2017-02-16,3337.90234375
2017-02-17,3786.113525390625
2017-02-20,3537.827392578125
2017-02-21,3576.217041015625
2017-02-22,3780.131103515625
2017-02-23,3757.69580078125
2017-02-24,3762.182861328125
2017-02-27,3820.01708984375
2017-02-28,3808.05078125
2017-03-01,3853.420166015625
2017-03-02,3846.939697265625
2017-03-03,3848.43408203125
2017-03-06,3864.887451171875
2017-03-07,3904.772705078125
2017-03-08,3890.314697265625
2017-03-09,3991.02490234375
2017-03-10,4023.929931640625
2017-03-13,3978.0625
2017-03-14,4030.411865234375
2017-03-15,4028.417724609375
2017-03-16,4039.884521484375
2017-03-17,4028.417724609375
2017-03-20,4055.8388671875
2017-03-21,4016.949951171875
2017-03-22,4013.958251953125
2017-03-23,4004.486083984375
2017-03-24,4006.480712890625
2017-03-27,4005.982177734375
2017-03-28,3994.51416015625
2017-03-29,4019.443359375
2017-03-30,3983.0478515625
2017-03-31,3928.205078125
2017-04-03,3910.755615234375
2017-04-04,3926.211669921875
2017-04-05,3928.205078125
2017-04-06,3966.594970703125
2017-04-07,4028.915771484375
2017-04-10,4042.376953125
2017-04-11,4029.91259765625
2017-04-12,4053.84423828125
2017-04-13,4021.935791015625
2017-04-18,3954.130859375
2017-04-19,3926.211669921875
2017-04-20,3938.67578125
2017-04-21,3926.211669921875
2017-04-24,4009.47265625
2017-04-25,4002.990478515625
2017-04-26,3996.0107421875
2017-04-27,3957.121826171875
2017-04-28,3960.6123046875
2017-05-02,4018.446533203125
2017-05-03,4014.956787109375
2017-05-04,3993.81689453125
2017-05-05,3976.864990234375
2017-05-08,4038.69189453125
2017-05-09,4034.702880859375
2017-05-10,4067.61083984375
2017-05-11,4074.092529296875
2017-05-12,4091.04541015625
2017-05-15,4104.00830078125
2017-05-16,4144.89404296875
2017-05-17,4142.400390625
2017-05-18,4088.0537109375
2017-05-19,4126.4462890625
2017-05-22,4182.7880859375
2017-05-23,4178.30078125
2017-05-24,4200.73779296875
2017-05-25,4257.5771484375
2017-05-26,4298.46484375
2017-05-30,4297.96533203125
2017-05-31,4319.4033203125
2017-06-01,4307.935546875
2017-06-02,4360.29150390625
2017-06-05,4341.8427734375
2017-06-06,4357.79931640625
2017-06-07,4330.37451171875
2017-06-08,4257.07861328125
2017-06-09,4316.416015625
2017-06-12,4288.4931640625
2017-06-13,4244.6142578125
2017-06-14,4230.154296875
2017-06-15,4238.13525390625
2017-06-16,4264.55859375
2017-06-19,4298.96435546875
2017-06-20,4305.447265625
2017-06-21,4293.97802734375
2017-06-22,4289.986328125
2017-06-23,4273.53466796875
2017-06-26,4341.00732421875
2017-06-27,4295.53955078125
2017-06-28,4260.57275390625
2017-06-29,4144.89404296875
2017-06-30,4143.39794921875
2017-07-03,4160.8505859375
2017-07-04,4139.41064453125
2017-07-05,4149.38232421875
2017-07-06,4115.97607421875
2017-07-07,4166.33447265625
2017-07-10,4192.76025390625
2017-07-11,4210.70947265625
2017-07-12,4251.59375
2017-07-13,4264.9697265625
2017-07-14,4257.44921875
2017-07-17,4263.0615234375
2017-07-18,4278.52001953125
2017-07-19,4301.95263671875
2017-07-20,4376.744140625
2017-07-21,4365.7763671875
2017-07-24,4321.400390625
2017-07-25,4326.38671875
2017-07-26,4344.33544921875
2017-07-27,4348.32470703125
2017-07-28,4314.9169921875
2017-07-31,4309.43310546875
2017-08-01,4295.9697265625
2017-08-02,4291.48291015625
2017-08-03,4313.2412109375
2017-08-04,4345.1552734375
2017-08-07,4381.05810546875
2017-08-08,4399.0068359375
2017-08-09,4416.9599609375
2017-08-10,4371.0849609375
2017-08-11,4362.10888671875
2017-08-14,4400.50537109375
2017-08-15,4459.34619140625
2017-08-16,4452.86328125
2017-08-17,4448.37646484375
2017-08-18,4441.3935546875
2017-08-21,4452.86328125
2017-08-22,4503.22509765625
2017-08-23,4502.2275390625
2017-08-24,4506.71630859375
2017-08-25,4498.23828125
2017-08-29,4486.77001953125
2017-08-30,4449.37255859375
2017-08-31,4506.71630859375
2017-09-01,4476.7998046875
2017-09-04,4488.26611328125
2017-09-05,4458.34814453125
2017-09-06,4484.77392578125
2017-09-07,4517.68505859375
2017-09-08,4494.74853515625
2017-09-11,4513.697265625
2017-09-12,4428.92724609375
2017-09-13,4440.39599609375
2017-09-14,4359.1171875
2017-09-15,4336.68017578125
2017-09-18,4378.0673828125
2017-09-19,4363.60693359375
2017-09-20,4339.67041015625
2017-09-21,4249.91650390625
2017-09-22,4252.408203125
2017-09-25,4257.3935546875
2017-09-26,4262.38134765625
2017-09-27,4253.40673828125
2017-09-28,4254.9033203125
2017-09-29,4307.2568359375
2017-10-02,4367.0966796875
2017-10-03,4349.14501953125
2017-10-04,4346.154296875
2017-10-05,4401.5029296875
2017-10-06,4370.08740234375
2017-10-09,4350.640625
2017-10-10,4360.61328125
2017-10-11,4403.9951171875
2017-10-12,4495.24755859375
2017-10-13,4490.25927734375
2017-10-16,4490.25927734375
2017-10-17,4493.25341796875
2017-10-18,4536.134765625
2017-10-19,4287.314453125
2017-10-20,4149.68896484375
2017-10-23,4109.79833984375
2017-10-24,4101.8193359375
2017-10-25,4077.3857421875
2017-10-26,4213.5146484375
2017-10-27,4218.99853515625
2017-10-30,4197.06005859375
2017-10-31,4257.892578125
2017-11-01,4234.45751953125
2017-11-02,4247.244140625
2017-11-03,4266.6943359375
2017-11-06,4244.74951171875
2017-11-07,4209.34423828125
2017-11-08,4268.1875
2017-11-09,4250.734375
2017-11-10,4212.83544921875
2017-11-13,4245.24755859375
2017-11-14,4231.78564453125
2017-11-15,4199.3701171875
2017-11-16,4210.83984375
2017-11-17,4139.03173828125
2017-11-20,4188.40087890625
2017-11-21,4216.32470703125
2017-11-22,4177.4287109375
2017-11-23,4221.3125
2017-11-24,4249.73876953125
2017-11-27,4225.3017578125
2017-11-28,4318.056640625
2017-11-29,4204.85546875
2017-11-30,4152.99365234375
2017-12-01,4104.12353515625
2017-12-04,4132.54833984375
2017-12-05,4146.01220703125
2017-12-06,4167.4560546875
2017-12-07,4161.97021484375
2017-12-08,4170.4453125
2017-12-11,4176.9287109375
2017-12-12,4196.87744140625
2017-12-13,4182.91064453125
2017-12-14,4129.0576171875
2017-12-15,4184.90869140625
2017-12-18,4198.87158203125
2017-12-19,4171.94287109375
2017-12-20,4114.595703125
2017-12-21,4129.0576171875
2017-12-22,4117.087890625
2017-12-27,4123.5712890625
2017-12-28,4113.09912109375
2017-12-29,4114.595703125
2018-01-02,4034.30859375
2018-01-03,4047.772705078125
2018-01-04,4060.239013671875
2018-01-05,4081.6826171875
2018-01-08,4080.684814453125
2018-01-09,4073.205322265625
2018-01-10,3994.912353515625
2018-01-11,3997.90478515625
2018-01-12,3973.46923828125
2018-01-15,3989.4267578125
2018-01-16,3979.45361328125
2018-01-17,4009.37451171875
2018-01-18,4009.37451171875
2018-01-19,4097.142578125
2018-01-22,4059.24267578125
2018-01-23,4079.189453125
2018-01-24,4025.830810546875
2018-01-25,3985.43798828125
2018-01-26,3983.442626953125
2018-01-29,3954.51953125
2018-01-30,3970.97607421875
2018-01-31,3989.4267578125
2018-02-01,4021.342529296875
2018-02-02,4028.324951171875
2018-02-05,3936.56689453125
2018-02-06,3814.390869140625
2018-02-07,3881.712646484375
2018-02-08,3810.401611328125
2018-02-09,3773.001220703125
2018-02-12,3818.878662109375
2018-02-13,3780.97998046875
2018-02-14,3781.97705078125
2018-02-15,3770.322998046875
2018-02-16,3791.76708984375
2018-02-19,3722.4453125
2018-02-20,3734.41455078125
2018-02-21,3720.948486328125
2018-02-22,3728.92822265625
2018-02-23,3750.87255859375
2018-02-26,3821.689453125
2018-02-27,3742.3935546875
2018-02-28,3723.941162109375
2018-03-01,3701.0
2018-03-02,3702.994873046875
2018-03-05,3749.874267578125
2018-03-06,3729.926025390625
2018-03-07,3778.800537109375
2018-03-08,3870.06640625
2018-03-09,3884.529541015625
2018-03-12,3871.562255859375
2018-03-13,3793.7626953125
2018-03-14,3810.718505859375
2018-03-15,3746.383544921875
2018-03-16,3777.303955078125
2018-03-19,3766.332275390625
2018-03-20,3757.85400390625
2018-03-21,3724.4404296875
2018-03-22,3738.902587890625
2018-03-23,3724.939697265625
2018-03-26,3685.539306640625
2018-03-27,3729.427001953125
2018-03-28,3905.475341796875
2018-03-29,3945.37353515625
2018-04-03,3900.488037109375
2018-04-04,3954.35009765625
2018-04-05,4020.1806640625
2018-04-06,4003.723388671875
2018-04-09,3968.31396484375
2018-04-10,3935.398681640625
2018-04-11,3933.403564453125
2018-04-12,3914.451904296875
2018-04-13,3919.439208984375
2018-04-16,3898.49365234375
2018-04-17,3903.48046875
2018-04-18,3936.3955078125
2018-04-19,3851.11474609375
2018-04-20,3862.58544921875
2018-04-23,3856.10205078125
2018-04-24,3909.964111328125
2018-04-25,3919.93798828125
2018-04-26,3943.378173828125
2018-04-27,4040.62841796875
2018-04-30,4067.060302734375
2018-05-01,4052.0986328125
2018-05-02,3989.7587890625
2018-05-03,3945.204345703125
2018-05-04,3971.13916015625
2018-05-08,4043.459228515625
2018-05-09,4083.36083984375
2018-05-10,4129.74609375
2018-05-11,4129.248046875
2018-05-14,4127.251953125
2018-05-15,4098.32373046875
2018-05-16,4082.86181640625
2018-05-17,4090.34326171875
2018-05-18,4127.75146484375
2018-05-21,4173.1376953125
2018-05-22,4177.12646484375
2018-05-23,4185.107421875
2018-05-24,4159.1728515625
2018-05-25,4172.14013671875
2018-05-29,4160.16845703125
2018-05-30,4188.60009765625
2018-05-31,4136.22802734375
2018-06-01,4135.7294921875
2018-06-04,4165.15673828125
2018-06-05,4155.6806640625
2018-06-06,4081.8642578125
2018-06-07,4086.8515625
2018-06-08,4105.30517578125
2018-06-11,4132.23779296875
2018-06-12,4144.208984375
2018-06-13,4139.72119140625
2018-06-14,4023.509521484375
2018-06-15,4056.427978515625
2018-06-18,4032.486328125
2018-06-19,4048.9453125
2018-06-20,4066.40234375
2018-06-21,4069.394775390625
2018-06-22,4123.26318359375
2018-06-25,4103.810546875
2018-06-26,4120.76708984375
2018-06-27,4155.181640625
2018-06-28,4154.68212890625
2018-06-29,4181.6171875
2018-07-02,4150.69384765625
2018-07-03,4214.53466796875
2018-07-04,4209.0478515625
2018-07-05,4194.583984375
2018-07-06,4198.57568359375
2018-07-09,4196.08056640625
2018-07-10,4186.60498046875
2018-07-11,4164.1611328125
2018-07-12,4181.1181640625
2018-07-13,4187.6015625
2018-07-16,4159.02978515625
2018-07-17,4169.14892578125
2018-07-18,4192.58984375
2018-07-19,4319.77197265625
2018-07-20,4350.6962890625
2018-07-23,4287.853515625
2018-07-24,4277.37939453125
2018-07-25,4276.380859375
2018-07-26,4268.89990234375
2018-07-27,4303.8125
2018-07-30,4317.779296875
2018-07-31,4344.21142578125
2018-08-01,4344.21142578125
2018-08-02,4314.62548828125
2018-08-03,4359.02001953125
2018-08-06,4382.462890625
2018-08-07,4389.44775390625
2018-08-08,4426.359375
2018-08-09,4423.36669921875
2018-08-10,4363.01123046875
2018-08-13,4359.02001953125
2018-08-14,4373.9853515625
2018-08-15,4366.00341796875
2018-08-16,4400.4208984375
2018-08-17,4404.41064453125
2018-08-20,4436.3349609375
2018-08-21,4405.408203125
2018-08-22,4415.88330078125
2018-08-23,4421.86865234375
2018-08-24,4423.86474609375
2018-08-28,4475.24072265625
2018-08-29,4441.322265625
2018-08-30,4423.86474609375
2018-08-31,4381.46630859375
2018-09-03,4407.904296875
2018-09-04,4346.55126953125
2018-09-05,4272.73046875
2018-09-06,4213.37109375
2018-09-07,4234.81884765625
2018-09-10,4261.25634765625
2018-09-11,4289.68798828125
2018-09-12,4314.62548828125
2018-09-13,4265.7451171875
2018-09-14,4252.27685546875
2018-09-17,4243.2998046875
2018-09-18,4227.33837890625
2018-09-19,4134.5625
2018-09-20,4192.42236328125
2018-09-21,4258.7607421875
2018-09-24,4191.9228515625
2018-09-25,4169.9755859375
2018-09-26,4184.43994140625
2018-09-27,4221.85009765625
2018-09-28,4205.888671875
2018-10-01,4217.361328125
2018-10-02,4190.42529296875
2018-10-03,4213.86962890625
2018-10-04,4068.22021484375
2018-10-05,4043.279296875
2018-10-08,4033.80224609375
2018-10-09,4043.778076171875
2018-10-10,4026.32080078125
2018-10-11,3935.0400390625
2018-10-12,3921.572509765625
2018-10-15,3993.8984375
2018-10-16,4031.807373046875
2018-10-17,4014.349365234375
2018-10-18,3976.939208984375
2018-10-19,4100.6416015625
2018-10-22,4105.62890625
2018-10-23,4120.5927734375
2018-10-24,4163.4921875
2018-10-25,4227.33837890625
2018-10-26,4156.5078125
2018-10-29,4150.0224609375
2018-10-30,4170.97216796875
2018-10-31,4136.55419921875
2018-11-01,4100.9775390625
2018-11-02,4070.049072265625
2018-11-05,4083.019287109375
2018-11-06,4071.54541015625
2018-11-07,4096.48828125
2018-11-08,4067.554931640625
2018-11-09,4136.89306640625
2018-11-12,4148.36767578125
2018-11-13,4145.37451171875
2018-11-14,4129.4140625
2018-11-15,4240.154296875
2018-11-16,4263.10107421875
2018-11-19,4251.12890625
2018-11-20,4260.107421875
2018-11-21,4269.5859375
2018-11-22,4220.69970703125
2018-11-23,4235.6640625
2018-11-26,4188.7744140625
2018-11-27,4248.634765625
2018-11-28,4248.134765625
2018-11-29,4244.64404296875
2018-11-30,4233.66943359375
2018-12-03,4234.666015625
2018-12-04,4285.04931640625
2018-12-05,4230.6767578125
2018-12-06,4161.83642578125
2018-12-07,4251.62646484375
2018-12-10,4239.6552734375
2018-12-11,4303.00634765625
2018-12-12,4308.9931640625
2018-12-13,4327.4521484375
2018-12-14,4309.99169921875
2018-12-17,4220.2001953125
2018-12-18,4200.24560546875
2018-12-19,4205.23486328125
2018-12-20,4194.2607421875
2018-12-21,4192.76513671875
2018-12-24,4154.85107421875
2018-12-27,4070.54833984375
2018-12-28,4115.443359375
2018-12-31,4098.9814453125
2019-01-02,4133.40283203125
2019-01-03,4111.95166015625
2019-01-04,4142.38037109375
2019-01-07,4095.49072265625
2019-01-08,4090.003173828125
2019-01-09,4086.510986328125
2019-01-10,4082.520751953125
2019-01-11,4090.501953125
2019-01-14,4019.16748046875
2019-01-15,4069.051513671875
2019-01-16,3989.73583984375
2019-01-17,4012.68212890625
2019-01-18,4048.598876953125
2019-01-21,4045.107666015625
2019-01-22,4012.183349609375
2019-01-23,4022.65869140625
2019-01-24,3996.220703125
2019-01-25,3966.289306640625
2019-01-28,3931.869873046875
2019-01-29,4017.670654296875
2019-01-30,4056.081787109375
2019-01-31,3975.269287109375
2019-02-01,4055.58251953125
2019-02-04,4093.9931640625
2019-02-05,4215.7109375
2019-02-06,4160.33984375
2019-02-07,4163.33447265625
2019-02-08,4166.82421875
2019-02-11,4195.75634765625
2019-02-12,4246.638671875
2019-02-13,4250.6298828125
2019-02-14,4240.986328125
2019-02-15,4239.49072265625
2019-02-18,4247.47314453125
2019-02-19,4199.580078125
2019-02-20,4226.5205078125
2019-02-21,4245.9765625
2019-02-22,4180.62353515625
2019-02-25,4147.19921875
2019-02-26,4107.78662109375
2019-02-27,3979.074951171875
2019-02-28,3999.030517578125
2019-03-01,3974.086181640625
2019-03-04,3990.549560546875
2019-03-05,4063.386474609375
2019-03-06,4036.9462890625
2019-03-07,4111.7783203125
2019-03-08,4151.68798828125
2019-03-11,4103.29736328125
2019-03-12,4129.240234375
2019-03-13,4129.7392578125
2019-03-14,4183.6162109375
2019-03-15,4243.98193359375
2019-03-18,4256.453125
2019-03-19,4247.97265625
2019-03-20,4282.39501953125
2019-03-21,4389.654296875
2019-03-22,4319.810546875
2019-03-25,4319.810546875
2019-03-26,4340.76416015625
2019-03-27,4337.771484375
2019-03-28,4390.65185546875
2019-03-29,4385.16455078125
2019-04-01,4345.25341796875
2019-04-02,4383.16796875
2019-04-03,4374.68896484375
2019-04-04,4389.654296875
2019-04-05,4392.1494140625
2019-04-08,4403.12451171875
2019-04-09,4408.61279296875
2019-04-10,4384.166015625
2019-04-11,4383.16796875
2019-04-12,4354.23291015625
2019-04-15,4336.27490234375
2019-04-16,4362.21630859375
2019-04-17,4368.203125
2019-04-18,4493.42236328125
2019-04-23,4517.36865234375
2019-04-24,4522.8564453125
2019-04-25,4542.81005859375
2019-04-26,4576.73486328125
2019-04-29,4599.6826171875
2019-04-30,4647.07666015625
2019-05-01,4619.63818359375
2019-05-02,4579.57958984375
2019-05-03,4593.05078125
2019-05-07,4583.07275390625
2019-05-08,4618.9951171875
2019-05-09,4601.03369140625
2019-05-10,4599.5361328125
2019-05-13,4639.4501953125
2019-05-14,4630.4697265625
2019-05-15,4679.86376953125
2019-05-16,4764.6796875
2019-05-17,4786.13330078125
