Date,III.L
2017-01-11,718.0572509765625
2017-01-12,715.56396484375
2017-01-13,723.043701171875
2017-01-16,721.0490112304688
2017-01-17,719.5531005859375
2017-01-18,715.065185546875
2017-01-19,709.0814208984375
2017-01-20,706.0897216796875
2017-01-23,699.6070556640625
2017-01-24,698.1112060546875
2017-01-25,692.12744140625
2017-01-26,695.1192626953125
2017-01-27,696.1165771484375
2017-01-30,691.628662109375
2017-01-31,698.1112060546875
2017-02-01,706.0897216796875
2017-02-02,690.63134765625
2017-02-03,693.1245727539062
2017-02-06,692.12744140625
2017-02-07,706.5883178710938
2017-02-08,713.5692138671875
2017-02-09,718.5559692382812
2017-02-10,712.5721435546875
2017-02-13,712.5721435546875
2017-02-14,712.0734252929688
2017-02-15,717.5585327148438
2017-02-16,718.0572509765625
2017-02-17,718.0572509765625
2017-02-20,716.0625610351562
2017-02-21,708.084228515625
2017-02-22,706.5883178710938
2017-02-23,702.100341796875
2017-02-24,685.6448974609375
2017-02-27,687.1408081054688
2017-02-28,686.6422119140625
2017-03-01,708.084228515625
2017-03-02,693.6233520507812
2017-03-03,700.1056518554688
2017-03-06,697.612548828125
2017-03-07,703.5963745117188
2017-03-08,721.547607421875
2017-03-09,724.041015625
2017-03-10,723.043701171875
2017-03-13,727.531494140625
2017-03-14,729.5260620117188
2017-03-15,724.53955078125
2017-03-16,723.5424194335938
2017-03-17,719.0545043945312
2017-03-20,732.0194702148438
2017-03-21,715.56396484375
2017-03-22,709.5801391601562
2017-03-23,716.561279296875
2017-03-24,708.084228515625
2017-03-27,699.6070556640625
2017-03-28,698.6097412109375
2017-03-29,738.501953125
2017-03-30,735.5098876953125
2017-03-31,747.4776000976562
2017-04-03,734.5126953125
2017-04-04,750.9681396484375
2017-04-05,743.4884643554688
2017-04-06,743.987060546875
2017-04-07,753.4613647460938
2017-04-10,759.9437255859375
2017-04-11,762.4371948242188
2017-04-12,763.9331665039062
2017-04-13,768.9196166992188
2017-04-18,761.9384765625
2017-04-19,770.4154663085938
2017-04-20,771.4126586914062
2017-04-21,772.9088134765625
2017-04-24,797.3426513671875
2017-04-25,791.8575439453125
2017-04-26,797.3426513671875
2017-04-27,802.8278198242188
2017-04-28,791.3587646484375
2017-05-02,801.8305053710938
2017-05-03,801.3319091796875
2017-05-04,821.2778930664062
2017-05-05,814.7955322265625
2017-05-08,816.7901611328125
2017-05-09,819.283203125
2017-05-10,825.7656860351562
2017-05-11,829.2564697265625
2017-05-12,829.2564697265625
2017-05-15,833.744140625
2017-05-16,836.2374267578125
2017-05-17,838.2320556640625
2017-05-18,830.2536010742188
2017-05-19,826.2645263671875
2017-05-22,834.2428588867188
2017-05-23,836.2374267578125
2017-05-24,838.2320556640625
2017-05-25,869.1484375
2017-05-26,866.156494140625
2017-05-30,886.1026000976562
2017-05-31,892.5849609375
2017-06-01,924.498779296875
2017-06-02,927.9891357421875
2017-06-05,929.9837646484375
2017-06-06,929.9837646484375
2017-06-07,941.951416015625
2017-06-08,929.9837646484375
2017-06-09,927.9891357421875
2017-06-12,925.9945678710938
2017-06-13,898.56884765625
2017-06-14,892.5849609375
2017-06-15,878.3056640625
2017-06-16,909.2284545898438
2017-06-19,901.7471313476562
2017-06-20,899.2532348632812
2017-06-21,894.2657470703125
2017-06-22,897.7571411132812
2017-06-23,906.2359008789062
2017-06-26,913.9285888671875
2017-06-27,912.1032104492188
2017-06-28,913.2183837890625
2017-06-29,898.2557983398438
2017-06-30,900.2508544921875
2017-07-03,902.2457885742188
2017-07-04,891.273193359375
2017-07-05,902.2457885742188
2017-07-06,902.2457885742188
2017-07-07,896.2608032226562
2017-07-10,901.7471313476562
2017-07-11,905.23828125
2017-07-12,911.2234497070312
2017-07-13,922.196044921875
2017-07-14,915.7122802734375
2017-07-17,918.7047119140625
2017-07-18,914.2159423828125
2017-07-19,923.6922607421875
2017-07-20,925.1885375976562
2017-07-21,932.1712036132812
2017-07-24,924.1908569335938
2017-07-25,931.6723022460938
2017-07-26,932.6698608398438
2017-07-27,930.176025390625
2017-07-28,922.6947021484375
2017-07-31,933.667236328125
2017-08-01,937.6575317382812
2017-08-02,944.639892578125
2017-08-03,946.6348876953125
2017-08-04,949.1287841796875
2017-08-07,948.6297607421875
2017-08-08,952.1212158203125
2017-08-09,951.6224365234375
2017-08-10,945.1386108398438
2017-08-11,937.6575317382812
2017-08-14,932.1712036132812
2017-08-15,939.6524047851562
2017-08-16,957.6076049804688
2017-08-17,951.1238403320312
2017-08-18,938.1560668945312
2017-08-21,937.15869140625
2017-08-22,944.1412353515625
2017-08-23,947.1337890625
2017-08-24,948.6297607421875
2017-08-25,948.6297607421875
2017-08-29,946.6348876953125
2017-08-30,955.6124877929688
2017-08-31,967.0838623046875
2017-09-01,961.5975952148438
2017-09-04,956.6100463867188
2017-09-05,944.639892578125
2017-09-06,933.667236328125
2017-09-07,926.6847534179688
2017-09-08,928.1809692382812
2017-09-11,940.6499633789062
2017-09-12,933.667236328125
2017-09-13,919.7022705078125
2017-09-14,911.7219848632812
2017-09-15,908.7295532226562
2017-09-18,919.7022705078125
2017-09-19,923.1934814453125
2017-09-20,920.6998901367188
2017-09-21,905.23828125
2017-09-22,914.7146606445312
2017-09-25,921.697265625
2017-09-26,913.2183837890625
2017-09-27,907.2333984375
2017-09-28,914.2159423828125
2017-09-29,910.7246704101562
2017-10-02,915.7122802734375
2017-10-03,929.6771850585938
2017-10-04,928.6796875
2017-10-05,927.18359375
2017-10-06,933.667236328125
2017-10-09,933.667236328125
2017-10-10,942.6449584960938
2017-10-11,942.6449584960938
2017-10-12,961.0987548828125
2017-10-13,964.590087890625
2017-10-16,965.5875244140625
2017-10-17,937.6575317382812
2017-10-18,935.16357421875
2017-10-19,932.6698608398438
2017-10-20,942.6449584960938
2017-10-23,943.1435546875
2017-10-24,937.15869140625
2017-10-25,940.6499633789062
2017-10-26,958.106201171875
2017-10-27,943.6424560546875
2017-10-30,951.6224365234375
2017-10-31,958.6050415039062
2017-11-01,954.6149291992188
2017-11-02,960.60009765625
2017-11-03,965.0888671875
2017-11-06,956.6100463867188
2017-11-07,949.6276245117188
2017-11-08,949.1287841796875
2017-11-09,937.6575317382812
2017-11-10,943.1435546875
2017-11-13,924.1908569335938
2017-11-14,927.6822509765625
2017-11-15,896.2608032226562
2017-11-16,914.2159423828125
2017-11-17,921.1985473632812
2017-11-20,912.7196655273438
2017-11-21,912.2210083007812
2017-11-22,917.2084350585938
2017-11-23,911.7219848632812
2017-11-24,927.18359375
2017-11-27,917.7072143554688
2017-11-28,939.153564453125
2017-11-29,913.2183837890625
2017-11-30,898.754638671875
2017-12-01,882.295654296875
2017-12-04,883.2930908203125
2017-12-05,876.8092651367188
2017-12-06,872.8193359375
2017-12-07,863.3430786132812
2017-12-08,866.3356323242188
2017-12-11,866.8342895507812
2017-12-12,873.318115234375
2017-12-13,886.3655395507812
2017-12-14,888.8594360351562
2017-12-15,889.3582763671875
2017-12-18,912.8016967773438
2017-12-19,898.8355712890625
2017-12-20,889.3582763671875
2017-12-21,899.334228515625
2017-12-22,899.334228515625
2017-12-27,907.813720703125
2017-12-28,905.31982421875
2017-12-29,911.305419921875
2018-01-02,916.3931274414062
2018-01-03,920.3836669921875
2018-01-04,931.5567016601562
2018-01-05,941.5325927734375
2018-01-08,917.9893798828125
2018-01-09,916.5926513671875
2018-01-10,944.1264038085938
2018-01-11,946.7200927734375
2018-01-12,948.3162841796875
2018-01-15,938.3402709960938
2018-01-16,946.7200927734375
2018-01-17,947.7178344726562
2018-01-18,939.1383666992188
2018-01-19,931.7562255859375
2018-01-22,919.1864624023438
2018-01-23,918.1889038085938
2018-01-24,922.7777709960938
2018-01-25,906.4171752929688
2018-01-26,927.96533203125
2018-01-29,937.941162109375
2018-01-30,932.753662109375
2018-01-31,929.1624145507812
2018-02-01,949.114501953125
2018-02-02,947.119140625
2018-02-05,929.1624145507812
2018-02-06,893.4484252929688
2018-02-07,933.352294921875
2018-02-08,910.806640625
2018-02-09,886.2657470703125
2018-02-12,888.0614013671875
2018-02-13,885.6671752929688
2018-02-14,888.8594360351562
2018-02-15,891.4532470703125
2018-02-16,902.8259887695312
2018-02-19,897.6383666992188
2018-02-20,914.9964599609375
2018-02-21,927.96533203125
2018-02-22,934.5494995117188
2018-02-23,934.7489013671875
2018-02-26,943.3284301757812
2018-02-27,945.7225952148438
2018-02-28,937.3427734375
2018-03-01,921.979736328125
2018-03-02,903.823486328125
2018-03-05,919.78515625
2018-03-06,925.1719970703125
2018-03-07,924.7731323242188
2018-03-08,927.5662841796875
2018-03-09,920.1840209960938
2018-03-12,920.7827758789062
2018-03-13,895.8426513671875
2018-03-14,903.4244995117188
2018-03-15,914.5974731445312
2018-03-16,905.0205688476562
2018-03-19,891.0542602539062
2018-03-20,902.2274169921875
2018-03-21,883.8714599609375
2018-03-22,869.3065185546875
2018-03-23,859.3306274414062
2018-03-26,860.1286010742188
2018-03-27,865.7151489257812
2018-03-28,866.51318359375
2018-03-29,856.936279296875
2018-04-03,856.1383056640625
2018-04-04,850.9507446289062
2018-04-05,878.08544921875
2018-04-06,875.8908081054688
2018-04-09,876.6888427734375
2018-04-10,886.6647338867188
2018-04-11,891.0542602539062
2018-04-12,890.2561645507812
2018-04-13,894.4461059570312
2018-04-16,884.071044921875
2018-04-17,901.8281860351562
2018-04-18,906.2176513671875
2018-04-19,914.7969970703125
2018-04-20,915.5950317382812
2018-04-23,924.1744995117188
2018-04-24,921.1818237304688
2018-04-25,913.7994995117188
2018-04-26,930.1600341796875
2018-04-27,940.7345581054688
2018-04-30,939.3379516601562
2018-05-01,938.7394409179688
2018-05-02,949.114501953125
2018-05-03,936.5447387695312
2018-05-04,942.729736328125
2018-05-08,938.9389038085938
2018-05-09,954.3018798828125
2018-05-10,972.2586059570312
2018-05-11,979.042236328125
2018-05-14,970.6625366210938
2018-05-15,982.0350952148438
2018-05-16,971.66015625
2018-05-17,974.0543212890625
2018-05-18,986.6240844726562
2018-05-21,1024.0340576171875
2018-05-22,1027.026611328125
2018-05-23,1011.5640258789062
2018-05-24,983.0326538085938
2018-05-25,979.44140625
2018-05-29,953.703369140625
2018-05-30,955.2994384765625
2018-05-31,950.7105102539062
2018-06-01,952.9052734375
2018-06-04,955.2994384765625
2018-06-05,946.321044921875
2018-06-06,965.6744995117188
2018-06-07,967.6695556640625
2018-06-08,965.075927734375
2018-06-11,974.453369140625
2018-06-12,972.4581298828125
2018-06-13,983.4318237304688
2018-06-14,977.4646606445312
2018-06-15,969.6818237304688
2018-06-18,951.3218383789062
2018-06-19,942.9402465820312
2018-06-20,932.9619140625
2018-06-21,917.595458984375
2018-06-22,930.3677368164062
2018-06-25,901.8299560546875
2018-06-26,905.6217041015625
2018-06-27,907.4178466796875
2018-06-28,891.4526977539062
2018-06-29,898.6370239257812
2018-07-02,889.0579223632812
2018-07-03,890.454833984375
2018-07-04,889.6565551757812
2018-07-05,898.4375
2018-07-06,901.8299560546875
2018-07-09,913.4048461914062
2018-07-10,915.2007446289062
2018-07-11,901.6304321289062
2018-07-12,903.6260986328125
2018-07-13,905.4221801757812
2018-07-16,906.9876098632812
2018-07-17,923.183349609375
2018-07-18,935.1571044921875
2018-07-19,927.3741455078125
2018-07-20,926.9750366210938
2018-07-23,916.1986083984375
2018-07-24,919.1920776367188
2018-07-25,944.5366821289062
2018-07-26,937.552001953125
2018-07-27,942.9402465820312
2018-07-30,940.9445190429688
2018-07-31,945.5345458984375
2018-08-01,935.3569946289062
2018-08-02,918.1942749023438
2018-08-03,930.9663696289062
2018-08-06,936.9533081054688
2018-08-07,937.1528930664062
2018-08-08,948.7276000976562
2018-08-09,949.126708984375
2018-08-10,944.3370971679688
2018-08-13,943.9380493164062
2018-08-14,929.9683837890625
2018-08-15,915.001220703125
2018-08-16,923.9815673828125
2018-08-17,920.1898803710938
2018-08-20,918.3938598632812
2018-08-21,921.9859619140625
2018-08-22,918.3938598632812
2018-08-23,912.4067993164062
2018-08-24,908.016357421875
2018-08-28,915.5999145507812
2018-08-29,908.41552734375
2018-08-30,908.2161254882812
2018-08-31,894.4461669921875
2018-09-03,907.4178466796875
2018-09-04,907.0186157226562
2018-09-05,916.7971801757812
2018-09-06,914.2030029296875
2018-09-07,910.6107788085938
2018-09-10,908.6151733398438
2018-09-11,911.2095947265625
2018-09-12,914.2030029296875
2018-09-13,914.402587890625
2018-09-14,927.7732543945312
2018-09-17,931.7645263671875
2018-09-18,945.7340698242188
2018-09-19,942.9402465820312
2018-09-20,950.3241577148438
2018-09-21,956.9097290039062
2018-09-24,951.3218383789062
2018-09-25,953.9163208007812
2018-09-26,950.5234985351562
2018-09-27,959.9031982421875
2018-09-28,939.1484985351562
2018-10-01,946.5322875976562
2018-10-02,937.1528930664062
2018-10-03,948.7276000976562
2018-10-04,941.5433349609375
2018-10-05,920.9882202148438
2018-10-08,915.7993774414062
2018-10-09,910.6107788085938
2018-10-10,890.6544799804688
2018-10-11,847.548583984375
2018-10-12,850.9412841796875
2018-10-15,845.5528564453125
2018-10-16,861.1188354492188
2018-10-17,859.3228759765625
2018-10-18,856.5289916992188
2018-10-19,842.5595703125
2018-10-22,849.1450805664062
2018-10-23,842.1604614257812
2018-10-24,830.5856323242188
2018-10-25,847.9476928710938
2018-10-26,839.1668701171875
2018-10-29,858.3250122070312
2018-10-30,859.7220458984375
2018-10-31,876.2857055664062
2018-11-01,879.6784057617188
2018-11-02,871.4962158203125
2018-11-05,859.9215087890625
2018-11-06,858.1255493164062
2018-11-07,863.5137329101562
2018-11-08,867.3054809570312
2018-11-09,863.314208984375
2018-11-12,848.9454956054688
2018-11-13,858.1255493164062
2018-11-14,858.1255493164062
2018-11-15,788.07861328125
2018-11-16,793.6663208007812
2018-11-19,807.8353271484375
2018-11-20,830.7852172851562
2018-11-21,847.1495971679688
2018-11-22,836.3731079101562
2018-11-23,839.366455078125
2018-11-26,865.1102294921875
2018-11-27,856.9281005859375
2018-11-28,863.9127197265625
2018-11-29,856.3295288085938
2018-11-30,831.7830810546875
2018-12-03,827.5921630859375
2018-12-04,813.622802734375
2018-12-05,802.24755859375
2018-12-06,761.3369140625
2018-12-07,763.9312133789062
2018-12-10,778.6990356445312
2018-12-11,789.6749267578125
2018-12-12,803.4449462890625
2018-12-13,781.4388427734375
2018-12-14,778.0455322265625
2018-12-17,762.4767456054688
2018-12-18,767.0675659179688
2018-12-19,773.8541259765625
2018-12-20,771.8579711914062
2018-12-21,788.0256958007812
2018-12-24,754.6923217773438
2018-12-27,770.8600463867188
2018-12-28,793.8140869140625
2018-12-31,771.8579711914062
2019-01-02,782.0376586914062
2019-01-03,772.456787109375
2019-01-04,802.7962036132812
2019-01-07,800.80029296875
2019-01-08,804.9917602539062
2019-01-09,813.3748779296875
2019-01-10,821.3591918945312
2019-01-11,823.953857421875
2019-01-14,813.3748779296875
2019-01-15,834.133544921875
2019-01-16,836.1295776367188
2019-01-17,815.3709716796875
2019-01-18,837.1276245117188
2019-01-21,835.5308227539062
2019-01-22,835.5308227539062
2019-01-23,810.9799194335938
2019-01-24,822.3571166992188
2019-01-25,818.1654663085938
2019-01-28,809.1835327148438
2019-01-29,828.7442626953125
2019-01-30,842.1177368164062
2019-01-31,847.906005859375
2019-02-01,868.4650268554688
2019-02-04,883.8343505859375
2019-02-05,906.5888671875
2019-02-06,909.9819946289062
2019-02-07,906.3892211914062
2019-02-08,902.9961547851562
2019-02-11,919.1636352539062
2019-02-12,908.1857299804688
2019-02-13,928.9440307617188
2019-02-14,933.33544921875
2019-02-15,945.1119384765625
2019-02-18,938.9242553710938
2019-02-19,942.3174438476562
2019-02-20,948.7046508789062
2019-02-21,943.714599609375
2019-02-22,951.1000366210938
2019-02-25,953.8944091796875
2019-02-26,956.08984375
2019-02-27,933.5350341796875
2019-02-28,943.9142456054688
2019-03-01,954.6927490234375
2019-03-04,953.4951782226562
2019-03-05,959.8823852539062
2019-03-06,964.47314453125
2019-03-07,955.690673828125
2019-03-08,940.3214721679688
2019-03-11,954.4931030273438
2019-03-12,957.28759765625
2019-03-13,963.0761108398438
2019-03-14,958.0858764648438
2019-03-15,947.3074340820312
2019-03-18,970.0621337890625
2019-03-19,971.6588134765625
2019-03-20,963.6746826171875
2019-03-21,967.267578125
2019-03-22,957.8862915039062
2019-03-25,948.9043579101562
2019-03-26,955.2916870117188
2019-03-27,968.6646728515625
2019-03-28,969.06396484375
2019-03-29,982.8365478515625
2019-04-01,994.0140380859375
2019-04-02,1007.4871826171875
2019-04-03,1029.443603515625
2019-04-04,1026.9482421875
2019-04-05,1029.9422607421875
2019-04-08,1032.9364013671875
2019-04-09,1026.4495849609375
2019-04-10,1029.443603515625
2019-04-11,1040.4215087890625
2019-04-12,1057.8865966796875
2019-04-15,1060.8807373046875
2019-04-16,1066.36962890625
2019-04-17,1076.349609375
2019-04-18,1077.8465576171875
2019-04-23,1086.329833984375
2019-04-24,1079.8426513671875
2019-04-25,1077.3477783203125
2019-04-26,1076.848876953125
2019-04-29,1078.8448486328125
2019-04-30,1068.3656005859375
2019-05-01,1071.359619140625
2019-05-02,1066.36962890625
2019-05-03,1063.8743896484375
2019-05-07,1055.391357421875
2019-05-08,1055.391357421875
2019-05-09,1048.4056396484375
2019-05-10,1040.4215087890625
2019-05-13,1030.4415283203125
2019-05-14,1041.9185791015625
2019-05-15,1051.8984375
2019-05-16,1085.331787109375
2019-05-17,1075.351806640625
2019-05-20,1069.3636474609375
