Date,COST
2015-08-03,121.96873474121094
2015-08-04,121.3987045288086
2015-08-05,123.11701202392578
2015-08-06,122.73976135253906
2015-08-07,121.75080871582031
2015-08-10,122.58059692382812
2015-08-11,122.27877807617188
2015-08-12,123.11935424804688
2015-08-13,122.09394836425781
2015-08-14,122.78311157226562
2015-08-17,122.78311157226562
2015-08-18,122.396484375
2015-08-19,122.00988006591797
2015-08-20,120.78282928466797
2015-08-21,116.81585693359375
2015-08-24,111.7562484741211
2015-08-25,111.53775024414062
2015-08-26,116.1182861328125
2015-08-27,117.8412094116211
2015-08-28,117.62269592285156
2015-08-31,117.70675659179688
2015-09-01,116.23590850830078
2015-09-02,118.01769256591797
2015-09-03,118.06810760498047
2015-09-04,116.38717651367188
2015-09-08,118.86659240722656
2015-09-09,117.39575958251953
2015-09-10,117.67310333251953
2015-09-11,118.54718780517578
2015-09-14,118.63119506835938
2015-09-15,119.70703887939453
2015-09-16,120.69877624511719
2015-09-17,120.48030853271484
2015-09-18,119.18592834472656
2015-09-21,120.36260223388672
2015-09-22,119.8919448852539
2015-09-23,122.22838592529297
2015-09-24,121.75779724121094
2015-09-25,122.32929229736328
2015-09-28,120.64834594726562
2015-09-29,120.79121398925781
2015-09-30,121.50565338134766
2015-10-01,121.4971923828125
2015-10-02,122.58982849121094
2015-10-05,124.44721984863281
2015-10-06,124.7330093383789
2015-10-07,124.35478973388672
2015-10-08,127.46446228027344
2015-10-09,129.40599060058594
2015-10-12,129.12020874023438
2015-10-13,127.9855728149414
2015-10-14,125.93479919433594
2015-10-15,127.55696105957031
2015-10-16,127.8006820678711
2015-10-19,128.77560424804688
2015-10-20,129.9018096923828
2015-10-21,130.44810485839844
2015-10-22,132.9190673828125
2015-10-23,130.8935546875
2015-10-26,131.72561645507812
2015-10-27,132.59130859375
2015-10-28,132.59130859375
2015-10-29,133.02833557128906
2015-10-30,132.89385986328125
2015-11-02,133.759521484375
2015-11-03,133.4654083251953
2015-11-04,132.07864379882812
2015-11-05,131.33905029296875
2015-11-06,132.414794921875
2015-11-09,130.4061279296875
2015-11-10,131.7964630126953
2015-11-11,131.77957153320312
2015-11-12,131.45098876953125
2015-11-13,129.48760986328125
2015-11-16,131.8301544189453
2015-11-17,133.88619995117188
2015-11-18,135.87481689453125
2015-11-19,137.20614624023438
2015-11-20,137.43368530273438
2015-11-23,137.7286376953125
2015-11-24,136.66683959960938
2015-11-25,136.8354034423828
2015-11-27,137.838134765625
2015-11-30,136.01803588867188
2015-12-01,135.9084930419922
2015-12-02,135.73995971679688
2015-12-03,137.91395568847656
2015-12-04,140.55145263671875
2015-12-07,140.8210906982422
2015-12-08,142.29562377929688
2015-12-09,134.5855712890625
2015-12-10,136.38877868652344
2015-12-11,134.83834838867188
2015-12-14,136.37193298339844
2015-12-15,135.9084930419922
2015-12-16,137.14720153808594
2015-12-17,135.39451599121094
2015-12-18,132.88340759277344
2015-12-21,134.30746459960938
2015-12-22,135.85794067382812
2015-12-23,136.2624053955078
2015-12-24,136.29611206054688
2015-12-28,135.7989501953125
2015-12-29,137.06295776367188
2015-12-30,137.1050262451172
2015-12-31,136.08541870117188
2016-01-04,134.43386840820312
2016-01-05,134.76251220703125
2016-01-06,133.5154266357422
2016-01-07,130.4566650390625
2016-01-08,128.17312622070312
2016-01-11,130.3723907470703
2016-01-12,131.50157165527344
2016-01-13,128.1815185546875
2016-01-14,129.07476806640625
2016-01-15,126.72378540039062
2016-01-19,126.79119873046875
2016-01-20,125.40086364746094
2016-01-21,126.71540069580078
2016-01-22,129.50453186035156
2016-01-25,127.05243682861328
2016-01-26,125.13125610351562
2016-01-27,124.48236846923828
2016-01-28,126.04967498779297
2016-01-29,127.33892822265625
2016-02-01,127.44852447509766
2016-02-02,125.13125610351562
2016-02-03,123.61447143554688
2016-02-04,120.7326431274414
2016-02-05,121.33091735839844
2016-02-08,123.88409423828125
2016-02-09,124.65936279296875
2016-02-10,125.09027862548828
2016-02-11,123.90731811523438
2016-02-12,125.59716796875
2016-02-16,125.9858627319336
2016-02-17,127.5066909790039
2016-02-18,125.59716796875
2016-02-19,125.639404296875
2016-02-22,126.78844451904297
2016-02-23,127.04196166992188
2016-02-24,130.0076446533203
2016-02-25,130.725830078125
2016-02-26,126.4674301147461
2016-02-29,126.76316833496094
2016-03-01,127.17721557617188
2016-03-02,129.0951385498047
2016-03-03,128.08969116210938
2016-03-04,127.49822235107422
2016-03-07,125.1916732788086
2016-03-08,127.54049682617188
2016-03-09,129.31480407714844
2016-03-10,129.16273498535156
2016-03-11,129.02757263183594
2016-03-14,128.99375915527344
2016-03-15,130.26963806152344
2016-03-16,130.16819763183594
2016-03-17,129.98231506347656
2016-03-18,129.3993377685547
2016-03-21,130.0668182373047
2016-03-22,128.6219940185547
2016-03-23,129.70350646972656
2016-03-24,127.94609832763672
2016-03-28,128.99375915527344
2016-03-29,131.18211364746094
2016-03-30,133.15921020507812
2016-03-31,133.1423797607422
2016-04-01,133.70840454101562
2016-04-04,133.26904296875
2016-04-05,131.79891967773438
2016-04-06,132.4579620361328
2016-04-07,128.4530029296875
2016-04-08,128.13197326660156
2016-04-11,125.93518829345703
2016-04-12,127.17721557617188
2016-04-13,128.3262939453125
2016-04-14,127.9207534790039
2016-04-15,129.41627502441406
2016-04-18,129.52606201171875
2016-04-19,129.8471221923828
2016-04-20,129.05291748046875
2016-04-21,127.93761444091797
2016-04-22,126.67024230957031
2016-04-25,128.013671875
2016-04-26,128.9346466064453
2016-04-27,128.6125946044922
2016-04-28,128.3329620361328
2016-04-29,125.52798461914062
2016-05-02,127.9007568359375
2016-05-03,128.30752563476562
2016-05-04,128.3922576904297
2016-05-05,125.28231048583984
2016-05-06,124.0958251953125
2016-05-09,125.9178237915039
2016-05-10,126.73985290527344
2016-05-11,124.67208099365234
2016-05-12,124.3331527709961
2016-05-13,122.45185089111328
2016-05-16,123.54505157470703
2016-05-17,121.68919372558594
2016-05-18,119.731689453125
2016-05-19,120.92650604248047
2016-05-20,120.91799926757812
2016-05-23,120.34182739257812
2016-05-24,120.81635284423828
2016-05-25,122.48575592041016
2016-05-26,126.866943359375
2016-05-27,126.33305358886719
2016-05-31,126.07035064697266
2016-06-01,129.2481689453125
2016-06-02,128.3922576904297
2016-06-03,128.56179809570312
2016-06-06,129.0108642578125
2016-06-07,129.3328857421875
2016-06-08,129.96847534179688
2016-06-09,130.54469299316406
2016-06-10,131.2396240234375
2016-06-13,131.3074188232422
2016-06-14,132.0870361328125
2016-06-15,131.23110961914062
2016-06-16,132.55311584472656
2016-06-17,132.10397338867188
2016-06-20,132.60397338867188
2016-06-21,133.2140655517578
2016-06-22,133.99368286132812
2016-06-23,133.0700225830078
2016-06-24,131.8243408203125
2016-06-27,130.72267150878906
2016-06-28,131.85824584960938
2016-06-29,133.11239624023438
2016-06-30,133.07847595214844
2016-07-01,132.2903594970703
2016-07-05,131.56153869628906
2016-07-06,132.2056884765625
2016-07-07,138.72227478027344
2016-07-08,140.1968231201172
2016-07-11,141.281494140625
2016-07-12,140.90869140625
2016-07-13,141.33236694335938
2016-07-14,141.46791076660156
2016-07-15,141.018798828125
2016-07-18,141.95091247558594
2016-07-19,142.46788024902344
2016-07-20,142.40011596679688
2016-07-21,141.56114196777344
2016-07-22,141.91708374023438
2016-07-25,142.34071350097656
2016-07-26,142.00180053710938
2016-07-27,140.79849243164062
2016-07-28,140.96800231933594
2016-07-29,141.70523071289062
2016-08-01,141.9933319091797
2016-08-02,141.09507751464844
2016-08-03,140.77305603027344
2016-08-04,141.13742065429688
2016-08-05,142.1119842529297
2016-08-08,141.85772705078125
2016-08-09,142.24755859375
2016-08-10,142.99533081054688
2016-08-11,142.64688110351562
2016-08-12,143.63253784179688
2016-08-15,143.36915588378906
2016-08-16,143.09725952148438
2016-08-17,142.71490478515625
2016-08-18,142.53639221191406
2016-08-19,142.76588439941406
2016-08-22,142.69793701171875
2016-08-23,142.205078125
2016-08-24,142.38352966308594
2016-08-25,140.08091735839844
2016-08-26,139.29063415527344
2016-08-29,139.33309936523438
2016-08-30,137.61672973632812
2016-08-31,137.72720336914062
2016-09-01,132.7310028076172
2016-09-02,134.23495483398438
2016-09-06,134.30288696289062
2016-09-07,132.24661254882812
2016-09-08,130.40283203125
2016-09-09,128.04908752441406
2016-09-12,128.89039611816406
2016-09-13,128.08311462402344
2016-09-14,128.04058837890625
2016-09-15,129.72303771972656
2016-09-16,129.45114135742188
2016-09-19,128.97531127929688
2016-09-20,129.2982177734375
2016-09-21,129.74851989746094
2016-09-22,130.13092041015625
2016-09-23,129.6040802001953
2016-09-26,128.46551513671875
2016-09-27,127.83674621582031
2016-09-28,126.95308685302734
2016-09-29,125.32164764404297
2016-09-30,129.58702087402344
2016-10-03,128.31256103515625
2016-10-04,127.86224365234375
2016-10-05,127.43736267089844
2016-10-06,127.00401306152344
2016-10-07,127.44586944580078
2016-10-10,127.69227600097656
2016-10-11,128.31256103515625
2016-10-12,127.84523010253906
2016-10-13,127.64131927490234
2016-10-14,127.58179473876953
2016-10-17,126.34977722167969
2016-10-18,126.69812774658203
2016-10-19,126.98700714111328
2016-10-20,127.48828887939453
2016-10-21,126.57920837402344
2016-10-24,129.25576782226562
2016-10-25,128.29551696777344
2016-10-26,128.28707885742188
2016-10-27,128.18511962890625
2016-10-28,127.25042724609375
2016-10-31,125.64451599121094
2016-11-01,124.61634826660156
2016-11-02,124.66755676269531
2016-11-03,123.1163101196289
2016-11-04,121.23268127441406
2016-11-07,122.34068298339844
2016-11-08,124.51411437988281
2016-11-09,125.11073303222656
2016-11-10,125.0340347290039
2016-11-11,127.3011474609375
2016-11-14,129.55120849609375
2016-11-15,128.8267822265625
2016-11-16,129.67059326171875
2016-11-17,128.869384765625
2016-11-18,128.15350341796875
2016-11-21,128.8438720703125
2016-11-22,130.12229919433594
2016-11-23,129.21026611328125
2016-11-25,129.4490203857422
2016-11-28,128.91201782226562
2016-11-29,129.1080322265625
2016-11-30,127.94039916992188
2016-12-01,129.32960510253906
2016-12-02,129.6279296875
2016-12-05,129.35520935058594
2016-12-06,128.70745849609375
2016-12-07,131.1279754638672
2016-12-08,134.3156280517578
2016-12-09,136.1140594482422
2016-12-12,136.65103149414062
2016-12-13,136.17369079589844
2016-12-14,135.50889587402344
2016-12-15,136.46348571777344
2016-12-16,136.7191619873047
2016-12-19,139.3187255859375
2016-12-20,139.65960693359375
2016-12-21,138.96075439453125
2016-12-22,138.13404846191406
2016-12-23,138.14256286621094
2016-12-27,138.11695861816406
2016-12-28,137.23057556152344
2016-12-29,137.33287048339844
2016-12-30,136.46348571777344
2017-01-03,136.13963317871094
2017-01-04,136.1651611328125
2017-01-05,138.8499755859375
2017-01-06,138.7817840576172
2017-01-09,137.19650268554688
2017-01-10,137.78453063964844
2017-01-11,137.68228149414062
2017-01-12,137.96356201171875
2017-01-13,137.95506286621094
2017-01-17,139.6170196533203
2017-01-18,140.0091552734375
2017-01-19,139.5232696533203
2017-01-20,139.9834747314453
2017-01-23,138.93516540527344
2017-01-24,139.4977264404297
2017-01-25,139.89830017089844
2017-01-26,139.83865356445312
2017-01-27,138.12547302246094
2017-01-30,139.13978576660156
2017-01-31,139.73635864257812
2017-02-01,137.95506286621094
2017-02-02,143.3160858154297
2017-02-03,143.46099853515625
2017-02-06,142.36148071289062
2017-02-07,142.7790985107422
2017-02-08,143.93284606933594
2017-02-09,146.10357666015625
2017-02-10,146.99237060546875
2017-02-13,146.9581298828125
2017-02-14,148.38536071777344
2017-02-15,149.55615234375
2017-02-16,150.1970977783203
2017-02-17,150.29110717773438
2017-02-21,151.21408081054688
2017-02-22,150.84661865234375
2017-02-23,150.2825164794922
2017-02-24,151.74392700195312
2017-02-27,151.79522705078125
2017-02-28,151.41920471191406
2017-03-01,152.00035095214844
2017-03-02,152.10292053222656
2017-03-03,145.5053253173828
2017-03-06,142.4885711669922
2017-03-07,142.71929931640625
2017-03-08,142.06980895996094
2017-03-09,141.6681365966797
2017-03-10,141.32627868652344
2017-03-13,140.62548828125
2017-03-14,141.21517944335938
2017-03-15,142.32615661621094
2017-03-16,142.77053833007812
2017-03-17,143.41152954101562
2017-03-20,143.0952911376953
2017-03-21,142.5312957763672
2017-03-22,143.3003692626953
2017-03-23,142.63381958007812
2017-03-24,141.88177490234375
2017-03-27,141.992919921875
2017-03-28,142.5227508544922
2017-03-29,143.08676147460938
2017-03-30,143.47988891601562
2017-03-31,143.3089599609375
2017-04-03,142.462890625
2017-04-04,142.93295288085938
2017-04-05,142.71929931640625
2017-04-06,145.30018615722656
2017-04-07,145.81298828125
2017-04-10,146.3257293701172
2017-04-11,145.8214874267578
2017-04-12,145.42837524414062
2017-04-13,144.291748046875
2017-04-17,145.0267791748047
2017-04-18,145.394287109375
2017-04-19,145.33433532714844
2017-04-20,145.4113311767578
2017-04-21,145.941162109375
2017-04-24,147.2743682861328
2017-04-25,147.57345581054688
2017-04-26,151.09445190429688
2017-04-27,151.6499481201172
2017-04-28,151.70977783203125
2017-05-01,152.00035095214844
2017-05-02,152.62420654296875
2017-05-03,153.6753387451172
2017-05-04,155.9229278564453
2017-05-05,154.00010681152344
2017-05-08,153.502197265625
2017-05-09,153.53773498535156
2017-05-10,152.79762268066406
2017-05-11,152.71737670898438
2017-05-12,152.37850952148438
2017-05-15,152.9937744140625
2017-05-16,152.48548889160156
2017-05-17,150.83584594726562
2017-05-18,152.23582458496094
2017-05-19,153.0562286376953
2017-05-22,153.7339324951172
2017-05-23,153.79635620117188
2017-05-24,154.27789306640625
2017-05-25,155.81167602539062
2017-05-26,158.6027374267578
2017-05-30,159.5479736328125
2017-05-31,160.89447021484375
2017-06-01,161.07284545898438
2017-06-02,161.3760223388672
2017-06-05,162.3659210205078
2017-06-06,161.80410766601562
2017-06-07,162.47291564941406
2017-06-08,161.76841735839844
2017-06-09,160.8498992919922
2017-06-12,160.19004821777344
2017-06-13,160.96580505371094
2017-06-14,162.000244140625
2017-06-15,160.56455993652344
2017-06-16,149.01669311523438
2017-06-19,146.54661560058594
2017-06-20,145.2624969482422
2017-06-21,145.48545837402344
2017-06-22,142.48927307128906
2017-06-23,140.1172332763672
