Date,COST
2017-06-26,142.85479736328125
2017-06-27,142.0166015625
2017-06-28,142.82806396484375
2017-06-29,141.49937438964844
2017-06-30,142.61402893066406
2017-07-03,141.62428283691406
2017-07-05,140.91090393066406
2017-07-06,140.08154296875
2017-07-07,137.4242706298828
2017-07-10,134.6509246826172
2017-07-11,134.74903869628906
2017-07-12,135.31973266601562
2017-07-13,136.969482421875
2017-07-14,136.43441772460938
2017-07-17,136.29171752929688
2017-07-18,135.09678649902344
2017-07-19,134.86497497558594
2017-07-20,134.6420440673828
2017-07-21,134.15159606933594
2017-07-24,134.6509246826172
2017-07-25,136.58596801757812
2017-07-26,135.62298583984375
2017-07-27,136.0063934326172
2017-07-28,136.33631896972656
2017-07-31,141.34780883789062
2017-08-01,142.42681884765625
2017-08-02,143.8179473876953
2017-08-03,140.81272888183594
2017-08-04,139.50196838378906
2017-08-07,139.9567108154297
2017-08-08,140.67007446289062
2017-08-09,139.87646484375
2017-08-10,139.6802978515625
2017-08-11,139.68919372558594
2017-08-14,140.81272888183594
2017-08-15,139.89431762695312
2017-08-16,142.91793823242188
2017-08-17,141.85345458984375
2017-08-18,140.5205078125
2017-08-21,140.5115509033203
2017-08-22,141.9697265625
2017-08-23,142.56912231445312
2017-08-24,135.376708984375
2017-08-25,136.37857055664062
2017-08-28,136.4680633544922
2017-08-29,137.37156677246094
2017-08-30,138.15879821777344
2017-08-31,140.21632385253906
2017-09-01,141.55825805664062
2017-09-05,142.3633270263672
2017-09-06,142.1128387451172
2017-09-07,142.4886016845703
2017-09-08,140.72630310058594
2017-09-11,140.77099609375
2017-09-12,143.16847229003906
2017-09-13,145.8074951171875
2017-09-14,145.25282287597656
2017-09-15,145.19020080566406
2017-09-18,143.9467315673828
2017-09-19,144.52818298339844
2017-09-20,145.68226623535156
2017-09-21,144.4566650390625
2017-09-22,144.2866668701172
2017-09-25,145.21702575683594
2017-09-26,146.77362060546875
2017-09-27,147.08677673339844
2017-09-28,146.6215057373047
2017-09-29,146.97036743164062
2017-10-02,148.40174865722656
2017-10-03,147.67715454101562
2017-10-04,147.79345703125
2017-10-05,149.4573211669922
2017-10-06,140.5294647216797
2017-10-09,138.3109130859375
2017-10-10,140.3326416015625
2017-10-11,141.22720336914062
2017-10-12,140.645751953125
2017-10-13,142.99850463867188
2017-10-16,142.06813049316406
2017-10-17,141.6834259033203
2017-10-18,140.9409637451172
2017-10-19,141.7550506591797
2017-10-20,143.82151794433594
2017-10-23,144.9575958251953
2017-10-24,145.18125915527344
2017-10-25,145.08287048339844
2017-10-26,145.33334350585938
2017-10-27,145.2617950439453
2017-10-30,143.33843994140625
2017-10-31,144.09884643554688
2017-11-01,145.5391082763672
2017-11-02,147.56080627441406
2017-11-03,148.89378356933594
2017-11-06,147.6503143310547
2017-11-07,148.75059509277344
2017-11-08,151.22862243652344
2017-11-09,151.2823028564453
2017-11-10,153.29510498046875
2017-11-13,153.3845977783203
2017-11-14,153.3666229248047
2017-11-15,151.18386840820312
2017-11-16,153.4090576171875
2017-11-17,153.4090576171875
2017-11-20,154.57545471191406
2017-11-21,155.59829711914062
2017-11-22,154.7548828125
2017-11-24,153.9832763671875
2017-11-27,154.87152099609375
2017-11-28,155.8046417236328
2017-11-29,159.28590393066406
2017-11-30,165.4768524169922
2017-12-01,166.10488891601562
2017-12-04,170.07962036132812
2017-12-05,168.5184783935547
2017-12-06,167.98011779785156
2017-12-07,167.06491088867188
2017-12-08,168.74278259277344
2017-12-11,169.4515380859375
2017-12-12,168.9491424560547
2017-12-13,168.93118286132812
2017-12-14,167.36102294921875
2017-12-15,172.92391967773438
2017-12-18,172.5469970703125
2017-12-19,168.9759979248047
2017-12-20,168.2403106689453
2017-12-21,167.60328674316406
2017-12-22,167.4507598876953
2017-12-26,167.3789520263672
2017-12-27,167.15464782714844
2017-12-28,167.44174194335938
2017-12-29,166.99313354492188
2018-01-02,168.96702575683594
2018-01-03,170.99481201171875
2018-01-04,169.66688537597656
2018-01-05,168.4556121826172
2018-01-08,169.11070251464844
2018-01-09,167.1456756591797
2018-01-10,166.36509704589844
2018-01-11,169.91815185546875
2018-01-12,172.12535095214844
2018-01-16,171.84718322753906
2018-01-17,172.5290985107422
2018-01-18,171.8292694091797
2018-01-19,172.5290985107422
2018-01-22,174.404296875
2018-01-23,173.54299926757812
2018-01-24,174.27870178222656
2018-01-25,177.607421875
2018-01-26,178.4687957763672
2018-01-29,177.93936157226562
2018-01-30,177.57156372070312
2018-01-31,174.84390258789062
2018-02-01,173.5878143310547
2018-02-02,171.36268615722656
2018-02-05,163.98745727539062
2018-02-06,165.9971923828125
2018-02-07,164.36424255371094
2018-02-08,160.25489807128906
2018-02-09,162.1480712890625
2018-02-12,162.4531707763672
2018-02-13,165.22557067871094
2018-02-14,168.0967254638672
2018-02-15,172.2620849609375
2018-02-16,172.3340301513672
2018-02-20,169.2393341064453
2018-02-21,167.10714721679688
2018-02-22,167.86279296875
2018-02-23,170.75965881347656
2018-02-26,173.45858764648438
2018-02-27,171.02056884765625
2018-02-28,171.74024963378906
2018-03-01,170.05799865722656
2018-03-02,170.3278045654297
2018-03-05,172.2620849609375
2018-03-06,172.24407958984375
2018-03-07,168.55557250976562
2018-03-08,167.05316162109375
2018-03-09,169.65313720703125
2018-03-12,170.3638458251953
2018-03-13,168.64556884765625
2018-03-14,166.0995635986328
2018-03-15,166.89126586914062
2018-03-16,167.2151336669922
2018-03-19,165.66769409179688
2018-03-20,168.5465087890625
2018-03-21,167.39501953125
2018-03-22,164.3092803955078
2018-03-23,162.68992614746094
2018-03-26,168.4296417236328
2018-03-27,164.76812744140625
2018-03-28,165.1819305419922
2018-03-29,169.5181427001953
2018-04-02,164.40823364257812
2018-04-03,164.28231811523438
2018-04-04,166.90025329589844
2018-04-05,167.55697631835938
2018-04-06,165.49681091308594
2018-04-09,165.90164184570312
2018-04-10,165.12799072265625
2018-04-11,166.1175537109375
2018-04-12,169.86903381347656
2018-04-13,169.9499969482422
2018-04-16,175.0509490966797
2018-04-17,176.32838439941406
2018-04-18,176.7872314453125
2018-04-19,175.49172973632812
2018-04-20,174.13328552246094
2018-04-23,173.94436645507812
2018-04-24,173.18869018554688
2018-04-25,174.5021514892578
2018-04-26,175.6626739501953
2018-04-27,176.85015869140625
2018-04-30,177.37197875976562
2018-05-01,176.82325744628906
2018-05-02,174.52919006347656
2018-05-03,173.63851928710938
2018-05-04,175.5996856689453
2018-05-07,173.6834716796875
2018-05-08,174.96096801757812
2018-05-09,176.36439514160156
2018-05-10,176.34637451171875
2018-05-11,176.62608337402344
2018-05-14,176.73431396484375
2018-05-15,176.37339782714844
2018-05-16,179.2877197265625
2018-05-17,180.09071350097656
2018-05-18,179.51329040527344
2018-05-21,180.10873413085938
2018-05-22,179.52230834960938
2018-05-23,178.77342224121094
2018-05-24,179.45010375976562
2018-05-25,178.97195434570312
2018-05-29,177.5103302001953
2018-05-30,180.12686157226562
2018-05-31,178.86366271972656
2018-06-01,177.86216735839844
2018-06-04,179.20652770996094
2018-06-05,178.50277709960938
2018-06-06,178.34036254882812
2018-06-07,182.77044677734375
2018-06-08,183.84413146972656
2018-06-11,184.51177978515625
2018-06-12,184.85464477539062
2018-06-13,184.159912109375
2018-06-14,185.07119750976562
2018-06-15,187.05615234375
2018-06-18,186.05462646484375
2018-06-19,187.24560546875
2018-06-20,187.65162658691406
2018-06-21,189.43809509277344
2018-06-22,190.46670532226562
2018-06-25,191.05320739746094
2018-06-26,189.5553741455078
2018-06-27,189.50123596191406
2018-06-28,188.31031799316406
2018-06-29,188.55389404296875
2018-07-02,187.66064453125
2018-07-03,186.87571716308594
2018-07-05,188.69825744628906
2018-07-06,189.13137817382812
2018-07-09,190.3223419189453
2018-07-10,191.00807189941406
2018-07-11,190.3313751220703
2018-07-12,193.1012725830078
2018-07-13,195.375
2018-07-16,193.8501739501953
2018-07-17,193.98550415039062
2018-07-18,193.9584503173828
2018-07-19,196.2772216796875
2018-07-20,197.31483459472656
2018-07-23,197.45016479492188
2018-07-24,197.21560668945312
2018-07-25,199.12831115722656
2018-07-26,200.04867553710938
2018-07-27,198.1809844970703
2018-07-30,197.69375610351562
2018-07-31,197.33285522460938
2018-08-01,195.90728759765625
2018-08-02,199.5072784423828
2018-08-03,200.32835388183594
2018-08-06,200.950927734375
2018-08-07,201.97952270507812
2018-08-08,202.6291046142578
2018-08-09,196.90879821777344
2018-08-10,198.7764892578125
2018-08-13,198.09979248046875
2018-08-14,200.3013153076172
2018-08-15,200.00357055664062
2018-08-16,201.375
2018-08-17,203.62161254882812
2018-08-20,205.12844848632812
2018-08-21,206.20205688476562
2018-08-22,206.80657958984375
2018-08-23,207.07728576660156
2018-08-24,208.67425537109375
2018-08-27,207.54640197753906
2018-08-28,207.75390625
2018-08-29,207.69082641601562
2018-08-30,208.78526306152344
2018-08-31,210.86557006835938
2018-09-04,212.2675323486328
2018-09-05,213.1087646484375
2018-09-06,214.0765380859375
2018-09-07,218.40011596679688
2018-09-10,219.9557647705078
2018-09-11,220.8874053955078
2018-09-12,219.28646850585938
2018-09-13,218.22824096679688
2018-09-14,212.90069580078125
2018-09-17,209.84349060058594
2018-09-18,211.9690704345703
2018-09-19,211.51683044433594
2018-09-20,211.58013916015625
2018-09-21,212.3398895263672
2018-09-24,211.0555419921875
2018-09-25,210.68460083007812
2018-09-26,211.4806365966797
2018-09-27,211.6524658203125
2018-09-28,212.44842529296875
2018-10-01,212.2404022216797
2018-10-02,213.77804565429688
2018-10-03,210.92889404296875
2018-10-04,209.5540313720703
2018-10-05,197.92222595214844
2018-10-08,202.54417419433594
2018-10-09,202.76126098632812
2018-10-10,199.93922424316406
2018-10-11,200.63568115234375
2018-10-12,205.27578735351562
2018-10-15,203.0688018798828
2018-10-16,205.93605041503906
2018-10-17,206.66867065429688
2018-10-18,206.7501220703125
2018-10-19,207.73602294921875
2018-10-22,207.18426513671875
2018-10-23,206.90390014648438
2018-10-24,202.39044189453125
2018-10-25,204.7783203125
2018-10-26,197.35243225097656
2018-10-29,201.17843627929688
2018-10-30,206.1531219482422
2018-10-31,206.79539489746094
2018-11-01,207.67276000976562
2018-11-02,208.17926025390625
2018-11-05,212.0595245361328
2018-11-06,214.10366821289062
2018-11-07,217.41416931152344
2018-11-08,216.41680908203125
2018-11-09,215.54649353027344
2018-11-12,212.59075927734375
2018-11-13,212.28253173828125
2018-11-14,211.53001403808594
2018-11-15,208.47459411621094
2018-11-16,209.4538116455078
2018-11-19,207.3866729736328
2018-11-20,198.8369598388672
2018-11-21,198.166015625
2018-11-23,199.51690673828125
2018-11-26,198.9638671875
2018-11-27,202.19151306152344
2018-11-28,208.83731079101562
2018-11-29,209.4356689453125
2018-11-30,209.6895294189453
2018-12-03,210.41482543945312
2018-12-04,205.2197723388672
2018-12-06,211.4302520751953
2018-12-07,203.8688507080078
2018-12-10,201.87420654296875
2018-12-11,205.35574340820312
2018-12-12,206.53439331054688
2018-12-13,205.3647918701172
2018-12-14,187.73049926757812
2018-12-17,183.3513946533203
2018-12-18,184.0404815673828
2018-12-19,182.6079864501953
2018-12-20,178.72750854492188
2018-12-21,176.36114501953125
2018-12-24,172.25405883789062
2018-12-26,180.08750915527344
2018-12-27,182.3087615966797
2018-12-28,183.17910766601562
2018-12-31,184.69322204589844
2019-01-02,185.64520263671875
2019-01-03,181.7103729248047
2019-01-04,186.98704528808594
2019-01-07,187.6761016845703
2019-01-08,189.08145141601562
2019-01-09,190.30538940429688
2019-01-10,190.976318359375
2019-01-11,190.8583984375
2019-01-14,189.48941040039062
2019-01-15,191.32989501953125
2019-01-16,190.55921936035156
2019-01-17,191.7198028564453
2019-01-18,193.65089416503906
2019-01-22,192.57200622558594
2019-01-23,192.29095458984375
2019-01-24,190.6770782470703
2019-01-25,189.55288696289062
2019-01-28,191.0941925048828
2019-01-29,190.6770782470703
2019-01-30,191.62005615234375
2019-01-31,194.5938720703125
2019-02-01,190.64088439941406
2019-02-04,191.46588134765625
2019-02-05,191.85572814941406
2019-02-06,191.8466796875
2019-02-07,190.046630859375
2019-02-08,188.8648681640625
2019-02-11,189.7466583251953
2019-02-12,192.6376495361328
2019-02-13,193.45578002929688
2019-02-14,194.40121459960938
2019-02-15,196.7921905517578
2019-02-19,198.29222106933594
2019-02-20,197.37403869628906
2019-02-21,195.66490173339844
2019-02-22,196.62850952148438
2019-02-25,197.31944274902344
2019-02-26,197.82858276367188
2019-02-27,198.2285614013672
2019-02-28,198.8558349609375
2019-03-01,199.4921875
2019-03-04,198.55584716796875
2019-03-05,199.837646484375
2019-03-06,199.30125427246094
2019-03-07,197.08303833007812
2019-03-08,207.11041259765625
2019-03-11,208.81040954589844
2019-03-12,211.783203125
2019-03-13,214.8922882080078
2019-03-14,212.58316040039062
2019-03-15,212.3650665283203
2019-03-18,215.08319091796875
2019-03-19,215.50137329101562
2019-03-20,215.43772888183594
2019-03-21,217.76504516601562
2019-03-22,215.9650115966797
2019-03-25,215.4286346435547
2019-03-26,217.33773803710938
2019-03-27,217.64683532714844
2019-03-28,219.29234313964844
2019-03-29,220.1287078857422
2019-04-01,221.99237060546875
2019-04-02,218.63775634765625
2019-04-03,220.43780517578125
2019-04-04,222.18324279785156
2019-04-05,223.51966857910156
2019-04-08,224.1105499267578
2019-04-09,222.6468963623047
2019-04-10,223.2832794189453
2019-04-11,219.31051635742188
2019-04-12,219.9560089111328
2019-04-15,223.9377899169922
2019-04-16,223.0377960205078
2019-04-17,223.23777770996094
2019-04-18,223.46510314941406
2019-04-22,221.29234313964844
2019-04-23,223.25599670410156
2019-04-24,225.4196319580078
