Date,CARBORUNIV.NS
2015-08-21,161.7068328857422
2015-08-24,159.25244140625
2015-08-25,160.2908172607422
2015-08-26,159.77163696289062
2015-08-27,161.9428253173828
2015-08-28,161.1404266357422
2015-08-31,160.62123107910156
2015-09-01,158.59164428710938
2015-09-02,158.87481689453125
2015-09-03,159.5828399658203
2015-09-04,158.82763671875
2015-09-07,155.47642517089844
2015-09-08,154.81564331054688
2015-09-09,154.9571990966797
2015-09-10,153.77725219726562
2015-09-11,155.42922973632812
2015-09-14,156.79806518554688
2015-09-15,154.34365844726562
2015-09-16,156.37322998046875
2015-09-18,157.41165161132812
2015-09-21,155.99562072753906
2015-09-22,153.54122924804688
2015-09-23,152.408447265625
2015-09-24,152.7860565185547
2015-09-28,148.06607055664062
2015-09-29,152.03085327148438
2015-09-30,150.66207885742188
2015-10-01,149.05728149414062
2015-10-05,151.417236328125
2015-10-06,149.71804809570312
2015-10-07,150.33160400390625
2015-10-08,151.7948760986328
2015-10-09,153.44686889648438
2015-10-12,161.65960693359375
2015-10-13,168.78680419921875
2015-10-14,165.57720947265625
2015-10-15,164.53883361816406
2015-10-16,164.25559997558594
2015-10-19,162.22604370117188
2015-10-20,162.5564422607422
2015-10-21,165.1996612548828
2015-10-23,166.662841796875
2015-10-26,166.1436309814453
2015-10-27,165.0108184814453
2015-10-28,165.9075927734375
2015-10-29,166.1436309814453
2015-10-30,165.67160034179688
2015-11-02,169.30601501464844
2015-11-03,168.36199951171875
2015-11-04,166.7572021484375
2015-11-05,167.6068115234375
2015-11-06,165.43560791015625
2015-11-09,165.29403686523438
2015-11-10,165.71881103515625
2015-11-13,164.96360778808594
2015-11-16,165.95481872558594
2015-11-17,165.29403686523438
2015-11-18,165.8604278564453
2015-11-19,165.246826171875
2015-11-20,165.246826171875
2015-11-23,166.19078063964844
2015-11-24,165.1996612548828
2015-11-26,165.246826171875
2015-11-27,165.29403686523438
2015-11-30,167.08763122558594
2015-12-01,172.46844482421875
2015-12-02,173.88438415527344
2015-12-03,167.46519470214844
2015-12-04,167.1348114013672
2015-12-07,171.8548583984375
2015-12-08,171.80763244628906
2015-12-09,170.06118774414062
2015-12-10,169.91958618164062
2015-12-11,178.1324005126953
2015-12-14,175.67799377441406
2015-12-15,172.84596252441406
2015-12-16,172.2795867919922
2015-12-17,174.02603149414062
2015-12-18,172.7043914794922
2015-12-21,171.5716094970703
2015-12-22,171.99639892578125
2015-12-23,172.37399291992188
2015-12-24,172.3268280029297
2015-12-28,171.94920349121094
2015-12-29,171.80763244628906
2015-12-30,173.6956024169922
2015-12-31,173.6956024169922
2016-01-01,175.4891815185547
2016-01-04,173.74282836914062
2016-01-05,174.4507598876953
2016-01-06,176.9995880126953
2016-01-07,176.52761840820312
2016-01-08,175.7252197265625
2016-01-11,172.9875946044922
2016-01-12,177.89639282226562
2016-01-13,175.1116180419922
2016-01-14,177.23558044433594
2016-01-15,173.74282836914062
2016-01-18,168.03163146972656
2016-01-19,168.78680419921875
2016-01-20,169.7779998779297
2016-01-21,169.91958618164062
2016-01-22,169.91958618164062
2016-01-25,162.3204345703125
2016-01-27,159.86605834960938
2016-01-28,160.2908172607422
2016-01-29,162.83963012695312
2016-02-01,163.0284423828125
2016-02-02,163.50042724609375
2016-02-03,161.5180206298828
2016-02-04,164.4444122314453
2016-02-05,170.95797729492188
2016-02-08,164.114013671875
2016-02-09,164.0668182373047
2016-02-10,161.09320068359375
2016-02-11,155.47642517089844
2016-02-12,160.3380584716797
2016-02-15,159.77163696289062
2016-02-16,158.3472442626953
2016-02-17,158.01483154296875
2016-02-18,157.30262756347656
2016-02-19,159.05943298339844
2016-02-22,157.11273193359375
2016-02-23,156.6853790283203
2016-02-24,156.6853790283203
2016-02-25,159.81910705566406
2016-02-26,160.43637084960938
2016-02-29,160.48379516601562
2016-03-01,159.9140625
2016-03-02,161.7183380126953
2016-03-03,166.03904724121094
2016-03-04,172.3065185546875
2016-03-08,167.131103515625
2016-03-09,165.70669555664062
2016-03-10,166.5613250732422
2016-03-11,167.93829345703125
2016-03-14,165.04197692871094
2016-03-15,165.94407653808594
2016-03-16,165.27935791015625
2016-03-17,165.75555419921875
2016-03-18,164.5651092529297
2016-03-21,164.75558471679688
2016-03-22,163.37469482421875
2016-03-23,165.18414306640625
2016-03-28,164.75558471679688
2016-03-29,163.61277770996094
2016-03-30,167.27931213378906
2016-03-31,167.0887908935547
2016-04-01,163.0889434814453
2016-04-04,163.89846801757812
2016-04-05,161.8985595703125
2016-04-06,162.8509063720703
2016-04-07,163.80322265625
2016-04-08,164.80316162109375
2016-04-11,163.3270721435547
2016-04-12,165.80319213867188
2016-04-13,173.70758056640625
2016-04-18,181.65966796875
2016-04-20,183.6120147705078
2016-04-21,191.37362670898438
2016-04-22,187.18328857421875
2016-04-25,182.99293518066406
2016-04-26,184.6595916748047
2016-04-27,185.08816528320312
2016-04-28,183.32630920410156
2016-04-29,185.04051208496094
2016-05-02,183.37391662597656
2016-05-03,183.56434631347656
2016-05-04,181.94541931152344
2016-05-05,192.4212188720703
2016-05-06,190.23077392578125
2016-05-09,204.7064666748047
2016-05-10,201.80177307128906
2016-05-11,206.7063751220703
2016-05-12,208.99195861816406
2016-05-13,210.03956604003906
2016-05-16,207.18252563476562
2016-05-17,207.51585388183594
2016-05-18,204.99212646484375
2016-05-19,200.8018035888672
2016-05-20,200.468505859375
2016-05-23,200.9446563720703
2016-05-24,200.0399627685547
2016-05-25,201.75418090820312
2016-05-26,202.32554626464844
2016-05-27,206.2777862548828
2016-05-30,212.9918212890625
2016-05-31,214.75367736816406
2016-06-01,214.3727264404297
2016-06-02,212.9918212890625
2016-06-03,211.13475036621094
2016-06-06,210.89666748046875
2016-06-07,214.1346435546875
2016-06-08,212.8013153076172
2016-06-09,208.896728515625
2016-06-10,210.5157470703125
2016-06-13,205.6587677001953
2016-06-14,207.23013305664062
2016-06-15,209.3729248046875
2016-06-16,208.18251037597656
2016-06-17,205.18260192871094
2016-06-20,203.1826934814453
2016-06-21,202.7064971923828
2016-06-22,206.2777862548828
2016-06-23,209.42051696777344
2016-06-24,206.65875244140625
2016-06-27,212.32516479492188
2016-06-28,215.84884643554688
2016-06-29,227.51507568359375
2016-06-30,227.70555114746094
2016-07-01,230.08644104003906
2016-07-04,236.4671173095703
2016-07-05,232.0386962890625
2016-07-07,224.41995239257812
2016-07-08,223.4199981689453
2016-07-11,224.65806579589844
2016-07-12,223.32476806640625
2016-07-13,229.51498413085938
2016-07-14,239.4193878173828
2016-07-15,233.03868103027344
2016-07-18,235.8956756591797
2016-07-19,234.7052459716797
2016-07-20,235.08621215820312
2016-07-21,234.08624267578125
2016-07-22,235.99095153808594
2016-07-25,244.70492553710938
2016-07-26,241.89544677734375
2016-07-27,240.6098175048828
2016-07-28,238.1813507080078
2016-07-29,243.3716278076172
2016-08-01,246.60960388183594
2016-08-02,247.51426696777344
2016-08-03,244.1334686279297
2016-08-04,240.41932678222656
2016-08-05,243.70494079589844
2016-08-08,254.27597045898438
2016-08-09,248.6571044921875
2016-08-10,245.9905548095703
2016-08-11,248.2761993408203
2016-08-12,253.94259643554688
2016-08-16,254.27597045898438
2016-08-17,253.6569366455078
2016-08-18,253.70457458496094
2016-08-19,267.6563720703125
2016-08-22,262.08514404296875
2016-08-23,259.3710021972656
2016-08-24,263.1803894042969
2016-08-25,262.4661560058594
2016-08-26,259.89471435546875
2016-08-29,256.9424743652344
2016-08-30,258.0377502441406
2016-08-31,261.0852355957031
2016-09-01,258.513916015625
2016-09-02,259.08538818359375
2016-09-06,262.5137023925781
2016-09-07,263.7518005371094
2016-09-08,264.7516784667969
2016-09-09,257.60919189453125
2016-09-12,251.65696716308594
2016-09-14,257.3235168457031
2016-09-15,254.65687561035156
2016-09-16,253.89501953125
2016-09-19,260.6091003417969
2016-09-20,258.0377502441406
2016-09-21,256.99017333984375
2016-09-22,261.70416259765625
2016-09-23,263.03753662109375
2016-09-26,259.89471435546875
2016-09-27,256.6567687988281
2016-09-28,260.9423522949219
2016-09-29,251.13319396972656
2016-09-30,259.2281799316406
2016-10-03,263.32318115234375
2016-10-04,279.2274169921875
2016-10-05,274.9894714355469
2016-10-06,283.0843505859375
2016-10-07,279.4654846191406
2016-10-10,285.46514892578125
2016-10-13,269.4181823730469
2016-10-14,273.17999267578125
2016-10-17,267.94207763671875
2016-10-18,266.89447021484375
2016-10-19,269.7040100097656
2016-10-20,270.608642578125
2016-10-21,268.8944396972656
2016-10-24,275.3227233886719
2016-10-25,270.3705749511719
2016-10-26,268.0373229980469
2016-10-27,271.0372314453125
2016-10-28,268.4183044433594
2016-11-01,266.7039794921875
2016-11-02,258.27581787109375
2016-11-03,253.32362365722656
2016-11-04,253.70457458496094
2016-11-07,258.3233947753906
2016-11-08,253.37118530273438
2016-11-09,250.13330078125
2016-11-10,252.03793334960938
2016-11-11,245.9429168701172
2016-11-15,239.3717498779297
2016-11-16,238.70510864257812
2016-11-17,242.22882080078125
2016-11-18,243.18113708496094
2016-11-21,238.1813507080078
2016-11-22,239.60986328125
2016-11-23,246.60960388183594
2016-11-24,247.75238037109375
2016-11-25,251.8474578857422
2016-11-28,244.419189453125
2016-11-29,247.60955810546875
2016-11-30,254.03782653808594
2016-12-01,250.84751892089844
2016-12-02,244.419189453125
2016-12-05,245.9429168701172
2016-12-06,246.27627563476562
2016-12-07,244.89535522460938
2016-12-08,248.32376098632812
2016-12-09,244.99061584472656
2016-12-12,242.5144805908203
2016-12-13,245.0858154296875
2016-12-14,237.13375854492188
2016-12-15,229.3721466064453
2016-12-16,234.41957092285156
2016-12-19,233.3720245361328
2016-12-20,228.4197998046875
2016-12-21,230.75303649902344
2016-12-22,227.94361877441406
2016-12-23,229.3721466064453
2016-12-26,229.2769012451172
2016-12-27,233.75294494628906
2016-12-28,231.46731567382812
2016-12-29,231.70541381835938
2016-12-30,235.8480682373047
2017-01-02,238.41944885253906
2017-01-03,241.7050323486328
2017-01-04,238.80038452148438
2017-01-05,242.60972595214844
2017-01-06,241.46693420410156
2017-01-09,244.65728759765625
2017-01-10,242.4192657470703
2017-01-11,251.9427490234375
2017-01-12,246.18101501464844
2017-01-13,243.46682739257812
2017-01-16,243.6573028564453
2017-01-17,240.41932678222656
2017-01-18,241.99069213867188
2017-01-19,238.467041015625
2017-01-20,236.60997009277344
2017-01-23,237.08616638183594
2017-01-24,237.41944885253906
2017-01-25,241.89544677734375
2017-01-27,243.9906463623047
2017-01-30,244.51443481445312
2017-01-31,242.8002166748047
2017-02-01,248.94276428222656
2017-02-02,248.990478515625
2017-02-03,245.2762451171875
2017-02-06,249.32374572753906
2017-02-07,247.9428253173828
2017-02-08,251.03794860839844
2017-02-09,255.37115478515625
2017-02-10,251.13319396972656
2017-02-13,247.56195068359375
2017-02-14,250.6211700439453
2017-02-15,245.7454833984375
2017-02-16,250.52560424804688
2017-02-17,250.3343963623047
2017-02-20,249.99972534179688
2017-02-21,249.09153747558594
2017-02-22,247.17947387695312
2017-02-23,246.41468811035156
2017-02-27,244.69383239746094
2017-02-28,244.50265502929688
2017-03-01,250.3343963623047
2017-03-02,251.91184997558594
2017-03-03,252.2464141845703
2017-03-06,249.99972534179688
2017-03-07,247.84872436523438
2017-03-08,245.17184448242188
2017-03-09,245.84107971191406
2017-03-10,244.26364135742188
2017-03-14,242.92518615722656
2017-03-15,257.9346923828125
2017-03-16,258.9863586425781
2017-03-17,254.63653564453125
2017-03-20,258.0303649902344
2017-03-21,256.26171875
2017-03-22,258.5561828613281
2017-03-23,257.4567565917969
2017-03-24,267.8773498535156
2017-03-27,272.6575622558594
2017-03-28,272.13165283203125
2017-03-29,275.5733337402344
2017-03-30,273.9481506347656
2017-03-31,277.72442626953125
2017-04-03,278.250244140625
2017-04-05,286.28082275390625
2017-04-06,288.0973205566406
2017-04-07,285.5159606933594
