Date,CLN.SW
2015-08-24,11.362975120544434
2015-08-25,11.709935188293457
2015-08-26,11.40968132019043
2015-08-27,11.743297576904297
2015-08-28,11.703264236450195
2015-08-31,11.643214225769043
2015-09-01,11.603178977966309
2015-09-02,11.723280906677246
2015-09-03,11.890088081359863
2015-09-04,11.689919471740723
2015-09-07,11.723280906677246
2015-09-08,11.943467140197754
2015-09-09,12.0101900100708
2015-09-10,11.896761894226074
2015-09-11,11.749969482421875
2015-09-14,11.76998519897461
2015-09-15,11.803348541259766
2015-09-16,11.810019493103027
2015-09-17,11.6965913772583
2015-09-18,11.549798011779785
2015-09-21,11.629868507385254
2015-09-22,11.136116027832031
2015-09-23,11.082737922668457
2015-09-24,10.809171676635742
2015-09-25,10.922601699829102
2015-09-28,10.682397842407227
2015-09-29,10.742449760437012
2015-09-30,10.94929027557373
2015-10-01,10.915928840637207
2015-10-02,11.016014099121094
2015-10-05,11.30959701538086
2015-10-06,11.516436576843262
2015-10-07,11.549798011779785
2015-10-08,11.67657470703125
2015-10-09,11.76998519897461
2015-10-12,11.729951858520508
2015-10-13,11.623194694519043
2015-10-14,11.376317024230957
2015-10-15,11.47640323638916
2015-10-16,11.536456108093262
2015-10-19,11.436367988586426
2015-10-20,11.41635513305664
2015-10-21,11.549798011779785
2015-10-22,11.896761894226074
2015-10-23,12.07691478729248
2015-10-26,11.996845245361328
2015-10-27,11.876745223999023
2015-10-28,11.936797142028809
2015-10-29,12.156981468200684
2015-10-30,12.143636703491211
2015-11-02,12.33713436126709
2015-11-03,12.383841514587402
2015-11-04,12.423873901367188
2015-11-05,12.30377197265625
2015-11-06,12.477255821228027
2015-11-09,12.30377197265625
2015-11-10,12.37049674987793
2015-11-11,12.483924865722656
2015-11-12,12.31711483001709
2015-11-13,12.243721961975098
2015-11-16,12.210359573364258
2015-11-17,12.463908195495605
2015-11-18,12.60402774810791
2015-11-19,12.630717277526855
2015-11-20,12.65073299407959
2015-11-23,12.57066822052002
2015-11-24,12.417201042175293
2015-11-25,12.53730583190918
2015-11-26,12.523961067199707
2015-11-27,12.470582008361816
2015-11-30,12.657403945922852
2015-12-01,12.73080062866211
2015-12-02,12.7841796875
2015-12-03,12.550650596618652
2015-12-04,12.357151985168457
2015-12-07,12.31711483001709
2015-12-08,12.17699909210205
2015-12-09,12.17699909210205
2015-12-10,12.190343856811523
2015-12-11,12.00351619720459
2015-12-14,11.963483810424805
2015-12-15,12.230377197265625
2015-12-16,12.31711483001709
2015-12-17,12.577338218688965
2015-12-18,12.517287254333496
2015-12-21,12.363824844360352
2015-12-22,12.323789596557617
2015-12-23,12.57066822052002
2015-12-28,12.577338218688965
2015-12-29,12.757491111755371
2015-12-30,12.684096336364746
2016-01-04,12.277085304260254
2016-01-05,12.197015762329102
2016-01-06,11.8233642578125
2016-01-07,11.443042755126953
2016-01-08,11.249545097351074
2016-01-11,11.176148414611816
2016-01-12,11.39633560180664
2016-01-13,11.436367988586426
2016-01-14,11.302924156188965
2016-01-15,10.995997428894043
2016-01-18,10.875894546508789
2016-01-19,11.12944221496582
2016-01-20,10.882566452026367
2016-01-21,10.98265266418457
2016-01-22,11.236200332641602
2016-01-25,11.056047439575195
2016-01-26,11.122772216796875
2016-01-27,11.06272029876709
2016-01-28,10.989323616027832
2016-01-29,11.109426498413086
2016-02-01,11.056047439575195
2016-02-02,10.909256935119629
2016-02-03,10.882566452026367
2016-02-04,10.875894546508789
2016-02-05,10.935944557189941
2016-02-08,10.635690689086914
2016-02-09,10.382143020629883
2016-02-10,10.5489501953125
2016-02-11,10.235352516174316
2016-02-12,10.435522079467773
2016-02-15,10.722432136535645
2016-02-16,10.835860252380371
2016-02-17,10.535605430603027
2016-02-18,10.615674018859863
2016-02-19,10.588984489440918
2016-02-22,10.98265266418457
2016-02-23,10.882566452026367
