Date,GIS
2015-08-03,41.65456008911133
2015-08-04,41.69697952270508
2015-08-05,41.98680114746094
2015-08-06,42.09281921386719
2015-08-07,41.781803131103516
2015-08-10,41.98680114746094
2015-08-11,41.80300521850586
2015-08-12,41.774742126464844
2015-08-13,41.62628936767578
2015-08-14,41.887821197509766
2015-08-17,41.9090461730957
2015-08-18,41.66163635253906
2015-08-19,41.3718376159668
2015-08-20,40.86996841430664
2015-08-21,39.7319450378418
2015-08-24,38.53736114501953
2015-08-25,38.74235534667969
2015-08-26,39.505760192871094
2015-08-27,40.2620849609375
2015-08-28,40.38223648071289
2015-08-31,40.120704650878906
2015-09-01,39.25129699707031
2015-09-02,40.16311264038086
2015-09-03,40.72153091430664
2015-09-04,40.000545501708984
2015-09-08,40.403438568115234
2015-09-09,39.43506622314453
2015-09-10,39.505760192871094
2015-09-11,39.91572570800781
2015-09-14,39.647117614746094
2015-09-15,40.1065788269043
2015-09-16,40.37517166137695
2015-09-17,40.62964630126953
2015-09-18,39.98640823364258
2015-09-21,40.14191436767578
2015-09-22,40.38223648071289
2015-09-23,40.580162048339844
2015-09-24,40.25501251220703
2015-09-25,40.594295501708984
2015-09-28,39.16646957397461
2015-09-29,39.27249526977539
2015-09-30,39.6754035949707
2015-10-01,39.57643508911133
2015-10-02,40.0217399597168
2015-10-05,40.44586181640625
2015-10-06,39.37145233154297
2015-10-07,39.69919204711914
2015-10-08,40.24066925048828
2015-10-09,40.33329391479492
2015-10-12,40.732276916503906
2015-10-13,40.31904602050781
2015-10-14,39.96281433105469
2015-10-15,40.183692932128906
2015-10-16,40.56840896606445
2015-10-19,40.383174896240234
2015-10-20,40.32616424560547
2015-10-21,40.59691619873047
2015-10-22,42.199974060058594
2015-10-23,41.55876159667969
2015-10-26,41.54451370239258
2015-10-27,41.48038101196289
2015-10-28,41.40913772583008
2015-10-29,41.451881408691406
2015-10-30,41.40200424194336
2015-11-02,41.30938720703125
2015-11-03,40.83203125
2015-11-04,40.817787170410156
2015-11-05,41.05290603637695
2015-11-06,40.31192398071289
2015-11-09,40.205047607421875
2015-11-10,40.36892318725586
2015-11-11,40.70378494262695
2015-11-12,40.04117965698242
2015-11-13,39.7633171081543
2015-11-16,40.68952178955078
2015-11-17,40.03404998779297
2015-11-18,40.732276916503906
2015-11-19,40.54702377319336
2015-11-20,40.43302917480469
2015-11-23,41.18827438354492
2015-11-24,41.30226135253906
2015-11-25,41.49463653564453
2015-11-27,41.61574935913086
2015-11-30,41.15264129638672
2015-12-01,41.50889205932617
2015-12-02,41.17402648925781
2015-12-03,40.803531646728516
2015-12-04,41.69413375854492
2015-12-07,41.736873626708984
2015-12-08,42.04323959350586
2015-12-09,41.736873626708984
2015-12-10,41.87936782836914
2015-12-11,41.39487838745117
2015-12-14,41.630001068115234
2015-12-15,41.71549987792969
2015-12-16,42.171485900878906
2015-12-17,40.77503204345703
2015-12-18,40.56840896606445
2015-12-21,40.90328598022461
2015-12-22,41.61574935913086
2015-12-23,41.97911071777344
2015-12-24,41.836612701416016
2015-12-28,41.736873626708984
2015-12-29,41.95061492919922
2015-12-30,41.722633361816406
2015-12-31,41.08140563964844
2016-01-04,40.93890380859375
2016-01-05,40.753658294677734
2016-01-06,40.418785095214844
2016-01-07,39.57150650024414
2016-01-08,39.700748443603516
2016-01-11,40.145938873291016
2016-01-12,40.47623062133789
2016-01-13,39.70793151855469
2016-01-14,39.743839263916016
2016-01-15,39.305816650390625
2016-01-19,39.79408645629883
2016-01-20,39.176578521728516
2016-01-21,38.86063003540039
2016-01-22,39.72946548461914
2016-01-25,39.348907470703125
2016-01-26,39.58586502075195
2016-01-27,39.44942855834961
2016-01-28,39.643306732177734
2016-01-29,40.576744079589844
2016-02-01,40.6916389465332
2016-02-02,40.06694793701172
2016-02-03,39.973594665527344
2016-02-04,39.57867431640625
2016-02-05,39.758182525634766
2016-02-08,40.0095100402832
2016-02-09,40.167476654052734
2016-02-10,40.27518844604492
2016-02-11,40.19620132446289
2016-02-12,40.84961700439453
2016-02-16,41.40251541137695
2016-02-17,41.747169494628906
2016-02-18,42.07747268676758
2016-02-19,42.16365051269531
2016-02-22,41.912330627441406
2016-02-23,42.23545455932617
2016-02-24,42.335975646972656
2016-02-25,43.18326187133789
2016-02-26,42.36469650268555
2016-02-29,42.25698471069336
2016-03-01,42.630374908447266
2016-03-02,42.74526596069336
2016-03-03,42.93195724487305
2016-03-04,43.22635269165039
2016-03-07,42.809879302978516
2016-03-08,43.046844482421875
2016-03-09,43.398677825927734
2016-03-10,43.46329879760742
2016-03-11,43.843868255615234
2016-03-14,43.72179412841797
2016-03-15,43.97312545776367
2016-03-16,44.080833435058594
2016-03-17,44.360862731933594
2016-03-18,44.368045806884766
2016-03-21,44.016212463378906
2016-03-22,43.64999771118164
2016-03-23,43.807960510253906
2016-03-24,44.05928039550781
2016-03-28,44.432674407958984
2016-03-29,45.19379425048828
2016-03-30,45.45948028564453
2016-03-31,45.488189697265625
2016-04-01,46.644256591796875
2016-04-04,46.93146514892578
2016-04-05,46.15596389770508
2016-04-06,46.05544662475586
2016-04-07,45.65044021606445
2016-04-08,45.78062438964844
2016-04-11,45.476863861083984
2016-04-12,45.89632797241211
2016-04-13,45.33945846557617
2016-04-14,44.91997528076172
2016-04-15,45.165870666503906
2016-04-18,45.22373580932617
2016-04-19,45.1152458190918
2016-04-20,44.58005905151367
2016-04-21,43.480743408203125
2016-04-22,43.79896926879883
2016-04-25,44.18227005004883
2016-04-26,43.90745544433594
2016-04-27,44.21121597290039
2016-04-28,44.30522537231445
2016-04-29,44.36309051513672
2016-05-02,44.9995231628418
2016-05-03,44.58729553222656
2016-05-04,44.65237808227539
2016-05-05,44.89826965332031
2016-05-06,44.91997528076172
2016-05-09,45.368377685546875
2016-05-10,46.091617584228516
2016-05-11,46.294124603271484
2016-05-12,46.80760955810547
2016-05-13,46.662967681884766
2016-05-16,46.69913101196289
2016-05-17,45.55642318725586
2016-05-18,45.12248611450195
2016-05-19,45.50579071044922
2016-05-20,45.165870666503906
2016-05-23,45.346683502197266
2016-05-24,45.12970733642578
2016-05-25,45.100791931152344
2016-05-26,45.469635009765625
2016-05-27,45.469635009765625
2016-05-31,45.404544830322266
2016-06-01,45.68660354614258
2016-06-02,45.72999572753906
2016-06-03,46.06267547607422
2016-06-06,45.98312759399414
2016-06-07,46.30134582519531
2016-06-08,46.590641021728516
2016-06-09,47.256019592285156
2016-06-10,47.30664825439453
2016-06-13,46.90163803100586
2016-06-14,47.03904342651367
2016-06-15,46.930572509765625
2016-06-16,47.574249267578125
2016-06-17,47.59593200683594
2016-06-20,47.64656066894531
2016-06-21,48.10943603515625
2016-06-22,48.02265167236328
2016-06-23,48.29024887084961
2016-06-24,47.8346061706543
2016-06-27,47.87076187133789
2016-06-28,47.55976867675781
2016-06-29,49.07855987548828
2016-06-30,51.58094787597656
2016-07-01,52.02934265136719
2016-07-05,52.15229415893555
2016-07-06,52.477760314941406
2016-07-07,52.4340705871582
2016-07-08,52.75442123413086
2016-07-11,52.281185150146484
2016-07-12,51.997257232666016
2016-07-13,52.375823974609375
2016-07-14,52.48503494262695
2016-07-15,52.4340705871582
2016-07-18,52.623382568359375
2016-07-19,52.885459899902344
2016-07-20,52.201087951660156
2016-07-21,51.84435272216797
2016-07-22,51.85164260864258
2016-07-25,52.193817138671875
2016-07-26,51.89530944824219
2016-07-27,51.36384963989258
2016-07-28,51.93899154663086
2016-07-29,52.33942794799805
2016-08-01,52.150142669677734
2016-08-02,51.669620513916016
2016-08-03,50.80325698852539
2016-08-04,51.320167541503906
2016-08-05,51.36384963989258
2016-08-08,51.42209243774414
2016-08-09,51.64049530029297
2016-08-10,51.735145568847656
2016-08-11,51.742431640625
2016-08-12,51.81523513793945
2016-08-15,51.72059631347656
2016-08-16,51.327430725097656
2016-08-17,51.371124267578125
2016-08-18,51.888023376464844
2016-08-19,52.01909255981445
2016-08-22,52.09917449951172
2016-08-23,51.764251708984375
2016-08-24,51.69147491455078
2016-08-25,51.97538757324219
2016-08-26,51.596824645996094
2016-08-29,51.997257232666016
2016-08-30,51.3347282409668
2016-08-31,51.5604248046875
2016-09-01,51.04350280761719
2016-09-02,51.647789001464844
2016-09-06,51.61865234375
2016-09-07,49.398109436035156
2016-09-08,49.121463775634766
2016-09-09,47.35959243774414
2016-09-12,48.255062103271484
2016-09-13,47.75999450683594
2016-09-14,47.67263412475586
2016-09-15,47.71632385253906
2016-09-16,47.461509704589844
2016-09-19,47.47606658935547
2016-09-20,47.10475540161133
2016-09-21,47.5124626159668
2016-09-22,47.366851806640625
2016-09-23,47.06836700439453
2016-09-26,46.522308349609375
2016-09-27,46.53687286376953
2016-09-28,46.65336990356445
2016-09-29,46.34757614135742
2016-09-30,46.50775909423828
2016-10-03,46.50775909423828
2016-10-04,45.90347671508789
2016-10-05,45.74942398071289
2016-10-06,45.79343032836914
2016-10-07,45.5806770324707
2016-10-10,45.8080940246582
2016-10-11,45.44862365722656
2016-10-12,45.5806770324707
2016-10-13,45.646705627441406
2016-10-14,45.32390594482422
2016-10-17,45.316566467285156
2016-10-18,45.419273376464844
2016-10-19,45.16984558105469
2016-10-20,44.75166320800781
2016-10-21,44.538917541503906
2016-10-24,44.670955657958984
2016-10-25,44.82503890991211
2016-10-26,44.63428497314453
2016-10-27,44.54625701904297
2016-10-28,45.235877990722656
2016-10-31,45.47063446044922
2016-11-01,45.21385955810547
2016-11-02,45.03045654296875
2016-11-03,44.8397216796875
2016-11-04,44.494895935058594
2016-11-07,45.360595703125
2016-11-08,46.73981475830078
2016-11-09,46.028194427490234
2016-11-10,44.80302047729492
2016-11-11,44.78101348876953
2016-11-14,44.89840316772461
2016-11-15,44.971763610839844
2016-11-16,44.942413330078125
2016-11-17,45.01578140258789
2016-11-18,44.942413330078125
2016-11-21,45.21385955810547
2016-11-22,45.98418045043945
2016-11-23,45.10382080078125
2016-11-25,45.70538330078125
2016-11-28,45.544002532958984
2016-11-29,45.96949768066406
2016-11-30,44.70765686035156
2016-12-01,44.45087432861328
2016-12-02,44.70765686035156
2016-12-05,44.847049713134766
2016-12-06,44.773677825927734
2016-12-07,46.21160125732422
2016-12-08,45.83744430541992
2016-12-09,46.36567306518555
2016-12-12,46.857200622558594
2016-12-13,46.7618293762207
2016-12-14,46.123573303222656
2016-12-15,46.08687973022461
2016-12-16,46.58575439453125
2016-12-19,46.26295471191406
2016-12-20,45.08181381225586
2016-12-21,45.77142333984375
2016-12-22,45.822784423828125
2016-12-23,45.602684020996094
2016-12-27,45.63203048706055
2016-12-28,45.404605865478516
2016-12-29,45.74942398071289
2016-12-30,45.316566467285156
2017-01-03,45.551334381103516
2017-01-04,45.53666687011719
2017-01-05,45.66871643066406
2017-01-06,45.44692611694336
2017-01-09,44.77412033081055
2017-01-10,44.69278335571289
2017-01-11,45.084632873535156
2017-01-12,45.29905319213867
2017-01-13,45.1585693359375
2017-01-17,45.82398223876953
2017-01-18,45.89790344238281
2017-01-19,45.579994201660156
2017-01-20,46.14927673339844
2017-01-23,45.927486419677734
2017-01-24,46.33411407470703
