Date,PIRC.MI
2017-10-04,5.264435291290283
2017-10-05,5.459716320037842
2017-10-06,5.451579570770264
2017-10-09,5.337666034698486
2017-10-10,5.366143703460693
2017-10-11,5.3742804527282715
2017-10-12,5.292913913726807
2017-10-13,5.288846015930176
2017-10-16,5.2847771644592285
2017-10-17,5.256299018859863
2017-10-18,5.240025520324707
2017-10-19,5.158658027648926
2017-10-20,5.2847771644592285
2017-10-23,5.301050186157227
2017-10-24,5.288846015930176
2017-10-25,5.2807087898254395
2017-10-26,5.301050186157227
2017-10-27,5.370212078094482
2017-10-30,5.3783488273620605
2017-10-31,5.492262363433838
2017-11-01,5.687542915344238
2017-11-02,5.650927543640137
2017-11-03,5.606175899505615
2017-11-06,5.695679664611816
2017-11-07,5.736363887786865
2017-11-08,5.642791748046875
2017-11-09,5.626518249511719
2017-11-10,5.500399589538574
2017-11-13,5.565493106842041
2017-11-14,5.577698230743408
2017-11-15,5.532946586608887
2017-11-16,5.532946586608887
2017-11-17,5.565493106842041
2017-11-20,5.56142520904541
2017-11-21,5.768909931182861
2017-11-22,5.728227138519287
2017-11-23,5.73229455947876
2017-11-24,5.768909931182861
2017-11-27,5.728227138519287
2017-11-28,5.760773181915283
2017-11-29,5.744499683380127
2017-11-30,5.6997480392456055
2017-12-01,5.61431360244751
2017-12-04,5.707884788513184
2017-12-05,5.671270370483398
2017-12-06,5.646859645843506
2017-12-07,5.821798324584961
2017-12-08,5.850276470184326
2017-12-11,5.907233715057373
2017-12-12,5.8746867179870605
2017-12-13,5.91130256652832
2017-12-14,5.87875509262085
2017-12-15,5.81773042678833
2017-12-18,5.7648420333862305
2017-12-19,5.752636909484863
2017-12-20,5.760773181915283
2017-12-21,5.813661575317383
2017-12-22,5.81773042678833
2017-12-27,5.834003448486328
2017-12-28,5.882823467254639
2017-12-29,5.899097442626953
2018-01-02,5.972327709197998
2018-01-03,6.0292840003967285
2018-01-04,6.147265911102295
2018-01-05,6.297794342041016
2018-01-08,6.358819484710693
2018-01-09,6.464597225189209
2018-01-10,6.305931568145752
2018-01-11,6.411708831787109
2018-01-12,6.399503231048584
2018-01-15,6.403571128845215
2018-01-16,6.452391624450684
2018-01-17,6.362887859344482
2018-01-18,6.346614837646484
2018-01-19,6.403571128845215
2018-01-22,6.362887859344482
2018-01-23,6.289658069610596
2018-01-24,6.27745246887207
2018-01-25,6.248974323272705
2018-01-26,6.362887859344482
2018-01-29,6.380788803100586
2018-01-30,6.314067840576172
2018-01-31,6.314067840576172
2018-02-01,6.317322731018066
2018-02-02,6.183880805969238
2018-02-05,6.02114725112915
2018-02-06,5.928388595581055
2018-02-07,6.149706840515137
2018-02-08,5.9625630378723145
2018-02-09,5.889333248138428
2018-02-12,5.982091903686523
2018-02-13,5.894214630126953
2018-02-14,6.048811912536621
2018-02-15,6.078103542327881
2018-02-16,6.2457194328308105
2018-02-19,6.120414733886719
2018-02-20,6.034165382385254
2018-02-21,6.02603006362915
2018-02-22,6.0048747062683105
2018-02-23,6.094377040863037
2018-02-26,6.094377040863037
2018-02-27,6.094377040863037
2018-02-28,5.93001651763916
2018-03-01,5.734735488891602
2018-03-02,5.624076843261719
2018-03-05,5.607803821563721
2018-03-06,5.767282485961914
2018-03-07,5.84702205657959
2018-03-08,5.952798843383789
2018-03-09,5.915370464324951
2018-03-12,5.912115573883057
2018-03-13,5.811221122741699
2018-03-14,5.752636909484863
2018-03-15,5.7933197021484375
2018-03-16,5.866550445556641
2018-03-19,5.762401103973389
2018-03-20,5.856786251068115
2018-03-21,5.907233715057373
2018-03-22,5.7933197021484375
2018-03-23,5.744499683380127
2018-03-26,5.679406642913818
2018-03-27,5.703816890716553
2018-03-28,5.724971771240234
2018-03-29,5.8584136962890625
2018-04-03,5.832376956939697
2018-04-04,5.7184624671936035
2018-04-05,5.840513229370117
2018-04-06,5.825866222381592
2018-04-09,5.786810874938965
2018-04-10,5.84702205657959
2018-04-11,5.777046203613281
2018-04-12,5.81773042678833
2018-04-13,5.907233715057373
2018-04-16,5.899097442626953
2018-04-17,5.834003448486328
2018-04-18,5.71358060836792
2018-04-19,5.720089435577393
2018-04-20,5.715208530426025
2018-04-23,5.764028072357178
2018-04-24,5.8584136962890625
2018-04-25,5.806339263916016
2018-04-26,5.900724411010742
2018-04-27,5.855159759521484
2018-04-30,5.861667633056641
2018-05-02,5.982091903686523
2018-05-03,5.925135135650635
2018-05-04,5.928388595581055
2018-05-07,5.9625630378723145
2018-05-08,5.913743495941162
2018-05-09,5.777046203613281
2018-05-10,5.7054443359375
2018-05-11,5.664759635925293
2018-05-14,5.812848091125488
2018-05-15,6.065085411071777
2018-05-16,6.0292840003967285
2018-05-17,6.1415696144104
2018-05-18,6.193645477294922
2018-05-21,6.247347354888916
2018-05-22,6.2001543045043945
2018-05-23,6.034165382385254
2018-05-24,5.928388595581055
2018-05-25,6.045556545257568
2018-05-28,5.988600254058838
2018-05-29,5.864923000335693
2018-05-30,5.910488605499268
2018-05-31,5.954426288604736
2018-06-01,5.9625630378723145
2018-06-04,5.990227699279785
2018-06-05,6.082985877990723
2018-06-06,6.055321216583252
2018-06-07,6.048811912536621
2018-06-08,5.920252323150635
2018-06-11,6.122042179107666
2018-06-12,6.069967746734619
2018-06-13,6.045556545257568
2018-06-14,6.02114725112915
2018-06-15,6.061830520629883
2018-06-18,6.016265869140625
2018-06-19,5.9641900062561035
2018-06-20,5.9397807121276855
2018-06-21,5.890960216522217
2018-06-22,5.98534631729126
2018-06-25,5.899097442626953
2018-06-26,5.900724411010742
2018-06-27,5.9332709312438965
2018-06-28,5.796574592590332
2018-06-29,5.819357395172119
2018-07-02,5.819357395172119
2018-07-03,5.892587661743164
2018-07-04,5.840513229370117
2018-07-05,5.936525821685791
2018-07-06,5.806339263916016
2018-07-09,5.850276470184326
2018-07-10,5.824239253997803
2018-07-11,5.695679664611816
2018-07-12,5.695679664611816
2018-07-13,5.663132667541504
2018-07-16,5.7184624671936035
2018-07-17,5.760773181915283
2018-07-18,5.733108043670654
2018-07-19,5.803083896636963
2018-07-20,5.811221122741699
2018-07-23,5.752636909484863
2018-07-24,5.804710865020752
2018-07-25,5.81773042678833
2018-07-26,6.0585761070251465
2018-07-27,6.074850082397461
2018-07-30,6.120414733886719
2018-07-31,6.079731464385986
2018-08-01,5.982091903686523
