Date,SIE.DE
2015-08-24,54.65243911743164
2015-08-25,56.602230072021484
2015-08-26,56.2122688293457
2015-08-27,57.43412399291992
2015-08-28,57.6616096496582
2015-08-31,57.49262619018555
2015-09-01,56.43974304199219
2015-09-02,56.667213439941406
2015-09-03,57.544620513916016
2015-09-04,55.93279266357422
2015-09-07,56.05628967285156
2015-09-08,56.485233306884766
2015-09-09,56.517730712890625
2015-09-10,56.09526824951172
2015-09-11,55.549339294433594
2015-09-14,55.282867431640625
2015-09-15,55.282867431640625
2015-09-16,55.5428466796875
2015-09-17,55.24387741088867
2015-09-18,52.85213851928711
2015-09-21,53.638545989990234
2015-09-22,52.1112174987793
2015-09-23,52.20871353149414
2015-09-24,51.07783126831055
2015-09-25,51.99423599243164
2015-09-28,51.09733581542969
2015-09-29,51.34431076049805
2015-09-30,51.95523452758789
2015-10-01,51.363800048828125
2015-10-02,51.441795349121094
2015-10-05,52.94313430786133
2015-10-06,53.73604202270508
2015-10-07,54.99039077758789
2015-10-08,55.237369537353516
2015-10-09,55.887306213378906
2015-10-12,55.913307189941406
2015-10-13,55.321861267089844
2015-10-14,54.405460357666016
2015-10-15,54.95140838623047
2015-10-16,54.62644577026367
2015-10-19,54.775936126708984
2015-10-20,54.483463287353516
2015-10-21,55.15289306640625
2015-10-22,56.394248962402344
2015-10-23,58.50651168823242
2015-10-26,58.29853057861328
2015-10-27,57.99306106567383
2015-10-28,59.09794235229492
2015-10-29,59.292930603027344
2015-10-30,59.468406677246094
2015-11-02,60.046844482421875
2015-11-03,59.96884536743164
2015-11-04,59.95584487915039
2015-11-05,60.22882843017578
2015-11-06,61.14522171020508
2015-11-09,60.020843505859375
2015-11-10,59.71537780761719
2015-11-11,59.91035842895508
2015-11-12,61.060726165771484
2015-11-13,60.35231018066406
2015-11-16,59.91035842895508
2015-11-17,61.59367370605469
2015-11-18,61.255699157714844
2015-11-19,62.2825927734375
2015-11-20,62.464569091796875
2015-11-23,62.27608871459961
2015-11-24,61.44418716430664
2015-11-25,62.35408020019531
2015-11-26,63.172996520996094
2015-11-27,62.95851135253906
2015-11-30,63.78392791748047
