Date,SOBHA.NS
2015-08-21,277.3417053222656
2015-08-24,266.1067810058594
2015-08-25,264.1349792480469
2015-08-26,262.75921630859375
2015-08-27,269.1792297363281
2015-08-28,265.3730773925781
2015-08-31,259.54931640625
2015-09-01,261.2001037597656
2015-09-02,249.64422607421875
2015-09-03,254.78018188476562
2015-09-04,253.5420684814453
2015-09-07,244.73756408691406
2015-09-08,237.6756134033203
2015-09-09,237.03359985351562
2015-09-10,234.007080078125
2015-09-11,243.13255310058594
2015-09-14,250.92822265625
2015-09-15,246.57183837890625
2015-09-16,237.12533569335938
2015-09-18,231.43910217285156
2015-09-21,230.65951538085938
2015-09-22,231.07223510742188
2015-09-23,230.33853149414062
2015-09-24,230.75125122070312
2015-09-28,241.25245666503906
2015-09-29,250.46966552734375
2015-09-30,255.5597381591797
2015-10-01,252.2580108642578
2015-10-05,256.0183410644531
2015-10-06,257.9901428222656
2015-10-07,252.3497772216797
2015-10-08,257.8984680175781
2015-10-09,273.94830322265625
2015-10-12,277.70855712890625
2015-10-13,280.9185485839844
2015-10-14,287.155029296875
2015-10-15,288.255615234375
2015-10-16,286.5130310058594
2015-10-19,284.4953918457031
2015-10-20,284.17437744140625
2015-10-21,283.34893798828125
2015-10-23,289.6772155761719
2015-10-26,299.03192138671875
2015-10-27,298.7109680175781
2015-10-28,286.19207763671875
2015-10-29,288.43902587890625
2015-10-30,297.6103820800781
2015-11-02,307.8822937011719
2015-11-03,314.66912841796875
2015-11-04,303.9385986328125
2015-11-05,299.8115539550781
2015-11-06,306.5066223144531
2015-11-09,300.040771484375
2015-11-10,302.5171203613281
2015-11-13,301.7375183105469
2015-11-16,299.0778503417969
2015-11-17,287.0633239746094
2015-11-18,275.73675537109375
2015-11-19,280.7809753417969
2015-11-20,275.369873046875
2015-11-23,276.4704284667969
2015-11-24,276.7455749511719
2015-11-26,277.25
2015-11-27,282.5235290527344
2015-11-30,283.7158203125
2015-12-01,276.9748229980469
2015-12-02,276.1494140625
2015-12-03,277.0665588378906
2015-12-04,276.1494140625
2015-12-07,293.2998352050781
2015-12-08,295.5009765625
2015-12-09,283.5782470703125
2015-12-10,285.27496337890625
2015-12-11,283.8533935546875
2015-12-14,283.4406433105469
2015-12-15,284.8623046875
2015-12-16,283.34893798828125
2015-12-17,284.8623046875
2015-12-18,295.6385498046875
2015-12-21,287.8887634277344
2015-12-22,284.54119873046875
2015-12-23,286.9715881347656
2015-12-24,287.7511901855469
2015-12-28,292.24517822265625
2015-12-29,289.6313171386719
2015-12-30,285.7334899902344
2015-12-31,284.6329040527344
2016-01-01,289.9981994628906
2016-01-04,290.1357421875
2016-01-05,287.01751708984375
2016-01-06,289.4020080566406
2016-01-07,283.9909362792969
2016-01-08,282.5235290527344
2016-01-11,280.73516845703125
2016-01-12,273.7190246582031
2016-01-13,275.46160888671875
2016-01-14,274.4068908691406
2016-01-15,267.25323486328125
2016-01-18,263.584716796875
2016-01-19,264.5935363769531
2016-01-20,261.97967529296875
2016-01-21,259.8244323730469
2016-01-22,261.154296875
2016-01-25,266.0150451660156
2016-01-27,263.584716796875
2016-01-28,264.1349792480469
2016-01-29,265.1438293457031
2016-02-01,265.9692687988281
2016-02-02,271.7013244628906
2016-02-03,264.4559631347656
2016-02-04,265.9692687988281
2016-02-05,261.52117919921875
2016-02-08,246.57183837890625
2016-02-09,245.287841796875
2016-02-10,241.0690460205078
2016-02-11,231.34739685058594
2016-02-12,227.17442321777344
2016-02-15,227.22027587890625
2016-02-16,226.3031463623047
2016-02-17,223.55174255371094
2016-02-18,223.3224334716797
2016-02-19,222.58872985839844
2016-02-22,221.85501098632812
2016-02-23,216.4439239501953
2016-02-24,213.83010864257812
2016-02-25,211.17039489746094
2016-02-26,211.58309936523438
2016-02-29,219.88319396972656
2016-03-01,220.38758850097656
2016-03-02,224.23959350585938
2016-03-03,228.91697692871094
2016-03-04,224.1020050048828
2016-03-08,228.50425720214844
2016-03-09,232.8606414794922
2016-03-10,230.98052978515625
2016-03-11,228.32083129882812
2016-03-14,228.36666870117188
2016-03-15,231.71421813964844
2016-03-16,235.10765075683594
2016-03-17,238.2258758544922
2016-03-18,238.546875
2016-03-21,249.3690948486328
2016-03-22,252.2580108642578
2016-03-23,251.5243682861328
2016-03-28,244.6000213623047
2016-03-29,245.3336639404297
2016-03-30,249.82762145996094
2016-03-31,251.24923706054688
2016-04-01,252.4873046875
2016-04-04,253.31277465820312
2016-04-05,245.287841796875
2016-04-06,249.09396362304688
2016-04-07,251.01995849609375
2016-04-08,245.24197387695312
2016-04-11,250.88238525390625
2016-04-12,251.7536163330078
2016-04-13,250.46966552734375
2016-04-18,291.5572814941406
2016-04-20,287.6136779785156
2016-04-21,274.45269775390625
2016-04-22,269.8670349121094
2016-04-25,268.94989013671875
2016-04-26,273.0770263671875
2016-04-27,272.939453125
2016-04-28,270.27978515625
2016-04-29,269.22503662109375
2016-05-02,267.1615295410156
2016-05-03,269.5460205078125
2016-05-04,267.11572265625
2016-05-05,276.0577697753906
2016-05-06,270.69244384765625
2016-05-09,272.1598815917969
2016-05-10,272.38916015625
2016-05-11,269.9587707519531
2016-05-12,272.5726013183594
2016-05-13,271.19696044921875
2016-05-16,277.80029296875
2016-05-17,279.2218322753906
2016-05-18,281.5146484375
2016-05-19,280.1848449707031
2016-05-20,275.0487976074219
2016-05-23,272.34332275390625
2016-05-24,270.00457763671875
2016-05-25,268.3537902832031
2016-05-26,270.6007995605469
2016-05-27,279.7720947265625
2016-05-30,281.8815002441406
2016-05-31,279.72625732421875
2016-06-01,281.560546875
2016-06-02,284.99981689453125
2016-06-03,279.2218322753906
2016-06-06,277.479248046875
2016-06-07,280.1848449707031
2016-06-08,279.86383056640625
2016-06-09,278.075439453125
2016-06-10,278.5798645019531
2016-06-13,275.92022705078125
2016-06-14,280.96441650390625
2016-06-15,281.6063232421875
2016-06-16,279.72625732421875
2016-06-17,291.92413330078125
2016-06-20,289.95233154296875
2016-06-21,297.5186767578125
2016-06-22,291.6490173339844
2016-06-23,290.410888671875
2016-06-24,281.1019287109375
2016-06-27,283.7158203125
2016-06-28,283.7158203125
2016-06-29,291.83245849609375
2016-06-30,299.62811279296875
2016-07-01,297.7480163574219
2016-07-04,295.82196044921875
2016-07-05,297.931396484375
2016-07-07,297.3352966308594
2016-07-08,299.76568603515625
2016-07-11,298.66510009765625
2016-07-12,298.435791015625
2016-07-13,306.27734375
2016-07-14,300.0867004394531
2016-07-15,301.9209289550781
2016-07-18,296.55572509765625
2016-07-19,293.4832763671875
2016-07-20,294.2170104980469
2016-07-21,298.7814636230469
2016-07-22,296.19781494140625
2016-07-25,297.35125732421875
2016-07-26,311.0999450683594
2016-07-27,304.5946960449219
2016-07-28,308.1011047363281
2016-07-29,307.13226318359375
2016-08-01,304.3178405761719
2016-08-02,288.5390930175781
2016-08-03,286.1399841308594
2016-08-04,285.54022216796875
2016-08-05,299.2428283691406
2016-08-08,293.4295959472656
2016-08-09,288.4468078613281
2016-08-10,282.0799560546875
2016-08-11,279.6347351074219
2016-08-12,277.420166015625
2016-08-16,278.2044372558594
2016-08-17,283.64862060546875
2016-08-18,280.0499267578125
2016-08-19,277.235595703125
2016-08-22,273.2217102050781
2016-08-23,269.3923645019531
2016-08-24,266.8548583984375
2016-08-25,264.4095764160156
2016-08-26,267.8698425292969
2016-08-29,267.5007019042969
2016-08-30,265.5168762207031
2016-08-31,264.3173522949219
2016-09-01,265.6091613769531
2016-09-02,265.33233642578125
2016-09-06,266.20892333984375
2016-09-07,265.4707336425781
2016-09-08,274.79034423828125
2016-09-09,282.910400390625
2016-09-12,277.1433410644531
2016-09-14,269.0694274902344
2016-09-15,267.2701110839844
2016-09-16,268.19281005859375
2016-09-19,268.10052490234375
2016-09-20,267.82366943359375
2016-09-21,267.6853332519531
2016-09-22,267.546875
2016-09-23,270.5918884277344
2016-09-26,270.5457763671875
2016-09-27,274.6519470214844
2016-09-28,275.1594543457031
2016-09-29,265.1477966308594
2016-09-30,270.08447265625
2016-10-03,275.8515319824219
2016-10-04,276.4051513671875
2016-10-05,282.3106384277344
2016-10-06,283.7408752441406
2016-10-07,283.8331604003906
2016-10-10,285.54022216796875
2016-10-13,276.0360412597656
2016-10-14,274.5596618652344
2016-10-17,272.6679992675781
2016-10-18,270.8226318359375
2016-10-19,269.4846496582031
2016-10-20,268.6080322265625
2016-10-21,267.8698425292969
2016-10-24,266.25506591796875
2016-10-25,263.85595703125
2016-10-26,261.2723083496094
2016-10-27,258.042724609375
2016-10-28,257.58135986328125
2016-11-01,257.3045654296875
2016-11-02,252.04498291015625
2016-11-03,246.04718017578125
2016-11-04,240.97213745117188
2016-11-07,244.61692810058594
2016-11-08,249.18446350097656
2016-11-09,237.6041717529297
2016-11-10,237.6964111328125
2016-11-11,228.65365600585938
2016-11-15,217.580810546875
2016-11-16,217.48851013183594
2016-11-17,217.07330322265625
2016-11-18,222.1022186279297
2016-11-21,219.380126953125
