Date,GET.PA
2015-08-24,9.602485656738281
2015-08-25,9.789731979370117
2015-08-26,9.692037582397461
2015-08-27,9.895566940307617
2015-08-28,9.834507942199707
2015-08-31,9.822296142578125
2015-09-01,9.708321571350098
2015-09-02,9.81008529663086
2015-09-03,10.261918067932129
2015-09-04,10.08281421661377
2015-09-07,10.156083106994629
2015-09-08,10.237496376037598
2015-09-09,10.261918067932129
2015-09-10,10.164225578308105
2015-09-11,9.948485374450684
2015-09-14,9.846719741821289
2015-09-15,9.879284858703613
2015-09-16,9.785662651062012
2015-09-17,9.76530933380127
2015-09-18,9.989192962646484
2015-09-21,10.135730743408203
2015-09-22,9.797873497009277
2015-09-23,9.736815452575684
2015-09-24,9.557708740234375
2015-09-25,9.867072105407715
2015-09-28,9.757166862487793
2015-09-29,9.728673934936523
2015-09-30,9.907779693603516
2015-10-01,9.932204246520996
2015-10-02,10.005472183227539
2015-10-05,10.204931259155273
2015-10-06,10.286343574523926
2015-10-07,10.217143058776855
2015-10-08,10.257848739624023
2015-10-09,10.160155296325684
2015-10-12,9.919992446899414
2015-10-13,9.814155578613281
2015-10-14,9.716463088989258
2015-10-15,9.667614936828613
2015-10-16,9.569920539855957
2015-10-19,9.50886344909668
2015-10-20,9.582132339477539
2015-10-21,9.578063011169434
2015-10-22,9.997331619262695
2015-10-23,10.139801979064941
2015-10-26,10.08281421661377
2015-10-27,9.989192962646484
2015-10-28,10.449166297912598
2015-10-29,10.49801254272461
2015-10-30,10.375894546508789
2015-11-02,10.40031909942627
2015-11-03,10.351471900939941
2015-11-04,10.257848739624023
2015-11-05,10.412528991699219
2015-11-06,10.469518661499023
2015-11-09,10.131659507751465
2015-11-10,10.176438331604004
2015-11-11,10.184579849243164
2015-11-12,10.115378379821777
2015-11-13,10.033966064453125
2015-11-16,9.728673934936523
2015-11-17,10.050250053405762
2015-11-18,9.989192962646484
2015-11-19,9.919992446899414
2015-11-20,10.005472183227539
2015-11-23,9.871143341064453
2015-11-24,9.692037582397461
2015-11-25,9.683897972106934
2015-11-26,9.732744216918945
2015-11-27,9.814155578613281
2015-11-30,9.846719741821289
2015-12-01,9.749028205871582
2015-12-02,9.761237144470215
2015-12-03,9.49258041381836
2015-12-04,9.606554985046387
2015-12-07,9.687968254089355
2015-12-08,9.374534606933594
2015-12-09,9.533286094665527
2015-12-10,9.476298332214355
2015-12-11,9.272769927978516
2015-12-14,9.101805686950684
2015-12-15,9.158792495727539
2015-12-16,9.162863731384277
2015-12-17,9.215782165527344
2015-12-18,9.158792495727539
2015-12-21,9.01632308959961
2015-12-22,8.951193809509277
2015-12-23,9.036676406860352
2015-12-24,9.036676406860352
2015-12-28,9.06924057006836
2015-12-29,9.207640647888184
2015-12-30,9.199499130249023
2016-01-04,9.061100006103516
2016-01-05,9.048887252807617
2016-01-06,8.833147048950195
2016-01-07,8.621477127075195
2016-01-08,8.641830444335938
2016-01-11,8.405736923217773
2016-01-12,8.340607643127441
2016-01-13,8.373170852661133
2016-01-14,8.153362274169922
2016-01-15,8.002750396728516
2016-01-18,7.900986194610596
2016-01-19,7.849696636199951
2016-01-20,7.716182231903076
2016-01-21,7.865165710449219
2016-01-22,8.202207565307617
2016-01-25,8.128937721252441
2016-01-26,8.173713684082031
2016-01-27,8.369101524353027
2016-01-28,8.470866203308105
2016-01-29,8.621477127075195
2016-02-01,8.564489364624023
2016-02-02,8.523782730102539
2016-02-03,8.324325561523438
2016-02-04,8.291762351989746
2016-02-05,8.385384559631348
2016-02-08,8.181856155395508
2016-02-09,7.846438884735107
2016-02-10,7.89365816116333
2016-02-11,7.531377792358398
2016-02-12,7.746304512023926
2016-02-15,7.837483882904053
2016-02-16,7.850510597229004
2016-02-17,7.876563549041748
2016-02-18,7.752817630767822
2016-02-19,7.593250274658203
2016-02-22,7.8399271965026855
2016-02-23,7.824459075927734
2016-02-24,7.3066816329956055
2016-02-25,7.457292556762695
2016-02-26,7.563127517700195
2016-02-29,7.531377792358398
2016-03-01,7.937620639801025
2016-03-02,7.962043285369873
2016-03-03,7.995423793792725
2016-03-04,8.047527313232422
2016-03-07,8.02717399597168
2016-03-08,7.896100997924805
2016-03-09,7.902615070343018
2016-03-10,7.920524597167969
2016-03-11,8.161502838134766
2016-03-14,8.206277847290039
2016-03-15,8.128937721252441
2016-03-16,8.077648162841797
2016-03-17,8.010891914367676
2016-03-18,8.173713684082031
