Date,ALV.DE
2015-08-24,82.4132080078125
2015-08-25,86.08082580566406
2015-08-26,85.58769989013672
2015-08-27,87.46772766113281
2015-08-28,87.46772766113281
2015-08-31,87.6834716796875
2015-09-01,85.6185073852539
2015-09-02,86.38902282714844
2015-09-03,88.9779281616211
2015-09-04,86.2657470703125
2015-09-07,86.66641235351562
2015-09-08,87.621826171875
2015-09-09,88.08413696289062
2015-09-10,87.52938079833984
2015-09-11,86.82051086425781
2015-09-14,86.66641235351562
2015-09-15,87.15951538085938
2015-09-16,87.93003845214844
2015-09-17,87.37528228759766
2015-09-18,84.44734954833984
2015-09-21,85.77261352539062
2015-09-22,83.64602661132812
2015-09-23,84.2932357788086
2015-09-24,83.43029022216797
2015-09-25,85.27950286865234
2015-09-28,84.50899505615234
2015-09-29,84.63227081298828
2015-09-30,86.4506607055664
2015-10-01,85.24868774414062
2015-10-02,85.9575424194336
2015-10-05,88.23823547363281
2015-10-06,88.88545989990234
2015-10-07,88.85462188720703
2015-10-08,89.50186157226562
2015-10-09,90.1799087524414
2015-10-12,90.33401489257812
2015-10-13,89.68677520751953
2015-10-14,88.94710540771484
2015-10-15,90.02580261230469
2015-10-16,91.44353485107422
2015-10-19,91.84420013427734
2015-10-20,91.72091674804688
2015-10-21,92.27568054199219
2015-10-22,94.309814453125
2015-10-23,96.2206802368164
2015-10-26,96.89871215820312
2015-10-27,96.52886962890625
2015-10-28,97.45348358154297
2015-10-29,97.36100769042969
2015-10-30,98.22398376464844
2015-11-02,98.37808990478516
2015-11-03,98.87120819091797
2015-11-04,97.82331848144531
2015-11-05,98.0390625
2015-11-06,96.9603500366211
2015-11-09,96.55968475341797
2015-11-10,97.36100769042969
2015-11-11,98.96366882324219
2015-11-12,98.06988525390625
2015-11-13,97.14529418945312
2015-11-16,97.45348358154297
2015-11-17,99.0561294555664
2015-11-18,98.9328384399414
2015-11-19,99.3951416015625
2015-11-20,99.67253875732422
2015-11-23,100.5971450805664
2015-11-24,99.70336151123047
2015-11-25,103.55587005615234
2015-11-26,103.309326171875
2015-11-27,103.1243896484375
2015-11-30,103.34014129638672
2015-12-01,103.27850341796875
2015-12-02,103.18603515625
2015-12-03,100.19647979736328
2015-12-04,100.07320404052734
2015-12-07,101.73748016357422
2015-12-08,100.41221618652344
2015-12-09,99.45677947998047
2015-12-10,99.82662200927734
2015-12-11,97.60758209228516
2015-12-14,95.97412109375
2015-12-15,98.13151550292969
2015-12-16,98.71711730957031
2015-12-17,100.56632232666016
2015-12-18,99.82662200927734
2015-12-21,99.0561294555664
2015-12-22,98.80956268310547
2015-12-23,100.4738540649414
2015-12-25,100.4738540649414
2015-12-28,99.54924774169922
2015-12-29,101.70667266845703
2015-12-30,100.81287384033203
2016-01-04,96.1590347290039
2016-01-05,96.46723937988281
2016-01-06,96.77543640136719
2016-01-07,94.77212524414062
2016-01-08,93.57012939453125
2016-01-11,93.93994903564453
2016-01-12,95.11114501953125
2016-01-13,95.26525115966797
2016-01-14,93.63176727294922
2016-01-15,91.99829864501953
2016-01-18,91.28943634033203
2016-01-19,92.27568054199219
2016-01-20,89.13202667236328
2016-01-21,89.4094009399414
2016-01-22,91.32025909423828
2016-01-25,91.04287719726562
2016-01-26,90.67303466796875
2016-01-27,90.91959381103516
2016-01-28,89.162841796875
2016-01-29,91.62846374511719
2016-02-01,90.91959381103516
2016-02-02,88.70053100585938
2016-02-03,86.75886535644531
2016-02-04,86.66641235351562
2016-02-05,85.09458923339844
2016-02-08,83.27619171142578
2016-02-09,80.96467590332031
2016-02-10,82.35157775878906
2016-02-11,78.00593566894531
2016-02-12,79.51612091064453
2016-02-15,81.02630615234375
2016-02-16,80.40990447998047
2016-02-17,82.9679946899414
2016-02-18,83.6768569946289
2016-02-19,82.62896728515625
2016-02-22,83.98505401611328
2016-02-23,83.21455383300781
2016-02-24,81.88927459716797
2016-02-25,83.24536895751953
2016-02-26,84.97130584716797
2016-02-29,84.60144805908203
2016-03-01,86.1424560546875
2016-03-02,87.6834716796875
2016-03-03,87.2211685180664
2016-03-04,87.00542449951172
2016-03-07,86.974609375
2016-03-08,86.78968048095703
2016-03-09,87.40609741210938
2016-03-10,85.43360137939453
2016-03-11,89.162841796875
2016-03-14,90.14909362792969
2016-03-15,90.05662536621094
