Date,LOMA.BA
2017-11-01,63.852230072021484
2017-11-02,63.852230072021484
2017-11-03,64.0212631225586
2017-11-07,63.30287551879883
2017-11-08,64.65513610839844
2017-11-09,63.80997085571289
2017-11-10,62.62672805786133
2017-11-13,62.753517150878906
2017-11-14,61.697052001953125
2017-11-15,62.66899108886719
2017-11-16,64.78191375732422
2017-11-17,65.07772064208984
2017-11-21,67.02159881591797
2017-11-22,69.81063842773438
2017-11-23,70.31774139404297
2017-11-24,70.06419372558594
2017-11-28,67.35964965820312
2017-11-29,65.83837127685547
2017-11-30,65.83837127685547
2017-12-01,64.14804077148438
2017-12-04,63.55641555786133
2017-12-05,62.54222869873047
2017-12-06,62.54222869873047
2017-12-07,63.38738250732422
2017-12-11,64.23255157470703
2017-12-12,64.44384765625
2017-12-13,63.47190475463867
2017-12-14,64.06352233886719
2017-12-15,63.64093780517578
2017-12-18,63.89448547363281
2017-12-19,68.45838165283203
2017-12-20,67.40192413330078
2017-12-21,67.275146484375
2017-12-22,67.69772338867188
2017-12-26,69.21902465820312
2017-12-27,70.31774139404297
2017-12-28,71.7545166015625
2018-01-01,72.1771011352539
2018-01-02,74.71260070800781
2018-01-03,75.21969604492188
2018-01-04,77.83970642089844
2018-01-05,77.75519561767578
2018-01-08,76.48744201660156
2018-01-09,75.43099212646484
2018-01-10,76.48744201660156
2018-01-11,76.57196807861328
2018-01-12,80.29068756103516
2018-01-15,83.03746795654297
2018-01-16,80.29068756103516
2018-01-17,78.60035705566406
2018-01-18,79.14971923828125
2018-01-19,79.86811065673828
2018-01-22,80.29068756103516
2018-01-23,79.95262145996094
2018-01-24,79.44552612304688
2018-01-25,79.7413330078125
2018-01-26,79.6990737915039
2018-01-29,78.38907623291016
2018-01-30,76.57196807861328
2018-01-31,79.19197845458984
2018-02-01,79.02293395996094
2018-02-02,76.14937591552734
2018-02-05,72.34613800048828
2018-02-06,71.62775421142578
2018-02-07,73.61388397216797
2018-02-08,73.52936553955078
2018-02-09,73.02227783203125
2018-02-14,78.60035705566406
2018-02-15,76.74099731445312
2018-02-16,76.74099731445312
2018-02-19,77.96647644042969
2018-02-20,77.75519561767578
2018-02-21,76.9522933959961
2018-02-22,76.48744201660156
2018-02-23,75.64228820800781
2018-02-26,76.06486511230469
2018-02-27,76.23388671875
2018-02-28,76.23388671875
2018-03-01,73.4448471069336
2018-03-02,72.6842041015625
2018-03-05,76.14937591552734
2018-03-06,75.89583587646484
2018-03-07,76.0226058959961
2018-03-08,75.21969604492188
2018-03-09,75.5577621459961
2018-03-12,75.5577621459961
2018-03-13,75.64228820800781
2018-03-14,74.79711151123047
2018-03-15,76.06486511230469
2018-03-16,75.98035430908203
2018-03-19,73.10678100585938
2018-03-20,73.48710632324219
2018-03-21,73.36034393310547
2018-03-22,71.62775421142578
2018-03-23,70.5712890625
2018-03-26,71.41645050048828
2018-03-27,73.10678100585938
2018-03-28,73.02227783203125
2018-04-03,73.10678100585938
2018-04-04,74.29002380371094
2018-04-05,73.61388397216797
2018-04-06,75.13518524169922
2018-04-09,74.37452697753906
2018-04-10,75.38873291015625
2018-04-11,74.37452697753906
2018-04-12,75.38873291015625
2018-04-13,73.95195770263672
2018-04-16,73.23355865478516
2018-04-17,72.4306411743164
2018-04-18,75.30421447753906
2018-04-19,72.85322570800781
2018-04-20,72.81097412109375
2018-04-23,73.69840240478516
2018-04-24,71.41645050048828
2018-04-25,71.16289520263672
2018-04-26,70.82483673095703
2018-04-27,71.33193969726562
2018-05-02,67.14836883544922
2018-05-03,70.5712890625
2018-05-04,67.4441909790039
2018-05-07,65.33126831054688
2018-05-08,63.34511947631836
2018-05-09,66.17642974853516
2018-05-10,70.2754898071289
2018-05-11,68.5006332397461
2018-05-14,60.64059829711914
2018-05-15,61.52802658081055
2018-05-16,62.07737731933594
2018-05-17,63.13383483886719
2018-05-18,63.091583251953125
2018-05-21,63.21835708618164
2018-05-22,62.288665771484375
2018-05-23,54.344120025634766
2018-05-24,47.582794189453125
2018-05-28,50.033775329589844
2018-05-29,53.752498626708984
2018-05-30,54.513153076171875
2018-05-31,54.217342376708984
2018-06-01,54.217342376708984
2018-06-04,56.28799819946289
2018-06-05,59.119300842285156
2018-06-06,57.93607711791992
2018-06-07,57.38671112060547
2018-06-08,59.07704162597656
2018-06-11,59.37284469604492
2018-06-12,58.23188018798828
2018-06-13,57.175418853759766
2018-06-14,58.696712493896484
2018-06-15,59.07704162597656
2018-06-18,53.49895477294922
2018-06-19,57.4289665222168
2018-06-21,58.73897933959961
2018-06-22,61.105438232421875
2018-06-25,56.964134216308594
2018-06-26,55.569610595703125
2018-06-27,49.86474609375
2018-06-28,50.66765213012695
2018-06-29,49.949256896972656
2018-07-02,48.385704040527344
2018-07-03,52.35798263549805
2018-07-04,52.35798263549805
2018-07-05,54.72444152832031
2018-07-06,53.20314407348633
2018-07-10,52.062171936035156
2018-07-11,51.3015251159668
2018-07-12,50.24506759643555
2018-07-13,48.639251708984375
2018-07-16,47.83634948730469
2018-07-17,48.13215637207031
