Date,MOLI.BA
2015-08-24,21.318729400634766
2015-08-25,21.382556915283203
2015-08-26,22.339984893798828
2015-08-27,22.339984893798828
2015-08-28,22.65912628173828
2015-08-31,23.55272674560547
2015-09-01,23.137842178344727
2015-09-02,22.818696975708008
2015-09-03,22.978269577026367
2015-09-04,22.978269577026367
2015-09-07,22.786787033081055
2015-09-08,22.595298767089844
2015-09-09,22.850614547729492
2015-09-10,22.339984893798828
2015-09-11,21.701698303222656
2015-09-14,22.020843505859375
2015-09-15,22.148500442504883
2015-09-16,21.957012176513672
2015-09-17,21.893184661865234
2015-09-18,21.06341552734375
2015-09-21,20.744272232055664
2015-09-22,20.744272232055664
2015-09-23,20.425128936767578
2015-09-24,19.786842346191406
2015-09-25,21.06341552734375
2015-09-28,22.65912628173828
2015-09-29,23.29741096496582
2015-09-30,22.978269577026367
2015-10-01,23.61655616760254
2015-10-02,23.61655616760254
2015-10-05,23.61655616760254
2015-10-06,23.48889923095703
2015-10-07,23.29741096496582
2015-10-08,23.29741096496582
2015-10-09,23.935701370239258
2015-10-13,23.935701370239258
2015-10-14,23.29741096496582
2015-10-15,22.850614547729492
2015-10-16,22.722957611083984
2015-10-19,22.499553680419922
2015-10-20,23.74421501159668
2015-10-21,22.978269577026367
2015-10-22,23.61655616760254
2015-10-23,24.573984146118164
2015-10-26,25.627155303955078
2015-10-27,28.084550857543945
2015-10-28,29.361122131347656
2015-10-29,31.27597999572754
2015-10-30,34.882293701171875
2015-11-02,36.44609069824219
2015-11-03,37.020545959472656
2015-11-04,37.11628723144531
2015-11-05,37.11628723144531
2015-11-09,40.72260284423828
2015-11-10,45.63739776611328
2015-11-11,47.999053955078125
2015-11-12,46.084197998046875
2015-11-13,46.97779846191406
2015-11-16,49.786251068115234
2015-11-17,49.14796829223633
2015-11-18,46.40333557128906
2015-11-19,46.531002044677734
2015-11-20,50.616024017333984
2015-11-24,51.381961822509766
2015-11-25,51.254310607910156
2015-11-26,54.82870864868164
2015-11-27,54.82870864868164
2015-11-30,58.30735778808594
2015-12-01,62.55195999145508
2015-12-02,60.12648010253906
2015-12-03,57.445674896240234
2015-12-04,63.19023895263672
2015-12-09,63.57320785522461
2015-12-10,60.60518264770508
2015-12-11,60.63710403442383
2015-12-14,58.72224426269531
2015-12-15,60.31795883178711
2015-12-16,59.0413932800293
2015-12-17,59.0413932800293
2015-12-18,58.08395767211914
2015-12-21,56.04144287109375
2015-12-22,53.58405303955078
2015-12-23,55.08401870727539
2015-12-28,53.04150390625
2015-12-29,52.27556610107422
2015-12-30,52.9776725769043
2016-01-04,52.27556610107422
2016-01-05,51.57345199584961
2016-01-06,51.062828063964844
2016-01-07,49.46710968017578
2016-01-08,49.97773742675781
2016-01-11,47.201194763183594
2016-01-12,43.40339660644531
2016-01-13,43.40339660644531
2016-01-14,45.63739776611328
2016-01-15,44.3608283996582
2016-01-18,42.765113830566406
2016-01-19,45.31825637817383
2016-01-20,45.6054801940918
2016-01-21,46.59482192993164
2016-01-22,49.14796829223633
2016-01-25,49.14796829223633
2016-01-26,49.14796829223633
2016-01-27,48.03096389770508
2016-01-28,47.552249908447266
2016-01-29,47.552249908447266
2016-02-01,46.59482192993164
2016-02-02,45.796966552734375
2016-02-03,45.63739776611328
2016-02-04,45.31825637817383
2016-02-05,46.59482192993164
2016-02-10,44.99911117553711
2016-02-11,45.63739776611328
2016-02-12,45.95654296875
2016-02-15,47.871402740478516
2016-02-16,49.88199234008789
2016-02-17,53.871273040771484
2016-02-18,52.9776725769043
2016-02-19,53.5521354675293
2016-02-22,56.16910171508789
2016-02-23,55.17976379394531
2016-02-24,54.573387145996094
2016-02-25,56.16910171508789
2016-02-26,55.08401870727539
2016-02-29,56.424415588378906
2016-03-01,55.43507766723633
2016-03-02,54.381900787353516
2016-03-03,53.93510818481445
2016-03-04,53.615962982177734
2016-03-07,51.70111083984375
2016-03-08,50.424537658691406
2016-03-09,52.72236251831055
2016-03-10,54.76487350463867
2016-03-11,54.413818359375
2016-03-14,52.53087615966797
2016-03-15,51.70111083984375
2016-03-16,52.339393615722656
2016-03-17,53.615962982177734
2016-03-18,53.29682159423828
2016-03-21,52.65853500366211
2016-03-22,53.3287353515625
2016-03-23,52.594703674316406
2016-03-28,53.488304138183594
2016-03-29,55.46699142456055
2016-03-30,55.8499641418457
2016-03-31,58.72224426269531
2016-04-01,58.08395767211914
2016-04-04,56.80738830566406
2016-04-05,54.573387145996094
