Date,NOVO-B.CO
2015-08-24,141.01348876953125
2015-08-25,145.57012939453125
2015-08-26,143.9974822998047
2015-08-27,149.2395782470703
2015-08-28,148.9976806640625
2015-08-31,148.8766632080078
2015-09-01,144.60232543945312
2015-09-02,146.8604736328125
2015-09-03,150.57028198242188
2015-09-04,147.10240173339844
2015-09-07,147.2637481689453
2015-09-08,149.642822265625
2015-09-09,151.65902709960938
2015-09-10,151.1348419189453
2015-09-11,150.36865234375
2015-09-14,148.11053466796875
2015-09-15,149.2395782470703
2015-09-16,149.48158264160156
2015-09-17,149.9250946044922
2015-09-18,148.19117736816406
2015-09-21,152.4655303955078
2015-09-22,147.38470458984375
2015-09-23,149.72348022460938
2015-09-24,145.81202697753906
2015-09-25,150.32835388183594
2015-09-28,149.1992645263672
2015-09-29,144.07806396484375
2015-09-30,144.4410400390625
2015-10-01,146.1749725341797
2015-10-02,144.92491149902344
2015-10-05,147.70726013183594
2015-10-06,147.9895477294922
2015-10-07,145.0458984375
2015-10-08,144.48133850097656
2015-10-09,143.9974822998047
2015-10-12,146.5378875732422
2015-10-13,143.95713806152344
2015-10-14,139.52151489257812
2015-10-15,139.92471313476562
2015-10-16,145.52980041503906
2015-10-19,149.1992645263672
2015-10-20,146.57818603515625
2015-10-21,143.95713806152344
2015-10-22,144.72328186035156
2015-10-23,150.4089813232422
2015-10-26,150.2073974609375
2015-10-27,151.90098571777344
2015-10-28,155.0059356689453
2015-10-29,146.7798309326172
2015-10-30,145.28782653808594
2015-11-02,146.57818603515625
2015-11-03,148.7153778076172
2015-11-04,149.84446716308594
2015-11-05,152.6268310546875
2015-11-06,153.27200317382812
2015-11-09,151.2558135986328
2015-11-10,150.9735565185547
2015-11-11,152.26390075683594
2015-11-12,151.4171142578125
2015-11-13,149.48158264160156
2015-11-16,149.48158264160156
2015-11-17,153.03009033203125
2015-11-18,152.6268310546875
2015-11-19,152.90908813476562
2015-11-20,154.48171997070312
2015-11-23,154.48171997070312
2015-11-24,151.4574432373047
2015-11-25,154.48171997070312
2015-11-26,155.53018188476562
2015-11-27,155.65113830566406
2015-11-30,155.65113830566406
2015-12-01,158.756103515625
2015-12-02,160.81260681152344
2015-12-03,156.65921020507812
2015-12-04,156.90115356445312
2015-12-07,156.90115356445312
2015-12-08,157.86898803710938
2015-12-09,157.102783203125
2015-12-10,156.65921020507812
2015-12-11,156.65921020507812
2015-12-14,152.4655303955078
2015-12-15,155.0059356689453
2015-12-16,156.01405334472656
2015-12-17,158.1915740966797
2015-12-18,157.54638671875
2015-12-21,158.1109161376953
2015-12-22,155.48983764648438
2015-12-23,158.79640197753906
2015-12-28,159.8045196533203
2015-12-29,161.53848266601562
2015-12-30,161.25619506835938
2016-01-04,158.8367462158203
2016-01-05,162.99009704589844
2016-01-06,160.81260681152344
2016-01-07,156.2559814453125
2016-01-08,153.47361755371094
2016-01-11,150.9735565185547
2016-01-12,153.95750427246094
2016-01-13,153.231689453125
2016-01-14,151.05419921875
2016-01-15,145.57012939453125
2016-01-18,146.37652587890625
2016-01-19,148.0701446533203
2016-01-20,143.0700225830078
2016-01-21,147.9895477294922
2016-01-22,151.4574432373047
2016-01-25,153.51394653320312
2016-01-26,152.50587463378906
2016-01-27,155.12689208984375
2016-01-28,150.08639526367188
2016-01-29,153.19134521484375
2016-02-01,153.5946044921875
2016-02-02,152.30422973632812
2016-02-03,140.73121643066406
2016-02-04,134.03738403320312
2016-02-05,132.66639709472656
2016-02-08,126.49678039550781
2016-02-09,123.55313873291016
2016-02-10,131.5372772216797
2016-02-11,128.230712890625
2016-02-12,129.52108764648438
2016-02-15,136.77943420410156
2016-02-16,133.67449951171875
2016-02-17,136.4971923828125
2016-02-18,137.7069091796875
2016-02-19,137.10203552246094
2016-02-22,140.3682861328125
2016-02-23,142.9490203857422
2016-02-24,137.50527954101562
2016-02-25,140.97315979003906
2016-02-26,143.87648010253906
2016-02-29,143.5539093017578
2016-03-01,146.05398559570312
2016-03-02,147.54598999023438
2016-03-03,143.71517944335938
2016-03-04,153.07040405273438
2016-03-07,156.05438232421875
2016-03-08,153.8768768310547
2016-03-09,152.2235565185547
2016-03-10,151.1751708984375
2016-03-11,152.82846069335938
2016-03-14,155.65113830566406
2016-03-15,152.42520141601562
2016-03-16,151.53805541992188
2016-03-17,147.18307495117188
2016-03-18,147.78794860839844
2016-03-21,147.9521026611328
2016-03-22,148.48561096191406
2016-03-23,147.8699951171875
2016-03-29,147.5006561279297
2016-03-30,146.92605590820312
2016-03-31,145.77694702148438
2016-04-01,146.67982482910156
2016-04-04,150.33242797851562
2016-04-05,148.85499572753906
2016-04-06,150.70179748535156
2016-04-07,151.85096740722656
2016-04-08,150.9480743408203
2016-04-11,150.29141235351562
2016-04-12,149.47061157226562
2016-04-13,150.824951171875
2016-04-14,150.8660125732422
2016-04-15,150.9480743408203
2016-04-18,152.09719848632812
2016-04-19,155.0521697998047
2016-04-20,152.83595275878906
2016-04-21,154.6007080078125
2016-04-25,152.4665985107422
2016-04-26,148.5677032470703
2016-04-27,148.9370880126953
2016-04-28,152.2613525390625
2016-04-29,148.9370880126953
2016-05-02,147.25437927246094
2016-05-03,145.12026977539062
2016-05-04,143.43759155273438
2016-05-09,146.92605590820312
2016-05-10,147.58274841308594
2016-05-11,147.09024047851562
2016-05-12,145.57174682617188
2016-05-13,146.51565551757812
2016-05-17,147.5416717529297
2016-05-18,147.9110565185547
2016-05-19,146.51565551757812
2016-05-20,147.3775177001953
2016-05-23,146.06422424316406
2016-05-24,149.5526885986328
2016-05-25,154.80592346191406
2016-05-26,152.71282958984375
2016-05-27,152.2613525390625
2016-05-30,153.41050720214844
2016-05-31,152.58970642089844
2016-06-01,154.1082305908203
2016-06-02,152.4665985107422
2016-06-03,152.13829040527344
2016-06-06,153.32846069335938
2016-06-07,154.14926147460938
2016-06-08,152.79489135742188
2016-06-09,153.77989196777344
2016-06-10,149.59371948242188
2016-06-13,149.06019592285156
2016-06-14,140.76995849609375
2016-06-15,141.26243591308594
2016-06-16,138.88209533691406
2016-06-17,138.51271057128906
2016-06-20,139.9491424560547
2016-06-21,141.3445281982422
2016-06-22,142.69886779785156
2016-06-23,142.90406799316406
2016-06-24,141.6318359375
2016-06-27,140.31851196289062
2016-06-28,142.61679077148438
2016-06-29,145.73590087890625
2016-06-30,146.96713256835938
2016-07-01,149.18328857421875
2016-07-04,150.90701293945312
2016-07-05,150.3734893798828
2016-07-06,147.3775177001953
2016-07-07,150.1272430419922
2016-07-08,150.70179748535156
2016-07-11,152.95909118652344
2016-07-12,153.16429138183594
2016-07-13,152.91802978515625
2016-07-14,152.09719848632812
2016-07-15,152.6306915283203
2016-07-18,152.7538604736328
2016-07-19,152.17929077148438
2016-07-20,153.24635314941406
2016-07-21,152.91802978515625
2016-07-22,153.9029998779297
2016-07-25,152.05616760253906
2016-07-26,156.4475555419922
2016-07-27,155.0521697998047
2016-07-28,155.0932159423828
2016-07-29,155.58567810058594
2016-08-01,156.32443237304688
2016-08-02,152.05616760253906
2016-08-03,150.45559692382812
2016-08-04,150.61972045898438
2016-08-05,135.43466186523438
2016-08-08,130.50973510742188
2016-08-09,133.17738342285156
2016-08-10,130.67388916015625
2016-08-11,128.04730224609375
2016-08-12,127.21852111816406
2016-08-15,128.95896911621094
2016-08-16,128.37884521484375
2016-08-17,128.171630859375
2016-08-18,128.25450134277344
2016-08-19,127.9229736328125
2016-08-22,130.28504943847656
2016-08-23,129.3733673095703
2016-08-24,130.28504943847656
2016-08-25,129.124755859375
2016-08-26,128.7931671142578
2016-08-29,129.78778076171875
2016-08-30,130.9480743408203
2016-08-31,129.58056640625
2016-09-01,127.42569732666016
2016-09-02,126.30682373046875
2016-09-05,127.34283447265625
2016-09-06,125.51952362060547
2016-09-07,125.8924560546875
2016-09-08,125.39517211914062
2016-09-09,122.70162963867188
2016-09-12,123.61331176757812
2016-09-13,125.2708740234375
2016-09-14,126.5140609741211
2016-09-15,126.22396087646484
2016-09-16,127.42569732666016
2016-09-19,127.96439361572266
2016-09-20,127.9229736328125
2016-09-21,127.50858306884766
2016-09-22,125.9753189086914
2016-09-23,122.99171447753906
2016-09-26,122.7430648803711
2016-09-27,119.63511657714844
2016-09-28,120.173828125
2016-09-29,116.02991485595703
2016-09-30,114.12371063232422
2016-10-03,112.5075912475586
2016-10-04,112.59048461914062
2016-10-05,115.07682037353516
2016-10-06,113.33634185791016
2016-10-07,112.01029968261719
2016-10-10,112.17607879638672
2016-10-11,111.43014526367188
2016-10-12,110.80855560302734
2016-10-13,110.10411071777344
2016-10-14,112.09319305419922
2016-10-17,112.96339416503906
2016-10-18,114.0822525024414
2016-10-19,114.49665069580078
2016-10-20,115.28400421142578
2016-10-21,117.52173614501953
2016-10-24,116.90016174316406
2016-10-25,114.74527740478516
2016-10-26,113.95793914794922
2016-10-27,115.73981475830078
2016-10-28,98.4182357788086
2016-10-31,100.4487533569336
2016-11-01,99.95148468017578
2016-11-02,98.58399200439453
2016-11-03,98.12816619873047
2016-11-04,95.02021026611328
2016-11-07,95.35172271728516
2016-11-08,93.36264038085938
2016-11-09,97.17505645751953
2016-11-10,95.6832275390625
2016-11-11,94.68870544433594
2016-11-14,94.77156829833984
2016-11-15,95.97332000732422
2016-11-16,95.64180755615234
2016-11-17,95.22740173339844
2016-11-18,94.97877502441406
2016-11-21,94.1914291381836
2016-11-22,92.82392883300781
2016-11-23,91.45643615722656
2016-11-24,91.58074188232422
2016-11-25,93.44552612304688
2016-11-28,94.89588928222656
2016-11-29,95.35172271728516
2016-11-30,98.62544250488281
2016-12-01,97.75520324707031
2016-12-02,98.45965576171875
2016-12-05,99.03981018066406
2016-12-06,99.41278076171875
2016-12-07,100.69737243652344
2016-12-08,101.02889251708984
2016-12-09,105.21427917480469
2016-12-12,103.9296646118164
2016-12-13,104.26116180419922
2016-12-14,102.85223388671875
2016-12-15,105.42145538330078
2016-12-16,105.79442596435547
2016-12-19,105.4629135131836
2016-12-20,105.58721923828125
2016-12-21,105.04852294921875
2016-12-22,105.38004302978516
2016-12-23,105.67008972167969
2016-12-27,105.58721923828125
2016-12-28,105.75297546386719
2016-12-29,106.0844955444336
2016-12-30,105.54578399658203
2017-01-02,107.32767486572266
2017-01-03,107.16191864013672
2017-01-04,106.0844955444336
2017-01-05,107.41056060791016
2017-01-06,106.49886322021484
2017-01-09,106.12593078613281
2017-01-10,105.25569152832031
2017-01-11,105.79442596435547
2017-01-12,101.56763458251953
2017-01-13,103.72245025634766
2017-01-16,104.50979614257812
2017-01-17,103.55669403076172
2017-01-18,103.80534362792969
2017-01-19,103.80534362792969
2017-01-20,103.10086822509766
2017-01-23,101.02889251708984
2017-01-24,99.45421600341797
2017-01-25,100.4487533569336
2017-01-26,101.81625366210938
2017-01-27,103.01798248291016
2017-01-30,102.76934814453125
2017-01-31,102.52072143554688
2017-02-01,103.39095306396484
2017-02-02,95.84899139404297
2017-02-03,96.3048324584961
2017-02-06,96.34626007080078
2017-02-07,96.76065826416016
2017-02-08,96.553466796875
2017-02-09,99.53709411621094
2017-02-10,100.03435516357422
2017-02-13,100.15867614746094
2017-02-14,100.15867614746094
2017-02-15,100.15867614746094
2017-02-16,102.10633087158203
2017-02-17,102.35494995117188
2017-02-20,101.9405517578125
2017-02-21,103.47382354736328
2017-02-22,103.34950256347656
2017-02-23,103.10086822509766
2017-02-24,103.30807495117188
2017-02-27,103.39095306396484
2017-02-28,103.2666244506836
2017-03-01,101.89912414550781
