Date,NOVO-B.CO
2017-03-02,101.8576889038086
2017-03-03,100.82170104980469
2017-03-06,98.79118347167969
2017-03-07,97.38225555419922
2017-03-08,96.3876953125
2017-03-09,96.59489440917969
2017-03-10,97.54800415039062
2017-03-13,97.54800415039062
2017-03-14,98.16958618164062
2017-03-15,97.34080505371094
2017-03-16,97.79663848876953
2017-03-17,97.63088989257812
2017-03-20,98.37678527832031
2017-03-21,97.25792694091797
2017-03-22,96.76065826416016
2017-03-23,97.05074310302734
2017-03-24,97.89613342285156
2017-03-27,98.69924926757812
2017-03-28,99.37554931640625
2017-03-29,99.75598907470703
2017-03-30,99.92506408691406
2017-03-31,101.23542022705078
2017-04-03,100.98180389404297
2017-04-04,105.9696044921875
2017-04-05,106.13866424560547
2017-04-06,104.82830810546875
2017-04-07,104.57469940185547
2017-04-10,106.43457794189453
2017-04-11,106.60364532470703
2017-04-12,107.15316009521484
2017-04-18,106.68819427490234
2017-04-19,106.9417953491211
2017-04-20,106.68819427490234
2017-04-21,105.54691314697266
2017-04-24,105.67371368408203
2017-04-25,107.23768615722656
2017-04-26,108.37895202636719
2017-04-27,112.35227966308594
2017-04-28,112.31002807617188
2017-05-01,110.57697296142578
2017-05-02,111.8873291015625
2017-05-03,119.45354461669922
2017-05-04,118.77725219726562
2017-05-05,117.50917053222656
2017-05-08,117.29783630371094
2017-05-09,115.73384094238281
2017-05-10,116.32563781738281
2017-05-11,116.19881439208984
2017-05-15,115.98748016357422
2017-05-16,116.19881439208984
2017-05-17,113.7894515991211
2017-05-18,114.46575927734375
2017-05-19,115.14207458496094
2017-05-22,117.12875366210938
2017-05-23,117.21327209472656
2017-05-24,117.08646392822266
2017-05-29,116.9173812866211
2017-05-30,118.69270324707031
2017-05-31,118.94631958007812
2017-06-01,120.21442413330078
2017-06-02,123.21554565429688
2017-06-06,121.5247802734375
2017-06-07,119.15766906738281
2017-06-08,119.3690414428711
2017-06-09,120.42577362060547
2017-06-12,121.90518188476562
2017-06-13,122.9619369506836
2017-06-14,123.4269027709961
2017-06-15,120.55257415771484
2017-06-16,120.468017578125
2017-06-19,122.91966247558594
2017-06-20,122.79283905029297
2017-06-21,122.75057220458984
2017-06-22,123.51141357421875
2017-06-23,124.27227020263672
2017-06-26,124.39909362792969
2017-06-27,121.69385528564453
2017-06-28,120.00306701660156
2017-06-29,117.17100524902344
2017-06-30,117.8473129272461
2017-07-03,117.93185424804688
2017-07-04,117.25553894042969
2017-07-05,117.08646392822266
2017-07-06,116.15653991699219
2017-07-07,115.52250671386719
2017-07-10,115.81838989257812
2017-07-11,115.18435668945312
2017-07-12,117.72051239013672
2017-07-13,116.74832153320312
2017-07-14,117.38236236572266
2017-07-17,118.2277603149414
2017-07-18,116.57923889160156
2017-07-19,116.19881439208984
2017-07-20,117.55142211914062
2017-07-21,115.52250671386719
2017-07-24,112.98632049560547
2017-07-25,113.4935531616211
2017-07-26,112.98632049560547
2017-07-27,111.59146118164062
2017-07-28,112.0141372680664
2017-07-31,113.32449340820312
2017-08-01,112.77496337890625
2017-08-02,112.39456176757812
2017-08-03,112.94405364990234
2017-08-04,112.52137756347656
2017-08-07,111.16875457763672
2017-08-08,110.70378875732422
2017-08-09,119.41131591796875
2017-08-10,118.69270324707031
2017-08-11,122.45470428466797
2017-08-14,121.56702423095703
2017-08-15,122.1588134765625
2017-08-16,120.89073181152344
2017-08-17,123.4269027709961
2017-08-18,122.31645965576172
2017-08-21,122.82898712158203
2017-08-22,124.40919494628906
2017-08-23,122.9571304321289
2017-08-24,122.99983978271484
2017-08-25,123.4269027709961
2017-08-28,124.15291595458984
2017-08-29,123.12793731689453
2017-08-30,124.36647033691406
2017-08-31,127.2706527709961
2017-09-01,127.44149017333984
2017-09-04,126.84353637695312
2017-09-05,126.33104705810547
2017-09-06,127.69770812988281
2017-09-07,127.69770812988281
2017-09-08,126.80084228515625
2017-09-11,128.8081512451172
2017-09-12,128.8081512451172
2017-09-13,129.83309936523438
2017-09-14,129.2352294921875
2017-09-15,128.33836364746094
2017-09-18,128.97897338867188
2017-09-19,128.8081512451172
2017-09-20,129.57688903808594
2017-09-21,130.85812377929688
2017-09-22,130.60186767578125
2017-09-25,131.79769897460938
2017-09-26,129.66229248046875
2017-09-27,130.38832092285156
2017-09-28,129.6195831298828
2017-09-29,128.55189514160156
2017-10-02,132.3529052734375
2017-10-03,131.5841827392578
2017-10-04,133.29254150390625
2017-10-05,132.2675323486328
2017-10-06,132.90811157226562
2017-10-09,133.0362548828125
2017-10-10,131.0716552734375
2017-10-11,131.88311767578125
2017-10-12,131.37063598632812
2017-10-13,127.18521881103516
2017-10-16,133.54873657226562
2017-10-17,132.9508514404297
2017-10-18,135.7268524169922
2017-10-19,136.45291137695312
2017-10-20,136.11126708984375
2017-10-23,136.36749267578125
2017-10-24,135.42791748046875
2017-10-25,135.7695770263672
2017-10-26,133.46334838867188
2017-10-27,135.94041442871094
2017-10-30,136.0258331298828
2017-10-31,135.7268524169922
2017-11-01,136.1539306640625
2017-11-02,135.51333618164062
2017-11-03,135.21437072753906
2017-11-06,136.58102416992188
2017-11-07,135.7268524169922
2017-11-08,136.62374877929688
2017-11-09,134.40292358398438
2017-11-10,135.7268524169922
2017-11-13,134.83001708984375
2017-11-14,134.74461364746094
2017-11-15,133.97581481933594
2017-11-16,136.53834533691406
2017-11-17,137.0081329345703
2017-11-20,139.14352416992188
2017-11-21,140.33935546875
2017-11-22,139.99771118164062
2017-11-23,140.21127319335938
2017-11-24,139.10081481933594
2017-11-27,137.81959533691406
2017-11-28,138.5028839111328
2017-11-29,137.5206298828125
2017-11-30,137.8623046875
2017-12-01,139.2716522216797
2017-12-04,137.99041748046875
2017-12-05,135.81228637695312
2017-12-06,140.38209533691406
2017-12-07,139.05813598632812
2017-12-08,140.51019287109375
2017-12-11,140.8518829345703
2017-12-12,144.14039611816406
2017-12-13,144.05499267578125
2017-12-14,143.67062377929688
2017-12-15,140.7237548828125
2017-12-18,143.07269287109375
2017-12-19,141.91958618164062
2017-12-20,141.57789611816406
2017-12-21,143.02996826171875
2017-12-22,143.41436767578125
2017-12-27,142.90185546875
2017-12-28,142.90185546875
2017-12-29,142.85916137695312
2018-01-02,142.624267578125
2018-01-03,144.3539581298828
2018-01-04,143.3075714111328
2018-01-05,144.50344848632812
2018-01-08,145.101318359375
2018-01-09,145.9982147216797
2018-01-10,145.33624267578125
2018-01-11,144.5675048828125
2018-01-12,143.73468017578125
2018-01-15,142.96592712402344
2018-01-16,144.78103637695312
2018-01-17,146.06227111816406
2018-01-18,146.06227111816406
2018-01-19,149.26539611816406
2018-01-22,149.6070556640625
2018-01-23,150.311767578125
2018-01-24,148.4752960205078
2018-01-25,146.80967712402344
2018-01-26,148.45394897460938
2018-01-29,147.57843017578125
2018-01-30,145.741943359375
2018-01-31,142.38938903808594
2018-02-01,131.96856689453125
2018-02-02,129.34197998046875
2018-02-05,130.13211059570312
2018-02-06,125.81856536865234
2018-02-07,129.85450744628906
2018-02-08,128.42376708984375
2018-02-09,127.84717559814453
2018-02-12,130.6873016357422
2018-02-13,128.8081512451172
2018-02-14,129.55552673339844
2018-02-15,130.3456573486328
2018-02-16,133.8690643310547
2018-02-19,131.5628204345703
2018-02-20,132.2034912109375
2018-02-21,134.10397338867188
2018-02-22,136.90135192871094
2018-02-23,138.2466583251953
2018-02-26,140.59564208984375
2018-02-27,137.94769287109375
2018-02-28,135.21437072753906
2018-03-01,131.6269073486328
2018-03-02,129.76905822753906
2018-03-05,130.04664611816406
2018-03-06,129.6836700439453
2018-03-07,129.27796936035156
2018-03-08,131.178466796875
2018-03-09,130.96490478515625
2018-03-12,131.05032348632812
2018-03-13,129.04306030273438
2018-03-14,129.02171325683594
2018-03-15,130.4310760498047
2018-03-16,130.30294799804688
2018-03-19,130.36700439453125
2018-03-20,129.83309936523438
2018-03-21,130.15345764160156
2018-03-22,127.31334686279297
2018-03-23,128.44210815429688
2018-03-26,127.3133316040039
2018-03-27,127.46530151367188
2018-03-28,129.1584930419922
2018-04-03,128.8111572265625
2018-04-04,126.6621322631836
2018-04-05,129.46238708496094
2018-04-06,128.89796447753906
2018-04-09,130.5911407470703
2018-04-10,132.6533203125
2018-04-11,130.6128692626953
2018-04-12,130.98187255859375
2018-04-13,128.55064392089844
2018-04-16,128.83285522460938
2018-04-17,128.42041015625
2018-04-18,127.24822235107422
2018-04-19,124.83872985839844
2018-04-20,123.38433074951172
2018-04-23,123.81845092773438
2018-04-24,125.31627655029297
2018-04-25,123.86185455322266
2018-04-26,125.46821594238281
2018-04-30,126.68382263183594
2018-05-01,127.76921081542969
2018-05-02,133.2828826904297
2018-05-03,130.2438201904297
2018-05-04,129.04995727539062
2018-05-07,130.72142028808594
2018-05-08,132.6099395751953
2018-05-09,130.33067321777344
2018-05-14,136.12648010253906
2018-05-15,132.19749450683594
2018-05-16,133.86895751953125
2018-05-17,134.41162109375
2018-05-18,133.19602966308594
2018-05-22,133.84725952148438
2018-05-23,132.6533203125
2018-05-24,131.8501739501953
2018-05-25,132.24090576171875
2018-05-28,132.82699584960938
2018-05-29,131.6548309326172
2018-05-30,131.19895935058594
2018-05-31,131.30746459960938
2018-06-01,132.39288330078125
2018-06-04,130.2438201904297
2018-06-06,127.96454620361328
2018-06-07,126.09774780273438
2018-06-08,123.97041320800781
2018-06-11,123.25411224365234
2018-06-12,121.77796173095703
2018-06-13,122.7765121459961
2018-06-14,124.12236785888672
2018-06-15,124.53480529785156
2018-06-18,124.81700134277344
2018-06-19,125.03406524658203
2018-06-20,125.2728500366211
2018-06-21,129.89651489257812
2018-06-22,130.67799377441406
2018-06-25,130.39576721191406
2018-06-26,128.07310485839844
2018-06-27,127.7474594116211
2018-06-28,126.55357360839844
2018-06-29,128.5072479248047
2018-07-02,129.7879638671875
2018-07-03,131.26409912109375
2018-07-04,133.15261840820312
2018-07-05,132.15406799316406
2018-07-06,133.23947143554688
2018-07-09,133.9992218017578
2018-07-10,136.62576293945312
2018-07-11,134.9760284423828
2018-07-12,137.4723663330078
2018-07-13,137.51576232910156
2018-07-16,137.14675903320312
2018-07-17,138.38406372070312
2018-07-18,139.5996551513672
2018-07-19,138.1018829345703
2018-07-20,139.25238037109375
2018-07-23,139.5996551513672
2018-07-24,140.77188110351562
2018-07-25,140.27261352539062
2018-07-26,142.94261169433594
2018-07-27,141.44479370117188
2018-07-30,140.22918701171875
2018-07-31,138.12359619140625
2018-08-01,137.0382080078125
2018-08-02,137.6243133544922
2018-08-03,139.10040283203125
2018-08-06,138.9267578125
2018-08-07,140.18577575683594
2018-08-08,131.82846069335938
2018-08-09,132.19749450683594
2018-08-10,132.41455078125
2018-08-13,133.84725952148438
2018-08-14,138.6228485107422
2018-08-15,136.27842712402344
2018-08-16,136.30015563964844
2018-08-17,135.88375854492188
2018-08-20,137.17684936523438
2018-08-21,139.2589111328125
2018-08-22,138.51376342773438
2018-08-23,138.73291015625
2018-08-24,138.44801330566406
2018-08-27,139.32469177246094
2018-08-28,139.1055145263672
2018-08-29,139.36849975585938
2018-08-30,139.06167602539062
2018-08-31,137.96583557128906
2018-09-03,137.08914184570312
2018-09-04,137.8562774658203
2018-09-05,134.34954833984375
2018-09-06,134.5030059814453
2018-09-07,135.5111541748047
2018-09-10,136.5631561279297
2018-09-11,135.90565490722656
2018-09-12,137.79049682617188
2018-09-13,136.82615661621094
2018-09-14,135.007080078125
2018-09-17,132.90310668945312
2018-09-18,132.09217834472656
2018-09-19,131.56614685058594
2018-09-20,130.84288024902344
2018-09-21,132.15792846679688
2018-09-24,131.85107421875
2018-09-25,134.4810791015625
2018-09-26,132.530517578125
2018-09-27,133.12225341796875
2018-09-28,132.5524139404297
2018-10-01,131.39083862304688
2018-10-02,132.77159118652344
2018-10-03,132.8373260498047
2018-10-04,123.21588134765625
2018-10-05,125.38561248779297
2018-10-08,122.0542984008789
2018-10-09,121.41870880126953
2018-10-10,120.23518371582031
2018-10-11,117.16683959960938
2018-10-12,119.81877899169922
2018-10-15,119.68730163574219
2018-10-16,121.1337661743164
2018-10-17,122.60221862792969
2018-10-18,124.1583023071289
2018-10-19,123.67611694335938
2018-10-22,122.73369598388672
2018-10-23,120.9365463256836
2018-10-24,122.9528579711914
2018-10-25,120.38861846923828
2018-10-26,120.54204559326172
2018-10-29,123.10626983642578
2018-10-30,122.71179962158203
2018-10-31,124.88152313232422
2018-11-01,126.06504821777344
2018-11-02,125.47330474853516
2018-11-05,124.35553741455078
2018-11-06,123.23779296875
2018-11-07,126.6348876953125
2018-11-08,128.36630249023438
2018-11-09,129.5279083251953
2018-11-12,130.38265991210938
2018-11-13,128.38824462890625
2018-11-14,129.1553192138672
2018-11-15,124.70620727539062
2018-11-16,126.54723358154297
2018-11-19,129.37445068359375
2018-11-20,126.67872619628906
2018-11-21,126.89787292480469
2018-11-22,125.58289337158203
2018-11-23,130.18539428710938
2018-11-26,133.62631225585938
2018-11-27,132.0264129638672
2018-11-28,131.54425048828125
2018-11-29,131.10589599609375
2018-11-30,134.13043212890625
2018-12-03,132.81539916992188
2018-12-04,133.34140014648438
2018-12-05,131.93875122070312
2018-12-06,129.7470703125
2018-12-07,131.6099853515625
2018-12-10,131.4346466064453
2018-12-11,131.58807373046875
2018-12-12,132.4647674560547
2018-12-13,133.67019653320312
2018-12-14,135.88375854492188
2018-12-17,133.69207763671875
2018-12-18,132.15792846679688
2018-12-19,130.0758056640625
2018-12-20,131.083984375
2018-12-21,129.83474731445312
2018-12-27,128.43206787109375
2018-12-28,130.5799102783203
2019-01-02,133.38523864746094
2019-01-03,135.88375854492188
2019-01-04,137.0453338623047
2019-01-07,136.9357452392578
2019-01-08,137.8562774658203
2019-01-09,138.99594116210938
2019-01-10,137.878173828125
2019-01-11,137.79049682617188
2019-01-14,132.94691467285156
2019-01-15,135.42349243164062
2019-01-16,134.78790283203125
2019-01-17,136.1905975341797
2019-01-18,138.11923217773438
2019-01-21,137.22068786621094
2019-01-22,138.51376342773438
2019-01-23,136.4755096435547
2019-01-24,135.4015655517578
2019-01-25,132.8373260498047
2019-01-28,131.87298583984375
2019-01-29,132.8373260498047
2019-01-30,134.26194763183594
2019-01-31,133.34140014648438
2019-02-01,139.14935302734375
2019-02-04,137.94390869140625
2019-02-05,140.39857482910156
2019-02-06,139.9164276123047
2019-02-07,140.39857482910156
2019-02-08,140.02603149414062
2019-02-11,141.2095184326172
2019-02-12,142.4587860107422
2019-02-13,142.4587860107422
2019-02-14,143.99295043945312
2019-02-15,144.95726013183594
2019-02-18,145.74630737304688
2019-02-19,143.33543395996094
2019-02-20,143.3792724609375
2019-02-21,143.31350708007812
2019-02-22,143.29161071777344
2019-02-25,142.4587860107422
2019-02-26,142.72177124023438
2019-02-27,141.0341796875
2019-02-28,141.07801818847656
2019-03-01,142.80941772460938
2019-03-04,142.3272705078125
2019-03-05,143.81764221191406
2019-03-06,142.39303588867188
2019-03-07,143.48886108398438
2019-03-08,144.19020080566406
2019-03-11,144.43125915527344
2019-03-12,143.7737579345703
2019-03-13,144.86962890625
2019-03-14,145.9654541015625
2019-03-15,146.8421173095703
2019-03-18,148.50778198242188
2019-03-19,151.0062713623047
2019-03-20,151.05014038085938
2019-03-21,151.07205200195312
2019-03-22,149.6703338623047
2019-03-25,150.6048583984375
2019-03-26,153.80868530273438
2019-03-27,153.00772094726562
2019-03-28,153.89772033691406
2019-03-29,155.0323944091797
2019-04-01,154.67642211914062
2019-04-02,154.60968017578125
2019-04-03,151.22779846191406
2019-04-04,150.20431518554688
2019-04-05,150.31556701660156
2019-04-08,151.33905029296875
2019-04-09,150.9608154296875
2019-04-10,151.0275421142578
2019-04-11,150.7605743408203
2019-04-12,148.5579071044922
2019-04-15,147.91265869140625
2019-04-16,147.4009246826172
2019-04-17,143.61859130859375
2019-04-23,144.33053588867188
2019-04-24,143.95230102539062
2019-04-25,143.9077911376953
2019-04-26,145.7322540283203
2019-04-29,147.71241760253906
2019-04-30,144.84228515625
2019-05-01,145.6432342529297
2019-05-02,145.53201293945312
2019-05-03,141.21566772460938
2019-05-06,141.23788452148438
2019-05-07,141.41587829589844
2019-05-08,144.0413055419922
2019-05-09,143.44061279296875
2019-05-10,142.39486694335938
2019-05-13,139.7694854736328
2019-05-14,139.7249755859375
