Date,KNRCON.NS
2015-08-21,54.50509262084961
2015-08-24,49.5679817199707
2015-08-25,51.802730560302734
2015-08-26,51.64029312133789
2015-08-27,53.929176330566406
2015-08-28,56.385433197021484
2015-08-31,56.29190444946289
2015-09-01,54.87427520751953
2015-09-02,54.382041931152344
2015-09-03,54.80535888671875
2015-09-04,52.82657241821289
2015-09-07,51.29573059082031
2015-09-08,50.266963958740234
2015-09-09,51.69443893432617
2015-09-10,50.040531158447266
2015-09-11,50.58198928833008
2015-09-14,51.64029312133789
2015-09-15,50.70012283325195
2015-09-16,50.7838020324707
2015-09-18,52.19159698486328
2015-09-21,52.43770980834961
2015-09-22,53.855350494384766
2015-09-23,55.50242233276367
2015-09-24,54.008216857910156
2015-09-28,53.43125534057617
2015-09-29,54.58518981933594
2015-09-30,55.3199577331543
2015-10-01,55.477760314941406
2015-10-05,57.4749641418457
2015-10-06,59.02341079711914
2015-10-07,59.555992126464844
2015-10-08,58.145626068115234
2015-10-09,57.29250717163086
2015-10-12,56.32102584838867
2015-10-13,56.40485382080078
2015-10-14,56.42951202392578
2015-10-15,58.40699768066406
2015-10-16,59.1762809753418
2015-10-19,60.27104187011719
2015-10-20,60.29569625854492
2015-10-21,58.39219665527344
2015-10-23,58.26891326904297
2015-10-26,59.191078186035156
2015-10-27,57.805362701416016
2015-10-28,57.864540100097656
2015-10-29,57.721527099609375
2015-10-30,57.63277053833008
2015-11-02,56.95716857910156
2015-11-03,58.67820739746094
2015-11-04,57.69687271118164
2015-11-05,56.6317024230957
2015-11-06,55.58625411987305
2015-11-09,54.43231964111328
2015-11-10,54.9353141784668
2015-11-13,57.3516731262207
2015-11-16,59.50175476074219
2015-11-17,58.50069046020508
2015-11-18,58.95437240600586
2015-11-19,60.72472381591797
2015-11-20,60.10337448120117
2015-11-23,61.06499481201172
2015-11-24,61.81948471069336
2015-11-26,61.38059997558594
2015-11-27,61.365806579589844
2015-11-30,59.6201057434082
2015-12-01,59.6940803527832
2015-12-02,60.6260986328125
2015-12-03,60.94171142578125
2015-12-04,60.58665466308594
2015-12-07,60.62117004394531
2015-12-08,59.871604919433594
2015-12-09,57.356605529785156
2015-12-10,59.17135238647461
2015-12-11,58.21467208862305
2015-12-14,58.40699768066406
2015-12-15,56.48869323730469
2015-12-16,55.62570571899414
2015-12-17,55.73912048339844
2015-12-18,55.92158889770508
2015-12-21,56.14349365234375
2015-12-22,57.780704498291016
2015-12-23,58.328094482421875
2015-12-24,57.38126754760742
2015-12-28,56.77470397949219
2015-12-29,56.29636764526367
2015-12-30,57.721527099609375
2015-12-31,56.06952667236328
2016-01-01,56.962100982666016
2016-01-04,55.74898910522461
2016-01-05,56.449241638183594
2016-01-06,55.17201614379883
2016-01-07,54.087120056152344
2016-01-08,54.31889724731445
2016-01-11,52.676753997802734
2016-01-12,53.164955139160156
2016-01-13,52.4548454284668
2016-01-14,50.34422302246094
2016-01-15,49.50588607788086
2016-01-18,47.78485107421875
2016-01-19,48.14482879638672
2016-01-20,45.47697067260742
2016-01-21,45.73833465576172
2016-01-22,47.641841888427734
2016-01-25,48.94865036010742
2016-01-27,49.11631774902344
2016-01-28,48.69221496582031
2016-01-29,48.771114349365234
2016-02-01,48.899330139160156
2016-02-02,49.313568115234375
2016-02-03,49.293846130371094
2016-02-04,48.91905975341797
2016-02-05,49.87574005126953
2016-02-08,48.03635025024414
2016-02-09,48.49989318847656
2016-02-10,47.61717987060547
2016-02-11,43.26771926879883
2016-02-12,44.05673599243164
2016-02-15,44.732337951660156
2016-02-16,42.9176025390625
2016-02-17,43.26771926879883
2016-02-18,44.732337951660156
2016-02-19,45.18601989746094
2016-02-22,44.495635986328125
2016-02-23,44.60905456542969
2016-02-24,44.90987014770508
2016-02-25,44.845760345458984
2016-02-26,44.964111328125
2016-02-29,45.506561279296875
2016-03-01,49.09658432006836
2016-03-02,49.33822250366211
2016-03-03,49.757389068603516
2016-03-04,49.757389068603516
2016-03-08,51.36008071899414
2016-03-09,51.715145111083984
2016-03-10,51.42418670654297
2016-03-11,50.783111572265625
2016-03-14,50.605587005615234
