Date,CASTROLIND.NS
2015-08-21,162.38619995117188
2015-08-24,149.73048400878906
2015-08-25,155.8189239501953
2015-08-26,151.5946502685547
2015-08-27,152.58660888671875
2015-08-28,151.25259399414062
2015-08-31,147.1822509765625
2015-09-01,142.650146484375
2015-09-02,142.97511291503906
2015-09-03,146.652099609375
2015-09-04,145.55752563476562
2015-09-07,144.634033203125
2015-09-08,145.67724609375
2015-09-09,149.78182983398438
2015-09-10,148.80699157714844
2015-09-11,149.4226531982422
2015-09-14,149.54238891601562
2015-09-15,149.1148223876953
2015-09-16,147.88345336914062
2015-09-18,149.9015350341797
2015-09-21,149.49105834960938
2015-09-22,150.91058349609375
2015-09-23,151.28680419921875
2015-09-24,149.9015350341797
2015-09-28,149.7476043701172
2015-09-29,148.8925018310547
2015-09-30,151.37229919433594
2015-10-01,153.93765258789062
2015-10-05,153.95477294921875
2015-10-06,154.22837829589844
2015-10-07,155.83604431152344
2015-10-08,153.93765258789062
2015-10-09,152.02220153808594
2015-10-12,149.86732482910156
2015-10-13,148.6017303466797
2015-10-14,148.65306091308594
2015-10-15,149.14901733398438
2015-10-16,149.21742248535156
2015-10-19,149.6107940673828
2015-10-20,152.84312438964844
2015-10-21,160.8299102783203
2015-10-23,158.7262725830078
2015-10-26,159.5301055908203
2015-10-27,158.3329315185547
2015-10-28,157.32394409179688
2015-10-29,157.08447265625
2015-10-30,158.36712646484375
2015-11-02,154.94668579101562
2015-11-03,156.04127502441406
2015-11-04,155.2032470703125
2015-11-05,155.3058319091797
2015-11-06,152.24452209472656
2015-11-09,151.04736328125
2015-11-10,150.50010681152344
2015-11-13,149.2687225341797
2015-11-16,148.8925018310547
2015-11-17,150.99607849121094
2015-11-18,150.34617614746094
2015-11-19,151.7998504638672
2015-11-20,151.13291931152344
2015-11-23,150.46592712402344
2015-11-24,148.96087646484375
2015-11-26,146.80599975585938
2015-11-27,149.32003784179688
2015-11-30,151.01316833496094
2015-12-01,152.55239868164062
2015-12-02,151.68019104003906
2015-12-03,154.14288330078125
2015-12-04,151.50912475585938
2015-12-07,150.3291015625
2015-12-08,148.1228790283203
2015-12-09,143.55654907226562
2015-12-10,145.06155395507812
2015-12-11,142.30809020996094
2015-12-14,146.20741271972656
2015-12-15,147.49012756347656
2015-12-16,146.34425354003906
2015-12-17,148.55043029785156
2015-12-18,146.99411010742188
2015-12-21,149.50816345214844
2015-12-22,150.92767333984375
2015-12-23,150.46592712402344
2015-12-24,151.49205017089844
2015-12-28,150.6027374267578
2015-12-29,150.5856170654297
2015-12-30,151.76568603515625
2015-12-31,150.96189880371094
2016-01-01,153.4759063720703
2016-01-04,150.61981201171875
2016-01-05,152.8260040283203
2016-01-06,150.96189880371094
2016-01-07,148.7214813232422
2016-01-08,149.6107940673828
2016-01-11,149.6620635986328
2016-01-12,151.04736328125
2016-01-13,148.82406616210938
2016-01-14,148.24261474609375
2016-01-15,147.07962036132812
2016-01-18,143.07769775390625
2016-01-19,143.35133361816406
2016-01-20,139.7940673828125
2016-01-21,139.93089294433594
2016-01-22,142.94088745117188
2016-01-25,144.32618713378906
2016-01-27,145.7969970703125
2016-01-28,142.63304138183594
2016-01-29,143.7105255126953
2016-02-01,142.11997985839844
2016-02-02,140.30714416503906
2016-02-03,139.6401824951172
2016-02-04,140.1874237060547
2016-02-05,141.00833129882812
2016-02-08,140.11898803710938
2016-02-09,139.8453826904297
2016-02-10,139.4691619873047
2016-02-11,132.21778869628906
2016-02-12,133.08998107910156
2016-02-15,136.544677734375
2016-02-16,134.06483459472656
2016-02-17,135.62110900878906
2016-02-18,134.98831176757812
2016-02-19,133.24391174316406
2016-02-22,139.1783905029297
2016-02-23,138.8192596435547
2016-02-24,139.623046875
2016-02-25,128.71180725097656
2016-02-26,126.96736145019531
2016-02-29,125.66756439208984
2016-03-01,124.69275665283203
2016-03-02,125.82151794433594
2016-03-03,125.80443572998047
2016-03-04,124.91508483886719
2016-03-08,125.20580291748047
2016-03-09,125.90701293945312
2016-03-10,128.88284301757812
2016-03-11,128.36973571777344
2016-03-14,127.32649993896484
2016-03-15,127.12129211425781
2016-03-16,128.0105743408203
2016-03-17,126.91605377197266
2016-03-18,127.29228210449219
2016-03-21,129.73789978027344
2016-03-22,128.9854278564453
2016-03-23,128.2158203125
2016-03-28,124.8124771118164
2016-03-29,127.17259216308594
2016-03-30,130.52464294433594
2016-03-31,127.97637176513672
2016-04-01,128.8486328125
2016-04-04,128.95123291015625
2016-04-05,128.2329559326172
2016-04-06,128.59207153320312
2016-04-07,128.35264587402344
2016-04-08,128.9854278564453
2016-04-11,129.66952514648438
2016-04-12,130.74697875976562
2016-04-13,130.09707641601562
2016-04-18,129.25904846191406
2016-04-20,128.9341583251953
2016-04-21,131.05482482910156
2016-04-22,134.33843994140625
2016-04-25,135.4158935546875
2016-04-26,135.07382202148438
2016-04-27,134.96990966796875
2016-04-28,134.88330078125
2016-04-29,137.29098510742188
2016-05-02,136.80599975585938
2016-05-03,137.6201171875
2016-05-04,134.3983154296875
2016-05-05,142.64340209960938
2016-05-06,143.19769287109375
2016-05-09,145.6226806640625
2016-05-10,147.14698791503906
2016-05-11,146.92181396484375
2016-05-12,148.4461669921875
2016-05-13,146.50611877441406
2016-05-16,143.92518615722656
2016-05-17,137.36029052734375
2016-05-18,133.46295166015625
2016-05-19,130.01593017578125
2016-05-20,129.6521759033203
2016-05-23,128.28378295898438
2016-05-24,126.65555572509766
2016-05-25,129.01124572753906
2016-05-26,130.1544952392578
2016-05-27,130.51828002929688
2016-05-30,130.3623504638672
2016-05-31,129.8946990966797
2016-06-01,129.6348876953125
2016-06-02,129.2018280029297
2016-06-03,131.31503295898438
2016-06-06,133.63613891601562
2016-06-07,133.37635803222656
2016-06-08,134.38095092773438
2016-06-09,134.5888671875
2016-06-10,133.18582153320312
2016-06-13,132.64881896972656
2016-06-14,129.9639892578125
2016-06-15,129.94668579101562
2016-06-16,129.42701721191406
2016-06-17,129.28843688964844
2016-06-20,129.6175537109375
2016-06-21,130.46632385253906
2016-06-22,129.82540893554688
2016-06-23,129.6175537109375
2016-06-24,128.05859375
2016-06-27,128.9593048095703
2016-06-28,129.77345275878906
2016-06-29,131.07260131835938
2016-06-30,131.2977294921875
2016-07-01,136.37298583984375
2016-07-04,138.1744384765625
2016-07-05,139.69874572753906
2016-07-07,140.42620849609375
2016-07-08,138.72869873046875
2016-07-11,139.5428009033203
2016-07-12,140.2703399658203
2016-07-13,139.21372985839844
2016-07-14,139.35227966308594
2016-07-15,139.35227966308594
2016-07-18,140.32229614257812
2016-07-19,141.43087768554688
2016-07-20,143.40553283691406
2016-07-21,142.43553161621094
2016-07-22,143.3362579345703
2016-07-25,142.8685760498047
2016-07-26,142.29693603515625
2016-07-27,145.1376953125
2016-07-28,151.0270538330078
2016-07-29,153.26156616210938
2016-08-01,153.08831787109375
2016-08-02,148.6366424560547
2016-08-03,148.4287872314453
2016-08-04,146.9910888671875
2016-08-05,147.6388702392578
2016-08-08,146.1507568359375
2016-08-09,146.43089294433594
2016-08-10,141.8264617919922
2016-08-11,142.05406188964844
2016-08-12,142.9644012451172
2016-08-16,144.76768493652344
2016-08-17,144.38253784179688
2016-08-18,141.84397888183594
2016-08-19,142.19410705566406
2016-08-22,145.97569274902344
2016-08-23,145.940673828125
2016-08-24,149.0394744873047
2016-08-25,149.07444763183594
2016-08-26,149.3545684814453
2016-08-29,149.07444763183594
2016-08-30,149.40711975097656
2016-08-31,156.53257751464844
2016-09-01,162.29248046875
2016-09-02,161.04946899414062
2016-09-06,165.67138671875
2016-09-07,163.6580352783203
2016-09-08,164.4458465576172
2016-09-09,164.98861694335938
2016-09-12,162.6426239013672
2016-09-14,155.6922149658203
2016-09-15,153.95899963378906
2016-09-16,154.8343505859375
2016-09-19,147.95399475097656
2016-09-20,161.92483520507812
2016-09-21,160.47169494628906
2016-09-22,164.72598266601562
2016-09-23,165.30372619628906
2016-09-26,163.48294067382812
2016-09-27,165.006103515625
2016-09-28,166.02154541015625
2016-09-29,159.75393676757812
2016-09-30,166.3016357421875
2016-10-03,170.433349609375
2016-10-04,169.80311584472656
2016-10-05,170.27578735351562
2016-10-06,165.968994140625
2016-10-07,168.64759826660156
2016-10-10,166.16159057617188
2016-10-13,163.2203369140625
2016-10-14,163.72805786132812
2016-10-17,161.95980834960938
2016-10-18,165.77639770507812
2016-10-19,164.37583923339844
2016-10-20,165.37374877929688
2016-10-21,163.6405029296875
2016-10-24,163.6580352783203
2016-10-25,163.99069213867188
2016-10-26,164.56842041015625
2016-10-27,160.24412536621094
2016-10-28,160.50669860839844
2016-11-01,158.3183135986328
2016-11-02,152.24330139160156
2016-11-03,151.7880859375
2016-11-04,150.56259155273438
2016-11-07,152.08572387695312
2016-11-08,152.10321044921875
2016-11-09,152.19076538085938
2016-11-10,151.5079803466797
2016-11-11,146.95606994628906
2016-11-15,142.0015106201172
2016-11-16,139.46295166015625
2016-11-17,140.4258575439453
2016-11-18,136.90692138671875
2016-11-21,135.01614379882812
2016-11-22,135.26119995117188
2016-11-23,137.6947479248047
2016-11-24,134.7010040283203
2016-11-25,139.27040100097656
2016-11-28,138.4475555419922
2016-11-29,140.7060089111328
2016-11-30,142.73683166503906
2016-12-01,139.25289916992188
2016-12-02,137.71224975585938
2016-12-05,139.3229217529297
2016-12-06,139.3579559326172
2016-12-07,139.3929443359375
2016-12-08,141.33627319335938
2016-12-09,140.39088439941406
2016-12-12,137.6597442626953
2016-12-13,136.1190948486328
2016-12-14,134.14077758789062
2016-12-15,131.6722412109375
2016-12-16,129.95652770996094
2016-12-19,131.26956176757812
2016-12-20,129.86898803710938
2016-12-21,130.18411254882812
2016-12-22,127.06781005859375
2016-12-23,128.3458251953125
2016-12-26,125.35211181640625
2016-12-27,128.50344848632812
2016-12-28,131.04196166992188
2016-12-29,132.21495056152344
2016-12-30,133.28289794921875
2017-01-02,134.98114013671875
2017-01-03,135.05111694335938
2017-01-04,135.17369079589844
2017-01-05,137.08200073242188
2017-01-06,136.62680053710938
2017-01-09,136.2766571044922
2017-01-10,136.22410583496094
2017-01-11,137.29208374023438
2017-01-12,138.97279357910156
2017-01-13,138.5350799560547
2017-01-16,139.48048400878906
2017-01-17,138.5876007080078
2017-01-18,138.32498168945312
2017-01-19,142.35169982910156
2017-01-20,137.6597442626953
2017-01-23,138.5876007080078
2017-01-24,140.74102783203125
2017-01-25,139.93568420410156
2017-01-27,140.1107635498047
2017-01-30,144.6626434326172
2017-01-31,141.89649963378906
2017-02-01,142.9119110107422
2017-02-02,145.60804748535156
2017-02-03,146.48341369628906
2017-02-06,147.9365234375
2017-02-07,145.4854736328125
2017-02-08,146.92103576660156
2017-02-09,146.48341369628906
