Date,KEI.NS
2015-08-21,107.44802856445312
2015-08-24,94.99237823486328
2015-08-25,96.34943389892578
2015-08-26,97.07640075683594
2015-08-27,101.48676300048828
2015-08-28,101.48676300048828
2015-08-31,101.29289245605469
2015-09-01,97.94878387451172
2015-09-02,97.41565704345703
2015-09-03,98.86962890625
2015-09-04,96.44636535644531
2015-09-07,93.6353530883789
2015-09-08,92.17535400390625
2015-09-09,93.53800964355469
2015-09-10,95.19269561767578
2015-09-11,97.33405303955078
2015-09-14,97.48005676269531
2015-09-15,94.46269989013672
2015-09-16,95.09536743164062
2015-09-18,96.40938568115234
2015-09-21,98.55072021484375
2015-09-22,95.82536315917969
2015-09-23,96.60405731201172
2015-09-24,96.26336669921875
2015-09-28,96.94471740722656
2015-09-29,94.17071533203125
2015-09-30,93.97602081298828
2015-10-01,95.24137115478516
2015-10-05,102.63874053955078
2015-10-06,102.78474426269531
2015-10-07,100.83807373046875
2015-10-08,104.5854263305664
2015-10-09,108.86812591552734
2015-10-12,106.6781234741211
2015-10-13,107.40811920166016
2015-10-14,107.79745483398438
2015-10-15,105.89945220947266
2015-10-16,104.87744140625
2015-10-19,106.09412384033203
2015-10-20,105.80210876464844
2015-10-21,102.83343505859375
2015-10-23,101.47074127197266
2015-10-26,98.98872375488281
2015-10-27,103.0767593383789
2015-10-28,105.41278839111328
2015-10-29,103.3200912475586
2015-10-30,100.15673065185547
2015-11-02,98.55072021484375
2015-11-03,97.13939666748047
2015-11-04,97.96670532226562
2015-11-05,99.37806701660156
2015-11-06,100.54605865478516
2015-11-09,101.71408081054688
2015-11-10,101.71408081054688
2015-11-13,100.302734375
2015-11-16,102.83343505859375
2015-11-17,104.05010223388672
2015-11-18,99.57273864746094
2015-11-19,101.08141326904297
2015-11-20,110.18213653564453
2015-11-23,109.74412536621094
2015-11-24,109.1601333618164
2015-11-26,107.40811920166016
2015-11-27,107.99212646484375
2015-11-30,109.64681243896484
2015-12-01,105.80210876464844
2015-12-02,105.80210876464844
2015-12-03,106.4347915649414
2015-12-04,105.70479583740234
2015-12-07,105.5101089477539
2015-12-08,102.83343505859375
2015-12-09,100.7894058227539
2015-12-10,103.3687515258789
2015-12-11,100.74073791503906
2015-12-14,99.37806701660156
2015-12-15,100.59473419189453
2015-12-16,100.05940246582031
2015-12-17,103.0280990600586
2015-12-18,104.3907699584961
2015-12-21,105.5101089477539
2015-12-22,105.3154296875
2015-12-23,102.97942352294922
2015-12-24,102.88209533691406
2015-12-28,111.64215087890625
2015-12-29,110.76615142822266
2015-12-30,116.26551818847656
2015-12-31,117.04420471191406
2016-01-01,115.00018310546875
2016-01-04,113.10215759277344
2016-01-05,116.31417846679688
2016-01-06,116.07085418701172
2016-01-07,112.56683349609375
2016-01-08,118.69886779785156
2016-01-11,120.6942138671875
2016-01-12,119.23422241210938
2016-01-13,116.752197265625
2016-01-14,115.48686981201172
2016-01-15,114.8055191040039
2016-01-18,107.35945892333984
2016-01-19,111.10681915283203
2016-01-20,107.74878692626953
2016-01-21,107.94346618652344
2016-01-22,111.59349060058594
2016-01-25,111.15547943115234
2016-01-27,111.44747924804688
2016-01-28,109.69546508789062
2016-01-29,107.11612701416016
2016-02-01,109.1114730834961
2016-02-02,107.65145874023438
2016-02-03,108.72213745117188
2016-02-04,110.18213653564453
