Date,VOD.L
2016-04-11,223.92520141601562
2016-04-12,225.06787109375
2016-04-13,225.36599731445312
2016-04-14,225.36599731445312
2016-04-15,228.29733276367188
2016-04-18,226.90618896484375
2016-04-19,230.88092041015625
2016-04-20,231.1293487548828
2016-04-21,229.88726806640625
2016-04-22,226.60813903808594
2016-04-25,225.91250610351562
2016-04-26,225.2666473388672
2016-04-27,223.4283447265625
2016-04-28,222.48435974121094
2016-04-29,217.81405639648438
2016-05-03,219.155517578125
2016-05-04,216.57191467285156
2016-05-05,217.96310424804688
2016-05-06,217.36688232421875
2016-05-09,217.51593017578125
2016-05-10,220.54666137695312
2016-05-11,220.89443969726562
2016-05-12,221.34164428710938
2016-05-13,223.08056640625
2016-05-16,222.23594665527344
2016-05-17,225.5647430419922
2016-05-18,228.197998046875
2016-05-19,223.97486877441406
2016-05-20,227.65147399902344
2016-05-23,224.42202758789062
2016-05-24,225.2666473388672
2016-05-25,227.50242614746094
2016-05-26,230.58282470703125
2016-05-27,231.1293487548828
2016-05-31,229.390380859375
2016-06-01,228.04893493652344
2016-06-02,227.3533477783203
2016-06-03,226.95587158203125
2016-06-06,230.2350311279297
2016-06-07,229.68850708007812
2016-06-08,229.5394287109375
2016-06-09,218.3346405029297
2016-06-10,213.5634307861328
2016-06-13,209.83587646484375
2016-06-14,208.29513549804688
2016-06-15,209.93524169921875
2016-06-16,208.49395751953125
2016-06-17,209.93524169921875
2016-06-20,214.8555908203125
2016-06-21,213.26519775390625
2016-06-22,215.15380859375
2016-06-23,216.5950927734375
2016-06-24,217.98672485351562
2016-06-27,208.04666137695312
2016-06-28,216.79396057128906
2016-06-29,221.26698303222656
2016-06-30,226.2867431640625
2016-07-01,227.8274383544922
2016-07-04,224.54721069335938
2016-07-05,227.18136596679688
2016-07-06,223.25502014160156
2016-07-07,224.89512634277344
2016-07-08,226.63467407226562
2016-07-11,228.62265014648438
2016-07-12,226.38613891601562
2016-07-13,227.7280731201172
2016-07-14,225.24305725097656
2016-07-15,226.53524780273438
2016-07-18,224.3484649658203
2016-07-19,223.35440063476562
2016-07-20,224.29872131347656
2016-07-21,223.7519989013672
2016-07-22,234.13941955566406
2016-07-25,233.49330139160156
2016-07-26,231.15740966796875
2016-07-27,231.4556121826172
2016-07-28,228.37413024902344
2016-07-29,228.1753692626953
2016-08-01,228.5729522705078
2016-08-02,225.59097290039062
2016-08-03,228.87115478515625
2016-08-04,230.759765625
2016-08-05,232.3501739501953
2016-08-08,231.80352783203125
2016-08-09,232.7975311279297
2016-08-10,231.70411682128906
2016-08-11,235.9783935546875
2016-08-12,237.419677734375
2016-08-15,238.26458740234375
2016-08-16,235.0339813232422
2016-08-17,233.9406280517578
2016-08-18,234.58673095703125
2016-08-19,233.6424560546875
2016-08-22,232.25079345703125
2016-08-23,233.6424560546875
2016-08-24,231.90292358398438
2016-08-25,230.759765625
2016-08-26,231.65438842773438
2016-08-30,229.16940307617188
2016-08-31,228.47357177734375
2016-09-01,222.01251220703125
2016-09-02,227.18136596679688
2016-09-05,225.74005126953125
2016-09-06,223.1059112548828
2016-09-07,222.16162109375
2016-09-08,221.56517028808594
2016-09-09,219.9747772216797
2016-09-12,221.0681610107422
2016-09-13,218.9310760498047
2016-09-14,218.18556213378906
2016-09-15,218.3346405029297
2016-09-16,217.2412567138672
2016-09-19,220.0244598388672
2016-09-20,221.36639404296875
2016-09-21,222.6586151123047
2016-09-22,222.16162109375
2016-09-23,219.3783416748047
2016-09-26,218.88134765625
2016-09-27,219.7262725830078
2016-09-28,221.76397705078125
2016-09-29,221.16757202148438
2016-09-30,220.42205810546875
2016-10-03,223.55320739746094
2016-10-04,226.43580627441406
2016-10-05,223.70230102539062
2016-10-06,221.16757202148438
2016-10-07,222.21128845214844
2016-10-10,224.39813232421875
2016-10-11,224.64663696289062
2016-10-12,222.31068420410156
2016-10-13,222.5592041015625
2016-10-14,223.70230102539062
2016-10-17,223.1059112548828
2016-10-18,224.79571533203125
2016-10-19,222.60890197753906
2016-10-20,222.16162109375
2016-10-21,222.21128845214844
2016-10-24,222.06219482421875
2016-10-25,224.64663696289062
2016-10-26,224.89512634277344
2016-10-27,224.7460174560547
2016-10-28,226.08792114257812
2016-10-31,223.4538116455078
2016-11-01,220.37237548828125
2016-11-02,217.19154357910156
2016-11-03,216.1975555419922
2016-11-04,212.37057495117188
2016-11-07,214.60711669921875
2016-11-08,214.9550323486328
2016-11-09,215.30291748046875
2016-11-10,206.655029296875
2016-11-11,203.374755859375
2016-11-14,203.374755859375
2016-11-15,201.1879425048828
2016-11-16,201.7843780517578
2016-11-17,204.12030029296875
2016-11-18,203.67295837402344
2016-11-21,200.93943786621094
2016-11-22,201.83404541015625
2016-11-23,199.39874267578125
2016-11-24,198.2459716796875
2016-11-25,197.7985382080078
2016-11-28,194.11997985839844
2016-11-29,193.12570190429688
2016-11-30,192.77777099609375
2016-12-01,189.89454650878906
2016-12-02,190.29222106933594
2016-12-05,189.3974609375
2016-12-06,190.6402130126953
2016-12-07,194.02053833007812
2016-12-08,197.20199584960938
2016-12-09,197.251708984375
2016-12-12,196.85406494140625
2016-12-13,199.58810424804688
2016-12-14,197.7488250732422
2016-12-15,197.20199584960938
2016-12-16,199.2898712158203
2016-12-19,201.17886352539062
2016-12-20,199.78697204589844
2016-12-21,198.44479370117188
2016-12-22,198.59388732910156
2016-12-23,199.3892822265625
2016-12-28,198.2459716796875
2016-12-29,199.24014282226562
2016-12-30,198.69332885742188
2017-01-03,201.22857666015625
2017-01-04,204.5094757080078
2017-01-05,208.2377471923828
2017-01-06,210.1267852783203
2017-01-09,206.74647521972656
2017-01-10,209.0331573486328
2017-01-11,211.86663818359375
2017-01-12,213.109375
2017-01-13,213.4573974609375
2017-01-16,209.2816925048828
2017-01-17,206.44821166992188
2017-01-18,206.39849853515625
2017-01-19,204.9071807861328
2017-01-20,204.8574676513672
2017-01-23,202.02395629882812
2017-01-24,198.1962432861328
2017-01-25,191.78358459472656
2017-01-26,191.38587951660156
2017-01-27,192.23094177246094
2017-01-30,194.81590270996094
2017-01-31,193.22515869140625
2017-02-01,191.88296508789062
2017-02-02,192.0818328857422
2017-02-03,192.97657775878906
2017-02-06,191.73385620117188
2017-02-07,191.3361358642578
2017-02-08,194.76617431640625
2017-02-09,197.94772338867188
2017-02-10,196.55575561523438
2017-02-13,195.064453125
2017-02-14,194.91529846191406
2017-02-15,196.10841369628906
2017-02-16,197.15231323242188
2017-02-17,196.85406494140625
2017-02-20,197.3511505126953
2017-02-21,199.48867797851562
2017-02-22,200.5823516845703
2017-02-23,201.07945251464844
2017-02-24,201.6759490966797
2017-02-27,200.3337860107422
2017-02-28,200.73143005371094
2017-03-01,201.377685546875
2017-03-02,201.32801818847656
2017-03-03,201.02972412109375
2017-03-06,200.83087158203125
2017-03-07,201.22857666015625
2017-03-08,202.37193298339844
2017-03-09,202.2227783203125
2017-03-10,202.67019653320312
2017-03-13,202.17308044433594
2017-03-14,203.31642150878906
2017-03-15,204.01234436035156
2017-03-16,208.2874755859375
2017-03-17,210.17648315429688
2017-03-20,209.2816925048828
2017-03-21,208.3869171142578
2017-03-22,206.44821166992188
2017-03-23,209.77880859375
2017-03-24,210.37533569335938
2017-03-27,209.38111877441406
2017-03-28,209.0331573486328
2017-03-29,209.4805450439453
2017-03-30,207.591552734375
2017-03-31,206.89561462402344
2017-04-03,205.4539794921875
2017-04-04,205.35455322265625
2017-04-05,205.35455322265625
2017-04-06,202.81932067871094
2017-04-07,202.02395629882812
2017-04-10,202.7199249267578
2017-04-11,202.1233673095703
2017-04-12,203.11756896972656
2017-04-13,202.81932067871094
2017-04-18,198.544189453125
2017-04-19,198.8424530029297
2017-04-20,198.1465301513672
2017-04-21,197.59970092773438
2017-04-24,201.4274139404297
2017-04-25,201.32801818847656
2017-04-26,201.9245147705078
2017-04-27,200.98001098632812
2017-04-28,197.89801025390625
2017-05-02,200.73143005371094
2017-05-03,201.77540588378906
2017-05-04,202.5210418701172
2017-05-05,203.76382446289062
2017-05-08,203.962646484375
2017-05-09,203.962646484375
2017-05-10,205.40426635742188
2017-05-11,205.0563201904297
2017-05-12,209.82852172851562
2017-05-15,209.87823486328125
2017-05-16,218.1798858642578
2017-05-17,220.0688934326172
2017-05-18,218.87583923339844
2017-05-19,219.0249786376953
2017-05-22,223.05154418945312
2017-05-23,222.9521026611328
2017-05-24,224.0457305908203
2017-05-25,226.7798309326172
2017-05-26,228.86766052246094
2017-05-30,227.82379150390625
2017-05-31,230.16014099121094
2017-06-01,228.07232666015625
2017-06-02,228.6190948486328
2017-06-05,229.01681518554688
2017-06-06,229.265380859375
2017-06-07,227.6746368408203
2017-06-08,216.82301330566406
2017-06-09,219.8565673828125
2017-06-12,223.03927612304688
2017-06-13,222.5917205810547
2017-06-14,221.69656372070312
2017-06-15,220.00575256347656
2017-06-16,221.34844970703125
2017-06-19,221.59713745117188
2017-06-20,221.14956665039062
2017-06-21,221.59713745117188
2017-06-22,222.9398193359375
2017-06-23,222.4922637939453
2017-06-26,223.91749572753906
2017-06-27,220.9983367919922
2017-06-28,218.5138397216797
2017-06-29,217.32034301757812
2017-06-30,216.5743408203125
2017-07-03,217.51922607421875
2017-07-04,216.12680053710938
2017-07-05,216.7235107421875
2017-07-06,216.47491455078125
2017-07-07,217.56900024414062
2017-07-10,218.7624969482422
2017-07-11,216.3257293701172
2017-07-12,219.25979614257812
2017-07-13,219.6576385498047
2017-07-14,217.6186981201172
2017-07-17,219.70738220214844
2017-07-18,218.36463928222656
2017-07-19,220.751708984375
2017-07-20,223.6857452392578
2017-07-21,224.7798309326172
2017-07-24,220.3041229248047
2017-07-25,218.8619842529297
2017-07-26,218.16575622558594
2017-07-27,221.54739379882812
2017-07-28,219.1106414794922
2017-07-31,220.80142211914062
2017-08-01,220.45333862304688
2017-08-02,219.5581817626953
2017-08-03,222.79063415527344
2017-08-04,223.7852325439453
2017-08-07,225.37661743164062
2017-08-08,224.23280334472656
2017-08-09,224.7301025390625
2017-08-10,221.8457794189453
2017-08-11,218.31495666503906
2017-08-14,220.90090942382812
2017-08-15,220.70199584960938
2017-08-16,220.65223693847656
2017-08-17,218.8619842529297
2017-08-18,217.86737060546875
2017-08-21,218.16575622558594
2017-08-22,219.95603942871094
2017-08-23,219.0608673095703
2017-08-24,218.71279907226562
2017-08-25,218.41439819335938
2017-08-29,215.48028564453125
2017-08-30,217.37008666992188
2017-08-31,220.20465087890625
2017-09-01,218.31495666503906
2017-09-04,216.7733154296875
2017-09-05,215.1322479248047
2017-09-06,214.28675842285156
2017-09-07,213.93865966796875
2017-09-08,212.59596252441406
2017-09-11,215.03274536132812
2017-09-12,213.3916778564453
2017-09-13,213.73977661132812
2017-09-14,208.86622619628906
2017-09-15,205.3353729248047
2017-09-18,207.92135620117188
2017-09-19,209.21434020996094
2017-09-20,208.96571350097656
2017-09-21,206.9764862060547
2017-09-22,207.12567138671875
2017-09-25,208.0207977294922
2017-09-26,207.3743133544922
2017-09-27,207.12567138671875
2017-09-28,204.141845703125
2017-09-29,207.6727294921875
2017-10-02,209.36354064941406
2017-10-03,209.4630126953125
2017-10-04,207.97105407714844
2017-10-05,210.8056640625
2017-10-06,210.65650939941406
2017-10-09,210.05970764160156
2017-10-10,211.94944763183594
2017-10-11,213.8392333984375
2017-10-12,215.18194580078125
2017-10-13,214.4857177734375
2017-10-16,214.8338165283203
2017-10-17,214.98301696777344
2017-10-18,215.62954711914062
2017-10-19,215.87818908691406
2017-10-20,215.67926025390625
2017-10-23,215.03274536132812
2017-10-24,215.03274536132812
2017-10-25,212.44677734375
2017-10-26,213.98841857910156
2017-10-27,214.4359893798828
2017-10-30,214.98301696777344
2017-10-31,214.4359893798828
2017-11-01,217.76791381835938
2017-11-02,220.10519409179688
2017-11-03,218.16575622558594
2017-11-06,217.66842651367188
2017-11-07,215.48028564453125
2017-11-08,214.73435974121094
2017-11-09,220.60252380371094
2017-11-10,216.47491455078125
2017-11-13,214.8338165283203
2017-11-14,225.82418823242188
2017-11-15,227.11715698242188
2017-11-16,227.21661376953125
2017-11-17,227.4652862548828
2017-11-20,228.26095581054688
2017-11-21,228.50958251953125
2017-11-22,227.5150146484375
2017-11-23,224.2246551513672
2017-11-24,224.32415771484375
2017-11-27,223.42881774902344
2017-11-28,225.26914978027344
2017-11-29,224.07542419433594
2017-11-30,223.13037109375
2017-12-01,222.83192443847656
2017-12-04,224.37388610839844
2017-12-05,224.07542419433594
2017-12-06,223.6277618408203
2017-12-07,226.66189575195312
2017-12-08,228.20379638671875
2017-12-11,229.2980499267578
2017-12-12,231.138427734375
2017-12-13,229.69595336914062
2017-12-14,228.50221252441406
2017-12-15,228.80062866210938
2017-12-18,230.1436309814453
2017-12-19,231.83474731445312
2017-12-20,230.7902069091797
2017-12-21,234.22222900390625
2017-12-22,234.66990661621094
2017-12-27,232.97872924804688
2017-12-28,233.07826232910156
2017-12-29,233.77455139160156
2018-01-02,232.58082580566406
2018-01-03,232.23263549804688
2018-01-04,234.07298278808594
2018-01-05,235.56521606445312
2018-01-08,236.41079711914062
2018-01-09,236.75892639160156
2018-01-10,231.38710021972656
2018-01-11,227.25872802734375
2018-01-12,228.154052734375
2018-01-15,226.81106567382812
2018-01-16,229.8451690673828
2018-01-17,226.46292114257812
2018-01-18,224.82147216796875
2018-01-19,224.62257385253906
2018-01-22,226.16448974609375
2018-01-23,227.1592559814453
2018-01-24,224.12518310546875
2018-01-25,223.22984313964844
2018-01-26,224.4236297607422
2018-01-29,225.169677734375
2018-01-30,223.22984313964844
2018-01-31,223.42881774902344
2018-02-01,213.28201293945312
2018-02-02,218.3553924560547
2018-02-05,209.60130310058594
2018-02-06,204.22943115234375
2018-02-07,208.90496826171875
2018-02-08,202.5880584716797
2018-02-09,200.74771118164062
2018-02-12,201.14559936523438
2018-02-13,199.55397033691406
2018-02-14,198.69845581054688
2018-02-15,198.81785583496094
2018-02-16,203.5828399658203
2018-02-19,202.4886016845703
2018-02-20,201.9414825439453
2018-02-21,201.34457397460938
2018-02-22,200.7974395751953
2018-02-23,202.78701782226562
2018-02-26,204.4781494140625
2018-02-27,203.7320556640625
2018-02-28,202.68753051757812
2018-03-01,201.29483032226562
2018-03-02,197.98219299316406
2018-03-05,201.24508666992188
2018-03-06,202.33935546875
2018-03-07,203.4336395263672
2018-03-08,206.51744079589844
2018-03-09,205.92059326171875
2018-03-12,206.11953735351562
2018-03-13,201.84201049804688
2018-03-14,201.34457397460938
2018-03-15,200.3497772216797
2018-03-16,200.44924926757812
2018-03-19,197.6042022705078
2018-03-20,195.714111328125
2018-03-21,195.79368591308594
2018-03-22,191.35694885253906
2018-03-23,192.61036682128906
2018-03-26,189.9044952392578
2018-03-27,192.82920837402344
2018-03-28,192.86898803710938
2018-03-29,193.20721435546875
2018-04-03,192.888916015625
2018-04-04,196.1916046142578
2018-04-05,202.5880584716797
2018-04-06,202.93624877929688
2018-04-09,202.5880584716797
2018-04-10,204.52789306640625
2018-04-11,205.2242431640625
2018-04-12,206.26878356933594
2018-04-13,205.7713623046875
2018-04-16,205.52268981933594
2018-04-17,205.42320251464844
2018-04-18,205.72161865234375
2018-04-19,205.57240295410156
2018-04-20,208.90496826171875
2018-04-23,212.8343048095703
2018-04-24,211.29238891601562
2018-04-25,207.9598846435547
2018-04-26,210.695556640625
2018-04-27,209.45205688476562
2018-04-30,210.49658203125
2018-05-01,209.40234375
2018-05-02,211.5410919189453
2018-05-03,207.86044311523438
2018-05-04,209.40234375
2018-05-08,206.4677276611328
2018-05-09,207.61170959472656
2018-05-10,209.0044403076172
2018-05-11,209.0044403076172
2018-05-14,206.11953735351562
2018-05-15,197.34555053710938
2018-05-16,194.73919677734375
2018-05-17,195.0177459716797
2018-05-18,192.17263793945312
2018-05-21,194.26173400878906
2018-05-22,198.1015625
2018-05-23,196.39056396484375
2018-05-24,193.84388732910156
2018-05-25,194.02294921875
2018-05-29,191.7946319580078
2018-05-30,193.8638153076172
2018-05-31,190.81976318359375
2018-06-01,193.90357971191406
2018-06-04,196.96749877929688
2018-06-05,194.1224365234375
2018-06-06,195.59471130371094
2018-06-07,186.6284942626953
2018-06-08,186.5886688232422
2018-06-11,188.34031677246094
2018-06-12,187.60382080078125
2018-06-13,184.71762084960938
2018-06-14,187.16590881347656
2018-06-15,183.92141723632812
2018-06-18,184.21998596191406
2018-06-19,184.95643615722656
2018-06-20,185.35458374023438
2018-06-21,183.5233154296875
2018-06-22,186.38963317871094
2018-06-25,183.30438232421875
2018-06-26,181.7119903564453
2018-06-27,182.866455078125
2018-06-28,182.68734741210938
2018-06-29,182.94610595703125
2018-07-02,181.77171325683594
2018-07-03,185.11569213867188
2018-07-04,186.9071502685547
2018-07-05,186.74789428710938
2018-07-06,190.0919647216797
2018-07-09,189.1763153076172
2018-07-10,188.10147094726562
2018-07-11,182.26934814453125
2018-07-12,181.69207763671875
2018-07-13,180.63710021972656
2018-07-16,180.0001220703125
2018-07-17,179.14425659179688
2018-07-18,179.0447235107422
2018-07-19,177.3926239013672
2018-07-20,176.79544067382812
2018-07-23,177.15374755859375
2018-07-24,176.8153533935547
2018-07-25,174.2675323486328
2018-07-26,176.25804138183594
2018-07-27,179.14425659179688
2018-07-30,185.61334228515625
2018-07-31,185.11569213867188
2018-08-01,183.48350524902344
2018-08-02,180.4380645751953
2018-08-03,183.92141723632812
2018-08-06,185.2351531982422
2018-08-07,185.61334228515625
2018-08-08,185.83229064941406
2018-08-09,184.478759765625
2018-08-10,181.6522979736328
2018-08-13,180.15939331054688
2018-08-14,177.93003845214844
2018-08-15,174.1879425048828
2018-08-16,176.15850830078125
2018-08-17,174.9442901611328
2018-08-20,175.7603759765625
2018-08-21,175.30259704589844
2018-08-22,174.8647003173828
2018-08-23,175.10354614257812
2018-08-24,174.44671630859375
2018-08-28,174.3670654296875
2018-08-29,172.1177978515625
2018-08-30,166.7235870361328
2018-08-31,163.7179412841797
2018-09-03,165.74822998046875
2018-09-04,163.51889038085938
2018-09-05,162.12550354003906
2018-09-06,163.22030639648438
2018-09-07,164.47430419921875
2018-09-10,164.9121856689453
2018-09-11,165.40988159179688
2018-09-12,165.7880401611328
2018-09-13,167.47996520996094
2018-09-14,166.64393615722656
2018-09-17,167.28091430664062
2018-09-18,168.11691284179688
2018-09-19,168.0173797607422
2018-09-20,167.26100158691406
2018-09-21,170.1273193359375
2018-09-24,169.19178771972656
2018-09-25,167.93777465820312
2018-09-26,166.14633178710938
2018-09-27,167.34063720703125
2018-09-28,163.7179412841797
2018-10-01,161.2298126220703
2018-10-02,159.119873046875
2018-10-03,161.70750427246094
2018-10-04,161.36917114257812
2018-10-05,159.45826721191406
2018-10-08,153.8450927734375
2018-10-09,150.00343322753906
2018-10-10,152.27259826660156
2018-10-11,150.26222229003906
2018-10-12,150.2821044921875
2018-10-15,152.86978149414062
2018-10-16,152.6707000732422
2018-10-17,151.317138671875
2018-10-18,150.7797393798828
2018-10-19,151.7351837158203
2018-10-22,148.8489532470703
2018-10-23,145.54473876953125
2018-10-24,145.72390747070312
2018-10-25,145.90306091308594
2018-10-26,143.35520935058594
2018-10-29,146.5797882080078
2018-10-30,146.36083984375
2018-10-31,147.1172637939453
2018-11-01,150.7797393798828
2018-11-02,149.8043975830078
2018-11-05,149.68495178222656
2018-11-06,145.5845489501953
2018-11-07,147.1769561767578
2018-11-08,146.38076782226562
2018-11-09,143.23577880859375
2018-11-12,143.67367553710938
2018-11-13,154.86024475097656
2018-11-14,156.81094360351562
2018-11-15,154.66119384765625
2018-11-16,152.6707000732422
2018-11-19,155.07920837402344
2018-11-20,152.88963317871094
2018-11-21,157.2886199951172
2018-11-22,151.3177947998047
2018-11-23,154.42381286621094
2018-11-26,164.0802764892578
2018-11-27,167.04690551757812
2018-11-28,167.92294311523438
2018-11-29,167.00709533691406
2018-11-30,168.1817626953125
2018-12-03,167.30572509765625
2018-12-04,164.39883422851562
2018-12-05,162.26841735839844
2018-12-06,159.73985290527344
2018-12-07,162.04945373535156
2018-12-10,158.60496520996094
2018-12-11,161.7706756591797
2018-12-12,162.3679656982422
2018-12-13,159.759765625
2018-12-14,159.95884704589844
2018-12-17,159.978759765625
2018-12-18,157.15151977539062
2018-12-19,158.74432373046875
2018-12-20,159.24209594726562
2018-12-21,156.0365447998047
2018-12-24,153.80661010742188
2018-12-27,150.8399658203125
2018-12-28,153.88623046875
2018-12-31,152.2137908935547
2019-01-02,154.24461364746094
2019-01-03,155.359619140625
2019-01-04,157.27093505859375
2019-01-07,156.6935577392578
2019-01-08,154.9016571044922
2019-01-09,152.1142578125
2019-01-10,153.04998779296875
2019-01-11,152.15403747558594
2019-01-14,148.53038024902344
2019-01-15,147.97288513183594
2019-01-16,147.5348663330078
2019-01-17,147.65432739257812
2019-01-18,148.66973876953125
2019-01-21,148.4905548095703
2019-01-22,147.49505615234375
2019-01-23,148.590087890625
2019-01-24,143.39352416992188
2019-01-25,136.38514709472656
2019-01-28,134.8321075439453
2019-01-29,134.4737548828125
2019-01-30,136.08645629882812
2019-01-31,137.9580535888672
2019-02-01,138.2168731689453
2019-02-04,137.4801788330078
2019-02-05,140.42689514160156
2019-02-06,141.7609100341797
2019-02-07,138.75445556640625
2019-02-08,138.0575714111328
2019-02-11,140.4667510986328
2019-02-12,139.01327514648438
2019-02-13,138.73452758789062
2019-02-14,139.01327514648438
2019-02-15,140.5662841796875
2019-02-18,141.50209045410156
2019-02-19,140.86492919921875
2019-02-20,141.74099731445312
2019-02-21,140.5662841796875
2019-02-22,141.16358947753906
2019-02-25,138.97344970703125
2019-02-26,135.98695373535156
2019-02-27,133.00039672851562
2019-02-28,133.67733764648438
2019-03-01,133.6374969482422
2019-03-04,130.77044677734375
2019-03-05,133.37864685058594
2019-03-06,133.35879516601562
2019-03-07,135.01132202148438
2019-03-08,136.18605041503906
2019-03-11,138.3363494873047
2019-03-12,138.77435302734375
2019-03-13,138.77435302734375
2019-03-14,139.5309600830078
2019-03-15,142.91571044921875
2019-03-18,143.51300048828125
2019-03-19,144.92665100097656
2019-03-20,144.8867950439453
2019-03-21,146.101318359375
2019-03-22,143.61256408691406
2019-03-25,141.04412841796875
2019-03-26,141.70115661621094
2019-03-27,140.16810607910156
2019-03-28,138.13720703125
2019-03-29,139.1725616455078
2019-04-01,141.24322509765625
2019-04-02,141.5618133544922
2019-04-03,143.03515625
2019-04-04,143.8116912841797
2019-04-05,140.70565795898438
2019-04-08,139.92913818359375
2019-04-09,139.8893280029297
2019-04-10,139.21237182617188
2019-04-11,137.4801788330078
2019-04-12,139.90924072265625
2019-04-15,141.8604736328125
2019-04-16,141.96002197265625
2019-04-17,143.07496643066406
2019-04-18,141.9202117919922
2019-04-23,140.9844207763672
2019-04-24,139.23228454589844
2019-04-25,138.99339294433594
2019-04-26,141.2830810546875
2019-04-29,142.71658325195312
2019-04-30,141.36265563964844
2019-05-01,140.50656127929688
2019-05-02,140.4070281982422
2019-05-03,139.43138122558594
2019-05-07,139.37164306640625
2019-05-08,139.47120666503906
