Date,BRIV4.SA
2015-08-24,3.2142152786254883
2015-08-25,3.4032859802246094
2015-08-26,3.4032859802246094
2015-08-27,3.4032859802246094
2015-08-28,3.4032859802246094
2015-08-31,3.4032859802246094
2015-09-01,3.4032859802246094
2015-09-02,3.4032859802246094
2015-09-03,3.3762762546539307
2015-09-04,3.3762762546539307
2015-09-08,3.4032859802246094
2015-09-09,3.473512649536133
2015-09-10,3.473512649536133
2015-09-11,3.473512649536133
2015-09-14,3.473512649536133
2015-09-15,3.473512649536133
2015-09-16,3.5653481483459473
2015-09-17,3.5653481483459473
2015-09-18,3.5653481483459473
2015-09-21,3.7814297676086426
2015-09-22,3.7814297676086426
2015-09-23,3.7814297676086426
2015-09-24,3.7814297676086426
2015-09-25,3.7814297676086426
2015-09-28,3.7814297676086426
2015-09-29,3.7814297676086426
2015-09-30,3.889470100402832
2015-10-01,3.889470100402832
2015-10-02,3.889470100402832
2015-10-05,3.889470100402832
2015-10-06,3.889470100402832
2015-10-07,3.889470100402832
2015-10-08,3.889470100402832
2015-10-09,3.889470100402832
2015-10-13,3.889470100402832
2015-10-14,3.889470100402832
2015-10-15,3.889470100402832
2015-10-16,3.889470100402832
2015-10-19,3.889470100402832
2015-10-20,3.889470100402832
2015-10-21,3.889470100402832
2015-10-22,3.889470100402832
2015-10-23,3.889470100402832
2015-10-26,3.889470100402832
2015-10-27,3.7814297676086426
2015-10-28,3.7814297676086426
2015-10-29,3.7814297676086426
2015-10-30,3.770625591278076
2015-11-03,3.770625591278076
2015-11-04,3.770625591278076
2015-11-05,3.7598214149475098
2015-11-06,3.7598214149475098
2015-11-09,3.7598214149475098
2015-11-10,3.7598214149475098
2015-11-11,3.7598214149475098
2015-11-12,3.7598214149475098
2015-11-13,3.7598214149475098
2015-11-16,3.7598214149475098
2015-11-17,3.7598214149475098
2015-11-18,3.7598214149475098
2015-11-19,3.7598214149475098
2015-11-23,3.7598214149475098
2015-11-24,3.7652230262756348
2015-11-25,3.7652230262756348
2015-11-26,3.7003977298736572
2015-11-27,3.6463778018951416
2015-11-30,3.770625591278076
2015-12-01,3.770625591278076
2015-12-02,3.770625591278076
2015-12-03,3.776027202606201
2015-12-04,3.776027202606201
2015-12-07,3.776027202606201
2015-12-08,3.776027202606201
2015-12-09,3.776027202606201
2015-12-10,3.776027202606201
2015-12-11,3.776027202606201
2015-12-14,3.776027202606201
2015-12-15,3.776027202606201
2015-12-16,3.776027202606201
2015-12-17,3.776027202606201
2015-12-18,3.776027202606201
2015-12-21,3.776027202606201
2015-12-22,3.776027202606201
2015-12-23,3.776027202606201
2015-12-28,3.776027202606201
2015-12-29,3.776027202606201
2015-12-30,3.7652230262756348
2016-01-04,3.7652230262756348
2016-01-05,3.7652230262756348
2016-01-06,3.7652230262756348
2016-01-07,3.7652230262756348
2016-01-08,3.7652230262756348
2016-01-11,3.7544186115264893
2016-01-12,3.7544186115264893
2016-01-13,3.7166051864624023
2016-01-14,3.7166051864624023
2016-01-15,3.7166051864624023
2016-01-18,3.7166051864624023
2016-01-19,3.7220067977905273
2016-01-20,3.7220067977905273
2016-01-21,3.851314067840576
2016-01-22,3.851314067840576
2016-01-26,3.851314067840576
2016-01-27,3.9072113037109375
2016-01-28,3.9072113037109375
2016-01-29,4.192286491394043
2016-02-01,4.192286491394043
2016-02-02,4.158748626708984
2016-02-03,4.158748626708984
2016-02-04,4.158748626708984
2016-02-05,4.158748626708984
2016-02-10,4.136389255523682
2016-02-11,4.080491542816162
2016-02-12,3.7898266315460205
2016-02-15,3.5830078125
2016-02-16,3.5271103382110596
2016-02-17,3.689211845397949
2016-02-18,3.689211845397949
2016-02-19,3.242034435272217
2016-02-22,3.2979323863983154
2016-02-23,3.448854923248291
2016-02-24,3.448854923248291
2016-02-25,3.448854923248291
2016-02-26,3.448854923248291
