Date,PETRONET.NS
2015-08-21,68.2554931640625
2015-08-24,64.3833999633789
2015-08-25,67.6480941772461
2015-08-26,67.8758773803711
2015-08-27,69.26148986816406
2015-08-28,66.77497863769531
2015-08-31,67.36339569091797
2015-09-01,66.66110229492188
2015-09-02,66.50924682617188
2015-09-03,67.42034912109375
2015-09-04,66.9458236694336
2015-09-07,67.17356872558594
2015-09-08,67.49626922607422
2015-09-09,68.31243896484375
2015-09-10,65.88287353515625
2015-09-11,65.44630432128906
2015-09-14,66.129638671875
2015-09-15,66.7248764038086
2015-09-16,66.43685150146484
2015-09-18,68.4530029296875
2015-09-21,68.913818359375
2015-09-22,67.66574096679688
2015-09-23,68.04975891113281
2015-09-24,66.57127380371094
2015-09-28,68.5298080444336
2015-09-29,68.1841812133789
2015-09-30,68.79861450195312
2015-10-01,67.76174926757812
2015-10-05,68.43379974365234
2015-10-06,69.85469055175781
2015-10-07,70.9683837890625
2015-10-08,69.85469055175781
2015-10-09,69.89311218261719
2015-10-12,69.77789306640625
2015-10-13,70.3155288696289
2015-10-14,72.17807006835938
2015-10-15,72.0628662109375
2015-10-16,72.81172180175781
2015-10-19,73.50297546386719
2015-10-20,73.79100036621094
2015-10-21,73.73338317871094
2015-10-23,74.42463684082031
2015-10-26,75.25028991699219
2015-10-27,74.75105285644531
2015-10-28,74.48223114013672
2015-10-29,74.46304321289062
2015-10-30,74.53984832763672
2015-11-02,74.63585662841797
2015-11-03,77.34324645996094
2015-11-04,78.93696594238281
2015-11-05,77.66966247558594
2015-11-06,77.34324645996094
2015-11-09,81.33714294433594
2015-11-10,79.1673812866211
2015-11-13,78.53373718261719
2015-11-16,78.6297378540039
2015-11-17,80.01225280761719
2015-11-18,81.04911804199219
2015-11-19,79.1673812866211
2015-11-20,84.58216857910156
2015-11-23,89.49773406982422
2015-11-24,89.63214111328125
2015-11-26,89.17130279541016
2015-11-27,88.69126892089844
2015-11-30,89.95856475830078
2015-12-01,91.55228424072266
2015-12-02,91.34107971191406
2015-12-03,92.76197814941406
2015-12-04,93.8372573852539
2015-12-07,94.06767272949219
2015-12-08,92.45475769042969
2015-12-09,93.10760498046875
2015-12-10,93.66444396972656
2015-12-11,93.31880950927734
2015-12-14,93.16519927978516
2015-12-15,91.82110595703125
2015-12-16,92.6275634765625
2015-12-17,93.45323181152344
2015-12-18,93.43403625488281
2015-12-21,92.70436096191406
2015-12-22,92.55076599121094
2015-12-23,92.18592071533203
2015-12-24,92.33954620361328
2015-12-28,93.03079223632812
2015-12-29,95.29656219482422
2015-12-30,95.10453796386719
2015-12-31,98.29197692871094
2016-01-01,99.46327209472656
2016-01-04,95.8533935546875
2016-01-05,99.77047729492188
2016-01-06,102.99633026123047
2016-01-07,101.0185775756836
2016-01-08,101.402587890625
2016-01-11,100.55774688720703
2016-01-12,98.7528076171875
2016-01-13,99.75128173828125
2016-01-14,98.5416030883789
2016-01-15,96.96707916259766
2016-01-18,95.45016479492188
2016-01-19,95.29656219482422
2016-01-20,92.97319030761719
2016-01-21,92.8963851928711
2016-01-22,96.46783447265625
2016-01-25,96.42945098876953
2016-01-27,95.2773666381836
2016-01-28,93.45323181152344
2016-01-29,94.31729125976562
2016-02-01,98.1575698852539
2016-02-02,97.75434112548828
2016-02-03,97.54313659667969
2016-02-04,98.19597625732422
2016-02-05,101.34500122070312
2016-02-08,97.58152770996094
2016-02-09,97.27430725097656
2016-02-10,96.50625610351562
2016-02-11,94.47090148925781
2016-02-12,92.68517303466797
2016-02-15,99.15603637695312
2016-02-16,95.20055389404297
2016-02-17,91.41787719726562
2016-02-18,93.95246124267578
2016-02-19,93.72205352783203
2016-02-22,93.64523315429688
2016-02-23,92.9347915649414
2016-02-24,92.0323257446289
2016-02-25,90.68822479248047
2016-02-26,89.42092895507812
2016-02-29,90.28498840332031
2016-03-01,95.00853729248047
2016-03-02,95.21976470947266
2016-03-03,96.17982482910156
2016-03-04,93.74124145507812
2016-03-08,94.52849578857422
2016-03-09,94.50929260253906
2016-03-10,95.29656219482422
2016-03-11,96.3142318725586
2016-03-14,95.58457946777344
2016-03-15,95.35416412353516
2016-03-16,94.950927734375
2016-03-17,95.00853729248047
2016-03-18,95.2773666381836
2016-03-21,97.58152770996094
2016-03-22,98.46479797363281
2016-03-23,96.3142318725586
2016-03-28,95.48857116699219
2016-03-29,93.68363189697266
2016-03-30,94.89334106445312
2016-03-31,96.29503631591797
2016-04-01,94.83572387695312
2016-04-04,95.12373352050781
2016-04-05,93.68363189697266
2016-04-06,94.02926635742188
2016-04-07,92.35874938964844
2016-04-08,92.18592071533203
2016-04-11,93.93327331542969
2016-04-12,99.27124786376953
2016-04-13,99.65528106689453
2016-04-18,104.70526123046875
2016-04-20,102.45868682861328
2016-04-21,101.460205078125
2016-04-22,100.96096801757812
2016-04-25,101.15299224853516
2016-04-26,100.8265609741211
2016-04-27,101.21058654785156
2016-04-28,99.75128173828125
2016-04-29,101.21058654785156
2016-05-02,102.49707794189453
2016-05-03,104.57083892822266
2016-05-04,107.4510726928711
2016-05-05,107.48943328857422
2016-05-06,107.43185424804688
2016-05-09,107.0862045288086
2016-05-10,106.18375396728516
2016-05-11,106.39495849609375
2016-05-12,108.92955017089844
2016-05-13,106.97099304199219
2016-05-16,106.18375396728516
2016-05-17,107.1822509765625
2016-05-18,105.53091430664062
2016-05-19,102.66991424560547
2016-05-20,101.49860382080078
2016-05-23,99.69367980957031
2016-05-24,97.61993408203125
2016-05-25,102.8235092163086
2016-05-26,103.55316162109375
2016-05-27,104.89727783203125
2016-05-30,106.93262481689453
2016-05-31,105.05086517333984
2016-06-01,104.6092300415039
2016-06-02,105.55012512207031
2016-06-03,103.2651596069336
2016-06-06,103.64917755126953
2016-06-07,104.82046508789062
2016-06-08,104.8012466430664
2016-06-09,105.41571044921875
2016-06-10,105.99174499511719
2016-06-13,105.33890533447266
2016-06-14,107.48943328857422
2016-06-15,107.54705047607422
2016-06-16,108.69915008544922
2016-06-17,109.92802429199219
2016-06-20,110.17765045166016
2016-06-21,108.85273742675781
2016-06-22,111.67533874511719
2016-06-23,110.36964416503906
2016-06-24,111.57935333251953
2016-06-27,110.23523712158203
