Date,VULC3.SA
2015-08-24,0.9822617173194885
2015-08-25,0.9822617173194885
2015-08-26,1.0945205688476562
2015-08-27,1.0664557218551636
2015-08-28,1.0945205688476562
2015-08-31,1.0664557218551636
2015-09-01,1.0664557218551636
2015-09-02,1.0664557218551636
2015-09-03,1.038390874862671
2015-09-04,1.0664557218551636
2015-09-08,1.0664557218551636
2015-09-09,1.038390874862671
2015-09-10,0.9822617173194885
2015-09-11,1.0945205688476562
2015-09-14,1.0945205688476562
2015-09-15,1.0945205688476562
2015-09-16,1.0945205688476562
2015-09-17,1.0664557218551636
2015-09-18,1.0664557218551636
2015-09-21,1.0664557218551636
2015-09-22,1.0664557218551636
2015-09-23,1.0664557218551636
2015-09-24,1.0664557218551636
2015-09-25,1.0664557218551636
2015-09-28,1.0664557218551636
2015-09-29,1.0945205688476562
2015-09-30,1.0664557218551636
2015-10-01,1.038390874862671
2015-10-02,1.038390874862671
2015-10-05,1.038390874862671
2015-10-06,1.038390874862671
2015-10-07,1.038390874862671
2015-10-08,1.3471019268035889
2015-10-09,1.3190371990203857
2015-10-13,1.3190371990203857
2015-10-14,1.3190371990203857
2015-10-15,1.1787141561508179
2015-10-16,1.1787141561508179
2015-10-19,1.1787141561508179
2015-10-20,1.2348432540893555
2015-10-21,1.2348432540893555
2015-10-22,1.1225842237472534
2015-10-23,1.1225842237472534
2015-10-26,1.1225842237472534
2015-10-27,1.1225842237472534
2015-10-28,1.2348432540893555
2015-10-29,1.2348432540893555
2015-10-30,1.1225842237472534
2015-11-03,1.1225842237472534
2015-11-04,1.1225842237472534
2015-11-05,1.1225842237472534
2015-11-06,1.206778645515442
2015-11-09,1.2348432540893555
2015-11-10,1.2909728288650513
2015-11-11,1.206778645515442
2015-11-12,1.2909728288650513
2015-11-13,1.3190371990203857
2015-11-16,1.3190371990203857
2015-11-17,1.2909728288650513
2015-11-18,1.206778645515442
2015-11-19,1.1506491899490356
2015-11-23,1.206778645515442
2015-11-24,1.206778645515442
2015-11-25,1.2348432540893555
2015-11-26,1.2629079818725586
2015-11-27,1.2629079818725586
2015-11-30,1.2629079818725586
2015-12-01,1.2629079818725586
2015-12-02,1.2629079818725586
2015-12-03,1.2629079818725586
2015-12-04,1.2348432540893555
2015-12-07,1.3471019268035889
2015-12-08,1.3190371990203857
2015-12-09,1.3190371990203857
2015-12-10,1.3190371990203857
2015-12-11,1.3190371990203857
2015-12-14,1.3190371990203857
2015-12-15,1.3190371990203857
2015-12-16,1.3190371990203857
2015-12-17,1.3190371990203857
2015-12-18,1.3190371990203857
2015-12-21,1.3190371990203857
2015-12-22,1.3190371990203857
2015-12-23,1.3190371990203857
2015-12-28,1.3190371990203857
2015-12-29,1.3190371990203857
2015-12-30,1.2909728288650513
2016-01-04,1.2909728288650513
2016-01-05,1.2629079818725586
2016-01-06,1.2629079818725586
2016-01-07,1.2629079818725586
2016-01-08,1.2348432540893555
2016-01-11,1.3190371990203857
2016-01-12,1.1787141561508179
2016-01-13,1.1506491899490356
2016-01-14,1.1787141561508179
2016-01-15,1.1787141561508179
2016-01-18,1.1787141561508179
2016-01-19,1.1787141561508179
2016-01-20,1.0945205688476562
2016-01-21,1.206778645515442
2016-01-22,0.9822617173194885
2016-01-26,1.0945205688476562
2016-01-27,1.0945205688476562
2016-01-28,1.0945205688476562
2016-01-29,1.1225842237472534
2016-02-01,1.1787141561508179
2016-02-02,1.1787141561508179
2016-02-03,1.206778645515442
2016-02-04,1.0103265047073364
2016-02-05,1.0664557218551636
2016-02-10,1.1225842237472534
2016-02-11,1.0945205688476562
2016-02-12,1.1506491899490356
2016-02-15,1.1506491899490356
2016-02-16,1.1506491899490356
2016-02-17,1.1506491899490356
2016-02-18,1.1506491899490356
2016-02-19,1.1506491899490356
2016-02-22,1.1225842237472534
2016-02-23,1.0945205688476562
2016-02-24,1.0103265047073364
2016-02-25,1.0103265047073364
2016-02-26,1.1225842237472534
2016-02-29,1.1225842237472534
2016-03-01,1.1225842237472534
2016-03-02,1.0945205688476562
2016-03-03,1.038390874862671
2016-03-04,1.0664557218551636
2016-03-07,1.0945205688476562
2016-03-08,1.0664557218551636
2016-03-09,1.0945205688476562
2016-03-10,1.0664557218551636
2016-03-11,1.0103265047073364
2016-03-14,1.038390874862671
2016-03-15,1.0945205688476562
2016-03-16,1.1506491899490356
2016-03-17,1.1225842237472534
2016-03-18,0.9682290554046631
2016-03-21,0.9121003746986389
2016-03-22,0.9471807479858398
2016-03-23,0.8910518884658813
2016-03-24,0.975245475769043
2016-03-28,0.975245475769043
2016-03-29,0.9401650428771973
2016-03-30,0.9121003746986389
2016-03-31,0.9121003746986389
2016-04-01,0.905083954334259
2016-04-04,0.905083954334259
2016-04-05,0.8910518884658813
2016-04-06,0.9121003746986389
2016-04-07,0.8840354681015015
2016-04-08,0.9121003746986389
2016-04-11,0.9822617173194885
2016-04-12,0.975245475769043
2016-04-13,0.975245475769043
2016-04-14,0.975245475769043
2016-04-15,0.9612133502960205
2016-04-18,0.975245475769043
2016-04-19,0.9682290554046631
2016-04-20,0.9682290554046631
2016-04-22,0.9612133502960205
2016-04-25,0.9612133502960205
2016-04-26,0.9541972875595093
2016-04-27,0.9471807479858398
2016-04-28,0.9401650428771973
2016-04-29,0.9401650428771973
2016-05-02,0.9401650428771973
2016-05-03,0.9331485629081726
2016-05-04,0.9331485629081726
2016-05-05,0.9541972875595093
2016-05-06,1.0664557218551636
2016-05-09,1.1085528135299683
2016-05-10,1.0243585109710693
2016-05-11,1.0243585109710693
2016-05-12,0.9822617173194885
2016-05-13,1.0103265047073364
2016-05-16,1.0103265047073364
2016-05-17,0.9822617173194885
2016-05-18,0.9822617173194885
2016-05-19,0.9261322617530823
2016-05-20,0.9261322617530823
2016-05-23,0.9401650428771973
2016-05-24,0.9471807479858398
2016-05-25,1.0173428058624268
2016-05-27,1.052423119544983
2016-05-30,1.0313749313354492
2016-05-31,0.9401650428771973
2016-06-01,0.8770193457603455
2016-06-02,0.905083954334259
2016-06-03,0.9962940216064453
2016-06-06,1.0103265047073364
2016-06-07,1.0103265047073364
2016-06-08,0.9121003746986389
2016-06-09,0.8840354681015015
2016-06-10,0.9471807479858398
2016-06-13,0.9822617173194885
2016-06-14,0.9612133502960205
2016-06-15,0.975245475769043
2016-06-16,1.003310203552246
2016-06-17,1.0103265047073364
2016-06-20,1.0103265047073364
2016-06-21,0.975245475769043
2016-06-22,0.9331485629081726
2016-06-23,0.9822617173194885
2016-06-24,0.9822617173194885
2016-06-27,0.9822617173194885
2016-06-28,0.9822617173194885
2016-06-29,1.0173428058624268
2016-06-30,1.0173428058624268
2016-07-01,0.9261322617530823
2016-07-04,0.975245475769043
2016-07-05,1.0103265047073364
2016-07-06,0.9121003746986389
2016-07-07,0.9541972875595093
2016-07-08,1.003310203552246
2016-07-11,1.003310203552246
2016-07-12,1.0173428058624268
2016-07-13,0.9541972875595093
2016-07-14,1.003310203552246
2016-07-15,0.9962940216064453
2016-07-18,1.003310203552246
2016-07-19,1.1366171836853027
2016-07-20,1.0454065799713135
2016-07-21,0.975245475769043
2016-07-22,0.9822617173194885
2016-07-25,0.9822617173194885
2016-07-26,1.0594391822814941
2016-07-27,1.0875041484832764
2016-07-28,1.052423119544983
2016-07-29,1.0454065799713135
2016-08-01,1.0454065799713135
2016-08-02,1.052423119544983
2016-08-03,1.0734715461730957
2016-08-04,2.0066211223602295
2016-08-05,2.595977783203125
2016-08-08,1.9996041059494019
2016-08-09,1.8242007493972778
2016-08-10,1.8803300857543945
2016-08-11,2.0908138751983643
2016-08-12,1.964523434638977
2016-08-15,1.9504916667938232
2016-08-16,1.936458945274353
2016-08-17,1.9154103994369507
2016-08-18,1.8592815399169922
2016-08-19,1.7540392875671387
2016-08-22,1.6487969160079956
2016-08-23,2.1048471927642822
2016-08-24,1.964523434638977
2016-08-25,1.936458945274353
2016-08-26,1.8452494144439697
2016-08-29,1.8312171697616577
2016-08-30,1.768070936203003
2016-08-31,1.7961361408233643
2016-09-01,1.8452494144439697
2016-09-02,1.873313546180725
2016-09-05,1.8242007493972778
2016-09-06,1.7821037769317627
2016-09-08,1.7189580202102661
2016-09-09,1.6558129787445068
2016-09-12,1.6487969160079956
2016-09-13,1.543554425239563
2016-09-14,1.6207318305969238
2016-09-15,1.6137157678604126
2016-09-16,1.5786350965499878
2016-09-19,1.543554425239563
2016-09-20,1.5154898166656494
2016-09-21,1.5646028518676758
2016-09-22,1.5154898166656494
2016-09-23,1.543554425239563
2016-09-26,1.557586431503296
2016-09-27,1.5295218229293823
2016-09-28,1.557586431503296
2016-09-29,1.5716191530227661
2016-09-30,1.543554425239563
2016-10-03,1.4804085493087769
2016-10-04,1.5295218229293823
2016-10-05,1.4453283548355103
2016-10-06,1.5014574527740479
2016-10-07,1.5295218229293823
2016-10-10,1.4733926057815552
2016-10-11,1.4944411516189575
2016-10-13,1.4383119344711304
2016-10-14,1.4242799282073975
2016-10-17,1.4733926057815552
2016-10-18,1.4453283548355103
2016-10-19,1.4453283548355103
2016-10-20,1.4523438215255737
2016-10-21,1.4523438215255737
2016-10-24,1.4663763046264648
2016-10-25,1.7189580202102661
2016-10-26,1.6487969160079956
2016-10-27,1.6838772296905518
2016-10-28,1.6487969160079956
2016-10-31,1.592667579650879
2016-11-01,1.4874248504638672
2016-11-03,1.4944411516189575
2016-11-04,1.5225061178207397
2016-11-07,1.5996837615966797
2016-11-08,1.6137157678604126
2016-11-09,1.5646028518676758
2016-11-10,1.6628286838531494
2016-11-11,1.4733926057815552
2016-11-14,1.543554425239563
2016-11-16,1.6838772296905518
2016-11-17,1.6066995859146118
2016-11-18,1.7189580202102661
2016-11-21,1.725974440574646
2016-11-22,1.6207318305969238
2016-11-23,1.6838772296905518
2016-11-24,1.6768617630004883
2016-11-25,1.747023105621338
2016-11-28,1.6838772296905518
2016-11-29,1.6768617630004883
2016-11-30,1.6838772296905518
2016-12-01,1.6137157678604126
2016-12-02,1.6487969160079956
2016-12-05,1.6487969160079956
2016-12-06,1.6137157678604126
2016-12-07,1.6628286838531494
2016-12-08,1.803152084350586
2016-12-09,1.8662971258163452
2016-12-12,1.852265477180481
2016-12-13,1.7961361408233643
2016-12-14,1.7400063276290894
2016-12-15,1.6838772296905518
2016-12-16,1.697909951210022
2016-12-19,1.7189580202102661
2016-12-20,1.6838772296905518
2016-12-21,1.6838772296905518
2016-12-22,1.747023105621338
2016-12-23,1.6698452234268188
2016-12-26,1.7400063276290894
2016-12-27,1.7400063276290894
2016-12-28,1.7400063276290894
2016-12-29,1.6838772296905518
2017-01-02,1.690893530845642
2017-01-03,1.7400063276290894
2017-01-04,1.768070936203003
2017-01-05,1.922426700592041
2017-01-06,1.852265477180481
2017-01-09,1.8382326364517212
2017-01-10,1.803152084350586
2017-01-11,1.8592815399169922
2017-01-12,1.8382326364517212
2017-01-13,1.922426700592041
2017-01-16,1.894361972808838
2017-01-17,1.894361972808838
2017-01-18,1.9083950519561768
2017-01-19,2.111863136291504
2017-01-20,1.992588758468628
2017-01-23,1.9785561561584473
2017-01-24,2.048717498779297
2017-01-26,2.2100887298583984
2017-01-27,2.2100887298583984
2017-01-30,2.22412109375
2017-01-31,2.083799123764038
2017-02-01,2.132911443710327
2017-02-02,2.1048471927642822
2017-02-03,2.1048471927642822
2017-02-06,2.076781749725342
2017-02-07,2.1048471927642822
2017-02-08,2.1048471927642822
2017-02-09,2.041701078414917
2017-02-10,2.0697662830352783
2017-02-13,2.1469435691833496
2017-02-14,2.1469435691833496
2017-02-15,2.1258952617645264
2017-02-16,2.266218662261963
2017-02-17,2.266218662261963
2017-02-20,2.2802507877349854
2017-02-21,2.5468645095825195
2017-02-22,2.3083152770996094
2017-02-23,2.245169162750244
2017-02-24,2.259202718734741
2017-03-01,2.294282913208008
2017-03-02,2.4205739498138428
2017-03-03,2.5608973503112793
2017-03-06,2.904688596725464
2017-03-07,2.62404203414917
2017-03-08,2.5538806915283203
2017-03-09,2.5608973503112793
2017-03-10,2.4977517127990723
2017-03-13,2.595977783203125
2017-03-14,2.6310579776763916
2017-03-15,2.7363011837005615
2017-03-16,2.8204948902130127
2017-03-17,2.806462287902832
2017-03-20,2.939769744873047
2017-03-21,2.8625917434692383
2017-03-22,2.8696086406707764
2017-03-23,2.841543197631836
2017-03-24,2.841543197631836
2017-03-27,2.8625917434692383
2017-03-28,2.7573492527008057
2017-03-29,2.7994463443756104
2017-03-30,2.841543197631836
2017-03-31,3.0029149055480957
2017-04-03,2.9818665981292725
2017-04-04,2.939769744873047
2017-04-05,3.0169477462768555
2017-04-06,3.262512445449829
2017-04-07,3.030980348587036
2017-04-10,3.0450122356414795
2017-04-11,2.9818665981292725
2017-04-12,2.9818665981292725
2017-04-13,2.9818665981292725
2017-04-17,2.9818665981292725
2017-04-18,2.848559856414795
2017-04-19,2.974850654602051
2017-04-20,3.0379953384399414
2017-04-24,3.087108850479126
2017-04-25,3.0660603046417236
2017-04-26,3.0660603046417236
2017-04-27,3.087108850479126
2017-04-28,3.171302556991577
2017-05-02,3.178319215774536
2017-05-03,3.178319215774536
2017-05-04,3.052028179168701
2017-05-05,3.5080785751342773
2017-05-08,3.7115464210510254
2017-05-09,4.062354564666748
2017-05-10,4.090418338775635
2017-05-11,3.76767635345459
2017-05-12,3.886950731277466
2017-05-15,3.922032117843628
2017-05-16,3.809772491455078
2017-05-17,3.753643751144409
2017-05-18,3.2274322509765625
2017-05-19,3.5080785751342773
2017-05-22,3.3326737880706787
2017-05-23,3.4379167556762695
2017-05-24,3.5080785751342773
2017-05-25,3.4729979038238525
2017-05-26,3.402836322784424
2017-05-29,3.402836322784424
2017-05-30,3.5291266441345215
2017-05-31,3.4379167556762695
2017-06-01,3.4379167556762695
2017-06-02,3.4729979038238525
2017-06-05,3.4379167556762695
2017-06-06,3.4098520278930664
2017-06-07,3.536142349243164
2017-06-08,3.4379167556762695
2017-06-09,3.4729979038238525
2017-06-12,3.4729979038238525
2017-06-13,3.4379167556762695
2017-06-14,3.4309005737304688
2017-06-15,3.4309005737304688
2017-06-16,3.423884868621826
2017-06-19,3.5080785751342773
2017-06-20,3.5010621547698975
2017-06-21,3.494046211242676
