Date,NHY.OL
2015-08-24,17.68636131286621
2015-08-25,17.812976837158203
2015-08-26,17.986242294311523
2015-08-27,18.81258201599121
2015-08-28,19.22575569152832
2015-08-31,19.099138259887695
2015-09-01,18.652645111083984
2015-09-02,18.499374389648438
2015-09-03,18.885887145996094
2015-09-04,18.692630767822266
2015-09-07,18.7592716217041
2015-09-08,19.439002990722656
2015-09-09,20.365306854248047
2015-09-10,19.752214431762695
2015-09-11,19.685571670532227
2015-09-14,19.3457088470459
2015-09-15,19.29239273071289
2015-09-16,19.62559700012207
2015-09-17,19.692237854003906
2015-09-18,19.079147338867188
2015-09-21,18.81258201599121
2015-09-22,18.566017150878906
2015-09-23,18.306116104125977
2015-09-24,18.33943748474121
2015-09-25,18.859230041503906
2015-09-28,18.332773208618164
2015-09-29,18.372758865356445
2015-09-30,18.89921760559082
2015-10-01,19.01250648498535
2015-10-02,18.99251365661621
2015-10-05,19.925477981567383
2015-10-06,20.73182487487793
2015-10-07,21.25162124633789
2015-10-08,20.72516441345215
2015-10-09,21.75142478942871
2015-10-12,21.611480712890625
2015-10-13,21.304935455322266
2015-10-14,21.478199005126953
2015-10-15,21.291606903076172
2015-10-16,21.458209991455078
2015-10-19,21.3382568359375
2015-10-20,20.485260009765625
2015-10-21,20.87177085876465
2015-10-22,20.10540771484375
2015-10-23,20.331985473632812
2015-10-26,20.658525466918945
2015-10-27,20.292001724243164
2015-10-28,20.578556060791016
2015-10-29,20.132062911987305
2015-10-30,20.29866600036621
2015-11-02,20.28533935546875
2015-11-03,21.131669998168945
2015-11-04,21.418222427368164
2015-11-05,21.518184661865234
2015-11-06,21.43821144104004
2015-11-09,21.498191833496094
2015-11-10,20.87177085876465
2015-11-11,20.738492965698242
2015-11-12,20.49858856201172
2015-11-13,20.49858856201172
2015-11-16,20.82512664794922
2015-11-17,21.25828742980957
2015-11-18,21.478199005126953
2015-11-19,21.691448211669922
2015-11-20,22.071300506591797
2015-11-23,21.55816650390625
2015-11-24,21.624807357788086
2015-11-25,21.304935455322266
2015-11-26,22.151269912719727
2015-11-27,22.444488525390625
2015-11-30,22.39117431640625
2015-12-01,22.344526290893555
2015-12-02,22.304540634155273
2015-12-03,21.538177490234375
2015-12-04,21.058364868164062
2015-12-07,21.75809097290039
2015-12-08,20.351978302001953
2015-12-09,20.491920471191406
2015-12-10,20.51191520690918
2015-12-11,20.085412979125977
2015-12-14,19.712228775024414
2015-12-15,20.10540771484375
2015-12-16,20.152057647705078
2015-12-17,20.02543830871582
2015-12-18,20.425281524658203
2015-12-21,20.9450740814209
2015-12-22,21.1250057220459
2015-12-23,22.071300506591797
2015-12-28,22.06463623046875
2015-12-29,21.991331100463867
2015-12-30,22.07796287536621
2016-01-04,21.35158348083496
2016-01-05,21.31826400756836
2016-01-06,20.938413619995117
2016-01-07,19.785533905029297
2016-01-08,19.239084243774414
2016-01-11,19.119131088256836
2016-01-12,18.972518920898438
2016-01-13,19.119131088256836
2016-01-14,18.95919418334961
2016-01-15,18.21282196044922
2016-01-18,17.886281967163086
2016-01-19,18.352766036987305
2016-01-20,17.32650375366211
2016-01-21,18.072879791259766
2016-01-22,18.64598274230957
2016-01-25,18.665977478027344
2016-01-26,19.359033584594727
2016-01-27,19.26573944091797
2016-01-28,19.62559700012207
2016-01-29,19.112464904785156
2016-02-01,18.81924819946289
2016-02-02,18.32611083984375
2016-02-03,18.679302215576172
2016-02-04,19.945470809936523
2016-02-05,20.411951065063477
2016-02-08,19.41901206970215
2016-02-09,19.219091415405273
2016-02-10,19.045825958251953
2016-02-11,18.406078338623047
2016-02-12,19.132455825805664
2016-02-15,19.59894371032715
2016-02-16,19.132455825805664
2016-02-17,21.504858016967773
2016-02-18,21.331588745117188
2016-02-19,21.79140853881836
2016-02-22,22.704381942749023
2016-02-23,22.990936279296875
2016-02-24,21.67812156677246
2016-02-25,22.624414443969727
2016-02-26,22.791017532348633
2016-02-29,23.104225158691406
2016-03-01,22.924297332763672
2016-03-02,23.070903778076172
2016-03-03,22.72437286376953
2016-03-04,23.943893432617188
2016-03-07,24.023862838745117
2016-03-08,23.65067481994629
2016-03-09,23.6573429107666
2016-03-10,22.757694244384766
2016-03-11,22.717710494995117
2016-03-14,23.197521209716797
2016-03-15,22.17792510986328
2016-03-16,22.35118865966797
2016-03-17,22.877647399902344
2016-03-18,22.59775733947754
2016-03-21,22.457813262939453
2016-03-22,22.51778793334961
2016-03-23,22.444488525390625
2016-03-29,21.664793014526367
2016-03-30,22.850997924804688
2016-03-31,22.704381942749023
2016-04-01,22.39117431640625
2016-04-04,22.197917938232422
2016-04-05,21.79807472229004
2016-04-06,21.56483268737793
2016-04-07,21.164989471435547
2016-04-08,21.231632232666016
2016-04-11,21.46487045288086
2016-04-12,21.604814529418945
2016-04-13,22.48447036743164
