Date,MKS.L
2016-07-11,312.0760192871094
2016-07-12,316.71832275390625
2016-07-13,320.50787353515625
2016-07-14,313.11810302734375
2016-07-15,308.191650390625
2016-07-18,317.0971984863281
2016-07-19,317.3814697265625
2016-07-20,317.76043701171875
2016-07-21,311.2232971191406
2016-07-22,300.1387023925781
2016-07-25,303.2651062011719
2016-07-26,302.88616943359375
2016-07-27,304.5914611816406
2016-07-28,304.11767578125
2016-07-29,302.50714111328125
2016-08-01,302.69671630859375
2016-08-02,303.8335266113281
2016-08-03,302.12811279296875
2016-08-04,300.2333679199219
2016-08-05,304.6863098144531
2016-08-08,313.0234069824219
2016-08-09,320.60260009765625
2016-08-10,320.8869323730469
2016-08-11,323.53961181640625
2016-08-12,335.8558654785156
2016-08-15,330.4556579589844
2016-08-16,319.75
2016-08-17,318.7078552246094
2016-08-18,321.36053466796875
2016-08-19,319.8446960449219
2016-08-22,319.18157958984375
2016-08-23,319.2762451171875
2016-08-24,320.22369384765625
2016-08-25,328.65557861328125
2016-08-26,326.8555603027344
2016-08-30,323.0658264160156
2016-08-31,326.5712585449219
2016-09-01,328.2766418457031
2016-09-02,335.47698974609375
2016-09-05,330.8346862792969
2016-09-06,329.03460693359375
2016-09-07,329.22406005859375
2016-09-08,334.34002685546875
2016-09-09,325.52911376953125
2016-09-12,309.04425048828125
2016-09-13,311.5074768066406
2016-09-14,304.8756103515625
2016-09-15,296.91754150390625
2016-09-16,300.7071533203125
2016-09-19,302.3177185058594
2016-09-20,301.6545715332031
2016-09-21,299.4754638671875
2016-09-22,305.6335144042969
2016-09-23,303.8335266113281
2016-09-26,297.10687255859375
2016-09-27,293.60150146484375
2016-09-28,297.3912353515625
2016-09-29,304.2125549316406
2016-09-30,313.6866149902344
2016-10-03,308.85479736328125
2016-10-04,311.6022644042969
2016-10-05,319.93951416015625
2016-10-06,313.212890625
2016-10-07,300.328125
2016-10-10,304.5914611816406
2016-10-11,314.5392150878906
2016-10-12,310.8443298339844
2016-10-13,302.4125061035156
2016-10-14,309.8022155761719
2016-10-17,303.0755920410156
2016-10-18,316.14990234375
2016-10-19,320.8869323730469
2016-10-20,320.8869323730469
2016-10-21,316.8129577636719
2016-10-24,316.52874755859375
2016-10-25,316.8129577636719
2016-10-26,324.2974853515625
2016-10-27,322.2132873535156
2016-10-28,328.4661560058594
2016-10-31,322.5921630859375
2016-11-01,324.2028503417969
2016-11-02,322.4028015136719
2016-11-03,332.7294616699219
2016-11-04,326.00286865234375
2016-11-07,330.64520263671875
2016-11-08,313.59173583984375
2016-11-09,309.4233093261719
2016-11-10,300.1387023925781
2016-11-11,309.9916687011719
2016-11-14,313.87603759765625
2016-11-15,322.30792236328125
2016-11-16,319.75
2016-11-17,319.53021240234375
2016-11-18,318.7720947265625
2016-11-21,316.4030456542969
2016-11-22,319.3406066894531
2016-11-23,317.91925048828125
2016-11-24,318.39300537109375
2016-11-25,317.6349792480469
2016-11-28,312.7074279785156
2016-11-29,311.096435546875
2016-11-30,311.4755859375
2016-12-01,308.9170227050781
2016-12-02,310.05413818359375
2016-12-05,314.318359375
2016-12-06,312.9917297363281
2016-12-07,320.6672058105469
2016-12-08,320.85675048828125
2016-12-09,320.85675048828125
2016-12-12,325.31048583984375
2016-12-13,331.0908203125
2016-12-14,331.185546875
2016-12-15,332.2279968261719
2016-12-16,336.4921875
2016-12-19,334.2179870605469
2016-12-20,338.2926025390625
2016-12-21,335.1654968261719
2016-12-22,336.3973693847656
2016-12-23,333.55462646484375
2016-12-28,332.9860534667969
2016-12-29,332.70184326171875
2016-12-30,331.6593322753906
2017-01-03,326.44769287109375
2017-01-04,306.4532775878906
2017-01-05,313.4655456542969
2017-01-06,316.2135925292969
2017-01-09,320.00396728515625
2017-01-10,321.89910888671875
2017-01-11,322.5624694824219
2017-01-12,326.82666015625
2017-01-13,321.3305969238281
2017-01-16,324.45770263671875
2017-01-17,328.1532897949219
2017-01-18,326.5423889160156
2017-01-19,325.31048583984375
2017-01-20,319.53021240234375
2017-01-23,316.4978332519531
2017-01-24,316.8768310546875
2017-01-25,324.45770263671875
2017-01-26,323.320556640625
2017-01-27,325.9738464355469
2017-01-30,322.0885925292969
2017-01-31,317.91925048828125
2017-02-01,321.6148376464844
2017-02-02,321.14105224609375
2017-02-03,322.37286376953125
2017-02-06,317.5401916503906
2017-02-07,319.24591064453125
2017-02-08,319.9091491699219
2017-02-09,324.2681579589844
2017-02-10,323.88909912109375
2017-02-13,317.5401916503906
2017-02-14,318.8668212890625
2017-02-15,313.2760314941406
2017-02-16,312.7074279785156
2017-02-17,308.44317626953125
2017-02-20,309.8646545410156
2017-02-21,306.83233642578125
2017-02-22,309.6750793457031
2017-02-23,313.2760314941406
2017-02-24,311.096435546875
2017-02-27,311.7598571777344
2017-02-28,317.2559509277344
2017-03-01,320.09869384765625
2017-03-02,315.9291687011719
2017-03-03,313.6549377441406
2017-03-06,317.6349792480469
2017-03-07,317.91925048828125
2017-03-08,320.95159912109375
2017-03-09,321.5201416015625
2017-03-10,321.0463562011719
2017-03-13,320.09869384765625
2017-03-14,313.18121337890625
2017-03-15,313.0865173339844
2017-03-16,316.6872863769531
2017-03-17,312.0441589355469
2017-03-20,310.7174987792969
2017-03-21,312.80218505859375
2017-03-22,307.8746337890625
2017-03-23,319.62481689453125
2017-03-24,314.50787353515625
2017-03-27,317.06640625
2017-03-28,314.8869323730469
2017-03-29,317.91925048828125
2017-03-30,314.03411865234375
2017-03-31,319.3406066894531
2017-04-03,319.0563659667969
2017-04-04,320.7620849609375
2017-04-05,317.2559509277344
2017-04-06,318.0140380859375
2017-04-07,319.24591064453125
2017-04-10,327.3005065917969
2017-04-11,327.39520263671875
2017-04-12,326.06854248046875
2017-04-13,328.6270751953125
2017-04-18,334.9759826660156
2017-04-19,339.6191711425781
2017-04-20,335.1654968261719
2017-04-21,341.6091613769531
2017-04-24,347.8633117675781
2017-04-25,345.8733215332031
2017-04-26,346.82098388671875
2017-04-27,347.1052551269531
2017-04-28,347.3894958496094
2017-05-02,351.36944580078125
2017-05-03,347.2947692871094
2017-05-04,338.7664489746094
2017-05-05,355.5389404296875
2017-05-08,360.65582275390625
2017-05-09,360.0873718261719
2017-05-10,363.0249328613281
2017-05-11,357.2445983886719
2017-05-12,357.52886962890625
2017-05-15,355.2546691894531
2017-05-16,357.0550231933594
2017-05-17,355.82318115234375
2017-05-18,362.55108642578125
2017-05-19,364.73065185546875
2017-05-22,374.7751159667969
2017-05-23,367.38385009765625
2017-05-24,372.7851867675781
2017-05-25,368.89996337890625
2017-05-26,366.0572204589844
2017-05-30,366.625732421875
2017-05-31,362.4564514160156
2017-06-01,355.7442932128906
2017-06-02,348.540283203125
2017-06-05,351.7631530761719
2017-06-06,347.0236511230469
2017-06-07,345.6018371582031
2017-06-08,347.59246826171875
2017-06-09,341.3363952636719
2017-06-12,339.7248840332031
2017-06-13,344.2747802734375
2017-06-14,350.0570373535156
2017-06-15,333.4687805175781
2017-06-16,327.21270751953125
2017-06-19,332.33135986328125
2017-06-20,323.8003845214844
2017-06-21,322.4732360839844
2017-06-22,321.2409973144531
2017-06-23,325.0325622558594
2017-06-26,326.1434631347656
2017-06-27,319.5423583984375
2017-06-28,323.0419616699219
2017-06-29,322.75762939453125
2017-06-30,315.93280029296875
2017-07-03,319.5347595214844
2017-07-04,317.16510009765625
2017-07-05,318.4920654296875
2017-07-06,322.568115234375
2017-07-07,326.54925537109375
2017-07-10,321.3358154296875
2017-07-11,321.3358154296875
2017-07-12,299.7238464355469
2017-07-13,309.9610595703125
2017-07-14,308.0653381347656
2017-07-17,310.6246337890625
2017-07-18,312.8995361328125
2017-07-19,312.7099914550781
2017-07-20,314.2265319824219
2017-07-21,311.3829345703125
2017-07-24,309.1079406738281
2017-07-25,304.3685607910156
2017-07-26,306.3591003417969
2017-07-27,308.1600646972656
2017-07-28,306.5486755371094
2017-07-31,305.41119384765625
2017-08-01,307.212158203125
2017-08-02,308.25482177734375
2017-08-03,312.0464782714844
2017-08-04,313.2786865234375
2017-08-07,311.2881164550781
2017-08-08,314.41619873046875
2017-08-09,315.1744384765625
2017-08-10,311.7620849609375
2017-08-11,310.055908203125
2017-08-14,306.6434631347656
2017-08-15,306.0747375488281
2017-08-16,307.875732421875
2017-08-17,302.47271728515625
2017-08-18,300.57696533203125
2017-08-21,300.2926025390625
2017-08-22,302.5675964355469
2017-08-23,305.790283203125
2017-08-24,299.9134216308594
2017-08-25,296.5958251953125
2017-08-29,298.1124572753906
2017-08-30,300.9560546875
2017-08-31,302.9466247558594
2017-09-01,303.6101989746094
2017-09-04,304.08416748046875
2017-09-05,307.3070068359375
2017-09-06,308.0653381347656
2017-09-07,310.1506652832031
2017-09-08,304.55810546875
2017-09-11,304.2736511230469
2017-09-12,305.9798889160156
2017-09-13,307.5913391113281
2017-09-14,316.2171630859375
2017-09-15,313.2786865234375
2017-09-18,311.4776611328125
2017-09-19,322.28363037109375
2017-09-20,329.8668212890625
2017-09-21,325.6013488769531
2017-09-22,327.1179504394531
2017-09-25,329.2033386230469
2017-09-26,329.29815673828125
2017-09-27,332.7105407714844
2017-09-28,334.1323547363281
2017-09-29,334.9854431152344
2017-10-02,334.0374755859375
2017-10-03,335.3646240234375
2017-10-04,332.9949035644531
2017-10-05,335.64898681640625
2017-10-06,330.53033447265625
2017-10-09,330.3408203125
2017-10-10,332.7105407714844
2017-10-11,331.6678466796875
2017-10-12,331.7625732421875
2017-10-13,332.5209045410156
2017-10-16,328.63458251953125
2017-10-17,329.67730712890625
2017-10-18,332.1418151855469
2017-10-19,328.63458251953125
2017-10-20,328.8241882324219
2017-10-23,328.8241882324219
2017-10-24,326.7387390136719
2017-10-25,324.84307861328125
2017-10-26,328.16064453125
2017-10-27,328.16064453125
2017-10-30,326.9283752441406
2017-10-31,326.1700439453125
2017-11-01,311.66729736328125
2017-11-02,312.1412658691406
2017-11-03,311.19329833984375
2017-11-06,313.8474426269531
2017-11-07,310.7193603515625
2017-11-08,315.7431945800781
2017-11-09,308.25482177734375
2017-11-10,302.5675964355469
2017-11-13,297.7332458496094
2017-11-14,294.2260437011719
2017-11-15,292.425048828125
2017-11-16,287.8437805175781
2017-11-17,285.75799560546875
2017-11-20,285.3787841796875
2017-11-21,284.33575439453125
2017-11-22,282.8188171386719
2017-11-23,283.1981506347656
2017-11-24,282.3448181152344
2017-11-27,284.4306640625
2017-11-28,285.3787841796875
2017-11-29,296.1871337890625
2017-11-30,296.94561767578125
2017-12-01,293.3428039550781
2017-12-04,299.7899169921875
2017-12-05,299.1263122558594
2017-12-06,302.4446105957031
2017-12-07,301.4964904785156
2017-12-08,302.4446105957031
2017-12-11,297.8937683105469
2017-12-12,295.7131042480469
2017-12-13,296.637451171875
2017-12-14,293.2480163574219
2017-12-15,288.03338623046875
2017-12-18,289.1711730957031
2017-12-19,292.96356201171875
2017-12-20,294.3857421875
2017-12-21,296.2819519042969
2017-12-22,297.23004150390625
2017-12-27,299.7899169921875
2017-12-28,299.8847351074219
2017-12-29,298.46258544921875
2018-01-02,299.69512939453125
2018-01-03,303.8668212890625
2018-01-04,292.77392578125
2018-01-05,297.419677734375
2018-01-08,294.6701354980469
2018-01-09,301.7808837890625
2018-01-10,307.1851501464844
2018-01-11,285.5683898925781
2018-01-12,293.15325927734375
2018-01-15,291.06732177734375
2018-01-16,294.10125732421875
2018-01-17,291.4466247558594
2018-01-18,290.3088073730469
2018-01-19,288.22308349609375
2018-01-22,291.5413818359375
2018-01-23,291.8258056640625
2018-01-24,289.3608093261719
2018-01-25,294.19610595703125
2018-01-26,296.2819519042969
2018-01-29,294.10125732421875
2018-01-30,289.2659606933594
2018-01-31,285.6631774902344
2018-02-01,285.5683898925781
2018-02-02,281.5862731933594
2018-02-05,277.7939147949219
2018-02-06,274.09625244140625
2018-02-07,273.622314453125
2018-02-08,274.66522216796875
2018-02-09,271.25201416015625
2018-02-12,272.0105285644531
2018-02-13,273.0534362792969
2018-02-14,275.7081604003906
2018-02-15,277.7939147949219
2018-02-16,283.2928771972656
2018-02-19,282.0603332519531
2018-02-20,284.8098449707031
2018-02-21,283.10333251953125
2018-02-22,282.15521240234375
2018-02-23,283.86187744140625
2018-02-26,284.7150573730469
2018-02-27,284.4306640625
2018-02-28,280.2590026855469
2018-03-01,275.9925231933594
2018-03-02,271.82080078125
2018-03-05,273.2430114746094
2018-03-06,271.72607421875
2018-03-07,273.0534362792969
2018-03-08,264.1412658691406
2018-03-09,263.28790283203125
2018-03-12,264.99456787109375
2018-03-13,264.42572021484375
2018-03-14,266.1323547363281
2018-03-15,265.7530212402344
2018-03-16,261.581298828125
2018-03-19,258.4526062011719
2018-03-20,257.8837890625
2018-03-21,255.892822265625
2018-03-22,251.53146362304688
2018-03-23,254.47061157226562
2018-03-26,252.4795684814453
2018-03-27,252.85887145996094
2018-03-28,253.3328399658203
2018-03-29,256.1771545410156
2018-04-03,254.66026306152344
2018-04-04,252.66925048828125
2018-04-05,259.7799072265625
2018-04-06,255.03945922851562
2018-04-09,254.09141540527344
2018-04-10,250.77301025390625
2018-04-11,251.2470703125
2018-04-12,256.7460632324219
2018-04-13,257.6941833496094
2018-04-16,262.0553894042969
2018-04-17,266.416748046875
2018-04-18,266.701171875
2018-04-19,266.0373840332031
2018-04-20,266.0373840332031
2018-04-23,269.2610168457031
2018-04-24,265.08929443359375
2018-04-25,268.8818054199219
2018-04-26,272.6741638183594
2018-04-27,271.72607421875
2018-04-30,272.7689514160156
2018-05-01,270.1143493652344
2018-05-02,270.96759033203125
2018-05-03,270.4935302734375
2018-05-04,273.90679931640625
2018-05-08,276.27691650390625
2018-05-09,277.9836120605469
2018-05-10,278.5523986816406
2018-05-11,278.07830810546875
2018-05-14,274.5703430175781
2018-05-15,273.0534362792969
2018-05-16,273.2430114746094
2018-05-17,281.8708190917969
2018-05-18,276.5613708496094
2018-05-21,284.8098449707031
2018-05-22,276.65625
2018-05-23,290.9725646972656
2018-05-24,288.31781005859375
2018-05-25,294.5752868652344
2018-05-29,282.53436279296875
2018-05-30,282.0603332519531
2018-05-31,269.3687744140625
2018-06-01,269.9378662109375
2018-06-04,273.06787109375
2018-06-05,273.44720458984375
2018-06-06,277.4307861328125
2018-06-07,274.3009033203125
2018-06-08,275.05963134765625
2018-06-11,282.36297607421875
2018-06-12,288.6229553222656
2018-06-13,286.9156494140625
2018-06-14,291.18377685546875
2018-06-15,287.8641662597656
2018-06-18,283.02691650390625
2018-06-19,282.07843017578125
2018-06-20,278.4742431640625
2018-06-21,277.9050598144531
2018-06-22,281.7938537597656
2018-06-25,280.2763366699219
2018-06-26,283.3114929199219
2018-06-27,284.1650390625
2018-06-28,281.1299133300781
2018-06-29,279.8968811035156
2018-07-02,283.1217041015625
2018-07-03,284.4495544433594
2018-07-04,289.76116943359375
2018-07-05,293.080810546875
2018-07-06,291.4683532714844
2018-07-09,296.21075439453125
2018-07-10,294.8829345703125
2018-07-11,294.5035400390625
2018-07-12,297.0644226074219
2018-07-13,298.2974548339844
2018-07-16,294.2237548828125
2018-07-17,296.87469482421875
2018-07-18,295.07257080078125
2018-07-19,296.87469482421875
2018-07-20,295.16741943359375
2018-07-23,292.8910827636719
2018-07-24,293.080810546875
2018-07-25,291.8478088378906
2018-07-26,293.839599609375
2018-07-27,294.5035400390625
2018-07-30,294.7880554199219
2018-07-31,292.13232421875
2018-08-01,282.83721923828125
2018-08-02,277.2411804199219
2018-08-03,280.2763366699219
2018-08-06,282.26812744140625
2018-08-07,283.5011291503906
2018-08-08,287.1053771972656
2018-08-09,290.1405029296875
2018-08-10,287.01055908203125
2018-08-13,282.9320068359375
2018-08-14,282.36297607421875
2018-08-15,279.8968811035156
2018-08-16,285.8723449707031
2018-08-17,283.595947265625
2018-08-20,282.9320068359375
2018-08-21,284.8290100097656
2018-08-22,286.3465881347656
2018-08-23,289.5714416503906
2018-08-24,288.4331970214844
2018-08-28,289.85595703125
2018-08-29,288.24359130859375
2018-08-30,285.9672546386719
2018-08-31,286.06207275390625
2018-09-03,288.6229553222656
2018-09-04,283.02691650390625
2018-09-05,284.54449462890625
2018-09-06,281.9836120605469
2018-09-07,278.28448486328125
2018-09-10,277.3359680175781
2018-09-11,274.0163879394531
2018-09-12,278.1896057128906
2018-09-13,272.40386962890625
2018-09-14,269.9378662109375
2018-09-17,270.1274719238281
2018-09-18,266.049072265625
2018-09-19,264.91082763671875
2018-09-20,270.981201171875
2018-09-21,271.4554748535156
2018-09-24,269.7481689453125
2018-09-25,271.2657470703125
2018-09-26,272.30908203125
2018-09-27,273.63690185546875
2018-09-28,273.9214172363281
2018-10-01,269.2738952636719
2018-10-02,268.6099548339844
2018-10-03,272.1193542480469
2018-10-04,268.2306213378906
2018-10-05,269.084228515625
2018-10-08,271.1708679199219
2018-10-09,272.4987487792969
2018-10-10,280.5608825683594
2018-10-11,276.57720947265625
2018-10-12,283.1217041015625
2018-10-15,277.7154541015625
2018-10-16,271.3605651855469
2018-10-17,269.5584411621094
2018-10-18,270.4120788574219
2018-10-19,269.9378662109375
2018-10-22,267.1872253417969
2018-10-23,269.5584411621094
2018-10-24,270.8863830566406
2018-10-25,270.0327453613281
2018-10-26,272.7832946777344
2018-10-29,279.9917907714844
2018-10-30,284.354736328125
2018-10-31,280.7505798339844
2018-11-01,284.923828125
2018-11-02,286.8208312988281
2018-11-05,282.26812744140625
2018-11-06,286.9156494140625
2018-11-07,285.3980407714844
2018-11-08,296.21075439453125
2018-11-09,296.5901794433594
2018-11-12,291.4683532714844
2018-11-13,286.4414367675781
2018-11-14,288.4331970214844
2018-11-15,274.74163818359375
2018-11-16,276.25958251953125
2018-11-19,279.105712890625
2018-11-20,282.236328125
2018-11-21,284.79791259765625
2018-11-22,287.73876953125
2018-11-23,289.82598876953125
2018-11-26,289.35162353515625
2018-11-27,293.7155456542969
2018-11-28,291.15411376953125
2018-11-29,287.1695861816406
2018-11-30,277.68267822265625
2018-12-03,276.4493103027344
2018-12-04,273.2237854003906
2018-12-05,272.6545715332031
2018-12-06,268.48028564453125
2018-12-07,267.7213439941406
2018-12-10,261.6497497558594
2018-12-11,261.3651123046875
2018-12-12,262.3138427734375
2018-12-13,252.35252380371094
2018-12-14,249.88592529296875
2018-12-17,238.40670776367188
2018-12-18,240.68357849121094
2018-12-19,239.54518127441406
2018-12-20,235.3708953857422
2018-12-21,236.98373413085938
2018-12-24,233.75816345214844
2018-12-27,229.9633026123047
2018-12-28,234.4221954345703
2018-12-31,234.51712036132812
2019-01-02,235.27606201171875
2019-01-03,238.31185913085938
2019-01-04,240.11434936523438
2019-01-07,247.324462890625
2019-01-08,261.0805358886719
2019-01-09,263.4521789550781
2019-01-10,260.4164123535156
2019-01-11,261.934326171875
2019-01-14,262.6932373046875
2019-01-15,261.7445373535156
2019-01-16,272.2751770019531
2019-01-17,271.04180908203125
2019-01-18,274.6468505859375
2019-01-21,271.70587158203125
2019-01-22,271.5162048339844
2019-01-23,273.4134826660156
2019-01-24,276.06988525390625
2019-01-25,275.1211242675781
2019-01-28,275.4057922363281
2019-01-29,277.39801025390625
2019-01-30,277.1134338378906
2019-01-31,273.98272705078125
2019-02-01,275.9749450683594
2019-02-04,275.5006408691406
2019-02-05,280.71844482421875
2019-02-06,279.76971435546875
2019-02-07,273.98272705078125
2019-02-08,270.3777160644531
2019-02-11,275.5955505371094
2019-02-12,274.8365783691406
2019-02-13,276.828857421875
2019-02-14,273.6980895996094
2019-02-15,270.85211181640625
2019-02-18,275.21600341796875
2019-02-19,275.1211242675781
2019-02-20,276.73394775390625
2019-02-21,275.9749450683594
2019-02-22,273.6033020019531
2019-02-25,278.63134765625
2019-02-26,287.6439208984375
2019-02-27,251.78334045410156
2019-02-28,258.9933166503906
2019-03-01,264.685546875
2019-03-04,268.57525634765625
2019-03-05,262.598388671875
2019-03-06,264.9700927734375
2019-03-07,256.5268249511719
2019-03-08,251.6884002685547
2019-03-11,252.5423126220703
2019-03-12,255.2935028076172
2019-03-13,253.9652557373047
2019-03-14,258.329345703125
2019-03-15,256.431884765625
2019-03-18,260.2266845703125
2019-03-19,262.883056640625
2019-03-20,255.7678680419922
2019-03-21,255.7678680419922
2019-03-22,254.72422790527344
2019-03-25,254.43963623046875
2019-03-26,255.57810974121094
2019-03-27,256.431884765625
2019-03-28,260.4164123535156
2019-03-29,264.5906982421875
2019-04-01,268.00592041015625
2019-04-02,268.9546203613281
2019-04-03,270.85211181640625
2019-04-04,272.3699951171875
2019-04-05,268.7649841308594
2019-04-08,266.96240234375
2019-04-09,264.1163330078125
2019-04-10,267.62652587890625
2019-04-11,263.6419677734375
2019-04-12,264.021484375
2019-04-15,264.4957580566406
2019-04-16,267.05731201171875
2019-04-17,268.9546203613281
2019-04-18,267.8162841796875
2019-04-23,268.3854675292969
2019-04-24,271.13665771484375
2019-04-25,269.42901611328125
2019-04-26,271.8008117675781
2019-04-29,270.85211181640625
2019-04-30,271.2314758300781
2019-05-01,275.21600341796875
2019-05-02,263.831787109375
2019-05-03,264.685546875
2019-05-07,262.7882080078125
2019-05-08,258.8985290527344
2019-05-09,258.4241943359375
2019-05-10,257.2857360839844
2019-05-13,256.8114013671875
2019-05-14,260.2266845703125
