Date,COME.BA
2015-08-24,0.3748685419559479
2015-08-25,0.3748685419559479
2015-08-26,0.39896702766418457
2015-08-27,0.42842093110084534
2015-08-28,0.42574289441108704
2015-08-31,0.424404501914978
2015-09-01,0.4136936366558075
2015-09-02,0.4177100360393524
2015-09-03,0.4177100360393524
2015-09-04,0.42306551337242126
2015-09-07,0.4217264950275421
2015-09-08,0.42306551337242126
2015-09-09,0.4096772074699402
2015-09-10,0.40833884477615356
2015-09-11,0.40298348665237427
2015-09-14,0.39495059847831726
2015-09-15,0.3962889313697815
2015-09-16,0.39896702766418457
2015-09-17,0.40164437890052795
2015-09-18,0.39495059847831726
2015-09-21,0.3748685419559479
2015-09-22,0.36415761709213257
2015-09-23,0.3721904754638672
2015-09-24,0.3507692813873291
2015-09-25,0.3748685419559479
2015-09-28,0.3815622925758362
2015-09-29,0.40566086769104004
2015-09-30,0.4270818829536438
2015-10-01,0.41235530376434326
2015-10-02,0.41503268480300903
2015-10-05,0.41503268480300903
2015-10-06,0.40566086769104004
2015-10-07,0.4069998562335968
2015-10-08,0.4096772074699402
2015-10-09,0.40164437890052795
2015-10-13,0.39495059847831726
2015-10-14,0.3962889313697815
2015-10-15,0.4110162556171417
2015-10-16,0.41503268480300903
2015-10-19,0.4163717031478882
2015-10-20,0.4136936366558075
2015-10-21,0.41235530376434326
2015-10-22,0.4163717031478882
2015-10-23,0.4177100360393524
2015-10-26,0.4377928376197815
2015-10-27,0.44047027826309204
2015-10-28,0.45385855436325073
2015-10-29,0.4444866180419922
2015-10-30,0.45787495374679565
2015-11-02,0.45787495374679565
2015-11-03,0.4592139422893524
2015-11-04,0.4645686745643616
2015-11-05,0.4766179621219635
2015-11-09,0.4766179621219635
2015-11-10,0.48465150594711304
2015-11-11,0.4953617453575134
2015-11-12,0.5127664804458618
2015-11-13,0.516782820224762
2015-11-16,0.5207992196083069
2015-11-17,0.5047335624694824
2015-11-18,0.5033944845199585
2015-11-19,0.4993780553340912
2015-11-20,0.5154438018798828
2015-11-24,0.4900061786174774
2015-11-25,0.48866790533065796
2015-11-26,0.4926842749118805
2015-11-27,0.4926842749118805
2015-11-30,0.48063433170318604
2015-12-01,0.4766179621219635
2015-12-02,0.47394052147865295
2015-12-03,0.4792960286140442
2015-12-04,0.4873289167881012
2015-12-09,0.4940226972103119
2015-12-10,0.4926842749118805
2015-12-11,0.4792960286140442
