Date,ASTRAL.NS
2015-08-21,195.0236053466797
2015-08-24,186.16392517089844
2015-08-25,184.98709106445312
2015-08-26,187.7626953125
2015-08-27,201.21871948242188
2015-08-28,193.33602905273438
2015-08-31,191.8483428955078
2015-09-01,184.09890747070312
2015-09-02,182.94430541992188
2015-09-03,191.5596923828125
2015-09-04,183.47714233398438
2015-09-07,183.87684631347656
2015-09-08,183.1440887451172
2015-09-09,185.8086700439453
2015-09-10,191.5152587890625
2015-09-11,190.09417724609375
2015-09-14,193.22503662109375
2015-09-15,191.73731994628906
2015-09-16,191.40426635742188
2015-09-18,190.13861083984375
2015-09-21,189.89430236816406
2015-09-22,190.47164916992188
2015-09-23,188.76187133789062
2015-09-24,188.65087890625
2015-09-28,187.71827697753906
2015-09-29,188.38441467285156
2015-09-30,188.36221313476562
2015-10-01,188.2733917236328
2015-10-05,188.62864685058594
2015-10-06,188.60647583007812
2015-10-07,187.27415466308594
2015-10-08,188.0513458251953
2015-10-09,186.45260620117188
2015-10-12,186.6302490234375
2015-10-13,188.62864685058594
2015-10-14,189.47242736816406
2015-10-15,191.29322814941406
2015-10-16,191.6262969970703
2015-10-19,196.60012817382812
2015-10-20,196.86660766601562
2015-10-21,194.3574676513672
2015-10-23,192.181396484375
2015-10-26,188.7841033935547
2015-10-27,186.2749786376953
2015-10-28,185.2979278564453
2015-10-29,186.14173889160156
2015-10-30,184.03228759765625
2015-11-02,184.2987518310547
2015-11-03,186.47479248046875
2015-11-04,190.6048583984375
2015-11-05,187.56280517578125
2015-11-06,187.60728454589844
2015-11-09,189.18434143066406
2015-11-10,190.2283172607422
2015-11-13,184.49746704101562
2015-11-16,183.38682556152344
2015-11-17,185.9857177734375
2015-11-18,185.27491760253906
2015-11-19,186.6298828125
2015-11-20,186.54103088378906
2015-11-23,184.80845642089844
2015-11-24,184.09765625
2015-11-26,184.09765625
2015-11-27,185.18609619140625
2015-11-30,184.07542419433594
2015-12-01,182.85377502441406
2015-12-02,182.23178100585938
2015-12-03,181.8097686767578
2015-12-04,185.341552734375
2015-12-07,189.05105590820312
2015-12-08,190.1838836669922
2015-12-09,188.6511993408203
2015-12-10,189.42869567871094
2015-12-11,189.18434143066406
2015-12-14,189.60635375976562
2015-12-15,189.93955993652344
2015-12-16,189.69525146484375
2015-12-17,190.0950469970703
2015-12-18,190.494873046875
2015-12-21,190.4504852294922
2015-12-22,190.539306640625
2015-12-23,190.9835205078125
2015-12-24,192.1163787841797
2015-12-28,194.89295959472656
2015-12-29,193.2936553955078
2015-12-30,192.24964904785156
2015-12-31,194.29324340820312
2016-01-01,191.51666259765625
2016-01-04,190.31716918945312
2016-01-05,187.5406036376953
2016-01-06,188.22923278808594
2016-01-07,188.40687561035156
2016-01-08,192.0053253173828
2016-01-11,191.05018615722656
2016-01-12,189.69525146484375
2016-01-13,186.1190185546875
2016-01-14,186.0967559814453
2016-01-15,186.07460021972656
2016-01-18,181.92083740234375
2016-01-19,181.25448608398438
2016-01-20,180.188232421875
2016-01-21,172.36940002441406
2016-01-22,174.14639282226562
2016-01-25,177.1229248046875
2016-01-27,181.45440673828125
2016-01-28,182.4095001220703
2016-01-29,187.76275634765625
2016-02-01,185.5858917236328
2016-02-02,181.98748779296875
2016-02-03,183.45347595214844
2016-02-04,177.27845764160156
2016-02-05,176.27882385253906
2016-02-08,175.45697021484375
2016-02-09,180.9656982421875
2016-02-10,181.8319854736328
2016-02-11,170.70347595214844
2016-02-12,170.19264221191406
2016-02-15,169.50399780273438
2016-02-16,167.8602752685547
2016-02-17,161.4186553955078
2016-02-18,160.0859375
2016-02-19,158.90859985351562
2016-02-22,157.24270629882812
2016-02-23,157.3981475830078
2016-02-24,155.90994262695312
2016-02-25,153.17776489257812
2016-02-26,152.75572204589844
2016-02-29,151.8894500732422
2016-03-01,154.68821716308594
2016-03-02,154.5549774169922
2016-03-03,155.3101806640625
2016-03-04,155.42124938964844
2016-03-08,162.39602661132812
2016-03-09,164.3728790283203
2016-03-10,164.994873046875
2016-03-11,177.34507751464844
2016-03-14,185.0528106689453
2016-03-15,177.45611572265625
2016-03-16,179.23312377929688
2016-03-17,178.07733154296875
2016-03-18,177.05491638183594
2016-03-21,179.16644287109375
2016-03-22,179.410888671875
2016-03-23,179.4776153564453
2016-03-28,179.25538635253906
2016-03-29,180.96678161621094
2016-03-30,184.411865234375
2016-03-31,183.10049438476562
2016-04-01,181.30010986328125
2016-04-04,181.94471740722656
2016-04-05,184.967529296875
2016-04-06,186.58999633789062
2016-04-07,187.323486328125
2016-04-08,185.30088806152344
2016-04-11,185.78988647460938
2016-04-12,189.27940368652344
2016-04-13,192.34666442871094
2016-04-18,195.10272216796875
2016-04-20,193.4134979248047
2016-04-21,190.8130340576172
2016-04-22,191.87989807128906
2016-04-25,191.76878356933594
2016-04-26,193.36907958984375
2016-04-27,195.90286254882812
2016-04-28,196.0584259033203
2016-04-29,196.79188537597656
2016-05-02,194.14695739746094
2016-05-03,193.85804748535156
2016-05-04,190.7685546875
2016-05-05,191.45758056640625
2016-05-06,191.5242919921875
2016-05-09,194.14695739746094
2016-05-10,195.50277709960938
2016-05-11,194.8804473876953
2016-05-12,189.81285095214844
2016-05-13,189.81285095214844
2016-05-16,191.05752563476562
2016-05-17,190.3462677001953
2016-05-18,190.8797149658203
2016-05-19,190.27960205078125
2016-05-20,189.079345703125
2016-05-23,189.27940368652344
2016-05-24,186.41220092773438
2016-05-25,184.61187744140625
2016-05-26,182.255859375
2016-05-27,184.8118896484375
2016-05-30,192.34666442871094
2016-05-31,197.52537536621094
2016-06-01,200.74819946289062
2016-06-02,205.32679748535156
2016-06-03,206.68260192871094
2016-06-06,204.66000366210938
2016-06-07,202.32626342773438
2016-06-08,200.34814453125
2016-06-09,200.10365295410156
2016-06-10,199.1479034423828
2016-06-13,197.90322875976562
2016-06-14,201.1038055419922
2016-06-15,204.1932373046875
2016-06-16,205.08233642578125
2016-06-17,205.14903259277344
2016-06-20,204.0599365234375
2016-06-21,203.32644653320312
2016-06-22,200.59262084960938
2016-06-23,205.12677001953125
2016-06-24,204.99343872070312
2016-06-27,206.3936767578125
2016-06-28,206.97154235839844
2016-06-29,207.37161254882812
2016-06-30,208.94973754882812
2016-07-01,215.39535522460938
2016-07-04,212.1058349609375
2016-07-05,209.70541381835938
2016-07-07,207.4605255126953
2016-07-08,204.90451049804688
2016-07-11,205.6379852294922
2016-07-12,203.37094116210938
2016-07-13,204.8600616455078
2016-07-14,208.5496368408203
2016-07-15,215.08419799804688
2016-07-18,219.796142578125
2016-07-19,219.796142578125
2016-07-20,230.9315643310547
2016-07-21,225.88619995117188
2016-07-22,221.7742919921875
2016-07-25,230.8204345703125
2016-07-26,231.06492614746094
2016-07-27,230.39813232421875
2016-07-28,230.42031860351562
2016-07-29,227.5976104736328
2016-08-01,220.0183868408203
2016-08-02,215.55093383789062
2016-08-03,215.2397918701172
2016-08-04,213.5950469970703
2016-08-05,215.30645751953125
2016-08-08,215.173095703125
2016-08-09,214.661865234375
2016-08-10,210.23883056640625
2016-08-11,213.15049743652344
2016-08-12,210.9278564453125
2016-08-16,212.97268676757812
2016-08-17,215.217529296875
2016-08-18,215.5953826904297
2016-08-19,211.9724884033203
2016-08-22,215.79544067382812
2016-08-23,221.28530883789062
2016-08-24,221.90769958496094
2016-08-25,219.3960723876953
2016-08-26,213.15049743652344
2016-08-29,210.46109008789062
2016-08-30,210.46109008789062
2016-08-31,211.23902893066406
2016-09-01,212.79483032226562
2016-09-02,212.88372802734375
2016-09-06,211.0834197998047
2016-09-07,211.63909912109375
2016-09-08,211.23902893066406
2016-09-09,208.2384796142578
2016-09-12,202.8818817138672
2016-09-14,200.2147216796875
2016-09-15,197.4364776611328
2016-09-16,194.43589782714844
2016-09-19,193.5246124267578
2016-09-20,192.41334533691406
2016-09-21,187.94586181640625
2016-09-22,193.23568725585938
2016-09-23,192.07992553710938
2016-09-26,187.34573364257812
2016-09-27,195.12490844726562
2016-09-28,190.5463104248047
2016-09-29,197.03639221191406
2016-09-30,195.39166259765625
2016-10-03,194.36923217773438
2016-10-04,191.32421875
2016-10-05,193.36907958984375
2016-10-06,190.101806640625
2016-10-07,192.65782165527344
2016-10-10,186.8567352294922
2016-10-13,187.74575805664062
2016-10-14,186.8567352294922
2016-10-17,187.34573364257812
2016-10-18,186.70115661621094
2016-10-19,185.72320556640625
2016-10-20,191.01307678222656
2016-10-21,194.45814514160156
2016-10-24,190.101806640625
2016-10-25,193.48020935058594
2016-10-26,194.3914337158203
2016-10-27,192.92453002929688
2016-10-28,199.0590057373047
2016-11-01,200.72598266601562
2016-11-02,195.19161987304688
2016-11-03,193.03565979003906
2016-11-04,187.87916564941406
2016-11-07,192.47999572753906
2016-11-08,189.96841430664062
2016-11-09,187.25680541992188
2016-11-10,189.54612731933594
2016-11-11,185.85659790039062
2016-11-15,175.76580810546875
2016-11-16,177.8772735595703
2016-11-17,177.36611938476562
2016-11-18,184.0784454345703
2016-11-21,186.79002380371094
2016-11-22,181.61131286621094
2016-11-23,179.63316345214844
2016-11-24,181.76795959472656
2016-11-25,179.74435424804688
2016-11-28,179.12171936035156
2016-11-29,178.98826599121094
2016-11-30,178.69921875
2016-12-01,176.1641387939453
2016-12-02,176.56442260742188
2016-12-05,176.34207153320312
2016-12-06,176.09744262695312
2016-12-07,172.40603637695312
2016-12-08,175.65267944335938
2016-12-09,173.0731658935547
2016-12-12,172.0057830810547
2016-12-13,177.3427276611328
2016-12-14,176.94248962402344
2016-12-15,175.60824584960938
2016-12-16,177.72076416015625
2016-12-19,174.82994079589844
2016-12-20,173.184326171875
2016-12-21,174.71873474121094
2016-12-22,171.24969482421875
2016-12-23,171.24969482421875
2016-12-26,169.40399169921875
2016-12-27,169.15940856933594
2016-12-28,169.6041717529297
2016-12-29,172.45057678222656
2016-12-30,175.6304931640625
2017-01-02,177.142578125
2017-01-03,174.740966796875
2017-01-04,173.8070068359375
2017-01-05,176.43099975585938
2017-01-06,173.82920837402344
2017-01-09,174.05160522460938
2017-01-10,175.29690551757812
2017-01-11,173.31776428222656
2017-01-12,172.69512939453125
2017-01-13,173.2732696533203
2017-01-16,171.04959106445312
2017-01-17,171.6277618408203
2017-01-18,173.98492431640625
2017-01-19,172.895263671875
2017-01-20,169.00372314453125
2017-01-23,168.8035888671875
2017-01-24,168.89251708984375
2017-01-25,173.25103759765625
2017-01-27,172.33934020996094
2017-01-30,171.67221069335938
2017-01-31,171.38311767578125
2017-02-01,184.01394653320312
