Date,TITAGARH.NS
2015-08-21,110.30674743652344
2015-08-24,99.00564575195312
2015-08-25,100.50279235839844
2015-08-26,101.5169906616211
2015-08-27,104.07665252685547
2015-08-28,103.49711608886719
2015-08-31,103.20734405517578
2015-09-01,100.93744659423828
2015-09-02,100.59938049316406
2015-09-03,100.55107879638672
2015-09-04,97.2669906616211
2015-09-07,93.1618881225586
2015-09-08,91.03689575195312
2015-09-09,92.19598388671875
2015-09-10,92.87211608886719
2015-09-11,92.19598388671875
2015-09-14,92.87211608886719
2015-09-15,94.46587371826172
2015-09-16,94.7580337524414
2015-09-18,97.43618774414062
2015-09-21,105.32457733154297
2015-09-22,104.302001953125
2015-09-23,104.78893280029297
2015-09-24,104.98371124267578
2015-09-28,102.59771728515625
2015-09-29,99.96826171875
2015-09-30,100.30912017822266
2015-10-01,98.26397705078125
2015-10-05,99.4813232421875
2015-10-06,100.5038833618164
2015-10-07,100.3578109741211
2015-10-08,99.23786163330078
2015-10-09,99.91957092285156
2015-10-12,99.53001403808594
2015-10-13,104.25331115722656
2015-10-14,105.12979125976562
2015-10-15,102.59771728515625
2015-10-16,101.03952026367188
2015-10-19,103.4255142211914
2015-10-20,103.27943420410156
2015-10-21,105.86019897460938
2015-10-23,108.83052062988281
2015-10-26,107.95403289794922
2015-10-27,109.46354675292969
2015-10-28,111.07044219970703
2015-10-29,111.1678237915039
2015-10-30,107.61317443847656
2015-11-02,109.36615753173828
2015-11-03,107.51578521728516
2015-11-04,107.02885437011719
2015-11-05,104.39938354492188
2015-11-06,103.18205261230469
2015-11-09,104.7402572631836
2015-11-10,104.25331115722656
2015-11-13,104.98371124267578
2015-11-16,105.03240966796875
2015-11-17,104.7402572631836
2015-11-18,108.5870590209961
2015-11-19,117.30322265625
2015-11-20,121.39350891113281
2015-11-23,121.63697814941406
2015-11-24,120.1761703491211
2015-11-26,126.01939392089844
2015-11-27,127.91848754882812
2015-11-30,140.77359008789062
2015-12-01,146.0325469970703
2015-12-02,140.578857421875
2015-12-03,136.97549438476562
2015-12-04,138.04676818847656
2015-12-07,139.7510528564453
2015-12-08,134.15127563476562
2015-12-09,129.1358184814453
2015-12-10,140.14060974121094
2015-12-11,150.1715087890625
2015-12-14,151.1453857421875
2015-12-15,146.56817626953125
2015-12-16,145.93516540527344
2015-12-17,152.21664428710938
2015-12-18,154.3591766357422
2015-12-21,154.55393981933594
2015-12-22,150.46365356445312
2015-12-23,150.80453491210938
2015-12-24,157.5242462158203
2015-12-28,158.98507690429688
2015-12-29,156.84254455566406
2015-12-30,157.5242462158203
2015-12-31,159.27723693847656
2016-01-01,159.95895385742188
2016-01-04,151.6810302734375
2016-01-05,155.18695068359375
2016-01-06,152.60617065429688
2016-01-07,145.98385620117188
2016-01-08,147.88290405273438
2016-01-11,142.1370391845703
2016-01-12,143.64654541015625
2016-01-13,136.97549438476562
2016-01-14,130.98617553710938
2016-01-15,125.77593994140625
2016-01-18,108.83052062988281
2016-01-19,115.64764404296875
2016-01-20,113.4564208984375
2016-01-21,116.96237182617188
2016-01-22,129.96359252929688
2016-01-25,132.59304809570312
2016-01-27,130.74270629882812
2016-01-28,134.83299255371094
2016-01-29,135.31991577148438
2016-02-01,140.48146057128906
2016-02-02,140.48146057128906
2016-02-03,134.4434356689453
2016-02-04,135.02774047851562
2016-02-05,137.17027282714844
2016-02-08,137.94937133789062
2016-02-09,136.00161743164062
2016-02-10,131.52182006835938
2016-02-11,115.74503326416016
2016-02-12,112.43385314941406
2016-02-15,124.6559829711914
2016-02-16,119.88400268554688
2016-02-17,122.41606140136719
2016-02-18,124.80206298828125
2016-02-19,133.85910034179688
2016-02-22,133.56690979003906
2016-02-23,123.7308120727539
2016-02-24,120.6144027709961
2016-02-25,109.70700073242188
2016-02-26,89.20693969726562
2016-02-29,86.0418472290039
2016-03-01,94.41717529296875
2016-03-02,92.61550903320312
2016-03-03,93.44329071044922
2016-03-04,92.81028747558594
2016-03-08,90.76513671875
2016-03-09,89.74258422851562
2016-03-10,90.22950744628906
2016-03-11,89.01216888427734
2016-03-14,89.49910736083984
2016-03-15,88.86608123779297
2016-03-16,93.44329071044922
2016-03-17,92.42072296142578
2016-03-18,93.00505065917969
2016-03-21,94.56324768066406
2016-03-22,100.01696014404297
2016-03-23,101.76991271972656
2016-03-28,94.0169677734375
2016-03-29,93.23184967041016
2016-03-30,94.70393371582031
2016-03-31,93.32999420166016
2016-04-01,92.74115753173828
2016-04-04,92.64302062988281
2016-04-05,90.48396301269531
2016-04-06,91.46534729003906
2016-04-07,92.88835906982422
2016-04-08,91.710693359375
2016-04-11,92.93742370605469
2016-04-12,94.06603240966797
2016-04-13,94.3113784790039
2016-04-18,94.70393371582031
2016-04-20,101.32830047607422
2016-04-21,97.94252014160156
2016-04-22,98.48226928710938
2016-04-25,97.10832977294922
2016-04-26,98.87483215332031
2016-04-27,98.82576751708984
2016-04-28,96.71578216552734
2016-04-29,89.89513397216797
2016-05-02,89.94420623779297
2016-05-03,89.25723266601562
2016-05-04,87.63794708251953
2016-05-05,88.03050231933594
2016-05-06,87.53981018066406
2016-05-09,90.04234313964844
2016-05-10,88.86467742919922
2016-05-11,87.93235778808594
2016-05-12,88.17769622802734
2016-05-13,87.83421325683594
2016-05-16,88.2267837524414
2016-05-17,87.49073028564453
2016-05-18,87.24539184570312
2016-05-19,87.39259338378906
2016-05-20,86.75469207763672
2016-05-23,85.5279541015625
2016-05-24,82.78007507324219
2016-05-25,83.27076721191406
2016-05-26,84.35029602050781
2016-05-27,85.87144470214844
2016-05-30,89.01188659667969
2016-05-31,90.1404800415039
2016-06-01,88.66839599609375
2016-06-02,87.19631958007812
2016-06-03,85.28260040283203
2016-06-06,86.60747528076172
2016-06-07,87.19631958007812
2016-06-08,88.76654052734375
2016-06-09,88.57025146484375
2016-06-10,89.4044418334961
2016-06-13,87.736083984375
2016-06-14,88.96281433105469
2016-06-15,89.25723266601562
2016-06-16,92.34860229492188
2016-06-17,91.56349182128906
2016-06-20,91.5144271850586
2016-06-21,90.04234313964844
