Date,CHOLAHLDNG.NS
2015-08-21,261.15228271484375
2015-08-24,245.5677947998047
2015-08-25,249.54408264160156
2015-08-26,244.92648315429688
2015-08-27,254.57862854003906
2015-08-28,258.42657470703125
2015-08-31,258.00970458984375
2015-09-01,259.16412353515625
2015-09-02,254.83518981933594
2015-09-03,258.71514892578125
2015-09-04,250.0250701904297
2015-09-07,247.171142578125
2015-09-08,245.66400146484375
2015-09-09,255.38018798828125
2015-09-10,252.62245178222656
2015-09-11,255.2840118408203
2015-09-14,255.63668823242188
2015-09-15,260.25445556640625
2015-09-16,255.8291778564453
2015-09-18,257.8493957519531
2015-09-21,260.28643798828125
2015-09-22,255.15573120117188
2015-09-23,255.31614685058594
2015-09-24,257.8173522949219
2015-09-28,258.4587097167969
2015-09-29,262.9800720214844
2015-09-30,262.1463623046875
2015-10-01,264.230712890625
2015-10-05,260.5109558105469
2015-10-06,260.9598388671875
2015-10-07,259.9657897949219
2015-10-08,256.5025939941406
2015-10-09,256.53466796875
2015-10-12,254.7709197998047
2015-10-13,256.72705078125
2015-10-14,260.991943359375
2015-10-15,266.1225891113281
2015-10-16,266.9563903808594
2015-10-19,269.6820068359375
2015-10-20,274.3958435058594
2015-10-21,273.2735595703125
2015-10-23,268.4634704589844
2015-10-26,271.1571350097656
2015-10-27,265.8340148925781
2015-10-28,264.230712890625
2015-10-29,255.66885375976562
2015-10-30,254.5465545654297
2015-11-02,253.19967651367188
2015-11-03,258.0738220214844
2015-11-04,252.87904357910156
2015-11-05,247.074951171875
2015-11-06,241.27081298828125
2015-11-09,252.654541015625
2015-11-10,252.17355346679688
2015-11-13,256.2781677246094
2015-11-16,253.16758728027344
2015-11-17,249.96095275878906
2015-11-18,250.5381622314453
2015-11-19,251.24359130859375
2015-11-20,256.0857238769531
2015-11-23,255.15573120117188
2015-11-24,254.3220672607422
2015-11-26,253.1355743408203
2015-11-27,255.47642517089844
2015-11-30,258.4587097167969
2015-12-01,248.9989471435547
2015-12-02,250.69850158691406
2015-12-03,262.1142883300781
2015-12-04,268.5918273925781
2015-12-07,267.4053039550781
2015-12-08,263.10833740234375
2015-12-09,256.79119873046875
2015-12-10,256.5666809082031
2015-12-11,257.27215576171875
2015-12-14,258.9717102050781
2015-12-15,255.57264709472656
2015-12-16,253.90516662597656
2015-12-17,256.1498718261719
2015-12-18,248.80653381347656
2015-12-21,252.8148956298828
2015-12-22,254.5465545654297
2015-12-23,254.0974884033203
2015-12-24,256.6308288574219
2015-12-28,286.4209289550781
2015-12-29,276.7687683105469
2015-12-30,274.1714172363281
2015-12-31,274.2354736328125
2016-01-01,274.20355224609375
2016-01-04,269.7782287597656
2016-01-05,278.3079833984375
2016-01-06,280.1999816894531
2016-01-07,277.9873352050781
2016-01-08,281.32232666015625
2016-01-11,280.8734130859375
2016-01-12,282.8614807128906
2016-01-13,279.4303894042969
2016-01-14,276.1916198730469
2016-01-15,276.25579833984375
2016-01-18,263.6534729003906
2016-01-19,267.758056640625
2016-01-20,263.3969421386719
2016-01-21,270.48370361328125
2016-01-22,271.1250915527344
2016-01-25,270.29132080078125
2016-01-27,270.2593078613281
2016-01-28,266.1867980957031
2016-01-29,266.5074157714844
2016-02-01,257.8493957519531
2016-02-02,261.5691223144531
2016-02-03,261.47296142578125
2016-02-04,267.3091125488281
2016-02-05,262.9800720214844
2016-02-08,262.9480285644531
2016-02-09,261.9860534667969
2016-02-10,263.044189453125
2016-02-11,250.76260375976562
2016-02-12,245.503662109375
2016-02-15,250.59837341308594
2016-02-16,248.0498046875
2016-02-17,240.5653839111328
2016-02-18,238.30718994140625
2016-02-19,235.17791748046875
2016-02-22,235.37149047851562
2016-02-23,234.37142944335938
2016-02-24,230.9518280029297
2016-02-25,230.9518280029297
2016-02-26,229.91949462890625
2016-02-29,233.37135314941406
2016-03-01,235.53277587890625
2016-03-02,234.0165252685547
2016-03-03,238.72659301757812
2016-03-04,248.11431884765625
2016-03-08,251.21133422851562
2016-03-09,249.9208984375
2016-03-10,258.01824951171875
2016-03-11,260.5668029785156
2016-03-14,266.502685546875
2016-03-15,255.01803588867188
2016-03-16,251.11453247070312
2016-03-17,242.37196350097656
2016-03-18,244.46890258789062
2016-03-21,244.7269744873047
2016-03-22,241.88807678222656
2016-03-23,244.1463165283203
2016-03-28,248.0175323486328
2016-03-29,246.5012969970703
2016-03-30,251.08226013183594
2016-03-31,249.72732543945312
2016-04-01,267.6318359375
2016-04-04,268.9222412109375
2016-04-05,267.0511474609375
2016-04-06,261.8572082519531
2016-04-07,258.76025390625
2016-04-08,263.0509033203125
2016-04-11,261.9540100097656
2016-04-12,261.1152648925781
2016-04-13,260.6313171386719
2016-04-18,263.2767028808594
2016-04-20,261.3088073730469
2016-04-21,263.4380187988281
2016-04-22,265.0510559082031
2016-04-25,263.9864196777344
2016-04-26,261.4056091308594
2016-04-27,262.4378967285156
2016-04-28,264.05096435546875
2016-04-29,264.53485107421875
2016-05-02,267.9544372558594
2016-05-03,274.7936096191406
2016-05-04,274.6645812988281
2016-05-05,271.6321105957031
2016-05-06,277.56805419921875
2016-05-09,282.7942199707031
2016-05-10,280.63275146484375
2016-05-11,279.2132568359375
2016-05-12,280.9876403808594
2016-05-13,280.31011962890625
2016-05-16,279.7294616699219
2016-05-17,280.1811218261719
2016-05-18,280.6004943847656
2016-05-19,281.0520935058594
2016-05-20,281.2457580566406
2016-05-23,281.8263854980469
2016-05-24,284.0846252441406
2016-05-25,283.9233093261719
2016-05-26,284.2781677246094
2016-05-27,283.9555358886719
2016-05-30,284.8265686035156
2016-05-31,284.5684814453125
2016-06-01,300.8599853515625
2016-06-02,302.79559326171875
2016-06-03,302.05364990234375
2016-06-06,300.1180419921875
2016-06-07,297.95660400390625
2016-06-08,294.5691833496094
2016-06-09,294.5047302246094
2016-06-10,295.6015625
2016-06-13,290.0850524902344
2016-06-14,291.0528564453125
2016-06-15,291.4076843261719
2016-06-16,287.2138671875
2016-06-17,289.5365905761719
2016-06-20,289.7301940917969
2016-06-21,289.9882507324219
2016-06-22,289.343017578125
2016-06-23,297.9888000488281
2016-06-24,293.08526611328125
2016-06-27,293.1498107910156
2016-06-28,300.73101806640625
2016-06-29,307.27978515625
2016-06-30,313.28021240234375
2016-07-01,318.1192626953125
2016-07-04,317.7644348144531
2016-07-05,313.6673278808594
2016-07-07,321.1194763183594
2016-07-08,332.0557556152344
2016-07-11,336.37860107421875
2016-07-12,337.05609130859375
2016-07-13,335.7979736328125
2016-07-14,331.3783264160156
2016-07-15,329.894287109375
2016-07-18,329.7007751464844
2016-07-19,328.57159423828125
2016-07-20,338.1529541015625
2016-07-21,345.1212158203125
2016-07-22,344.83087158203125
2016-07-25,348.6698303222656
2016-07-26,351.08935546875
2016-07-27,351.7022705078125
2016-07-28,351.4442138671875
2016-07-29,354.5089416503906
2016-08-01,358.86407470703125
2016-08-02,356.1864929199219
2016-08-03,355.0574035644531
2016-08-04,360.0577392578125
2016-08-05,362.73529052734375
2016-08-08,364.8000183105469
2016-08-09,360.670654296875
2016-08-10,354.3153991699219
2016-08-11,351.99267578125
2016-08-12,362.7998352050781
2016-08-16,364.44512939453125
2016-08-17,354.41217041015625
2016-08-18,345.89544677734375
2016-08-19,345.7018737792969
2016-08-22,336.9593200683594
2016-08-23,336.18511962890625
2016-08-24,340.5401916503906
2016-08-25,340.99188232421875
2016-08-26,339.7982482910156
2016-08-29,345.5728454589844
2016-08-30,353.1863098144531
2016-08-31,360.8642272949219
2016-09-01,360.1222839355469
2016-09-02,359.5093078613281
2016-09-06,368.8970947265625
2016-09-07,371.1553039550781
2016-09-08,379.0591125488281
2016-09-09,371.3488464355469
2016-09-12,371.31658935546875
2016-09-14,371.1875
2016-09-15,379.02685546875
2016-09-16,390.0921325683594
2016-09-19,381.2527770996094
2016-09-20,383.09161376953125
2016-09-21,382.28509521484375
2016-09-22,382.5108947753906
2016-09-23,382.05926513671875
2016-09-26,379.5107116699219
2016-09-27,381.3172607421875
2016-09-28,381.28497314453125
2016-09-29,380.9301452636719
2016-09-30,381.0269775390625
2016-10-03,381.8334655761719
2016-10-04,390.930908203125
2016-10-05,396.511962890625
2016-10-06,395.4795837402344
2016-10-07,396.15704345703125
2016-10-10,387.8338928222656
2016-10-13,381.6076965332031
2016-10-14,403.6737365722656
2016-10-17,405.7061462402344
2016-10-18,418.4167175292969
2016-10-19,424.6752014160156
2016-10-20,414.0938720703125
2016-10-21,424.93328857421875
2016-10-24,428.6109924316406
2016-10-25,417.35211181640625
2016-10-26,406.25457763671875
2016-10-27,399.9637756347656
2016-10-28,402.5446472167969
2016-11-01,419.5458068847656
2016-11-02,432.32086181640625
2016-11-03,421.96533203125
2016-11-04,407.1578369140625
2016-11-07,396.83453369140625
2016-11-08,404.1253662109375
2016-11-09,395.2860412597656
2016-11-10,396.57647705078125
2016-11-11,396.15704345703125
2016-11-15,378.8655090332031
2016-11-16,381.0269775390625
2016-11-17,381.2527770996094
2016-11-18,380.478515625
2016-11-21,367.89697265625
2016-11-22,379.6719665527344
2016-11-23,386.38214111328125
2016-11-24,381.0269775390625
2016-11-25,379.8333435058594
2016-11-28,377.47833251953125
2016-11-29,367.1549377441406
2016-11-30,374.2845764160156
2016-12-01,375.41363525390625
2016-12-02,371.99407958984375
2016-12-05,370.9939880371094
2016-12-06,366.3807373046875
2016-12-07,373.252197265625
2016-12-08,376.31695556640625
2016-12-09,374.0909729003906
2016-12-12,371.57470703125
2016-12-13,374.0909729003906
2016-12-14,370.6713562011719
2016-12-15,363.5741271972656
2016-12-16,376.1878662109375
2016-12-19,368.8970947265625
2016-12-20,364.8322448730469
2016-12-21,360.9932861328125
2016-12-22,363.1224365234375
2016-12-23,367.34857177734375
2016-12-26,357.89630126953125
2016-12-27,368.96160888671875
2016-12-28,375.962158203125
2016-12-29,375.67169189453125
2016-12-30,377.3170166015625
2017-01-02,373.5102844238281
2017-01-03,376.0265808105469
2017-01-04,372.2843933105469
2017-01-05,371.63922119140625
2017-01-06,371.0262451171875
2017-01-09,375.2200622558594
2017-01-10,373.6716003417969
2017-01-11,371.8005065917969
2017-01-12,370.63916015625
2017-01-13,372.2843933105469
2017-01-16,371.0262451171875
2017-01-17,370.2520446777344
2017-01-18,370.8650207519531
2017-01-19,370.3164978027344
2017-01-20,369.8326721191406
2017-01-23,371.123046875
2017-01-24,373.219970703125
2017-01-25,367.92919921875
2017-01-27,370.28424072265625
2017-01-30,373.09100341796875
2017-01-31,371.5101623535156
2017-02-01,386.54345703125
2017-02-02,387.09185791015625
2017-02-03,387.4145202636719
2017-02-06,391.8341979980469
2017-02-07,392.73748779296875
2017-02-08,394.06005859375
2017-02-09,392.99554443359375
2017-02-10,392.9310607910156
2017-02-13,395.6086120605469
2017-02-14,393.06005859375
2017-02-15,393.6407775878906
2017-02-16,403.0284729003906
2017-02-17,396.7271728515625
2017-02-20,396.4683532714844
2017-02-21,391.7438049316406
2017-02-22,394.07366943359375
2017-02-23,396.7271728515625
2017-02-27,401.32220458984375
2017-02-28,403.06964111328125
2017-03-01,402.87542724609375
2017-03-02,404.5904846191406
2017-03-03,401.28985595703125
2017-03-06,399.38067626953125
2017-03-07,404.1698913574219
2017-03-08,396.4683532714844
2017-03-09,390.38470458984375
2017-03-10,390.32000732421875
2017-03-14,390.9995422363281
2017-03-15,387.1164245605469
2017-03-16,393.84716796875
2017-03-17,394.8179626464844
2017-03-20,393.7824401855469
