Date,SHYAMMETL.NS
2021-06-24,357.1668395996094
2021-06-25,369.3683166503906
2021-06-28,359.0658264160156
2021-06-29,345.91485595703125
2021-06-30,350.9473876953125
2021-07-01,351.9443664550781
2021-07-02,352.7514953613281
2021-07-05,363.0064392089844
2021-07-06,371.12493896484375
2021-07-07,392.0621337890625
2021-07-08,395.6228942871094
2021-07-09,397.5219421386719
2021-07-12,398.6139221191406
2021-07-13,396.90472412109375
2021-07-14,392.6793212890625
2021-07-15,385.70025634765625
2021-07-16,392.44195556640625
2021-07-19,408.4890441894531
2021-07-20,419.9784240722656
2021-07-22,422.54217529296875
2021-07-23,409.5335388183594
2021-07-26,406.30511474609375
2021-07-27,407.20721435546875
2021-07-28,397.94927978515625
2021-07-29,414.5660705566406
2021-07-30,414.3761291503906
2021-08-02,407.349609375
2021-08-03,404.5484924316406
2021-08-04,403.17169189453125
2021-08-05,402.2221374511719
2021-08-06,399.84832763671875
2021-08-09,400.7029113769531
2021-08-10,386.60235595703125
2021-08-11,385.98516845703125
2021-08-12,396.2400817871094
2021-08-13,394.0086975097656
2021-08-16,394.3885192871094
2021-08-17,395.4804382324219
2021-08-18,391.112548828125
2021-08-20,371.9320983886719
2021-08-23,345.6300354003906
2021-08-24,365.332763671875
2021-08-25,370.3653259277344
2021-08-26,365.427734375
2021-08-27,366.99444580078125
2021-08-30,374.6856994628906
2021-08-31,371.88458251953125
2021-09-01,370.5077819824219
2021-09-02,375.3503112792969
2021-09-03,375.16046142578125
2021-09-06,374.8736877441406
2021-09-07,373.72637939453125
2021-09-08,369.2328796386719
2021-09-09,389.310302734375
2021-09-13,394.9510498046875
2021-09-14,388.9278564453125
2021-09-15,389.6448669433594
2021-09-16,389.1190490722656
2021-09-17,383.2870788574219
2021-09-20,365.2173767089844
2021-09-21,358.8117370605469
2021-09-22,360.05462646484375
2021-09-23,365.1217346191406
2021-09-24,358.0946350097656
2021-09-27,352.4060974121094
2021-09-28,353.17095947265625
2021-09-29,348.6296081542969
2021-09-30,352.5494384765625
2021-10-01,356.3259582519531
2021-10-04,356.9474182128906
2021-10-05,353.64898681640625
2021-10-06,344.99658203125
2021-10-07,343.22784423828125
2021-10-08,347.81695556640625
2021-10-11,347.7691650390625
2021-10-12,347.96038818359375
2021-10-13,346.86090087890625
2021-10-14,346.3350830078125
2021-10-18,357.76007080078125
2021-10-19,351.306640625
2021-10-20,346.4306945800781
2021-10-21,344.3751220703125
2021-10-22,338.63873291015625
2021-10-25,325.3972473144531
2021-10-26,334.7188720703125
2021-10-27,330.8945617675781
2021-10-28,324.6801452636719
2021-10-29,321.8597717285156
2021-11-01,327.11810302734375
2021-11-02,326.4967041015625
2021-11-03,329.7472839355469
2021-11-04,340.7899169921875
2021-11-08,343.22784423828125
2021-11-09,334.52764892578125
2021-11-10,335.1490173339844
2021-11-11,335.38812255859375
2021-11-12,332.1374206542969
2021-11-15,330.0819091796875
2021-11-16,333.4281921386719
2021-11-17,333.76495361328125
2021-11-18,327.750732421875
2021-11-22,318.36859130859375
2021-11-23,320.96673583984375
2021-11-24,321.1591796875
2021-11-25,321.3516540527344
2021-11-26,304.3674621582031
2021-11-29,300.6146240234375
2021-11-30,299.45989990234375
2021-12-01,298.4013671875
2021-12-02,297.6796569824219
2021-12-03,297.3428955078125
2021-12-06,300.90325927734375
2021-12-07,302.9241027832031
2021-12-08,313.3166809082031
2021-12-09,315.72235107421875
2021-12-10,319.234619140625
2021-12-13,317.69500732421875
2021-12-14,314.663818359375
2021-12-15,312.83544921875
2021-12-16,308.745849609375
2021-12-17,302.3467102050781
2021-12-20,297.102294921875
2021-12-21,296.6211853027344
2021-12-22,305.0892028808594
2021-12-23,319.5713806152344
2021-12-24,309.0826416015625
2021-12-27,307.7835693359375
2021-12-28,331.45550537109375
2021-12-29,323.85357666015625
2021-12-30,329.5791015625
2021-12-31,329.9158935546875
2022-01-03,326.35546875
2022-01-04,321.4959716796875
2022-01-05,330.3970031738281
2022-01-06,331.5517272949219
2022-01-07,337.8546447753906
2022-01-10,336.7480163574219
2022-01-11,336.98858642578125
2022-01-12,333.1875915527344
2022-01-13,338.4320068359375
2022-01-14,337.2291564941406
2022-01-17,340.06787109375
2022-01-18,335.97821044921875
2022-01-19,334.5347595214844
2022-01-20,326.403564453125
2022-01-21,327.5583190917969
2022-01-24,309.65997314453125
2022-01-25,319.4752502441406
2022-01-27,320.2449645996094
2022-01-28,321.5921936035156
2022-01-31,315.3373718261719
2022-02-01,330.1083068847656
2022-02-02,340.8376770019531
2022-02-03,330.34893798828125
2022-02-04,332.0328674316406
2022-02-07,327.89508056640625
2022-02-08,323.9497985839844
2022-02-09,328.80926513671875
2022-02-10,337.5178527832031
2022-02-11,330.3008117675781
2022-02-14,319.234619140625
2022-02-15,321.06292724609375
2022-02-16,317.7912292480469
2022-02-17,315.5298156738281
2022-02-18,313.3982238769531
2022-02-21,307.5846862792969
2022-02-22,299.3003845214844
2022-02-23,304.1449890136719
2022-02-24,282.19891357421875
2022-02-25,290.1925354003906
2022-02-28,296.10296630859375
2022-03-02,309.47412109375
2022-03-03,311.3150329589844
2022-03-04,299.251953125
2022-03-07,298.96124267578125
2022-03-08,300.5600280761719
2022-03-09,304.6779479980469
2022-03-10,302.7884826660156
2022-03-11,301.67425537109375
2022-03-14,303.12762451171875
2022-03-15,298.8644104003906
2022-03-16,314.4640808105469
2022-03-17,336.6039123535156
2022-03-21,347.8918762207031
2022-03-22,346.1478576660156
2022-03-23,350.4111328125
2022-03-24,366.3498840332031
2022-03-25,358.4532165527344
2022-03-28,350.21728515625
2022-03-29,356.8059997558594
2022-03-30,351.7191162109375
2022-03-31,351.0893859863281
2022-04-01,352.6880798339844
2022-04-04,359.422119140625
2022-04-05,358.40472412109375
2022-04-06,359.4705505371094
2022-04-07,354.529052734375
2022-04-08,356.46685791015625
2022-04-11,358.5985412597656
2022-04-12,347.7465515136719
2022-04-13,350.21728515625
2022-04-18,341.4485778808594
2022-04-19,343.38641357421875
2022-04-20,339.2684631347656
2022-04-21,341.4485778808594
2022-04-22,338.6871337890625
2022-04-25,329.6277160644531
2022-04-26,328.1258239746094
2022-04-27,324.4924621582031
2022-04-28,323.1843566894531
2022-04-29,316.64410400390625
2022-05-02,307.7784729003906
2022-05-04,306.9548645019531
2022-05-05,307.148681640625
2022-05-06,301.5289306640625
2022-05-09,299.9786682128906
2022-05-10,295.8122863769531
2022-05-11,292.61480712890625
2022-05-12,290.5800476074219
2022-05-13,291.6943359375
2022-05-16,289.8533935546875
2022-05-17,318.8241882324219
2022-05-18,332.7767333984375
2022-05-19,323.5719299316406
2022-05-20,325.94580078125
2022-05-23,294.55267333984375
2022-05-24,297.84698486328125
2022-05-25,295.8607482910156
2022-05-26,292.4695129394531
2022-05-27,296.10296630859375
2022-05-30,301.62579345703125
2022-05-31,303.12762451171875
2022-06-01,302.7400817871094
2022-06-02,299.6879577636719
2022-06-03,297.7016296386719
2022-06-06,294.3104553222656
2022-06-07,302.9822998046875
2022-06-08,305.06549072265625
2022-06-09,312.57464599609375
2022-06-10,316.4018859863281
2022-06-13,301.2867126464844
2022-06-14,300.5600280761719
2022-06-15,310.05548095703125
2022-06-16,293.1961975097656
2022-06-17,291.1614990234375
2022-06-20,269.45758056640625
2022-06-21,273.4301452636719
2022-06-22,272.36431884765625
2022-06-23,272.7034912109375
2022-06-24,277.548095703125
2022-06-27,279.3890075683594
2022-06-28,280.11578369140625
2022-06-29,276.3853454589844
2022-06-30,271.7344970703125
2022-07-01,268.2464294433594
2022-07-04,267.85888671875
2022-07-05,269.1668395996094
2022-07-06,268.440185546875
2022-07-07,276.14312744140625
2022-07-08,275.5617980957031
2022-07-11,288.20623779296875
2022-07-12,282.0536193847656
2022-07-13,281.4721984863281
2022-07-14,278.9045715332031
2022-07-15,278.226318359375
2022-07-18,282.19891357421875
2022-07-19,284.86346435546875
2022-07-20,289.27203369140625
2022-07-21,290.0956115722656
2022-07-22,287.6248474121094
2022-07-25,285.59014892578125
2022-07-26,279.3890075683594
2022-07-27,281.4721984863281
2022-07-28,286.219970703125
2022-07-29,292.4695129394531
2022-08-01,301.819580078125
2022-08-02,300.6084289550781
2022-08-03,295.4247131347656
2022-08-04,291.54901123046875
2022-08-05,291.6943359375
2022-08-08,292.2757263183594
2022-08-10,291.54901123046875
2022-08-11,289.50201416015625
2022-08-12,291.0616455078125
2022-08-16,291.98760986328125
2022-08-17,293.108642578125
2022-08-18,293.8883972167969
2022-08-19,291.6465148925781
2022-08-22,286.72393798828125
2022-08-23,289.35577392578125
2022-08-24,291.74395751953125
2022-08-25,288.6734619140625
2022-08-26,293.4985046386719
2022-08-29,289.9407043457031
2022-08-30,294.4732666015625
2022-09-01,292.1825866699219
2022-09-02,287.5037841796875
2022-09-05,291.30535888671875
2022-09-06,296.42279052734375
2022-09-07,293.1573486328125
2022-09-08,292.5725402832031
2022-09-09,297.73876953125
2022-09-12,295.3505554199219
2022-09-13,295.740478515625
2022-09-14,297.00762939453125
2022-09-15,296.32525634765625
2022-09-16,292.6864318847656
2022-09-19,293.3256530761719
2022-09-20,295.48931884765625
2022-09-21,289.9325866699219
2022-09-22,288.408203125
2022-09-23,288.5556945800781
2022-09-26,288.99835205078125
2022-09-27,291.26031494140625
2022-09-28,286.5887451171875
2022-09-29,282.9006652832031
2022-09-30,281.57293701171875
2022-10-03,279.9010314941406
2022-10-04,282.2122497558594
2022-10-06,284.47430419921875
2022-10-07,282.9006652832031
2022-10-10,277.6390075683594
2022-10-11,277.491455078125
2022-10-12,279.3600769042969
2022-10-13,280.73699951171875
2022-10-14,285.2118835449219
2022-10-17,285.6052551269531
2022-10-18,293.3748474121094
2022-10-19,295.0467529296875
2022-10-20,299.324951171875
2022-10-21,291.6537170410156
2022-10-24,293.8174133300781
2022-10-25,288.30987548828125
2022-10-27,286.8346252441406
2022-10-28,286.9329528808594
2022-10-31,300.7510070800781
2022-11-01,295.24346923828125
2022-11-02,298.980712890625
2022-11-03,297.3087463378906
2022-11-04,303.65228271484375
2022-11-07,305.3733825683594
2022-11-09,301.78369140625
2022-11-10,295.1943054199219
2022-11-11,294.89923095703125
2022-11-14,293.7190856933594
2022-11-15,298.04638671875
2022-11-16,295.24346923828125
2022-11-17,295.68603515625
2022-11-18,291.8504333496094
2022-11-21,296.42364501953125
2022-11-22,292.14544677734375
2022-11-23,289.8834533691406
2022-11-24,286.5395812988281
2022-11-25,288.80157470703125
2022-11-28,287.6706237792969
2022-11-29,288.89996337890625
2022-11-30,289.4900817871094
2022-12-01,289.5884094238281
2022-12-02,290.6702575683594
2022-12-05,288.3590393066406
2022-12-06,286.8346252441406
2022-12-07,287.129638671875
2022-12-08,287.2279968261719
2022-12-09,286.6871032714844
2022-12-12,288.408203125
2022-12-13,287.7689208984375
2022-12-14,289.0474853515625
2022-12-15,287.9656066894531
2022-12-16,286.3428649902344
2022-12-19,289.0474853515625
2022-12-20,286.7362365722656
2022-12-21,294.260009765625
2022-12-22,288.1623229980469
2022-12-23,280.0485534667969
2022-12-26,292.58807373046875
2022-12-27,305.1275329589844
2022-12-28,308.127197265625
2022-12-29,301.1444091796875
2022-12-30,308.4222412109375
2023-01-02,321.06005859375
2023-01-03,321.79766845703125
2023-01-04,307.7829895019531
2023-01-05,303.2096862792969
2023-01-06,298.0955810546875
2023-01-09,296.42364501953125
2023-01-10,294.4566345214844
2023-01-11,295.0467529296875
2023-01-12,295.7352294921875
2023-01-13,301.1935729980469
2023-01-16,302.86553955078125
2023-01-17,295.5385437011719
2023-01-18,299.17742919921875
2023-01-19,307.9305114746094
2023-01-20,320.7649841308594
2023-01-23,316.6343688964844
2023-01-24,312.0119323730469
2023-01-25,301.7345275878906
2023-01-27,297.94805908203125
2023-01-30,297.4071350097656
2023-01-31,298.3906555175781
2023-02-01,296.6203308105469
2023-02-02,294.40753173828125
2023-02-03,294.505859375
2023-02-06,295.6368408203125
2023-02-07,292.0963134765625
2023-02-08,293.7190856933594
2023-02-09,292.2929992675781
2023-02-10,291.7029113769531
2023-02-13,288.5065612792969
2023-02-14,287.1788635253906
2023-02-15,291.30950927734375
2023-02-16,287.6214294433594
2023-02-17,285.949462890625
2023-02-20,285.4085998535156
2023-02-21,284.08087158203125
2023-02-22,282.6548156738281
2023-02-23,281.37628173828125
2023-02-24,279.9993896484375
2023-02-27,272.770751953125
2023-02-28,265.6404113769531
2023-03-01,272.6723937988281
2023-03-02,268.9842834472656
2023-03-03,271.8856506347656
2023-03-06,276.16375732421875
2023-03-08,276.8030700683594
2023-03-09,278.67169189453125
2023-03-10,275.03277587890625
2023-03-13,268.64007568359375
2023-03-14,269.91864013671875
2023-03-15,268.2467041015625
2023-03-16,261.5589904785156
2023-03-17,274.3934631347656
2023-03-20,272.3281555175781
2023-03-21,272.5248718261719
2023-03-22,270.5578918457031
2023-03-23,271.39385986328125
2023-03-24,266.3288879394531
2023-03-27,260.3296203613281
2023-03-28,251.18313598632812
2023-03-29,259.837890625
2023-03-31,258.51019287109375
2023-04-03,267.3616027832031
2023-04-05,270.8529357910156
2023-04-06,271.0496520996094
2023-04-10,277.2948303222656
2023-04-11,283.14654541015625
