Date,SCI.NS
2015-08-21,78.02352905273438
2015-08-24,65.13352966308594
2015-08-25,68.01423645019531
2015-08-26,66.94007873535156
2015-08-27,68.89311218261719
2015-08-28,67.4283447265625
2015-08-31,66.25651550292969
2015-09-01,62.10633087158203
2015-09-02,63.473453521728516
2015-09-03,64.93821716308594
2015-09-04,61.95985794067383
2015-09-07,62.0575065612793
2015-09-08,62.74106979370117
2015-09-09,65.76826477050781
2015-09-10,64.05937194824219
2015-09-11,64.840576171875
2015-09-14,65.2800064086914
2015-09-15,62.252811431884766
2015-09-16,64.1570053100586
2015-09-18,69.57666778564453
2015-09-21,76.50991821289062
2015-09-22,72.16443634033203
2015-09-23,75.92401885986328
2015-09-24,74.996337890625
2015-09-28,73.87332916259766
2015-09-29,71.96913146972656
2015-09-30,73.72686767578125
2015-10-01,73.38508605957031
2015-10-05,74.80101776123047
2015-10-06,74.50806427001953
2015-10-07,77.63291931152344
2015-10-08,78.17001342773438
2015-10-09,75.82636260986328
2015-10-12,75.38693237304688
2015-10-13,77.3399658203125
2015-10-14,80.75775909423828
2015-10-15,79.830078125
2015-10-16,79.9277114868164
2015-10-19,81.14836883544922
2015-10-20,79.29298400878906
2015-10-21,81.7342758178711
2015-10-23,80.80658721923828
2015-10-26,78.21881103515625
2015-10-27,76.50991821289062
2015-10-28,76.02165985107422
2015-10-29,77.3399658203125
2015-10-30,77.24230194091797
2015-11-02,80.2206802368164
2015-11-03,78.26764678955078
2015-11-04,76.70523834228516
2015-11-05,73.82450103759766
2015-11-06,73.38508605957031
2015-11-09,77.43761444091797
2015-11-10,75.14279174804688
2015-11-13,79.39064025878906
2015-11-16,78.26764678955078
2015-11-17,77.97469329833984
2015-11-18,75.3381118774414
2015-11-19,77.24230194091797
2015-11-20,76.70523834228516
2015-11-23,79.0488510131836
2015-11-24,79.09768676757812
2015-11-26,80.90424346923828
2015-11-27,79.58594512939453
2015-11-30,81.00188446044922
2015-12-01,83.39434814453125
2015-12-02,83.39434814453125
2015-12-03,80.95307159423828
2015-12-04,80.95307159423828
2015-12-07,80.51362609863281
2015-12-08,84.663818359375
2015-12-09,81.34366607666016
2015-12-10,87.3980712890625
2015-12-11,87.54454040527344
2015-12-14,89.74169921875
2015-12-15,93.25715637207031
2015-12-16,94.52661895751953
2015-12-17,92.86653900146484
2015-12-18,95.2590103149414
2015-12-21,97.4073486328125
2015-12-22,95.16134643554688
2015-12-23,96.43081665039062
2015-12-24,94.62427520751953
2015-12-28,93.79423522949219
2015-12-29,91.74354553222656
2015-12-30,93.40362548828125
2015-12-31,91.15764617919922
2016-01-01,92.18299102783203
2016-01-04,89.69287109375
2016-01-05,91.54824829101562
2016-01-06,91.98767852783203
2016-01-07,88.66753387451172
2016-01-08,88.81401062011719
2016-01-11,93.89188385009766
2016-01-12,91.59707641601562
2016-01-13,88.42340087890625
2016-01-14,89.10696411132812
2016-01-15,84.1267318725586
2016-01-18,73.67803192138672
2016-01-19,74.50806427001953
2016-01-20,72.40856170654297
