Date,VRSN
2015-08-03,70.43791961669922
2015-08-04,70.68724060058594
2015-08-05,70.87672424316406
2015-08-06,70.42794799804688
2015-08-07,70.70718383789062
2015-08-10,71.17591094970703
2015-08-11,70.66729736328125
2015-08-12,70.52767944335938
2015-08-13,70.42794799804688
2015-08-14,70.89666748046875
2015-08-17,70.99639892578125
2015-08-18,70.73710632324219
2015-08-19,70.3880615234375
2015-08-20,68.96194458007812
2015-08-21,67.6255874633789
2015-08-24,65.76067352294922
2015-08-25,65.74073028564453
2015-08-26,67.89485931396484
2015-08-27,69.66004180908203
2015-08-28,69.3608627319336
2015-08-31,68.75251770019531
2015-09-01,66.37898254394531
2015-09-02,67.85496520996094
2015-09-03,68.04444885253906
2015-09-04,66.94743347167969
2015-09-08,68.04444885253906
2015-09-09,67.91480255126953
2015-09-10,68.6029281616211
2015-09-11,68.971923828125
2015-09-14,69.03175354003906
2015-09-15,69.96920013427734
2015-09-16,70.41797637939453
2015-09-17,70.29830169677734
2015-09-18,69.759765625
2015-09-21,70.9066390991211
2015-09-22,69.6999282836914
2015-09-23,70.05895233154297
2015-09-24,69.41072082519531
2015-09-25,69.12150573730469
2015-09-28,67.4560546875
2015-09-29,68.00455474853516
2015-09-30,70.36811065673828
2015-10-01,71.22576904296875
2015-10-02,73.11062622070312
2015-10-05,74.67636108398438
2015-10-06,73.07073974609375
2015-10-07,74.33728790283203
2015-10-08,74.50682067871094
2015-10-09,74.8658447265625
2015-10-12,75.09522247314453
2015-10-13,74.36720275878906
2015-10-14,74.12786102294922
2015-10-15,74.45696258544922
2015-10-16,74.46693420410156
2015-10-19,75.294677734375
2015-10-20,75.5838851928711
2015-10-21,74.25750732421875
2015-10-22,75.20492553710938
2015-10-23,79.96195220947266
2015-10-26,80.25115966796875
2015-10-27,79.61289978027344
2015-10-28,80.67999267578125
2015-10-29,80.52042388916016
2015-10-30,80.38080596923828
2015-11-02,81.49776458740234
2015-11-03,80.70990753173828
2015-11-04,81.05895233154297
2015-11-05,81.07890319824219
2015-11-06,82.28561401367188
2015-11-09,81.0190658569336
2015-11-10,81.49776458740234
2015-11-11,82.30555725097656
2015-11-12,82.02632141113281
2015-11-13,81.33819580078125
2015-11-16,83.14328002929688
2015-11-17,83.6917724609375
2015-11-18,86.03538513183594
2015-11-19,86.36448669433594
2015-11-20,90.05442810058594
2015-11-23,89.93475341796875
2015-11-24,88.2992172241211
2015-11-25,89.14690399169922
2015-11-27,89.0571517944336
2015-11-30,89.19676971435547
2015-12-01,90.65279388427734
2015-12-02,89.2665786743164
2015-12-03,91.7896957397461
2015-12-04,92.86676025390625
2015-12-07,92.23847198486328
2015-12-08,92.31825256347656
2015-12-09,91.0317611694336
2015-12-10,90.62287902832031
2015-12-11,88.7978515625
2015-12-14,88.61834716796875
2015-12-15,89.72532653808594
2015-12-16,89.76522064208984
2015-12-17,87.61109161376953
2015-12-18,86.20492553710938
2015-12-21,86.57391357421875
2015-12-22,87.33184814453125
2015-12-23,87.56122589111328
2015-12-24,87.5412826538086
2015-12-28,87.6509780883789
2015-12-29,88.49866485595703
2015-12-30,87.90029907226562
2015-12-31,87.12242126464844
2016-01-04,83.72169494628906
2016-01-05,81.18860626220703
2016-01-06,80.7996597290039
2016-01-07,80.33094787597656
2016-01-08,77.93746948242188
2016-01-11,77.8576889038086
2016-01-12,79.07437133789062
2016-01-13,75.88306427001953
2016-01-14,75.44426727294922
2016-01-15,74.0480728149414
2016-01-19,74.39712524414062
2016-01-20,73.9383773803711
2016-01-21,73.64916229248047
2016-01-22,75.00546264648438
2016-01-25,74.41706848144531
2016-01-26,74.94563293457031
2016-01-27,74.5367431640625
2016-01-28,76.8703842163086
2016-01-29,75.39440155029297
2016-02-01,75.44426727294922
2016-02-02,74.03810119628906
2016-02-03,75.99276733398438
2016-02-04,76.80057525634766
2016-02-05,75.4642105102539
2016-02-08,71.57481384277344
2016-02-09,72.4225082397461
2016-02-10,73.58932495117188
2016-02-11,73.95832061767578
2016-02-12,76.76068115234375
2016-02-16,79.46331024169922
2016-02-17,81.2284927368164
2016-02-18,80.4007568359375
2016-02-19,80.45061492919922
2016-02-22,83.76158905029297
2016-02-23,82.26566314697266
2016-02-24,82.9737319946289
2016-02-25,84.10066223144531
2016-02-26,85.64644622802734
2016-02-29,84.26022338867188
2016-03-01,87.14236450195312
2016-03-02,87.30193328857422
2016-03-03,88.39894104003906
2016-03-04,88.8975830078125
2016-03-07,87.7507095336914
2016-03-08,86.87310028076172
2016-03-09,86.7235107421875
2016-03-10,86.94290924072266
2016-03-11,88.01997375488281
2016-03-14,87.49141693115234
2016-03-15,88.24934387207031
2016-03-16,89.27654266357422
2016-03-17,89.67546081542969
2016-03-18,88.31916046142578
2016-03-21,88.33910369873047
2016-03-22,89.10700988769531
2016-03-23,88.64826202392578
2016-03-24,89.00728607177734
2016-03-28,88.21942901611328
2016-03-29,88.86766052246094
2016-03-30,89.34635162353516
2016-03-31,88.2992172241211
2016-04-01,89.39622497558594
2016-04-04,89.30647277832031
2016-04-05,88.46875
2016-04-06,89.59567260742188
2016-04-07,89.34635162353516
2016-04-08,89.51589965820312
2016-04-11,88.8377456665039
2016-04-12,88.36902618408203
2016-04-13,89.27654266357422
2016-04-14,88.86766052246094
2016-04-15,88.45877838134766
2016-04-18,89.41616821289062
2016-04-19,88.54853820800781
2016-04-20,89.04717254638672
2016-04-21,88.28923797607422
2016-04-22,88.39894104003906
2016-04-25,89.03720092773438
2016-04-26,88.91753387451172
2016-04-27,89.16685485839844
2016-04-28,89.17681884765625
2016-04-29,86.16503143310547
2016-05-02,87.89032745361328
2016-05-03,86.9229736328125
2016-05-04,84.69902801513672
2016-05-05,84.18045043945312
2016-05-06,84.95832824707031
2016-05-09,84.27020263671875
2016-05-10,85.37718200683594
2016-05-11,84.5494384765625
2016-05-12,84.72895050048828
2016-05-13,84.4896011352539
2016-05-16,84.9184341430664
2016-05-17,83.29286193847656
2016-05-18,83.47237396240234
2016-05-19,82.67455291748047
2016-05-20,82.93384552001953
2016-05-23,83.02359771728516
2016-05-24,84.33003234863281
2016-05-25,84.0807113647461
2016-05-26,84.52949523925781
2016-05-27,84.7189712524414
2016-05-31,85.22759246826172
2016-06-01,85.1478042602539
2016-06-02,85.08796691894531
2016-06-03,84.3799057006836
2016-06-06,84.5893325805664
2016-06-07,84.64916229248047
2016-06-08,84.67909240722656
2016-06-09,84.86856842041016
2016-06-10,84.42977142333984
2016-06-13,83.21308898925781
2016-06-14,84.75886535644531
2016-06-15,84.63919830322266
2016-06-16,84.90846252441406
2016-06-17,84.12060546875
2016-06-20,85.44699096679688
2016-06-21,86.20492553710938
2016-06-22,85.75614929199219
2016-06-23,87.04264068603516
2016-06-24,83.9510726928711
2016-06-27,80.62014770507812
2016-06-28,82.68452453613281
2016-06-29,84.26022338867188
2016-06-30,86.22486877441406
2016-07-01,85.10791015625
2016-07-05,83.96104431152344
2016-07-06,82.75434112548828
2016-07-07,83.1731948852539
2016-07-08,85.3672103881836
2016-07-11,84.99821472167969
2016-07-12,84.75886535644531
2016-07-13,84.18045043945312
2016-07-14,84.45968627929688
2016-07-15,83.81145477294922
2016-07-18,83.18316650390625
2016-07-19,82.89395904541016
2016-07-20,84.10066223144531
2016-07-21,82.59477233886719
2016-07-22,83.24300384521484
2016-07-25,83.96104431152344
2016-07-26,83.72169494628906
2016-07-27,83.76158905029297
2016-07-28,84.02088165283203
2016-07-29,86.37446594238281
2016-08-01,85.38715362548828
2016-08-02,84.00093841552734
2016-08-03,84.62921905517578
2016-08-04,83.87128448486328
2016-08-05,84.4896011352539
2016-08-08,84.18045043945312
2016-08-09,84.64916229248047
2016-08-10,84.35995483398438
2016-08-11,84.43973541259766
2016-08-12,83.02359771728516
2016-08-15,81.58751678466797
2016-08-16,75.76339721679688
2016-08-17,75.01544189453125
2016-08-18,73.99820709228516
2016-08-19,74.84590148925781
2016-08-22,74.96556854248047
2016-08-23,75.17500305175781
2016-08-24,74.22758483886719
2016-08-25,74.81597900390625
2016-08-26,74.8060073852539
