Date,VWS.CO
2015-08-24,59.460853576660156
2015-08-25,63.50505065917969
2015-08-26,63.26823043823242
2015-08-27,65.76398468017578
2015-08-28,65.01708221435547
2015-08-31,64.76203155517578
2015-09-01,63.57792663574219
2015-09-02,64.76203155517578
2015-09-03,66.31050872802734
2015-09-04,64.01513671875
2015-09-07,63.140716552734375
2015-09-08,64.45236206054688
2015-09-09,65.27213287353516
2015-09-10,65.18104553222656
2015-09-11,64.5616455078125
2015-09-14,64.43413543701172
2015-09-15,63.86940383911133
2015-09-16,64.03337097167969
2015-09-17,63.96049499511719
2015-09-18,63.25002670288086
2015-09-21,63.9422607421875
2015-09-22,61.920169830322266
2015-09-23,62.41203689575195
2015-09-24,59.096500396728516
2015-09-25,61.64690399169922
2015-09-28,59.7523193359375
2015-09-29,61.30078125
2015-09-30,63.140716552734375
2015-10-01,63.559715270996094
2015-10-02,63.468624114990234
2015-10-05,65.43608093261719
2015-10-06,66.14655303955078
2015-10-07,67.45819091796875
2015-10-08,68.07756042480469
2015-10-09,69.42564392089844
2015-10-12,67.53105926513672
2015-10-13,67.85897064208984
2015-10-14,66.85701751708984
2015-10-15,68.2597427368164
2015-10-16,67.7496566772461
2015-10-19,68.47834777832031
2015-10-20,68.76982116699219
2015-10-21,69.5349349975586
2015-10-22,69.93571472167969
2015-10-23,71.11984252929688
2015-10-26,71.8302993774414
2015-10-27,71.55704498291016
2015-10-28,71.81208038330078
2015-10-29,72.26751708984375
2015-10-30,72.0124740600586
2015-11-02,73.2330322265625
2015-11-03,72.32217407226562
2015-11-04,71.7027816772461
2015-11-05,75.43730163574219
2015-11-06,76.18421936035156
2015-11-09,76.45747375488281
2015-11-10,76.257080078125
2015-11-11,76.76715850830078
2015-11-12,76.73072814941406
2015-11-13,75.9473876953125
2015-11-16,75.9473876953125
2015-11-17,79.11717987060547
2015-11-18,79.02608489990234
2015-11-19,78.62532043457031
2015-11-20,78.93501281738281
2015-11-23,78.93501281738281
2015-11-24,79.09896850585938
2015-11-25,80.30130004882812
2015-11-26,80.30130004882812
2015-11-27,82.65130615234375
2015-11-30,82.65130615234375
2015-12-01,83.76255798339844
2015-12-02,84.10868072509766
2015-12-03,83.41642761230469
2015-12-04,83.41642761230469
2015-12-07,83.67147064208984
2015-12-08,83.67147064208984
2015-12-09,83.50750732421875
2015-12-10,82.56021881103516
2015-12-11,80.2830810546875
2015-12-14,81.26679992675781
2015-12-15,82.9792251586914
2015-12-16,82.9792251586914
2015-12-17,87.26024627685547
2015-12-18,86.98699951171875
2015-12-21,86.71373748779297
2015-12-22,86.03970336914062
2015-12-23,87.26024627685547
2015-12-28,86.75016784667969
2015-12-29,88.13467407226562
2015-12-30,88.13467407226562
2016-01-04,86.56800842285156
2016-01-05,86.56800842285156
2016-01-06,85.5660629272461
2016-01-07,83.67147064208984
2016-01-08,81.79510498046875
2016-01-11,80.5198974609375
2016-01-12,82.76061248779297
2016-01-13,81.61293029785156
2016-01-14,80.5198974609375
2016-01-15,74.4900131225586
2016-01-18,75.83808898925781
2016-01-19,80.3741683959961
2016-01-20,76.98576354980469
2016-01-21,76.4939193725586
2016-01-22,78.1880874633789
2016-01-25,78.78927612304688
2016-01-26,79.42686462402344
2016-01-27,79.77300262451172
2016-01-28,79.208251953125
2016-01-29,81.59471893310547
2016-02-01,81.10285949707031
2016-02-02,78.53423309326172
2016-02-03,77.64158630371094
2016-02-04,77.07685089111328
2016-02-05,76.8946762084961
2016-02-08,69.48029327392578
2016-02-09,74.70862579345703
2016-02-10,78.47957611083984
2016-02-11,76.40281677246094
2016-02-12,74.92723083496094
2016-02-15,78.55244445800781
2016-02-16,78.15167999267578
2016-02-17,80.5198974609375
2016-02-18,81.24858093261719
2016-02-19,80.41059875488281
2016-02-22,82.0865707397461
2016-02-23,83.59859466552734
2016-02-24,81.61293029785156
2016-02-25,83.25247192382812
2016-02-26,84.0176010131836
2016-02-29,84.65519714355469
2016-03-01,86.13079071044922
2016-03-02,85.42032623291016
2016-03-03,85.5660629272461
2016-03-04,84.21797180175781
2016-03-07,83.32534790039062
2016-03-08,81.26679992675781
2016-03-09,82.12300872802734
2016-03-10,80.88424682617188
2016-03-11,82.17765808105469
2016-03-14,82.9974365234375
2016-03-15,82.54202270507812
2016-03-16,83.32534790039062
2016-03-17,85.47496795654297
2016-03-18,84.91023254394531
2016-03-21,84.49124908447266
2016-03-22,84.65519714355469
2016-03-23,84.8009262084961
2016-03-29,83.48929595947266
2016-03-30,85.65715026855469
2016-03-31,85.40205383300781
2016-04-01,85.40205383300781
2016-04-04,85.12476348876953
2016-04-05,83.94171142578125
2016-04-06,84.77355194091797
2016-04-07,83.46109008789062
2016-04-08,84.8105239868164
2016-04-11,84.25596618652344
2016-04-12,83.49805450439453
2016-04-13,83.18380737304688
2016-04-14,84.47777557373047
2016-04-15,83.10986328125
2016-04-18,82.68470764160156
2016-04-19,83.35018157958984
2016-04-20,80.70677947998047
2016-04-21,80.50344848632812
2016-04-25,79.48675537109375
2016-04-26,80.59587097167969
2016-04-27,81.16890716552734
2016-04-28,82.2595443725586
2016-04-29,85.95660400390625
2016-05-02,83.6644287109375
2016-05-03,81.52013397216797
2016-05-04,80.83617401123047
2016-05-09,83.25775146484375
2016-05-10,84.07110595703125
2016-05-11,83.94171142578125
2016-05-12,83.7383804321289
2016-05-13,82.88805389404297
2016-05-17,82.00074768066406
2016-05-18,81.6865005493164
2016-05-19,81.37225341796875
2016-05-20,81.87135314941406
2016-05-23,81.31680297851562
2016-05-24,83.18380737304688
2016-05-25,85.93812561035156
2016-05-26,85.8826675415039
2016-05-27,87.98998260498047
2016-05-30,87.80513000488281
2016-05-31,88.54454040527344
2016-06-01,87.69422912597656
2016-06-02,87.45391845703125
2016-06-03,87.63876342773438
2016-06-06,87.78665161132812
2016-06-07,87.65725708007812
2016-06-08,86.1044921875
2016-06-09,85.79024505615234
2016-06-10,83.01744842529297
2016-06-13,81.33528137207031
2016-06-14,79.4312973022461
2016-06-15,79.9303970336914
2016-06-16,78.10035705566406
2016-06-17,80.92860412597656
2016-06-20,83.4426040649414
2016-06-21,82.51834106445312
2016-06-22,84.47777557373047
2016-06-23,85.43901824951172
2016-06-24,80.66981506347656
2016-06-27,77.2685317993164
2016-06-28,79.44979095458984
2016-06-29,82.2410659790039
2016-06-30,83.64594268798828
2016-07-01,84.84748840332031
2016-07-04,83.18380737304688
2016-07-05,82.29652404785156
2016-07-06,80.22615814208984
2016-07-07,81.27983856201172
2016-07-08,81.79742431640625
2016-07-11,83.64594268798828
2016-07-12,84.32988739013672
2016-07-13,84.05262756347656
2016-07-14,84.0156478881836
2016-07-15,83.05441284179688
2016-07-18,82.59228515625
2016-07-19,83.33169555664062
2016-07-20,84.8105239868164
2016-07-21,84.44080352783203
2016-07-22,84.64415740966797
2016-07-25,83.7568588256836
2016-07-26,84.58868408203125
2016-07-27,85.40205383300781
2016-07-28,86.36328125
2016-07-29,85.84569549560547
2016-08-01,85.47599029541016
2016-08-02,83.96019744873047
2016-08-03,85.80872344970703
2016-08-04,87.50936889648438
2016-08-05,87.60179138183594
2016-08-08,87.84210205078125
2016-08-09,90.22669982910156
2016-08-10,89.39486694335938
2016-08-11,90.15277099609375
2016-08-12,90.74429321289062
2016-08-15,91.53915405273438
2016-08-16,90.57792663574219
2016-08-17,90.0973129272461
2016-08-18,98.98873138427734
2016-08-19,99.6357192993164
2016-08-22,104.44189453125
2016-08-23,102.31607818603516
2016-08-24,102.87065887451172
2016-08-25,102.40851593017578
2016-08-26,102.96308135986328
2016-08-29,101.76152801513672
2016-08-30,102.96308135986328
2016-08-31,102.31607818603516
2016-09-01,102.50094604492188
2016-09-02,103.51763153076172
2016-09-05,104.44189453125
2016-09-06,103.88733673095703
2016-09-07,104.81161499023438
2016-09-08,103.88733673095703
2016-09-09,101.66910552978516
2016-09-12,101.57667541503906
2016-09-13,101.57667541503906
2016-09-14,101.48426055908203
2016-09-15,101.57667541503906
2016-09-16,101.11454772949219
2016-09-19,102.40851593017578
2016-09-20,102.96308135986328
2016-09-21,101.9463882446289
2016-09-22,103.14791870117188
2016-09-23,101.9463882446289
2016-09-26,101.20697021484375
2016-09-27,99.82057189941406
2016-09-28,100.83726501464844
2016-09-29,100.92970275878906
2016-09-30,100.83726501464844
2016-10-03,101.29939270019531
2016-10-04,102.40851593017578
2016-10-05,102.2236557006836
2016-10-06,103.14791870117188
2016-10-07,101.29939270019531
2016-10-10,101.85395812988281
2016-10-11,97.8796157836914
2016-10-12,97.60234069824219
2016-10-13,96.03109741210938
2016-10-14,98.43417358398438
2016-10-17,98.71146392822266
2016-10-18,99.54330444335938
2016-10-19,100.4675521850586
2016-10-20,100.55998992919922
2016-10-21,100.7448501586914
2016-10-24,101.48426055908203
2016-10-25,100.1902847290039
2016-10-26,99.72816467285156
2016-10-27,99.91300964355469
2016-10-28,99.91300964355469
2016-10-31,100.4675521850586
2016-11-01,97.41748809814453
2016-11-02,93.44315338134766
2016-11-03,92.3525161743164
2016-11-04,92.019775390625
2016-11-07,95.84623718261719
2016-11-08,87.08421325683594
2016-11-09,79.6716079711914
2016-11-10,78.76583099365234
2016-11-11,79.94888305664062
2016-11-14,80.13373565673828
2016-11-15,81.40923309326172
2016-11-16,81.24285888671875
2016-11-17,81.90834045410156
2016-11-18,81.39073944091797
2016-11-21,81.63104248046875
2016-11-22,79.83797454833984
2016-11-23,81.37225341796875
2016-11-24,85.60539245605469
2016-11-25,86.6960220336914
2016-11-28,87.67574310302734
2016-11-29,86.9178466796875
2016-11-30,85.6238784790039
2016-12-01,83.23926544189453
2016-12-02,80.87315368652344
2016-12-05,80.87315368652344
2016-12-06,78.61795043945312
2016-12-07,78.78430938720703
2016-12-08,74.93937683105469
2016-12-09,73.3866195678711
2016-12-12,73.7563247680664
2016-12-13,75.1427230834961
2016-12-14,76.54759216308594
2016-12-15,78.26673126220703
2016-12-16,79.94888305664062
2016-12-19,79.02462768554688
2016-12-20,80.22615814208984
2016-12-21,81.20587921142578
2016-12-22,81.76044464111328
2016-12-23,81.094970703125
2016-12-27,81.5571060180664
2016-12-28,82.70319366455078
2016-12-29,83.12835693359375
2016-12-30,84.84748840332031
2017-01-02,88.74787902832031
2017-01-03,87.06572723388672
2017-01-04,85.82720947265625
2017-01-05,86.12297821044922
2017-01-06,86.9548110961914
2017-01-09,87.21361541748047
2017-01-10,87.25057983398438
2017-01-11,88.84032440185547
2017-01-12,87.36148834228516
2017-01-13,87.8975601196289
2017-01-16,88.35968017578125
2017-01-17,87.36148834228516
2017-01-18,87.71270751953125
2017-01-19,87.06572723388672
2017-01-20,88.04545593261719
2017-01-23,86.1414566040039
2017-01-24,86.08600616455078
2017-01-25,86.97329711914062
2017-01-26,87.5278549194336
2017-01-27,89.6721420288086
2017-01-30,88.72940063476562
2017-01-31,89.0251693725586
2017-02-01,91.87189483642578
