Date,HUDCO.NS
2017-05-19,50.17892074584961
2017-05-22,48.518959045410156
2017-05-23,47.13567352294922
2017-05-24,46.098201751708984
2017-05-25,48.9339485168457
2017-05-26,50.4555778503418
2017-05-29,50.593910217285156
2017-05-30,50.49015426635742
2017-05-31,50.62849426269531
2017-06-01,50.49015426635742
2017-06-02,50.49015426635742
2017-06-05,49.93684005737305
2017-06-06,49.729339599609375
2017-06-07,49.487274169921875
2017-06-08,48.415218353271484
2017-06-09,48.62271499633789
2017-06-12,47.55066680908203
2017-06-13,47.23942947387695
2017-06-14,47.17025375366211
2017-06-15,47.758155822753906
2017-06-16,47.41233825683594
2017-06-19,46.96276092529297
2017-06-20,47.031925201416016
2017-06-21,47.06651306152344
2017-06-22,47.031925201416016
2017-06-23,47.41233825683594
2017-06-27,46.20195007324219
2017-06-28,45.71780014038086
2017-06-29,46.928184509277344
2017-06-30,46.40945053100586
2017-07-03,46.651519775390625
2017-07-04,46.651519775390625
2017-07-05,46.789859771728516
2017-07-06,47.51607894897461
2017-07-07,47.723575592041016
2017-07-10,48.06939697265625
2017-07-11,54.25962829589844
2017-07-12,62.282718658447266
2017-07-13,67.57381439208984
2017-07-14,62.732295989990234
2017-07-17,62.006065368652344
2017-07-18,60.1732063293457
2017-07-19,60.3115348815918
2017-07-20,62.42105484008789
2017-07-21,61.314414978027344
2017-07-24,60.72652053833008
2017-07-25,59.758209228515625
2017-07-26,57.61412811279297
2017-07-27,57.199119567871094
2017-07-28,57.61412811279297
2017-07-31,56.576637268066406
2017-08-01,56.05791091918945
2017-08-02,57.164546966552734
2017-08-03,56.403743743896484
2017-08-04,55.262508392333984
2017-08-07,58.30575180053711
2017-08-08,56.6112174987793
2017-08-09,55.78126525878906
2017-08-10,53.118408203125
2017-08-11,53.42964172363281
2017-08-14,54.36337661743164
2017-08-16,55.88500213623047
2017-08-17,56.403743743896484
2017-08-18,55.4354362487793
2017-08-21,55.15876770019531
2017-08-22,54.536285400390625
2017-08-23,55.19335174560547
2017-08-24,55.02043914794922
2017-08-28,55.15876770019531
2017-08-29,54.77835464477539
2017-08-30,55.71207809448242
2017-08-31,57.5103645324707
2017-09-01,58.271183013916016
2017-09-04,57.026206970214844
2017-09-05,60.03486633300781
2017-09-06,60.242366790771484
2017-09-07,59.7236328125
2017-09-08,58.54783248901367
2017-09-11,58.893646240234375
2017-09-12,58.75532913208008
2017-09-13,57.372039794921875
2017-09-14,57.54505157470703
2017-09-15,59.24061584472656
2017-09-18,60.520912170410156
2017-09-19,61.07457733154297
2017-09-20,61.90504837036133
2017-09-21,62.943138122558594
2017-09-22,59.41361999511719
2017-09-25,57.89107131958008
2017-09-26,58.790771484375
2017-09-27,57.47584915161133
2017-09-28,57.71806335449219
2017-09-29,57.57965087890625
2017-10-03,57.372047424316406
2017-10-04,57.78727722167969
2017-10-05,57.99488830566406
2017-10-06,58.06409454345703
2017-10-09,57.64888000488281
2017-10-10,57.78727722167969
2017-10-11,56.645362854003906
2017-10-12,56.67997360229492
2017-10-13,56.88759231567383
2017-10-16,56.61076354980469
2017-10-17,56.714569091796875
2017-10-18,56.40314483642578
2017-10-19,56.33394241333008
2017-10-23,55.88410186767578
2017-10-24,55.84951400756836
2017-10-25,55.88410186767578
2017-10-26,56.92219161987305
2017-10-27,59.41361999511719
2017-10-30,60.936180114746094
2017-10-31,59.482826232910156
2017-11-01,59.17140197753906
2017-11-02,60.105682373046875
2017-11-03,59.655845642089844
2017-11-06,58.75616455078125
2017-11-07,57.12980651855469
2017-11-08,56.67997360229492
2017-11-09,56.714569091796875
2017-11-10,56.541561126708984
2017-11-13,55.81489944458008
2017-11-14,56.33394241333008
2017-11-15,55.2612419128418
2017-11-16,56.36853790283203
2017-11-17,56.92219161987305
2017-11-20,56.74919128417969
2017-11-21,56.33394241333008
2017-11-22,57.51043701171875
2017-11-23,58.41012954711914
2017-11-24,58.790771484375
2017-11-27,58.375526428222656
2017-11-28,58.27172088623047
2017-11-29,57.82187271118164
2017-11-30,56.92219161987305
2017-12-01,56.09172439575195
2017-12-04,54.56917190551758
2017-12-05,54.361568450927734
2017-12-06,54.050132751464844
2017-12-07,54.94982147216797
2017-12-08,55.365055084228516
2017-12-11,55.2612419128418
2017-12-12,54.74219512939453
2017-12-13,54.11933898925781
2017-12-14,53.980926513671875
2017-12-15,54.29236602783203
2017-12-18,54.32696533203125
2017-12-19,55.22663879394531
2017-12-20,55.4688606262207
2017-12-21,55.84951400756836
2017-12-22,55.953304290771484
2017-12-26,56.26472854614258
2017-12-27,56.47235107421875
2017-12-28,57.12980651855469
2017-12-29,57.09521484375
2018-01-01,57.30282974243164
2018-01-02,56.74919128417969
2018-01-03,57.6834716796875
2018-01-04,58.27172088623047
2018-01-05,58.06409454345703
2018-01-08,58.54854202270508
2018-01-09,58.72154998779297
2018-01-10,60.27870178222656
2018-01-11,59.75966262817383
2018-01-12,58.85997772216797
2018-01-15,58.82537078857422
2018-01-16,57.54505157470703
2018-01-17,58.06409454345703
2018-01-18,56.92219161987305
2018-01-19,57.78727722167969
2018-01-22,58.34092330932617
2018-01-23,57.96028518676758
2018-01-24,57.33743667602539
2018-01-25,56.88759231567383
2018-01-29,57.12980651855469
2018-01-30,56.26472854614258
2018-01-31,56.92219161987305
2018-02-01,57.51043701171875
2018-02-02,54.94982147216797
2018-02-05,55.4688606262207
2018-02-06,53.185054779052734
2018-02-07,54.01554870605469
2018-02-08,54.84599304199219
2018-02-09,55.365055084228516
2018-02-12,56.783782958984375
2018-02-14,56.57616424560547
2018-02-15,56.81838607788086
2018-02-16,57.96028518676758
2018-02-19,55.81489944458008
2018-02-20,55.5380744934082
2018-02-21,54.74219512939453
2018-02-22,54.257755279541016
2018-02-23,54.534576416015625
2018-02-26,54.77678680419922
2018-02-27,53.56570053100586
2018-02-28,53.288875579833984
2018-03-01,52.700618743896484
2018-03-05,51.93934631347656
2018-03-06,51.143463134765625
2018-03-07,49.96696090698242
2018-03-08,49.86235809326172
2018-03-09,49.164974212646484
2018-03-12,48.78142166137695
2018-03-13,49.37418746948242
2018-03-14,48.78142166137695
2018-03-15,49.33932113647461
2018-03-16,48.746551513671875
2018-03-19,47.35179901123047
2018-03-20,46.6544303894043
2018-03-21,46.968238830566406
2018-03-22,46.828773498535156
2018-03-23,45.81757354736328
2018-03-26,45.95704650878906
2018-03-27,46.72416305541992
2018-03-28,46.23599624633789
2018-04-02,47.5610237121582
2018-04-03,49.37418746948242
2018-04-04,48.39786148071289
2018-04-05,49.478797912597656
2018-04-06,49.095237731933594
2018-04-09,49.757747650146484
2018-04-10,49.44392395019531
2018-04-11,49.095237731933594
2018-04-12,48.95576095581055
2018-04-13,48.39786148071289
2018-04-16,48.04917907714844
2018-04-17,47.770225524902344
2018-04-18,47.316932678222656
2018-04-19,47.10771942138672
2018-04-20,47.35179901123047
2018-04-23,46.68928146362305
2018-04-24,46.58469772338867
2018-04-25,46.514949798583984
2018-04-26,46.270870208740234
2018-04-27,45.99190902709961
2018-04-30,45.782711029052734
2018-05-02,45.43400955200195
2018-05-03,44.597164154052734
2018-05-04,43.864933013916016
2018-05-07,43.06294250488281
2018-05-08,42.47017288208008
2018-05-09,42.29582214355469
2018-05-10,42.016876220703125
2018-05-11,41.18003463745117
2018-05-14,40.2734375
2018-05-15,39.924747467041016
2018-05-16,38.63461685180664
2018-05-17,40.93593978881836
2018-05-18,40.029354095458984
2018-05-21,38.77408981323242
2018-05-22,39.01816177368164
2018-05-23,39.053035736083984
2018-05-24,39.8898811340332
2018-05-25,40.203697204589844
2018-05-28,41.354373931884766
2018-05-29,42.53990936279297
2018-05-30,42.749122619628906
2018-05-31,41.56357955932617
2018-06-01,40.2734375
2018-06-04,39.227378845214844
2018-06-05,38.73921585083008
2018-06-06,39.262237548828125
2018-06-07,39.8898811340332
2018-06-08,39.85501480102539
2018-06-11,40.029354095458984
2018-06-12,41.040550231933594
2018-06-13,43.76031494140625
2018-06-14,42.853736877441406
2018-06-15,42.435298919677734
2018-06-18,41.354373931884766
2018-06-19,41.59844970703125
2018-06-20,41.424110412597656
2018-06-21,40.761600494384766
2018-06-22,40.72673416137695
2018-06-25,40.37804412841797
2018-06-26,39.75040817260742
2018-06-27,38.63461685180664
2018-06-28,38.73921585083008
2018-06-29,39.366851806640625
2018-07-02,38.704341888427734
2018-07-03,38.49513626098633
2018-07-04,37.97209930419922
2018-07-05,38.0069694519043
2018-07-06,38.49513626098633
2018-07-09,38.878692626953125
2018-07-10,39.471458435058594
2018-07-11,39.01816177368164
2018-07-12,38.49513626098633
2018-07-13,37.90236282348633
2018-07-16,36.89116668701172
2018-07-17,36.82143020629883
2018-07-18,36.507606506347656
2018-07-19,36.507606506347656
2018-07-20,35.67076110839844
2018-07-23,35.98457336425781
2018-07-24,37.518802642822266
2018-07-25,37.0306396484375
2018-07-26,36.89116668701172
2018-07-27,37.239864349365234
2018-07-30,38.3207893371582
2018-07-31,39.12276840209961
2018-08-01,38.9135627746582
2018-08-02,38.460269927978516
2018-08-03,39.262237548828125
2018-08-06,39.2971076965332
2018-08-07,39.8898811340332
2018-08-08,38.77408981323242
2018-08-09,39.01816177368164
2018-08-10,38.77408981323242
2018-08-13,38.07670211791992
2018-08-14,38.25104522705078
2018-08-16,38.07670211791992
2018-08-17,38.529991149902344
2018-08-20,38.460269927978516
2018-08-21,38.390525817871094
2018-08-23,37.90236282348633
2018-08-24,38.56486511230469
2018-08-27,39.053035736083984
2018-08-28,38.56486511230469
2018-08-29,38.878692626953125
2018-08-30,38.843814849853516
2018-08-31,38.56486511230469
2018-09-03,39.82014083862305
2018-09-04,39.15763854980469
2018-09-05,38.843814849853516
2018-09-06,41.59844970703125
2018-09-07,40.761600494384766
2018-09-10,40.69186782836914
2018-09-11,39.57605743408203
2018-09-12,38.9832878112793
2018-09-14,39.43659210205078
2018-09-17,39.33198928833008
2018-09-18,38.77408981323242
2018-09-19,38.49513626098633
2018-09-21,37.93722915649414
2018-09-24,35.8451042175293
2018-09-25,35.496421813964844
2018-09-26,35.60102462768555
2018-09-27,34.38062286376953
2018-09-28,32.18388366699219
2018-10-01,30.68452262878418
2018-10-03,30.928600311279297
2018-10-04,31.10295295715332
2018-10-05,30.5450496673584
2018-10-08,29.638460159301758
2018-10-09,29.35951042175293
2018-10-10,29.324647903442383
2018-10-11,28.697011947631836
2018-10-12,29.777935028076172
2018-10-15,30.335834503173828
2018-10-16,30.754268646240234
2018-10-17,29.917409896850586
2018-10-19,29.429250717163086
2018-10-22,28.9759578704834
2018-10-23,28.697011947631836
2018-10-24,28.766738891601562
2018-10-25,28.55752944946289
2018-10-26,28.45292091369629
2018-10-29,29.185161590576172
2018-10-30,30.091754913330078
2018-10-31,30.335834503173828
2018-11-01,30.649658203125
2018-11-02,31.312164306640625
2018-11-05,31.137815475463867
2018-11-06,31.10295295715332
2018-11-07,31.62598419189453
