Date,PAY.L
2016-04-11,811.0358276367188
2016-04-12,812.0311889648438
2016-04-13,825.9630737304688
2016-04-14,847.3587646484375
2016-04-15,853.3292846679688
2016-04-18,849.348876953125
2016-04-19,850.34375
2016-04-20,855.817138671875
2016-04-21,856.8123168945312
2016-04-22,855.817138671875
2016-04-25,862.2854614257812
2016-04-26,865.7685546875
2016-04-27,866.7636108398438
2016-04-28,870.744140625
2016-04-29,838.8997192382812
2016-05-03,851.3390502929688
2016-05-04,844.373291015625
2016-05-05,844.373291015625
2016-05-06,831.9339599609375
2016-05-09,839.8948974609375
2016-05-10,831.4364624023438
2016-05-11,825.9630737304688
2016-05-12,832.4314575195312
2016-05-13,828.9486083984375
2016-05-16,835.914306640625
2016-05-17,845.8657836914062
2016-05-18,850.841552734375
2016-05-19,852.334228515625
2016-05-20,855.817138671875
2016-05-23,853.8267822265625
2016-05-24,860.7928466796875
2016-05-25,869.7490844726562
2016-05-26,902.0910034179688
2016-05-27,955.3306884765625
2016-05-31,923.4863891601562
2016-06-01,935.4280395507812
2016-06-02,953.34033203125
2016-06-03,973.2432861328125
2016-06-06,986.1799926757812
2016-06-07,993.1460571289062
2016-06-08,965.2821655273438
2016-06-09,964.7847900390625
2016-06-10,948.3648071289062
2016-06-13,936.423095703125
2016-06-14,945.3794555664062
2016-06-15,945.8770141601562
2016-06-16,926.471923828125
2016-06-17,960.3065795898438
2016-06-20,1005.0875244140625
2016-06-21,980.2094116210938
2016-06-22,1008.0730590820312
2016-06-23,1023.9951171875
2016-06-24,950.3552856445312
2016-06-27,920.5007934570312
2016-06-28,935.4280395507812
2016-06-29,964.2869873046875
2016-06-30,898.8696899414062
2016-07-01,902.3535766601562
2016-07-04,908.8237915039062
2016-07-05,859.0525512695312
2016-07-06,863.5319213867188
2016-07-07,862.5364379882812
2016-07-08,873.9840087890625
2016-07-11,906.8330688476562
2016-07-12,930.7232666015625
2016-07-13,920.7689819335938
2016-07-14,925.74609375
2016-07-15,925.74609375
2016-07-18,945.6546020507812
2016-07-19,954.6135864257812
2016-07-20,950.1339721679688
2016-07-21,971.5357055664062
2016-07-22,956.1067504882812
2016-07-25,962.0790405273438
2016-07-26,956.6046142578125
2016-07-27,955.6090698242188
2016-07-28,991.4442138671875
2016-07-29,982.4854125976562
2016-08-01,985.4716796875
2016-08-02,975.0196533203125
2016-08-03,980.494873046875
2016-08-04,979.4989624023438
2016-08-05,1003.3893432617188
2016-08-08,1020.3115234375
2016-08-09,987.9603271484375
2016-08-10,981.4901123046875
2016-08-11,1025.2886962890625
2016-08-12,986.4671020507812
2016-08-15,979.9967041015625
2016-08-16,959.590576171875
2016-08-17,972.0335693359375
2016-08-18,974.5220336914062
2016-08-19,1000.4033203125
2016-08-22,991.9417724609375
2016-08-23,995.4259643554688
2016-08-24,1015.33447265625
2016-08-25,990.9464721679688
2016-08-26,987.9603271484375
2016-08-30,986.4671020507812
2016-08-31,975.5175170898438
2016-09-01,1016.329833984375
2016-09-02,1016.329833984375
2016-09-05,1022.3025512695312
2016-09-06,1024.2933349609375
2016-09-07,1006.3756103515625
2016-09-08,1039.2247314453125
2016-09-09,1010.3574829101562
2016-09-12,1002.3939208984375
2016-09-13,1035.242919921875
2016-09-14,984.476318359375
2016-09-15,997.4168701171875
2016-09-16,1034.247802734375
2016-09-19,992.9374389648438
2016-09-20,1004.3846435546875
2016-09-21,1015.33447265625
2016-09-22,1019.3161010742188
2016-09-23,1011.352783203125
2016-09-26,1015.33447265625
2016-09-27,1003.3893432617188
2016-09-28,1016.329833984375
2016-09-29,1044.20166015625
2016-09-30,1027.2796630859375
2016-10-03,1064.1103515625
2016-10-04,1107.9090576171875
2016-10-05,1039.2247314453125
2016-10-06,1015.33447265625
2016-10-07,1044.20166015625
2016-10-10,1004.3846435546875
2016-10-11,1035.242919921875
2016-10-12,1033.252197265625
2016-10-13,1052.1649169921875
2016-10-14,1162.6573486328125
2016-10-17,1094.9681396484375
2016-10-18,1091.9825439453125
2016-10-19,1087.005126953125
2016-10-20,1094.9681396484375
2016-10-21,1094.9681396484375
2016-10-24,1092.9775390625
2016-10-25,1089.9913330078125
2016-10-26,1098.950439453125
2016-10-27,1079.0418701171875
2016-10-28,1073.069091796875
2016-10-31,1070.0826416015625
2016-11-01,1066.1009521484375
2016-11-02,1079.0418701171875
2016-11-03,1094.9681396484375
2016-11-04,1084.018798828125
2016-11-07,1091.9825439453125
2016-11-08,1085.01416015625
2016-11-09,1079.0418701171875
2016-11-10,1082.0284423828125
2016-11-11,1070.0826416015625
2016-11-14,1070.0826416015625
2016-11-15,1063.1148681640625
2016-11-16,1070.0826416015625
2016-11-17,1071.0782470703125
2016-11-18,1065.105712890625
2016-11-21,1075.06005859375
2016-11-22,1075.06005859375
2016-11-23,1035.242919921875
2016-11-24,1035.242919921875
2016-11-25,1030.2657470703125
2016-11-28,1013.3436279296875
2016-11-29,1005.3802490234375
2016-11-30,992.9374389648438
2016-12-01,986.6155395507812
2016-12-02,977.1574096679688
2016-12-05,976.65966796875
2016-12-06,953.263671875
2016-12-07,939.8234252929688
2016-12-08,927.87646484375
2016-12-09,921.903076171875
2016-12-12,900.00048828125
2016-12-13,870.1329956054688
2016-12-14,875.1111450195312
2016-12-15,906.4716186523438
2016-12-16,940.81884765625
2016-12-19,922.4008178710938
2016-12-20,917.9207153320312
2016-12-21,928.3742065429688
2016-12-22,941.8143920898438
2016-12-23,960.73046875
2016-12-28,989.104248046875
2016-12-29,987.6110229492188
2016-12-30,1001.5491333007812
2017-01-03,1022.4562377929688
2017-01-04,1023.4520874023438
2017-01-05,961.7261352539062
2017-01-06,964.712890625
2017-01-09,959.7350463867188
2017-01-10,965.7083129882812
2017-01-11,955.7526245117188
2017-01-12,954.2592163085938
2017-01-13,957.2459716796875
2017-01-16,962.2239379882812
2017-01-17,969.1928100585938
2017-01-18,959.7350463867188
2017-01-19,962.7217407226562
2017-01-20,958.2416381835938
2017-01-23,965.7083129882812
2017-01-24,960.73046875
2017-01-25,939.8234252929688
2017-01-26,955.7526245117188
2017-01-27,963.2194213867188
2017-01-30,947.290283203125
2017-01-31,957.2459716796875
2017-02-01,973.1751708984375
2017-02-02,973.6730346679688
2017-02-03,1002.544677734375
2017-02-06,1010.5093383789062
2017-02-07,1007.5225219726562
2017-02-08,995.5757446289062
2017-02-09,986.6155395507812
2017-02-10,992.5891723632812
2017-02-13,989.6021118164062
2017-02-14,988.6065673828125
2017-02-15,995.5757446289062
2017-02-16,960.73046875
2017-02-17,979.1487426757812
2017-02-20,969.1928100585938
2017-02-21,977.6552124023438
2017-02-22,971.6817626953125
2017-02-23,960.73046875
2017-02-24,958.7395629882812
2017-02-27,962.2239379882812
2017-02-28,970.6862182617188
2017-03-01,971.1840209960938
2017-03-02,984.1266479492188
2017-03-03,984.6244506835938
2017-03-06,979.1487426757812
2017-03-07,985.6199340820312
2017-03-08,987.6110229492188
2017-03-09,988.1087036132812
2017-03-10,989.6021118164062
2017-03-13,986.1177368164062
2017-03-14,979.646484375
2017-03-15,978.1529541015625
2017-03-16,986.6155395507812
2017-03-17,972.1797485351562
2017-03-20,995.5757446289062
2017-03-21,979.1487426757812
2017-03-22,984.1266479492188
2017-03-23,981.6375732421875
2017-03-24,993.5845336914062
2017-03-27,1010.5093383789062
2017-03-28,1020.4649047851562
2017-03-29,1024.4471435546875
2017-03-30,1023.4520874023438
2017-03-31,1020.4649047851562
2017-04-03,1043.36328125
2017-04-04,1052.3233642578125
2017-04-05,1045.3543701171875
2017-04-06,1066.2618408203125
2017-04-07,1070.24365234375
2017-04-10,1069.2481689453125
2017-04-11,1073.2303466796875
2017-04-12,1083.1865234375
2017-04-13,1054.314697265625
2017-04-18,1045.3543701171875
2017-04-19,1054.314697265625
2017-04-20,1016.4827270507812
2017-04-21,1018.4740600585938
2017-04-24,1011.5049438476562
2017-04-25,1011.5049438476562
2017-04-26,1014.4917602539062
2017-04-27,1016.4827270507812
2017-04-28,1012.5004272460938
2017-05-02,1009.513671875
2017-05-03,1043.36328125
2017-05-04,1042.36767578125
2017-05-05,1040.3765869140625
2017-05-08,1025.4429931640625
2017-05-09,1021.460693359375
2017-05-10,1030.421142578125
2017-05-11,1013.4960327148438
2017-05-12,997.5667724609375
2017-05-15,1000.5535888671875
2017-05-16,998.562255859375
2017-05-17,1000.5535888671875
2017-05-18,1010.5093383789062
2017-05-19,1004.5359497070312
2017-05-22,999.5579833984375
2017-05-23,992.0911865234375
2017-05-24,982.6332397460938
2017-05-25,955.2548217773438
2017-05-26,951.7704467773438
2017-05-30,943.8057250976562
2017-05-31,941.3168334960938
2017-06-01,938.8278198242188
2017-06-02,923.3964233398438
2017-06-05,915.9295654296875
2017-06-06,901.9916381835938
2017-06-07,904.9783935546875
2017-06-08,925.8853759765625
2017-06-09,921.4052734375
2017-06-12,943.3080444335938
2017-06-13,953.263671875
2017-06-14,982.6332397460938
2017-06-15,961.2283325195312
2017-06-16,981.1397705078125
2017-06-19,983.1309814453125
2017-06-20,986.1177368164062
2017-06-21,976.65966796875
2017-06-22,942.9322509765625
2017-06-23,926.168701171875
2017-06-26,922.190185546875
2017-06-27,914.7158813476562
2017-06-28,894.7982788085938
2017-06-29,893.3047485351562
2017-06-30,880.8560791015625
2017-07-03,860.9386596679688
2017-07-04,856.955078125
2017-07-05,856.955078125
2017-07-06,854.4652099609375
2017-07-07,849.9837646484375
2017-07-10,851.9754638671875
2017-07-11,851.9754638671875
2017-07-12,852.971435546875
2017-07-13,859.942626953125
2017-07-14,864.9219360351562
2017-07-17,857.4530029296875
2017-07-18,857.4530029296875
2017-07-19,862.9301147460938
2017-07-20,858.4487915039062
2017-07-21,878.366455078125
2017-07-24,870.8972778320312
2017-07-25,856.45703125
2017-07-26,840.0249633789062
2017-07-27,853.9673461914062
2017-07-28,861.4364013671875
2017-07-31,892.3087158203125
2017-08-01,891.8107299804688
2017-08-02,874.3827514648438
2017-08-03,860.9386596679688
2017-08-04,863.4282836914062
2017-08-07,861.9342651367188
2017-08-08,887.3292236328125
2017-08-09,868.9056396484375
2017-08-10,872.3910522460938
2017-08-11,896.2920532226562
2017-08-14,900.2757568359375
2017-08-15,898.7818603515625
2017-08-16,898.7818603515625
2017-08-17,901.7694702148438
2017-08-18,896.2920532226562
2017-08-21,903.7613525390625
2017-08-22,898.7818603515625
2017-08-23,900.2757568359375
2017-08-24,919.1975708007812
2017-08-25,903.7613525390625
2017-08-29,903.7613525390625
2017-08-30,902.2674560546875
2017-08-31,916.7076416015625
2017-09-01,916.7076416015625
2017-09-04,929.1563720703125
2017-09-05,932.1438598632812
2017-09-06,919.1975708007812
2017-09-07,925.1728515625
2017-09-08,916.7076416015625
2017-09-11,919.6954956054688
2017-09-12,910.2346801757812
2017-09-13,907.2469482421875
2017-09-14,906.2509155273438
2017-09-15,907.2469482421875
2017-09-18,914.2178344726562
2017-09-19,912.7241821289062
2017-09-20,924.1769409179688
2017-09-21,913.7201538085938
2017-09-22,918.2015991210938
2017-09-25,926.66650390625
2017-09-26,930.650146484375
2017-09-27,939.115234375
2017-09-28,948.077880859375
2017-09-29,950.5676879882812
2017-10-02,938.1192626953125
2017-10-03,937.1231689453125
2017-10-04,936.6253662109375
2017-10-05,938.1192626953125
2017-10-06,951.065673828125
2017-10-09,944.5924072265625
2017-10-10,927.1644897460938
2017-10-11,931.1478881835938
2017-10-12,919.1975708007812
2017-10-13,931.64599609375
2017-10-16,930.650146484375
2017-10-17,936.6253662109375
2017-10-18,934.6337280273438
2017-10-19,933.6375732421875
2017-10-20,920.6912841796875
2017-10-23,929.1563720703125
2017-10-24,926.168701171875
2017-10-25,908.7406005859375
2017-10-26,909.2385864257812
2017-10-27,921.1892700195312
2017-10-30,923.6788330078125
2017-10-31,914.7158813476562
2017-11-01,915.2139892578125
2017-11-02,918.2015991210938
2017-11-03,916.2096557617188
2017-11-06,916.2096557617188
2017-11-07,904.25927734375
2017-11-08,903.7613525390625
2017-11-09,909.2385864257812
2017-11-10,912.7241821289062
2017-11-13,889.321044921875
2017-11-14,909.2385864257812
2017-11-15,908.7406005859375
2017-11-16,912.7241821289062
2017-11-17,891.8107299804688
2017-11-20,910.2346801757812
2017-11-21,937.1231689453125
2017-11-22,933.6375732421875
2017-11-23,926.168701171875
2017-11-24,951.5635986328125
2017-11-27,917.7035522460938
2017-11-28,912.2261352539062
2017-11-29,934.1356201171875
2017-11-30,916.2096557617188
2017-12-01,909.736572265625
2017-12-04,913.2220458984375
2017-12-05,917.7035522460938
2017-12-06,911.7283325195312
2017-12-07,886.4815673828125
2017-12-08,901.4222412109375
2017-12-11,896.4420776367188
2017-12-12,912.8768310546875
2017-12-13,925.8582763671875
2017-12-14,920.34716796875
2017-12-15,897.4382934570312
2017-12-18,912.8768310546875
2017-12-19,914.3707275390625
2017-12-20,910.38671875
2017-12-21,908.39453125
2017-12-22,918.3551025390625
2017-12-27,914.3707275390625
2017-12-28,915.8649291992188
2017-12-29,909.3905029296875
2018-01-02,917.3589477539062
2018-01-03,916.3629760742188
2018-01-04,918.3551025390625
2018-01-05,917.3589477539062
2018-01-08,915.3670654296875
2018-01-09,923.335205078125
2018-01-10,907.3985595703125
2018-01-11,906.4024047851562
2018-01-12,905.406494140625
2018-01-15,896.4420776367188
2018-01-16,908.39453125
2018-01-17,901.4222412109375
2018-01-18,898.4342651367188
2018-01-19,885.4854736328125
2018-01-22,884.4893188476562
2018-01-23,899.4301147460938
2018-01-24,881.5013427734375
2018-01-25,893.4539794921875
2018-01-26,866.5606079101562
2018-01-29,888.4737548828125
2018-01-30,890.4656982421875
2018-01-31,885.4854736328125
2018-02-01,873.532958984375
2018-02-02,867.5565185546875
2018-02-05,849.6278076171875
2018-02-06,847.6357421875
2018-02-07,854.6080322265625
2018-02-08,850.6239013671875
2018-02-09,847.6357421875
2018-02-12,847.6357421875
2018-02-13,847.6357421875
2018-02-14,822.734619140625
2018-02-15,819.7464599609375
2018-02-16,830.7030029296875
2018-02-19,832.695068359375
2018-02-20,819.7464599609375
2018-02-21,816.7584228515625
2018-02-22,826.7189331054688
2018-02-23,834.6871948242188
2018-02-26,834.6871948242188
2018-02-27,821.7385864257812
2018-02-28,796.8372802734375
2018-03-01,805.8018188476562
2018-03-02,798.8294067382812
2018-03-05,796.8372802734375
2018-03-06,811.7780151367188
2018-03-07,813.7702026367188
2018-03-08,828.7108154296875
2018-03-09,824.7265625
2018-03-12,807.7938232421875
2018-03-13,821.7385864257812
2018-03-14,811.7780151367188
2018-03-15,806.7977905273438
2018-03-16,826.7189331054688
2018-03-19,805.8018188476562
2018-03-20,806.7977905273438
2018-03-21,809.7859497070312
2018-03-22,794.84521484375
2018-03-23,812.774169921875
2018-03-26,801.8176879882812
2018-03-27,787.8729858398438
2018-03-28,796.8372802734375
2018-03-29,794.84521484375
2018-04-03,800.8215942382812
2018-04-04,799.8255615234375
2018-04-05,803.8096923828125
2018-04-06,801.8176879882812
2018-04-09,808.7899169921875
2018-04-10,805.8018188476562
2018-04-11,803.8096923828125
2018-04-12,798.8294067382812
2018-04-13,814.7661743164062
2018-04-16,809.7859497070312
2018-04-17,803.8096923828125
2018-04-18,809.7859497070312
2018-04-19,814.7661743164062
2018-04-20,795.8413696289062
2018-04-23,813.7702026367188
2018-04-24,816.7584228515625
2018-04-25,823.73046875
2018-04-26,835.683349609375
2018-04-27,852.6159057617188
2018-04-30,855.6041870117188
2018-05-01,882.4973754882812
2018-05-02,874.5289916992188
2018-05-03,855.6041870117188
2018-05-04,863.572509765625
2018-05-08,864.5684814453125
2018-05-09,866.5606079101562
2018-05-10,871.5409545898438
2018-05-11,856.6002197265625
2018-05-14,869.548828125
2018-05-15,885.4854736328125
2018-05-16,888.4737548828125
2018-05-17,891.4617919921875
2018-05-18,917.3589477539062
2018-05-21,923.335205078125
2018-05-22,932.2996826171875
2018-05-23,912.3787231445312
2018-05-24,952.2208251953125
2018-05-25,973.137451171875
2018-05-29,1006.007080078125
2018-05-30,998.0387573242188
2018-05-31,990.0703735351562
2018-06-01,1006.007080078125
2018-06-04,1071.7459716796875
2018-06-05,1045.8489990234375
2018-06-06,1045.8489990234375
2018-06-07,1039.8729248046875
2018-06-08,1025.927978515625
2018-06-11,1023.9359130859375
2018-06-12,1025.927978515625
2018-06-13,1025.927978515625
2018-06-14,1035.888427734375
2018-06-15,1055.80908203125
2018-06-18,1055.80908203125
2018-06-19,1041.8648681640625
2018-06-20,1025.927978515625
2018-06-21,932.57666015625
2018-06-22,963.4632568359375
2018-06-25,964.4598388671875
2018-06-26,969.4414672851562
2018-06-27,980.4013061523438
2018-06-28,982.3939819335938
2018-06-29,931.5802001953125
2018-07-02,955.4926147460938
2018-07-03,964.4598388671875
2018-07-04,967.4486694335938
2018-07-05,961.4706420898438
2018-07-06,942.5401000976562
2018-07-09,959.4779052734375
2018-07-10,954.496337890625
2018-07-11,950.510986328125
2018-07-12,948.5181884765625
2018-07-13,958.481689453125
2018-07-16,959.6453857421875
2018-07-17,959.4779052734375
2018-07-18,952.5036010742188
2018-07-19,946.5256958007812
2018-07-20,951.50732421875
2018-07-23,946.5256958007812
2018-07-24,946.5256958007812
2018-07-25,937.558349609375
2018-07-26,933.5731811523438
2018-07-27,929.587646484375
2018-07-30,936.562255859375
2018-07-31,929.587646484375
2018-08-01,929.587646484375
2018-08-02,925.6024169921875
2018-08-03,929.587646484375
2018-08-06,920.62060546875
2018-08-07,923.6097412109375
2018-08-08,928.5913696289062
2018-08-09,930.583984375
2018-08-10,927.5950317382812
2018-08-13,940.5475463867188
2018-08-14,932.57666015625
2018-08-15,925.6024169921875
2018-08-16,928.5913696289062
2018-08-17,921.6170654296875
2018-08-20,924.6061401367188
2018-08-21,931.5802001953125
2018-08-22,930.583984375
2018-08-23,939.5511474609375
2018-08-24,933.5731811523438
2018-08-28,935.5658569335938
2018-08-29,931.5802001953125
2018-08-30,934.5695190429688
2018-08-31,935.5658569335938
2018-09-03,932.57666015625
2018-09-04,927.5950317382812
2018-09-05,909.660888671875
2018-09-06,911.6536865234375
2018-09-07,926.5989379882812
2018-09-10,933.5731811523438
2018-09-11,921.6170654296875
2018-09-12,932.57666015625
2018-09-13,906.671630859375
2018-09-14,921.6170654296875
2018-09-17,910.6571655273438
2018-09-18,915.6390380859375
2018-09-19,907.6680297851562
2018-09-20,913.646240234375
2018-09-21,935.5658569335938
2018-09-24,931.5802001953125
2018-09-25,925.6024169921875
2018-09-26,921.6170654296875
2018-09-27,932.57666015625
2018-09-28,924.6061401367188
2018-10-01,921.6170654296875
2018-10-02,916.63525390625
2018-10-03,908.66455078125
2018-10-04,905.6755981445312
2018-10-05,896.7083129882812
2018-10-08,901.6901245117188
2018-10-09,875.7852783203125
2018-10-10,881.7632446289062
2018-10-11,882.759521484375
2018-10-12,868.8108520507812
2018-10-15,851.8731079101562
2018-10-16,853.8656005859375
2018-10-17,869.8071899414062
2018-10-18,863.8292236328125
2018-10-19,869.8071899414062
2018-10-22,863.8292236328125
2018-10-23,844.8986206054688
2018-10-24,817.997314453125
2018-10-25,824.9715576171875
2018-10-26,816.004638671875
2018-10-29,811.0228881835938
2018-10-30,818.9938354492188
2018-10-31,788.1070556640625
2018-11-01,817.0009155273438
2018-11-02,827.9608154296875
2018-11-05,826.96435546875
2018-11-06,802.0558471679688
2018-11-07,802.0558471679688
2018-11-08,802.0558471679688
2018-11-09,802.0558471679688
2018-11-12,802.0558471679688
2018-11-13,779.1400756835938
2018-11-14,789.1033935546875
2018-11-15,790.0997924804688
2018-11-16,792.0924072265625
2018-11-19,787.1107177734375
2018-11-20,771.1692504882812
2018-11-21,764.1947631835938
2018-11-22,769.176513671875
2018-11-23,780.1363525390625
2018-11-26,784.1217041015625
2018-11-27,801.0595092773438
2018-11-28,792.0924072265625
2018-11-29,848.8839111328125
2018-11-30,876.7816162109375
2018-12-03,878.7742309570312
2018-12-04,854.8619384765625
2018-12-05,882.759521484375
2018-12-06,811.1657104492188
2018-12-07,823.1240234375
2018-12-10,810.1693725585938
2018-12-11,802.1972045898438
2018-12-12,768.3154296875
2018-12-13,803.193603515625
2018-12-14,792.2319946289062
2018-12-17,787.2493286132812
2018-12-18,787.2493286132812
2018-12-19,796.2179565429688
2018-12-20,802.1972045898438
2018-12-21,745.3954467773438
2018-12-24,766.322265625
2018-12-27,777.2841796875
2018-12-28,783.2632446289062
2018-12-31,806.1832275390625
2019-01-02,797.2145385742188
2019-01-03,797.2145385742188
2019-01-04,797.2145385742188
2019-01-07,810.1693725585938
2019-01-08,829.1029052734375
2019-01-09,816.1483764648438
2019-01-10,828.1065063476562
2019-01-11,832.0928344726562
2019-01-14,817.1448974609375
2019-01-15,827.1102294921875
2019-01-16,817.1448974609375
2019-01-17,817.1448974609375
2019-01-18,837.0753173828125
2019-01-21,839.0682373046875
2019-01-22,831.09619140625
2019-01-23,828.1065063476562
2019-01-24,822.1275024414062
2019-01-25,827.1102294921875
2019-01-28,832.0928344726562
2019-01-29,842.0578002929688
2019-01-30,837.0753173828125
2019-01-31,847.0404663085938
2019-02-01,847.0404663085938
2019-02-04,858.0020751953125
2019-02-05,878.928955078125
2019-02-06,871.953369140625
2019-02-07,868.9639282226562
2019-02-08,877.932373046875
2019-02-11,866.970947265625
2019-02-12,897.8628540039062
2019-02-13,896.866455078125
2019-02-14,892.8802490234375
2019-02-15,878.928955078125
2019-02-18,902.8455810546875
2019-02-19,867.9674072265625
2019-02-20,874.9429931640625
2019-02-21,861.9882202148438
2019-02-22,870.9567260742188
2019-02-25,858.9987182617188
2019-02-26,863.9812622070312
2019-02-27,871.953369140625
2019-02-28,866.970947265625
2019-03-01,871.953369140625
2019-03-04,870.9567260742188
2019-03-05,869.9603881835938
2019-03-06,873.9464721679688
2019-03-07,872.9498901367188
2019-03-08,855.0126342773438
2019-03-11,877.932373046875
2019-03-12,871.953369140625
2019-03-13,869.9603881835938
2019-03-14,876.9359741210938
2019-03-15,874.9429931640625
2019-03-18,877.932373046875
2019-03-19,874.9429931640625
2019-03-20,881.9185791015625
2019-03-21,874.9429931640625
2019-03-22,866.970947265625
2019-03-25,841.0612182617188
2019-03-26,870.9567260742188
2019-03-27,864.9778442382812
2019-03-28,858.9987182617188
2019-03-29,854.0159912109375
2019-04-01,857.0057373046875
2019-04-02,856.00927734375
2019-04-03,861.9882202148438
2019-04-04,874.9429931640625
2019-04-05,877.932373046875
2019-04-08,880.922119140625
2019-04-09,874.9429931640625
2019-04-10,886.9011840820312
2019-04-11,908.8245239257812
2019-04-12,919.7861938476562
2019-04-15,913.8071899414062
2019-04-16,916.7966918945312
2019-04-17,926.7619018554688
2019-04-18,954.6644287109375
2019-04-23,962.6364135742188
2019-04-24,986.5531616210938
2019-04-25,1006.4832153320312
2019-04-26,988.5460205078125
2019-04-29,1000.504150390625
2019-04-30,1002.4971923828125
2019-05-01,1032.3929443359375
2019-05-02,1038.3719482421875
2019-05-03,1000.504150390625
2019-05-07,1002.4971923828125
2019-05-08,1000.504150390625
2019-05-09,1006.4832153320312
2019-05-10,1014.4555053710938
