Date,RSG
2015-08-03,35.66904067993164
2015-08-04,35.803157806396484
2015-08-05,36.2223014831543
2015-08-06,35.87861251831055
2015-08-07,35.702571868896484
2015-08-10,35.94567108154297
2015-08-11,35.98758316040039
2015-08-12,35.937286376953125
2015-08-13,35.87023162841797
2015-08-14,36.13847732543945
2015-08-17,36.33967208862305
2015-08-18,36.47380447387695
2015-08-19,36.00436782836914
2015-08-20,36.0211181640625
2015-08-21,35.207984924316406
2015-08-24,33.64038848876953
2015-08-25,33.24639892578125
2015-08-26,34.3026237487793
2015-08-27,34.61280822753906
2015-08-28,34.45352554321289
2015-08-31,34.352928161621094
2015-09-01,33.54819107055664
2015-09-02,33.91702651977539
2015-09-03,34.16011428833008
2015-09-04,33.623619079589844
2015-09-08,34.33616256713867
2015-09-09,33.757747650146484
2015-09-10,33.79128646850586
2015-09-11,33.91702651977539
2015-09-14,33.8499755859375
2015-09-15,34.13498306274414
2015-09-16,34.33616256713867
2015-09-17,34.168514251708984
2015-09-18,34.10984420776367
2015-09-21,34.411617279052734
2015-09-22,34.093048095703125
2015-09-23,34.27748489379883
2015-09-24,34.45352554321289
2015-09-25,34.864295959472656
2015-09-28,34.503822326660156
2015-09-29,34.04782485961914
2015-09-30,34.79092788696289
2015-10-01,34.799381256103516
2015-10-02,35.0527229309082
2015-10-05,35.54248809814453
2015-10-06,35.221595764160156
2015-10-07,35.75358581542969
2015-10-08,36.47135543823242
2015-10-09,36.52202606201172
2015-10-12,36.8260383605957
2015-10-13,36.51358413696289
2015-10-14,36.1167106628418
2015-10-15,36.26872634887695
2015-10-16,36.1673698425293
2015-10-19,36.53047180175781
2015-10-20,36.58959197998047
2015-10-21,36.42070388793945
2015-10-22,36.834468841552734
2015-10-23,36.71624755859375
2015-10-26,36.851375579833984
2015-10-27,36.80070877075195
2015-10-28,36.893592834472656
2015-10-29,37.121585845947266
2015-10-30,36.935813903808594
2015-11-02,37.14692687988281
2015-11-03,37.07936096191406
2015-11-04,36.9273567199707
2015-11-05,37.00336456298828
2015-11-06,37.21446990966797
2015-11-09,36.80070877075195
2015-11-10,36.98646926879883
2015-11-11,37.02869415283203
2015-11-12,36.58959197998047
2015-11-13,36.1673698425293
2015-11-16,36.80915069580078
2015-11-17,36.7415885925293
2015-11-18,37.22291946411133
2015-11-19,37.17227554321289
2015-11-20,37.526920318603516
2015-11-23,37.20603561401367
2015-11-24,37.037147521972656
2015-11-25,37.11314392089844
2015-11-27,37.25669479370117
2015-11-30,37.09626007080078
2015-12-01,37.417137145996094
2015-12-02,37.290470123291016
2015-12-03,36.79225158691406
2015-12-04,37.417137145996094
2015-12-07,37.104698181152344
2015-12-08,37.391807556152344
2015-12-09,37.121585845947266
2015-12-10,37.273582458496094
2015-12-11,36.496707916259766
2015-12-14,36.370025634765625
2015-12-15,36.834468841552734
2015-12-16,37.40869903564453
2015-12-17,37.0202522277832
2015-12-18,36.80070877075195
2015-12-21,37.02869415283203
2015-12-22,37.391807556152344
2015-12-23,37.56914138793945
2015-12-24,37.50157928466797
2015-12-28,37.873138427734375
2015-12-29,38.21092987060547
2015-12-30,37.86237335205078
2015-12-31,37.39484786987305
2016-01-04,36.672271728515625
2016-01-05,37.26732635498047
2016-01-06,37.39484786987305
2016-01-07,37.530853271484375
2016-01-08,37.51384353637695
2016-01-11,37.82838439941406
2016-01-12,37.96438980102539
2016-01-13,37.25033187866211
2016-01-14,37.666866302490234
2016-01-15,36.782798767089844
2016-01-19,37.19081497192383
2016-01-20,36.26424026489258
2016-01-21,35.873199462890625
2016-01-22,36.49375534057617
2016-01-25,36.05172348022461
2016-01-26,36.170738220214844
2016-01-27,35.89019775390625
2016-01-28,36.29825210571289
2016-01-29,37.14832305908203
2016-02-01,37.27582931518555
2016-02-02,37.08881759643555
2016-02-03,37.43735122680664
2016-02-04,37.51384353637695
2016-02-05,37.04631805419922
2016-02-08,36.910301208496094
2016-02-09,37.26732635498047
2016-02-10,37.64986801147461
2016-02-11,37.25033187866211
2016-02-12,37.573360443115234
2016-02-16,38.61895751953125
2016-02-17,38.448936462402344
2016-02-18,38.78044891357422
2016-02-19,38.83146667480469
2016-02-22,39.14599609375
2016-02-23,39.069488525390625
2016-02-24,39.10348892211914
2016-02-25,39.299015045166016
2016-02-26,39.2819938659668
2016-02-29,38.848472595214844
2016-03-01,39.60505676269531
2016-03-02,40.00457763671875
2016-03-03,40.1320915222168
2016-03-04,40.03007125854492
2016-03-07,39.87706756591797
2016-03-08,39.639041900634766
2016-03-09,39.95356750488281
2016-03-10,39.89407730102539
2016-03-11,40.20859909057617
2016-03-14,39.962066650390625
2016-03-15,40.33610534667969
2016-03-16,40.68463134765625
2016-03-17,40.79514694213867
2016-03-18,40.96516036987305
2016-03-21,40.94815444946289
2016-03-22,40.47211837768555
2016-03-23,40.70164108276367
2016-03-24,40.90564727783203
2016-03-28,41.06718444824219
2016-03-29,41.415706634521484
2016-03-30,41.3558235168457
2016-03-31,40.757083892822266
2016-04-01,41.26174545288086
2016-04-04,39.57672119140625
2016-04-05,39.790557861328125
2016-04-06,39.57672119140625
2016-04-07,39.551063537597656
2016-04-08,39.679351806640625
2016-04-11,39.26023483276367
2016-04-12,39.28590393066406
2016-04-13,39.35432815551758
2016-04-14,39.29446029663086
2016-04-15,39.47407531738281
2016-04-18,39.75632858276367
2016-04-19,39.73067855834961
2016-04-20,39.49972915649414
2016-04-21,39.02073287963867
2016-04-22,39.123390197753906
2016-04-25,39.14048385620117
2016-04-26,39.43985366821289
2016-04-27,39.76487731933594
2016-04-28,40.41495895385742
2016-04-29,40.260986328125
2016-05-02,40.68010711669922
2016-05-03,40.32086181640625
2016-05-04,40.69722366333008
2016-05-05,40.57746887207031
2016-05-06,41.022239685058594
2016-05-09,41.3814811706543
2016-05-10,41.663753509521484
2016-05-11,41.578216552734375
2016-05-12,41.77494430541992
2016-05-13,41.44991683959961
2016-05-16,41.578216552734375
2016-05-17,40.68865203857422
2016-05-18,40.77418899536133
2016-05-19,40.79985046386719
2016-05-20,40.79130172729492
2016-05-23,40.77418899536133
2016-05-24,41.27030944824219
2016-05-25,40.92815017700195
2016-05-26,41.236080169677734
2016-05-27,41.347286224365234
2016-05-31,41.29595184326172
2016-06-01,41.41571807861328
2016-06-02,41.638092041015625
2016-06-03,41.74928665161133
2016-06-06,41.93746566772461
2016-06-07,42.04010009765625
2016-06-08,42.30525207519531
2016-06-09,42.5960693359375
2016-06-10,42.39934539794922
2016-06-13,42.382232666015625
2016-06-14,42.35658264160156
2016-06-15,42.20262145996094
2016-06-16,42.707271575927734
2016-06-17,42.125633239746094
2016-06-20,42.29669952392578
2016-06-21,42.48487854003906
2016-06-22,42.49342727661133
2016-06-23,42.63884353637695
2016-06-24,42.49342727661133
2016-06-27,42.245391845703125
2016-06-28,42.57896041870117
2016-06-29,43.232967376708984
2016-06-30,44.153751373291016
2016-07-01,44.36888122558594
2016-07-05,44.515159606933594
2016-07-06,45.00566101074219
2016-07-07,44.824951171875
2016-07-08,45.22939682006836
2016-07-11,45.27242660522461
2016-07-12,44.9798469543457
2016-07-13,45.151954650878906
2016-07-14,45.14333724975586
2016-07-15,45.048683166503906
2016-07-18,44.859375
2016-07-19,45.00566101074219
2016-07-20,45.05729293823242
2016-07-21,44.781925201416016
2016-07-22,45.08310317993164
2016-07-25,45.10891342163086
2016-07-26,45.0142707824707
2016-07-27,44.48073196411133
2016-07-28,44.66144943237305
2016-07-29,44.11071014404297
2016-08-01,44.06768798828125
2016-08-02,43.8697624206543
2016-08-03,43.689048767089844
2016-08-04,43.75789260864258
2016-08-05,43.981624603271484
2016-08-08,43.766502380371094
2016-08-09,43.9041862487793
2016-08-10,44.334449768066406
2016-08-11,44.58400344848633
2016-08-12,44.497947692871094
2016-08-15,44.17094421386719
2016-08-16,43.112483978271484
2016-08-17,44.0762939453125
2016-08-18,43.973018646240234
2016-08-19,44.05907440185547
2016-08-22,44.13652801513672
2016-08-23,44.12791442871094
2016-08-24,44.11931228637695
2016-08-25,43.998836517333984
2016-08-26,43.50834274291992
2016-08-29,43.646026611328125
2016-08-30,43.542762756347656
2016-08-31,43.47392272949219
2016-09-01,43.646026611328125
2016-09-02,43.955806732177734
2016-09-06,44.06768798828125
2016-09-07,43.689048767089844
2016-09-08,43.74068069458008
2016-09-09,42.61338806152344
2016-09-12,43.258785247802734
2016-09-13,42.99203109741211
2016-09-14,42.854331970214844
2016-09-15,43.232967376708984
2016-09-16,43.250179290771484
2016-09-19,43.63741683959961
2016-09-20,43.68043518066406
2016-09-21,44.17094421386719
2016-09-22,44.06768798828125
2016-09-23,43.697654724121094
2016-09-26,43.697654724121094
2016-09-27,43.689048767089844
2016-09-28,43.53415298461914
2016-09-29,43.360965728759766
2016-09-30,43.690040588378906
2016-10-03,43.6467399597168
2016-10-04,43.23104476928711
2016-10-05,43.170433044433594
2016-10-06,43.05784225463867
2016-10-07,42.85867691040039
2016-10-10,43.20506286621094
2016-10-11,42.95392608642578
2016-10-12,43.0318489074707
2016-10-13,42.97990417480469
2016-10-14,43.144447326660156
2016-10-17,43.43022918701172
2016-10-18,43.508174896240234
2016-10-19,43.44755554199219
2016-10-20,43.28302001953125
2016-10-21,43.23971939086914
2016-10-24,43.776634216308594
2016-10-25,44.1230354309082
2016-10-26,44.4174919128418
2016-10-27,44.140357971191406
2016-10-28,45.01502990722656
