Date,IDEXY
2015-08-24,6.054110050201416
2015-08-25,6.102874279022217
2015-08-26,6.207901477813721
2015-08-27,6.316681385040283
2015-08-28,6.297926425933838
2015-08-31,6.2529144287109375
2015-09-01,6.065364360809326
2015-09-02,6.177894115447998
2015-09-03,6.099122524261475
2015-09-04,5.9415812492370605
2015-09-08,6.072865962982178
2015-09-09,6.035356521606445
2015-09-10,6.125380039215088
2015-09-11,6.114126682281494
2015-09-14,6.072865962982178
2015-09-15,6.129131317138672
2015-09-16,6.4329609870910645
2015-09-17,6.564246654510498
2015-09-18,6.369194507598877
2015-09-21,6.365443229675293
2015-09-22,6.204151153564453
2015-09-23,6.147885322570801
2015-09-24,6.0766167640686035
2015-09-25,6.177894115447998
2015-09-28,6.114126682281494
2015-09-29,6.125380039215088
2015-09-30,6.2641682624816895
2015-10-01,6.3579421043396
2015-10-02,6.440464019775391
2015-10-05,6.658021926879883
2015-10-06,6.714286804199219
2015-10-07,6.658021926879883
2015-10-08,6.665524482727051
2015-10-09,6.650518894195557
2015-10-12,6.665524482727051
2015-10-13,6.549242973327637
2015-10-14,6.583001136779785
2015-10-15,6.6055073738098145
2015-10-16,6.6055073738098145
2015-10-19,6.673026084899902
2015-10-20,6.67677640914917
2015-10-21,6.7180376052856445
2015-10-22,6.864326477050781
2015-10-23,7.00686502456665
2015-10-26,6.96185302734375
2015-10-27,6.94309663772583
2015-10-28,7.010615825653076
2015-10-29,7.149258613586426
2015-10-30,7.095933437347412
2015-11-02,7.160685062408447
2015-11-03,7.099742889404297
2015-11-04,6.970241546630859
2015-11-05,7.084507942199707
2015-11-06,6.730282306671143
2015-11-09,6.718855381011963
2015-11-10,6.711238861083984
2015-11-11,6.764562606811523
2015-11-12,6.741709232330322
2015-11-13,6.600780010223389
2015-11-16,6.703620910644531
2015-11-17,6.673149108886719
2015-11-18,6.673149108886719
2015-11-19,6.676957607269287
2015-11-20,6.7074294090271
2015-11-23,6.650296211242676
2015-11-24,6.5588836669921875
2015-11-25,6.692193508148193
2015-11-27,6.741709232330322
2015-11-30,6.825503349304199
2015-12-01,6.852166175842285
2015-12-02,6.93215274810791
2015-12-03,6.855976581573486
2015-12-04,6.947388172149658
2015-12-07,7.012139320373535
2015-12-08,6.829312801361084
2015-12-09,6.718855381011963
2015-12-10,6.673149108886719
2015-12-11,6.669340133666992
2015-12-14,6.650296211242676
2015-12-15,6.749326229095459
2015-12-16,6.791224002838135
2015-12-17,6.814077377319336
2015-12-18,6.612207889556885
2015-12-21,6.539838790893555
2015-12-22,6.5931620597839355
2015-12-23,6.646487236022949
2015-12-24,6.646487236022949
2015-12-28,6.570309162139893
2015-12-29,6.711238861083984
2015-12-30,6.627442359924316
2015-12-31,6.570309162139893
2016-01-04,6.334158897399902
2016-01-05,6.227510929107666
2016-01-06,6.166569232940674
2016-01-07,6.200849533081055
2016-01-08,6.12086296081543
2016-01-11,6.11324405670166
2016-01-12,6.242745876312256
2016-01-13,6.12086296081543
2016-01-14,6.11324405670166
2016-01-15,5.896138668060303
2016-01-19,5.979933738708496
2016-01-20,5.880903244018555
2016-01-21,5.972316265106201
2016-01-22,6.109436511993408
2016-01-25,6.018022537231445
2016-01-26,6.094200134277344
2016-01-27,6.078964710235596
2016-01-28,6.143715858459473
2016-01-29,6.2541728019714355
2016-02-01,6.322732925415039
2016-02-02,6.101818084716797
2016-02-03,6.227510929107666
2016-02-04,6.197040557861328
2016-02-05,6.018022537231445
2016-02-08,5.918992042541504
2016-02-09,5.869476318359375
2016-02-10,6.0484938621521
2016-02-11,5.839005470275879
2016-02-12,5.778063774108887
2016-02-16,5.827578544616699
2016-02-17,5.915183067321777
2016-02-18,5.949462890625
2016-02-19,5.998979091644287
2016-02-22,5.979933738708496
2016-02-23,5.896138668060303
2016-02-24,5.8009161949157715
2016-02-25,5.915183067321777
2016-02-26,5.899947643280029
2016-02-29,5.911374092102051
2016-03-01,6.212274551391602
2016-03-02,6.1741862297058105
2016-03-03,6.170377731323242
2016-03-04,6.246555805206299
2016-03-07,6.212274551391602
2016-03-08,6.185612678527832
2016-03-09,6.231320381164551
2016-03-10,6.357012748718262
2016-03-11,6.265600204467773
2016-03-14,6.3189239501953125
2016-03-15,6.307497501373291
2016-03-16,6.368439197540283
2016-03-17,6.44461727142334
2016-03-18,6.414146423339844
2016-03-21,6.391293048858643
2016-03-22,6.452234268188477
2016-03-23,6.398908615112305
2016-03-24,6.334158897399902
2016-03-28,6.3189239501953125
2016-03-29,6.44461727142334
2016-03-30,6.505558967590332
2016-03-31,6.4217634201049805
2016-04-01,6.330350875854492
2016-04-04,6.330350875854492
2016-04-05,6.1894211769104
2016-04-06,6.242745876312256
2016-04-07,6.132288932800293
2016-04-08,6.166569232940674
2016-04-11,6.170377731323242
2016-04-12,6.269408226013184
2016-04-13,6.238936424255371
2016-04-14,6.1741862297058105
2016-04-15,6.151332855224609
2016-04-18,6.208466053009033
2016-04-19,6.349395275115967
2016-04-20,6.376057147979736
2016-04-21,6.288453102111816
2016-04-22,6.315114974975586
2016-04-25,6.280835151672363
2016-04-26,6.204658031463623
2016-04-27,6.25798225402832
2016-04-28,6.2455363273620605
2016-04-29,6.241648197174072
2016-05-02,6.408870220184326
2016-05-03,6.233870983123779
2016-05-04,6.140537738800049
2016-05-05,6.113315582275391
2016-05-06,6.140537738800049
2016-05-09,6.222203731536865
2016-05-10,6.327204704284668
2016-05-11,6.206648826599121
2016-05-12,6.183315753936768
2016-05-13,6.140537738800049
2016-05-16,6.202759265899658
