Date,UGPA3.SA
2015-08-24,10.525907516479492
2015-08-25,10.437193870544434
2015-08-26,10.863381385803223
2015-08-27,11.254773139953613
2015-08-28,11.138225555419922
2015-08-31,11.040811538696289
2015-09-01,10.922521591186523
2015-09-02,11.112131118774414
2015-09-03,11.29304313659668
2015-09-04,11.298263549804688
2015-09-08,11.287824630737305
2015-09-09,11.080821990966797
2015-09-10,11.106912612915039
2015-09-11,11.148660659790039
2015-09-14,11.50700569152832
2015-09-15,11.453080177307129
2015-09-16,11.68095874786377
2015-09-17,11.686177253723145
2015-09-18,11.446122169494629
2015-09-21,11.451340675354004
2015-09-22,11.531359672546387
2015-09-23,11.23737907409668
2015-09-24,11.152140617370605
2015-09-25,11.150400161743164
2015-09-28,11.091256141662598
2015-09-29,11.002541542053223
2015-09-30,11.620074272155762
2015-10-01,11.733145713806152
2015-10-02,12.0427827835083
2015-10-05,12.002771377563477
2015-10-06,11.959282875061035
2015-10-07,11.976679801940918
2015-10-08,11.952326774597168
2015-10-09,11.97145938873291
2015-10-13,11.828818321228027
2015-10-14,11.700092315673828
2015-10-15,11.567889213562012
2015-10-16,11.821860313415527
2015-10-19,11.915794372558594
2015-10-20,11.959282875061035
2015-10-21,12.002771377563477
2015-10-22,12.157591819763184
2015-10-23,12.098447799682617
2015-10-26,12.03756332397461
2015-10-27,12.1193208694458
2015-10-28,11.983637809753418
2015-10-29,11.663562774658203
2015-10-30,11.654864311218262
2015-11-03,12.07931137084961
2015-11-04,12.060178756713867
2015-11-05,11.889701843261719
2015-11-06,11.67400074005127
2015-11-09,11.71574878692627
2015-11-10,11.675739288330078
2015-11-11,11.881006240844727
2015-11-12,11.787070274353027
2015-11-13,11.748799324035645
2015-11-16,11.84621524810791
2015-11-17,11.875784873962402
2015-11-18,11.967982292175293
2015-11-19,12.002771377563477
2015-11-23,11.830559730529785
2015-11-24,11.807947158813477
2015-11-25,11.411330223083496
2015-11-26,11.684438705444336
2015-11-27,11.306960105895996
2015-11-30,10.912083625793457
2015-12-01,11.105173110961914
2015-12-02,11.063424110412598
2015-12-03,11.366105079650879
2015-12-04,11.139963150024414
2015-12-07,10.950355529785156
2015-12-08,10.896430969238281
2015-12-09,11.306960105895996
2015-12-10,11.150400161743164
2015-12-11,11.068643569946289
2015-12-14,10.823369979858398
2015-12-15,10.865118026733398
2015-12-16,10.898168563842773
2015-12-17,10.882514953613281
2015-12-18,10.802494049072266
2015-12-21,10.795537948608398
2015-12-22,10.750309944152832
2015-12-23,10.985143661499023
2015-12-28,10.981668472290039
2015-12-29,10.79379653930664
2015-12-30,10.515470504760742
2016-01-04,10.002310752868652
2016-01-05,10.231929779052734
2016-01-06,10.158866882324219
2016-01-07,9.750077247619629
2016-01-08,9.906635284423828
2016-01-11,9.645706176757812
2016-01-12,9.713545799255371
2016-01-13,9.569168090820312
2016-01-14,9.770954132080078
2016-01-15,9.706588745117188
2016-01-18,9.454357147216797
2016-01-19,9.515240669250488
2016-01-20,9.529157638549805
2016-01-21,9.591781616210938
2016-01-22,9.96403980255127
2016-01-26,9.630050659179688
2016-01-27,9.944905281066895
2016-01-28,10.026663780212402
2016-01-29,10.329339981079102
2016-02-01,10.172784805297852
2016-02-02,9.875325202941895
2016-02-03,10.00057315826416
2016-02-04,10.141472816467285
2016-02-05,10.054494857788086
2016-02-10,10.033623695373535
2016-02-11,9.913592338562012
2016-02-12,10.174524307250977
2016-02-15,10.150171279907227
2016-02-16,10.280635833740234
2016-02-17,10.454588890075684
2016-02-18,10.767704010009766
2016-02-19,10.583316802978516
2016-02-22,10.826849937438965
2016-02-23,10.77466106414795
2016-02-24,10.840765953063965
2016-02-25,10.854863166809082
2016-02-26,10.846049308776855
2016-02-29,11.0751314163208
2016-03-01,11.277777671813965
2016-03-02,11.40817642211914
2016-03-03,11.51390552520752
2016-03-04,11.742986679077148
2016-03-07,11.709505081176758
2016-03-08,11.6072998046875
2016-03-09,11.593204498291016
2016-03-10,11.76941967010498
2016-03-11,11.765893936157227
2016-03-14,11.614349365234375
2016-03-15,11.663689613342285
2016-03-16,11.691885948181152
2016-03-17,12.2222900390625
2016-03-18,12.017885208129883
2016-03-21,12.061938285827637
2016-03-22,12.144759178161621
2016-03-23,12.2769193649292
2016-03-24,12.28572940826416
2016-03-28,12.296302795410156
2016-03-29,12.49366569519043
2016-03-30,12.511284828186035
2016-03-31,12.313924789428711
2016-04-01,12.248723030090332
2016-04-04,11.91567611694336
2016-04-05,12.060173988342285
2016-04-06,12.294538497924805
2016-04-07,12.468992233276367
2016-04-08,12.617013931274414
2016-04-11,12.458418846130371
2016-04-12,12.668116569519043
2016-04-13,12.557103157043457
2016-04-14,12.687501907348633
2016-04-15,12.846092224121094
2016-04-18,12.9888277053833
2016-04-19,12.930679321289062
2016-04-20,12.728031158447266
2016-04-22,12.987068176269531
2016-04-25,12.88133716583252
2016-04-26,12.710407257080078
2016-04-27,12.77737045288086
2016-04-28,12.879576683044434
2016-04-29,12.761510848999023
2016-05-02,12.631111145019531
2016-05-03,12.581768989562988
2016-05-04,12.724507331848145
2016-05-05,12.664592742919922
2016-05-06,12.622300148010254
2016-05-09,12.634635925292969
2016-05-10,12.823184967041016
2016-05-11,12.828473091125488
2016-05-12,12.819659233093262
2016-05-13,12.511284828186035
2016-05-16,12.608202934265137
2016-05-17,12.564148902893066
2016-05-18,12.252249717712402
2016-05-19,12.32625961303711
2016-05-20,12.387933731079102
2016-05-23,12.440797805786133
2016-05-24,12.43375015258789
2016-05-25,12.39498233795166
2016-05-27,12.435511589050293
2016-05-30,12.370311737060547
2016-05-31,12.026693344116211
2016-06-01,12.06546401977539
2016-06-02,12.202908515930176
2016-06-03,12.213482856750488
2016-06-06,12.141234397888184
2016-06-07,11.98263931274414
2016-06-08,11.852239608764648
2016-06-09,11.806426048278809
2016-06-10,11.621397972106934
2016-06-13,12.192336082458496
2016-06-14,12.000262260437012
2016-06-15,12.306877136230469
2016-06-16,12.402033805847168
2016-06-17,12.476041793823242
2016-06-20,12.657543182373047
2016-06-21,12.932439804077148
2016-06-22,12.51304817199707
2016-06-23,12.793229103088379
2016-06-24,12.581768989562988
2016-06-27,12.345643043518066
2016-06-28,12.350929260253906
2016-06-29,12.495426177978516
2016-06-30,12.530670166015625
2016-07-01,12.283966064453125
2016-07-04,12.1676664352417
2016-07-05,12.227577209472656
2016-07-06,12.187049865722656
2016-07-07,12.28572940826416
2016-07-08,12.467231750488281
2016-07-11,12.565913200378418
2016-07-12,12.590580940246582
2016-07-13,12.317447662353516
2016-07-14,12.534194946289062
2016-07-15,12.560626029968262
2016-07-18,12.731553077697754
2016-07-19,12.8108491897583
2016-07-20,12.874288558959961
2016-07-21,12.833761215209961
2016-07-22,12.898957252502441
2016-07-25,12.828473091125488
2016-07-26,12.757986068725586
2016-07-27,12.920104026794434
2016-07-28,12.999399185180664
2016-07-29,13.046979904174805
2016-08-01,12.743889808654785
2016-08-02,12.683976173400879
2016-08-03,12.502473831176758
2016-08-04,12.634635925292969
2016-08-05,12.853141784667969
2016-08-08,13.039929389953613
2016-08-09,12.937724113464355
2016-08-10,12.752699851989746
2016-08-11,13.25139045715332
2016-08-12,13.290157318115234
2016-08-15,13.559767723083496
2016-08-16,13.790609359741211
2016-08-17,13.929815292358398
2016-08-18,13.753581047058105
2016-08-19,13.72688102722168
2016-08-22,13.466973304748535
2016-08-23,13.447393417358398
2016-08-24,13.32277774810791
2016-08-25,13.230213165283203
2016-08-26,13.208850860595703
2016-08-29,13.422471046447754
2016-08-30,13.351264953613281
2016-08-31,13.249792098999023
2016-09-01,12.959630012512207
2016-09-02,12.959630012512207
2016-09-05,12.966747283935547
2016-09-06,13.01659107208252
2016-09-08,13.155445098876953
2016-09-09,12.681920051574707
2016-09-12,12.781609535217285
2016-09-13,12.639195442199707
2016-09-14,12.580449104309082
2016-09-15,12.648096084594727
2016-09-16,12.434473991394043
2016-09-19,12.603593826293945
2016-09-20,12.72108268737793
2016-09-21,12.58401107788086
2016-09-22,12.47898006439209
2016-09-23,12.58757209777832
2016-09-26,12.559089660644531
2016-09-27,12.580449104309082
2016-09-28,12.642755508422852
2016-09-29,12.580449104309082
2016-09-30,12.649876594543457
2016-10-03,12.744224548339844
2016-10-04,12.767367362976074
2016-10-05,12.833235740661621
2016-10-06,12.890199661254883
2016-10-07,12.995229721069336
2016-10-10,13.021930694580078
2016-10-11,12.728205680847168
2016-10-13,12.818992614746094
2016-10-14,12.710402488708496
2016-10-17,12.986327171325684
2016-10-18,13.066436767578125
2016-10-19,12.890199661254883
2016-10-20,12.890199661254883
2016-10-21,12.906222343444824
2016-10-24,12.870617866516113
2016-10-25,12.950725555419922
2016-10-26,12.950725555419922
2016-10-27,12.909782409667969
2016-10-28,12.924025535583496
2016-10-31,12.875958442687988
2016-11-01,12.525262832641602
2016-11-03,12.46117877960205
2016-11-04,12.354369163513184
2016-11-07,12.46117877960205
2016-11-08,12.47898006439209
2016-11-09,12.114047050476074
2016-11-10,11.820320129394531
2016-11-11,11.642301559448242
2016-11-14,11.681465148925781
2016-11-16,12.187032699584961
2016-11-17,12.105143547058105
