Date,CARL-B.CO
2015-12-22,471.5726013183594
2015-12-23,478.6344299316406
2015-12-28,479.0267028808594
2015-12-29,479.0267028808594
2015-12-30,480.59600830078125
2016-01-04,480.59600830078125
2016-01-05,478.6344299316406
2016-01-06,466.4724426269531
2016-01-07,466.0799255371094
2016-01-08,466.0799255371094
2016-01-11,454.31036376953125
2016-01-12,446.8561096191406
2016-01-13,437.83270263671875
2016-01-14,430.37860107421875
2016-01-15,417.0396423339844
2016-01-18,415.8626403808594
2016-01-19,420.5705871582031
2016-01-20,406.8392028808594
2016-01-21,415.8626403808594
2016-01-22,424.1014099121094
2016-01-25,426.06304931640625
2016-01-26,433.1249084472656
2016-01-27,435.47882080078125
2016-01-28,438.61737060546875
2016-01-29,453.5256652832031
2016-02-01,458.2334899902344
2016-02-02,453.1332702636719
2016-02-03,443.71759033203125
2016-02-04,447.24847412109375
2016-02-05,449.6024475097656
2016-02-08,430.37860107421875
2016-02-09,429.59393310546875
2016-02-10,446.8561096191406
2016-02-11,451.1717529296875
2016-02-12,462.9414367675781
2016-02-15,478.2420654296875
2016-02-16,474.3188171386719
2016-02-17,477.8497314453125
2016-02-18,478.6344299316406
2016-02-19,475.1033935546875
2016-02-22,475.4957580566406
2016-02-23,478.2420654296875
2016-02-24,456.27197265625
2016-02-25,466.8646240234375
2016-02-26,468.0416564941406
2016-02-29,465.6877136230469
2016-03-01,470.78790283203125
2016-03-02,466.8646240234375
2016-03-03,469.6109924316406
2016-03-04,473.9263916015625
2016-03-07,471.1802062988281
2016-03-08,466.0799255371094
2016-03-09,466.4724426269531
2016-03-10,464.5107727050781
2016-03-11,472.74957275390625
2016-03-14,480.98834228515625
2016-03-15,480.20361328125
2016-03-16,464.903076171875
2016-03-17,466.8646240234375
2016-03-18,470.84814453125
2016-03-21,472.83990478515625
2016-03-22,476.42498779296875
2016-03-23,487.57879638671875
2016-03-29,488.3755187988281
2016-03-30,501.1226501464844
2016-03-31,497.1390686035156
2016-04-01,493.95233154296875
2016-04-04,501.52099609375
2016-04-05,495.9441223144531
2016-04-06,501.1226501464844
2016-04-07,495.5457763671875
2016-04-08,498.73260498046875
2016-04-11,489.5704650878906
2016-04-12,492.75726318359375
2016-04-13,486.78204345703125
2016-04-14,497.9358215332031
2016-04-15,498.73260498046875
2016-04-18,499.9275817871094
2016-04-19,514.66650390625
2016-04-20,510.6829528808594
2016-04-21,507.8945617675781
2016-04-25,501.1226501464844
2016-04-26,503.1143798828125
2016-04-27,507.8945617675781
2016-04-28,512.6746215820312
2016-04-29,504.30950927734375
2016-05-02,502.71600341796875
2016-05-03,501.9193115234375
2016-05-04,495.9441223144531
2016-05-09,509.88629150390625
2016-05-10,508.29290771484375
2016-05-11,493.5539855957031
2016-05-12,506.3012390136719
2016-05-13,501.9193115234375
2016-05-17,501.9193115234375
2016-05-18,498.73260498046875
2016-05-19,491.9606018066406
2016-05-20,500.7243347167969
2016-05-23,501.1226501464844
2016-05-24,504.30950927734375
2016-05-25,509.88629150390625
2016-05-26,513.8699340820312
2016-05-27,515.4632568359375
2016-05-30,517.4548950195312
2016-05-31,513.8699340820312
2016-06-01,514.2681274414062
2016-06-02,514.2681274414062
2016-06-03,510.28466796875
2016-06-06,511.8780822753906
2016-06-07,511.8780822753906
2016-06-08,509.88629150390625
2016-06-09,504.30950927734375
2016-06-10,491.562255859375
2016-06-13,487.97711181640625
2016-06-14,483.5953063964844
2016-06-15,485.5870666503906
2016-06-16,479.6118469238281
2016-06-17,476.42498779296875
2016-06-20,488.77386474609375
2016-06-21,490.7655944824219
2016-06-22,493.1556701660156
2016-06-23,498.73260498046875
2016-06-24,481.2052001953125
2016-06-27,472.44158935546875
2016-06-28,476.02667236328125
2016-06-29,483.9937438964844
2016-06-30,505.50445556640625
2016-07-01,515.4632568359375
2016-07-04,515.4632568359375
2016-07-05,503.9111633300781
2016-07-06,497.9358215332031
2016-07-07,503.9111633300781
2016-07-08,506.3012390136719
2016-07-11,513.8699340820312
2016-07-12,513.0730590820312
2016-07-13,515.8615112304688
2016-07-14,513.8699340820312
2016-07-15,511.47967529296875
2016-07-18,512.6746215820312
2016-07-19,511.8780822753906
2016-07-20,517.4548950195312
2016-07-21,520.641845703125
2016-07-22,521.0401000976562
2016-07-25,522.6334228515625
2016-07-26,524.625244140625
2016-07-27,522.6334228515625
2016-07-28,526.616943359375
2016-07-29,526.2185668945312
2016-08-01,528.2103881835938
2016-08-02,524.2268676757812
2016-08-03,522.235107421875
2016-08-04,523.43017578125
2016-08-05,522.6334228515625
2016-08-08,515.8615112304688
2016-08-09,524.625244140625
2016-08-10,514.66650390625
2016-08-11,521.8368530273438
2016-08-12,531.3971557617188
2016-08-15,540.55908203125
2016-08-16,540.95751953125
2016-08-17,512.6746215820312
2016-08-18,503.9111633300781
2016-08-19,500.7243347167969
2016-08-22,501.52099609375
2016-08-23,502.3177185058594
2016-08-24,497.9358215332031
2016-08-25,498.3342590332031
2016-08-26,497.9358215332031
2016-08-29,498.73260498046875
2016-08-30,502.71600341796875
2016-08-31,498.3342590332031
2016-09-01,499.9275817871094
2016-09-02,511.47967529296875
2016-09-05,513.0730590820312
2016-09-06,504.70770263671875
2016-09-07,502.3177185058594
2016-09-08,496.3424377441406
2016-09-09,487.57879638671875
2016-09-12,488.77386474609375
2016-09-13,487.97711181640625
2016-09-14,487.97711181640625
2016-09-15,489.9688720703125
2016-09-16,483.5953063964844
2016-09-19,488.77386474609375
2016-09-20,496.74078369140625
2016-09-21,499.5292663574219
2016-09-22,508.69122314453125
2016-09-23,503.5127868652344
2016-09-26,500.7243347167969
2016-09-27,497.5374755859375
2016-09-28,504.30950927734375
2016-09-29,507.09796142578125
2016-09-30,503.5127868652344
2016-10-03,504.30950927734375
2016-10-04,503.5127868652344
2016-10-05,497.9358215332031
2016-10-06,497.1390686035156
2016-10-07,486.3837890625
2016-10-10,495.5457763671875
2016-10-11,490.7655944824219
2016-10-12,486.3837890625
2016-10-13,483.5953063964844
2016-10-14,488.77386474609375
2016-10-17,487.97711181640625
2016-10-18,489.9688720703125
2016-10-19,501.52099609375
2016-10-20,501.1226501464844
2016-10-21,502.71600341796875
2016-10-24,497.5374755859375
2016-10-25,493.5539855957031
2016-10-26,484.7904052734375
2016-10-27,487.1804504394531
2016-10-28,486.78204345703125
2016-10-31,486.78204345703125
2016-11-01,480.806884765625
2016-11-02,482.0019226074219
2016-11-03,479.21337890625
2016-11-04,474.43328857421875
2016-11-07,481.2052001953125
2016-11-08,487.97711181640625
2016-11-09,481.6034851074219
2016-11-10,472.04315185546875
2016-11-11,466.4662780761719
2016-11-14,458.897705078125
2016-11-15,462.8812255859375
2016-11-16,463.6778259277344
2016-11-17,466.4662780761719
2016-11-18,468.0596618652344
2016-11-21,472.04315185546875
2016-11-22,472.44158935546875
2016-11-23,467.66131591796875
2016-11-24,465.6696472167969
2016-11-25,474.03497314453125
2016-11-28,471.6448059082031
2016-11-29,474.8315734863281
2016-11-30,475.6282653808594
2016-12-01,461.6861267089844
2016-12-02,462.08447265625
2016-12-05,465.2713623046875
2016-12-06,467.26300048828125
2016-12-07,460.4909973144531
2016-12-08,460.09271240234375
2016-12-09,466.4662780761719
2016-12-12,471.6448059082031
2016-12-13,481.6034851074219
2016-12-14,479.6118469238281
2016-12-15,472.83990478515625
2016-12-16,477.6200866699219
2016-12-19,476.02667236328125
2016-12-20,478.0184326171875
2016-12-21,479.6118469238281
2016-12-22,479.21337890625
2016-12-23,479.21337890625
2016-12-27,482.7986145019531
2016-12-28,482.40020751953125
2016-12-29,483.1968688964844
2016-12-30,485.5870666503906
2017-01-02,488.3755187988281
2017-01-03,487.97711181640625
2017-01-04,486.78204345703125
2017-01-05,487.57879638671875
2017-01-06,489.1722106933594
2017-01-09,489.9688720703125
2017-01-10,486.3837890625
2017-01-11,483.9937438964844
2017-01-12,481.6034851074219
2017-01-13,485.18865966796875
2017-01-16,485.5870666503906
2017-01-17,483.5953063964844
2017-01-18,489.9688720703125
2017-01-19,489.1722106933594
2017-01-20,490.3672180175781
2017-01-23,487.1804504394531
2017-01-24,489.1722106933594
2017-01-25,493.5539855957031
2017-01-26,493.5539855957031
2017-01-27,499.5292663574219
2017-01-30,496.74078369140625
2017-01-31,495.5457763671875
2017-02-01,496.3424377441406
2017-02-02,497.1390686035156
2017-02-03,499.5292663574219
2017-02-06,493.95233154296875
2017-02-07,502.3177185058594
2017-02-08,489.5704650878906
2017-02-09,491.562255859375
2017-02-10,488.3755187988281
2017-02-13,487.1804504394531
2017-02-14,483.9937438964844
2017-02-15,486.78204345703125
2017-02-16,487.97711181640625
2017-02-17,489.5704650878906
2017-02-20,488.3755187988281
2017-02-21,492.75726318359375
2017-02-22,495.5457763671875
2017-02-23,493.5539855957031
2017-02-24,490.7655944824219
2017-02-27,491.9606018066406
2017-02-28,491.1639404296875
2017-03-01,495.5457763671875
2017-03-02,492.75726318359375
2017-03-03,490.7655944824219
2017-03-06,491.9606018066406
2017-03-07,490.7655944824219
2017-03-08,489.5704650878906
2017-03-09,485.18865966796875
2017-03-10,487.57879638671875
2017-03-13,487.97711181640625
2017-03-14,489.5704650878906
2017-03-15,489.5704650878906
2017-03-16,492.3589782714844
2017-03-17,497.5374755859375
2017-03-20,500.7243347167969
2017-03-21,498.3342590332031
2017-03-22,491.562255859375
2017-03-23,493.1556701660156
2017-03-24,497.1390686035156
2017-03-27,499.5292663574219
2017-03-28,503.5127868652344
2017-03-29,515.8615112304688
2017-03-30,514.66650390625
2017-03-31,521.1402587890625
2017-04-03,517.9034423828125
2017-04-04,523.5679321289062
2017-04-05,522.3541259765625
2017-04-06,523.163330078125
2017-04-07,524.3771362304688
2017-04-10,526.8048706054688
2017-04-11,530.041748046875
2017-04-12,535.3016967773438
2017-04-18,537.3248291015625
2017-04-19,537.3248291015625
2017-04-20,536.5155639648438
2017-04-21,536.5155639648438
2017-04-24,545.012451171875
2017-04-25,544.2031860351562
2017-04-26,545.012451171875
2017-04-27,553.1046142578125
2017-04-28,551.4861450195312
2017-05-01,550.2723388671875
2017-05-02,553.9138793945312
2017-05-03,551.890869140625
2017-05-04,567.26611328125
2017-05-05,565.6476440429688
2017-05-08,565.6476440429688
2017-05-09,568.0752563476562
2017-05-10,568.0752563476562
2017-05-11,570.9075317382812
2017-05-15,569.6936645507812
2017-05-16,566.8614501953125
2017-05-17,558.7692260742188
2017-05-18,554.3184814453125
2017-05-19,556.3414916992188
2017-05-22,564.4337768554688
2017-05-23,573.3352661132812
2017-05-24,578.5951538085938
2017-05-29,575.3583984375
2017-05-30,577.38134765625
2017-05-31,583.4505004882812
2017-06-01,586.6875
2017-06-02,589.5196533203125
2017-06-06,590.3289184570312
2017-06-07,587.9013061523438
2017-06-08,579.8090209960938
2017-06-09,576.5721435546875
2017-06-12,570.5029907226562
2017-06-13,575.3583984375
2017-06-14,578.1905517578125
2017-06-15,581.8321533203125
2017-06-16,586.2827758789062
2017-06-19,592.756591796875
2017-06-20,595.9934692382812
2017-06-21,586.6875
2017-06-22,581.8321533203125
2017-06-23,576.16748046875
2017-06-26,578.9998168945312
2017-06-27,574.1444702148438
2017-06-28,570.0983276367188
2017-06-29,561.6015625
2017-06-30,562.8153076171875
2017-07-03,559.173828125
2017-07-04,556.3414916992188
2017-07-05,557.9599609375
2017-07-06,548.6538696289062
2017-07-07,542.1801147460938
2017-07-10,546.6307983398438
2017-07-11,542.9894409179688
2017-07-12,552.29541015625
2017-07-13,551.890869140625
2017-07-14,560.3876953125
2017-07-17,558.7692260742188
2017-07-18,559.5784301757812
2017-07-19,561.6015625
2017-07-20,563.219970703125
2017-07-21,557.555419921875
2017-07-24,553.5092163085938
2017-07-25,555.5322875976562
2017-07-26,562.8153076171875
2017-07-27,567.26611328125
2017-07-28,560.7922973632812
2017-07-31,565.2430419921875
2017-08-01,564.0291748046875
2017-08-02,564.0291748046875
2017-08-03,566.8614501953125
2017-08-04,572.1214599609375
2017-08-07,576.5721435546875
2017-08-08,572.5260009765625
2017-08-09,560.7922973632812
2017-08-10,558.7692260742188
2017-08-11,557.9599609375
2017-08-14,555.1277465820312
2017-08-15,560.7922973632812
2017-08-16,545.8215942382812
2017-08-17,563.219970703125
2017-08-18,561.6015625
2017-08-21,562.8153076171875
2017-08-22,573.7398071289062
2017-08-23,580.6182861328125
2017-08-24,583.4505004882812
2017-08-25,583.0459594726562
2017-08-28,580.2136840820312
2017-08-29,576.16748046875
2017-08-30,577.7860107421875
2017-08-31,580.2136840820312
2017-09-01,584.259765625
2017-09-04,581.8321533203125
2017-09-05,580.2136840820312
2017-09-06,579.8090209960938
2017-09-07,583.4505004882812
2017-09-08,585.4736328125
2017-09-11,588.3058471679688
2017-09-12,585.8782348632812
2017-09-13,584.259765625
2017-09-14,586.2827758789062
2017-09-15,575.7628784179688
2017-09-18,575.3583984375
2017-09-19,572.5260009765625
2017-09-20,572.1214599609375
2017-09-21,567.26611328125
2017-09-22,563.219970703125
2017-09-25,564.4337768554688
2017-09-26,564.0291748046875
2017-09-27,556.7461547851562
2017-09-28,559.173828125
2017-09-29,557.555419921875
2017-10-02,564.0291748046875
2017-10-03,563.62451171875
2017-10-04,564.83837890625
2017-10-05,567.670654296875
2017-10-06,567.670654296875
2017-10-09,568.0752563476562
2017-10-10,574.9537353515625
2017-10-11,578.5951538085938
2017-10-12,573.3352661132812
2017-10-13,576.16748046875
2017-10-16,578.5951538085938
2017-10-17,579.4043579101562
2017-10-18,594.7796630859375
2017-10-19,592.35205078125
2017-10-20,602.062744140625
2017-10-23,598.8258056640625
2017-10-24,588.7105712890625
2017-10-25,583.0459594726562
2017-10-26,583.4505004882812
2017-10-27,591.1381225585938
2017-10-30,588.3058471679688
2017-10-31,590.3289184570312
2017-11-01,591.1381225585938
2017-11-02,595.184326171875
2017-11-03,608.5364379882812
2017-11-06,607.7272338867188
2017-11-07,601.2534790039062
2017-11-08,606.1088256835938
2017-11-09,604.8948974609375
2017-11-10,604.8948974609375
2017-11-13,610.1549072265625
2017-11-14,610.5595092773438
2017-11-15,602.062744140625
2017-11-16,603.2765502929688
2017-11-17,597.2073364257812
2017-11-20,597.6119995117188
2017-11-21,598.0166015625
2017-11-22,598.8258056640625
2017-11-23,595.5889282226562
2017-11-24,594.7796630859375
2017-11-27,592.35205078125
2017-11-28,597.2073364257812
2017-11-29,593.1611938476562
2017-11-30,599.2304077148438
2017-12-01,591.1381225585938
2017-12-04,592.35205078125
2017-12-05,595.184326171875
2017-12-06,595.5889282226562
2017-12-07,596.802734375
2017-12-08,592.35205078125
2017-12-11,586.6875
2017-12-12,593.1611938476562
2017-12-13,593.1611938476562
2017-12-14,593.5658569335938
2017-12-15,596.3981323242188
2017-12-18,602.062744140625
2017-12-19,607.3226928710938
2017-12-20,605.2996215820312
2017-12-21,606.9180908203125
2017-12-22,604.0857543945312
2017-12-27,608.5364379882812
2017-12-28,606.5133666992188
2017-12-29,602.8718872070312
2018-01-02,603.1956787109375
2018-01-03,605.7850341796875
2018-01-04,606.1088256835938
2018-01-05,616.1432495117188
2018-01-08,619.0564575195312
2018-01-09,624.7210083007812
2018-01-10,618.2471313476562
2018-01-11,616.6287231445312
2018-01-12,610.1549072265625
2018-01-15,606.5942993164062
2018-01-16,599.1495361328125
2018-01-17,604.4904174804688
2018-01-18,613.715576171875
2018-01-19,614.6865844726562
2018-01-22,614.2010498046875
2018-01-23,619.0564575195312
2018-01-24,617.76171875
2018-01-25,609.3456420898438
2018-01-26,623.1025390625
2018-01-29,623.1025390625
2018-01-30,623.1025390625
2018-01-31,622.940673828125
2018-02-01,624.2354125976562
2018-02-02,617.5997924804688
2018-02-05,614.8484497070312
2018-02-06,600.2824096679688
2018-02-07,578.5951538085938
2018-02-08,572.4451293945312
2018-02-09,566.9423217773438
2018-02-12,567.26611328125
2018-02-13,569.0463256835938
2018-02-14,575.84375
2018-02-15,578.757080078125
2018-02-16,593.1611938476562
2018-02-19,589.1150512695312
2018-02-20,590.4097900390625
2018-02-21,595.1033935546875
2018-02-22,593.1611938476562
2018-02-23,602.2244873046875
2018-02-26,607.079833984375
2018-02-27,604.1666259765625
2018-02-28,607.079833984375
2018-03-01,601.2534790039062
2018-03-02,595.1033935546875
2018-03-05,589.2769775390625
2018-03-06,587.3348388671875
2018-03-07,585.2307739257812
2018-03-08,589.9243774414062
2018-03-09,596.3981323242188
2018-03-12,595.5889282226562
2018-03-13,593.3231201171875
2018-03-14,585.71630859375
2018-03-15,591.8400268554688
2018-03-16,592.8330078125
2018-03-19,588.1990356445312
2018-03-20,593.4950561523438
2018-03-21,586.3783569335938
2018-03-22,584.2267456054688
2018-03-23,584.557861328125
2018-03-26,581.4132690429688
2018-03-27,587.2058715820312
2018-03-28,596.47412109375
2018-04-03,597.6326293945312
2018-04-04,593.3295288085938
2018-04-05,588.1990356445312
2018-04-06,593.1640625
2018-04-09,586.3783569335938
2018-04-10,573.9656372070312
2018-04-11,571.9795532226562
2018-04-12,569.0005493164062
2018-04-13,576.4481201171875
2018-04-16,568.3384399414062
2018-04-17,570.986572265625
2018-04-18,568.8350219726562
2018-04-19,565.0284423828125
2018-04-20,566.1870727539062
2018-04-23,565.1939086914062
2018-04-24,565.3594360351562
2018-04-25,568.007568359375
2018-04-26,571.9795532226562
2018-04-30,572.14501953125
2018-05-01,574.627685546875
2018-05-02,580.916748046875
2018-05-03,577.2757568359375
2018-05-04,583.3993530273438
2018-05-07,585.5509033203125
2018-05-08,589.5230102539062
2018-05-09,590.1849365234375
2018-05-14,588.8609008789062
2018-05-15,585.8818969726562
2018-05-16,587.8679809570312
2018-05-17,582.90283203125
2018-05-18,583.5648193359375
2018-05-22,584.0613403320312
2018-05-23,587.7024536132812
2018-05-24,588.6954956054688
2018-05-25,597.9636840820312
2018-05-28,596.9706420898438
2018-05-29,590.3504638671875
2018-05-30,590.5159301757812
2018-05-31,585.8818969726562
2018-06-01,587.536865234375
2018-06-04,598.129150390625
2018-06-06,591.1780395507812
2018-06-07,590.0194702148438
2018-06-08,595.9775390625
2018-06-11,604.5838012695312
2018-06-12,607.2317504882812
2018-06-13,608.5558471679688
2018-06-14,612.0313720703125
2018-06-15,616.6655883789062
2018-06-18,604.0872802734375
2018-06-19,603.259765625
2018-06-20,605.2457885742188
2018-06-21,614.1829833984375
2018-06-22,621.1340942382812
2018-06-25,622.9545288085938
2018-06-26,617.1619873046875
2018-06-27,618.9826049804688
2018-06-28,619.1480102539062
2018-06-29,621.9616088867188
2018-07-02,621.9616088867188
2018-07-03,621.6306762695312
2018-07-04,635.864013671875
2018-07-05,637.0224609375
2018-07-06,645.1320190429688
2018-07-09,643.6425170898438
2018-07-10,646.4560546875
2018-07-11,645.1320190429688
2018-07-12,637.6843872070312
2018-07-13,641.822021484375
2018-07-16,643.47705078125
2018-07-17,647.6146240234375
2018-07-18,647.44921875
2018-07-19,651.752197265625
2018-07-20,650.4281616210938
2018-07-23,648.2766723632812
2018-07-24,649.6006469726562
2018-07-25,649.4351806640625
2018-07-26,648.938720703125
2018-07-27,649.4351806640625
2018-07-30,641.656494140625
2018-07-31,635.6983642578125
2018-08-01,642.1530151367188
2018-08-02,642.1530151367188
2018-08-03,642.4840698242188
2018-08-06,640.9944458007812
2018-08-07,639.6705322265625
2018-08-08,629.7402954101562
2018-08-09,637.6843872070312
2018-08-10,637.3534545898438
2018-08-13,639.1740112304688
2018-08-14,639.3394165039062
2018-08-15,631.8917236328125
2018-08-16,653.73828125
2018-08-17,648.7731323242188
2018-08-20,657.5447387695312
2018-08-21,658.372314453125
2018-08-22,659.1998901367188
2018-08-23,654.7312622070312
2018-08-24,651.752197265625
2018-08-27,654.5657958984375
2018-08-28,655.8897094726562
2018-08-29,655.393310546875
2018-08-30,652.083251953125
2018-08-31,648.7731323242188
2018-09-03,647.9456176757812
2018-09-04,648.7731323242188
2018-09-05,640.4979248046875
2018-09-06,637.3534545898438
2018-09-07,640.6635131835938
2018-09-10,640.6635131835938
2018-09-11,628.250732421875
2018-09-12,627.4232177734375
2018-09-13,629.0782470703125
2018-09-14,628.250732421875
2018-09-17,626.5957641601562
2018-09-18,626.4302978515625
2018-09-19,623.7822265625
2018-09-20,626.2646484375
2018-09-21,637.849853515625
2018-09-24,632.0573120117188
2018-09-25,639.6705322265625
2018-09-26,636.3604125976562
2018-09-27,637.5189819335938
2018-09-28,637.5189819335938
2018-10-01,633.8778076171875
2018-10-02,637.1879272460938
2018-10-03,640.4979248046875
2018-10-04,624.2786865234375
2018-10-05,621.6306762695312
2018-10-08,608.5558471679688
2018-10-09,608.059326171875
2018-10-10,605.5767822265625
2018-10-11,598.7910766601562
2018-10-12,600.9426879882812
2018-10-15,599.2876586914062
2018-10-16,615.1760864257812
2018-10-17,608.390380859375
2018-10-18,615.3414916992188
2018-10-19,619.1480102539062
2018-10-22,618.1550903320312
2018-10-23,604.4182739257812
2018-10-24,605.5767822265625
2018-10-25,593.4950561523438
2018-10-26,590.8470458984375
2018-10-29,597.3015747070312
2018-10-30,596.1431274414062
2018-10-31,601.2737426757812
2018-11-01,607.0662841796875
2018-11-02,605.9078369140625
2018-11-05,601.439208984375
2018-11-06,606.7353515625
2018-11-07,601.108154296875
2018-11-08,600.9426879882812
2018-11-09,605.2457885742188
2018-11-12,603.259765625
2018-11-13,606.4042358398438
2018-11-14,605.7423095703125
2018-11-15,608.2247924804688
2018-11-16,607.562744140625
2018-11-19,605.4112548828125
2018-11-20,597.1361083984375
2018-11-21,595.6465454101562
2018-11-22,594.1570434570312
2018-11-23,598.129150390625
2018-11-26,603.259765625
2018-11-27,598.95654296875
2018-11-28,596.30859375
2018-11-29,593.6605224609375
2018-11-30,604.0872802734375
2018-12-03,603.0942993164062
2018-12-04,608.2247924804688
2018-12-05,604.0872802734375
2018-12-06,589.5230102539062
2018-12-07,592.0055541992188
2018-12-10,588.5299682617188
2018-12-11,594.984619140625
2018-12-12,598.129150390625
2018-12-13,597.6326293945312
2018-12-14,594.984619140625
2018-12-17,589.0263671875
2018-12-18,585.8818969726562
2018-12-19,592.3364868164062
2018-12-20,590.1849365234375
2018-12-21,580.0892944335938
2018-12-27,567.1799926757812
2018-12-28,573.1381225585938
2019-01-02,578.4342651367188
2019-01-03,574.1311645507812
2019-01-04,587.7024536132812
2019-01-07,579.26171875
2019-01-08,577.1101684570312
2019-01-09,576.7791748046875
2019-01-10,581.9097900390625
2019-01-11,593.4950561523438
2019-01-14,588.5299682617188
2019-01-15,594.984619140625
2019-01-16,597.4671020507812
2019-01-17,601.7702026367188
2019-01-18,611.0383911132812
2019-01-21,608.2247924804688
2019-01-22,603.7561645507812
2019-01-23,601.7702026367188
2019-01-24,608.390380859375
2019-01-25,604.4182739257812
2019-01-28,604.0872802734375
2019-01-29,612.5279541015625
2019-01-30,609.71435546875
2019-01-31,616.8310546875
2019-02-01,625.1062622070312
2019-02-04,622.4581298828125
2019-02-05,621.299560546875
2019-02-06,644.3045654296875
2019-02-07,647.28369140625
2019-02-08,645.1320190429688
2019-02-11,652.7451782226562
2019-02-12,652.248779296875
2019-02-13,651.2556762695312
2019-02-14,657.7103271484375
2019-02-15,659.8619384765625
2019-02-18,660.8547973632812
2019-02-19,653.2417602539062
2019-02-20,657.8758544921875
2019-02-21,661.847900390625
2019-02-22,662.178955078125
2019-02-25,664.1649169921875
2019-02-26,671.7780151367188
2019-02-27,656.3862915039062
2019-02-28,657.5447387695312
2019-03-01,665.654541015625
2019-03-04,672.440185546875
2019-03-05,673.5986328125
2019-03-06,676.4122924804688
2019-03-07,681.04638671875
2019-03-08,681.04638671875
2019-03-11,680.71533203125
2019-03-12,686.3424682617188
2019-03-13,684.8528442382812
2019-03-14,691.1126098632812
2019-03-15,693.9887084960938
2019-03-18,696.8648071289062
2019-03-19,700.2484741210938
2019-03-20,692.9736328125
2019-03-21,695.6806030273438
2019-03-22,693.3119506835938
2019-03-25,685.0220336914062
2019-03-26,700.5869140625
2019-03-27,700.4177856445312
2019-03-28,707.86181640625
2019-03-29,703.124755859375
2019-04-01,705.1548461914062
2019-04-02,710.5686645507812
2019-04-03,714.7982177734375
2019-04-04,713.1063842773438
2019-04-05,710.3995971679688
2019-04-08,718.6893920898438
2019-04-09,717.843505859375
2019-04-10,719.0277709960938
2019-04-11,719.0277709960938
2019-04-12,716.6593017578125
2019-04-15,724.1033325195312
2019-04-16,716.9976196289062
2019-04-17,710.5686645507812
2019-04-23,717.6744384765625
2019-04-24,719.1969604492188
2019-04-25,712.4296875
2019-04-26,730.87060546875
2019-04-29,729.8555297851562
2019-04-30,727.3177490234375
2019-05-01,738.1455688476562
2019-05-02,726.302734375
2019-05-03,740.5140991210938
2019-05-06,735.6077270507812
2019-05-07,734.5926513671875
2019-05-08,738.991455078125
2019-05-09,740.5140991210938
2019-05-10,739.668212890625
2019-05-13,738.314697265625
2019-05-14,738.314697265625
2019-05-15,744.4052734375
2019-05-16,745.589599609375
2019-05-20,744.4052734375
2019-05-21,740.1757202148438
2019-05-22,749.1423950195312
2019-05-23,746.266357421875
2019-05-24,756.9248657226562
2019-05-27,760.9852294921875
2019-05-28,763.692138671875
2019-05-29,744.912841796875
2019-06-03,742.7134399414062
2019-06-04,731.378173828125
