Date,SOLV
2025-02-06,74.77999877929688
2025-02-07,73.37999725341797
2025-02-10,74.30999755859375
2025-02-11,73.6500015258789
2025-02-12,73.68000030517578
2025-02-13,74.30999755859375
2025-02-14,74.23999786376953
2025-02-18,74.33999633789062
2025-02-19,73.9800033569336
2025-02-20,74.5
2025-02-21,73.0199966430664
2025-02-24,76.27999877929688
2025-02-25,83.55999755859375
2025-02-26,84.04000091552734
2025-02-27,83.44000244140625
2025-02-28,79.75
2025-03-03,80.16000366210938
2025-03-04,78.98999786376953
2025-03-05,77.83000183105469
2025-03-06,75.73999786376953
2025-03-07,77.93000030517578
2025-03-10,77.63999938964844
2025-03-11,75.88999938964844
2025-03-12,74.01000213623047
2025-03-13,72.30000305175781
2025-03-14,74.16000366210938
2025-03-17,75.1500015258789
2025-03-18,75.30000305175781
2025-03-19,76.30999755859375
2025-03-20,74.98999786376953
2025-03-21,73.97000122070312
2025-03-24,74.19999694824219
2025-03-25,74.93000030517578
2025-03-26,74.23999786376953
2025-03-27,75.51000213623047
2025-03-28,74.75
2025-03-31,76.04000091552734
2025-04-01,76.33999633789062
2025-04-02,76.62000274658203
2025-04-03,70.19000244140625
2025-04-04,66.19999694824219
2025-04-07,65.31999969482422
2025-04-08,63.0099983215332
2025-04-09,68.58000183105469
2025-04-10,65.16999816894531
2025-04-11,66.19000244140625
2025-04-14,67.80000305175781
2025-04-15,65.93000030517578
2025-04-16,65.66999816894531
2025-04-17,66.26000213623047
2025-04-21,63.939998626708984
2025-04-22,64.94000244140625
2025-04-23,65.9000015258789
2025-04-24,67.52999877929688
2025-04-25,66.06999969482422
2025-04-28,66.06999969482422
2025-04-29,66.25
2025-04-30,66.12000274658203
2025-05-01,65.62000274658203
2025-05-02,67.62000274658203
2025-05-05,66.88999938964844
2025-05-06,65.47000122070312
2025-05-07,65.48999786376953
2025-05-08,66.62999725341797
2025-05-09,70.2300033569336
2025-05-12,74.80000305175781
2025-05-13,73.5199966430664
2025-05-14,71.13999938964844
2025-05-15,72.94000244140625
2025-05-16,74.11000061035156
2025-05-19,75.7699966430664
2025-05-20,74.69999694824219
2025-05-21,72.76000213623047
2025-05-22,72.66000366210938
2025-05-23,70.80999755859375
2025-05-27,72.52999877929688
2025-05-28,72.62999725341797
2025-05-29,72.61000061035156
2025-05-30,73.08999633789062
2025-06-02,73.12000274658203
2025-06-03,74.26000213623047
2025-06-04,75.13999938964844
2025-06-05,75.37000274658203
2025-06-06,74.83999633789062
2025-06-09,74.91999816894531
2025-06-10,75.55000305175781
2025-06-11,74.41000366210938
2025-06-12,74.29000091552734
2025-06-13,73.80000305175781
2025-06-16,74.44999694824219
2025-06-17,72.76000213623047
2025-06-18,72.62999725341797
2025-06-20,73.56999969482422
2025-06-23,73.25
2025-06-24,74.9800033569336
2025-06-25,74.94999694824219
2025-06-26,74.62999725341797
2025-06-27,75.45999908447266
2025-06-30,75.83999633789062
2025-07-01,77.88999938964844
2025-07-02,78.25
2025-07-03,78.5
2025-07-07,76.23999786376953
2025-07-08,75.08000183105469
2025-07-09,74.19000244140625
2025-07-10,75.87999725341797
2025-07-11,73.80000305175781
2025-07-14,74.06999969482422
2025-07-15,73.68000030517578
2025-07-16,73.02999877929688
2025-07-17,73.86000061035156
2025-07-18,73.27999877929688
2025-07-21,72.33999633789062
2025-07-22,72.91999816894531
2025-07-23,74.4000015258789
2025-07-24,73.93000030517578
2025-07-25,74.75
2025-07-28,73.7699966430664
2025-07-29,73.55000305175781
2025-07-30,72.9800033569336
2025-07-31,71.36000061035156
2025-08-01,71.7300033569336
