Date,SOLV
2024-03-26,80.0
2024-03-27,75.0
2024-03-28,69.55000305175781
2024-04-01,69.0999984741211
2024-04-02,66.9000015258789
2024-04-03,63.88999938964844
2024-04-04,67.0
2024-04-05,70.05999755859375
2024-04-08,67.01000213623047
2024-04-09,65.5199966430664
2024-04-10,63.88999938964844
2024-04-11,63.16999816894531
2024-04-12,62.75
2024-04-15,61.689998626708984
2024-04-16,61.95000076293945
2024-04-17,61.75
2024-04-18,64.02999877929688
2024-04-19,62.20000076293945
2024-04-22,62.06999969482422
2024-04-23,63.5
2024-04-24,63.540000915527344
2024-04-25,61.83000183105469
2024-04-26,64.43000030517578
2024-04-29,65.91000366210938
2024-04-30,65.01000213623047
2024-05-01,65.1500015258789
2024-05-02,65.13999938964844
2024-05-03,64.6500015258789
2024-05-06,64.69000244140625
2024-05-07,65.55999755859375
2024-05-08,66.43000030517578
2024-05-09,64.83000183105469
2024-05-10,63.7400016784668
2024-05-13,63.13999938964844
2024-05-14,65.0999984741211
2024-05-15,62.439998626708984
2024-05-16,61.560001373291016
2024-05-17,62.380001068115234
2024-05-20,62.029998779296875
2024-05-21,61.220001220703125
2024-05-22,61.88999938964844
2024-05-23,59.93000030517578
2024-05-24,60.45000076293945
2024-05-28,59.86000061035156
2024-05-29,59.720001220703125
2024-05-30,58.349998474121094
2024-05-31,59.34000015258789
2024-06-03,57.04999923706055
2024-06-04,55.61000061035156
2024-06-05,55.72999954223633
2024-06-06,55.04999923706055
2024-06-07,56.40999984741211
2024-06-10,56.709999084472656
2024-06-11,56.540000915527344
2024-06-12,56.15999984741211
2024-06-13,54.130001068115234
2024-06-14,54.560001373291016
2024-06-17,54.630001068115234
2024-06-18,53.31999969482422
2024-06-20,53.79999923706055
2024-06-21,52.349998474121094
2024-06-24,51.29999923706055
2024-06-25,51.25
2024-06-26,50.75
2024-06-27,51.33000183105469
2024-06-28,52.880001068115234
2024-07-01,51.45000076293945
2024-07-02,51.599998474121094
2024-07-03,50.849998474121094
2024-07-05,49.900001525878906
2024-07-08,49.63999938964844
2024-07-09,48.02000045776367
2024-07-10,48.18000030517578
2024-07-11,49.36000061035156
2024-07-12,49.0
2024-07-15,48.220001220703125
2024-07-16,50.040000915527344
2024-07-17,53.0
2024-07-18,54.97999954223633
2024-07-19,54.599998474121094
2024-07-22,54.130001068115234
2024-07-23,56.63999938964844
2024-07-24,58.09000015258789
2024-07-25,57.54999923706055
2024-07-26,57.630001068115234
2024-07-29,57.34000015258789
2024-07-30,58.95000076293945
2024-07-31,58.880001068115234
2024-08-01,58.060001373291016
2024-08-02,57.310001373291016
2024-08-05,56.13999938964844
2024-08-06,57.45000076293945
2024-08-07,55.900001525878906
2024-08-08,58.65999984741211
2024-08-09,60.59000015258789
2024-08-12,57.709999084472656
2024-08-13,58.220001220703125
2024-08-14,57.779998779296875
2024-08-15,58.84000015258789
2024-08-16,59.400001525878906
2024-08-19,59.45000076293945
2024-08-20,59.45000076293945
2024-08-21,59.65999984741211
2024-08-22,59.77000045776367
2024-08-23,61.400001525878906
2024-08-26,60.18000030517578
2024-08-27,60.54999923706055
2024-08-28,60.04999923706055
2024-08-29,62.91999816894531
2024-08-30,64.11000061035156
2024-09-03,63.83000183105469
2024-09-04,65.11000061035156
2024-09-05,65.5999984741211
2024-09-06,66.19999694824219
2024-09-09,67.02999877929688
2024-09-10,68.3499984741211
2024-09-11,69.41000366210938
2024-09-12,68.6500015258789
2024-09-13,70.0
2024-09-16,71.79000091552734
2024-09-17,72.33000183105469
2024-09-18,72.12999725341797
2024-09-19,72.33999633789062
2024-09-20,69.94999694824219
2024-09-23,70.12000274658203
2024-09-24,70.04000091552734
2024-09-25,69.22000122070312
2024-09-26,68.0999984741211
2024-09-27,67.56999969482422
2024-09-30,69.72000122070312
2024-10-01,67.30000305175781
2024-10-02,67.62999725341797
2024-10-03,67.26000213623047
2024-10-04,67.73999786376953
2024-10-07,66.29000091552734
2024-10-08,67.12999725341797
2024-10-09,69.18000030517578
2024-10-10,68.0999984741211
2024-10-11,68.13999938964844
2024-10-14,69.38999938964844
2024-10-15,69.72000122070312
2024-10-16,71.41999816894531
2024-10-17,72.41000366210938
2024-10-18,73.68000030517578
2024-10-21,73.0999984741211
2024-10-22,72.61000061035156
2024-10-23,72.5
2024-10-24,73.19999694824219
2024-10-25,73.19000244140625
2024-10-28,73.36000061035156
2024-10-29,73.3499984741211
2024-10-30,73.56999969482422
2024-10-31,72.58000183105469
2024-11-01,72.45999908447266
2024-11-04,72.16999816894531
2024-11-05,73.16000366210938
2024-11-06,74.13999938964844
2024-11-07,75.06999969482422
2024-11-08,72.43000030517578
2024-11-11,71.52999877929688
2024-11-12,70.69999694824219
2024-11-13,70.04000091552734
2024-11-14,67.9000015258789
2024-11-15,67.4800033569336
2024-11-18,67.12000274658203
2024-11-19,67.05000305175781
2024-11-20,68.38999938964844
2024-11-21,69.62999725341797
2024-11-22,70.80999755859375
2024-11-25,71.61000061035156
2024-11-26,71.48999786376953
2024-11-27,72.4800033569336
2024-11-29,71.51000213623047
2024-12-02,71.98999786376953
2024-12-03,70.7699966430664
2024-12-04,70.26000213623047
2024-12-05,69.56999969482422
2024-12-06,69.95999908447266
2024-12-09,70.62999725341797
2024-12-10,69.72000122070312
2024-12-11,70.48999786376953
2024-12-12,70.01000213623047
2024-12-13,69.55999755859375
2024-12-16,69.2699966430664
2024-12-17,68.5999984741211
2024-12-18,66.88999938964844
2024-12-19,66.80000305175781
2024-12-20,66.83000183105469
2024-12-23,66.62999725341797
2024-12-24,66.55999755859375
2024-12-26,66.94000244140625
2024-12-27,66.73999786376953
2024-12-30,66.05000305175781
2024-12-31,66.05999755859375
2025-01-02,65.93000030517578
2025-01-03,67.12000274658203
2025-01-06,68.47000122070312
2025-01-07,69.41000366210938
2025-01-08,68.95999908447266
2025-01-10,67.06999969482422
2025-01-13,68.51000213623047
2025-01-14,70.19000244140625
2025-01-15,72.02999877929688
2025-01-16,72.69000244140625
2025-01-17,73.51000213623047
2025-01-21,74.0199966430664
2025-01-22,73.66000366210938
2025-01-23,73.5999984741211
2025-01-24,74.98999786376953
2025-01-27,75.13999938964844
2025-01-28,74.87999725341797
2025-01-29,74.5
2025-01-30,75.30000305175781
2025-01-31,74.05999755859375
2025-02-03,73.58000183105469
2025-02-04,74.61000061035156
2025-02-05,74.79000091552734
