Date,MOS
2015-08-03,35.26266098022461
2015-08-04,36.268741607666016
2015-08-05,36.763553619384766
2015-08-06,36.813026428222656
2015-08-07,36.61510467529297
2015-08-10,37.34081268310547
2015-08-11,36.161556243896484
2015-08-12,35.91415023803711
2015-08-13,35.740962982177734
2015-08-14,35.69148254394531
2015-08-17,36.13679504394531
2015-08-18,35.94712448120117
2015-08-19,35.105979919433594
2015-08-20,34.20708084106445
2015-08-21,32.937103271484375
2015-08-24,31.53517723083496
2015-08-25,30.982641220092773
2015-08-26,32.09593963623047
2015-08-27,33.440147399902344
2015-08-28,33.844234466552734
2015-08-31,33.67104721069336
2015-09-01,32.55434799194336
2015-09-02,32.952877044677734
2015-09-03,33.5174560546875
2015-09-04,32.93627166748047
2015-09-08,33.4593391418457
2015-09-09,32.8615608215332
2015-09-10,32.75363540649414
2015-09-11,32.496246337890625
2015-09-14,32.11433029174805
2015-09-15,32.62078094482422
2015-09-16,32.72040939331055
2015-09-17,32.238868713378906
2015-09-18,30.702878952026367
2015-09-21,30.254535675048828
2015-09-22,28.12908363342285
2015-09-23,26.55160140991211
2015-09-24,26.941829681396484
2015-09-25,26.684438705444336
2015-09-28,25.70473861694336
2015-09-29,25.771163940429688
2015-09-30,25.829282760620117
2015-10-01,25.0239315032959
2015-10-02,25.72964859008789
2015-10-05,26.61802864074707
2015-10-06,26.634634017944336
2015-10-07,27.805295944213867
2015-10-08,28.137388229370117
2015-10-09,28.17060661315918
2015-10-12,27.464887619018555
2015-10-13,27.763784408569336
2015-10-14,29.33296012878418
2015-10-15,29.00086212158203
2015-10-16,29.00086212158203
2015-10-19,28.361560821533203
2015-10-20,28.859716415405273
2015-10-21,28.569120407104492
2015-10-22,29.191823959350586
2015-10-23,29.573740005493164
2015-10-26,29.382776260375977
2015-10-27,28.452896118164062
2015-10-28,28.69366455078125
2015-10-29,28.77669906616211
2015-10-30,28.05436897277832
2015-11-02,28.627241134643555
2015-11-03,30.312654495239258
2015-11-04,27.713964462280273
2015-11-05,27.124481201171875
2015-11-06,26.98333740234375
2015-11-09,27.099576950073242
2015-11-10,26.368946075439453
2015-11-11,26.44367218017578
2015-11-12,26.285924911499023
2015-11-13,26.74256134033203
2015-11-16,27.132776260375977
2015-11-17,26.344036102294922
2015-11-18,26.526704788208008
2015-11-19,26.825584411621094
2015-11-20,25.953815460205078
2015-11-23,25.70473861694336
2015-11-24,26.17798614501953
2015-11-25,26.1198673248291
2015-11-27,25.779464721679688
2015-11-30,26.269319534301758
2015-12-01,26.65039825439453
2015-12-02,25.720726013183594
2015-12-03,25.988746643066406
2015-12-04,25.86311912536621
2015-12-07,26.843029022216797
2015-12-08,25.14282989501953
2015-12-09,25.829608917236328
2015-12-10,25.18471336364746
2015-12-11,24.59843635559082
2015-12-14,24.03728485107422
2015-12-15,24.682180404663086
2015-12-16,25.201457977294922
2015-12-17,24.154541015625
2015-12-18,23.903278350830078
2015-12-21,22.814489364624023
2015-12-22,24.03728485107422
2015-12-23,25.13445281982422
2015-12-24,24.916696548461914
2015-12-28,24.27178955078125
2015-12-29,24.179662704467773
2015-12-30,23.744144439697266
2015-12-31,23.107620239257812
2016-01-04,23.802778244018555
2016-01-05,23.7022705078125
2016-01-06,22.144454956054688
2016-01-07,21.382293701171875
2016-01-08,20.863021850585938
2016-01-11,19.93336296081543
2016-01-12,20.56988525390625
2016-01-13,20.218122482299805
2016-01-14,20.98865509033203
2016-01-15,21.332046508789062
2016-01-19,20.796024322509766
2016-01-20,20.042238235473633
2016-01-21,20.620136260986328
2016-01-22,19.975238800048828
2016-01-25,18.760807037353516
2016-01-26,19.13770294189453
2016-01-27,18.90318489074707
2016-01-28,19.26332664489746
2016-01-29,20.184621810913086
2016-02-01,20.033864974975586
2016-02-02,18.509544372558594
2016-02-03,20.042238235473633
2016-02-04,20.77089500427246
2016-02-05,20.82114601135254
2016-02-08,19.749101638793945
2016-02-09,19.983610153198242
2016-02-10,19.615097045898438
2016-02-11,20.729022979736328
2016-02-12,19.18795394897461
2016-02-16,19.715599060058594
2016-02-17,21.18966293334961
2016-02-18,21.541427612304688
2016-02-19,20.43587875366211
2016-02-22,21.072406768798828
2016-02-23,20.419132232666016
2016-02-24,20.913272857666016
2016-02-25,21.2901668548584
2016-02-26,22.46271514892578
2016-02-29,22.32033348083496
2016-03-01,22.933876037597656
2016-03-02,23.82245635986328
2016-03-03,24.110191345214844
2016-03-04,25.058012008666992
2016-03-07,25.70117950439453
2016-03-08,24.651803970336914
2016-03-09,25.498075485229492
2016-03-10,24.931074142456055
2016-03-11,24.28791046142578
2016-03-14,24.931074142456055
2016-03-15,24.152509689331055
2016-03-16,24.626413345336914
2016-03-17,25.27804946899414
2016-03-18,25.151100158691406
2016-03-21,25.151100158691406
2016-03-22,24.668731689453125
2016-03-23,23.712446212768555
2016-03-24,23.069276809692383
2016-03-28,23.661670684814453
2016-03-29,23.67013168334961
2016-03-30,23.79707908630371
2016-03-31,22.849254608154297
2016-04-01,22.713850021362305
2016-04-04,21.842193603515625
2016-04-05,21.469839096069336
2016-04-06,21.495222091674805
2016-04-07,20.945158004760742
2016-04-08,21.122859954833984
2016-04-11,21.046701431274414
2016-04-12,21.60523796081543
2016-04-13,22.44304847717285
2016-04-14,21.55445671081543
2016-04-15,22.096071243286133
2016-04-18,22.426116943359375
2016-04-19,23.88170051574707
2016-04-20,24.135583877563477
2016-04-21,24.296369552612305
2016-04-22,24.160968780517578
2016-04-25,23.932476043701172
2016-04-26,24.160968780517578
2016-04-27,24.152509689331055
2016-04-28,24.177892684936523
2016-04-29,23.68705940246582
2016-05-02,24.135583877563477
2016-05-03,23.280847549438477
2016-05-04,22.942350387573242
2016-05-05,22.070690155029297
2016-05-06,21.994518280029297
2016-05-09,21.09747314453125
2016-05-10,22.053756713867188
2016-05-11,22.062217712402344
2016-05-12,21.529071807861328
2016-05-13,21.021312713623047
2016-05-16,21.833730697631836
2016-05-17,22.172237396240234
2016-05-18,21.351350784301758
2016-05-19,21.723716735839844
2016-05-20,21.95220947265625
2016-05-23,22.265321731567383
2016-05-24,21.969131469726562
2016-05-25,22.41765594482422
2016-05-26,22.113004684448242
2016-05-27,21.740642547607422
2016-05-31,21.582382202148438
2016-06-01,21.582382202148438
2016-06-02,21.941667556762695
2016-06-03,22.83986473083496
2016-06-06,24.259870529174805
2016-06-07,24.833005905151367
2016-06-08,23.969024658203125
2016-06-09,23.54986000061035
2016-06-10,23.070825576782227
2016-06-13,23.019498825073242
2016-06-14,22.489137649536133
2016-06-15,22.49769401550293
2016-06-16,22.155521392822266
2016-06-17,22.874080657958984
2016-06-20,22.993839263916016
2016-06-21,23.070825576782227
2016-06-22,22.874080657958984
2016-06-23,23.951913833618164
2016-06-24,23.019498825073242
2016-06-27,21.120454788208008
2016-06-28,21.608055114746094
2016-06-29,21.9160099029541
2016-06-30,22.395036697387695
2016-07-01,22.728656768798828
2016-07-05,21.787687301635742
2016-07-06,21.582382202148438
2016-07-07,21.377086639404297
2016-07-08,21.796249389648438
2016-07-11,21.97588348388672
2016-07-12,22.65167236328125
2016-07-13,23.44721031188965
2016-07-14,24.105897903442383
2016-07-15,24.542165756225586
2016-07-18,25.046855926513672
2016-07-19,24.533607482910156
2016-07-20,24.815893173217773
2016-07-21,24.713245391845703
2016-07-22,24.191434860229492
2016-07-25,24.49083709716797
2016-07-26,25.09819221496582
2016-07-27,24.70469093322754
2016-07-28,23.65251922607422
2016-07-29,23.096494674682617
2016-08-01,22.779985427856445
2016-08-02,23.318899154663086
2016-08-03,23.353118896484375
2016-08-04,22.617456436157227
2016-08-05,23.32746124267578
2016-08-08,24.225648880004883
2016-08-09,24.131553649902344
2016-08-10,23.849267959594727
2016-08-11,24.046018600463867
2016-08-12,23.250465393066406
2016-08-15,24.31974983215332
2016-08-16,24.01179313659668
2016-08-17,23.780832290649414
2016-08-18,23.917699813842773
2016-08-19,24.01179313659668
2016-08-22,24.285531997680664
2016-08-23,25.03830909729004
2016-08-24,24.328304290771484
2016-08-25,24.379627227783203
2016-08-26,23.609743118286133
2016-08-29,23.909141540527344
2016-08-30,26.047706604003906
2016-08-31,25.72264862060547
2016-09-01,24.952760696411133
2016-09-02,25.226505279541016
2016-09-06,24.73863410949707
2016-09-07,24.6695556640625
2016-09-08,24.39324378967285
2016-09-09,23.322540283203125
2016-09-12,23.529766082763672
2016-09-13,22.873523712158203
2016-09-14,22.30362892150879
2016-09-15,22.407245635986328
2016-09-16,22.053220748901367
